Project Name,Item ARK,Parent ARK,Object Type,Visibility,File Name,Item Sequence,Type.genre,Rights.statementLocal,Name.repository,Name.subject,Name.creator,Rights.servicesContact,Format.medium,Description.note,Date.creation,Date.normalized,Format.dimensions,Title,Alt ID.local,Alt ID.url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Eric Gill Artwork Collection,ark:/21198/zz002d242x,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0321.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Part of a complete collection of 25 drawings made by Gill. He was commissioned to carve 10 panels symbolizing civilizations which most affected the history of Palestine (see Jerusalem Diary postscript in Gill Bibl. P.205). Although the carvings were reproduced in Jerusalem Diary (1953), these drawings were never published. Source: G.F. Sims, March 1962. This sketch shows two men kneeling, facing each other, underneath a tree. Text below reads: “AFRICA ASIA JUNGIT IN PALES TINA”",1934 January [7],1934-01-7,"4 1/4 x 8 1/4""",Untitled [Palestine Drawings],CEG321,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d242x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d242x/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d243f,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0322.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Part of a complete collection of 25 drawings made by Gill. He was commissioned to carve 10 panels symbolizing civilizations which most affected the history of Palestine (see Jerusalem Diary postscript in Gill Bibl. P.205). Although the carvings were reproduced in Jerusalem Diary (1953), these drawings were never published. Source: G.F. Sims, March 1962. This drawing depicts a winged lion with the head of a king. Numbered, “4.”",1934 January [7],1934-01-7,"7 1/2 x 6 1/2""",Untitled [Palestine Drawings],CEG322,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d243f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d243f/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d244z,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0323.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Part of a complete collection of 25 drawings made by Gill. He was commissioned to carve 10 panels symbolizing civilizations which most affected the history of Palestine (see Jerusalem Diary postscript in Gill Bibl. P.205). Although the carvings were reproduced in Jerusalem Diary (1953), these drawings were never published. Source: G.F. Sims, March 1962. This drawing is on Government of Palestine, Department of Antiquities letterhead and shows a robed figure riding a winged horse with the head of a man wearing a crown.",1934 January [7],1934-01-7,"7 7/8 x 9""",Untitled [Palestine Drawings],CEG323,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d244z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d244z/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d245g,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0324.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Part of a complete collection of 25 drawings made by Gill. He was commissioned to carve 10 panels symbolizing civilizations which most affected the history of Palestine (see Jerusalem Diary postscript in Gill Bibl. P.205). Although the carvings were reproduced in Jerusalem Diary (1953), these drawings were never published. Source: G.F. Sims, March 1962. This sketch shows two men crouching under the weight of 2 large feet, with hieroglyphs in the background.",1934 January [7],1934-01-7,"8 x 10""",Untitled [Palestine Drawings],CEG324,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d245g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d245g/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2460,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0325.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Part of a complete collection of 25 drawings made by Gill. He was commissioned to carve 10 panels symbolizing civilizations which most affected the history of Palestine (see Jerusalem Diary postscript in Gill Bibl. P.205). Although the carvings were reproduced in Jerusalem Diary (1953), these drawings were never published. Source: G.F. Sims, March 1962. This sketch shows a pharaoh standing over a kneeling figure.",1934 January [7],1934-01-7,"8 x 10""",Untitled [Palestine Drawings],CEG325,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2460,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2460/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d247h,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0326.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Part of a complete collection of 25 drawings made by Gill. He was commissioned to carve 10 panels symbolizing civilizations which most affected the history of Palestine (see Jerusalem Diary postscript in Gill Bibl. P.205). Although the carvings were reproduced in Jerusalem Diary (1953), these drawings were never published. Source: G.F. Sims, March 1962. This sketch shows seated male and female figures in Egyptian dress.",1934 January [7],1934-01-7,"8 x 10""",Untitled [Palestine Drawings],CEG326,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d247h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d247h/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2481,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0327.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Part of a complete collection of 25 drawings made by Gill. He was commissioned to carve 10 panels symbolizing civilizations which most affected the history of Palestine (see Jerusalem Diary postscript in Gill Bibl. P.205). Although the carvings were reproduced in Jerusalem Diary (1953), these drawings were never published. Source: G.F. Sims, March 1962. This drawing shows a soldier kneeling at a cross, possibly a church. Signed in Gill’s hand and numbered, “10.”",1934 January [7],1934-01-7,,The Crusaders brought building [Palestine drawings],CEG327,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2481,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2481/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d249j,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0328.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Part of a complete collection of 25 drawings made by Gill. He was commissioned to carve 10 panels symbolizing civilizations which most affected the history of Palestine (see Jerusalem Diary postscript in Gill Bibl. P.205). Although the carvings were reproduced in Jerusalem Diary (1953), these drawings were never published. Source: G.F. Sims, March 1962. This drawing depicts a man on a winged horse with a scroll in his hand. Signed and annotated in Gill’s hand. Numbered, “9.”",1934 January [7],1934-01-7,"8 1/8 x 9 1/4""","Islam, Mahomet brought the Koran [Palestine Drawings]",CEG328,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d249j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d249j/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d24b2,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0329.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Part of a complete collection of 25 drawings made by Gill. He was commissioned to carve 10 panels symbolizing civilizations which most affected the history of Palestine (see Jerusalem Diary postscript in Gill Bibl. P.205). Although the carvings were reproduced in Jerusalem Diary (1953), these drawings were never published. Source: G.F. Sims, March 1962. This drawing shows two kings standing beside a large cross. Signed in Gill’s hand and numbered, “8.”",1934 January [7],1934-01-7,"8 1/8 x 9 1/4""",The Byzantines found the Cross [Palestine Drawings],CEG329,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d24b2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d24b2/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d24ck,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0330.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Part of a complete collection of 25 drawings made by Gill. He was commissioned to carve 10 panels symbolizing civilizations which most affected the history of Palestine (see Jerusalem Diary postscript in Gill Bibl. P.205). Although the carvings were reproduced in Jerusalem Diary (1953), these drawings were never published. Source: G.F. Sims, March 1962. This drawing shows Remus and Romulus nursing at the she-wolf",1934 January [7],1934-01-7,"8 1/8 x 9 1/4""",Rome conquered nature [Palestine Drawings],CEG330,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d24ck,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d24ck/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d24d3,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0331.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Part of a complete collection of 25 drawings made by Gill. He was commissioned to carve 10 panels symbolizing civilizations which most affected the history of Palestine (see Jerusalem Diary postscript in Gill Bibl. P.205). Although the carvings were reproduced in Jerusalem Diary (1953), these drawings were never published. Source: G.F. Sims, March 1962. This drawing depicts Remus and Romulus nursing from the she-wolf. Numbered, “7.”",1934 January [7],1934-01-7,"8 1/8 x 9 1/4""",Rome [Palestine Drawings],CEG331,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d24d3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d24d3/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d24fm,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0332.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Part of a complete collection of 25 drawings made by Gill. He was commissioned to carve 10 panels symbolizing civilizations which most affected the history of Palestine (see Jerusalem Diary postscript in Gill Bibl. P.205). Although the carvings were reproduced in Jerusalem Diary (1953), these drawings were never published. Source: G.F. Sims, March 1962. This drawing depicts a man in an athletic pose with Greek lettering behind him. Signed in Gill’s hand and numbered, “6.”",1934 January [7],1934-01-7,"8 1/8 x 9 1/4""",The Greeks brought Humanism [Palestine Drawings],CEG332,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d24fm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d24fm/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d24g4,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0333.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Part of a complete collection of 25 drawings made by Gill. He was commissioned to carve 10 panels symbolizing civilizations which most affected the history of Palestine (see Jerusalem Diary postscript in Gill Bibl. P.205). Although the carvings were reproduced in Jerusalem Diary (1953), these drawings were never published. Source: G.F. Sims, March 1962. This drawing depicts a robed man (presumably Moses) holding up a tablet that reads, “THEX LAWS.” Signed in Gill’s hand and numbered, “5.”",1934 January [7],1934-01-7,"8 1/8 x 9 1/4""",Israel Brought the Law [Palestine Drawings],CEG333,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d24g4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d24g4/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d24hn,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0334.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Part of a complete collection of 25 drawings made by Gill. He was commissioned to carve 10 panels symbolizing civilizations which most affected the history of Palestine (see Jerusalem Diary postscript in Gill Bibl. P.205). Although the carvings were reproduced in Jerusalem Diary (1953), these drawings were never published. Source: G.F. Sims, March 1962. This drawing depicts a winged and horned horse with a sun in the background. Signed in Gill’s hand and numbered, “4.”",1934 January [7],1934-01-7,"8 1/8 x 9 1/4""",The Persians brought strange rites (!) [Palestine Drawings],CEG334,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d24hn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d24hn/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d24j5,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0335.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Part of a complete collection of 25 drawings made by Gill. He was commissioned to carve 10 panels symbolizing civilizations which most affected the history of Palestine (see Jerusalem Diary postscript in Gill Bibl. P.205). Although the carvings were reproduced in Jerusalem Diary (1953), these drawings were never published. Source: G.F. Sims, March 1962. This drawing shows men rowing in a boat. Signed in Gill’s hand and numbered, “3.”",1934 January [7],1934-01-7,8 1/8 x 9 3/8”,The Phoenicians came in ships [Palestine Drawings],CEG335,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d24j5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d24j5/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d24kp,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0336.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Part of a complete collection of 25 drawings made by Gill. He was commissioned to carve 10 panels symbolizing civilizations which most affected the history of Palestine (see Jerusalem Diary postscript in Gill Bibl. P.205). Although the carvings were reproduced in Jerusalem Diary (1953), these drawings were never published. Source: G.F. Sims, March 1962. This drawing depicts men rowing in a boat. Numbered, “3.”",1934 January [7],1934-01-7,"8 1/8 x 9 1/4""",The Phoenicians came with ships [Palestine Drawings],CEG336,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d24kp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d24kp/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d24m6,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0337.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Part of a complete collection of 25 drawings made by Gill. He was commissioned to carve 10 panels symbolizing civilizations which most affected the history of Palestine (see Jerusalem Diary postscript in Gill Bibl. P.205). Although the carvings were reproduced in Jerusalem Diary (1953), these drawings were never published. Source: G.F. Sims, March 1962. This drawing shows a pharaoh standing over a man, whose arms are raised toward the pharaoh. Numbered, “2.”",1934 January [7],1934-01-7,"8 x 10""",Egypt brought the Nile of Kings [Palestine Drawings],CEG337,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d24m6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d24m6/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d24nq,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0338.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Part of a complete collection of 25 drawings made by Gill. He was commissioned to carve 10 panels symbolizing civilizations which most affected the history of Palestine (see Jerusalem Diary postscript in Gill Bibl. P.205). Although the carvings were reproduced in Jerusalem Diary (1953), these drawings were never published. Source: G.F. Sims, March 1962. This drawing shows a pharaoh on a throne. Signed EG and numbered, “2.”",1934 January [7],1934-01-7,"8 1/8 x 9 1/4""",The Egyptians brought the first Kings to Palestine [Palestine Drawings],CEG338,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d24nq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d24nq/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d24p7,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0339.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Part of a complete collection of 25 drawings made by Gill. He was commissioned to carve 10 panels symbolizing civilizations which most affected the history of Palestine (see Jerusalem Diary postscript in Gill Bibl. P.205). Although the carvings were reproduced in Jerusalem Diary (1953), these drawings were never published. Source: G.F. Sims, March 1962. This drawing shows a man carrying an armful of wheat. Annotated and signed by Gill.",1934 January [7],1934-01-7,"8 1/8 x 9 1/4""",The Caldeans brought agriculture [Palestine Drawings],CEG339,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d24p7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d24p7/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d24qr,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0340.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Part of a complete collection of 25 drawings made by Gill. He was commissioned to carve 10 panels symbolizing civilizations which most affected the history of Palestine (see Jerusalem Diary postscript in Gill Bibl. P.205). Although the carvings were reproduced in Jerusalem Diary (1953), these drawings were never published. Source: G.F. Sims, March 1962. This drawing illustrates hieroglyphs of birds, arms, shapes and zig-zag lines. Gill notes, “Hyroglyphics signifying: Palestine is plundered.”",1934 January [7],1934-01-7,"8 x 10""",Palestine is plundered [Palestine Drawings],CEG340,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d24qr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d24qr/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d24r8,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0341.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on tracing paper,"Part of a complete collection of 25 drawings made by Gill. He was commissioned to carve 10 panels symbolizing civilizations which most affected the history of Palestine (see Jerusalem Diary postscript in Gill Bibl. P.205). Although the carvings were reproduced in Jerusalem Diary (1953), these drawings were never published. Source: G.F. Sims, March 1962. This drawing shows a pharaoh standing over a man, whose arms are raised toward the pharaoh.",1934 January [7],1934-01-7,"7 3/4 x 7 1/4""",[Palestine Drawings],CEG341,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d24r8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d24r8/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d24ss,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0342.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on tracing paper,"Part of a complete collection of 25 drawings made by Gill. He was commissioned to carve 10 panels symbolizing civilizations which most affected the history of Palestine (see Jerusalem Diary postscript in Gill Bibl. P.205). Although the carvings were reproduced in Jerusalem Diary (1953), these drawings were never published. Source: G.F. Sims, March 1962. This drawing shows a man on a winged horse holding a scroll.",1934 January [7],1934-01-7,7 5/8 x 7 7/8”,[Palestine Drawings],CEG342,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d24ss,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d24ss/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d24t9,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0343.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on tracing paper,"Part of a complete collection of 25 drawings made by Gill. He was commissioned to carve 10 panels symbolizing civilizations which most affected the history of Palestine (see Jerusalem Diary postscript in Gill Bibl. P.205). Although the carvings were reproduced in Jerusalem Diary (1953), these drawings were never published. Source: G.F. Sims, March 1962. This drawing shows a pharaoh standing over a man, whose arms are raised up toward the pharaoh. Numbered, “2.”",1934 January [7],1934-01-7,7 3/8 x 6 ¾”,[Palestine Drawings],CEG343,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d24t9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d24t9/manifest
