Becky's notes!,Project Name,Item ARK,Parent ARK,Object Type,Visibility,File Name,Item Sequence,Thumbnail,Type.genre,Rights.statementLocal,Name.repository,Name.subject,Name.creator,Rights.servicesContact,Format.medium,Description.note,Date.creation,Date.normalized,Format.dimensions,Title,Alt ID.local,IIIF Manifest URL
,Eric Gill Artwork Collection,ark:/21198/zz002d2w53,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2w53%2Fb3785t4c,drawings (visual works)|~|sketchbooks,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil and crayon on paper,Sketchbook #2. Mostly consists of drawings of landscapes and train scenes. 28 leaves.,1888 July 31,1888-07-31,"5 1/4 x 3 3/8""","Eric Gill, His Sketching Book No. 2 (juvenilia)",CEG1400,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2w53/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d2w6m,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2w6m%2Fxf15wh5g,drawings (visual works)|~|sketchbooks,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Sketchbook labeled, “E. Gill""",1896,1896,"4 x 6 1/4""",Engine Notebook (juvenilia),CEG1401,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2w6m/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d2w74,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2w74%2F87626w3r,drawings (visual works)|~|sketchbooks,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil and watercolor on paper,Sketchbook with watercolor and pencil scenes of engines and landscapes pasted in.,1888-1892,1888/1892,"6 5/8 x 8 1/2""",Untitled sketchbook (juvenilia),CEG1402,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2w74/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d2w8n,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2w8n%2Fvb08nx8m,drawings (visual works)|~|sketchbooks,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Early sketchbook of Gill’s, bound in black with gold lettering. It contains drawings mostly of trains, engines, and machinery.",undated,1914/1963,"7 1/8 x 4 1/2""",Untitled sketchbook (juvenilia),CEG1403,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2w8n/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d2w95,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2w95%2F0k64s59d,drawings (visual works)|~|sketchbooks,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,Sketchbook #1. Consists mostly of drawings of train engines. 28 leaves.,1887 December 19,1887-12-19,"5 1/4 x 3 3/8""",Eric's sketch book (juvenilia),CEG1405,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2w95/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d2wbp,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wbp%2Fqx02df7z,drawings (visual works)|~|sketchbooks,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Sketchbook containing drawings relating to sculptures, seals and more.",undated,1914/1963,"7 1/4 x 4 1/4""",Sketchbook,CEG1407,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2wbp/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d2wc6,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wc6%2Fg947982w,drawings (visual works)|~|sketchbooks,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu","pencil, ink and watercolor on paper",A drawing book from Eric Gill to “Dear Helena.” 12 panels of drawings of landscapes and train scenes.,1892 June 27,1892-06-27,"5 7/8 x 8""",To Dear Helena from Eric Gill (juvenilia),CEG1408,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2wc6/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d2wdq,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wdq%2Fd936w50j,drawings (visual works)|~|architectural drawings (visual works)|~|sketchbooks,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"A sketchbook filled with drawings of architectural details, containing 12 leaves and bound in paper wrappers.",1919-1923,1919/1923,"4 1/4 x 7 1/2""",Architectural details sketchbook,CEG1409,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2wdq/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d2wk9,ark:/21198/zz002czw6v,Work,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wk9%2Fgv17nm9w,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,,"William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",,,,,,CEG1415_a,CEG1415_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2wk9/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d2wmt,ark:/21198/zz002czw6v,Work,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wmt%2Fmk08v455,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,,"William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",,,,,,CEG1417_a,CEG1417_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2wmt/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d2wnb,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wnb%2Fct22h116,drawings (visual works)|~|sketchbooks,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil and ink on paper,"Sketchbook began in 1933 and finished in April of 1934. Contains drawings for a car redesign, Egyptian drawings from the British Museum, and the rest are from his trip to Jerusalem.",1933 May-1934 April,1933-05/1934-04,"5 x 8""",Untitled sketchbook,CEG1420,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2wnb/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d2xcp,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2xcp%2Fcx855w9j,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",Pencil on paper,"Side view of nude male body with question marks and arrows at knees, collarbone and shoulder blade. There is a tracing of the same body on the reverse of the page.",1940 January 4,1940-01-4,5 x 6 1/2”,Untitled,CEG1444,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2xcp/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d2z0g,ark:/21198/zz002czw6v,Work,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2z0g%2F3d15h245,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,,"William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",,,,,,CEG1465_a,CEG1465_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2z0g/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d2zdp,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2zdp%2Fd906nr0f,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Drawing of nude figure clasping its feet, seen as from below. Reverse has view of figure as seen from above. One of a set of four sketches.",,,3 x 7”,Untitled,24|~|97|~|CEG1484,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2zdp/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d2zn9,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2zn9%2F3w26wn91,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Loose sketch of a nude female figure holding what may be a flower. Reverse of page has several sketches of figures, all rough and unfinished.",,,6 x 6 ½”,Untitled,26|~|CEG1491,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2zn9/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d301x,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d301x%2F4f29gn3z,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,Sketch of a winged figure reaching down to a figure standing on ground. There is a drawing of two figures interacting on half of the reverse.,,,5 x 6 ¾”,Untitled,61|~|CEG1501,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d301x/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d30jp,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d30jp%2F2z928b5t,offset printing|~|letterforms,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",offset print with etching,“First proof of a set of sans serif capitals designed by Eric Gill from matrices cut by the Lanston Monotype Corporation in five sizes MCMXXVII.” From Gill’s own collection with an ms correction in the text and some lettering by him (in pencil) on front wrapper. Unique state of this important typographical work.,1927,1927,"10 1/8 x 13""",First Proof of a set of Sans Serif Capitals,CEG1532,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d30jp/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d32c2,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d32c2%2Fr980rj9s,offset printing|~|letterforms,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",offset print on paper,"Booklet of examples of Gill Sans typeface printed by the Monotype Corporation, including examples from advertising and book publication.",undated,1914/1963,"8 3/4 x 11 1/4""",The Versatile Gill Family of Type Faces,CEG1612,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d32c2/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d32v9,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d32v9%2F42816x46,letterforms,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,,"William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",Letterpress printed folder with offset print inside,Folder with print inside. Print was reproduced for the Caxton Club of Chicago from the original Gill stone in The Newberry Library. Gilliana.,1963,1963,folder measures 25 ½ x 21” and print measures 24 ½ x 20 ½”,an Alphabet Stone cut by Eric Gill,CEG1630,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d32v9/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d332w,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d332w%2Fmf74j71c,religious art|~|wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",Carved wood block with ink residue,"Wood block for printing carved in the shape of a female. Figure is clothed in robes with a halo, holds arms out slightly from sides, and stands above a serpentine figure. Wood block is carved into separate pieces to used for inking different colors.",undated,1914/1963,11 ½ x 9 ½ x ¼”,Our Lady of Lourdes,CEG1639,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d332w/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d333d,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d333d%2Fd013zp8h,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,"Woodblock of garden image for tailpiece of ""Song of Songs"" (Cranach Press, 1931).",1930?,1930,"2 x 2""",An Enclosed Garden,47|~|CEG1640,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d333d/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d337g,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d337g%2F8h220n5m,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,"Woodblock for Architects Journal (1926) Competitions page. Physick 356, Gill Notebook II.",1926,1926,"2 x 1 3/4""",Midnight Oil,GILL78|~|CEG1644,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d337g/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d33b1,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33b1%2Fx188p90d,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,Small woodblock for engraving. Shows a hand with an eye on the palm. D-7.,undated,1914/1963,1 1/8 x 1 7/8”,Untitled,CEG1646,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d33b1/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d33cj,ark:/21198/zz002czw6v,Work,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33cj%2F9w941w72,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,,"William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",,,,,,CEG1647,CEG1647,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d33cj/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d33d2,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33d2%2F5p96xr71,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,"Woodblock illustration for a tailpiece in Canterbury Tales, IV: 107.",undated,1914/1963,"2 x 1 7/8""",Crucible & Smoke,GILL380|~|CEG1648,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d33d2/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d33g3,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33g3%2F2978z921,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,"Map of Europe with lines radiating from Le Lavandou, France. Illustration for front page of a prospectus (Gill 351) of the European Mediterranean Academy, Cavaliere, Cap Nigre, Le Lavandou (Var), Printed by Hague & Gill.",1933,1933,"4 5/8 x 4 1/4""",Map of Europe,851|~|GILL541|~|Gill 544 (Faber)|~|CEG1650,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d33g3/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d33j4,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33j4%2Fbc20dr6t,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,Woodblock illustration for p 10 of The Holy Sonnets of John Donne (ERG298). No pull. Gill Notebook III (1931 +).,1938,1938,"5 5/8 x 4 1/2""",At the round earth's imagin'd corners...,GILL663|~|977|~|CEG1652,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d33j4/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d33kn,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33kn%2Fz815xf2x,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,"Woodblock illustration for p 136 (Ch. 6) of The Green Ship by P. Miller (Golden Cockerel Press, 1936). Gill 294, Gill Notebook III, Gill p 203.",1936,1936,"5 x 2 3/4""",The Dying Patriot,905|~|GILL594|~|CEG1653,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d33kn/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d33m5,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33m5%2Fd255r30d,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,"Illustration of a man swimming for p. 7 of Chapter 1 of “The Green Ship” by Patrick Miller, Golden Cockerel Press. Gill #294. Gill Notebook III. Gill p 203.",1936,1936,"3 1/4 x 5""",Man Swimming,GILL589|~|900|~|CEG1655,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d33m5/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d33np,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33np%2Frx77h34x,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,"Illustration of Mr. Scribner for p. 42, Chapter 3 of “The Green Ship” by Patrick Miller, Golden Cockerel Press. Gill 294. Gill Notebook III. Gill p. 203.",1936,1936,"2 3/4 x 5""",Mr. Scribner,902|~|GILL591|~|CEG1656,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d33np/manifest
