Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Subject,Description.note,Summary,Title,Alt ID.local,Opac URL,Finding Aid URL,Bucketeer State,IIIF Access URL
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr55x,ark:/21198/zz002dr4vs,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f02_009.tif,9,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 2, 9",uclamss_107_b02_f02_009,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr55x
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr56f,ark:/21198/zz002dr4vs,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f02_010.tif,10,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 2, 10",uclamss_107_b02_f02_010,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr56f
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr57z,ark:/21198/zz002dr4vs,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f02_011.tif,11,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 2, 11",uclamss_107_b02_f02_011,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr57z
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr58g,ark:/21198/zz002dr4vs,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f02_012.tif,12,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 2, 12",uclamss_107_b02_f02_012,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr58g
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr590,ark:/21198/zz002dr4vs,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f02_013.tif,13,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 2, 13",uclamss_107_b02_f02_013,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr590
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr5bh,ark:/21198/zz002dr4vs,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f02_014.tif,14,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 2, 14",uclamss_107_b02_f02_014,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr5bh
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr5c1,ark:/21198/zz002dr4vs,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f02_015.tif,15,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 2, 15",uclamss_107_b02_f02_015,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr5c1
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr5dj,ark:/21198/zz002dr4vs,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f02_016.tif,16,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 2, 16",uclamss_107_b02_f02_016,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr5dj
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr5f2,ark:/21198/zz002dr4vs,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f02_017.tif,17,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 2, 17",uclamss_107_b02_f02_017,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr5f2
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr5gk,ark:/21198/zz002dr4vs,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f02_018.tif,18,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 2, 18",uclamss_107_b02_f02_018,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr5gk
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr5h3,ark:/21198/zz002dr4vs,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f02_019.tif,19,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 2, 19",uclamss_107_b02_f02_019,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr5h3
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr5jm,ark:/21198/zz002dr4vs,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f02_020.tif,20,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 2, 20",uclamss_107_b02_f02_020,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr5jm
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr5k4,ark:/21198/zz002dr4vs,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f02_021.tif,21,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 2, 21",uclamss_107_b02_f02_021,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr5k4
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr5mn,ark:/21198/zz002dr4vs,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f02_022.tif,22,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 2, 22",uclamss_107_b02_f02_022,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr5mn
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr5n5,ark:/21198/zz002dr4vs,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f02_023.tif,23,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 2, 23",uclamss_107_b02_f02_023,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr5n5
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr5pp,ark:/21198/zz002dr4vs,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f02_024.tif,24,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 2, 24",uclamss_107_b02_f02_024,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr5pp
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr5rq,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_001.tif,1,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 1",uclamss_107_b02_f03_001,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr5rq
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr5s7,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_002.tif,2,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 2",uclamss_107_b02_f03_002,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr5s7
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr5tr,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_003.tif,3,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 3",uclamss_107_b02_f03_003,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr5tr
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr5v8,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_004.tif,4,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 4",uclamss_107_b02_f03_004,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr5v8
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr5ws,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_005.tif,5,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 5",uclamss_107_b02_f03_005,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr5ws
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr5x9,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_006.tif,6,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 6",uclamss_107_b02_f03_006,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr5x9
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr5zt,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_007.tif,7,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 7",uclamss_107_b02_f03_007,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr5zt
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr60t,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_008.tif,8,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 8",uclamss_107_b02_f03_008,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr60t
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr61b,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_009.tif,9,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 9",uclamss_107_b02_f03_009,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr61b
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr62v,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_010.tif,10,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 10",uclamss_107_b02_f03_010,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr62v
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr63c,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_011.tif,11,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 11",uclamss_107_b02_f03_011,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr63c
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr64w,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_012.tif,12,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 12",uclamss_107_b02_f03_012,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr64w
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr65d,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_013.tif,13,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 13",uclamss_107_b02_f03_013,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr65d
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr66x,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_014.tif,14,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 14",uclamss_107_b02_f03_014,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr66x
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr67f,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_015.tif,15,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 15",uclamss_107_b02_f03_015,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr67f
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr68z,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_016.tif,16,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 16",uclamss_107_b02_f03_016,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr68z
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr69g,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_017.tif,17,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 17",uclamss_107_b02_f03_017,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr69g
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr6b0,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_018.tif,18,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 18",uclamss_107_b02_f03_018,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr6b0
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr6ch,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_019.tif,19,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 19",uclamss_107_b02_f03_019,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr6ch
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr6d1,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_020.tif,20,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 20",uclamss_107_b02_f03_020,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr6d1
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr6fj,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_021.tif,21,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 21",uclamss_107_b02_f03_021,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr6fj
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr6g2,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_022.tif,22,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 22",uclamss_107_b02_f03_022,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr6g2
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr6hk,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_023.tif,23,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 23",uclamss_107_b02_f03_023,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr6hk
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr6j3,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_024.tif,24,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 24",uclamss_107_b02_f03_024,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr6j3
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr6km,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_025.tif,25,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 25",uclamss_107_b02_f03_025,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr6km
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr6m4,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_026.tif,26,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 26",uclamss_107_b02_f03_026,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr6m4
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr6nn,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_027.tif,27,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 27",uclamss_107_b02_f03_027,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr6nn
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr6p5,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_028.tif,28,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 28",uclamss_107_b02_f03_028,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr6p5
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr6qp,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_029.tif,29,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 29",uclamss_107_b02_f03_029,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr6qp
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr6r6,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_030.tif,30,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 30",uclamss_107_b02_f03_030,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr6r6
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr6sq,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_031.tif,31,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 31",uclamss_107_b02_f03_031,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr6sq
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr6t7,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_032.tif,32,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 32",uclamss_107_b02_f03_032,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr6t7
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr6vr,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_033.tif,33,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 33",uclamss_107_b02_f03_033,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr6vr
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr6w8,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_034.tif,34,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 34",uclamss_107_b02_f03_034,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr6w8
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr6xs,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_035.tif,35,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 35",uclamss_107_b02_f03_035,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr6xs
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr6z9,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_036.tif,36,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 36",uclamss_107_b02_f03_036,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr6z9
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr709,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_037.tif,37,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 37",uclamss_107_b02_f03_037,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr709
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr71t,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_038.tif,38,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 38",uclamss_107_b02_f03_038,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr71t
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr72b,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_039.tif,39,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 39",uclamss_107_b02_f03_039,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr72b
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr73v,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_040.tif,40,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 40",uclamss_107_b02_f03_040,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr73v
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr74c,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_041.tif,41,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 41",uclamss_107_b02_f03_041,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr74c
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr75w,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_042.tif,42,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 42",uclamss_107_b02_f03_042,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr75w
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr76d,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_043.tif,43,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 43",uclamss_107_b02_f03_043,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr76d
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr77x,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_044.tif,44,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 44",uclamss_107_b02_f03_044,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr77x
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr78f,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_045.tif,45,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 45",uclamss_107_b02_f03_045,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr78f
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr79z,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_046.tif,46,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 46",uclamss_107_b02_f03_046,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr79z
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr7bg,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_047.tif,47,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 47",uclamss_107_b02_f03_047,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr7bg
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002dr7c0,ark:/21198/zz002dr5q6,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b02_f03_048.tif,48,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 2, Folder 3, 48",uclamss_107_b02_f03_048,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr7c0
