Object Type,Parent ARK (fest),Parent ARK,Item ARK,File Name,Local identifier,Title,AltTitle.translated,AltTitle.other,Name.creator,Date.created,Date.normalized,Language,Type.typeOfResource,Genre,Format.dimensions,Repository,collection.physical,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Description.note,Contents note,Subject,Subject geographic,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1t45wk0,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0862_pos00001.tif,pos_i2_862|~|POS,Në Unitet Të Çeliktë,In the Unity of Steel,,New Albania Film Studio,1983,1983,alb,still image,poster,30.5 x 42.5 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Në Unitet Të Çeliktë"". Director Esat Ibro's doc highlights Albania's 1983 elections. This doc features an appearance by Albanian leader Enver Hoxha and his wife, Nexhmije Hoxha.|~|Afishe origjinale ekrijuar për filmin dokumentar shqiptar ""Në Unitet Të Çeliktë"". Dokumentari i regjisorit Esat Ibro flet mbi zgjedhjet e vitit 1983 në Shqipëri dhe paraqet liderin shqiptar Enver Hoxha dhe gruan e tij, Nexhmije Hoxha.","7 copies in fair to good condition. All copies have vertical fold in center. 2 copies have red star, pick axe and rifle on the upper left side. 3 posters are printed on dark pink paper. 2 copies are printed on slightly lighter pink paper. Copies are printed on delicate paper.|~|7 kopje në gjendje shumë të mirë. Të gjitha kopjet kanë palosje vertikale në mes. 2 kopje kanë yll të kuq, kazmën dhe pushkën në anën e sipërme majtas. 3 postera janë shtypur në letër rozë të errët. 2 kopje janë shtypur në letër rozë pak më të lehtë. Është përdorur letër delikate për shtypin.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Elections|~|Albanian Historical Personalities|~|Enver Hoxha|~|Nexhmije Hoxha,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t45wk0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t45wk0/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1pg3v46,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0863_pos00001.tif,pos_i2_863|~|POS,Brigada novatore,The Innovative Brigade,,New Albania Film Studio,1983,1983,alb,still image,poster,30.5 x 42 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Brigada novatore"". Director Xhezair Dafa's doc looks at mechanics who work at different factories throughout Albania.  |~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Brigada novatore"". Dokumentari i regjisorit Xhezair Dafa fokusohet te mekanikët që punojnë në fabrika të ndryshme në të gjithë Shqipërinë.","6 copies in good condition. All copies are folded vertically in center. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|6 kopje në gjendje të mirë. Të gjitha kopjet kanë palosje vertikale në mes. Të gjitha kopjet janë të shtypura në letër rozë të lehtë. Posteri nuk ka punim grafik, është me përmasa të vogla, vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Industry|~|Factories,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg3v46,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pg3v46/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1jq33gr,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0869_pos00001.tif,pos_i2_869|~|POS,Gjithmonë zgjuar,Always Awake,,New Albania Film Studio,1983,1983,alb,still image,poster,30.5 x 42.5 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Gjithmonë zgjuar"". Director Xhezair Dafa's doc highlights the emergencies on the night shift of a hospital in the Albanian capital, Tirana. |~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Gjithmonë zgjuar"". Dokumentari i regjisorit Xhezair Dafa flet mbi urgjencat në turnin e natës në një spital në kryeqytetin shqiptar, Tiranë.","6 copies in good condition. All copies are folded vertically in center. 2 copies are printed with star, pick axe and rifle in left hand corner. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|6 kopje në gjendje të mirë. Të gjitha kopjet kanë palosje vertikale në mes.  Katër afishe nuk kanë yllin e kuq të stampuar, kazmën ose çiften. Vetëm dy nga gjashtë afishet kanë stampime të plota. Posteri nuk ka punim grafik, është me përmasa të vogla, vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Health Care Institutions|~|Hospital|~|Night Shift,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq33gr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jq33gr/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1dz2bvc,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0870_pos00001.tif,pos_i2_870|~|POS,Me partinë kurdoherë,With the Party Always,,New Albania Film Studio,1983,1983,alb,still image,poster,40.5 x. 30.5 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Me partinë kurdoherë"". Director Todi Bozo's doc presents highlights from Ramiz Alia's visit to southern Albania. In 1985, Ramiz Alia became the leader of Albania.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Me partinë kurdoherë"". Dokumentari i regjisorit Todi Bozo paraqet momentet kryesore nga vizita e Ramiz Alisë në Shqipërinë e Jugut. Në vitin 1985, Ramiz Alia u bë udhëheqësi i Shqipërisë.",5 copies in good condition. One copy has considerable tear at bottom of poster. All copies have still images from other 'New Albania' Film Studio releases on back. Poster is printed on slick paper. Poster features five still images from film.|~|5 kopje në gjendje të mirë. Njëra nga kopjet ka grisje në pjesën e poshtme. Të gjitha kopjet kanë të printuara në anën e pasme fot nga filma të tjerë të Kinostudios. Është përdorur letër e lëmuar për shtypin. Dizajni paraqet pesë foto të marr anga filmi.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Elections|~|Albanian Historical Personalities|~|Ramiz Alia,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz2bvc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dz2bvc/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1961m2g,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0872_pos00001.tif,pos_i2_872|~|POS,Në rrugë të reja,On a New Road,,New Albania Film Studio,1983,1983,alb,still image,poster,30.5 x 42.5 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Në rrugë të reja"". Director Qerim Mata's doc highlights a factory that produces light bulbs in the southern Albanian city of Vlora.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Në rrugë të reja"". Dokumentari i regjisorit Qerim Mata tregon mbi një fabrikë që prodhon llamba në qytetin jugor të Vlorës.","6 copies in good condition. 2 copies are printed on white paper. 3 copies are printed on dark, pink paper. All copies are printed on thin, delicate paper. All copies are folded down the center.|~|6 kopje në gjendje të mirë. Dy nga afishet janë shtypur në letër të bardhë. Tre të tjerat në letër rozë të errët.  Është përdorur letër delikate për shtypin. Të gjjitha kopjet kanë palosje në mes.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Industry|~|Factories|~|Incandescent Light Bulb,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1961m2g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1961m2g/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z15f0v99,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0873_pos00001.tif,pos_i2_873|~|POS,Nëpër ditarët e luftës,In the War Diaries,,New Albania Film Studio,1983,1983,alb,still image,poster,40.5 x 30.5 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Nëpër ditarët e luftës"". Director Lirii Brahimi highlights episodes from the lives of resistance fighters during Albania's Second World War occupation.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Nëpër ditarët e luftës"". Regjisorja Liri Brahimi nxjerr në pah episode nga jeta e luftëtarëve të rezistencës gjatë pushtimit të Shqipërisë në Luftën e Dytë Botërore.",3 copies in very good condition on slick paper. Poster features hand designed drawing image.|~|3 kopje në gjendje shumë të mirë shtypur në letër të lëmuar. Posteri përmban vizatim të punuar me dorë.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Second World War|~|Resistance Fighters|~|Partisans,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f0v99,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15f0v99/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z11p03jh,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0875_pos00001.tif,pos_i2_875|~|POS,Dritë në udhën tonë,Lighting Our Way,,New Albania Film Studio,1983,1983,alb,still image,poster,31.5 x 43.5 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Dritë në udhën tonë"". Director Marianthi Xhako's doc presents highlights from the sessions of the 9th Congress of the Women's Union of Albania in the port city of Durrës. This documentary features an appearance by the Albanian leader, Enver Hoxha.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Dritë në udhën tonë"". Dokumentari i regjisores Marianthi Xhako prezanton momentet kryesore nga seancat e Kongresit të 9-të të Bashkimit të Grave të Shqipërisë në qytetin port të Durrësit. Ky dokumentar jep edhe paraqitjen e udhëheqësit shqiptar, Enver Hoxha.",1 copy in very good condition. Some wrinkles appear on surface. Poster features hand designed drawing image. |~|1 kopje në gjendje shumë të mirë. Ka rrudha mbi sipërfaqe. Posteri paraqet vizatim të punuar me dorë.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Syndicalism|~|Trade Unions|~|Women's Rights|~|Albanian Historical Personalities|~|Enver Hoxha,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11p03jh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11p03jh/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1ww9m51,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0879_pos00001.tif,pos_i2_879|~|POS,Besa-besa me partinë,A Promise to the Party,,New Albania Film Studio,1983,1983,alb,still image,poster,29.5 x 42.5 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Besa-besa me partinë"". Director Esat Ibro's doc presents highlights from Communist Party leader Ramiz Alia's visit to northern Albania. In 1985, Ramiz Alia became the leader of Albania.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Besa-besa me partinë"". Dokumentari i regjisorit Esat Ibro paraqet momentet kryesore nga vizita e kreut të Partisë së Punës Ramiz Alia në Shqipërinë e Veriut. Në vitin 1985 në krye të Shqipërisë u bë Ramiz Alia.",3 copies in good condition. 2 copies are printed on slick paper stock. 1 copy is printed on delicate paper stock. Delicate paper copy has multiple small tears all along right side of poster. Poster features four production still images from film.|~|3 kopje në gjendje të mirë. 2 kopje janë shtypur në letër të lëmuar. 1 kopje në letër delikate. Kopja delikate ka grisje të shumta të vogla përgjatë anës së djathtë të posterit. Dizajni i posterit përmban katër foto nga filmi.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Albanian Historical Personalities|~|Ramiz Alia,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww9m51,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ww9m51/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1s77jrk,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0880_pos00001.tif,pos_i2_880|~|POS,Në gjurmët e një historie,In the Trace of History,,New Albania Film Studio,1983,1983,alb,still image,poster,41.5 x 30 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Në gjurmët e një historie"". Directors Kujtim Gjonaj and Halil Kamberi's doc looks at the rights of women and the fight for emancipation.|~|krijuar për filmin dokumentar shqiptar ""Në gjurmët e një historie"". Dokumentari i regjisorëve Kujtim Gjonaj dhe Halil Kamberi trajton të drejtat e grave dhe luftën për emancipim.","4 copies in very good condition. All copies have been folded in center horizontally. Poster is printed on slick paper stock. Poster image features four production still images from film.|~|4 kopje në gjendje shumë të mirë. Të gjitha kopjet janë palosur në mes, horizontalisht. Posteri është shtypur në letër të lëmuar. Dizajni i posterit përmban katër foto nga filmi.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Women's Rights,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s77jrk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s77jrk/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1ng6t4m,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0888_pos00001.tif,pos_i2_888|~|POS,Noli ynë,Our Noli,,New Albania Film Studio,1984,1984,alb,still image,poster,38 x 27 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Noli ynë"". Director Todi Bozo's doc is a portrait of the writer, politician, historian and former prime minister, Fan Noli.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Noli ynë"". Dokumentari i regjisorit Todi Bozo është portreti i shkrimtarit, politikanit, historianit dhe ish-kryeministrit, Fan Noli.","5 copies in very good condition. All copies have been folded in half horizontally. 1 copy has hard crease in bottom right corner. All copies have photo production stills from 'New Albania' Film Studio on back of poster. Poster features hand-designed drawing image. |~|5 kopje në gjendje shumë të mirë. Të gjitha kopjet janë palosur në mes, horizontalisht. 1 kopje ka rrudha në cepin e poshtëm djathtas. Të gjitha kopjet kanë të printuara në pjesën e pasme foto nga filma të tjerë të Kinostudios. Dizajni i posterit përmban vizatim të punuar me dorë.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Albanian Historical Personalities|~|Fan Noli,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng6t4m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ng6t4m/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1hq62fq,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0891_pos00001.tif,pos_i2_891|~|POS,Shkrimtari militant,Militant Writer,,New Albania Film Studio,1984,1984,alb,still image,poster,27.5 x 35.5 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Shkrimtari militant"". Director Liri Brahimi's doc portrays the revolutionary writer Shefqet Musaraj who was a supporter of the communist movement during the Second World War|~|Afishe origjinale ekrijuar për filmin dokumentar shqiptar ""Shkrimtari militant"". Dokumentari i regjisores Liri Brahimi portretizon shkrimtarin revolucionar Shefqet Musaraj i cili ishte përkrahës i lëvizjes komuniste gjatë Luftës së Dytë Botërore.",6 copies in very good condition. All copies are printed on slick paper. Poster design features production still photograph taken from film.|~|6 kopje në gjendje shumë të mirë. Kopjet janë shtypur në letër të lëmuar. Dizajni i posterit përmban foto të marra nga filmi.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Albanian Historical Personalities|~|Shefqet Musaraj|~|Second World War|~|Communist Party,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq62fq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hq62fq/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1cz59pj,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0893_pos00001.tif,pos_i2_893|~|POS,40-vjetori i B.G.SH.,40th Anniversary of the B.G.SH.,,New Albania Film Studio,1984,1984,alb,still image,poster,39 x 27 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""40-vjetori i B.G.SH."". Director Adriana Elini's doc looks at festivities in the city of Berat to mark the anniversary of the Women's Union of Albania.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""40-vjetori i B.G.SH."". Dokumentari i regjisores Adriana Elini paraqet festimet e organizuara në qytetin e Beratit me rastin e përvjetorit të Bashkimit të Grave të Shqipërisë.",1 copy in very good condition. Poster features hand designed drawing image. |~|1 kopje në gjendje shumë të mirë. Dizajni i posterit përmban fotografi të vizatuara me dorë.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Syndicalism|~|Trade Unions|~|Women's Rights. Cities|~|Berat,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz59pj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cz59pj/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1864jw7,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0896_pos00001.tif,pos_i2_896|~|POS,Ditë plot diell,A Day Full of Sun,Ditë në diell|~|A Day in the Sunshine,New Albania Film Studio,1984,1984,alb,still image,poster,37.5 x 27.5 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Ditë plot diell"". Director Todi Bozo's looks at the Greek minority living in a southern Albanian village.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Ditë plot diell"". Regjisori Todi Bozo paraqet në këtë dokumentar, minoritetin grek që jeton në një fshat të Shqipërisë jugore.","5 copies in very good condition. All copies have been folded horzontally in center.  Poster features hand-designed drawn image. |~|5 kopje në gjendje shumë të mirë. Të gjitha kopjet janë palosur në mes, horizontalisht. Posteri përmban imazh të vizatuar me dorë.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Minorities|~|Greeks in Albania,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1864jw7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1864jw7/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z14f3t4g,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0898_pos00001.tif,pos_i2_898|~|POS,Fazanët,The Pheasant,,New Albania Film Studio,1984,1984,alb,still image,poster,27 x 39 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Fazanet"". Director Todi Bozo's doc looks at the breeding of pheasants in their natural habitat.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Fazanët"". Dokumentari i regjisorit Todi Bozo paraqet mbarështimin e fazanëve në habitatin e tyre natyror.","7 copies in very good condition.  All copies have been folded in half vertically.  All copies have stills on back from 'New Albania' Film Studio fiction film releases. Poster image is hand-designed drawing. |~|7 kopje në gjendje shumë të mirë. Të gjitha kopjet janë palosur në mes, vertikalisht. Të gjitha kopjet kanë të shtypura në anën e pasme, foto të filmave të tjerë të Kinostudios. Dizajni i posterit është vizatim i punuar me dorë.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Animals|~|Birds|~|Pheasants. Breeding Techniques,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f3t4g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14f3t4g/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z10p32g1,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0899_pos00001.tif,pos_i2_899|~|POS,Lumi i jetës,River of Life,,New Albania Film Studio,1984,1984,alb,still image,poster,36.5 x 27 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Lumi i Jetes"". Director Qerim Mata looks at the life and work of Kosovars (ethnic Albanians) living in the village of Pojan in the Fier region.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Lumi i jetës"". Regjisori Qerim Mata vështron jetën dhe veprën e kosovarëve që jetojnë në fshatin Pojan të qarkut të Fierit.",7 copies in very good condition. All copies have been folded in half. Poster features still photographic image from film.|~|7 kopje në gjendje shumë të mirë. Të gjitha kopjet janë palosur në mes. Dizajni i posterit përmban foto nga filmi.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Minorities|~|Kosovars in Albania,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p32g1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10p32g1/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1w118cx,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0900_pos00001.tif,pos_i2_900|~|POS,Margarita dhe Kristaqi,Margarita and Kristaq,Margarita dhe Kristaqi (Tutulani)|~|Margarita and Kristaqi (Tutulani),New Albania Film Studio,1984,1984,alb,still image,poster,28 x 39 cm (1 copy)|~|29 x 39 cm (1 copy)|~|29.5 x 39 cm (3 copies)|~|30.5 x 39 cm (2 copies),Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Margarita dhe Kristaqi"". Director Marianthi Qemo's doc portrays the lives of Margarita and Kristaq Tutulani, brother and sister partisans who were murdered during the Second World War.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Margarita dhe Kristaqi"". Dokumentari i regjisores Marianthi Qemo portretizon jetën e Margarita dhe Kristaq Tutulanit, vëlla e motër partizanë që u vranë gjatë Luftës së Dytë Botërore.","7 copies in good condition. All copies have photographic images from other 'New Albania' Film Studio on back of poster. 6 posters have been folded in half. 1 poster has tears at bottom of poster.  Poster features one photograph from film as well as hand designed drawing image.|~|7 kopje në gjendje të mirë. Të gjitha kopjet kanë të shtypura në pjesën e pasme të posterit, foto nga filma të tjerë të Kinostudios. 6 postera janë palosur në mes. 1 poster ka grisje në pjesën e poshtme. Dizajni i posterit përmban një foto nga filmi, si dhe vizatim të punuar me dorë.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Albanian Historical Personalities|~|Margarita Tutulani|~|Kristaq Tutulani|~|Second World War,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w118cx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w118cx/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1r80hrj,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0901_pos00001.tif,pos_i2_901|~|POS,Një jetë pranë naftës,A Life Close to Oil,,New Albania Film Studio,1984,1984,alb,still image,poster,36.5 x 27 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Një jetë pranë naftës"". Director Liri Brahimi's doc depicts the lives of workers and families living and working in Albania's oil industry.|~|Afishe e krijuar për filmin dokumentar shqiptar ""Një jetë pranë naftës"". Dokumentari i regjisores Liri Brahimi përshkruan jetën e punëtorëve dhe familjeve që jetojnë dhe punojnë në industrinë e naftës në Shqipëri.",8 copies in very good condition. Seven copies have been folded in half. All copies are printed on slick paper. Poster features hand-designed drawing.|~|8 kopje në gjendje shumë të mirë. Shtatë kopje janë palosur në mes. Të gjitha kopjet janë shtypur në letër të lëmuar. Dizajni i posterit përmban vizatime të punuara me dorë.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Economy|~|Oil Production,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r80hrj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r80hrj/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1mg9s1p,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0902_pos00001.tif,pos_i2_902|~|POS,Troku,The Trot,,New Albania Film Studio,1984,1984,alb,still image,poster,38 x 28 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Troku"". Director Petrit Llanaj's doc looks at the breeding of horses.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Troku"". Dokumentari i regjisorit Petrit Llanaj paraqet mbarështimin e kuajve.","4 copies in very condition. All copies have been folded in center horizontally. Poster image features hand-designed image. |~|4 kopje në gjendje shumë të mirë. Të gjitha kopje janë palosur në mes, horizontalisht. Dizajni i posterit përmban vizatime të punuara me dorë.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Animals|~|Mammals|~|Horses. Breeding Techniques,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mg9s1p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mg9s1p/manifest
