"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Name.photographer","Name.creator","Subject","Type.typeOfResource","Rights.copyrightStatus","Type.genre","Name.subject","Rights.servicesContact","Name.repository","Rights.permission","Relation.isPartOf","Date.creation","Format.dimensions","Date.normalized","Format.medium","Title","Alt Identifier.local","Format.extent","Description.abstract","Bucketeer State","IIIF Access URL"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0001q3pz","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0001q3pz-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","Kennedy family|~|Presidents spouses $z United States|~|Kennedy, John F. (John Fitzgerald), 1917-1963|~|Onassis, Jacqueline Kennedy, 1929-1994","still image","copyrighted","news photographs","","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","ca. 1960-1963","35 mm","1960","1 photograph|~|b&w negative","President John F. Kennedy with First Lady Jacqueline Kennedy","uclamss_686_b6_f30_25","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001q3pz"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0001q3qg","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0001q3qg-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","Visits of state--Phillippines|~|Nixon, Pat, 1912-1993--Travel--Phillippines|~|Nixon, Richard M. (Richard Milhous), 1913-1994--Travel--Phillippines|~|Marcos, Ferdinand E. (Ferdinand Edralin), 1917-1989|~|Marcos, Imelda Romualdez, 1929-","still image","copyrighted","news photographs","","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","July 27, 1969","35 mm","1969-07-27","1 photograph|~|color slide","President Richard Nixon and First Lady Patricia Nixon with President of the Philippines Ferdinand Marcos and First Lady Imelda Marcos, during a visit to the Philippines","uclamss_686_b5_f5_1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001q3qg"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0001q3r0","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0001q3r0-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","Vietnamese Conflict, 1961-1975--Di~ An (Vietnam : District)|~|Soldiers--United States|~|Americans--Vietnam|~|Nixon, Richard M. (Richard Milhous), 1913-1994--Travels--Vietnam--Di~ An (Vietnam : District)","still image","copyrighted","news photographs","","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","July 30, 1969","35 mm","1969-07-30","1 photograph|~|color slide","President Richard Nixon speaks to American troops in Dĩ An, Vietnam","uclamss_686_b5_f5_4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001q3r0"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0001q3sh","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0001q3sh-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Political campaigns--Brooklyn (New York, N.Y.)|~|Parades--Brooklyn (New York, N.Y.)|~|Attorneys general--United States|~|Kennedy, Robert F., 1925-1968","still image","copyrighted","news photographs","","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1964","35 mm","1964","1 photograph|~|color slide","President Lyndon Johnson and Attorney General Robert F. Kennedy greet a crowd during Kennedy's senatorial campaign parade through Brooklyn, New York","uclamss_686_b4_f6_3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001q3sh"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0001q3t1","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0001q3t1-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Political campaigns--United States|~|Presidential candidates $z United States","still image","copyrighted","news photographs","","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","September, 1964","35 mm","1964-09","1 photograph|~|color slide","President Lyndon B. Johnson rides a horse during a 1964 presidential campaign event","uclamss_686_b4_f6_2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001q3t1"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0001q3vj","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0001q3vj-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","Concert tours--Washington (D.C.)|~|Rock groups|~|Beatles","still image","copyrighted","news photographs","","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","","35 mm","","1 photograph|~|b&w negative","The Beatles are greeted by the press while exiting airplane in Washington D.C. during 1966 American tour","uclamss_686_b6_f17_4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001q3vj"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0001q3w2","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0001q3w2-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","Presidential candidates $z United States|~|Kennedy, John F. (John Fitzgerald), 1917-1963|~|Political conventions--Los Angeles (Calif.)|~|Political campaigns--Los Angeles (Calif.)","still image","copyrighted","news photographs","","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","July 1960","35 mm","1960-07","1 photograph|~|b&w negative","Senator John F. Kennedy speaks at the Biltmore Hotel during 1960 Democratic Convention in Los Angeles, CA","uclamss_686_b6_f30_9","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001q3w2"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0001q3xk","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0001q3xk-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","Presidents--United States--Press conferences|~|Reagan, Ronald","still image","copyrighted","news photographs","","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","ca. 1982","35 mm","1982","1 photograph|~|b&w negative","President Ronald Reagan answering questions during press conference","uclamss_686_b6_f38_11","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001q3xk"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0001q3z3","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0001q3z3-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","Legislators--United States|~|Kennedy, John F. (John Fitzgerald), 1917-1963","still image","copyrighted","news photographs","","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","ca. 1953-1960","35 mm","1953","1 photograph|~|b&w negative","Senator John F. Kennedy","uclamss_686_b6_f30_16-2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001q3z3"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0001q403","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0001q403-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","Reagan, Ronald|~|Reagan, Nancy, 1923","still image","copyrighted","news photographs","","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","ca. 1981-1982","35 mm","1981","1 photograph|~|color slide","President Ronald Reagan and First Lady Nancy Reagan at a beach","uclamss_686_b5_f11_3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001q403"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0001q41m","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0001q41m-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","Reagan, Ronald|~|Presidents--United States--Inauguration|~|Presidents spouses $z United States|~|Reagan, Nancy, 1923","still image","copyrighted","news photographs","","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","January 20, 1981","35 mm","1981-01-20","1 photograph|~|color slide","President Ronald Reagan and First Lady Nancy Reagan at Presidential Inauguration, 1981","uclamss_686_b5_f11_2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001q41m"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0001q424","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0001q424-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","Children of presidents--United States|~|Nixon, Richard M. (Richard Milhous), 1913-1994|~|Nixon, Pat, 1912-1993|~|Presidents spouses $z United States","still image","copyrighted","news photographs","","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","ca. 1969-1974","35 mm","1969","1 photograph|~|b&w negative","President Richard Nixon waves to crowd while accepting an award with First Lady Patricia Nixon, daughters Tricia and Julie, and unidentified man","uclamss_686_b6_f35_14","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001q424"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0001q43n","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0001q43n-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","Legislators--United States|~|Kennedy, Robert F., 1925-1968","still image","copyrighted","news photographs","","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","ca. 1964-1968","35 mm","1964","1 photograph|~|b&w negative","Senator Robert Kennedy","uclamss_686_b6_f31_11","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001q43n"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0001q445","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0001q445-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","Parades--Berlin (Germany : West)|~|Visits of state--Germany|~|Nixon, Richard M. (Richard Milhous), 1913-1994--Travel--Berlin (Germany : West)","still image","copyrighted","news photographs","","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","February 27, 1969","35 mm","1969-02-27","1 photograph|~|color slide","President Richard Nixon waves to the crowd during a 1969 parade through West Berlin, Germany","uclamss_686_b5_f5_2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001q445"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0001q45p","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0001q45p-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","Reagan, Ronald","still image","copyrighted","news photographs","","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","ca. 1981-1982","35 mm","1981","1 photograph|~|color slide","President Ronald Reagan","uclamss_686_b5_f11_1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001q45p"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0001q466","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0001q466-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","Concert tours--Washington (D.C.)|~|Rock groups|~|Beatles|~|Press conferences--Washington (D.C.)","still image","copyrighted","news photographs","","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","August 1966","35 mm","1966-08","b&w negative","The Beatles at a press conference in Washington D.C. during 1966 American tour","uclamss_686_b6_f17_7-2","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001q466"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0001q47q","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0001q47q-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","Political campaigns--United States|~|Presidential candidates $z United States|~|Campaign speeches--United States|~|Nixon, Richard M. (Richard Milhous), 1913-1994","still image","copyrighted","news photographs","","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","September 1960","35 mm","1960-09","1 photograph|~|color slide","Vice President Richard Nixon gives a speech during his 1960 presidential campaign","uclamss_686_b5_f5_3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001q47q"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0001q487","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0001q487-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","Concert tours--Washington (D.C.)|~|Rock groups|~|Beatles|~|Press conferences--Washington (D.C.)","still image","copyrighted","news photographs","","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","August 1966","35 mm","1966-08","1 photograph|~|b&w negative","The Beatles at a press conference in Washington D.C. during 1966 American tour","uclamss_686_b6_f17_7-1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001q487"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0001q49r","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0001q49r-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","Children of presidents--United States|~|Nixon, Richard M. (Richard Milhous), 1913-1994|~|Nixon, Pat, 1912-1993|~|Vice-Presidents spouses--United States","still image","copyrighted","news photographs","","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","","35 mm","","1 photograph|~|b&w negative","Vice President Richard Nixon playing the piano for Julie, Tricia, and Pat Nixon","uclamss_686_b6_f35_27","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001q49r"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gs1z","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gs1z-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson and Upper Voltian President Maurice Yaméogo, 1965 [11A]","clus_686_b7_f7:132_11A","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gs1z"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gs2g","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gs2g-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson, a General and Upper Voltian President Maurice Yaméogo, 1965 [14A]","clus_686_b7_f7:132_14A","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gs2g"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gs30","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gs30-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson at podium looking towards Upper Voltian President Maurice Yaméogo, 1965 [11_1]","clus_686_b7_f7:132_11_1","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gs30"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gs4h","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gs4h-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson and Upper Voltian President Maurice Yaméogo shaking hands, 1965 [5A]","clus_686_b7_f7:132_5A","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gs4h"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gs51","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gs51-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson and Upper Voltian President Maurice Yaméogo, 1965 [18A]","clus_686_b7_f7:132_18A","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gs51"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gs6j","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gs6j-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson and Upper Voltian President Maurice Yaméogo walking with General, 1965 [1]","clus_686_b7_f7:132_10_2","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gs6j"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gs72","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gs72-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson, a General and Upper Voltian President Maurice Yaméogo, 1965 [13A]","clus_686_b7_f7:132_13A","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gs72"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gs8k","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gs8k-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Humphrey, Hubert H. (Hubert Horatio), 1911-1978|~|Grissom, Virgil I.|~|Young, John (John Watts), 1930-","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","Hubert Humphrey Jr., astronauts Gus Grissom and John Young exiting automobile, 1965 [5_1]","clus_686_b7_f7:132_5_1","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gs8k"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gs93","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gs93-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Humphrey, Hubert H. (Hubert Horatio), 1911-1978|~|Grissom, Virgil I.|~|Young, John (John Watts), 1930-","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965","35 mm.","1965","b&w negative","Hubert Humphrey Jr., astronauts Gus Grissom and John Young exiting automobile, 1965 [4_1]","clus_686_b7_f7:132_4_1","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gs93"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gsbm","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gsbm-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson and Upper Voltian President Maurice Yaméogo, 1965 [17A]","clus_686_b7_f7:132_17A","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gsbm"
