Project Name,Title,Item Ark,Item Sequence,Subject,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Name.subject,Name.repository,Coverage.geographic,Relation.isPartOf,Rights.servicesContact,Name.photographer,Rights.permission,Name.architect,Date.normalized,AltIdentifier.local,Title2,Date.creation,Format.extent,Format.medium,Description.note,Description.fundingNote,Description.longitude,Description.latitude,Description.caption,Language,Name.artist,Coverage.temporal,Alt ID.collection,thumbnailImageName,File Name,Object Type,Parent ARK
"Connell (Will) Papers, 1928-1961","""Apparition over Los Angeles,"" (1932), by Barse Miller",21198/zz002h2jxw,,,still image,copyrighted,acetate film|~|black-and-white photographs|~|oil paintings (visual works),"McPherson, Aimee Semple, $d 1890-1944","University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1932/1960,uclamss_893_0299,"""Apparition over Los Angeles,"" (1932), by Barse Miller",[between 1932-1960],1 photographic negative,b&w acetate negative,"“Apparition over Los Angeles,” (1932) presents  Sister Aimee McPherson, founder of the Four-Square Church in Echo Park, Los Angeles, nude in the sky flanked by her mother, also nude, and her husband, above angels, one in a high hat presiding over money-bag shaped clouds, with the Angelus Temple in Echo Park below. The painting is in a frame.",Access to this collection is generously supported by Arcadia funds.,,,,,"Miller, Barse, $d 1904-1973",,,uclamss_893_0299.jpg,uclamss_893_0299.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","""Ivory Bones with Heavenly Dots,"" (signed and dated 1931), by Barse Miller",21198/zz002h2jzd,,,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film|~|oil paintings (visual works),,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1931/1960,uclamss_893_0300,"""Ivory Bones with Heavenly Dots,"" (signed and dated 1931), by Barse Miller",[between 1931-1960],1 photographic negative,b&w nitrate negative,"30 x 32 in., oil on canvas, 1931|~|Gambling scene (?) with men kneeling and standing in a group beneath an umbrella and next to an open shipping truck. The painting is in a frame.",Access to this collection is generously supported by Arcadia funds.,,,,,"Miller, Barse, $d 1904-1973",,,uclamss_893_0300.jpg,uclamss_893_0300.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","""Summer in Corona Del Mar,"" by Barse Miller",21198/zz002h2k0d,,,still image,copyrighted,acetate film|~|black-and-white photographs|~|watercolors (paintings),,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1960,uclamss_893_0301,"""Summer in Corona Del Mar,"" by Barse Miller",[between 1930-1960],1 photographic negative,b&w acetate negative,Watercolor painting of a hilly seashore area with people on pathways and on the beach with a fenced area and a building on the right,Access to this collection is generously supported by Arcadia funds.,,,,,"Miller, Barse, $d 1904-1973",,,uclamss_893_0301.jpg,uclamss_893_0301.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Jacob Asanger, artist, Los Angeles, 1930-1941",21198/zz002h2k1x,,Artists $x American $z California $z Los Angeles,still image,copyrighted,Portrait photographs|~|acetate film|~|black-and-white photographs,"Asanger, Jacob, $d 1887-1941","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1941,uclamss_893_0302,"Jacob Asanger, artist, Los Angeles, 1930-1941",[between 1930-1941],1 photographic negative,b&w acetate negative,"Bust-length photographic portrait of artist Jacob Asanger wearing a 3-piece suit and architect's glasses.|~|Jacob Asanger immigrated to the United States from Bavaria in the late 1800's and settled in Los Angeles. He studied at the Los Angeles School of Art and Design and became a landscape painter, poster artist, etcher, craftsman and art teacher.",Access to this collection is generously supported by Arcadia funds.,,,,,,,,uclamss_893_0302.jpg,uclamss_893_0302.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Jacob Asanger, artist, Los Angeles, 1930-1941",21198/zz002h2k2f,,Artists $x American $z California $z Los Angeles,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Asanger, Jacob, $d 1887-1941","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1941,uclamss_893_0303,"Jacob Asanger, artist, Los Angeles, 1930-1941",[between 1930-1941],1 photographic negative,b&w nitrate negative,"Jacob Asanger immigrated to the United States from Bavaria in the late 1800's and settled in Los Angeles. He studied at the Los Angeles School of Art and Design and became a landscape painter, poster artist, etcher, craftsman and art teacher.|~|Bust-length photographic portrait of artist Jacob Asanger holding a pencil-like object inhis right hand and wearing a vest over a white shirt and tie, and architect's glasses.",Access to this collection is generously supported by Arcadia funds.,,,,,,,,uclamss_893_0303.jpg,uclamss_893_0303.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Jacob Asanger, photomontage image of the artist, Los Angeles, 1930-1941",21198/zz002h2k3z,,Artists $x American $z California $z Los Angeles,still image,copyrighted,Portrait photographs|~|photomontages|~|black-and-white photographs|~|cellulose nitrate film,"Asanger, Jacob, $d 1887-1941","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1941,uclamss_893_0304,"Jacob Asanger, photomontage image of the artist, Los Angeles, 1930-1941",[between 1930-1941],1 photographic negative,b&w nitrate negative,"Jacob Asanger immigrated to the United States from Bavaria in the late 1800's and settled in Los Angeles. He studied at the Los Angeles School of Art and Design and became a landscape painter, poster artist, etcher, craftsman and art teacher|~|Photomontage portrait image of artist Jacob Asanger with a transparent image of his right hand holding a pencil-like object superimposed over an image of his face.",Access to this collection is generously supported by Arcadia funds.,,,,,,,,uclamss_893_0304.jpg,uclamss_893_0304.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Advertisement poster for Fitzgerald's by Jacob Asanger, 1930-1941",21198/zz002h2k4g,,,still image,copyrighted,posters|~|advertisements|~|black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1941,uclamss_893_0305,"Advertisement poster for Fitzgerald's by Jacob Asanger, 1930-1941",[between 1930-1941],1 photographic negative,b&w nitrate negative,"Jacob Asanger immigrated to the United States from Bavaria in the late 1800's and settled in Los Angeles. He studied at the Los Angeles School of Art and Design and became a landscape painter, poster artist, etcher, craftsman and art teacher.|~|Advertisement poster created by artist Jacob Asanger with images of musical instruments including a keyboard, violin and trumpets with the message: ""Everything in Music, Fitzgerald's""",Access to this collection is generously supported by Arcadia funds.,,,,,"Asanger, Jacob, $d 1887-1941",,,uclamss_893_0305.jpg,uclamss_893_0305.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Woman with cat, probably the wife of artist Stanley Reckless, in the studio of their Silver Lake home, Los Angeles, 1930-1939",21198/zz002h2k50,,Artists' studios $z California $z Los Angeles,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Reckless, Stanley Laurence, $z 1892-1955","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1939,uclamss_893_0306,"Woman with cat, probably the wife of artist Stanley Reckless, in the studio of their Silver Lake home, Los Angeles, 1930-1939",[between 1930-1939],1 photographic negative,b&w nitrate negative,"Stanley Reckless was born Stanley Zbytniewski. In 1913 he enrolled at the Pennsylvania Academy of the Fine Arts (PAFA), studied under Daniel Garber. In 1915, 1916 he was awarded 2 Cresson Traveling Scholarships, and traveled to Paris,  enrolling briefly at the Academie Julian. In 1920 he moved to Lumberville,  Pennsylvania and started exhibiting at PAFA, the National Academy of Design, and the Corcoran Gallery of Art. In 1924 he settled in New Hope, Pennsylvania, where he painted the landscape and shared a studio with Charles Hargens. In 1930 he moved to California where he painted portraits of members of the film industry. He co-founded the Art Center School in Los Angeles.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Reckless - Asange,,,,,uclamss_893_0306.jpg,uclamss_893_0306.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Stanley Reckless, seated at a piano, with his wife (?) in his Silver Lake home, Los Angeles, 1930-1939",21198/zz002h2k6h,,Artists $x American $z California $z Los Angeles,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Reckless, Stanley Laurence, $z 1892-1955","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1939,uclamss_893_0307,"Stanley Reckless, seated at a piano, with his wife (?) in his Silver Lake home, Los Angeles, 1930-1939",[between 1930-1939],1 photographic negative,b&w nitrate negative,"Photograph of artist Stanley Reckless seated at a piano with his wife (?) standing in front.|~|Stanley Reckless was born Stanley Zbytniewski. In 1913 he enrolled at the Pennsylvania Academy of the Fine Arts (PAFA), studied under Daniel Garber. In 1915, 1916 he was awarded 2 Cresson Traveling Scholarships, and traveled to Paris, enrolling briefly at the Academie Julian. In 1920 he moved to Lumberville, Pennsylvania and started exhibiting at PAFA, the National Academy of Design, and the Corcoran Gallery of Art. In 1924 he settled in New Hope, Pennsylvania, where he painted the landscape and shared a studio with Charles Hargens. In 1930 he moved to California where he painted portraits of members of the film industry. He co-founded the Art Center School in Los Angeles.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Reckless - Asange,,,,,uclamss_893_0307.jpg,uclamss_893_0307.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Stanley Reckless and his wife (?) in the studio of their Silver Lake home, Los Angeles, 1930-1939",21198/zz002h2k71,,Artists $x American $z California $z Los Angeles|~|Artists' studios $z California $z Los Angeles,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Reckless, Stanley Laurence, $z 1892-1955","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1939,uclamss_893_0308,"Stanley Reckless and his wife (?) in the studio of their Silver Lake home, Los Angeles, 1930-1939",[between 1930-1939],1 photographic negative,b&w nitrate negative,"Photograph of Stanley Reckless standing in front of a painting on an easel in his studio, looking towards his wife (?) seated in a chair with a cat|~|Stanley Reckless was born Stanley Zbytniewski. In 1913 he enrolled at the Pennsylvania Academy of the Fine Arts (PAFA), studied under Daniel Garber. In 1915, 1916 he was awarded 2 Cresson Traveling Scholarships, and traveled to Paris, enrolling briefly at the Academie Julian. In 1920 he moved to Lumberville, Pennsylvania and started exhibiting at PAFA, the National Academy of Design, and the Corcoran Gallery of Art. In 1924 he settled in New Hope, Pennsylvania, where he painted the landscape and shared a studio with Charles Hargens. In 1930 he moved to California where he painted portraits of members of the film industry. He co-founded the Art Center School in Los Angeles.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Reckless - Asange,,,,,uclamss_893_0308.jpg,uclamss_893_0308.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Stanley Reckless painting in the studio of his Silver Lake home as his wife (?) observes, Los Angeles, 1930-1939",21198/zz002h2k8j,,Artists $x American $z California $z Los Angeles|~|Artists' studios $z California $z Los Angeles,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Reckless, Stanley Laurence, $z 1892-1955","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1939,uclamss_893_0309,"Stanley Reckless painting in the studio of his Silver Lake home as his wife (?) observes, Los Angeles, 1930-1939",[between 1930-1939],1 photographic negative,b&w nitrate negative,"Photograph of Stanley Reckless in his studio working on a painting of a seated man as a seated woman (his wife?) watches|~|Stanley Reckless was born Stanley Zbytniewski. In 1913 he enrolled at the Pennsylvania Academy of the Fine Arts (PAFA), studied under Daniel Garber. In 1915, 1916 he was awarded 2 Cresson Traveling Scholarships, and traveled to Paris, enrolling briefly at the Academie Julian. In 1920 he moved to Lumberville, Pennsylvania and started exhibiting at PAFA, the National Academy of Design, and the Corcoran Gallery of Art. In 1924 he settled in New Hope, Pennsylvania, where he painted the landscape and shared a studio with Charles Hargens. In 1930 he moved to California where he painted portraits of members of the film industry. He co-founded the Art Center School in Los Angeles.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Reckless - Asange,,,,,uclamss_893_0309.jpg,uclamss_893_0309.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Stanley Reckless seated in the studio of his Silver Lake home, Los Angeles, 1930-1939",21198/zz002h2k92,,Artists $x American $z California $z Los Angeles|~|Artists' studios $z California $z Los Angeles,still image,copyrighted,Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film,"Reckless, Stanley Laurence, $z 1892-1955","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1939,uclamss_893_0310,"Stanley Reckless seated in the studio of his Silver Lake home, Los Angeles, 1930-1939",[between 1930-1939],1 photographic negative,b&w nitrate negative,"Stanley Reckless was born Stanley Zbytniewski. In 1913 he enrolled at the Pennsylvania Academy of the Fine Arts (PAFA), studied under Daniel Garber. In 1915, 1916 he was awarded 2 Cresson Traveling Scholarships, and traveled to Paris, enrolling briefly at the Academie Julian. In 1920 he moved to Lumberville, Pennsylvania and started exhibiting at PAFA, the National Academy of Design, and the Corcoran Gallery of Art. In 1924 he settled in New Hope, Pennsylvania, where he painted the landscape and shared a studio with Charles Hargens. In 1930 he moved to California where he painted portraits of members of the film industry. He co-founded the Art Center School in Los Angeles.|~|Photographic portrait of artist Stanley Reckless wearing a white shirt and tie and seated in his studio. Visible behind him are 2 small paintings on the wall, the backs of 2 or 3 paintings and a jar filled with paint brushes.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Reckless - Asange,,,,,uclamss_893_0310.jpg,uclamss_893_0310.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Stanley Reckless painting in the studio of his Silver Lake home, Los Angeles, 1930-1939",21198/zz002h2kbk,,Artists $x American $z California $z Los Angeles|~|Artists' studios $z California $z Los Angeles,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Reckless, Stanley Laurence, $z 1892-1955","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1939,uclamss_893_0311,"Stanley Reckless painting in the studio of his Silver Lake home, Los Angeles, 1930-1939",[between 1930-1939],1 photographic negative,b&w nitrate negative,"Photograph of Stanley Reckless seated in front of a painting on an easel and holding a paint brush with a Pallet on a tripod next to him. Two paintings on the wall behind him are partially visible and other paintings are turned away and leaning against the wall.|~|Stanley Reckless was born Stanley Zbytniewski. In 1913 he enrolled at the Pennsylvania Academy of the Fine Arts (PAFA), studied under Daniel Garber. In 1915, 1916 he was awarded 2 Cresson Traveling Scholarships, and traveled to Paris, enrolling briefly at the Academie Julian. In 1920 he moved to Lumberville, Pennsylvania and started exhibiting at PAFA, the National Academy of Design, and the Corcoran Gallery of Art. In 1924 he settled in New Hope, Pennsylvania, where he painted the landscape and shared a studio with Charles Hargens. In 1930 he moved to California where he painted portraits of members of the film industry. He co-founded the Art Center School in Los Angeles.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Reckless - Asange,,,,,uclamss_893_0311.jpg,uclamss_893_0311.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Stanley Reckless seated on a balcony of his home overlooking Silver Lake, Los Angeles, 1930-1939",21198/zz002h2kc3,,"Artists $x American $z California $z Los Angeles|~|Silver Lake (Los Angeles, Calif.)",still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Reckless, Stanley Laurence, $z 1892-1955","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1939,uclamss_893_0312,"Stanley Reckless seated on a balcony of his home overlooking Silver Lake, Los Angeles, 1930-1939",[between 1930-1939],1 photographic negative,b&w nitrate negative,"Stanley Reckless was born Stanley Zbytniewski. In 1913 he enrolled at the Pennsylvania Academy of the Fine Arts (PAFA), studied under Daniel Garber. In 1915, 1916 he was awarded 2 Cresson Traveling Scholarships, and traveled to Paris, enrolling briefly at the Academie Julian. In 1920 he moved to Lumberville, Pennsylvania and started exhibiting at PAFA, the National Academy of Design, and the Corcoran Gallery of Art. In 1924 he settled in New Hope, Pennsylvania, where he painted the landscape and shared a studio with Charles Hargens. In 1930 he moved to California where he painted portraits of members of the film industry. He co-founded the Art Center School in Los Angeles.|~|Photograph of artist Stanley Reckless seated on a bench on a balcony of his home overlooking Silver Lake. He holds a drink in one hand and a cigarette in the other. He is dressed in light colored trousers, a white shirt and light colored tie.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Reckless - Asange,,,,,uclamss_893_0312.jpg,uclamss_893_0312.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Stanley Reckless seated in the studio of his Silver Lake home, Los Angeles, 1930-1939",21198/zz002h2kdm,,Artists $x American $z California $z Los Angeles|~|Artists' studios $z California $z Los Angeles,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Reckless, Stanley Laurence, $z 1892-1955","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1939,uclamss_893_0313,"Stanley Reckless seated in the studio of his Silver Lake home, Los Angeles, 1930-1939",[between 1930-1939],1 photographic negative,b&w nitrate negative,"Photographic portrait of artist Stanley Reckless seated in his studio wearing light-colored trousers, a white shirt and light-colored tie, and holding a drink and a cigarette. Visible behind him are 3 paintings on the wall, and the backs of 2 paintings leaning against the wall.|~|Stanley Reckless was born Stanley Zbytniewski. In 1913 he enrolled at the Pennsylvania Academy of the Fine Arts (PAFA), studied under Daniel Garber. In 1915, 1916 he was awarded 2 Cresson Traveling Scholarships, and traveled to Paris, enrolling briefly at the Academie Julian. In 1920 he moved to Lumberville, Pennsylvania and started exhibiting at PAFA, the National Academy of Design, and the Corcoran Gallery of Art. In 1924 he settled in New Hope, Pennsylvania, where he painted the landscape and shared a studio with Charles Hargens. In 1930 he moved to California where he painted portraits of members of the film industry. He co-founded the Art Center School in Los Angeles.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Reckless - Asange,,,,,uclamss_893_0313.jpg,uclamss_893_0313.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Stanley Reckless drawing in the studio of his Silver Lake home, Los Angeles, 1930-1939",21198/zz002h2kf4,,Artists $x American $z California $z Los Angeles|~|Artists' studios $z California $z Los Angeles,still image,copyrighted,black-and-white photographs,"Reckless, Stanley Laurence, $z 1892-1955","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1939,uclamss_893_0314,"Stanley Reckless drawing in the studio of his Silver Lake home, Los Angeles, 1930-1939",[between 1930-1939],1 photographic negative,b&w nitrate negative,"Stanley Reckless was born Stanley Zbytniewski. In 1913 he enrolled at the Pennsylvania Academy of the Fine Arts (PAFA), studied under Daniel Garber. In 1915, 1916 he was awarded 2 Cresson Traveling Scholarships, and traveled to Paris, enrolling briefly at the Academie Julian. In 1920 he moved to Lumberville, Pennsylvania and started exhibiting at PAFA, the National Academy of Design, and the Corcoran Gallery of Art. In 1924 he settled in New Hope, Pennsylvania, where he painted the landscape and shared a studio with Charles Hargens. In 1930 he moved to California where he painted portraits of members of the film industry. He co-founded the Art Center School in Los Angeles.|~|Photograph of Stanley Reckless drawing in his studio as he stands at a table in front of a window. A small painting of a man is on the wall.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Reckless - Asange,,,,,uclamss_893_0314.jpg,uclamss_893_0314.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Stanley Reckless seated in the studio of his Silver Lake home, Los Angeles, 1930-1939",21198/zz002h2kgn,,Artists $x American $z California $z Los Angeles|~|Artists' studios $z California $z Los Angeles,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Reckless, Stanley Laurence, $z 1892-1955","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1939,uclamss_893_0315,"Stanley Reckless seated in the studio of his Silver Lake home, Los Angeles, 1930-1939",[between 1930-1939],1 photographic negative,b&w nitrate negative,"Stanley Reckless was born Stanley Zbytniewski. In 1913 he enrolled at the Pennsylvania Academy of the Fine Arts (PAFA), studied under Daniel Garber. In 1915, 1916 he was awarded 2 Cresson Traveling Scholarships, and traveled to Paris, enrolling briefly at the Academie Julian. In 1920 he moved to Lumberville, Pennsylvania and started exhibiting at PAFA, the National Academy of Design, and the Corcoran Gallery of Art. In 1924 he settled in New Hope, Pennsylvania, where he painted the landscape and shared a studio with Charles Hargens. In 1930 he moved to California where he painted portraits of members of the film industry. He co-founded the Art Center School in Los Angeles.|~|Photographic portrait of artist Stanley Reckless seated in his studio holding paint brushes and wearing a white shirt and tie. A  pallet with a rumpled cloth and paint brushes on top is on a table in front of him; visible behind him are 2 paintings on the wall, the backs of 2 or 3 paintings leaning against the wall and 2 vases filled with paint brushes.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Reckless - Asange,,,,,uclamss_893_0315.jpg,uclamss_893_0315.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Stanley Reckless seated in the studio of his Silver Lake home, Los Angeles, 1930-1939",21198/zz002h2kh5,,Artists $x American $z California $z Los Angeles,still image,copyrighted,Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film,"Reckless, Stanley Laurence, $z 1892-1955","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1939,uclamss_893_0316,"Stanley Reckless seated in the studio of his Silver Lake home, Los Angeles, 1930-1939",[between 1930-1939],1 photographic negative,b&w nitrate negative,"Photographic portrait of artist Stanley Reckless wearing a white shirt and tie and seated in his studio with his right hand raised to his temple.|~|Stanley Reckless was born Stanley Zbytniewski. In 1913 he enrolled at the Pennsylvania Academy of the Fine Arts (PAFA), studied under Daniel Garber. In 1915, 1916 he was awarded 2 Cresson Traveling Scholarships, and traveled to Paris, enrolling briefly at the Academie Julian. In 1920 he moved to Lumberville, Pennsylvania and started exhibiting at PAFA, the National Academy of Design, and the Corcoran Gallery of Art. In 1924 he settled in New Hope, Pennsylvania, where he painted the landscape and shared a studio with Charles Hargens. In 1930 he moved to California where he painted portraits of members of the film industry. He co-founded the Art Center School in Los Angeles.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Reckless - Asange,,,,,uclamss_893_0316.jpg,uclamss_893_0316.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Stanley Reckless seated in the studio of his Silver Lake home, Los Angeles, 1930-1939",21198/zz002h2kjp,,Artists $x American $z California $z Los Angeles|~|Artists' studios $z California $z Los Angeles,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Reckless, Stanley Laurence, $z 1892-1955","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1939,uclamss_893_0317,"Stanley Reckless seated in the studio of his Silver Lake home, Los Angeles, 1930-1939",[between 1930-1939],1 photographic negative,b&w nitrate negative,"Stanley Reckless was born Stanley Zbytniewski. In 1913 he enrolled at the Pennsylvania Academy of the Fine Arts (PAFA), studied under Daniel Garber. In 1915, 1916 he was awarded 2 Cresson Traveling Scholarships, and traveled to Paris, enrolling briefly at the Academie Julian. In 1920 he moved to Lumberville, Pennsylvania and started exhibiting at PAFA, the National Academy of Design, and the Corcoran Gallery of Art. In 1924 he settled in New Hope, Pennsylvania, where he painted the landscape and shared a studio with Charles Hargens. In 1930 he moved to California where he painted portraits of members of the film industry. He co-founded the Art Center School in Los Angeles.|~|Artist Stanley Reckless seated of the edge of a table in his studio holding paint brushes and wearing a white shirt and tie and light-colored trousers. He is gazing towards a painting on an easel, the back of which is visible on the left. Canvases are stacked on the floor on the right and a pleated curtain fills the background below clerestory windows above.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Reckless - Asange,,,,,uclamss_893_0317.jpg,uclamss_893_0317.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Stanley Reckless standing on a balcony of his home overlooking in the Silver Lake neighborhood, Los Angeles, 1930-1939",21198/zz002h2kk6,,Artists $x American $z California $z Los Angeles,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Reckless, Stanley Laurence, $z 1892-1955","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1939,uclamss_893_0318,"Stanley Reckless standing on a balcony of his home overlooking in the Silver Lake neighborhood, Los Angeles, 1930-1939",[between 1930-1939],1 photographic negative,b&w nitrate negative,"Stanley Reckless was born Stanley Zbytniewski. In 1913 he enrolled at the Pennsylvania Academy of the Fine Arts (PAFA), studied under Daniel Garber. In 1915, 1916 he was awarded 2 Cresson Traveling Scholarships, and traveled to Paris, enrolling briefly at the Academie Julian. In 1920 he moved to Lumberville, Pennsylvania and started exhibiting at PAFA, the National Academy of Design, and the Corcoran Gallery of Art. In 1924 he settled in New Hope, Pennsylvania, where he painted the landscape and shared a studio with Charles Hargens. In 1930 he moved to California where he painted portraits of members of the film industry. He co-founded the Art Center School in Los Angeles.|~|Photograph of artist Stanley Reckless standing on a balcony of his home on a hillside in the Silver Lake neighborhood. He is dressed in light-colored trousers, a white shirt and light-colored tie.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Reckless - Asange,,,,,uclamss_893_0318.jpg,uclamss_893_0318.tif,Work,21198/zz002h2fpt
