Project Name,Item ARK,Parent ARK,Object Type,File Name,Item Sequence,Type.typeOfResource,Type.genre,Subject.conceptTopic,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Rights.publicationNote,Name.subject,Subject.geographicPlace,Rights.servicesContact,Language,Name.repository,Name.photographer,Subject.descriptiveTopic,Rights.permissionNote,Relation.isPartOf,Name.creator,Subject.category,Date.creation,Date.normalized,Description.note,Coverage.geographic,Alt ID.local,Title,Format.dimensions,Format.extent,Coverage.spatialLatitude,Coverage.spatialLongitude,Alt ID.callNo,AltTitle.other,Alt ID.url,Description.abstract,masterImageName
Arkatov (James) Collection,21198/zz001hn11f,21198/zz001dzc12,Work,21198-zz001hn11f_1296848_master.tif,,still image,color photographs,Wind instrument players--United States,copyrighted,Y,unknown,,"Golia, Vinny",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Clarinets,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,Entertainment|~|People|~|Arts,"[August, 1998?]",1998-08,"Color photograph of American wind multi-instrumentalist, arranger, and composer Vinny Golia playing a bass clarinet.",California--Los Angeles,uclamus_340_b1_f7,"Vinny Golia playing bass clarinet, Los Angeles, August 1998 [descriptive]",3.5 x 5 in.,1 photograph : color,,,,,,,21198-zz001hn11f_1296848_master.tif
Arkatov (James) Collection,21198/zz001hn12z,21198/zz001dzc12,Work,21198-zz001hn12z_1296912_master.tif,,still image,Black-and-white photographs,Jazz musicians $z United States|~|Saxophonists--United States,copyrighted,Y,unknown,,"Golson, Benny",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"November, 1999",1999-11,"Black and white photograph of Benny Golson, American tenor sax player, playing a saxophone which is hanging on his neck strap.",California--Los Angeles,uclamus_340_b1_f7,Benny Golson playing the sax in Los Angeles [descriptive],8 x 10 in.,1 photograph: b&w,,,,,,,21198-zz001hn12z_1296912_master.tif
Arkatov (James) Collection,21198/zz001hn86d,21198/zz001dzc12,Work,21198-zz001hn86d_1297049_master.tif,,still image,Black-and-white photographs,Mandolinists $z United States,copyrighted,Y,unknown,,"Grisman, David",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Mandolins,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"February, 1997",1997-02,Black and white photograph of American mandolin player David Grisman performing in Los Angeles.,Califonia--Los Angeles,uclamus_340_b1_f7,"David Grisman playing the mandolin in Los Angeles, February 1997 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hn86d_1297049_master.tif
Arkatov (James) Collection,21198/zz001hn87x,21198/zz001dzc12,Work,21198-zz001hn87x_1297025_master.tif,,still image,Black-and-white photographs,Violinists $z France,copyrighted,Y,unknown,,"Grappelli, Stéphane",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Violins,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People,"August, 1995",1995-08,"Black and white photograph of French violinist Stéphane Grappelli, holding a violin.",California--Los Angeles,uclamus_340_b1_f7,"Stéphane Grappelli holding a violin, Los Angeles, August 1995 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hn87x_1297025_master.tif
Arkatov (James) Collection,21198/zz001hn88f,21198/zz001dzc12,Work,21198-zz001hn88f_1297034_master.tif,,still image,Black-and-white photographs,Jazz musicians $z United States|~|Mandolinists $z United States,copyrighted,Y,unknown,,"Grisman, David",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Mandolins,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"February, 1997",1997-02,Black and white photograph of David Grisman playing mandolin. Two other unidentified musicians are visible. The setting appears to be a dressing room.,California--Los Angeles,uclamus_340_b1_f7,"David Grisman plays the mandolin in Los Angeles, February 1997 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hn88f_1297034_master.tif
Arkatov (James) Collection,21198/zz001hn89z,21198/zz001dzc12,Work,21198-zz001hn89z_1296992_master.tif,,still image,Black-and-white photographs,Drummers (Musicians) $z United States,copyrighted,Y,unknown,,"Gonzalez, Jerry, ǂd 1949-",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Drums,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"September, 1996",1996-09,Black and white photograph of multi-instrumentalist Jerry González playing the conga drums.,California--Los Angeles,uclamus_340_b1_f7,"Jerry González playing the conga drums, Los Angeles, September 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hn89z_1296992_master.tif
Arkatov (James) Collection,21198/zz001hn8bg,21198/zz001dzc12,Work,21198-zz001hn8bg_1296998_master.tif,,still image,Black-and-white photographs,Drummers (Musicians) $z United States,copyrighted,Y,unknown,,"Gonzalez, Jerry, ǂd 1949-",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses|~|Drums,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"September, 1996",,Black and white photograph of multi-instrumentalist Jerry González playing the conga drums and an unidentified man playing the double bass.,California--Los Angeles,uclamus_340_b1_f7,"Jerry González playing the conga drums, Los Angeles, September 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hn8bg_1296998_master.tif
Arkatov (James) Collection,21198/zz001hn8c0,21198/zz001dzc12,Work,21198-zz001hn8c0_1297058_master.tif,,still image,Black-and-white photographs,Clarinetists--United States,copyrighted,Y,unknown,,"Bresler, Fishel Michael",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Clarinets,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"February, 1997",1997-02,"Black and white photograph of American band leader and Klezmer musician Fishel Bresler (also known as Michael Bresler)  playing the clarinet. He also plays flute, mandolin [hanging on his back], and harmonica.",California--Los Angeles,uclamus_340_b1_f2,"Fishel (Michael) Bresler playing the clarinet in Los Angeles, February 1997 [descriptive]",8 x 10 in.,1 photograph: b&w,,,,,,,21198-zz001hn8c0_1297058_master.tif
Arkatov (James) Collection,21198/zz001hn8dh,21198/zz001dzc12,Work,21198-zz001hn8dh_1297065_master.tif,,still image,Black-and-white photographs,Mandolinists $z United States,copyrighted,Y,unknown,,"Grisman, David|~|Bresler, Fishel Michael",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Mandolins,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"February, 1997",1997-02,Black and white photograph of American David Grisman and Michael Bresler [Fishel Bresler] are playing mandolin. An unidentified double bass player is visible in the background.,California--Los Angeles,uclamus_340_b1_f7,"David Grisman and Fishel (Michael) Bresler playing mandolins in Los Angeles, February 1997 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hn8dh_1297065_master.tif
Arkatov (James) Collection,21198/zz001hn8f1,21198/zz001dzc12,Work,21198-zz001hn8f1_1297071_master.tif,,still image,Black-and-white photographs,Flute players--United States|~|Mandolinists $z United States,copyrighted,Y,unknown,,"Grisman, David|~|Bresler, Fishel Michael",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Flutes|~|Mandolins,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"February, 1997",1997-02,Black and white photograph of American mandolin player David Grisman with klezmer musician Fishel (Michael) Bresler on flute. An unidentified guitarist and drummer are also visible.,California--Los Angeles,uclamus_340_b1_f7,"David Grisman and Fishel (Michael) Bresler performing in Los Angeles, February 1997 [descriptive]",8 x 10 in.,1 photograph: b& w,,,,,,,21198-zz001hn8f1_1297071_master.tif
Arkatov (James) Collection,21198/zz001hn8gj,21198/zz001dzc12,Work,21198-zz001hn8gj_1297016_master.tif,,still image,Black-and-white photographs,Trumpet players $z United States,copyrighted,Y,unknown,,"Gonzalez, Jerry, ǂd 1949-",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Trumpets|~|Drums,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"September, 1996",1996-09,Black and white photograph of multi-instrumentalist Jerry González playing trumpet and an unidentified man playing drums.,California--Los Angeles,uclamus_340_b1_f7,"Jerry González playing trumpet, Los Angeles, September 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hn8gj_1297016_master.tif
Arkatov (James) Collection,21198/zz001hnb7w,21198/zz001dzc12,Work,21198-zz001hnb7w_1297080_master.tif,,still image,Black-and-white photographs,African American musicians $z United States,copyrighted,Y,unknown,,"Bo Diddley, $d 1928-2008|~|Santa Monica Pier Twilight Dance Series (Concert series)","Santa Monica Pier (Santa Monica, Calif.)",,eng,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Electric guitars,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,Entertainment|~|Events|~|People|~|Arts,"July 9, 1998",1998-07-09,Black and white photograph of Bo Diddley (playing his trademark rectangular guitar) and an unidentified guitarist performing in front of a banner for the 14th Annual Santa Monica Pier Twilight Dance Series.,California--Santa Monica,uclamus_340_b1_f4,"Bo Diddley and an unidentified guitarist performing at the Santa Monica Pier Twilight Dance Series, July 9, 1998 [descriptive]",8 x 10 in.,1 photograph : b&w,34.0093762877589,-118.49675416946411,,,,,21198-zz001hnb7w_1297080_master.tif
Arkatov (James) Collection,21198/zz001hnm3p,21198/zz001dzc12,Work,21198-zz001hnm3p_1297349_master.tif,,still image,Black-and-white photographs,Double bassists $z California $z Los Angeles,copyrighted,Y,unknown,,"Haden, Charlie",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"September, 1997",1997-09,Black and white photograph of Los Angeles jazz musician Charlie Haden playing the double bass.,California--Los Angeles,uclamus_340_b1_f8,"Charlie Haden playing double bass, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnm3p_1297349_master.tif
Arkatov (James) Collection,21198/zz001hnm46,21198/zz001dzc12,Work,21198-zz001hnm46_1297360_master.tif,,still image,Black-and-white photographs,Saxophonists--United States,copyrighted,Y,unknown,,"Hamilton, Scott, $d 1954-",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"June, 1997",1997-06,"Black and white photograph of American saxophonist Scott Hamilton, playing the tenor saxophone.",California--Los Angeles,uclamus_340_b1_f8,"Scott Hamilton playing the tenor saxophone, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnm46_1297360_master.tif
Arkatov (James) Collection,21198/zz001hnm5q,21198/zz001dzc12,Work,21198-zz001hnm5q_1297337_master.tif,,still image,Black-and-white photographs,Double bassists $z California $z Los Angeles,copyrighted,Y,unknown,,"Haden, Charlie",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"[September, 1997?]",1997-09,Black and white photograph of Los Angeles jazz musician Charlie Haden playing the double bass.,California--Los Angeles,uclamus_340_b1_f8,"Charlie Haden playing the double bass, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnm5q_1297337_master.tif
Arkatov (James) Collection,21198/zz001hnm67,21198/zz001dzc12,Work,21198-zz001hnm67_1297357_master.tif,,still image,Black-and-white photographs,Double bassists $z California $z Los Angeles,copyrighted,Y,unknown,,"Haden, Charlie",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"September, 1997",1997-09,Black and white photograph of Los Angeles jazz musician Charlie Haden playing the double bass.,California--Los Angeles,uclamus_340_b1_f8,"Charlie Haden playing the double bass, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnm67_1297357_master.tif
Arkatov (James) Collection,21198/zz001hnm7r,21198/zz001dzc12,Work,21198-zz001hnm7r_1297384_master.tif,,still image,Black-and-white photographs,Trumpet players $z United States|~|Saxophonists--United States,copyrighted,Y,unknown,,"Braden, Don|~|Harrell, Tom",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Flügelhorns,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"August, 1996",1996-08,"Black and white photograph of American trumpeter Tom Harrell playing the flügelhorn with American tenor saxophonist Don Braden, performing.",California--Los Angeles,uclamus_340_b1_f8,"Tom Harrell playing the flügelhorn and Don Braden playing the tenor sax, Los Angeles, August 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnm7r_1297384_master.tif
Arkatov (James) Collection,21198/zz001hnm88,21198/zz001dzc12,Work,21198-zz001hnm88_1297363_master.tif,,still image,Black-and-white photographs,Trumpet players $z United States,copyrighted,Y,unknown,,"Printup, Marcus|~|Hagans, Tim",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Trumpets,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"January, 1998",1998-01,Black and white photograph of American jazz trumpet players Tim Hagans and Marcus Printup.,California--Los Angeles,uclamus_340_b1_f8,"Tim Hagans and Marcus Printup playing trumpet, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnm88_1297363_master.tif
Arkatov (James) Collection,21198/zz001hnm9s,21198/zz001dzc12,Work,21198-zz001hnm9s_1297366_master.tif,,still image,Black-and-white photographs,Drummers (Musicians) $z United States,copyrighted,Y,unknown,,"Hamilton, Lynn, $c drummer",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"September, 1995",1995-09,Black and white photograph of musician Lynn Hamilton playing the drums.,California--Los Angeles,uclamus_340_b1_f8,"Lynn Hamilton playing the drums, Los Angeles, September 1995 [descriptive]",8 x 10 in.,1 photograph : b& w,,,,,,,21198-zz001hnm9s_1297366_master.tif
Arkatov (James) Collection,21198/zz001hnmb9,21198/zz001dzc12,Work,21198-zz001hnmb9_1297372_master.tif,,still image,Black-and-white photographs,Jazz musicians $z United States|~|Saxophonists--United States,copyrighted,Y,unknown,,"Hart, Antonio",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"November, 1999",1999-11,Black and white photograph of American alto sax player and leader Antonio Hart. He is playing an alto sax which is hanging on a shoulder strap over his white shirt.,California--Los Angeles,uclamus_340_b1_f8,Antonio Hart playing the saxophone in Los Angeles [descriptive],8 x 10 in.,1 photograph: b&w,,,,,,,21198-zz001hnmb9_1297372_master.tif
Arkatov (James) Collection,21198/zz001hnmct,21198/zz001dzc12,Work,21198-zz001hnmct_1297381_master.tif,,still image,Black-and-white photographs,Guitarists--United States,copyrighted,Y,unknown,,"Haque, Fareed",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Guitars,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"September, 1995",1995-09,Black and white photograph of American guitarist Fareed Haque playing an acoustic guitar.,California--Los Angeles,uclamus_340_b1_f8,"Fareed Haque playing guitar, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnmct_1297381_master.tif
Arkatov (James) Collection,21198/zz001hnmdb,21198/zz001dzc12,Work,21198-zz001hnmdb_1297378_master.tif,,still image,Black-and-white photographs,Guitarists--United States,copyrighted,Y,unknown,,"Haque, Fareed",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Guitars,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"September, 1995",1995-09,Black and white photograph of American guitarist Fareed Haque playing an acoustic guitar.,California--Los Angeles,uclamus_340_b1_f8,"Fareed Haque playing guitar, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnmdb_1297378_master.tif
Arkatov (James) Collection,21198/zz001hnmmf,21198/zz001dzc12,Work,21198-zz001hnmmf_1297396_master.tif,,still image,Black-and-white photographs,Trumpet players $z United States,copyrighted,Y,unknown,,"Harrell, Tom",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Flügelhorns,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"June 15, 1997",1997-06-15,Black and white photograph of American trumpeter Tom Harrell playing the flügelhorn.,California--Los Angeles,uclamus_340_b1_f8,"Tom Harrell playing the flügelhorn, Los Angeles, June 15, 1997 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnmmf_1297396_master.tif
Arkatov (James) Collection,21198/zz001hnmnz,21198/zz001dzc12,Work,21198-zz001hnmnz_1297405_master.tif,,still image,Black-and-white photographs,Composers $z California $z Los Angeles|~|Pianists $z California $z Los Angeles|~|Vibraphonists--United States,copyrighted,Y,unknown,,"Harris, Stefon|~|Childs, Billy",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"September, 1999",1999-09,Black and white photograph of American vibraphonist Stefon Harris with Los Angeles-based pianist & composer Billy Childs.,California--Los Angeles,uclamus_340_b1_f8,Stefon Harris with Billy Childs in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnmnz_1297405_master.tif
Arkatov (James) Collection,21198/zz001hnmpg,21198/zz001dzc12,Work,21198-zz001hnmpg_1297408_master.tif,,still image,Black-and-white photographs,Vibraphonists--United States,copyrighted,Y,unknown,,"Harris, Stefon",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Vibraphones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"September, 1999",1999-09,Black and white photograph of American vibraphonist & percussionist Stefon Harris playing the vibraphone (vibes).,California--Los Angeles,uclamus_340_b1_f8,"Stefon Harris playing vibes, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnmpg_1297408_master.tif
Arkatov (James) Collection,21198/zz001hnmq0,21198/zz001dzc12,Work,21198-zz001hnmq0_1297419_master.tif,,still image,Black-and-white photographs,Vibraphonists--United States,copyrighted,Y,unknown,,"Harris, Stefon",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"September, 1999",1999-09,Black and white photograph of American vibraphonist & percussionist Stefon Harris playing the vibraphone (vibes).,California--Los Angeles,uclamus_340_b1_f8,"Stefon Harris playing vibes, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnmq0_1297419_master.tif
Arkatov (James) Collection,21198/zz001hnmrh,21198/zz001dzc12,Work,21198-zz001hnmrh_1297412_master.tif,,still image,Black-and-white photographs,Vibraphonists--United States,copyrighted,Y,unknown,,"Harris, Stefon",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Vibraphones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"September, 1999",1999-09,Black and white photograph of American vibraphonist & percussionist Stefon Harris playing the vibraphone (vibes).,California--Los Angeles,uclamus_340_b1_f8,"Stefon Harris playing vibes, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnmrh_1297412_master.tif
Arkatov (James) Collection,21198/zz001hnms1,21198/zz001dzc12,Work,21198-zz001hnms1_1297402_master.tif,,still image,Black-and-white photographs,Vibraphonists--United States,copyrighted,Y,unknown,,"Harris, Stefon",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Vibraphones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"September, 1999",1999-09,Black and white photograph of American vibraphonist & percussionist Stefon Harris playing the vibraphone (vibes).,California--Los Angeles,uclamus_340_b1_f8,"Stefon Harris playing vibes, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnms1_1297402_master.tif
Arkatov (James) Collection,21198/zz001hnmtj,21198/zz001dzc12,Work,21198-zz001hnmtj_1297393_master.tif,,still image,Black-and-white photographs,Trumpet players $z United States,copyrighted,Y,unknown,,"Harrell, Tom",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Flügelhorns,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"August, 1996",1996-08,Black and white photograph of American trumpeter Tom Harrell playing the flügelhorn.,California--Los Angeles,uclamus_340_b1_f8,"Tom Harrell playing the flügelhorn, Los Angeles, August 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnmtj_1297393_master.tif
Arkatov (James) Collection,21198/zz001hnmv2,21198/zz001dzc12,Work,21198-zz001hnmv2_1297423_master.tif,,still image,Black-and-white photographs,Vibraphonists--United States,copyrighted,Y,unknown,,"Harris, Stefon",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Vibraphones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"September, 1999",1999-09,Black and white photograph of American vibraphonist & percussionist Stefon Harris playing the vibraphone (vibes).,California--Los Angeles,uclamus_340_b1_f8,"Stefon Harris playing vibes, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnmv2_1297423_master.tif
Arkatov (James) Collection,21198/zz001hnmwk,21198/zz001dzc12,Work,21198-zz001hnmwk_1297427_master.tif,,still image,Black-and-white photographs,Vibraphonists--United States,copyrighted,Y,unknown,,"Harris, Stefon",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Vibraphones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"September, 1999",1999-09,Black and white photograph of American vibraphonist & percussionist Stefon Harris playing the vibraphone (vibes).,California--Los Angeles,uclamus_340_b1_f8,"Stefon Harris playing vibes, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnmwk_1297427_master.tif
Arkatov (James) Collection,21198/zz001hnmx3,21198/zz001dzc12,Work,21198-zz001hnmx3_1297399_master.tif,,still image,Black-and-white photographs,Trumpet players $z United States,copyrighted,Y,unknown,,"Harrell, Tom",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Flügelhorns,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"June 15, 1997",1997-06-15,Black and white photograph of American trumpeter Tom Harrell playing the flügelhorn.,California--Los Angeles,uclamus_340_b1_f8,"Tom Harrell playing the flügelhorn, Los Angeles, June 15, 1997 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnmx3_1297399_master.tif
Arkatov (James) Collection,21198/zz001hnn35,21198/zz001dzc12,Work,21198-zz001hnn35_1297441_master.tif,,still image,Black-and-white photographs,Double bassists $z United States,copyrighted,,unknown,,"Heard, John, $d 1938-",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,Y,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"January, 1995",1995-01,Black and white photograph of American double bass player John Heard.,California--Los Angeles,uclamus_340_b1_f8,John Heard playing double bass in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnn35_1297441_master.tif
Arkatov (James) Collection,21198/zz001hnn4p,21198/zz001dzc12,Work,21198-zz001hnn4p_1297435_master.tif,,still image,Black-and-white photographs,Vibraphonists--United States,copyrighted,Y,unknown,,"Harris, Stefon",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Vibraphones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"September, 1999",1999-09,Black and white photograph of American vibraphonist & percussionist Stefon Harris playing the vibraphone (vibes). An unidentified double bass player is visible in the background.,California--Los Angeles,uclamus_340_b1_f8,"Stefon Harris playing vibes, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnn4p_1297435_master.tif
Arkatov (James) Collection,21198/zz001hnn56,21198/zz001dzc12,Work,21198-zz001hnn56_1297478_master.tif,,still image,Black-and-white photographs,Double bassists $z United States,copyrighted,Y,unknown,,"Heard, John, $d 1938-",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"January, 1995",1995-01,Black and white photograph of American double bass player John Heard.,California--Los Angeles,uclamus_340_b1_f8,John Heard playing double bass in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnn56_1297478_master.tif
Arkatov (James) Collection,21198/zz001hnn6q,21198/zz001dzc12,Work,21198-zz001hnn6q_1297462_master.tif,,still image,Black-and-white photographs,Drummers (Musicians) $z United States|~|African American musicians $z United States,copyrighted,Y,unknown,,"Heath, Albert",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Drums,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"February, 1999",1999-02,"Black and white photograph of  Albert ""Tootie"" Heath, younger brother of Percy and Jimmy Heath, playing the drums.",California--Los Angeles,uclamus_340_b1_f8,"Albert ""Tootie"" Heath playing the drums, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnn6q_1297462_master.tif
