"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Coverage.geographic","Name.producer","Publisher.publisherName","Subject","Rights.servicesContact","Language","Name.repository","Name.surveyor","Name.cartographer","Name.subject","Name.sponsor","Name.compiler","Name.lithographer","Name.artist","Format.dimensions","AltIdentifier.local","Title","AltIdentifier.oclc","Date.creation","Format.extent","Description.note","AltIdentifier.callNo","Relation.isPartOf","Place of origin","Publisher.publisherName","Description.caption","AltTitle.translated","AltTitle.other","AltIdentifier.collection","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Maps of Los Angeles, California, the United States and the World","ark:/21198/zz00096g32","ark:/21198/zz0002h48z","2","Completed","Work","Masters/Maps/Yrlscmaps/masters/21198-zz00096g32-1-master.tif","","","","","still image","maps|~|cartographic","pd","","United States--Maps","","","","","eng","University of California, Los Angeles. $b Library Special Collections","","","","John Thomson & Co.","","","","50.5 x 60.5 cm. on sheet 53.5 x 68 cm.","clusc_1_1_00017236a|~|uclamss_294_b51_1","United States and additions : 1820","","1821","1 map : col.","Relief shown by hachures and shading.|~|A plate from Thomson's New general atlas published in 1821.  ""*Engraved for Thomson's New general atlas""|~|Digitization took place as part of the California Cultures Project.|~|scale: 1:8,000,000","G3700 F2 1820","http://calcultures.cdlib.org","Edinburgh, Scotland & London, England","Baldwin, Cradock and Joy","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096g32","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00096g32/manifest"
"Maps of Los Angeles, California, the United States and the World","ark:/21198/zz00096g4k","ark:/21198/zz0002h48z","2","Completed","Work","Masters/Maps/Yrlscmaps/masters/21198-zz00096g4k-1-master.tif","","","","","still image","maps|~|cartographic","pd","","Mexico, North--Historical geography--Maps","","","","","spa|~|eng","University of California, Los Angeles. $b Library Special Collections","","Fleury, E. de","","","","Baker, Geo. H. (George Holbrook), 1827-1906","","62.5 x 85.5 cm. on sheet 69 x 90 cm.","clusc_1_1_00017393a|~|uclamss_294_b205_1","Nuevo mapa de los estados de Sonora, Chihuahua, Sinaloa, Durango y territoria de la Baja California","","1881","1 map : col.","All legends are in both English and Spanish.  Relief shown by hachures and spot heights.  Includes table of distances.  Locates state capital cities, towns, villages, old presidios, ranches, Indian villages and mines.|~|scale: 1:18,600|~|""Published by A. Gensoul revised by Warren Holt, San Francisco, Calif.""  ""Paris, France. Ch. Albessard, Libraire-Commissionaire""|~|Digitization took place as part of the California Cultures Project.","","http://calcultures.cdlib.org","Paris, France; San Francisco, Calif.","Holt, Warren","","New map of Sonora, Chihuahua, Sinaloa, Durango and Lower California","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096g4k","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00096g4k/manifest"
"Maps of Los Angeles, California, the United States and the World","ark:/21198/zz00096g8n","ark:/21198/zz0002h48z","2","Completed","Work","Masters/Maps/Yrlscmaps/masters/21198-zz00096g8n-1-master.tif","","","","","still image","maps|~|cartographic","pd","","San Francisco Bay Area (Calif.)--Maps","","","Roads--California--San Francisco Bay Area--Maps","","eng","University of California, Los Angeles. $b Library Special Collections","","","","","","","","58 x 42.5 cm. on sheet 61 x 47.5 cm.","clusc_1_1_00017230a|~|uclamss_294_b88_1","Road map of the Bay counties : compiled from the latest and most accurate official data","","circa 1907","1 map","County boundaries are shown.  Includes Alameda, Contra Costa, Marin, Napa, San Francisco, San Mateo, Santa Clara, Santa Cruz and Solano counties.|~|""Copyright, 1907 by the Whitaker & Ray Co.""|~|scale: 1:268,224|~|Digitization took place as part of the California Cultures Project.","G4362 N89 P2 1909","http://calcultures.cdlib.org","San Francisco, Calif.","Whitaker & Ray-Wiggin Co.","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096g8n","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00096g8n/manifest"
"Maps of Los Angeles, California, the United States and the World","ark:/21198/zz00096g95","ark:/21198/zz0002h48z","2","Completed","Work","Masters/Maps/Yrlscmaps/masters/21198-zz00096g95-1-master.tif","","","","","still image","maps|~|cartographic","pd","","California--Administrative and political divisions--Maps|~|San Francisco (Calif.)--Administrative and political subdivisions--Maps","","","Election districts--California--Maps","","eng","University of California, Los Angeles. $b Library Special Collections","","","","","Curry, Charles Forrest, 1858-1930","","","each 25 x 30 cm. on sheet 59 x 68 cm.","clusc_1_1_00017263a.tif|~|uclamss_294_b57_5","California political subdivisions maps showing senatorial, congressional, railroad, equalization, and assembly districts plus a map of San Francisco political subdivisions","233726495","1902","6 maps on 1 sheet : col.","""Compiled by C.F. Curry, Secretary of State ""|~|""Printed at California State Printing Office, A.J. Johnston, State Printer""|~|Digitization took place as part of the California Cultures Project.|~|Scale not given.","G460 F8 1902","http://calcultures.cdlib.org","Sacramento, Calif.","California. Secretary of State","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096g95","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00096g95/manifest"
"Maps of Los Angeles, California, the United States and the World","ark:/21198/zz00096gbp","ark:/21198/zz0002h48z","2","Completed","Work","Masters/Maps/Yrlscmaps/masters/21198-zz00096gbp-1-master.tif","","","","","still image","cadastral maps|~|cartographic","pd","","Orange County (Calif.)--Maps|~|Los Angeles County (Calif.)--Maps","","","Real property--California--Orange County--Maps|~|Real property--California--Los Angeles County--Maps|~|Landowners--California--Los Angeles County--Maps|~|Land grants--California--Los Angeles County--Maps|~|Land grants--California--Orange County--Maps","","eng","University of California, Los Angeles. $b Library Special Collections","","","Stearns, Abel, 1798-1871","","","Baker, Geo. H. (George Holbrook), 1827-1906","","46 x 42 cm. on sheet 51 x 47.5 cm.","uclamss_294_b94_1|~|clusc_1_1_00017212a","Map of a portion of Los Angeles County showing the Abel Stearns' ranches : La Habra, Los Coyotes, San Juan Cajon, Las Bolsas, La Bolsa Chica","","1873","1 map : hand col.","Relief shown by hachures.  Shows drainage, township and section lines, land ownership, ranchos, settlements, railroads, etc.  Los Angeles and San Pedro railroad shown as well as projected railroads from Los Angeles to San Berndardino, to Anaheim and from Compton to Anaheim.|~|""Proprietors: E.F.Northan, Edw. Martin, C.B. Polehamns, estate of A. Stearns, Geo. H. Hward, A.W. Bowman""|~|UCLA copy: From the William Starke Rosencrans papers|~|scale: 1:158,400|~|""5 ranchos 200 square miles in blocks of 1 mile square with road on each side. For sale in section or fractions by Alfred Robinson, trustee of the Los Angeles and San Bernardino Land Office, 524 Market St., corner of Montgomery St., San Francisco or apply to the agency, Los Angeles or Anaheim""  ""Shaded tracts are sold""|~|Digitization took place as part of the California Cultures Project.","G4363 L8 1873","http://calcultures.cdlib.org","San Francisco, Calif.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096gbp","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00096gbp/manifest"
"Maps of Los Angeles, California, the United States and the World","ark:/21198/zz0015wtvz","ark:/21198/zz0002h48z","2","Completed","Work","Masters/Maps/Yrlscmaps/masters/21198-zz0015wtvz-1-master.tif","","","","","still image","maps|~|cartographic","pd","","West (U.S.)--Maps","","","Railroads--West (U.S.)--Maps","","eng","University of California, Los Angeles. $b Library Special Collections","","","St. Louis-San Francisco Railway Company--Maps","","","","","37 x 73 cm. on sheet 40.5 x 76 cm.","uclamss_294_b83_2|~|clusc_1_1_00017401a","Map of St. Louis and San Francisco R[ailwa]y and connections","","1889(?)","1 map","Relief shown by hachures.  St. Louis-San Francisco railway lines marked in red other railway lines marked in black.|~|Scale not given.|~|Digitization took place as part of the California Cultures Project.","","http://calcultures.cdlib.org","Chicago, Ill.","Rand McNally and Company","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015wtvz","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015wtvz/manifest"
"Maps of Los Angeles, California, the United States and the World","ark:/21198/zz0015wtzh","ark:/21198/zz0002h48z","2","Completed","Work","Masters/Maps/Yrlscmaps/masters/21198-zz0015wtzh-1-master.tif","","","","","still image","bird's-eye views|~|cartographic","pd","","Los Angeles (Calif.)--Aerial views|~|Los Angeles (Calif.)--Buildings, structures, etc.--Pictorial works","","","","","eng","University of California, Los Angeles. $b Library Special Collections","","Koch, Augustus, b. 1840","","","","","","51.5 x 76.5 cm. on sheet 69 x 82 cm.","uclamss_294_b8_1|~|clusc_1_1_00017402a","City of Los Angeles, Los Angeles County, Cal.","233729439","1871","1 view","Perspective map not drawn to scale.|~|Includes index to important civic locations.  Directly below view are 11 inset pictorial images of prominent Los Angeles buildings.|~|Digitization took place as part of the California Cultures Project.","G4364 L875 1871b","http://calcultures.cdlib.org","San Francisco, Calif.","Britton & Rey","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015wtzh","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015wtzh/manifest"
"Maps of Los Angeles, California, the United States and the World","ark:/21198/zz0015wv32","ark:/21198/zz0002h48z","2","Completed","Work","Masters/Maps/Yrlscmaps/masters/21198-zz0015wv32-1-master.tif","","","","","still image","bird's-eye views|~|cartographic","pd","","Placerville (Calif.)--Aerial views|~|Placerville (Calif.)--Buildings, structures, etc.--Pictorial works","","","","","eng","University of California, Los Angeles. $b Library Special Collections","","Roethe, L.","","","","W.W. Elliot & Co.","","30.5 x 60.5 cm. on sheet 56 x 76.5 cm.","clusc_1_1_00017403a|~|uclamss_294_b60_3","Bird's eye view of Placerville, Calif.","233725967","1888","1 view","perspective map is not drawn to scale|~|Relief shown pictorially.  Perspective map not drawn to scale.  Includes a numbered index of important buildings and sites.|~|Information on El Dorado County and the town of Placerville provided.|~|View is surrounded by pictorial images of the most important buildings in Placerville.  Inset view: ""Placerville, 1851, reproduced from early sketch""|~|Digitization took place as part of the California Cultures Project.","","http://calcultures.cdlib.org","San Francisco, Calif.","Weekly Observer","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015wv32","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015wv32/manifest"
"Maps of Los Angeles, California, the United States and the World","ark:/21198/zz0015wv74","ark:/21198/zz0002h48z","2","Completed","Work","Masters/Maps/Yrlscmaps/masters/21198-zz0015wv74-1-master.tif","","","","","still image","bird's-eye views|~|cartographic","pd","","Los Angeles Metropolitan Area (Calif.)--Aerial views","","","Streets--California--Los Angeles Metropolitan Area--Aerial views","","eng","University of California, Los Angeles. $b Library Special Collections","","Humitsh, A. ","","","","","","44.7 x 60 cm. on sheet 63 x 77.5 cm.","clusc_1_1_00017404a|~|uclamss_294_b20_1","Map of Los Angeles and suburbs","","circa 1906","1 view : col.","Scale not given.|~|""Designed and engraved by Riley-Moore Co., Los Angeles, Cal.""""Key to car lines"" along right hand side.Street rail lines marked in red.Includes street index.Relief shown pictorially.|~|Digitization took place as part of the California Cultures Project.","","http://calcultures.cdlib.org","Los Angeles, Calif.","H.R. Lawson (Firm)","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015wv74","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015wv74/manifest"
"Maps of Los Angeles, California, the United States and the World","ark:/21198/zz0015wwqv","ark:/21198/zz0002h48z","2","Completed","Work","Masters/Maps/Yrlscmaps/masters/21198-zz0015wwqv-1-master.tif","","","","","still image","maps|~|cartographic","pd","","Los Angeles Metropolitan Area (Calif.)--Maps|~|California--Maps|~|San Francisco Bay Area (Calif.)--Maps","","","","","eng","University of California, Los Angeles. $b Library Special Collections","","","","","","","","66 x 79.5 on sheet 83.5 x 71.5 cm.","uclamss_294_b58_1|~|clusc_1_1_00017407a","Clason's map of California","233721962","circa 1913","1 map : col.","Inset maps: ""Enlarged section of San Francisco and vicinity"" and  ""Enlarged section of Los Angeles and vicinity""|~|Relief shown by hachures and spot heights. National forests shaded in green county boudaries overprinted in red.|~|scale: 1:1,400,000|~|Digitization took place as part of the California Cultures Project.","G4360 1913","http://calcultures.cdlib.org","Denver, Colo.","Clason Map Company","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015wwqv","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015wwqv/manifest"
"Maps of Los Angeles, California, the United States and the World","ark:/21198/zz0015wx31","ark:/21198/zz0002h48z","2","Completed","Work","Masters/Maps/Yrlscmaps/masters/21198-zz0015wx31-1-master.tif","","","","","still image","maps|~|cartographic","pd","","San Francisco Bay Area (Calif.)--Maps","","","","","eng","University of California, Los Angeles. $b Library Special Collections","","San Francisco (Calif.). Bureau of Engineering ","","","","","","66 x 79 cm. on sheet 73.5 x 86.5 cm.","uclamss_294_b71_4|~|clusc_1_1_00017408a","Map of city and county of San Francisco","","1909","1 map : blueline print","Rancho San Miguel and Rancho Laguna de la Merced are identified.|~|scale: 1:18,000|~|Digitization took place as part of the California Cultures Project.","G4364 S216 1909a","http://calcultures.cdlib.org","San Francisco, Calif.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015wx31","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015wx31/manifest"
"Maps of Los Angeles, California, the United States and the World","ark:/21198/zz0015wxsc","ark:/21198/zz0002h48z","2","Completed","Work","Masters/Maps/Yrlscmaps/masters/21198-zz0015wxsc-1-master.tif","","","","","still image","maps|~|cartographic","pd","","California--Maps|~|Nevada--Maps","","","Cities and towns--California|~|Cities and towns--Nevada","","eng","University of California, Los Angeles. $b Library Special Collections","","","","","","","","81.5 x 66.8 cm. on sheet 86.5 x 71 cm.","uclamss_294_b59_2|~|clusc_1_1_00017691a","Weber's township and county map of the states of California and Nevada compiled from the latest data available","","circa 1902","1 map : col.","Relief shown by hachures and spot heights.  ""Explanation"" of symbols for state capitals, county seats, towns and post offices, railroads, wagon trails.|~|scale: 1:350,000|~|Map includes islands in the San Francisco Bay and off the Southern California coast.  Indexed cover title: Complete indexed map of California and Nevada.|~|Digitization took place as part of the California Cultures Project.","G4360 F2 1902","http://calcultures.cdlib.org","San Francisco and Los Angeles","C.F. Weber & Co.","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015wxsc","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015wxsc/manifest"
"Maps of Los Angeles, California, the United States and the World","ark:/21198/zz0015wxtw","ark:/21198/zz0002h48z","2","Completed","Work","Masters/Maps/Yrlscmaps/masters/21198-zz0015wxtw-1-master.tif","","","","","still image","maps|~|cartographic","pd","","Southwest, New--Maps|~|Yucatán (Mexico : State)--Maps|~|Mexico--Maps","","","Cities and towns--Mexico|~|Roads--Mexico--Maps|~|Cities and towns--Southwest, New","","eng","University of California, Los Angeles. $b Library Special Collections","","","","","Stealey, George","","","top map is 42 x 57.5 cm., bottom map is 37 x 57 cm. on sheet 83 x 60.5 cm.","clusc_1_1_00017692a|~|uclamss_294_b205_2","Map of Mexico, including Yucatan and Upper California, exhibiting the chief cities and towns, the principal travelling routes, etc.; and, Map of the principal roads from Vera Cruz and Alvarado to the city of Mexico, including the Valley of Mexico, mountians, plains, volcanoes, lakes, etc.","","circa 1847","2 maps on 1 sheet : col.","Bottom half of Map of the principal roads... has a profile of the road between Mexico City and Vera Cruz, including distances. Also lists elevations and geology of different points in the country|~|Relief shown by hachures.  Map of Mexico includes inset ""Battlefield of Monterey""|~|Digitization took place as part of the California Cultures Project.","","http://calcultures.cdlib.org","Philadelphia, PA.","Mitchell, S. Augustus (Samuel Augustus), 1792-1868","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015wxtw","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015wxtw/manifest"
"Maps of Los Angeles, California, the United States and the World","ark:/21198/zz0015x0fm","ark:/21198/zz0002h48z","2","Completed","Work","Masters/Maps/Yrlscmaps/masters/21198-zz0015x0fm_500405_master.tif","","","","","still image","plats (maps)|~|cartographic","pd","","Sacramento River Valley (Calif.)--Maps","","","Real property--California--Sacramento River Valley","","eng","University of California, Los Angeles. $b Library Special Collections","","","","","Sacramento Valley Irrigation Company","","","76 x 48.5 cm. on sheet 86.5 x 55.5 cm.","clusc_1_1_00017694a|~|uclamss_294_b88_2","California, now or never! The new glory of the Golden State, map of the Sacramento Valley Irrigation Project, California","233717858","September 21, 1909","1 map","Along the right hand third of the sheet is text of information on the land that is available for sale|~|Scale: 1:130,000|~|Digitization took place as part of the California Cultures Project.","G4362 S22","http://calcultures.cdlib.org","Chicago, Ill.","H.L. Hollister & Company","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015x0fm","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015x0fm/manifest"
"Maps of Los Angeles, California, the United States and the World","ark:/21198/zz0015x0r8","ark:/21198/zz0002h48z","2","Completed","Work","Masters/Maps/Yrlscmaps/masters/21198-zz0015x0r8-1-master.tif","","","","","still image","maps|~|cartographic","pd","","North America--Maps--Early works to 1800","","","","","fre","University of California, Los Angeles. $b Library Special Collections","","Sanson, Nicolas, 1600-1667","","Jaillot, Alexis Hubert, 1632?-1712","","","","52.5 x 85.4 cm. on sheet 63.8 x 98.8 cm.","clusc_1_1_00017695a|~|uclamss_294_b49_2","Amérique septentrionale divisée en ses principales parties, ou sont distingués les vns des autres les estats suivant quils appartiennent presentement aux François, Castillans, Anglois, Suedois, Danois, Hollandois, tirée des relations de toutes ces nations","233728297","circa 1695","1 map : col.","Alternate title in upper margin: L'Amerique Septentrionale divisée en ses principales parties, açuoir les terres Arctiques, le Canada ou Nouvelle France, le Mexique ou Nouvells Espagne, le Nouve au Mexique, les isles de Terre Neuve, de Californie, et Antilles ...|~|""Presentée a Monseigneur le Davphin, par ... Hubert Iallot""|~|Scale: 1 : 16,000,000|~|Relief shown pictorially.  Published by Chez Pierre Mortier et compagnie.|~|Digitization took place as part of the California Cultures Project.","G3300 1700","http://calcultures.cdlib.org","Amsterdam","Mortier, Pierre","","","Amérique septentrionale divisée en ses principales parties, sçauoir les terres Arcticques, le Canada ou Nouvelle France, le Mexique ou Nouvelle Espagne, le Nouveau Mexique, les isles de Terre Neuve, de Californie, et Antilles ou sont distingués les uns des autres, les estats, comme ils sont possedés presentement par les François, Castillans, Anglois, Suedois, Danois, et par les estats généraux des provinces unies ou Hollandois","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015x0r8","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015x0r8/manifest"
"Maps of Los Angeles, California, the United States and the World","ark:/21198/zz0015x1gm","ark:/21198/zz0002h48z","2","Completed","Work","Masters/Maps/Yrlscmaps/masters/21198-zz0015x1gm-1-master.tif","","","","","still image","bird's-eye views|~|cartographic","pd","","Pasadena (Calif.)--Aerial views|~|Pasadena (Calif.)--Buildings, structures, etc.--Pictorial works.","","","","","eng","University of California, Los Angeles. $b Library Special Collections","","","","","","W.W. Elliot & Co.","","36.3 x 63.3 cm. on sheet 66.5 x 88.8 cm.","clusc_1_1_00017696a|~|uclamss_294_b60_4","Pasadena, Los Angeles County, Cal.","","circa 1885","1 view","Bird's eye view of Pasadena facing NE.|~|Perspective map not drawn to scale.|~|At center bottom below map is stamped in red: ""W.P. Lukens, agent for the sale of Pasadena property, improved and unimproved. Choice houses and lots for sale. Pasadena, Cal.""Initials ""CD"" in lower left corner.|~|Relief shown pictorially.  Insets of illustrations of important commercial and residential properties border the entire map.  Index to points of interest.|~|Digitization took place as part of the California Cultures Project.","","http://calcultures.cdlib.org","Oakland, Calif.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015x1gm","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015x1gm/manifest"
"Maps of Los Angeles, California, the United States and the World","ark:/21198/zz0015x26z","ark:/21198/zz0002h48z","2","Completed","Work","Masters/Maps/Yrlscmaps/masters/21198-zz0015x26z-1-master.tif","","","","","still image","maps|~|cartographic","pd","","Delta Region (Calif.)--Maps","","","Land reclamation--California--Delta Region|~|Real property--California--Delta Region","","eng","University of California, Los Angeles. $b Library Special Collections","","","","","Gibbes, J. T.","Britton & Rey","","84 x 52.5 on sheet 91.5 x 59 cm.","uclamss_294_b132_1|~|clusc_1_1_00017698a","Map showing the lands of the Tide Land Reclamation Company","","1869","1 map : col.","Property of the Tide Land Reclamation Co. designated by red color.  Includes parts of Contra Costa, Sacramento, San Joaquin, Solano and Yolo counties.|~|""Lith Britton & Rey""|~|scale: 2 miles to 1 inch|~|Digitization took place as part of the California Cultures Project.","","http://calcultures.cdlib.org","San Francisco, Calif.","Tide Land Reclamation Company","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015x26z","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015x26z/manifest"
"Maps of Los Angeles, California, the United States and the World","ark:/21198/zz0015x3n5","ark:/21198/zz0002h48z","2","Completed","Work","Masters/Maps/Yrlscmaps/masters/21198-zz0015x3n5-1-master.tif","","","","","still image","maps|~|cartographic","pd","","Los Angeles (Calif.)--Aerial views|~|Wilmington (Los Angeles, Calif.)--Aerial views|~|Santa Monica (Calif.)--Aerial views","","","","","eng","University of California, Los Angeles. $b Library Special Collections","","","","","","A.L. Bancroft & Company","Glover, E. S.","50.5 x 84.5 cm. on sheet 65.5 x 93 cm.","clusc_1_1_00017702a|~|uclamss_294_b60_5","Bird's-eye-view of Los Angeles, California","233735993","1877","1 view","2nd title: Bird's eye view of Wilmington, Los Angeles Co. Cal. looking north from Wilmington Harbor to the Sierra Madre Mountains, thirty miles distant. Ocean terminus of the Southern Pacific R.R. twenty three miles from Los Angeles|~|3rd title: Bird's eye view of Santa Monica, Los Angeles Co. Cal. looking south to the Pacific Ocean and Santa Monica Mountains to the right. Sea port and pleasure resort, seventeen miles from Los Angeles.|~|""Entered according to Act of Congress in the year 1876 by E.S. Glover in the Office of Librarian of Congress""|~|Perspective map not drawn to scale|~|Relief shown pictorially.  Three bird's-eye-views on one sheet: Los Angeles, Wilmington and Santa Monica.  ""Looking south to the Pacific Ocean twenty miles distant""|~|Digitization took place as part of the California Cultures Project.","","http://calcultures.cdlib.org","San Francisco, Calif.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015x3n5","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015x3n5/manifest"
"Maps of Los Angeles, California, the United States and the World","ark:/21198/zz0015z3d0","ark:/21198/zz0002h48z","2","Completed","Work","Masters/Maps/Yrlscmaps/masters/21198-zz0015z3d0-1-master.tif","","","","","still image","cadastral maps|~|cartographic","pd","","Rancho San Jose de Buenos Ayres (Calif.)--Maps|~|Rancho Azusa de Dalton (Calif.)--Maps","","","Real property--California--Rancho San Jose--Maps|~|Real property--California--Rancho Azusa de Dalton--Maps","","eng","University of California, Los Angeles. $b Library Special Collections","","","","","Thompson, G. H. (George H.)","","","64.5 x 110.5 cm.","uclamss_294_b12_1|~|clusc_1_1_00017704a","Map of the exterior boundaries and official locations of Ranchos San Jose addition to San Jose and Azusa","","April 1877","1 map","Rancho San Jose comprised what is now the present day city of Pomona and environs.  Rancho Azusa de Dalton (not to be confused with Rancho Azusa de Duarte to the west), extended from as far east as what is now Pomona and as far west as what is now Arcadia.|~|Scale not given|~|Manuscript map on linen.  Boundaries are over colored in blue, brown, green, pink and yellow tint.  Relief shown by hachures.  ""Compiled from maps and exhibits on file in the Office of the Surveyor General of California and from surveys made by Hancock, Thompson & Wheeler, U.S. Deputy Surveyor.""|~|UCLA copy: Ex libris W.W. Robinson. Cf. Robinson #71|~|Digitization took place as part of the California Cultures Project.","G4364 L875 1877c","http://calcultures.cdlib.org","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015z3d0","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015z3d0/manifest"
"Maps of Los Angeles, California, the United States and the World","ark:/21198/zz0015z5vp","ark:/21198/zz0002h48z","2","Completed","Work","Masters/Maps/Yrlscmaps/masters/21198-zz0015z5vp-1-master.tif","","","","","still image","maps|~|cartographic","pd","","San Gabriel River Watershed (Calif.)--Maps","","","Real property--California--San Gabriel River Watershed--Maps|~|Flood control--California--San Gabriel River Watershed--Maps","","eng","University of California, Los Angeles. $b Library Special Collections","","United States. Army. Corps of Engineers. Los Angeles District","","","","","","68.5 x 99 cm. on sheet 71 x 106 cm.","clusc_1_1_00017705a|~|uclamss_294_b132_2","Los Angeles County drainage area, California : San Gabriel River improvement : Whittier Narrows flood control basin : base map of land to be acquired","","1948","1 map","Location of project 10 miles E of Los Angeles 4 miles NW of Whittier ""Recommended by Rojer A. Smith (signature), Chief, Relocation Branch.""  ""Approved by Harold E. Spickard (signature), Chief, Real Estate Division.""|~|Blue line print.  Properties falling within boundaries of the proposed flood control basin are outlined.  Legend along right hand side of sheet.  Inset ""vicinity map"" of project.  Inset ""state index"" map of project.  ""Preliminary subject to review""--stamped|~|scale: [1 : 12,000]. 1 in. to 1,000 ft.|~|Shows ranchos, tracts, streets|~|Digitization took place as part of the California Cultures Project.","","http://calcultures.cdlib.org","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015z5vp","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015z5vp/manifest"
"Maps of Los Angeles, California, the United States and the World","ark:/21198/zz0015zqdp","ark:/21198/zz0002h48z","2","Completed","Work","Masters/Maps/Yrlscmaps/masters/21198-zz0015zqdp-1-master.tif","","","","","still image","maps|~|cartographic","pd","","","","","Street-railroads--California, Southern|~|Electric railroads--California, Southern","","eng","University of California, Los Angeles. $b Library Special Collections","","Smith, O. A.","Pacific Electric Railway Company--Maps","","","","","51 x 106 cm. on sheet 55.5 x 111.5 cm.","uclamss_294_b91_3|~|clusc_1_1_00017707a","Relief map of territory served by lines of [the] Pacific Electric Railway in Southern California; largest electric railway system in the world","","circa 1920","1 map : col.","""Mount Lowe trip and resort, great mountain trip and all year resort Orange Empire trolley trip through the Kingdom of Orange""|~|Railway lines are overprinted in red.  Includes Santa Catalina Island.|~|Scale not given|~|Copyrighted 1920 by O.A. Smith|~|Digitization took place as part of the California Cultures Project.","G4363 L8 1920","http://calcultures.cdlib.org","","Pacific Electric Railway Company","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zqdp","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015zqdp/manifest"
