Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Name.creator,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Coverage.geographic,Name.subject,Name.contributor,Subject,Rights.countryCreation,Rights.rightsHolderContact,Language,AltTitle.uniform,Name.architect,Name.photographer,AltTitle.other,Name.repository,Relation.isPartOf,Format.dimensions,Alt ID.local,Rights.statementLocal,Description.note,Title,Date.creation,Format.extent,Date.normalized,Format.medium,Publisher.placeOfOrigin,Publisher.publisherName,Description.abstract,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00092zms,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz00092zms-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,,,dormitories (buildings),US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"McIntosh House (Los Angeles, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,clus_1179_b841_f1_unk2,,"Cataloged from digital image due to unable to consult original photograph. Box listed as ""Lost.""","McIntosh House, exterior [photograph]",1939,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00092zms
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00092zn9,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz00092zn9-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Aerial photographs|~|Architectural photographs,copyrighted,,,,,Commercial buildings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Reno Sparks Convention Center (Nev.),"Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b866_f1_1,,Image reproduced in Neutra : Complete Works: page 435.|~|Richard Neutra : complete works / Barbara Mac Lamprecht. c2000,"Reno Sparks Convention Center, aerial view",1965,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00092zn9
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00092zpt,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz00092zpt-1-master.tif,,,,,,still image,,,,,Floor plans|~|Architectural drawings,copyrighted,,,"Windshield House (Fishers Island, N.Y.)","Pfisterer, Peter, 1907-",dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,clus_1179_b784_unk_2,,"Cataloged from digital image due to unable to consult original photograph. Box listed as ""Lost.""","J. N. Brown House, floor plan basement",1938,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00092zpt
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00092zqb,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz00092zqb-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,,,Commercial buildings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Norman Clinic (San Pedro, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,clus_1179_b850_f6_1,,"Cataloged from digital image due to unable to consult original photograph. Box listed as ""Lost.""","Norman Clinic, exterior",1946,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00092zqb
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009319j,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0009319j-1-master.tif,,,,,,still image,,,,,Black-and-white photographs,copyrighted,,,"Neutra, Dion|~|Neutra, Richard Joseph, $d 1892-1970",,,,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",13 x 20 cm. (5 x 8 in.),clus_1179_b870_f3_004,,,"Richard J. Neutra and his son, Dion",n.d.,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009319j
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000931b2,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz000931b2-1-master.tif,,,,,,still image,,,,,Sketches|~|Architectural drawings,copyrighted,,,,,dwellings,,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,"Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,clus_1179_tillmann_schmidt_1,,Original image(item) was not found in collection or search for folder/box.  Cataloged from digital image.,"Tillmanns-Schmidt House, sketch exterior from Northeast",1966,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000931b2
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000931ck,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz000931ck-1-master.tif,,,,,,still image,,,,,Black-and-white photographs,copyrighted,unknown,,"Neutra, Richard Joseph, $d 1892-1970",,,,,,,,,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b154_f1_1,,Julius Shulman photographer,Lovell House - Richard J. Neutra and others at construction site,1938,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000931ck
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000931d3,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz000931d3-1-master.tif,,,,,,still image,,,,,Site plans|~|Floor plans|~|Architectural drawings,copyrighted,,,,,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Van Sicklen House (Rancho Santa Fe, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",92 x 94 cm. (36 x 37 in.),clus_1179_of1071_02,,"Oversize folder 1071 listed as ""Lost"" in Voyager System.  Folder 1071 is in Special Collections, folder is in map/oversize shelves in backroom just outside Reading Room door.","Van Sicklen House, floor and site plan",1952,1 drawing,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000931d3
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000931fm,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz000931fm-1-master.tif,,,,,,still image,,,,,Site plans|~|Architectural drawings,copyrighted,,,,,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Van Sicklen House (Rancho Santa Fe, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",92 x 94 cm. (36 x 37 in.),clus_1179_of1071_07,,"Oversize folder 1071 listed as ""Lost"" in Voyager System.  Folder 1071 is in Special Collections, folder is in map/oversize shelves in backroom just outside Reading Room door.","Van Sicklen House, sections",1952,1 drawing,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000931fm
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000931g4,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz000931g4-1-master.tif,,,,,,still image,,,,,Interior design drawings|~|Renderings,copyrighted,,,,,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Rentsch House (Wengen, Switzerland)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,,,Original drawing/item not found.  Cataloged from digital image.,"Rentsch House [?], photograph of rendering interior living room",1964,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000931g4
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000931hn,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz000931hn-1-master.tif,,,,,,still image,,,,,Sketches|~|Architectural drawings,copyrighted,,,,,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,"Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,clus_1179_tillmann_schmidt_2,,Original image(item) was not found in collection or folder/box.  Cataloged from digital image.,"Tillmanns-Schmidt House, sketch exterior from Northwest",1966,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000931hn
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000931j5,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz000931j5-1-master.tif,,,,,,still image,,,,,Elevations|~|Architectural drawings,copyrighted,,,,,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Rentsch House (Wengen, Switzerland)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,,,Original drawing/item not found.  Cataloged from digital image.,"Rentsch House [?], elevation for walls in foyer",1964,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000931j5
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000931kp,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz000931kp-1-master.tif,,,,,,still image,,,,,Site plans|~|Architectural drawings,copyrighted,,,,,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Van Sicklen House (Rancho Santa Fe, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",92 x 92 cm. (36 x 36 in.),clus_1179_of1071_04,,"Oversize folder 1071 listed as ""Lost"" in Voyager System.  Folder 1071 is in Special Collections, folder is in map/oversize shelves in backroom just outside Reading Room door.","Van Sicklen House, framing plan",1952,1 drawing,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000931kp
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000931nq,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz000931nq-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Portrait photographs,copyrighted,,,"Neutra, Richard Joseph, $d 1892-1970",,,,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",18 x 13 cm. (5 x 7 in.),clus_1179_b870_f3_005,,,"Richard J. Neutra, portrait, seated 3/4 profile, circa 1920  [grayscale scan]",circa 1920,1 photographic print,1920/1929,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000931nq
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000931p7,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz000931p7-1-master.tif,,,,,,still image,,,,,Site plans|~|Architectural drawings,copyrighted,,,,,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Van Sicklen House (Rancho Santa Fe, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",94 x 92 cm. (37 x 36 in.),clus_1179_of1071_01,,"Oversize folder 1071 listed as ""Lost"" in Voyager System.  Folder 1071 is in Special Collections, folder is in map/oversize shelves in backroom just outside Reading Room door.","Van Sicklen House, roof and site plan",1952,1 drawing,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000931p7
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000931qr,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz000931qr-1-master.tif,,,,,,still image,,,,,Black-and-white photographs,copyrighted,unknown,,"Neutra, Dion|~|Neutra, Richard Joseph, $d 1892-1970",,,,,,,,,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",10 x 13 cm. (4 x 5 in.),clus_1179_b870_f3_002,,,"Richard J. Neutra and son, Dion outside house looking at plans [view 1]",n.d.,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000931qr
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000931r8,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz000931r8-1-master.tif,,,,,,still image,,,,,Site plans|~|Floor plans|~|Architectural drawings,copyrighted,,,,,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Van Sicklen House (Rancho Santa Fe, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",92 x 92 cm. (36 x 36 in.),clus_1179_of1071_05,,"Oversize folder 1071 listed as ""Lost"" in Voyager System.  Folder 1071 is in Special Collections, folder is in map/oversize shelves in backroom just outside Reading Room door.","Van Sicklen House, floor and electrical plan",1952,1 drawing,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000931r8
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000931t9,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz000931t9-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Portrait photographs,copyrighted,,,"Neutra, Richard Joseph, $d 1892-1970",,,,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",18 x 13 cm. (5 x 7 in.),clus_1179_b870_f3_005,,,"Richard J. Neutra, portrait, seated 3/4 profile, circa 1920 [color scan]",circa 1920,1 photographic print,1920/1929,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000931t9
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000931vt,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz000931vt-1-master.tif,,,,,,still image,,,,,Architectural models,copyrighted,,,,,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Lovell House (Los Angeles, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,clus_1179_b836_unk_1,,"Cataloged from digital image. Original photograph not found in folders/boxes, 836-837.  Possibly in box 371?","Lovell House, model",1927-29,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000931vt
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000931wb,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz000931wb-1-master.tif,,,,,,still image,,,,,Site plans|~|Architectural drawings,copyrighted,,,,,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Van Sicklen House (Rancho Santa Fe, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",92 x 99 cm. (36 x 39 in.),clus_1179_of1071_03,,"Oversize folder 1071 listed as ""Lost"" in Voyager System.  Folder 1071 is in Special Collections, folder is in map/oversize shelves in backroom just outside Reading Room door.","Van Sicklen House, foundation plan",1952,1 drawing,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000931wb
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000931xv,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz000931xv-1-master.tif,,,,,,still image,,,,,Elevations|~|Architectural drawings,copyrighted,,,,,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Van Sicklen House (Rancho Santa Fe, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",92 x 92 cm. (36 x 36 in.),clus_1179_of1071_06,,"Oversize folder 1071 listed as ""Lost"" in Voyager System.  Folder 1071 is in Special Collections, folder is in map/oversize shelves in backroom just outside Reading Room door.","Van Sicklen House, elevations",1952,1 drawing,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000931xv
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000931zc,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz000931zc-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Portrait photographs,copyrighted,,,"Neutra, Richard Joseph, $d 1892-1970",,,,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,,,,"Richard J. Neutra, portrait",n.d.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000931zc
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009dx94,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0009dx94-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Portrait photographs,copyrighted,unknown,,"Neutra, Dion|~|Neutra, Richard Joseph, $d 1892-1970",,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b870_f3_010,,,"Richard J. Neutra and son, Dion, portrait seated in profile, 1970",1970,1 photographic print,1970,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dx94
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009dxbn,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0009dxbn-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Portrait photographs,copyrighted,unknown,,"Neutra, Richard Joseph, $d 1892-1970",,,,,,,,,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",15 x 18 cm. (5.5 x 7 in.),clus_1179_b870_f3_007,,,"Richard J. Neutra, portrait, grey suit with hand on tie",n.d.,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dxbn
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009dxc5,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0009dxc5-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Portrait photographs,copyrighted,unknown,,"Neutra, Dion|~|Neutra, Richard Joseph, $d 1892-1970",,,,,,,,,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b870_f3_009,,,"Richard J. Neutra and son, Dion, portrait, circa 1970",circa 1970,1 photographic print,1969/1979,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dxc5
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009dxdp,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0009dxdp-1-master.tif,,,,,,still image,,,,,Black-and-white photographs,copyrighted,unknown,,"Neutra, Dion|~|Neutra, Richard Joseph, $d 1892-1970",,,,,,,,,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",10 x 13 cm. (4 x 5 in.),clus_1179_b870_f3_003,,,"Richard J. Neutra and son, Dion outside house looking at plans [view 2]",n.d.,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009dxdp
