Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Name.creator,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Coverage.geographic,Name.subject,Name.contributor,Subject,Rights.countryCreation,Rights.rightsHolderContact,Language,AltTitle.uniform,Name.architect,Name.photographer,AltTitle.other,Name.repository,Relation.isPartOf,Format.dimensions,Alt ID.local,Rights.statementLocal,Description.note,Title,Date.creation,Format.extent,Date.normalized,Format.medium,Publisher.placeOfOrigin,Publisher.publisherName,Description.abstract,Opac url,Finding Aid URL
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qkb7,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qkb7_734249_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,Colorado,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",25 x 35 cm,Travel sketches|~|uclamss_1179_b1904_f13,,"Inscription by artist reads ""Aspen.""  Signed and dated on bottom left.|~|View of cows grazing in a meadow with trees on a hillside in the background.","Aspen, 1954.",1954,1 sketch,1954,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qkd8,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qkd8_734256_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,Colorado,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",25 x 35 cm,Travel sketches|~|uclamss_1179_b1904_f14,,"Inscription by artist reads ""Aspen.""  Signed and dated on bottom middle.|~|View of mountains with vegetation in the foreground in Aspen, Colorado.","Aspen, 1954.",1954,1 sketch,1954,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qkg9,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qkg9_734262_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",25 x 34.5,uclamss_1179_b1904_f15|~|Travel sketches,,"Group of six men and women facing right, some with their hands on their chins.  A microphone stand on a stage is in the right background.|~|Inscription by artist reads ""Aspen - Burle Marx.""","Aspen, Burle Marx.",,1 sketch,,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qkkv,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qkkv_734271_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,United States,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",25 x 35 cm,uclamss_1179_b1904_f16|~|Travel sketches,,"Title and descriptive note supplied by archivist.  No signature.  Dated on bottom left.|~|Elevated view of a large audience under a tent facing away from the viewer towards a stage.  On the stage is an unidentified figure standing behind a podium.  Behind the figure the letters ""EAG"" are inscribed on a wall.  The drawing is possibly depicting an event at the Aspen Music Festival in Aspen, Colorado.","Elevated View Towards a Stage at the Aspen Music Festival, 1953.",1953,1 sketch,1953,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qknw,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qknw_734277_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,United States,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27.5 x 35.5 cm,uclamss_1179_b1904_f17|~|Travel sketches,,"View of a section of the audience, under a tent, facing away from the viewer towards a stage.  The drawing is possibly depicting an event at the Aspen Music Festival in Aspen, Colorado.|~|Title supplied by archivist.  Dated on bottom left.","View of Audience at the Aspen Music Festival, 1953.",1953,1 sketch,1953,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qkpd,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qkpd_734280_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,United States,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27.5 x 34 cm,uclamss_1179_b1904_f18|~|Travel sketches,,"Scenic view of an [Indian Coral Tree on the waterfront in Hilo Bay].  A small island full of palm trees is in the background.|~|Inscription by artist reads ""Hilo.""  Signed and dated on bottom middle.","Hilo, 1960.",1960,1 sketch,1960,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qkqx,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qkqx_734283_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,United States,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27.5 x 34.5 cm,uclamss_1179_b1904_f19|~|Travel sketches,,"Inscription by artist reads ""Pali.""  Signed and dated on bottom middle.|~|Scenic view from Pali Lookout of Nu‘uanu Pali and Ko'olau Mountain Ridge at Nuuana Pali State Park on the island of O‘ahu.","Pali, 1960.",1960,1 sketch,1960,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qkrf,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qkrf_734286_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,United States,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27.5 x 34.5 cm,uclamss_1179_b1904_f20|~|Travel sketches,,"Inscription by artist reads ""Volcano / Hila.""  Signed and dated on bottom middle.|~|View of a rock formation possibly with small pools of water in front and behind the formation.  This could possibly be an area at Diamond Head  crater located in Waikiki on the island of O'ahu.  Diamond Heads' native name is Kaimana Hila.","Volcano, Hila, 1960.",1960,1 sketch,1960,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qksz,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qksz_734289_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,United States,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",35 x 27.5 cm,Travel sketches|~|uclamss_1179_b1904_f21,,"View of a courtyard or garden area with plants and a well or fountain in the center of the courtyard.|~|Inscription by artist reads ""New Orleans.""  Signed and dated on bottom left.","New Orleans, 1953.",1953,1 sketch,1953,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qmnc,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qmnc_734391_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,United States,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",33.5 x 25 cm,Travel sketches|~|uclamss_1179_b1904_f22,,"View of Greenwood Cemetery in Brooklyn, New York showing a large tree next to a body of water in the foreground, and gravestones along a hill in the background.|~|Inscription by artist reads ""Greenwood / Cemetry (sic) / Brooklyn.""  Dated on bottom right.","Greenwood Cemetery Brooklyn, 1923.",1923,1 sketch,1923,pencil on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qmpw,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qmpw_734403_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",25.5 x 35 cm,uclamss_1179_b1904_f23|~|Travel sketches,,"Inscription by artist reads ""Ali Khan / Urna[r]an.""  Signed and dated on bottom left.|~|Drawing of a dog with an elongated snout lying on the ground facing to the left (possibly a Borzoi).","Ali Khan Urna[r]an, 1951.",1951,1 sketch,1951,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qmqd,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qmqd_734415_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",29 x 33.5 cm,uclamss_1179_b1904_f24|~|Travel sketches,,Drawing of eight slender cat-like animals possibly running across a field.|~|Title supplied by archivist.  Signed and dated on bottom right.,"Cat-like Animals, 1918.",1918,1 sketch,1918,charcoal on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qmsf,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qmsf_734431_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",33 x 25 cm,Travel sketches|~|uclamss_1179_b1904_f25,,Title supplied by archivist.|~|Drawing with two rabbits and a rooster.,Rabbits and a Rooster.,,1 sketch,,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qmtz,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qmtz_734442_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",29 x 34 cm,uclamss_1179_b1904_f26|~|Travel sketches,,"Title supplied by archivist.  Signed and dated on bottom right.|~|Birds-eye view of red roof-topped buildings and towers in an unidentified town, with blue hills in background.  A cliff face is in the left foreground.","Birds-eye City View of Red Roof-topped Buildings, 1918.",1918,1 sketch,1918,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qnj9,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qnj9_734451_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",26 x 41 cm,uclamss_1179_b1904_f27|~|Travel sketches,,"Title supplied by archivist.|~|Elevated view of a hillside building with a long, steeply slanted roof. The bottom section of the building is obscured by a hill. A small dome-shaped structure is located on the left side of the building. Two smaller red-roofed structures are on either side the pathway leading to the main building.  The ocean and mountains are in the background.",Building with Slanted Roof.,,1 sketch,,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qnkt,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qnkt_734454_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",33.5 x 25 cm,Travel sketches|~|uclamss_1179_b1904_f28,,"Inscription reads ""Brau T[os]t[...] [?] greifs [?] wu[...] [?].""|~|Close-up view of an unidentified [cathedral tower].",Cathedral Tower.,,1 sketch,,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qnmb,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qnmb_734457_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",33 x 25 cm,Travel sketches|~|uclamss_1179_b1904_f29,,"View of multi-story buildings on a [small plaza] area, with two small trees and an unidentified structure in the center of the plaza.|~|Title supplied by archivist.  No signature.  Dated on bottom right.","City Scene, 19[-].",19[],1 sketch,1900/1970,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qnnv,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qnnv_734460_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",33 x 25 cm,uclamss_1179_b1904_f30|~|Travel sketches,,View of multi-story buildings along a [plaza] area.|~|Title supplied by archivist.  Dated on bottom right.,"City Scene, 1918.",1918,1 sketch,1918,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qnpc,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qnpc_734469_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",29 x 34 cm,Travel sketches|~|uclamss_1179_b1904_f31,,"Cityscape of single story buildings, dome-topped towers, and a larger dome-shaped structure [around a city plaza].|~|Title supplied by archivist.  Signed and dated on bottom right.","Cityscape, 1918.",1918,1 sketch,1918,oil-based mixed media,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qnqw,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qnqw_734478_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",33 x 25 cm,uclamss_1179_b1904_f32|~|Travel sketches,,"View across a field of unidentified buildings amongst trees.  Two small cone-topped towers are on the left side of one of the buildings.|~|Inscription by artist reads ""Colomb[...] [?].""",Colomb[...] [?].,,1 sketch,,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qnrd,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qnrd_734490_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27.5 x 35 cm,Travel sketches|~|uclamss_1179_b1904_f33,,"View of an entranceway, with two statues flanking the steps leading to the entrance.|~|Inscription by artist reads ""Elephant.""  Signed and dated on bottom right.","Elephant, 1925.",1925,1 sketch,1925,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qnsx,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qnsx_734502_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",33 x 25 cm,Travel sketches|~|uclamss_1179_b1904_f34,,Elevated view of red roofed city buildings.  A pyramid shaped structure is in the foreground obstructing part of the view.  A grass and tree covered field can be seen beyond the city.|~|Title supplied by archivist.,Elevated Cityscape.,,1 sketch,,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qntf,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qntf_734515_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",29 x 34 cm,Travel sketches|~|uclamss_1179_b1904_f35,,Elevated cityscape of unidentified buildings next to the mountains.|~|Title supplied by archivist.  Signed and dated on bottom right.,"Elevated Cityscape Next to the Mountains, 1918.",1918,1 sketch,1918,crayon and oil mixed media on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qqrc,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qqrc_734688_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",35.5 x 26 cm,uclamss_1179_b1904_f36|~|Travel sketches,,Elevated view of unidentified buildings along a walkway.  Behind the buildings is a grassy cliff wall with [structures on top of the cliff].|~|Title supplied by archivist. Signed and dated on bottom left.,"Elevated View of Buildings Along a Walkway, 1918.",1918,1 sketch,1918,oil on board,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qqsw,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qqsw_734691_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,Mexico,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",29 x 34 cm,Travel sketches|~|uclamss_1179_b1904_f37,,"View of a street scene, with colorful buildings, including a blue house, along a city street.|~|Inscription by artist reads ""G[?]ulera.""  Signed and dated on bottom right.","Gulera, 1918.",1918,1 sketch,1918,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qqtd,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qqtd_734694_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",29.5 x 35.5 cm,Travel sketches|~|uclamss_1179_b1904_f38,,Title  and description supplied by archivist.  Signed and dated on bottom left.|~|View of gated and fenced-in grounds alongside a [mountain].  The bottom of the structure is hidden by the wall.  Slightly to the right and in front of the structure is an entrance gate.  The grounds could possibly be alongside a mountain.,"Gated Grounds, 1918.",1918,1 sketch,1918,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qqvx,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qqvx_734697_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",33 x 25 cm,Travel sketches|~|uclamss_1179_b1904_f39,,"Exterior view of Hospital Sta Anna.|~|Inscription by artist reads ""Hospital, Sta. Anna, Zu Bres[-].""  Signed and dated on bottom right.","Hospital, Sta. Anna, Zu Bres[-], 192[].",192[],1 sketch,1920/1929,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qqwf,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qqwf_734700_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",33 x 25 cm,Travel sketches|~|uclamss_1179_b1904_f40,,"Interior view of a drawing room showing a three legged table, a fireplace, and window drapery.  A mirror above the fireplace shows a partial view of the opposite wall, and a chandelier hanging from the center of the room.|~|Title and notes supplied by archivist.",Interior of Drawing Room.,,1 sketch,,pencil enhanced with crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qqxz,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qqxz_734703_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",25 x 33 cm,Travel sketches|~|uclamss_1179_b1904_f41,,Elevated view of the interior of a walled-in courtyard.|~|Title supplied by archivist.,Interior of Walled-in Courtyard.,,1 sketch,,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qqzg,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qqzg_734706_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",34 x 29 cm,Travel sketches|~|uclamss_1179_b1904_f42,,"Title and description supplied by archivist.  Signed and dated on bottom right.|~|View of red roofed buildings along a grassy city [street].  At the end of the street is an archway with a dome-shaped tower rising above.  White, red, and blue colored banners are scattered around the street.","Red Roofed Buildings, Archway, and Tower, 1918.",1918,1 sketch,1918,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qr0g,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qr0g_734709_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27.5 x 34.5 cm,Travel sketches|~|uclamss_1179_b1904_f43,,Drawing of an [Asian] rooftop topped with ornamental designs.|~|Title supplied by archivist.,Rooftop with Ornamental Design.,,1 sketch,,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qr10,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qr10_734712_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",33.5 x 26 cm,Travel sketches|~|uclamss_1179_b1904_f44,,View of a small castle looking towards the front gate.|~|Title supplied by archivist.  Signed and dated on bottom left.,"Small Castle, 1918.",1918,1 sketch,1918,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019qr2h,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019qr2h_734715_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",33.5 x 25.5 cm,Travel sketches|~|uclamss_1179_b1904_f45,,View of unidentified stone walls with archways in a grassy area.  A stairway is on the top of the stone structures.|~|Title and description supplied by archivist.  Dated on bottom right.,"Unidentified Stone Walls, 1917.",1917,1 sketch,1917,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
