Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject,Type.typeOfResource,Type.genre,Name.subject,Rights.copyrightStatus,Rights.rightsHolderContact,Coverage.geographic,Description.latitude,Name.fashionDesigner,Description.longitude,Name.photographer,Name.repository,Name.artist,Name.architect,Name.compiler,Rights.countryCreation,Rights.servicesContact,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Illustrator,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Opac url,Finding Aid URL,Alternate Identifier.oclc,Bucketeer State,IIIF Access URL
Los Angeles Times Photographic Archive,ark:/21198/zz0002p7f7,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00328000a.tif,,,,City planning--California--Los Angeles County|~|Environment,still image,news photographs,Los Angeles Convention Center,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Cox, Bruce H.",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b720_275534,"Birds-eye view of two undeveloped lots next to the Los Angeles Convention Center, 1973",TRADE CENTER SITE--Two parcels of land in front of L.A. Convention Center present a problem for city. They were to accommodate a world trade center but the project is now at a dead end.,"August 26, 1973",1 photograph,b&w negative,35 mm.,1973-08-26,-118.270289897918,34.0401693294212,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002p7f7
Los Angeles Times Photographic Archive,ark:/21198/zz0002p7gr,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00328001a.tif,,,,African American mayors--California--Los Angeles|~|Mayors--California--Los Angeles|~|Cheerleading--California--Los Angeles|~|Sports|~|People,still image,news photographs,"Bradley, Tom, 1917-1998 (Los Angeles Mayor : 1973-1993)",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.)--Officials and employees,,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b720_275535X-1,"Los Angeles Mayor Tom Bradley cheering with UCLA Bruins cheerleaders during game against USC, 1973","VOTE FOR BRUINS--Mayor Tom Bradley, a graduate of UCLA, joins Bruin cheerleaders to cheer team on in their battle with USC for Rose Bowl berth. Despite Bradley's efforts, the Trojans won game, 23-13.","November 25, 1973",1 photograph,b&w negative,35 mm.,1973-11-25,-118.287177085876,34.0137785186491,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002p7gr
Los Angeles Times Photographic Archive,ark:/21198/zz0002p7h8,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00328002a.tif,,,,Seventh-Day Adventists--California--Los Angeles County|~|Voice of Prophecy (Radio program)|~|Lifestyle|~|People,still image,news photographs,"Richards, H. M. S. (Harold Marshall Sylvester), 1894-1985",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Glendale (Calif.),,,,"Sharkey, Larry",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b720_275560,"Harold M. S. Richards of ""Voice of Prophecy"" radio broadcasts viewing wall of birthday cards in Glendale, Calif., 1973","A WALL OF CARDS--Dr. Harold M. S. Richards, pioneer of the 43-year-old ""Voice of Prophecy"" radio broadcasts, views the 2,000 greeting cards put along side of patio at the Voice of Prophecy headquarters in Glendale at a party honoring his 79th birthday.","August 29, 1973",1 photograph,b&w negative,35 mm.,1973-08-29,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002p7h8
Los Angeles Times Photographic Archive,ark:/21198/zz0002p7js,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00328003a.tif,,,,"Corrals--California, Southern|~|Signs and signboards|~|Lifestyle",still image,news photographs,"United States. Army Reserve--Recruiting, enlistment, etc.",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Pomona (Calif.),,,,"Malmin, John",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b720_275601,"Sign, over looking horse corral, with woman in bathing suit and reading ""Hey Look Me Over GO Army Reserve"" Pomona, Calif., 1973",RECRUITING AID--Eye-catching sign on a building near a horse corral greets motorists traveling on the Pomona Freeway near Peck Road off-ramp.,"September 4, 1973",1 photograph,b&w negative,35 mm.,1973-09-04,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002p7js
Los Angeles Times Photographic Archive,ark:/21198/zz0002p7k9,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00328010a.tif,,,,African American boxers|~|Boxing matches $z California $z Los Angeles|~|Boxers (Sports)--United States|~|Sports|~|People,still image,news photographs,"Norton, Ken",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Inglewood (Calif.),,,,"Rogers, Art",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b721_275618B-1,"Muhammad Ali and Ken Norton fight in Inglewood, Calif., 1973","FAIR TRADE--Reflecting the even terms on which they fought, Ali and Norton grimace as they exchange hard punches in mid-ring. A final-round rally by Ali in 12th proved to be decisive.","September 11, 1973",1 photograph,b&w negative,35 mm.,1973-09-11,-118.341840505599,33.9582136427306,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002p7k9
Los Angeles Times Photographic Archive,ark:/21198/zz0002p7mt,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00328011a.tif,,,,Hairstyles--California--Los Angeles--1970-1980|~|Football players--California--Los Angeles County|~|High school athletes--California--Los Angeles County|~|Sports|~|Youth,still image,news photographs,"Loyola High School of Los Angeles (Los Angeles, Calif.)",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Ballard, Kathleen",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b721_275626A-1,"Football players in a huddle at Loyola High School in Los Angeles, Calif., 1973",WITHOUT A WHIMPER--Athletic regulations requiring shorter hairstyles have provoked no protests on the Loyola High School football squad this season.,"September 7, 1973",1 photograph,b&w negative,35 mm.,1973-09-07,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002p7mt
Los Angeles Times Photographic Archive,ark:/21198/zz0002p7nb,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00328186a.tif,,,,Publishers and publishing--United States|~|Parties $z California $z Los Angeles|~|Lifestyle|~|People,still image,news photographs,"Hefner, Hugh M. (Hugh Marston), 1926-",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Mack, Lou",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b721_275663A-1,"Hugh Hefner with Lenka Norakova during party at Playboy Mansion in Los Angeles, Calif., 1973","FIGHT FAN?--Host Hugh Hefner, with Lenka Norakova of Sweden at his Holmby Hills home.","September 12, 1973",1 photograph,b&w negative,5 x 5 cm.,1973-09-12,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002p7nb
Los Angeles Times Photographic Archive,ark:/21198/zz0002p7pv,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00328013a.tif,,,,Automobile license plates--California|~|People|~|Culture,still image,news photographs,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",California,,,,"Malmin, John","University of California, Los Angeles. $b Library Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b721_275671,"Burt Blum displaying his recalled personalized license plate reading ""UP URZ2"" Calif., 1973",CENTER OF DISPUTE--Burt Blum and his personalized car license plate that the state wants to recall,"September 14, 1973",1 photograph,b&w negative,35 mm.,1973-09-14,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002p7pv
Los Angeles Times Photographic Archive,ark:/21198/zz0002p7qc,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00328009a.tif,,,,Teenagers--Clothing & dress--California--Los Angeles--1970-1980|~|Runaway teenagers--California--Los Angeles County|~|Youth,still image,news photographs,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Ballard, Kathleen","University of California, Los Angeles. $b Library Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b721_275690D-1,"Male runaway sitting in alcove of building in Los Angeles, Calif., 1973",HANGING OUT--With few unofficial and even fewer official places to go the street is still the runaway's principal place to land.,"September 20, 1973",1 photograph,b&w negative,35 mm.,1973-09-20,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002p7qc
Los Angeles Times Photographic Archive,ark:/21198/zz0002p7rw,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00328014a.tif,,,,"Self-defense for women|~|Shooting galleries--California--Los Angeles County|~|Firearms owners--California, Southern|~|People",still image,news photographs,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",El Monte (Calif.),,,,"Diamos, Marianna","University of California, Los Angeles. $b Library Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b721_275696A-1,"Lola Young posing with gun aimed at camera at shooting range in El Monte, Calif., 1973",DRAWING A BEAD--Lola Young of Burbank practices with pistol at shooting range in El Monte. An increasing number of women are buying and learning to use guns.,"September 13, 1973",1 photograph,b&w negative,35 mm.,1973-09-13,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002p7rw
Los Angeles Times Photographic Archive,ark:/21198/zz0002p7sd,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00328015a.tif,,,,Game shows--United States|~|Television production & direction $z California $z Los Angeles|~|Entertainment|~|Culture,still image,news photographs,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Diamos, Marianna","University of California, Los Angeles. $b Library Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b721_275697A-1,"Contestants in costumes lined up waiting to enter ""Let's Make a Deal"" television game show in Los Angeles, Calif., 1973","HOLLYWOOD DEALERS--They come as anything from televisions to pizzas to set dining room tables, all hoping for a chance to trade on Let's Make a Deal.","September 9, 1973",1 photograph,b&w negative,35 mm.,1973-09-09,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002p7sd
Los Angeles Times Photographic Archive,ark:/21198/zz0002p7tx,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00328004a.tif,,,,Charros--California--Los Angeles County|~|Independence Day (Mexico)|~|Parades--California--Los Angeles|~|Events|~|Lifestyle|~|Culture,still image,news photographs,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",East Los Angeles (Calif.),,,,"Mally, Michael","University of California, Los Angeles. $b Library Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b721_275698,"Charros riding horses in Mexican Independence Day parade in East Los Angeles, Calif., 1973",PARADE RIDERS--Mexican charros ride in Mexican Independence Day parade in East Los Angeles,"September 17, 1973",1 photograph,b&w negative,35 mm.,1973-09-17,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002p7tx
Los Angeles Times Photographic Archive,ark:/21198/zz0002p7vf,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00328016a.tif,,,,Hydrogen cars--Research--California--Los Angeles County|~|Engineers--California--Los Angeles County|~|Science|~|People,still image,news photographs,Jet Propulsion Laboratory (U.S.),copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Pasadena (Calif.),,,,"Cox, Bruce H.",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b721_275702B-1,"Engineers Jake Rupe and Harry Cotrill examining hydrogen engine for automobiles at the Jet Propulsion Laboratory in Pasadena, Calif., 1973","CHECK--Research engineer Jake Rupe, left, and project engineer Harry Cotrill examine the engine being used in the test of a unique hydrogen system for reducing air pollution from automobiles.","September 18, 1973",1 photograph,b&w negative,35 mm.,1973-09-18,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002p7vf
Los Angeles Times Photographic Archive,ark:/21198/zz0002p7wz,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00328005a.tif,,,,Women in the motion picture industry--California--Santa Barbara County|~|Motion picture editors--United States|~|Motion picture cameras|~|People|~|Media,still image,news photographs,"Phelan, Leontine B., 1892-1994",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Fontanini, Steve",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b721_275720,"Leontine (Lulu) Phelan with a hand-cranked Bell & Howell motion picture camera in Santa Barbara, Calif., 1973",MEMENTO--Leontine (Lulu) Phelan with a hand-cranked Bell & Howell camera used in the early days of the motion picture industry,"September 21, 1973",1 photograph,b&w negative,35 mm.,1973-09-21,-119.697611331939,34.4223789181257,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002p7wz
Los Angeles Times Photographic Archive,ark:/21198/zz0002p7xg,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00328017a.tif,,,,African American politicians|~|City council members--California--Los Angeles|~|Oaths--California--Los Angeles|~|Government|~|People,still image,news photographs,"Cunningham, David S., 1935-",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.)--Officials and employees,,,,"Fontanini, Steve",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b721_275731A-1,"David S. Cunningham being sworn in as Los Angeles City Councilman, Calif., 1973","ASSUMES OFFICE--David Cunningham, newly elected L.A. city councilman, is administered oath by City Clerk Rex Layton in the council chambers. Cunningham, whose wife LaFern is behind him, succeeds Mayor Tom Bradley as 10th District representative.","September 21, 1973",1 photograph,b&w negative,35 mm.,1973-09-21,-118.243264,34.053589,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002p7xg
Los Angeles Times Photographic Archive,ark:/21198/zz0002p7z0,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00328018a.tif,,,,"Football players--California--Los Angeles County|~|Football fans--California, Southern|~|Sports",still image,news photographs,"Anderson, Norm|~|UCLA Bruins (Football team)",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b721_275740K-1,"UCLA football player Norm Anderson in play, Los Angeles, Calif., 1973","FAITHFUL FEW--Against a backdrop of mostly empty seats UCLA's Norm Anderson streaks for touchdown on pass play at Coliseum. The Bruins, big winners on the field, have been losers at the gate, averaging only 30,267 fans for home games this season.","November 20, 1973",1 photograph,b&w negative,35 mm.,1973-11-20,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002p7z0
Los Angeles Times Photographic Archive,ark:/21198/zz0002p800,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00328019a.tif,,,,Cardinals $z California $z Los Angeles|~|Skyscrapers--California--Los Angeles--1970-1980|~|Cathedrals $z California $z Los Angeles|~|Landmarks,still image,news photographs|~|Cityscape photographs,"Union Rescue Mission of Los Angeles|~|Cathedral of Saint Vibiana (Los Angeles, Calif.)",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Los Angeles (Calif.)--Buildings, structures, etc.",,,,"Malmin, John",,,"Kysor, Ezra F., $q (Ezra Frank), $d 1835-1907",,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b721_275746B-1,"Cityscape with St. Vibiana's Cathedral and high-rise buildings in downtown Los Angeles, Calif., 1973","SHARING A PLACE IN THE SUN--St. Vibiana's Cathedral, right foreground, built in 1876, and the city's newest skyscrapers are bathed in bright sunshine during the second consecutive day of clear skies and mild temperatures. The high in Los Angeles Monday was 76.","September 24, 1973",1 photograph,b&w negative,35 mm.,1973-09-24,-118.243752121925,34.0501482161366,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002p800
Los Angeles Times Photographic Archive,ark:/21198/zz0002p81h,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00328007a.tif,,,,Entertainers--United States|~|African American entertainers|~|Entertainment|~|People,still image,news photographs,"Baker, Josephine, 1906-1975",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Frampton, Mary",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b721_275749B-1,"Josephine Baker performing at the Ahmanson in Los Angeles, Calif., 1973",THE SPIRIT--Josephine Baker at Ahmanson,"September 27, 1973",1 photograph,b&w negative,35 mm.,1973-09-27,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002p81h
Los Angeles Times Photographic Archive,ark:/21198/zz0002p821,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00328008a.tif,,,,Capital punishment--California|~|Governors--California|~|Legislators--California|~|Signing ceremonies--California|~|People|~|Legal,still image,news photographs,"Younger, Evelle J.",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Cox, Bruce H.",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b721_275750A-1,"Governor Ronald Reagan and state Senator George Deukmejian signing the 1973 California death penalty bill, SB450","AFTER THE SIGNING--Gov. Regan passes his pen to Sen. George Deukmejian (R. Long Beach), sponsor of the death penalty bill, during formal ceremony here. At the right is Atty. Gen, Evelle J. Younger.","September 24, 1973",1 photograph,b&w negative,35 mm.,1973-09-24,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002p821
Los Angeles Times Photographic Archive,ark:/21198/zz0002p83j,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00328020a.tif,,,,Spectators--California--Los Angeles County|~|Basketball players $z California $z Los Angeles|~|Sports|~|People,still image,news photographs,"Mullins, Jeff, 1942-",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b721_275781W-1,"Los Angeles Lakers Pat Riley going for a lay-up during game vs Golden State Warriors, 1974",,"January 22, 1974",1 photograph,b&w negative,35 mm.,1974-01-22,-118.341904878616,33.9581424508502,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002p83j
Los Angeles Times Photographic Archive,ark:/21198/zz0002p842,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00328187a.tif,,,,Anechoic chambers|~|Science|~|People|~|War,still image,news photographs,Los Angeles Air Force Station (Calif.)--Officials and employees,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",El Segundo (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b722_275796,"Lt. General Kenneth W. Schultz with airspace model in anechoic chamber at Air Force Systems Command in El Segundo, Calif., 1973","HAPPY COMBINATION--Space-age career and gracious living in Bel-Air are combined by Lt. Gen. and Mrs. Kenneth W. Schultz. The general, head of the Space and Missile Systems Organization, Air Force Systems Command at El Segundo, is looking at a model of a space vehicle or warhead in the base anechoic (no echo) chamber used to test microwave action under conditions simulating those of outer space.","July 8, 1973",1 photograph,b&w negative,5 x 5 cm.,1973-07-08,-118.381147,33.91903,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002p842
Los Angeles Times Photographic Archive,ark:/21198/zz0002p85k,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00328021a.tif,,,,Railroads--Yards|~|Transportation,still image,news photographs,Southern Pacific Railroad Company,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles County (Calif.),,,,"Lugavere, Joel P.",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b722_275823,"Southern Pacific's Taylor Yard in Los Angeles, Calif., 1973","SP FREIGHT HUB--Taylor Yard, one of the major marshalling points in the Southern Pacific rail system, is 35 tracks wide between San Fernando Road and the Golden State Freeway and Stretches three miles from Fletcher Drive to the Pasadena-Golden State freeway interchange.","July 29, 1973",1 photograph,b&w negative,35 mm.,1973-07-29,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002p85k
Los Angeles Times Photographic Archive,ark:/21198/zz0002p863,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00328022a.tif,,,,Impresarios $z California $z Los Angeles|~|Entertainment|~|People,still image,news photographs,"Roxy Theatre (Los Angeles, Calif.)",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Barnard, Tony",,,,,US,,zxx,Wikipedia submission,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b722_275830A-1,"Bill Graham, Lou Adler, Chuck Landis, Elliot Roberts and David Geffen standing under the Roxy nightclub marquee in Los Angeles, Calif., 1973","ENTREPRENEURS--The five owners of new Roxy pop-rock club are, from left, Bill Graham, Lou Adler, Chuck Landis, Elliot Roberts and David Geffen.","September 22, 1973",1 photograph,b&w negative,35 mm.,1973-09-22,-118.388103246688,34.0904385217732,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002p863
