Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject,Type.typeOfResource,Type.genre,Name.subject,Rights.copyrightStatus,Rights.rightsHolderContact,Coverage.geographic,Name.fashionDesigner,Name.photographer,Name.repository,Name.artist,Name.architect,Name.compiler,Rights.countryCreation,Rights.servicesContact,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Illustrator,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Opac url,Finding Aid URL,Alternate Identifier.oclc,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Los Angeles Times Photographic Archive,ark:/21198/zz002j8tkp,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_15110.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15110,uclamss_1429_15110,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8tkp,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8tkp/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8tm6,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_15111.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15111,uclamss_1429_15111,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8tm6,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8tm6/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8tnq,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_15112.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15112,uclamss_1429_15112,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8tnq,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8tnq/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8tp7,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_15113.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15113,uclamss_1429_15113,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8tp7,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8tp7/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8tqr,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_15114.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15114,uclamss_1429_15114,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8tqr,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8tqr/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8tr8,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_15115.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15115,uclamss_1429_15115,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8tr8,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8tr8/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8tss,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_15116.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15116,uclamss_1429_15116,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8tss,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8tss/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8tt9,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_15117.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15117,uclamss_1429_15117,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8tt9,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8tt9/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8tvt,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_15118.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15118,uclamss_1429_15118,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8tvt,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8tvt/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8twb,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_15119.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15119,uclamss_1429_15119,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8twb,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8twb/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8txv,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_15120.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15120,uclamss_1429_15120,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8txv,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8txv/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8tzc,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_15121.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15121,uclamss_1429_15121,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8tzc,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8tzc/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8v0c,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_15122.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15122,uclamss_1429_15122,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8v0c,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8v0c/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8v1w,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_15123.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15123,uclamss_1429_15123,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8v1w,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8v1w/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8v2d,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_15124.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15124,uclamss_1429_15124,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8v2d,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8v2d/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8v3x,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_15125.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15125,uclamss_1429_15125,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8v3x,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8v3x/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8v4f,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_15126.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15126,uclamss_1429_15126,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8v4f,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8v4f/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8v5z,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_15127.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15127,uclamss_1429_15127,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8v5z,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8v5z/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8v6g,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/uclamss_1429_15128.tif,,,,Daughters $x American $z California $z Glendale|~|Fathers $z California $z Glendale,still image,news photographs|~|cellulose nitrate film,"Robles, June Cecilia, $d 1927-2014|~|Robles, Fernando A., $d 1904-1993",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Glendale (Calif.),,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15128,"June Robles puts her arms around her father Fernando, Glendale, 1934","Text from newspaper caption: June Robles Frolicking With Father June Robles, Arizona kidnap victim, proved, when she arrived in Glendale yesterday to visit her grandmother and other relatives, that despite her harrowing desert experience she still enjoys riding piggy-back on the shoulders of her father, Ferdinand Robles.|~|Text from negative sleeve: Robles, June kidnap case 1934 (belong to env. in Box 28-BATCH #7)","May 25, 1934",1 photograph,b&w nitrate negative,,1934-05-25,,,"June Robles (2nd from right) sits with three other girls on a step in front of a door. An unidentified blonde woman kneels behind them, and another young child is visible inside the building.|~|Photograph appears with the article, ""Robles Girl Visits Here,"" Los Angeles Times, 26 May 1934: A1.|~|June rides her father's back as he sits on the stoop, both smiling.|~|Brian Foy claims a contract for three months' was signed for the child. The family traveled by train to Glendale to visit Mrs. Robles' relatives. Robles denies that he agreed to sign June. Fernando also claims that June is doing very well since her rescue from the shallow pit she had been imprisoned in in the desert, having gained eight pounds. All questions June was asked concerning the kidnapping she replied with ""I don't know.""",,,,Access to this collection is generously supported by Arcadia funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8v6g,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8v6g/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002kcx87,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/21198-zz002kcx87_2399049_master.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalsc1429_b25_13,"""Spirit of Hollywood"" float at the Electrical Parade in the Memorial Coliseum, Los Angeles, 193",,"September 24, 1932",1 photograph,b&w nitrate negative,,,,,"""Spirit of Hollywood"" float at the Electrical Parade and sports pageant in the Memorial Coliseum, a charity event produced by local film studios. One man and five young women stand on the float with two women seated above a sign reading ""Welcome to our honored guest Gov. Franklin D. Roosevelt of N.Y.""|~|Event reported in: ""Brilliant Screen Floats Parade and Sports Pageant Thrill Thousands at Stadium: Filmdom Presents Lavish Spectacle at Stadium Electrical Pageant,"" Los Angeles Times, 25 Sep.: 1932: 7|~|Restored negative",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kcx87,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kcx87/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002kcx9r,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/21198-zz002kcx9r_2399031_master.tif,,,,Floats (Parades) $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)|~|Educational Pictures (Firm)",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,"University of California, Los Angeles. $b Library Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalsc1429_b25_07,"""Submarine Garden"" float at the Electrical Parade in the Memorial Coliseum, Los Angeles, 1932",,"September 24, 1932",1 photograph,b&w nitrate negative,,,,,"Restored negative|~|""Submarine Garden"" float from Educational Pictures at the Electrical Parade and sports pageant in the Memorial Coliseum, a charity event produced by local film studios. A sign on the float reads ""Educational Pictures.""|~|Event reported in: ""Brilliant Screen Floats Parade and Sports Pageant Thrill Thousands at Stadium: Filmdom Presents Lavish Spectacle at Stadium Electrical Pageant,"" Los Angeles Times, 25 Sep.: 1932: 7",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kcx9r,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kcx9r/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002kcxft,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/21198-zz002kcxft_2399052_master.tif,,,,Floats (Parades) $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,Warner Bros.,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",Y,Los Angeles Times,,,uclalsc1429_b25_14,"Warner Brothers float at the electrical Parade in the Memorial Coliseum, Los Angeles, 1932",,"September 24, 1932",,b&w nitrate negative,1 photograph,1932-09-24,,,"The Warner Brothers float at the Electrical Parade and sports pageant in the Memorial Coliseum, a charity event produced by local film studios.|~|Restored negative|~|Event reported in: ""Brilliant Screen Floats Parade and Sports Pageant Thrill Thousands at Stadium: Filmdom Presents Lavish Spectacle at Stadium Electrical Pageant,"" Los Angeles Times, 25 Sep.: 1932: 7",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kcxft,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kcxft/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002kcxgb,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/21198-zz002kcxgb_2399028_master.tif,,,,Floats (Parades) $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)|~|Columbia Pictures",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,"University of California, Los Angeles. $b Library Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalsc1429_b25_06,"""Rock of Gibralter"" float at the Electrical Parade in the Memorial Coliseum, Los Angeles, 1932",,"September 24, 1932",1 photograph,b&w nitrate negative,,1932-09-24,,,"Restored negative|~|Event reported in: ""Brilliant Screen Floats Parade and Sports Pageant Thrill Thousands at Stadium: Filmdom Presents Lavish Spectacle at Stadium Electrical Pageant,"" Los Angeles Times, 25 Sep.: 1932: 7|~|""Rock of Gibralter"" float at the Electrical Parade and sports pageant in the Memorial Coliseum, a charity event produced by local film studios. A sign on the float reads ""Columbia Pictures.""",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kcxgb,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kcxgb/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002kcxmd,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/21198-zz002kcxmd_2399055_master.tif,,,,Floats (Parades) $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,"Samuel Goldwyn, Inc.",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalsc1429_b25_15,"""Fete Day in Spain"" float at the Electrical Parade in the Memorial Coliseum, Los Angeles, 1932",,"September 24, 1932",1 photograph,b&w nitrate negative,,1932-09-24,,,"Restored negative|~|""Fete Day in Spain"" float from First National Pictures at the Electrical Parade and sports pageant in the Memorial Coliseum, a charity event produced by local film studios. A sign on the float reads ""Samuel Goldwyn.""|~|Event reported in: ""Brilliant Screen Floats Parade and Sports Pageant Thrill Thousands at Stadium: Filmdom Presents Lavish Spectacle at Stadium Electrical Pageant,"" Los Angeles Times, 25 Sep.: 1932: 7",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kcxmd,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kcxmd/manifest
