Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Alt ID.local,Description.abstract,Description.note,AltTitle.uniform,Publisher.placeOfOrigin,Date.creation,Relation.textDirection,Format.dimensions,Publisher.publisherName,Relation.isPartOf,Format.medium,Format.extent,Relation.pageNumber,Date.normalized
Medieval and Renaissance Manuscripts,ark:/21198/zz001hpdsk,ark:/21198/zz0009gx4f,10,Completed with minimal metadata,Work,,116,,,text,Manuscripts,pd,ita|~|lat,,,,"Rouse MS. 62. CARTHUSIAN CUSTOMAL, in Latin and Italian.",,,,,,N. Italy,XV 2/4,ltr,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001hq39f,ark:/21198/zz0009gx4f,10,Completed with minimal metadata,Work,,117,,,text,Manuscripts|~|fragments,pd,dut,,,,Rouse MS. 63. REGISTER OF PROPERTIES belonging to Willem van Merout [Merhout]. Fragment. In Dutch.,,,,,,Netherlands,1380,ltr,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001hq5hh,ark:/21198/zz0009gx4f,1,In progress,Work,,119,,,text,Manuscripts|~|fragments,pd,,,,,Rouse MS. 65. BOOK OF HOURS. Fragment.,,,,,,France,XVmed,ltr,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001hqgb8,ark:/21198/zz0009gx4f,1,In progress,Work,,121,,,text,Manuscripts,pd,ger,,,,"Rouse MS. 67. INDEX to a History, probably a printed book, in Latin.",,,,,,Germany,XV 2/2,ltr,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001hqjcr,ark:/21198/zz0009gx4f,1,In progress,Work,,125,,,text,Manuscripts,pd,,,,,"Rouse MS. 71. BREVIARY, 15 folios.",,,,,,Netherlands,XV,ltr,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001hqkf8,ark:/21198/zz0009gx4f,1,In progress,Work,|~||~|medren/masters/21198-zz002hgbtt_2265798_master.tif|~||~|medren/masters/21198-zz002hvqng_2289641_master.tif|~||~||~||~||~|,126,,,text,Manuscripts|~|fragments,pd,fre|~|lat,,,,"Rouse MS. 72. BOOK OF HOURS, in Latin and French. Fragment (10 bifolia, detached and unbound).",,,,,,"Paris or Rouen, France",XV 2/2,ltr,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001hqmvz,ark:/21198/zz0009gx4f,1,In progress,Work,,127,,,text,Manuscripts|~|fragments,pd,dut,,,,"Rouse MS. 73. HOURS in Dutch, fragment.",,,,,,Netherlands,XV,ltr,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001hqnc6,ark:/21198/zz0009gx4f,1,In progress,Work,,129,,,text,Manuscripts,pd,,,,,Rouse MS. 75. PRAYERBOOK.,,,,,,North Germany,1466,ltr,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nfgdc,ark:/21198/zz0009gx4f,2,Completed,Work,|~||~||~|medren/masters/21198-zz002hvqng_2289641_master.tif|~||~||~||~||~||~||~||~|,174,,,text,Manuscripts|~|fragments,pd,lat,,,,Coll. 100. Box 178 f.2 Ovid's Metamorphosen,,Collection 100 box 178 f2,,,100/178|~|Metamorphoses,France,before 1250,,195mm x 130mm,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nfj3p,ark:/21198/zz0009gx4f,1,In progress,Work,|~||~|medren/masters/21198-zz002hgbtt_2265798_master.tif|~|medren/masters/21198-zz002kc8nr_2396905_master.tif|~|medren/masters/21198-zz002kc8nr_2396905_master.tif|~|medren/masters/21198-zz002kc8nr_2396905_master.tif|~|medren/masters/21198-zz002kc8nr_2396905_master.tif,165,,,text,Manuscripts,pd,fre,,,,"Rouse MS. 114. REGISTER OF RECEIPTS, 5 leaves, in Latin.",,,,,,"France, Cathedral of St. Mammes in Langres",after 1 May 1412,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nfjdb,ark:/21198/zz0009gx4f,1,In progress,Work,,164,,,text,Manuscripts,pd,,,,,Rouse MS. 113. BREVIARY.,,,,,,France (Burgundy?),XV1/2,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nfjfv,ark:/21198/zz0009gx4f,1,In progress,Work,,163,,,text,Manuscripts,pd,,,,,Rouse MS. 112. BREVIARY.,,,,,,France,XIV2/2,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nfjmf,ark:/21198/zz0009gx4f,1,In progress,Work,,162,,,text,Manuscripts,pd,,,,,"Rouse MS. 111. PRAYER-BOOK OF SISTER RENEE HENNEQUIN of the Paris Filles-Dieu, in French with some Latin.",,,,,,Paris,1550,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nfjnz,ark:/21198/zz0009gx4f,10,Completed with minimal metadata,Work,,161,,,text,Manuscripts,pd,,,,,"Rouse MS. 110. OLD TESTAMENT, Numbers 3-5, 18-21, Deuteronomy 31-32, Judges 2-3.",,,,,,Bologna,XIII3/4,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nfjtj,ark:/21198/zz0009gx4f,10,Completed with minimal metadata,Work,|~||~||~|medren/masters/21198-zz002kc8nr_2396905_master.tif|~|medren/masters/21198-zz002kc8nr_2396905_master.tif|~|medren/masters/21198-zz002kc8nr_2396905_master.tif|~|medren/masters/21198-zz002kc8nr_2396905_master.tif,160,,,text,Manuscripts,pd,dut,,,,"Rouse MS. 109. NOTES by Leopold DELISLE (1826-1910), for ?Paul Lacombe (1834-1919), in French.",,,,,,Paris,1888-1905,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nfk56,ark:/21198/zz0009gx4f,10,Completed with minimal metadata,Work,,159,,,text,Manuscripts,pd,,,,,"Rouse MS. 108. SONGE DU VERGIER 3 leaves, French.",,,,,,France,1475-1500,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nfx2g,ark:/21198/zz0009gx4f,10,Completed with minimal metadata,Work,,155,,,text,Manuscripts,pd,,,,,"Rouse MS. 104. PSEUDO AUGUSTINE, SOLILOQUES and MEDITATIONS, in French.",,,,,,N. France,1475,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nfx72,ark:/21198/zz0009gx4f,10,Completed with minimal metadata,Work,,154,,,text,Manuscripts,pd,,,,,Rouse MS. 103. BREVIARY.,,,,,,England|~|Southern Netherlands,1548,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nfx8k,ark:/21198/zz0009gx4f,1,In progress,Work,|~||~|medren/masters/21198-zz002kc8nr_2396905_master.tif|~|medren/masters/21198-zz002kc8nr_2396905_master.tif|~|medren/masters/21198-zz002kc8nr_2396905_master.tif|~|medren/masters/21198-zz002kc8nr_2396905_master.tif,153,,,text,Manuscripts,pd,,,,,Rouse MS. 102. CALENDAR in French from a Book of Hours.,,,,,,"France, probably Paris",1425-1450,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nfxtv,ark:/21198/zz0009gx4f,10,Completed with minimal metadata,Work,,152,,,text,Manuscripts,pd,,,,,"Rouse MS. 101. GUIDO DE MONTE ROQUERIO, MANIPULUS CURATORUM.",,,,,,"Italy, probably Verona",1450-1470 (before 6 August 1471),,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nfxvc,ark:/21198/zz0009gx4f,1,In progress,Work,,151,,,text,Manuscripts,pd,,,,,Rouse MS. 100. SMALL OFFICE OF THE HOLY SPIRIT. In Latin and French.,,,,,,"France, Paris?|~|None",1828,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001ng2z9,ark:/21198/zz0009gx4f,1,In progress,Work,,130,,,text,Manuscripts|~|fragments,pd,,,,,Rouse MS. 76. BOOK OF HOURS: Office of the Dead.,,,,,,Italy,XV½,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nhg7p,ark:/21198/zz0009gx4f,1,In progress,Work,,150,,,text,Manuscripts,pd,,,,,"Rouse MS. 99. UNIDENTIFIED LATIN SERMONS, 2 folios.",,,,,,France (Paris?),XIII1/2,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nhg86,ark:/21198/zz0009gx4f,1,In progress,Work,,145,,,text,Manuscripts,pd,,,,,"Rouse MS. 94. Regula sororum sanctae Clarae, in Latin with 13 lines of Dutch.",,,,,,Flanders or the Netherlands,1475-1500,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nhg9q,ark:/21198/zz0009gx4f,1,In progress,Work,,149,,,text,Manuscripts,pd,,,,,"Rouse MS. 98. PETRARCH, Trionfo d'Amore & Trionfo della Pudicita.",,,,,,Italy (probably Florence),1450,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nhgb7,ark:/21198/zz0009gx4f,1,In progress,Work,,148,,,text,Manuscripts,pd,,,,,Rouse MS. 97. BREVIARY.,,,,,,England (Hereford),1375,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nhhdr,ark:/21198/zz0009gx4f,1,In progress,Work,,146,,,text,Manuscripts,pd,,,,,"Rouse MS. 95. BOOK OF HOURS(?) in Dutch, 4 leaves.",,,,,,Netherlands,XV 1/2,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nhhf8,ark:/21198/zz0009gx4f,1,In progress,Work,|~||~|medren/masters/21198-zz002hgbtt_2265798_master.tif|~||~||~||~|,144,,,text,Manuscripts,pd,fre,,,,Rouse MS. 93. BULL OF CLEMENT V (contemporary copy).,,,,,,Italy (Venice?),1313,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nhhgs,ark:/21198/zz0009gx4f,1,In progress,Work,,143,,,text,Manuscripts,pd,,,,,Rouse MS. 92. DISPUTE RESOLUTION BY POPE MARTIN V.,,,,,,Florence,29 April 1420,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nhhh9,ark:/21198/zz0009gx4f,1,In progress,Work,,131,,,text,Manuscripts,pd,,,,,"Rouse MS. 77. GUY DE FOLQUEYS (1203-1268; Pope Clement IV, 1265-1268), Le sept joies de la Vierge in Provençal. 1 biofolium.",,,,,,Provence,XIV 2/4,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nhhjt,ark:/21198/zz0009gx4f,1,In progress,Work,,132,,,text,Manuscripts,pd,,,,,Rouse MS. 78. BOOK COVER.,,,,,,Bavaria,XVI,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nj0j1,ark:/21198/zz0009gx4f,2,Completed,Work,|~||~|medren/masters/21198-zz002hvqng_2289641_master.tif|~||~||~||~|,134,,,text,Manuscripts,pd,lat,,,,Rouse MS. 81. FERIAL PSALTER. Latin.,,,,,,Germany,XVmed,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nj0xq,ark:/21198/zz0009gx4f,1,In progress,Work,,142,,,text,Manuscripts,pd,ita,,,,"Rouse MS. 90. HISTORICAL MISCELLANY, in Italian.",,clus_360_Rouse MS90,,,,Italy,1633,,31.5 x 22 cm,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nj8t1,ark:/21198/zz0009gx4f,1,In progress,Work,,141,,,text,Manuscripts,pd,,,,,"Rouse MS. 89. MISCELLANEA, humanist and theological, 1 quire.",,,,,,Cremona?,XVI in,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001njwzs,ark:/21198/zz0009gx4f,1,In progress,Work,,140,,,text,Manuscripts|~|fragments,pd,,,,,"Rouse MS. 88. COMMENTARY ON CIVIL LAW, fragment.",,,,,,Italy,XV ½,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001njx0s,ark:/21198/zz0009gx4f,1,In progress,Work,,139,,,text,Manuscripts,pd,,,,,Rouse MS. 87. OBITUARY. Parchment. Two bifolia.,,,,,,Ocques (France),XV-XVI in,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001njz5v,ark:/21198/zz0009gx4f,1,In progress,Work,,138,,,text,Manuscripts|~|fragments,pd,,,,,"Rouse MS. 86. PS. ALBERTUS MAGNUS, MARIALE; fragment.",,,,,,Italy,1275,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nk89q,ark:/21198/zz0009gx4f,1,In progress,Work,,136,,,text,Manuscripts,pd,,,,,"Rouse MS. 83. ORDO, CANON OF THE MASS, PRAYERS.",,,,,,Northwest France,1490-1500,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nspmv,ark:/21198/zz0009gx4f,1,In progress,Work,|~||~|medren/masters/21198-zz002hvqng_2289641_master.tif|~||~||~||~||~||~|,135,,,text,Manuscripts,pd,,,,,"Rouse MS. 82. MISSALE ROMANUM, incomplete (pr. bk.); and CANON OF THE MASS (manuscript)",,,,,,Germany,1481|~|XVex,,,,,,incomplete (pr. bk.),,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nv899,ark:/21198/zz0009gx4f,1,In progress,Work,,137,,,text,Manuscripts,pd,,,,,"Rouse MS. 85. PS. THOMAS AQUINAS, DE BEATITUDINE.",,,,,,Mainz or Wiesbaden,1497-98,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nw30p,ark:/21198/zz0009gx4f,1,In progress,Work,|~||~|medren/masters/21198-zz002hgbtt_2265798_master.tif|~||~||~||~||~||~|,25,,,text,Manuscripts,pd,fre,,,,"Rouse MS. 25. GRAND COUTUMIER DE NORMANDIE, in prose.",,,,,,France (Normandy),XIIIex / XIVin,,14.5 x 11.5 cm,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nwkn8,ark:/21198/zz0009gx4f,2,Completed,Work,|~||~||~||~|medren/masters/21198-zz002hvqng_2289641_master.tif|~|medren/masters/21198-zz002kc8nr_2396905_master.tif|~|medren/masters/21198-zz002kc8nr_2396905_master.tif|~|medren/masters/21198-zz002kc8nr_2396905_master.tif|~|medren/masters/21198-zz002kc8nr_2396905_master.tif|~|medren/masters/21198-zz002kc8nr_2396905_master.tif,185,,,text,Manuscripts,pd,ita,,,,Coll. 170. MS. 559. RIFUGIO DEI MISERI.,,170/ 559,,,,Northeastern Italy (Verona or Venice),XV^2|~|Mid 15th Century,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nwmvv,ark:/21198/zz0009gx4f,2,Completed,Work,,26,,,text,Manuscripts,pd,ita,,,,"Rouse MS. 26. DIONYSIUS AREOPAGITA, De celestia hierarchia.",,,,,,Italy,XVIin,,19 x 12.5 cm,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz001nwqjn,ark:/21198/zz0009gx4f,1,In progress,Work,,16,,,text,Manuscripts,pd,,,,,"Rouse MS. 11. CALENDAR, 1 quire.",,,,,,France (Rugny),XV,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz0025kj8n,ark:/21198/zz0009gx4f,2,Completed,Work,,186,,,text,Manuscripts,pd,ger,,,,"Coll. 170. MS. 575. REINMAR VON ZWETER, POEMS.",,170/ 575,,,,Germany,XIII 3/4,,39 x 12,,,parchment,"2 double-sided, unbound pages",,1275/1300
Medieval and Renaissance Manuscripts,ark:/21198/zz0027v5qg,ark:/21198/zz0009gx4f,1,In progress,Work,,22,,,text,Manuscripts,pd,lat,,,,"Rouse MS. 21. COLLECTS, fragment.",,,,,,England,XIII,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wshh,ark:/21198/zz0009gx4f,10,Completed with minimal metadata,Work,|~||~||~|medren/masters/21198-zz002hvqng_2289641_master.tif|~||~||~||~|,12,,,text,Manuscripts,pd,,,,,"Rouse MS. 7. GUILLELMO DE MANDAGOTO (fl.1275-1321), Libellus electionum.",,,,,,France,XIV,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wsr4,ark:/21198/zz0009gx4f,2,Completed,Work,|~||~||~|medren/masters/21198-zz002hvqng_2289641_master.tif|~||~|,17,,,text,Manuscripts,pd,,,,,"Rouse MS. 13. BREVIARY, fragment. Italy (Milan), s. XV.",,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wtv5,ark:/21198/zz0009gx4f,2,Completed,Work,|~||~||~|medren/masters/21198-zz002hvqng_2289641_master.tif|~||~||~||~|,18,,,text,Manuscripts,pd,,,,,Rouse MS. 14. PRIEST'S MANUAL.,,,,,,Germany,XV,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz002813f1,ark:/21198/zz0009gx4f,2,Completed,Work,|~||~||~|medren/masters/21198-zz002hvqng_2289641_master.tif|~||~||~||~|,19,,,text,Manuscripts,pd,,,,,"Rouse MS. 15. CHOIR BOOK in Czech (?), 4 fragments.",,,,,,Bohemia,XV,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz0028140s,ark:/21198/zz0009gx4f,2,Completed,Work,|~||~||~|medren/masters/21198-zz002hvqng_2289641_master.tif|~||~||~||~|,20,,,text,Manuscripts,pd,,,,,"Rouse MS. 17. LEGAL AND THEOLOGICAL NOTES, HOURS OF THE CROSS.",,,,,,S. France,XIII,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz002814w7,ark:/21198/zz0009gx4f,10,Completed with minimal metadata,Work,|~||~||~||~|medren/masters/21198-zz002hvqng_2289641_master.tif|~||~||~||~|,24,,,text,Manuscripts,pd,ita,,,,"Rouse MS. 24. EXEMPLA, fragment.",,,,,,Italy,XV,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz00286m3b,ark:/21198/zz0009gx4f,10,Completed with minimal metadata,Work,|~||~||~||~|medren/masters/21198-zz002hvqng_2289641_master.tif|~||~||~||~|,27,,,text,Manuscripts,pd,ita,,,,Rouse MS. 27. BREVIARIUM.,,,,,,Italy,XVex,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz00286nq4,ark:/21198/zz0009gx4f,10,Completed with minimal metadata,Work,|~||~||~||~|medren/masters/21198-zz002hvqng_2289641_master.tif|~||~||~||~|,28,,,text,Manuscripts,pd,ita,,,,"Rouse MS. 28. SERMONES, fragment.",,,,,,Italy,XIII,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz00286nrn,ark:/21198/zz0009gx4f,10,Completed with minimal metadata,Work,|~||~||~||~|medren/masters/21198-zz002hvqng_2289641_master.tif|~||~||~||~|,29,,,text,Manuscripts,pd,ger,,,,"Rouse MS. 29. SERMONES, fragment.",,,,,,Germany,XVmed,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz00293fzx,ark:/21198/zz0009gx4f,10,Completed with minimal metadata,Work,|~||~|medren/masters/21198-zz002hvqng_2289641_master.tif|~||~||~||~||~|,118,,,text,Manuscripts,pd,,,,,Rouse MS. 64. GYNECOLOGICAL TEXT and REGISTER AMELIS POLLARIS.,,,,Collection and descriptions by Richard and Mary Rouse.,,Netherlands,1537-1545,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz00293n8g,ark:/21198/zz0009gx4f,10,Completed with minimal metadata,Work,|~||~|medren/masters/21198-zz002hvqng_2289641_master.tif|~||~||~||~||~||~|,124,,,text,Manuscripts,pd,,,,,"Rouse MS. 70. PETRUS LOMBARDUS, SENTENTIAE. 22 leaves from Books I, III and IV.",,,,Collection and descriptions by Richard and Mary Rouse.,"22 leaves from Books I, III and IV",Italy,XIII 2/2,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz002dj714,ark:/21198/zz0009gx4f,2,Completed,Work,,211,,,text,Manuscripts,pd,,,,,"Coll. 170. MS. 743. Chatelet Liasse, four records from the Chatelet of Paris",,170/ 743,,,,Paris,"1412, ca. 1488, and s. XV",,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz002hgbtt,ark:/21198/zz0009gx4f,2,Completed,Work,medren/masters/21198-zz002hgbtt_2265798_master.tif|~|medren/masters/21198-zz002hgbtt_2265798_master.tif|~|medren/masters/21198-zz002hvqng_2289641_master.tif|~|medren/masters/21198-zz002hvqng_2289641_master.tif|~|medren/masters/21198-zz002hvqng_2289641_master.tif|~|medren/masters/yrlsc_170-627_ferrara_0126_flyleaf_1v.tif|~|medren/masters/yrlsc_170-627_ferrara_0126_flyleaf_1v.tif|~|medren/masters/yrlsc_170-627_ferrara_0126_flyleaf_1v.tif|~|medren/masters/yrlsc_170-627_ferrara_0126_flyleaf_1v.tif|~|medren/masters/yrlsc_170-627_ferrara_0126_flyleaf_1v.tif|~|medren/masters/yrlsc_170-627_ferrara_0126_flyleaf_1v.tif|~|medren/masters/yrlsc_170-627_ferrara_0126_flyleaf_1v.tif|~|medren/masters/yrlsc_170-627_ferrara_0126_flyleaf_1v.tif,37,,,text,Scrolls (Visual works),pd,eng,,"University of California, Los Angeles. $b Library Special Collections",,"Rouse MS. 49. GENEALOGICAL ROLL CHRONICLE OF THE KINGS OF ENGLAND. England, XIVex",,Rouse 360/049|~|Rouse MS. 49,,"A genealogy of the kings of England beginning with Ethelbert (Egbert) and continuing through Richard II, accompanied by text in Anglo-Norman.",,England,XIVex,,24 x 297 cm (9.5 x 117 in.),,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz002hj39k,ark:/21198/zz0009gx4f,2,Completed,Work,medren/masters/21198-zz002hvqng_2289641_master.tif,190,,,text,letters (correspondence),pd,ita,,,,"Coll. 170 MS. 658 Paulus MANUTIUS, CONTRACT. May 1561",,170/ 658,"Paper. 1 leaf,  280 x 205 mm. 32 long lines unruled. Ink eating through paper (oxide burned). [Rome, May 1561].",,,Italy,May 1561,,280 x 205 mm.,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz002hjj48,ark:/21198/zz0009gx4f,2,Completed,Work,,188,,,text,Manuscripts,pd,,,,,"Coll. 170. MS. 627. NICCOLÒ DI ANTONIO DA FIESSO DI FERRARA, Meditationes super Passionem Christi; Epistola Beate Marie Virginis ad universos Christi fideles.",,170/ 627,,"Parchment, f. i (modern paper) + 60 + i (modern paper), modern foliation 1-60 in pencil.",,Italy (Ferrara),s. XVmed,,226 x 160 (161 x 108) mm,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz002hvqng,ark:/21198/zz0009gx4f,2,Completed,Work,medren/masters/21198-zz002hvqng_2289641_master.tif|~|medren/masters/21198-zz002hvqng_2289641_master.tif|~|medren/masters/yrlsc_170-627_ferrara_0083_40r.tif|~|medren/masters/yrlsc_170-627_ferrara_0083_40r.tif|~|medren/masters/yrlsc_170-627_ferrara_0083_40r.tif|~|medren/masters/yrlsc_170-627_ferrara_0083_40r.tif|~|medren/masters/yrlsc_170-627_ferrara_0083_40r.tif,175,,,text,Manuscripts,pd,,,,,Coll. 100. Box 179 Visigothic Manuscript,,100/179 recto,,"Manuscript document on vellum, written in several Romanesque bookhands in 3 columns on both sides of single leaf. Notary signs. 590x 422 mm.An official record of land donations left in wills to the church of San Juan Batista de Calavario near Montenegro in the province of La Coruña, Spain. By far the greatest proposition of gifts come from the Froilaz family and were left between the years 1076 and 1153. Includes are seventeen separate donations.Neither the church, nor the town exit today and the only means of localizing the donations are the mention of the rivers Eume and Lara (i.e. Ladra), both in northeastern La Coruña. Froilaz (Froilan or Froila) was the name of 3 kings of Asturia and a bishop of Leon, and so must have ben closely related to this region.",,"Montenegro, Spain",before 1160,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz002hw53x,ark:/21198/zz0009gx4f,2,Completed,Work,medren/masters/21198-zz002hvqng_2289641_master.tif,210,,,text,Manuscripts|~|Illuminations,pd,lat,,,,"Coll. 170 MS. 726.  BARTHOLOMEUS PAIELLUS [BARTOLOMEO PAGELLO], Carmen in laudem Petri Mocenigi. Latin. Veneto (Padua? Ferrara?), 1474-1476",,170/726,"Bound in light brown goatskin over pasteboards. Boards paneled in a double frame of triple blind filets; central panel decorated with blind rope work designs and circular punches, with punches gilt in inner frame. Parchment, 12 ff. (1 quire), 220 x (130 x 70) mm.",,,Italy,,,220 x 130 x 70 mm,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz002k6sp8,ark:/21198/zz0009gx4f,1,In progress,Work,,166,,,text,Manuscripts,pd,,,,,Rouse 360 Leaves,,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kc1w0,ark:/21198/zz0009gx4f,10,Completed with minimal metadata,Work,,179,,,text,Manuscripts,pd,,,,,"Coll. 170. MS. 347. Bible. Manuscripts, Greek.",,,"Bible. Manuscripts, Greek. New Testament (Greek ca. 1100). **The Peckover-Foot Codex. Miniatures of the Evanglists.",,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kdp1p,ark:/21198/zz0009gx4f,1,In progress,Work,,11,,,text,Manuscripts,pd,,,,,"Rouse MS. 5. ROUERGUE CADASTRE, in Occitan.",,,,,,S. France (Requista?),s. XIV/XV,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kdptk,ark:/21198/zz0009gx4f,2,Completed,Work,,13,,,text,Manuscripts,pd,,,,,"Rouse MS. 8 EXEMPLIA COLLECTION ON THE VIRTUES AND VICES, ect., fragment.",,,,,,"Italy, s.",XIV,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kdqbt,ark:/21198/zz0009gx4f,2,Completed,Work,,15,,,text,Manuscripts,pd,,,,,"Rouse MS 10. RHAZES et al., SYNONYMA, fragments.",,,,,,"Germany, s.",XV.,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kdr5q,ark:/21198/zz0009gx4f,10,Completed with minimal metadata,Work,,14,,,text,Manuscripts,pd,,,,,"Rouse MS. 9 BIBLE, fragment.",,,,,,Italy (Bologna?),ca. 1270-1285,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kf4d3,ark:/21198/zz0009gx4f,2,Completed,Work,,5,,,text,Manuscripts,pd,,,,,Belt Ms. 34. LEONARDO DA VINCI MANOSCRITTO,,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kf4fm,ark:/21198/zz0009gx4f,2,Completed,Work,,8,,,text,Manuscripts,pd,,,,,"Belt Ms. 65. MICHELANGELO BUONARROTI, RECORD",,,"Paper, 1 leaf; 43 x 160mm. % long lines, in the hand of Michelangelo. Pasted on a larger sheet which bears the round stamp ""Archivio Sommi Picenardi"" and a note by Pio Martinucci.",,,"Italy, 1533",,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kf9s6,ark:/21198/zz0009gx4f,1,In progress,Work,,7,,,text,Manuscripts,pd,,,,,Belt Ms. 45.,,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz002kfg38,ark:/21198/zz0009gx4f,2,Completed,Work,,1,,,text,Manuscripts,pd,ita,,,,Belt D 1. Gerolamo Fignio (fl. s. XIV2),,,,"Drawing in crayon and chalk of the Last Supper, after Leonardo da Vinci. Italy, ca. 1562. Paper. Belonged to the von Feder Collection (stamp: ""v. Feder"" and note ""Nov. 04-la""). Source and date of acquisition unknown.",,,XIV,,130 x 195 mm.,,,,,,
