"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","Type.typeOfResource","Rights.copyrightStatus","Language","Description.note","Date.normalized","Date.creation","Title","Alt ID.local","Bucketeer State","IIIF Access URL"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgkc/4398d40h","ark:/21198/zz002gcgkc","","","Page","satellite/image/Shandong_DS1110-1070DF019_19_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgkc%2F4398d40h"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgkc/gk628p69","ark:/21198/zz002gcgkc","","","Page","satellite/image/Shandong_DS1110-1070DF019_19_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgkc%2Fgk628p69"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgkc/rd384p1q","ark:/21198/zz002gcgkc","","","Page","satellite/image/Shandong_DS1110-1070DF019_19_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgkc%2Frd384p1q"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgkc/vw76hq94","ark:/21198/zz002gcgkc","","","Page","satellite/image/Shandong_DS1110-1070DF019_19_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgkc%2Fvw76hq94"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgmw/3963fp8z","ark:/21198/zz002gcgmw","","","Page","satellite/image/Shandong_DS1110-2232DA111_111_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgmw%2F3963fp8z"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgmw/5z129d0h","ark:/21198/zz002gcgmw","","","Page","satellite/image/Shandong_DS1110-2232DA111_111_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgmw%2F5z129d0h"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgmw/7778kz50","ark:/21198/zz002gcgmw","","","Page","satellite/image/Shandong_DS1110-2232DA111_111_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgmw%2F7778kz50"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgmw/jb337427","ark:/21198/zz002gcgmw","","","Page","satellite/image/Shandong_DS1110-2232DA111_111_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgmw%2Fjb337427"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgnd/4d39qp7k","ark:/21198/zz002gcgnd","","","Page","satellite/image/Shandong_DS1112-1054DA100_100_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgnd%2F4d39qp7k"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgnd/8528ds9n","ark:/21198/zz002gcgnd","","","Page","satellite/image/Shandong_DS1112-1054DA100_100_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgnd%2F8528ds9n"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgnd/c733ff5q","ark:/21198/zz002gcgnd","","","Page","satellite/image/Shandong_DS1112-1054DA100_100_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgnd%2Fc733ff5q"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgnd/vg57qx33","ark:/21198/zz002gcgnd","","","Page","satellite/image/Shandong_DS1112-1054DA100_100_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgnd%2Fvg57qx33"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgpx/9s69v90s","ark:/21198/zz002gcgpx","","","Page","satellite/image/Shandong_DS1112-1054DA101_101_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgpx%2F9s69v90s"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgpx/gz85ns3k","ark:/21198/zz002gcgpx","","","Page","satellite/image/Shandong_DS1112-1054DA101_101_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgpx%2Fgz85ns3k"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgpx/nk08cm97","ark:/21198/zz002gcgpx","","","Page","satellite/image/Shandong_DS1112-1054DA101_101_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgpx%2Fnk08cm97"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgpx/q849990r","ark:/21198/zz002gcgpx","","","Page","satellite/image/Shandong_DS1112-1054DA101_101_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgpx%2Fq849990r"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgqf/5x518w1q","ark:/21198/zz002gcgqf","","","Page","satellite/image/Shandong_DS1112-1054DA102_102_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgqf%2F5x518w1q"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgqf/mm82d39p","ark:/21198/zz002gcgqf","","","Page","satellite/image/Shandong_DS1112-1054DA102_102_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgqf%2Fmm82d39p"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgqf/qm49085f","ark:/21198/zz002gcgqf","","","Page","satellite/image/Shandong_DS1112-1054DA102_102_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgqf%2Fqm49085f"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgqf/x466jh9f","ark:/21198/zz002gcgqf","","","Page","satellite/image/Shandong_DS1112-1054DA102_102_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgqf%2Fx466jh9f"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgrz/2n12kr5n","ark:/21198/zz002gcgrz","","","Page","satellite/image/Shandong_DS1112-1054DF094_94_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgrz%2F2n12kr5n"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgrz/bm18s23h","ark:/21198/zz002gcgrz","","","Page","satellite/image/Shandong_DS1112-1054DF094_94_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgrz%2Fbm18s23h"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgrz/j092rc21","ark:/21198/zz002gcgrz","","","Page","satellite/image/Shandong_DS1112-1054DF094_94_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgrz%2Fj092rc21"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgrz/mz22x643","ark:/21198/zz002gcgrz","","","Page","satellite/image/Shandong_DS1112-1054DF094_94_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgrz%2Fmz22x643"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgsg/3q09vh90","ark:/21198/zz002gcgsg","","","Page","satellite/image/Shandong_DS1112-1054DF095_95_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgsg%2F3q09vh90"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgsg/6b507r7w","ark:/21198/zz002gcgsg","","","Page","satellite/image/Shandong_DS1112-1054DF095_95_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgsg%2F6b507r7w"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgsg/8p56tj6b","ark:/21198/zz002gcgsg","","","Page","satellite/image/Shandong_DS1112-1054DF095_95_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgsg%2F8p56tj6b"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgsg/k834fz82","ark:/21198/zz002gcgsg","","","Page","satellite/image/Shandong_DS1112-1054DF095_95_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgsg%2Fk834fz82"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgt0/8z090x7d","ark:/21198/zz002gcgt0","","","Page","satellite/image/Shandong_DS1112-1054DF096_96_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgt0%2F8z090x7d"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgt0/cb39qp5d","ark:/21198/zz002gcgt0","","","Page","satellite/image/Shandong_DS1112-1054DF096_96_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgt0%2Fcb39qp5d"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgt0/hr22gp2w","ark:/21198/zz002gcgt0","","","Page","satellite/image/Shandong_DS1112-1054DF096_96_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgt0%2Fhr22gp2w"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgt0/n6297459","ark:/21198/zz002gcgt0","","","Page","satellite/image/Shandong_DS1112-1054DF096_96_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgt0%2Fn6297459"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgvh/34375d5r","ark:/21198/zz002gcgvh","","","Page","satellite/image/Shandong_DS1112-1054DF097_97_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgvh%2F34375d5r"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgvh/c621c541","ark:/21198/zz002gcgvh","","","Page","satellite/image/Shandong_DS1112-1054DF097_97_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgvh%2Fc621c541"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgvh/r405v670","ark:/21198/zz002gcgvh","","","Page","satellite/image/Shandong_DS1112-1054DF097_97_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgvh%2Fr405v670"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgvh/wz80cx4s","ark:/21198/zz002gcgvh","","","Page","satellite/image/Shandong_DS1112-1054DF097_97_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgvh%2Fwz80cx4s"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgw1/7z88s95q","ark:/21198/zz002gcgw1","","","Page","satellite/image/Shandong_DS1112-1070DF164_164_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgw1%2F7z88s95q"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgw1/jv44z68t","ark:/21198/zz002gcgw1","","","Page","satellite/image/Shandong_DS1112-1070DF164_164_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgw1%2Fjv44z68t"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgw1/ts11z518","ark:/21198/zz002gcgw1","","","Page","satellite/image/Shandong_DS1112-1070DF164_164_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgw1%2Fts11z518"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgw1/v383cn9w","ark:/21198/zz002gcgw1","","","Page","satellite/image/Shandong_DS1112-1070DF164_164_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgw1%2Fv383cn9w"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgxj/g060529q","ark:/21198/zz002gcgxj","","","Page","satellite/image/Shandong_DS1112-1070DF165_165_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgxj%2Fg060529q"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgxj/n042qq0b","ark:/21198/zz002gcgxj","","","Page","satellite/image/Shandong_DS1112-1070DF165_165_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgxj%2Fn042qq0b"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgxj/n4150s41","ark:/21198/zz002gcgxj","","","Page","satellite/image/Shandong_DS1112-1070DF165_165_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgxj%2Fn4150s41"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgxj/zd47tp5w","ark:/21198/zz002gcgxj","","","Page","satellite/image/Shandong_DS1112-1070DF165_165_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgxj%2Fzd47tp5w"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgz2/2k26fb2r","ark:/21198/zz002gcgz2","","","Page","satellite/image/Shandong_DS1112-2167DA035_35_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgz2%2F2k26fb2r"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgz2/c340xs3w","ark:/21198/zz002gcgz2","","","Page","satellite/image/Shandong_DS1112-2167DA035_35_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgz2%2Fc340xs3w"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgz2/pr075s7j","ark:/21198/zz002gcgz2","","","Page","satellite/image/Shandong_DS1112-2167DA035_35_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgz2%2Fpr075s7j"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcgz2/sp76g15q","ark:/21198/zz002gcgz2","","","Page","satellite/image/Shandong_DS1112-2167DA035_35_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgz2%2Fsp76g15q"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch02/h4469g77","ark:/21198/zz002gch02","","","Page","satellite/image/Shandong_DS1112-2167DA036_36_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch02%2Fh4469g77"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch02/m981tn9z","ark:/21198/zz002gch02","","","Page","satellite/image/Shandong_DS1112-2167DA036_36_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch02%2Fm981tn9z"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch02/p328j854","ark:/21198/zz002gch02","","","Page","satellite/image/Shandong_DS1112-2167DA036_36_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch02%2Fp328j854"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch02/sr43bt7m","ark:/21198/zz002gch02","","","Page","satellite/image/Shandong_DS1112-2167DA036_36_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch02%2Fsr43bt7m"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch1k/1z245b89","ark:/21198/zz002gch1k","","","Page","satellite/image/Shandong_DS1112-2232DA123_123_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch1k%2F1z245b89"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch1k/2x86m47j","ark:/21198/zz002gch1k","","","Page","satellite/image/Shandong_DS1112-2232DA123_123_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch1k%2F2x86m47j"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch1k/8d604700","ark:/21198/zz002gch1k","","","Page","satellite/image/Shandong_DS1112-2232DA123_123_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch1k%2F8d604700"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch1k/8s34pj2g","ark:/21198/zz002gch1k","","","Page","satellite/image/Shandong_DS1112-2232DA123_123_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch1k%2F8s34pj2g"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch23/bv902h5h","ark:/21198/zz002gch23","","","Page","satellite/image/Shandong_DS1112-2264DA020_20_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch23%2Fbv902h5h"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch23/j510d14b","ark:/21198/zz002gch23","","","Page","satellite/image/Shandong_DS1112-2264DA020_20_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch23%2Fj510d14b"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch23/qz88dx76","ark:/21198/zz002gch23","","","Page","satellite/image/Shandong_DS1112-2264DA020_20_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch23%2Fqz88dx76"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch23/sz039q6s","ark:/21198/zz002gch23","","","Page","satellite/image/Shandong_DS1112-2264DA020_20_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch23%2Fsz039q6s"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch3m/9c000v3s","ark:/21198/zz002gch3m","","","Page","satellite/image/Shandong_DS1112-2264DA021_21_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch3m%2F9c000v3s"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch3m/dz42c62q","ark:/21198/zz002gch3m","","","Page","satellite/image/Shandong_DS1112-2264DA021_21_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch3m%2Fdz42c62q"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch3m/s881kt14","ark:/21198/zz002gch3m","","","Page","satellite/image/Shandong_DS1112-2264DA021_21_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch3m%2Fs881kt14"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch3m/tz51r07x","ark:/21198/zz002gch3m","","","Page","satellite/image/Shandong_DS1112-2264DA021_21_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch3m%2Ftz51r07x"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch44/4n38635s","ark:/21198/zz002gch44","","","Page","satellite/image/Shandong_DS1112-2264DA022_22_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch44%2F4n38635s"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch44/kd37m714","ark:/21198/zz002gch44","","","Page","satellite/image/Shandong_DS1112-2264DA022_22_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch44%2Fkd37m714"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch44/t758nm6b","ark:/21198/zz002gch44","","","Page","satellite/image/Shandong_DS1112-2264DA022_22_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch44%2Ft758nm6b"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch44/w708027j","ark:/21198/zz002gch44","","","Page","satellite/image/Shandong_DS1112-2264DA022_22_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch44%2Fw708027j"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch5n/8w02764c","ark:/21198/zz002gch5n","","","Page","satellite/image/Shandong_DS1112-2264DA023_23_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch5n%2F8w02764c"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch5n/pf996d69","ark:/21198/zz002gch5n","","","Page","satellite/image/Shandong_DS1112-2264DA023_23_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch5n%2Fpf996d69"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch65/w9814g7j","ark:/21198/zz002gch65","","","Page","satellite/image/Shandong_DS1112-2264DA023_23_d1.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch65%2Fw9814g7j"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch65/zt598016","ark:/21198/zz002gch65","","","Page","satellite/image/Shandong_DS1112-2264DA023_23_d2.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch65%2Fzt598016"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch7p/9m42cf5p","ark:/21198/zz002gch7p","","","Page","satellite/image/Shandong_DS1112-2264DA024_24_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch7p%2F9m42cf5p"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch7p/fg757q4x","ark:/21198/zz002gch7p","","","Page","satellite/image/Shandong_DS1112-2264DA024_24_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch7p%2Ffg757q4x"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gch7p/gm92cj4t","ark:/21198/zz002gch7p","","","Page","satellite/image/Shandong_DS1112-2264DA024_24_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch7p%2Fgm92cj4t"
