"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Type.typeOfResource","Rights.copyrightStatus","Language","Description.note","Date.normalized","Date.creation","Title","Alt ID.local"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf45/hn257t52","ark:/21198/zz002gcf45","","","Page","satellite/image/Qufu_DS1101-1069DA135_135_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf45/nx85946j","ark:/21198/zz002gcf45","","","Page","satellite/image/Qufu_DS1101-1069DA135_135_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf45/p0656d0s","ark:/21198/zz002gcf45","","","Page","satellite/image/Qufu_DS1101-1069DA135_135_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf45/v777sw02","ark:/21198/zz002gcf45","","","Page","satellite/image/Qufu_DS1101-1069DA135_135_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf5p/4q24nj2z","ark:/21198/zz002gcf5p","","","Page","satellite/image/Qufu_DS1101-1069DA136_136_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf5p/sn74j060","ark:/21198/zz002gcf5p","","","Page","satellite/image/Qufu_DS1101-1069DA136_136_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf5p/v332xw5z","ark:/21198/zz002gcf5p","","","Page","satellite/image/Qufu_DS1101-1069DA136_136_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf5p/w8812q9z","ark:/21198/zz002gcf5p","","","Page","satellite/image/Qufu_DS1101-1069DA136_136_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf66/4670ct94","ark:/21198/zz002gcf66","","","Page","satellite/image/Qufu_DS1101-1069DA137_137_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf66/hz72x985","ark:/21198/zz002gcf66","","","Page","satellite/image/Qufu_DS1101-1069DA137_137_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf66/jw12b56x","ark:/21198/zz002gcf66","","","Page","satellite/image/Qufu_DS1101-1069DA137_137_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf66/sk67x076","ark:/21198/zz002gcf66","","","Page","satellite/image/Qufu_DS1101-1069DA137_137_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf7q/7631tx4b","ark:/21198/zz002gcf7q","","","Page","satellite/image/Qufu_DS1101-1069DA138_138_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf7q/d219h17v","ark:/21198/zz002gcf7q","","","Page","satellite/image/Qufu_DS1101-1069DA138_138_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf7q/dt02s05c","ark:/21198/zz002gcf7q","","","Page","satellite/image/Qufu_DS1101-1069DA138_138_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf7q/n518z15d","ark:/21198/zz002gcf7q","","","Page","satellite/image/Qufu_DS1101-1069DA138_138_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf87/45842c55","ark:/21198/zz002gcf87","","","Page","satellite/image/Qufu_DS1101-1069DF127_127_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf87/8496bj5h","ark:/21198/zz002gcf87","","","Page","satellite/image/Qufu_DS1101-1069DF127_127_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf87/jp42ss77","ark:/21198/zz002gcf87","","","Page","satellite/image/Qufu_DS1101-1069DF127_127_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf87/qs662x02","ark:/21198/zz002gcf87","","","Page","satellite/image/Qufu_DS1101-1069DF127_127_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf9r/3g54028r","ark:/21198/zz002gcf9r","","","Page","satellite/image/Qufu_DS1101-1069DF128_128_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf9r/5720vk70","ark:/21198/zz002gcf9r","","","Page","satellite/image/Qufu_DS1101-1069DF128_128_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf9r/fr04j50q","ark:/21198/zz002gcf9r","","","Page","satellite/image/Qufu_DS1101-1069DF128_128_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf9r/qw199p6p","ark:/21198/zz002gcf9r","","","Page","satellite/image/Qufu_DS1101-1069DF128_128_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfb8/5g85bs7q","ark:/21198/zz002gcfb8","","","Page","satellite/image/Qufu_DS1101-1069DF129_129_d.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfb8/dx69gg8j","ark:/21198/zz002gcfb8","","","Page","satellite/image/Qufu_DS1101-1069DF129_129_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfft/2f81gr0m","ark:/21198/zz002gcfft","","","Page","satellite/image/Rizhao_Qingdao_Shandong_DS1114-2167DA034_34_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfft/4426046h","ark:/21198/zz002gcfft","","","Page","satellite/image/Rizhao_Qingdao_Shandong_DS1114-2167DA034_34_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfft/fn443v5k","ark:/21198/zz002gcfft","","","Page","satellite/image/Rizhao_Qingdao_Shandong_DS1114-2167DA034_34_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfft/pm33h95p","ark:/21198/zz002gcfft","","","Page","satellite/image/Rizhao_Qingdao_Shandong_DS1114-2167DA034_34_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfgb/4z628q57","ark:/21198/zz002gcfgb","","","Page","satellite/image/Shaanxi_Guanzhong_DS1102-2135DF087_87_d.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfgb/j541sq1n","ark:/21198/zz002gcfgb","","","Page","satellite/image/Shaanxi_Guanzhong_DS1102-2135DF087_87_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfgb/vc07m10m","ark:/21198/zz002gcfgb","","","Page","satellite/image/Shaanxi_Guanzhong_DS1102-2135DF087_87_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfhv/1f00nz4k","ark:/21198/zz002gcfhv","","","Page","satellite/image/Shaanxi_Guanzhong_DS1102-2135DF112_112_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfhv/g7280c22","ark:/21198/zz002gcfhv","","","Page","satellite/image/Shaanxi_Guanzhong_DS1102-2135DF112_112_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfhv/kr863h16","ark:/21198/zz002gcfhv","","","Page","satellite/image/Shaanxi_Guanzhong_DS1102-2135DF112_112_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfhv/mr86kn2m","ark:/21198/zz002gcfhv","","","Page","satellite/image/Shaanxi_Guanzhong_DS1102-2135DF112_112_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfjc/r716gz49","ark:/21198/zz002gcfjc","","","Page","satellite/image/Shaanxi_Guanzhong_DS1108-2135DA028_28_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfjc/tq776w1c","ark:/21198/zz002gcfjc","","","Page","satellite/image/Shaanxi_Guanzhong_DS1108-2135DA028_28_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfjc/w626dz5k","ark:/21198/zz002gcfjc","","","Page","satellite/image/Shaanxi_Guanzhong_DS1108-2135DA028_28_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfjc/w6747292","ark:/21198/zz002gcfjc","","","Page","satellite/image/Shaanxi_Guanzhong_DS1108-2135DA028_28_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfkw/1320nx72","ark:/21198/zz002gcfkw","","","Page","satellite/image/Shaanxi_Guanzhong_DS1108-2135DA029_29_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfkw/47989k19","ark:/21198/zz002gcfkw","","","Page","satellite/image/Shaanxi_Guanzhong_DS1108-2135DA029_29_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfkw/gd60q69f","ark:/21198/zz002gcfkw","","","Page","satellite/image/Shaanxi_Guanzhong_DS1108-2135DA029_29_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfkw/kb12j04q","ark:/21198/zz002gcfkw","","","Page","satellite/image/Shaanxi_Guanzhong_DS1108-2135DA029_29_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfmd/1d45ch3h","ark:/21198/zz002gcfmd","","","Page","satellite/image/Shandong_DS1101-1069DF130_130_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfmd/t594bv1k","ark:/21198/zz002gcfmd","","","Page","satellite/image/Shandong_DS1101-1069DF130_130_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfmd/tb61pj3h","ark:/21198/zz002gcfmd","","","Page","satellite/image/Shandong_DS1101-1069DF130_130_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfmd/zd86mb6m","ark:/21198/zz002gcfmd","","","Page","satellite/image/Shandong_DS1101-1069DF130_130_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfnx/0x76qg8p","ark:/21198/zz002gcfnx","","","Page","satellite/image/Shandong_DS1101-1069DF131_131_c.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfnx/bp827234","ark:/21198/zz002gcfnx","","","Page","satellite/image/Shandong_DS1101-1069DF131_131_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfnx/m665vk29","ark:/21198/zz002gcfnx","","","Page","satellite/image/Shandong_DS1101-1069DF131_131_d.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfpf/9869r67v","ark:/21198/zz002gcfpf","","","Page","satellite/image/Shandong_DS1101-1069DF132_132_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfpf/kh63mw1g","ark:/21198/zz002gcfpf","","","Page","satellite/image/Shandong_DS1101-1069DF132_132_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfpf/m709zm59","ark:/21198/zz002gcfpf","","","Page","satellite/image/Shandong_DS1101-1069DF132_132_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfpf/v492jd7f","ark:/21198/zz002gcfpf","","","Page","satellite/image/Shandong_DS1101-1069DF132_132_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfqz/5d44x54w","ark:/21198/zz002gcfqz","","","Page","satellite/image/Shandong_DS1103-2167DA107_107_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfqz/gv59vc7t","ark:/21198/zz002gcfqz","","","Page","satellite/image/Shandong_DS1103-2167DA107_107_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfqz/w461v63k","ark:/21198/zz002gcfqz","","","Page","satellite/image/Shandong_DS1103-2167DA107_107_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfqz/wq15hb8z","ark:/21198/zz002gcfqz","","","Page","satellite/image/Shandong_DS1103-2167DA107_107_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfrg/dz10g985","ark:/21198/zz002gcfrg","","","Page","satellite/image/Shandong_DS1103-2167DA108_108_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfrg/g128r824","ark:/21198/zz002gcfrg","","","Page","satellite/image/Shandong_DS1103-2167DA108_108_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfrg/nq291d18","ark:/21198/zz002gcfrg","","","Page","satellite/image/Shandong_DS1103-2167DA108_108_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfrg/qf69s029","ark:/21198/zz002gcfrg","","","Page","satellite/image/Shandong_DS1103-2167DA108_108_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfs0/0069jc3d","ark:/21198/zz002gcfs0","","","Page","satellite/image/Shandong_DS1103-2167DA109_109_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfs0/5645p56v","ark:/21198/zz002gcfs0","","","Page","satellite/image/Shandong_DS1103-2167DA109_109_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfs0/5f35rv3z","ark:/21198/zz002gcfs0","","","Page","satellite/image/Shandong_DS1103-2167DA109_109_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfs0/9z39pj3m","ark:/21198/zz002gcfs0","","","Page","satellite/image/Shandong_DS1103-2167DA109_109_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfth/jv65d405","ark:/21198/zz002gcfth","","","Page","satellite/image/Shandong_DS1103-2167DA110_110_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfth/k137462t","ark:/21198/zz002gcfth","","","Page","satellite/image/Shandong_DS1103-2167DA110_110_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfth/k846fb46","ark:/21198/zz002gcfth","","","Page","satellite/image/Shandong_DS1103-2167DA110_110_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfth/nw585g22","ark:/21198/zz002gcfth","","","Page","satellite/image/Shandong_DS1103-2167DA110_110_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfv1/8s845n2x","ark:/21198/zz002gcfv1","","","Page","satellite/image/Shandong_DS1103-2167DA111_111_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfv1/gc16bj62","ark:/21198/zz002gcfv1","","","Page","satellite/image/Shandong_DS1103-2167DA111_111_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfv1/tb518v3q","ark:/21198/zz002gcfv1","","","Page","satellite/image/Shandong_DS1103-2167DA111_111_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfv1/zx115r8b","ark:/21198/zz002gcfv1","","","Page","satellite/image/Shandong_DS1103-2167DA111_111_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfwj/2t62140z","ark:/21198/zz002gcfwj","","","Page","satellite/image/Shandong_DS1103-2167DF101_101_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfwj/5n02pv09","ark:/21198/zz002gcfwj","","","Page","satellite/image/Shandong_DS1103-2167DF101_101_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfwj/rs60v13k","ark:/21198/zz002gcfwj","","","Page","satellite/image/Shandong_DS1103-2167DF101_101_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfwj/xk88md1s","ark:/21198/zz002gcfwj","","","Page","satellite/image/Shandong_DS1103-2167DF101_101_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfx2/26254f5m","ark:/21198/zz002gcfx2","","","Page","satellite/image/Shandong_DS1103-2167DF102_102_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfx2/4k29tt6g","ark:/21198/zz002gcfx2","","","Page","satellite/image/Shandong_DS1103-2167DF102_102_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfx2/bs327d1c","ark:/21198/zz002gcfx2","","","Page","satellite/image/Shandong_DS1103-2167DF102_102_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfx2/r522nt8z","ark:/21198/zz002gcfx2","","","Page","satellite/image/Shandong_DS1103-2167DF102_102_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfzk/b007408s","ark:/21198/zz002gcfzk","","","Page","satellite/image/Shandong_DS1103-2167DF103_103_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfzk/dn38303s","ark:/21198/zz002gcfzk","","","Page","satellite/image/Shandong_DS1103-2167DF103_103_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfzk/mh30c82h","ark:/21198/zz002gcfzk","","","Page","satellite/image/Shandong_DS1103-2167DF103_103_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfzk/p3576t07","ark:/21198/zz002gcfzk","","","Page","satellite/image/Shandong_DS1103-2167DF103_103_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcg0k/0x27td7v","ark:/21198/zz002gcg0k","","","Page","satellite/image/Shandong_DS1103-2167DF104_104_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcg0k/1557ng6k","ark:/21198/zz002gcg0k","","","Page","satellite/image/Shandong_DS1103-2167DF104_104_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcg0k/5z486x9p","ark:/21198/zz002gcg0k","","","Page","satellite/image/Shandong_DS1103-2167DF104_104_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcg0k/z398c85x","ark:/21198/zz002gcg0k","","","Page","satellite/image/Shandong_DS1103-2167DF104_104_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcg13/27576r7n","ark:/21198/zz002gcg13","","","Page","satellite/image/Shandong_DS1103-2167DF105_105_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcg13/3619t27d","ark:/21198/zz002gcg13","","","Page","satellite/image/Shandong_DS1103-2167DF105_105_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcg13/sr08nx2x","ark:/21198/zz002gcg13","","","Page","satellite/image/Shandong_DS1103-2167DF105_105_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcg13/vm68wk8q","ark:/21198/zz002gcg13","","","Page","satellite/image/Shandong_DS1103-2167DF105_105_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcg2m/1845vn93","ark:/21198/zz002gcg2m","","","Page","satellite/image/Shandong_DS1105-1102DA136_136_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcg2m/9w33p829","ark:/21198/zz002gcg2m","","","Page","satellite/image/Shandong_DS1105-1102DA136_136_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcg2m/j278pj77","ark:/21198/zz002gcg2m","","","Page","satellite/image/Shandong_DS1105-1102DA136_136_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcg2m/nf595k4k","ark:/21198/zz002gcg2m","","","Page","satellite/image/Shandong_DS1105-1102DA136_136_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcg34/9316pm7p","ark:/21198/zz002gcg34","","","Page","satellite/image/Shandong_DS1108-1054DA029_29_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcg34/fr66dd04","ark:/21198/zz002gcg34","","","Page","satellite/image/Shandong_DS1108-1054DA029_29_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcg34/rf64ns39","ark:/21198/zz002gcg34","","","Page","satellite/image/Shandong_DS1108-1054DA029_29_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcg34/zr08jf0d","ark:/21198/zz002gcg34","","","Page","satellite/image/Shandong_DS1108-1054DA029_29_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcg4n/72331w1g","ark:/21198/zz002gcg4n","","","Page","satellite/image/Shandong_DS1108-1054DA030_30_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcg4n/7c90pf0m","ark:/21198/zz002gcg4n","","","Page","satellite/image/Shandong_DS1108-1054DA030_30_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcg4n/bj002h35","ark:/21198/zz002gcg4n","","","Page","satellite/image/Shandong_DS1108-1054DA030_30_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcg4n/dc80g89j","ark:/21198/zz002gcg4n","","","Page","satellite/image/Shandong_DS1108-1054DA030_30_a.tif","1","","","","","","","","","","Page 1",""
