Object Type,Item ARK,Parent ARK (festerize),Parent ARK,Title,STAGE URL,Local identifier,File Name,Thumbnail,Item Sequence,AltTitle.translated,collection.physical,Date.created,Date.normalized,Summary,Format.dimensions,Format.extent,Format.medium,Genre,Language,Name.creator,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Subject geographic,viewingHint,Subject,volume/year,issue,IIIF Manifest URL
Work,ark:/21198/z1r80xpm,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Carta Informativa Nº 41,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1r80xpm,AR-SERPAJ-H-SPJAL-CI-0026,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ps0cq0,,Newsletter,Hemeroteca,October - November 1995,1995-10-01/1995-11-30,"Carta Informativa is a newsletter published by Servicio Paz y Justicia Latinoamérica, containing issues between 1989 and 1996. It centers around news from Latin America as a whole, primarily concerned with issues of human rights and human rights violations, social unrest, poverty, economic and social development and democratization processes, from nonviolent, secular Christian approach. It also informs of the activities from Servicio Paz y Justicia's branches in various Latinamerican countries, including Argentina, Ecuador, Uruguay and Mexico, among others.|~|Carta Informativa es una publicación periódica del Servicio Paz y Justicia América Latina. Contiene números de entre los años 1989 y 1996. Se centra en noticias de Latinomámerica en su conjunto, ocupándose fundamentalmente de cuestiones relativas a los derechos humanos, conflicto social, pobreza, desarrollo social y económico y procesos de democratización, desde una perspectiva basada en la noviolencia y el cristianismo secular. También informa sobre las actividades de las ramas del Servicio Paz y Justicia en diversos países latinoamericanos, incluyendo Argentina, Ecuador, Uruguay y Mexico, entre otros",27 x 21.5 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia América Latina,Guayaquil (Ecuador),Servicio Paz y Justicia América Latina,SERPAJ,text,public domain,Chile|~|Latin America,paged,Human Rights|~|Newsletters|~|Summit meetings|~|Heads of state|~|Economic development--Social aspects|~|Conscientious objection|~|Militarism|~|Nonviolence|~|Impunity|~|State-sponsored terrorism,,no. 41,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r80xpm/manifest
Work,ark:/21198/z1mh05z8,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Carta Informativa Nº 42,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1mh05z8,AR-SERPAJ-H-SPJAL-CI-0027,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns3bpz,,Newsletter,Hemeroteca,December 1995 - January 1996,1995-12-01/1996-01-31,"Carta Informativa is a newsletter published by Servicio Paz y Justicia Latinoamérica, containing issues between 1989 and 1996. It centers around news from Latin America as a whole, primarily concerned with issues of human rights and human rights violations, social unrest, poverty, economic and social development and democratization processes, from nonviolent, secular Christian approach. It also informs of the activities from Servicio Paz y Justicia's branches in various Latinamerican countries, including Argentina, Ecuador, Uruguay and Mexico, among others.|~|Carta Informativa es una publicación periódica del Servicio Paz y Justicia América Latina. Contiene números de entre los años 1989 y 1996. Se centra en noticias de Latinomámerica en su conjunto, ocupándose fundamentalmente de cuestiones relativas a los derechos humanos, conflicto social, pobreza, desarrollo social y económico y procesos de democratización, desde una perspectiva basada en la noviolencia y el cristianismo secular. También informa sobre las actividades de las ramas del Servicio Paz y Justicia en diversos países latinoamericanos, incluyendo Argentina, Ecuador, Uruguay y Mexico, entre otros",30.5 x 22 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia América Latina,Guayaquil (Ecuador),Servicio Paz y Justicia América Latina,SERPAJ,text,public domain,Ecuador|~|Colombia|~|Argentina|~|Chile|~|Uruguay|~|Latin America,paged,Human Rights|~|Newsletters|~|Guerrillas--Colombia|~|Trial|~|Peasants|~|Judicial error|~|Right to housing|~|Eviction|~|Militarism|~|Armed Forces|~|Military spending|~|Human rights--Uruguay,,no. 42,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mh05z8/manifest
Work,ark:/21198/z1gq9f7d,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Carta Informativa Nº 43,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1gq9f7d,AR-SERPAJ-H-SPJAL-CI-0028,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ms69k1,,Newsletter,Hemeroteca,February - March 1996,1996-02-01/1996-03-31,"Carta Informativa is a newsletter published by Servicio Paz y Justicia Latinoamérica, containing issues between 1989 and 1996. It centers around news from Latin America as a whole, primarily concerned with issues of human rights and human rights violations, social unrest, poverty, economic and social development and democratization processes, from nonviolent, secular Christian approach. It also informs of the activities from Servicio Paz y Justicia's branches in various Latinamerican countries, including Argentina, Ecuador, Uruguay and Mexico, among others.|~|Carta Informativa es una publicación periódica del Servicio Paz y Justicia América Latina. Contiene números de entre los años 1989 y 1996. Se centra en noticias de Latinomámerica en su conjunto, ocupándose fundamentalmente de cuestiones relativas a los derechos humanos, conflicto social, pobreza, desarrollo social y económico y procesos de democratización, desde una perspectiva basada en la noviolencia y el cristianismo secular. También informa sobre las actividades de las ramas del Servicio Paz y Justicia en diversos países latinoamericanos, incluyendo Argentina, Ecuador, Uruguay y Mexico, entre otros",28.5 x 21.5 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia América Latina,Guayaquil (Ecuador),Servicio Paz y Justicia América Latina,SERPAJ,text,public domain,Argentina|~|Brazil|~|Ecuador|~|Chile|~|Colombia|~|Mexico|~|Latin America,paged,"Human Rights|~|Newsletters|~|Argentina--History--Coup d'état, 1976|~|State-sponsored terrorism|~|Impunity|~|Guerrillas--Colombia|~|Trial|~|Judicial error|~|Peasants|~|Free trade--Social aspects|~|Free trade--Mexico|~|Neoliberalism|~|Social work with HIV-positive persons|~|Conscientious objection|~|Armed Forces|~|Draft",,no. 43,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gq9f7d/manifest
Work,ark:/21198/z1bz8pfs,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Educação Popular  Nº 1,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1bz8pfs,AR-SERPAJ-H-SPJB-EP-0001,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qk014g,,Popular Education,Hemeroteca,August 1992,1992-08-01/1992-08-31,"Educação Popular is a publication by Servicio Paz y Justicia Brasil (the Brazilian branch of Servicio Paz y Justicia), consisting of issues from 1992. Its central topic is social change through popular education, and the work done by the organization towards it, with an emphasis on teaching nonviolence.",21.5 x 16.5 cm.,4 pages,ink on paper,newspapers,por,Servicio Paz y Justicia Brasil,Brasilia (Brazil),,SERPAJ,text,public domain,Brasilia (Brazil)|~|Brazil|~|Latin America,paged,Popular education|~|Nonviolence|~|Social change|~|Literacy,,no. 01,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bz8pfs/manifest
Work,ark:/21198/z1767xqc,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Educação Popular Nº 2,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1767xqc,AR-SERPAJ-H-SPJB-EP-0002,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16m5qmm,,Popular Education,Hemeroteca,October 1992,1992-10-01/1992-10-31,"Educação Popular is a publication by Servicio Paz y Justicia Brasil (the Brazilian branch of Servicio Paz y Justicia), consisting of issues from 1992. Its central topic is social change through popular education, and the work done by the organization towards it, with an emphasis on teaching nonviolence.|~|Educação Popular es una publicación del Servicio Paz y Justicia Brasil (rama brasileña del Servicio Paz y Justicia). Contiene números del año 1992. Su tópico central es el cambio social vía la educación popular, y las actividades de la organización en pos de este fin, con un énfasis en la enseñanza de la no-violencia.",21.5 x 16.5 cm.,8 pages,ink on paper,newspapers,por,Servicio Paz y Justicia Brasil,Brasilia (Brazil),,SERPAJ,text,public domain,Latin America,paged,"Literacy|~|Social Change|~|Disarmament|~|Education, Rural|~|Pacifism|~|",,no. 02,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1767xqc/manifest
Work,ark:/21198/z13j5wdc,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Chile Hoy  Nº 4,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z13j5wdc,AR-SERPAJ-H-SPJC-CH-0001,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mp7m3t,,Chile Today,Hemeroteca,May 1985,1985-05-15/1985-05-31,"Chile Hoy is a monthly publication by Servicio Paz y Justicia Chile (the Chilean branch of Servicio Paz y Justicia), containing issues from 1985 and 1986. Published during the latter years of the dictatorship begun in 1973, it is mostly concerned with State sponsored terrorism, ongoing militarization, and the struggle for democracy, taking on a nonviolent approach that emphasizes civil disobedience.|~|Chile Hoy es una publicación mensual del Servicio Paz y Justicia Chile (la rama chilena del Servicio Paz y Justicia). Contiene números de los años 1985 y 1986. Publicada hacia los últimos años de la dictadura pinochetista, sus problemáticas principales son el terrorismo de Estado, el proceso de militarización y la lucha por la democracia, tomando una postura no-violenta que enfatiza la desobediencia civil.",27.5 x 21.5 cm,3 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Chile,,,SERPAJ,text,public domain,South America|~|Southern Cone of South America|~|Chile|~|Latin America,paged,"Dictators|~|Chile--History--Coup d'état, 1973|~|Armed Forces",,no. 04,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13j5wdc/manifest
Work,ark:/21198/z1zs5czh,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Chile Hoy Nº 9,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1zs5czh,AR-SERPAJ-H-SPJC-CH-0002,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d5bzs,,Chile Today,Hemeroteca,October 1985,1985-10-01/1985-10-31,"Chile Hoy is a monthly publication by Servicio Paz y Justicia Chile (the Chilean branch of Servicio Paz y Justicia), containing issues from 1985 and 1986. Published during the latter years of the dictatorship begun in 1973, it is mostly concerned with State sponsored terrorism, ongoing militarization, and the struggle for democracy, taking on a nonviolent approach that emphasizes civil disobedience.|~|Chile Hoy es una publicación mensual del Servicio Paz y Justicia Chile (la rama chilena del Servicio Paz y Justicia). Contiene números de los años 1985 y 1986. Publicada hacia los últimos años de la dictadura pinochetista, sus problemáticas principales son el terrorismo de Estado, el proceso de militarización y la lucha por la democracia, tomando una postura no-violenta que enfatiza la desobediencia civil.",27.5 x 21.5 cm,17 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Chile,,,SERPAJ,text,public domain,Chile|~|Latin America,paged,"Papal visits|~|Democratization|~|Christian democracy|~|Chile--History--Coup d'état, 1973|~|Authoritarianism--Latin America|~|Armed forces|~|Human rights|~|State-sponsored terrorism|~|Crises",,no. 09,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zs5czh/manifest
Work,ark:/21198/z1v14n8z,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Chile Hoy,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1v14n8z,AR-SERPAJ-H-SPJC-CH-0003,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11r97c1,,Chile Today,Hemeroteca,April 1986,1986-04-01/1986-04-30,"Chile Hoy is a monthly publication by Servicio Paz y Justicia Chile (the Chilean branch of Servicio Paz y Justicia), containing issues from 1985 and 1986. Published during the latter years of the dictatorship begun in 1973, it is mostly concerned with State sponsored terrorism, ongoing militarization, and the struggle for democracy, taking on a nonviolent approach that emphasizes civil disobedience.|~|Chile Hoy es una publicación mensual del Servicio Paz y Justicia Chile (la rama chilena del Servicio Paz y Justicia). Contiene números de los años 1985 y 1986. Publicada hacia los últimos años de la dictadura pinochetista, sus problemáticas principales son el terrorismo de Estado, el proceso de militarización y la lucha por la democracia, tomando una postura no-violenta que enfatiza la desobediencia civil.",25.5 x 18 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Chile,,,SERPAJ,text,public domain,Chile|~|Latin America,paged,"Chile--History--Coup d'état, 1973|~|Catholic Church--Clergy|~|Church and social problems|~|Low-intensity conflicts (Military science)|~|United States--Foreign relations--Latin America",,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1v14n8z/manifest
Work,ark:/21198/z1q83wkp,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Chile Hoy,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1q83wkp,AR-SERPAJ-H-SPJC-CH-0004,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gq9fmb,,Chile Today,Hemeroteca,June 1986,1986-06-01/1986-06-30,"Chile Hoy is a monthly publication by Servicio Paz y Justicia Chile (the Chilean branch of Servicio Paz y Justicia), containing issues from 1985 and 1986. Published during the latter years of the dictatorship begun in 1973, it is mostly concerned with State sponsored terrorism, ongoing militarization, and the struggle for democracy, taking on a nonviolent approach that emphasizes civil disobedience.|~|Chile Hoy es una publicación mensual del Servicio Paz y Justicia Chile (la rama chilena del Servicio Paz y Justicia). Contiene números de los años 1985 y 1986. Publicada hacia los últimos años de la dictadura pinochetista, sus problemáticas principales son el terrorismo de Estado, el proceso de militarización y la lucha por la democracia, tomando una postura no-violenta que enfatiza la desobediencia civil.",25.5 x 18 cm.,12 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Chile,,,SERPAJ,text,public domain,Chile|~|Latin America,paged,"Chile--History--Coup d'état, 1973|~|Democratization|~|Militarization|~|Authoritarianism--Latin America|~|Political rights|~|Human rights|~|Guerrillas--Latin America",,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q83wkp/manifest
Work,ark:/21198/z1kh34sf,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Chile Hoy,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1kh34sf,AR-SERPAJ-H-SPJC-CH-0005,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv42q0,,Chile Today,Hemeroteca,July 1986,1986-07-01/1986-07-31,"Chile Hoy is a monthly publication by Servicio Paz y Justicia Chile (the Chilean branch of Servicio Paz y Justicia), containing issues from 1985 and 1986. Published during the latter years of the dictatorship begun in 1973, it is mostly concerned with State sponsored terrorism, ongoing militarization, and the struggle for democracy, taking on a nonviolent approach that emphasizes civil disobedience.|~|Chile Hoy es una publicación mensual del Servicio Paz y Justicia Chile (la rama chilena del Servicio Paz y Justicia). Contiene números de los años 1985 y 1986. Publicada hacia los últimos años de la dictadura pinochetista, sus problemáticas principales son el terrorismo de Estado, el proceso de militarización y la lucha por la democracia, tomando una postura no-violenta que enfatiza la desobediencia civil.",25.5 x 18 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Chile,,,SERPAJ,text,public domain,Chile|~|Latin America,paged,"Chile--History--Coup d'état, 1973|~|General strikes|~|State-sponsored terrorism|~|Demonstration|~|Opposition (Political science)|~|Labor movement--Religious aspects--Catholic Church",,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kh34sf/manifest
Work,ark:/21198/z1fr2d24,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Chile Hoy,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1fr2d24,AR-SERPAJ-H-SPJC-CH-0006,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn6nvh,,Chile Today,Hemeroteca,September 1986,1986-09-01/1986-09-30,"Chile Hoy is a monthly publication by Servicio Paz y Justicia Chile (the Chilean branch of Servicio Paz y Justicia), containing issues from 1985 and 1986. Published during the latter years of the dictatorship begun in 1973, it is mostly concerned with State sponsored terrorism, ongoing militarization, and the struggle for democracy, taking on a nonviolent approach that emphasizes civil disobedience.|~|Chile Hoy es una publicación mensual del Servicio Paz y Justicia Chile (la rama chilena del Servicio Paz y Justicia). Contiene números de los años 1985 y 1986. Publicada hacia los últimos años de la dictadura pinochetista, sus problemáticas principales son el terrorismo de Estado, el proceso de militarización y la lucha por la democracia, tomando una postura no-violenta que enfatiza la desobediencia civil.",25.5 x 18 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Chile,,,SERPAJ,text,public domain,Chile|~|Latin America,paged,"Chile--History--Coup d'état, 1973|~|Church work with the poor|~|Civil disobedience|~|Conscientious objection",,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fr2d24/manifest
Work,ark:/21198/z1b01n98,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Buenas Nuevas para el Pueblo  Nº 5,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1b01n98,AR-SERPAJ-H-SPJE-BNP-0001,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq5kd6,,Good News for the People,Hemeroteca,April 1987,1987-04-01/1987-04-30,"Buenas Nuevas para el Pueblo is a publication by Servicio Paz y Justicia Ecuador (the Ecuadorian branch of Servicio Paz y Justicia), containing issues from 1987 to 1996. It centers around news from countries all over Latin America (such as Nicaragua, Honduras or Colombia), mostly concerned with social unrest, rebellions, human rights violations, indigenous peoples, democratization processes, and the work of the Servicio Paz y Justicia organization, from a nonviolent, secular Christian approach.|~|Buenas Nuevas para el Pueblo es una publicación del Servicio Paz y Justicia Ecuador (la rama ecuatoriana del Servicio Paz y Justicia). Contiene números de entre los años 1987 y 1996. Se ocupa de compartir noticias de toda Latinoamérica, incluyendo un seguimiento de procesos como el de Nicaragua, Honduras o Colombia. Su foco principal está en el conflicto social, las violaciones a los derechos humanos, los pueblos originarios, los procesos de democratización y el trabajo del Servicio Paz y Justicia como organización, desde un enfoque no-violento cercano al cristianismo secular.",32 x 22 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Ecuador,Guayaquil (Ecuador),,SERPAJ,text,public domain,Guayaquil (Ecuador)|~|Quito (Ecuador)|~|South America|~|Ecuador|~|Latin America,paged,Nonviolence|~|Peasants|~|Church and social problems|~|Land Reform|~|Earthquakes|~|Indigenous peoples|~|Earthquake relief|~|Solidarity|~|Christianity,,no. 05,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b01n98/manifest
Work,ark:/21198/z1699m0q,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Buenas Nuevas para el Pueblo Nº 9,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1699m0q,AR-SERPAJ-H-SPJE-BNP-0002,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr1h8s,,Good News for the People,Hemeroteca,November 1987,1987-11-01/1987-11-30,"Buenas Nuevas para el Pueblo is a publication by Servicio Paz y Justicia Ecuador (the Ecuadorian branch of Servicio Paz y Justicia), containing issues from 1987 to 1996. It centers around news from countries all over Latin America (such as Nicaragua, Honduras or Colombia), mostly concerned with social unrest, rebellions, human rights violations, indigenous peoples, democratization processes, and the work of the Servicio Paz y Justicia organization, from a nonviolent, secular Christian approach.|~|Buenas Nuevas para el Pueblo es una publicación del Servicio Paz y Justicia Ecuador (la rama ecuatoriana del Servicio Paz y Justicia). Contiene números de entre los años 1987 y 1996. Se ocupa de compartir noticias de toda Latinoamérica, incluyendo un seguimiento de procesos como el de Nicaragua, Honduras o Colombia. Su foco principal está en el conflicto social, las violaciones a los derechos humanos, los pueblos originarios, los procesos de democratización y el trabajo del Servicio Paz y Justicia como organización, desde un enfoque no-violento cercano al cristianismo secular.",32 x 22 cm.,20 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Ecuador,Guayaquil (Ecuador),,SERPAJ,text,public domain,Nicaragua|~|Latin America,paged,"Christianity|~|Pacifism|~|Peace--Religious aspects--Christianity|~|Nicaragua--History--Revolution, 1979--Religious aspects--Christianity|~|Solidarity--Religious aspects--Christianity|~|United States--Foreign relations--Nicaragua|~|Amnesty",,no. 09,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1699m0q/manifest
Work,ark:/21198/z12j8v80,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Buenas Nuevas para el Pueblo Boletín Especial,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z12j8v80,AR-SERPAJ-H-SPJE-BNP-0003,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14r0brq,,Good News for the People,Hemeroteca,,,"Buenas Nuevas para el Pueblo is a publication by Servicio Paz y Justicia Ecuador (the Ecuadorian branch of Servicio Paz y Justicia), containing issues from 1987 to 1996. It centers around news from countries all over Latin America (such as Nicaragua, Honduras or Colombia), mostly concerned with social unrest, rebellions, human rights violations, indigenous peoples, democratization processes, and the work of the Servicio Paz y Justicia organization, from a nonviolent, secular Christian approach.|~|Buenas Nuevas para el Pueblo es una publicación del Servicio Paz y Justicia Ecuador (la rama ecuatoriana del Servicio Paz y Justicia). Contiene números de entre los años 1987 y 1996. Se ocupa de compartir noticias de toda Latinoamérica, incluyendo un seguimiento de procesos como el de Nicaragua, Honduras o Colombia. Su foco principal está en el conflicto social, las violaciones a los derechos humanos, los pueblos originarios, los procesos de democratización y el trabajo del Servicio Paz y Justicia como organización, desde un enfoque no-violento cercano al cristianismo secular.",29 x 21 cm.,12 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Ecuador,Guayaquil (Ecuador),,SERPAJ,text,public domain,Latin America,paged,"Demonstrations|~|Peasants|~|Droughts|~|Water-supply, Agricultural",,Special Bulletin,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12j8v80/manifest
Work,ark:/21198/z1xs8bvk,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Buenas Nuevas para el Pueblo Nº 10,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1xs8bvk,AR-SERPAJ-H-SPJE-BNP-0004,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ks98fn,,Good News for the People,Hemeroteca,February 1988,1988-02-01/1988-02-29,"Buenas Nuevas para el Pueblo is a publication by Servicio Paz y Justicia Ecuador (the Ecuadorian branch of Servicio Paz y Justicia), containing issues from 1987 to 1996. It centers around news from countries all over Latin America (such as Nicaragua, Honduras or Colombia), mostly concerned with social unrest, rebellions, human rights violations, indigenous peoples, democratization processes, and the work of the Servicio Paz y Justicia organization, from a nonviolent, secular Christian approach.|~|Buenas Nuevas para el Pueblo es una publicación del Servicio Paz y Justicia Ecuador (la rama ecuatoriana del Servicio Paz y Justicia). Contiene números de entre los años 1987 y 1996. Se ocupa de compartir noticias de toda Latinoamérica, incluyendo un seguimiento de procesos como el de Nicaragua, Honduras o Colombia. Su foco principal está en el conflicto social, las violaciones a los derechos humanos, los pueblos originarios, los procesos de democratización y el trabajo del Servicio Paz y Justicia como organización, desde un enfoque no-violento cercano al cristianismo secular.",32 x 22 cm.,12 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Ecuador,Guayaquil (Ecuador),,SERPAJ,text,public domain,Nicaragua|~|Latin America|~|Afghanistan,paged,"Popular Education|~|Arts in education|~|Theater and society|~|Puppet theater in education|~|Puppet theater|~|Nuclear disarmament|~|Afghanistan--History--Soviet occupation, 1979-1989",,no. 10,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xs8bvk/manifest
Work,ark:/21198/z1t17m4k,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Buenas Nuevas para el Pueblo Nº 14,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1t17m4k,AR-SERPAJ-H-SPJE-BNP-0005,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11v7xsz,,Good News for the People,Hemeroteca,June 1988,1988-06-01/1988-06-30,"Buenas Nuevas para el Pueblo is a publication by Servicio Paz y Justicia Ecuador (the Ecuadorian branch of Servicio Paz y Justicia), containing issues from 1987 to 1996. It centers around news from countries all over Latin America (such as Nicaragua, Honduras or Colombia), mostly concerned with social unrest, rebellions, human rights violations, indigenous peoples, democratization processes, and the work of the Servicio Paz y Justicia organization, from a nonviolent, secular Christian approach.|~|Buenas Nuevas para el Pueblo es una publicación del Servicio Paz y Justicia Ecuador (la rama ecuatoriana del Servicio Paz y Justicia). Contiene números de entre los años 1987 y 1996. Se ocupa de compartir noticias de toda Latinoamérica, incluyendo un seguimiento de procesos como el de Nicaragua, Honduras o Colombia. Su foco principal está en el conflicto social, las violaciones a los derechos humanos, los pueblos originarios, los procesos de democratización y el trabajo del Servicio Paz y Justicia como organización, desde un enfoque no-violento cercano al cristianismo secular.",30 x 22 cm.,18 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Ecuador,Guayaquil (Ecuador),,SERPAJ,text,public domain,Nicaragua|~|Honduras|~|Latin America|~|Central America|~|United States,paged,Violence|~|Inflation (Finance)--Latin America|~|Pacifism|~|Social conflict|~|United States--Foreign relations--Central America|~|Counterrevolutionaries,,no. 14,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t17m4k/manifest
Work,ark:/21198/z1p86vcd,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Buenas Nuevas para el Pueblo,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1p86vcd,AR-SERPAJ-H-SPJE-BNP-0006,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18k9sx8,,Good News for the People,Hemeroteca,,,"Buenas Nuevas para el Pueblo is a publication by Servicio Paz y Justicia Ecuador (the Ecuadorian branch of Servicio Paz y Justicia), containing issues from 1987 to 1996. It centers around news from countries all over Latin America (such as Nicaragua, Honduras or Colombia), mostly concerned with social unrest, rebellions, human rights violations, indigenous peoples, democratization processes, and the work of the Servicio Paz y Justicia organization, from a nonviolent, secular Christian approach.|~|Buenas Nuevas para el Pueblo es una publicación del Servicio Paz y Justicia Ecuador (la rama ecuatoriana del Servicio Paz y Justicia). Contiene números de entre los años 1987 y 1996. Se ocupa de compartir noticias de toda Latinoamérica, incluyendo un seguimiento de procesos como el de Nicaragua, Honduras o Colombia. Su foco principal está en el conflicto social, las violaciones a los derechos humanos, los pueblos originarios, los procesos de democratización y el trabajo del Servicio Paz y Justicia como organización, desde un enfoque no-violento cercano al cristianismo secular.",32 x 22 cm.,18 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Ecuador,Guayaquil (Ecuador),,SERPAJ,text,public domain,Latin America,paged,Impunity|~|Human Rights|~|Pacifism|~|Church work with the poor|~|Popular education|~|Community education|~|Land Reform|~|Women|~|Poor women|~|Women social reformers|~|Peace--Religious aspects--Christianity,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p86vcd/manifest
