"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Visibility","viewingHint","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.creatorCorporate","Subject","Name.subject","Language","Name.photographer","Name.interviewer","Name.creator","Name.interviewee","Name.contributor","Publisher.publisherName","Format.extent","Relation.isPartOf","Title","Date.creation","Description.abstract","Coverage.geographic","Description.tableOfContents","Coverage.temporal","AltTitle.uniform","Description.note","Alt ID.local","Publisher.placeOfOrigin","Format.medium","Description.caption","Format.dimensions","Relation.hasPart","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Mental Health Archive","ark:/21198/z1g17rw0","ark:/21198/zz002cxxkk","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxkk-1-master_004.tif","4","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g17rw0",""
"Mental Health Archive","ark:/21198/z1b8716h","ark:/21198/zz002cxxkk","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxkk-1-master_005.tif","5","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b8716h",""
"Mental Health Archive","ark:/21198/z16h68h7","ark:/21198/zz002cxxm3","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxm3-1-master_001.tif","1","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h68h7",""
"Mental Health Archive","ark:/21198/z12r5htz","ark:/21198/zz002cxxm3","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxm3-1-master_002.tif","2","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r5htz",""
"Mental Health Archive","ark:/21198/z1z0518g","ark:/21198/zz002cxxm3","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxm3-1-master_003.tif","3","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z0518g",""
"Mental Health Archive","ark:/21198/z1tb301c","ark:/21198/zz002cxxm3","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxm3-1-master_004.tif","4","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tb301c",""
"Mental Health Archive","ark:/21198/z1pk277r","ark:/21198/zz002cxxm3","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxm3-1-master_005.tif","5","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pk277r",""
"Mental Health Archive","ark:/21198/z1jt1ggk","ark:/21198/zz002cxxm3","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxm3-1-master_006.tif","6","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt1ggk",""
"Mental Health Archive","ark:/21198/z1f20qr5","ark:/21198/zz002cxxm3","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxm3-1-master_007.tif","7","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f20qr5",""
"Mental Health Archive","ark:/21198/z1990034","ark:/21198/zz002cxxm3","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxm3-1-master_008.tif","8","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1990034",""
"Mental Health Archive","ark:/21198/z15h97cv","ark:/21198/zz002cxxnm","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxnm-1-master_001.tif","1","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15h97cv",""
"Mental Health Archive","ark:/21198/z11r8gn4","ark:/21198/zz002cxxnm","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxnm-1-master_002.tif","2","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11r8gn4",""
"Mental Health Archive","ark:/21198/z1x36pkg","ark:/21198/zz002cxxnm","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxnm-1-master_003.tif","3","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x36pkg",""
"Mental Health Archive","ark:/21198/z1sb5xt9","ark:/21198/zz002cxxnm","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxnm-1-master_004.tif","4","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sb5xt9",""
"Mental Health Archive","ark:/21198/z1nk563c","ark:/21198/zz002cxxnm","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxnm-1-master_005.tif","5","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nk563c",""
"Mental Health Archive","ark:/21198/z1ht4fd3","ark:/21198/zz002cxxnm","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxnm-1-master_006.tif","6","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ht4fd3",""
"Mental Health Archive","ark:/21198/z1d23pq4","ark:/21198/zz002cxxnm","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxnm-1-master_007.tif","7","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d23pq4",""
"Mental Health Archive","ark:/21198/z1892z18","ark:/21198/zz002cxxnm","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxnm-1-master_008.tif","8","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1892z18",""
"Mental Health Archive","ark:/21198/z14n0wpd","ark:/21198/zz002cxxnm","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxnm-1-master_009.tif","9","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14n0wpd",""
"Mental Health Archive","ark:/21198/z10w04xm","ark:/21198/zz002cxxnm","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxnm-1-master_010.tif","10","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10w04xm",""
"Mental Health Archive","ark:/21198/z1w39nf3","ark:/21198/zz002cxxnm","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxnm-1-master_011.tif","11","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w39nf3",""
"Mental Health Archive","ark:/21198/z1rb8wpx","ark:/21198/zz002cxxnm","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxnm-1-master_012.tif","12","","","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rb8wpx",""
"Mental Health Archive","ark:/21198/z1mk850f","ark:/21198/zz002cxxnm","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxnm-1-master_013.tif","13","","","","","","","","","","","","","","","","","","","","","Page 13","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mk850f",""
"Mental Health Archive","ark:/21198/z1gt7d95","ark:/21198/zz002cxxnm","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxnm-1-master_014.tif","14","","","","","","","","","","","","","","","","","","","","","Page 14","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gt7d95",""
"Mental Health Archive","ark:/21198/z1c26nm6","ark:/21198/zz002cxxnm","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxnm-1-master_015.tif","15","","","","","","","","","","","","","","","","","","","","","Page 15","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c26nm6",""
"Mental Health Archive","ark:/21198/z17d4m8r","ark:/21198/zz002cxxnm","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxnm-1-master_016.tif","16","","","","","","","","","","","","","","","","","","","","","Page 16","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d4m8r",""
"Mental Health Archive","ark:/21198/z13n3vj1","ark:/21198/zz002cxxnm","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxnm-1-master_017.tif","17","","","","","","","","","","","","","","","","","","","","","Page 17","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n3vj1",""
"Mental Health Archive","ark:/21198/z1zw3c1p","ark:/21198/zz002cxxnm","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002cxxnm-1-master_018.tif","18","","","","","","","","","","","","","","","","","","","","","Page 18","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zw3c1p",""
"Mental Health Archive","ark:/21198/z1v42m8t","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_001.tif","1","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v42m8t",""
"Mental Health Archive","ark:/21198/z1qc1vkj","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_002.tif","2","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc1vkj",""
"Mental Health Archive","ark:/21198/z1km13x3","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_003.tif","3","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km13x3",""
"Mental Health Archive","ark:/21198/z1fv0c5b","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_004.tif","4","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv0c5b",""
"Mental Health Archive","ark:/21198/z1b589vp","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_005.tif","5","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b589vp",""
"Mental Health Archive","ark:/21198/z16d7k4c","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_006.tif","6","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16d7k4c",""
"Mental Health Archive","ark:/21198/z12n6tbr","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_007.tif","7","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n6tbr",""
"Mental Health Archive","ark:/21198/z1xw69vf","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_008.tif","8","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw69vf",""
"Mental Health Archive","ark:/21198/z1t45k5w","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_009.tif","9","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t45k5w",""
"Mental Health Archive","ark:/21198/z1pc4tgm","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_010.tif","10","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc4tgm",""
"Mental Health Archive","ark:/21198/z1jm42sq","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_011.tif","11","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm42sq",""
"Mental Health Archive","ark:/21198/z1dz21gq","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_012.tif","12","","","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz21gq",""
"Mental Health Archive","ark:/21198/z19618qv","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_013.tif","13","","","","","","","","","","","","","","","","","","","","","Page 13","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19618qv",""
"Mental Health Archive","ark:/21198/z15f0hzp","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_014.tif","14","","","","","","","","","","","","","","","","","","","","","Page 14","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f0hzp",""
"Mental Health Archive","ark:/21198/z11n9s6c","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_015.tif","15","","","","","","","","","","","","","","","","","","","","","Page 15","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11n9s6c",""
"Mental Health Archive","ark:/21198/z1ww98sz","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_016.tif","16","","","","","","","","","","","","","","","","","","","","","Page 16","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww98sz",""
"Mental Health Archive","ark:/21198/z1s48j3d","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_017.tif","17","","","","","","","","","","","","","","","","","","","","","Page 17","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s48j3d",""
"Mental Health Archive","ark:/21198/z1nc7sb7","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_018.tif","18","","","","","","","","","","","","","","","","","","","","","Page 18","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc7sb7",""
"Mental Health Archive","ark:/21198/z1hq5r2p","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_019.tif","19","","","","","","","","","","","","","","","","","","","","","Page 19","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq5r2p",""
"Mental Health Archive","ark:/21198/z1cz509w","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_020.tif","20","","","","","","","","","","","","","","","","","","","","","Page 20","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz509w",""
"Mental Health Archive","ark:/21198/z18647hk","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_021.tif","21","","","","","","","","","","","","","","","","","","","","","Page 21","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18647hk",""
"Mental Health Archive","ark:/21198/z14f3gsv","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_022.tif","22","","","","","","","","","","","","","","","","","","","","","Page 22","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f3gsv",""
"Mental Health Archive","ark:/21198/z10p2r30","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_023.tif","23","","","","","","","","","","","","","","","","","","","","","Page 23","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p2r30",""
"Mental Health Archive","ark:/21198/z1vx27n4","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_024.tif","24","","","","","","","","","","","","","","","","","","","","","Page 24","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx27n4",""
"Mental Health Archive","ark:/21198/z1r51gw8","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_025.tif","25","","","","","","","","","","","","","","","","","","","","","Page 25","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r51gw8",""
"Mental Health Archive","ark:/21198/z1mg9fm5","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_026.tif","26","","","","","","","","","","","","","","","","","","","","","Page 26","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mg9fm5",""
"Mental Health Archive","ark:/21198/z1gq8pwf","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_027.tif","27","","","","","","","","","","","","","","","","","","","","","Page 27","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gq8pwf",""
"Mental Health Archive","ark:/21198/z1bz7z37","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_028.tif","28","","","","","","","","","","","","","","","","","","","","","Page 28","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz7z37",""
"Mental Health Archive","ark:/21198/z17676c6","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_029.tif","29","","","","","","","","","","","","","","","","","","","","","Page 29","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17676c6",""
"Mental Health Archive","ark:/21198/z13f6fqc","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_030.tif","30","","","","","","","","","","","","","","","","","","","","","Page 30","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f6fqc",""
"Mental Health Archive","ark:/21198/z1zp5z6n","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_031.tif","31","","","","","","","","","","","","","","","","","","","","","Page 31","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zp5z6n",""
"Mental Health Archive","ark:/21198/z1tx56g9","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_032.tif","32","","","","","","","","","","","","","","","","","","","","","Page 32","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tx56g9",""
"Mental Health Archive","ark:/21198/z1q8357h","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_033.tif","33","","","","","","","","","","","","","","","","","","","","","Page 33","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q8357h",""
"Mental Health Archive","ark:/21198/z1kh2dfw","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_034.tif","34","","","","","","","","","","","","","","","","","","","","","Page 34","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh2dfw",""
"Mental Health Archive","ark:/21198/z1fr1npq","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_035.tif","35","","","","","","","","","","","","","","","","","","","","","Page 35","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fr1npq",""
"Mental Health Archive","ark:/21198/z1b00wz9","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_036.tif","36","","","","","","","","","","","","","","","","","","","","","Page 36","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b00wz9",""
"Mental Health Archive","ark:/21198/z1670598","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_037.tif","37","","","","","","","","","","","","","","","","","","","","","Page 37","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1670598",""
"Mental Health Archive","ark:/21198/z12f9dk0","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_038.tif","38","","","","","","","","","","","","","","","","","","","","","Page 38","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12f9dk0",""
"Mental Health Archive","ark:/21198/z1xp8x28","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_039.tif","39","","","","","","","","","","","","","","","","","","","","","Page 39","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xp8x28",""
"Mental Health Archive","ark:/21198/z1t16vsm","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_040.tif","40","","","","","","","","","","","","","","","","","","","","","Page 40","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t16vsm",""
"Mental Health Archive","ark:/21198/z1p86417","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_041.tif","41","","","","","","","","","","","","","","","","","","","","","Page 41","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p86417",""
"Mental Health Archive","ark:/21198/z1jh5c7m","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_042.tif","42","","","","","","","","","","","","","","","","","","","","","Page 42","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jh5c7m",""
"Mental Health Archive","ark:/21198/z1dr4mjb","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_043.tif","43","","","","","","","","","","","","","","","","","","","","","Page 43","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr4mjb",""
"Mental Health Archive","ark:/21198/z1903vvc","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_044.tif","44","","","","","","","","","","","","","","","","","","","","","Page 44","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1903vvc",""
"Mental Health Archive","ark:/21198/z157345w","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_045.tif","45","","","","","","","","","","","","","","","","","","","","","Page 45","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz157345w",""
"Mental Health Archive","ark:/21198/z11g2cc8","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_046.tif","46","","","","","","","","","","","","","","","","","","","","","Page 46","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11g2cc8",""
"Mental Health Archive","ark:/21198/z1wt0kbr","ark:/21198/zz002czq7z","2","Completed","Page","neuropsych/text/masters/pdfs/TIFFs/21198-zz002czq7z-1-master_047.tif","47","","","","","","","","","","","","","","","","","","","","","Page 47","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wt0kbr",""
