"File Name","Parent ARK","Parent ARK (ingest)","Item ARK","Object Type","Item Sequence","Title","Visibility","AltTitle.other","Type.typeOfResource","Date.creation","Date.normalized","Name.architect","Artist","Author","Name.creator","Name.photographer","Photocopier","Creator 1 Source|~|Creator 2 Source","Description.note","Description.abstract","Format.extent","Description.caption","Rights.copyrightStatus","Copyright Statement","Rights.rightsHolderName","Copyright Holder 1 Source","Rights.servicesContact","Series","Sub-series","Name.subject","Subject.name Role","Subject.name Source","Subject topic","Subject.topic Source","Subject place","Place Source","Description.latitude","Description.longitude","Type.genre","Genre Source","Source?","Physical Location","Thumbnail","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/dl_miriammatthews/box03/uclalsc_1889_b03_f07_005.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1cv61pk","Work","","Owen's block (right), purchased by Biddy Mason in 1866, Broadway side, Los Angeles, circa 1901","","Owens family properties","still image","[circa 1901]","1901","","","","","","","","Looking north on Broadway between 3rd and 4th Streets. Biddy Mason's two tracts are the block on the right side of the street. At the time of this photograph, Biddy's heirs still owned the block. A streetcar is stopped in the middle of the street. |~|On November 28, 1866, Biddy Mason purchased two lots, bounded by Spring, Fort (now Broadway), 3rd and 4th Streets on the, then, outskirts of Los Angeles, for $250. Eighteen years later it was next to the city center.   |~|Biddy Mason was brought to California as a slave in a wagon train. She petitioned for her freedom, and a judge granted it to her and her family in 1856. She became a successful nurse and midwife, and gained a small fortune through real estate investments. She donated generously to charities and was instrumental in the founding of the First African Methodist Episcopal Church in Los Angeles.","","1 photograph","","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Buildings and Ranchos, 1784-1888","Mason, Biddy, 1818-1891","","naf","Commercial streets|~|Street railroads","lcsh|~|lcsh","Los Angeles (Calif.)","lcsh","34.049528","-118.249379","photographs","aat","Owens family properties ; Daily Life in Black Los Angeles and California, 1885-1980 ; Street Scenes, ; Early Views of Downtown Los Angeles","Box 3, Folder 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv61pk","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cv61pk/manifest"
"Masters/othermasters/dl_miriammatthews/box03/uclalsc_1889_b03_f07_006a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1835901","Work","","Partial view of Los Angeles in the area of San Pedro St., from an elevation, 1869","","Owens family properties","still image","May 13, 1869","1869-05-13","","","","","","","","A note on the back of the photo ""Owens property, San Pedro St., home & business"" indicates that the home and livery business of Robert Owens, Sr., is visible in the photograph. |~|Biddy Mason was brought to California as a slave in a wagon train. She petitioned for her freedom, and a judge granted it to her and her family in 1856. She and her family lived with Robert Owens, Sr., when she first moved to Los Angeles. Her daughter Ellen married Robert Owen's son Charles.","","1 photograph","Written on back of photo: Courtesy L. A. County Natural History Museum","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Buildings and Ranchos, 1784-1888","Mason, Biddy, 1818-1891","","naf","","","Los Angeles (Calif.)","lcsh","","","photographs","aat","Owens family properties ; Daily Life in Black Los Angeles and California, 1885-1980 ; Street Scenes, ; Early Views of Downtown Los Angeles","Box 3, Folder 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1835901","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1835901/manifest"
"Masters/othermasters/dl_miriammatthews/box03/uclalsc_1889_b03_f07_007a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z14b4jb6","Work","","Partial view of Los Angeles in the area of San Pedro St., from an elevation, 1869","","Owens family properties","still image","May 13, 1869","1869-05-13","","","","","","","","A note on the back of the photo ""Owens property, San Pedro St., 1869, home & business"" indicates that the home and livery business of Robert Owens, Sr., is visible in the photograph. |~|Biddy Mason was brought to California as a slave in a wagon train. She petitioned for her freedom, and a judge granted it to her and her family in 1856. She and her family lived with Robert Owens, Sr., when she first moved to Los Angeles. Her daughter Ellen married Robert Owen's son Charles.","","1 photograph","Written on back of photo: Courtesy L. A. County Natural History Museum","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Buildings and Ranchos, 1784-1888","Mason, Biddy, 1818-1891","","naf","","","Los Angeles (Calif.)","lcsh","","","photographs","aat","Owens family properties ; Daily Life in Black Los Angeles and California, 1885-1980 ; Street Scenes, ; Early Views of Downtown Los Angeles","Box 3, Folder 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14b4jb6","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14b4jb6/manifest"
"Masters/othermasters/dl_miriammatthews/box03/uclalsc_1889_b03_f07_008.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z10p2h16","Work","","Panoramic view of the Los Angeles Plaza with the 3-story Pico House at the center of the photo, Los Angeles, 1876","","Owens family properties","still image","1876","1876","","","","","","","","Panoramic view towards the Los Angeles Plaza from Fort Moore Hill.|~|Photograph might be from the California Historical Society/Title Insurance & Trust Co. Collection.","","1 photograph","","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Buildings and Ranchos, 1784-1888","Pico House","","local","Los Angeles Plaza (Los Angeles, Calif.)","lcsh","Los Angeles (Calif.)","lcsh","34.058185","-118.2421","photographs","aat","Owens family properties","Box 3, Folder 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p2h16","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10p2h16/manifest"
"Masters/othermasters/dl_miriammatthews/box03/uclalsc_1889_b03_f07_009.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1vx20ms","Work","","Press release on the back of a photograph of the Los Angeles Plaza in 1876","","Owens family properties","still image","1982","1982","","","","","","","","Verso of image uclalsc/miriammatthews/box03/uclalsc_1889_b03_f07_008","","1 photograph","Text: LA's The Place. For Immediate Release. March 4, 1981. Contact: Richard Lippin or Patrick Barry. Stone Associates. (213) 655-8970. Los Angeles' birthplace 100 years later --- In the 1870's, the Plaza began to reflect civic confidence with a graceful fountain replacing the original brick reservoir, newly planted trees encircling the Plaza, and improved structures on three sides. Pico House, built in 1869, was its most notable improvement. (California Historical Society/Title Insurance & Trust Co.)","unknown","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Buildings and Ranchos, 1784-1888","Pico House","","local","Los Angeles Plaza (Los Angeles, Calif.)","lcsh","","","","","press releases","aat","Owens family properties","Box 3, Folder 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx20ms","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vx20ms/manifest"
"Masters/othermasters/dl_miriammatthews/box03/uclalsc_1889_b03_f07_010a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1r517s1","Work","","Owens Livery Stable on Spring St. with Henry Owens in the center, Los Angeles, circa 1890-1894","","Owens family properties","still image","[1890-1894]","1890/1894","","","","","","","","Stamp on back of photo: This photograph is furnished on condition that whenever it is used CREDIT will be given to the SECURITY PACIFIC NATIONAL BANK PHOTOGRAPH COLLECTION/LOS ANGELES PUBLIC LIBRARY. |~|In the 1890's the Owens family opened a livery stable on Spring Street since the property on Main Street had become too valuable to hold for a livery stable.","","1 photograph","","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Buildings and Ranchos, 1784-1888","Owens, Henry, 1860-1894","","local","Stables|~|Horses","lcsh|~|lcsh","Los Angeles (Calif.)","lcsh","","","photographs","aat","Owens family properties","Box 3, Folder 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r517s1","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r517s1/manifest"
"Masters/othermasters/dl_miriammatthews/box03/uclalsc_1889_b03_f07_011.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1md0h0t","Work","","Map of a survey of lots at Owen's and Scott's Subdivision, 1897","","Owens family properties","still image","1897","1897","","","","","","","","","","1 photograph","Text: Map of a survey of lost 18, 20, 21, 22, 23, 24, 25, and 26 Owen's ad Scott's Sub'n [subdivision] / Surveyed at request of Robert Owen's Esq. / Dec. 1897. Scale 50 feet to one inch / Buckley St. / 10th St. / Blaine St.","copyrighted","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Buildings and Ranchos, 1784-1888","Owens, Robert Curry, 1859-1932","","local","Real estate development","lcsh","Los Angeles (Calif.)","lcsh","","","measured drawings","aat","Owens family properties","Box 3, Folder 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md0h0t","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1md0h0t/manifest"
"Masters/othermasters/dl_miriammatthews/box03/uclalsc_1889_b03_f07_012a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1gm9r8j","Work","","[duplicate of :   uclalsc_1889_b03_f02_005]","Private","Owens family properties","still image","","","","","","","","","","","","","","copyrighted","","","","","","Buildings and Ranchos, 1784-1888","","","","","","","","","","photographs","aat","Owens family properties","Box 3, Folder 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gm9r8j","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gm9r8j/manifest"
"Masters/othermasters/dl_miriammatthews/box03/uclalsc_1889_b03_f07_013a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1bv90m3","Work","","Biddy Mason and others at the house of Robert Owens, Sr., First and Los Angeles St., Los Angeles, circa 1870","","Biddy Mason on Robert Owen's porch with daughter and friends","still image","[circa 1870]","1870","","","","","","","","Biddy Mason (center, left with white collar), her daughter Ellen Mason Owens (1st from right), and others behind a picket fence, on the front porch of the house of Robert Owens, Sr. |~|Biddy Mason was brought to California as a slave in a wagon train. She petitioned for her freedom, and a judge granted it to her and her family in 1856. She and her family lived with Robert Owens, Sr., when she first moved to Los Angeles. Her daughter Ellen married Robert Owen's son Charles.","","1 photograph","Written on back of photo: Biddy Mason's home (First and Los Angeles Streets). Biddy Mason sitting to the left in the center (wearing white collar on her dress), Ellen Mason Owens first from the right.","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Early Settlers Within Los Angeles, 1800-1880","Mason, Biddy, 1818-1891|~|Huddleston, Ellen Mason Owens, 1838-1921","","naf|~|local","African American pioneers|~|Dwellings|~|Buildings and Ranchos, 1784-1888","lcsh|~|tgm|~|lcsh","Los Angeles (Calif.)","lcsh","34.051534","-118.242412","photographs","aat","Buildings and Ranchos, 1784-1888 ; Owens family properties ; Early Settlers Within Los Angeles, 1800-1880 ; Biddy Mason on Robert Owen's porch with daughter and friends","Box 3, Folder 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bv90m3","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bv90m3/manifest"
"Masters/othermasters/dl_miriammatthews/box03/uclalsc_1889_b03_f07_014a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z17387zk","Work","","Robert Curry Owens American craftsman style residence on Albany St., Los Angeles, 1909","","Owens family properties","still image","1909","1909","","","","","","","","Interior of the Robert Curry Owens house on Albany St., with decorative woodwork, a fireplace, pool table and American Indian rugs.","","1 photograph","","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Buildings and Ranchos, 1784-1888","Owens, Robert Curry, 1859-1932","","local","Dwellings","tgm","Los Angeles (Calif.)","lcsh","","","photographs","aat","Owens family properties","Box 3, Folder 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17387zk","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17387zk/manifest"
"Masters/othermasters/dl_miriammatthews/box03/uclalsc_1889_b03_f07_015a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z13f66nk","Work","","Robert Curry Owens American craftsman style residence on Albany St., Los Angeles, 1909","","Owens family properties","still image","1909","1909","","","","","","","","Interior of the Robert Curry Owens house on Albany St., with decorative woodwork and American Indian rugs.","","1 photograph","Written on back of photo: Albany House 1909","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Buildings and Ranchos, 1784-1888","Owens, Robert Curry, 1859-1932","","local","Dwellings","tgm","Los Angeles (Calif.)","lcsh","","","photographs","aat","Owens family properties","Box 3, Folder 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f66nk","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13f66nk/manifest"
"Masters/othermasters/dl_miriammatthews/box03/uclalsc_1889_b03_f08_001.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1zp5q59","Work","","C. W. Holder, rancher, 1904","","C. W. Holder, rancher","still image","1904","1904","","","","","","","","Portrait from the Liberator, Jan-Feb 1904.","","1 photograph","","unknown","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Early Settlers Within Los Angeles, 1800-1880","Holder, C. W.","","local","Ranchers","lcsh","","","","","Portrait photographs","tgm","C. W. Holder, rancher","Box 3, Folder 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zp5q59","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zp5q59/manifest"
"Masters/othermasters/dl_miriammatthews/box03/uclalsc_1889_b03_f09_001a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1tx4zd4","Work","","Adobe dwelling on the land of the original Rancho Rodeo de las Agua land grant, now Beverly Hills, 1920","","Southern California adobes granted to people of African descent","still image","1920","1920","","","","","","","","After the session of California to the United States, the Rancho Rodeo de las Aguas land grant was patented to Maria Rita Valdez de Villa. She possessed the land from 1831 to 1854. After that, the property changed hands several times before becoming Beverly Hills in the early 20th century. |~|This dwelling may have been located near the intersection of Alpine Drive and Sunset Boulevard.","","1 photograph","","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Early Settlers Within Los Angeles, 1800-1880","Valdez de Villa, Maria Rita, b. 1791","","local","Dwellings|~|Adobe houses","tgm|~|lcsh","Beverly Hills (Calif.)","lcsh","","","photographs","aat","Southern California adobes granted to people of African descent","Box 3, Folder 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tx4zd4","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tx4zd4/manifest"
"Masters/othermasters/dl_miriammatthews/box03/uclalsc_1889_b03_f09_002a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1q546kr","Work","","Adobe dwelling on the land of the original Rancho Rodeo de las Agua land grant, now Beverly Hills, 1920","","Southern California adobes granted to people of African descent","still image","1920","1920","","","","","","","","After the session of California to the United States, the Rancho Rodeo de las Aguas land grant was patented to Maria Rita Valdez de Villa. She possessed the land from 1831 to 1854. After that, the property changed hands several times before becoming Beverly Hills in the early 20th century. |~|This dwelling may have been located near the intersection of Alpine Drive and Sunset Boulevard.","","1 photograph","Stamped on back of photo: This photograph is furnished on condition that whenever it is used CREDIT will be given to the SECURITY PACIFIC NATIONAL BANK PHOTOGRAPHY COLLECTION/LOS ANGELES PUBLIC LIBRARY","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Early Settlers Within Los Angeles, 1800-1880","Valdez de Villa, Maria Rita, b. 1791","","local","Dwellings|~|Adobe houses","tgm|~|lcsh","Beverly Hills (Calif.)","lcsh","","","photographs","aat","Southern California adobes granted to people of African descent","Box 3, Folder 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q546kr","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q546kr/manifest"
"Masters/othermasters/dl_miriammatthews/box03/uclalsc_1889_b03_f09_003a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1kd3fv1","Work","","Exterior staircase of the adobe dwelling on the land of the original Rancho Rodeo de las Agua land grant, now Beverly Hills, 1920","","Southern California adobes granted to people of African descent","still image","1920","1920","","","","","","","","After the session of California to the United States, the Rancho Rodeo de las Aguas land grant was patented to Maria Rita Valdez de Villa. She possessed the land from 1831 to 1854. After that, the property changed hands several times before becoming Beverly Hills in the early 20th century. |~|After the session of California to the United States, the Rancho Rodeo de las Aguas land grant was patented to Maria Rita Valdez de Villa. She possessed the land from 1831 to 1854. After that, the property changed hands several times before becoming Beverly Hills in the early 20th century.","","1 photograph","Stamped on back of photo: This photograph is furnished on condition that whenever it is used CREDIT will be given to the SECURITY PACIFIC NATIONAL BANK PHOTOGRAPHY COLLECTION/LOS ANGELES PUBLIC LIBRARY","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Early Settlers Within Los Angeles, 1800-1880","Valdez de Villa, Maria Rita, b. 1791","","local","Dwellings|~|Adobe houses","tgm|~|lcsh","Beverly Hills (Calif.)","lcsh","","","photographs","aat","Southern California adobes granted to people of African descent","Box 3, Folder 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd3fv1","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kd3fv1/manifest"
"Masters/othermasters/dl_miriammatthews/box03/uclalsc_1889_b03_f09_004a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1fn2q6m","Work","","Adobe dwelling on the land of the original Rancho Rodeo de las Agua land grant, now Beverly Hills, 1920","","Southern California adobes granted to people of African descent","still image","1920","1920","","","","","","","","After the session of California to the United States, the Rancho Rodeo de las Aguas land grant was patented to Maria Rita Valdez de Villa. She possessed the land from 1831 to 1854. After that, the property changed hands several times before becoming Beverly Hills in the early 20th century. |~|After the session of California to the United States, the Rancho Rodeo de las Aguas land grant was patented to Maria Rita Valdez de Villa. She possessed the land from 1831 to 1854. After that, the property changed hands several times before becoming Beverly Hills in the early 20th century.","","1 photograph","Stamped on back of photo: This photograph is furnished on condition that whenever it is used CREDIT will be given to the SECURITY PACIFIC NATIONAL BANK PHOTOGRAPHY COLLECTION/LOS ANGELES PUBLIC LIBRARY","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Early Settlers Within Los Angeles, 1800-1880","Valdez de Villa, Maria Rita, b. 1791","","local","Dwellings|~|Adobe houses","tgm|~|lcsh","Beverly Hills (Calif.)","lcsh","","","photographs","aat","Southern California adobes granted to people of African descent","Box 3, Folder 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn2q6m","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fn2q6m/manifest"
"Masters/othermasters/dl_miriammatthews/box03/uclalsc_1889_b03_f09_005.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z19w1zk7","Work","","Adobe dwelling in the Sonora Town neighborhood, Los Angeles, 1936","","Southern California adobes granted to people of African descent","still image","May 29, 1936","1936-05-29","","","","","","","","Adobe duplex dwelling located at the corner of New High and Ord Streets in the former neighborhood called Sonora Town. A man is seen purchasing ice cream from a vendor and his mobile cart.  |~|The part of the city called ""Sonora Town"" was an old adobe village north of the Plaza and Church of Our Lady, Queen of the Angels. It was Los Angeles' first Mexican quarters, or barrio. The area was named for the numerous miners and families who came from Sonora, Mexico, and may have still been around in the 1930s. Now it is Los Angeles' Chinatown District. |~|This photograph is in the Los Angeles Public Library Collection (LAPL00067655).","","1 photograph","","unknown","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Early Settlers Within Los Angeles, 1800-1880","","","","Adobe houses|~|Dwellings|~|Ice cream, ices, etc.","lcsh|~|tgm|~|lcsh","Los Angeles (Calif.)","lcsh","","","photographs","aat","Southern California adobes granted to people of African descent ; Daily Life in Black Los Angeles and California, 1885-1980 ; Street Scenes, ; Later Los Angeles Street Scenes","Box 3, Folder 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w1zk7","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19w1zk7/manifest"
"Masters/othermasters/dl_miriammatthews/box03/uclalsc_1889_b03_f09_006a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1669x63","Work","","Carpenter adobe dwelling, Santa Fe Springs (vicinity) (copy photo made 1930-1989)","","Southern California adobes granted to people of African descent","still image","[1930-1989]","1930/1989","","","","","","","","View of the Lemuel Carpenter adobe near Santa Fe Springs, on Rancho Santa Gertrudis. It was located north of Telegraph Road and west of Norwalk Boulevard. |~|Adobe house on the former Rancho Santa Gertrudes near Santa Fe Springs. It was probably built by someone in the Nieto family, was later owned by Lemuel Carpenter, then John Downey, then Ramirez. |~|This photograph is in the Los Angeles Public Library Collection (LAPL00025052).","","1 photograph","","unknown","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Early Settlers Within Los Angeles, 1800-1880","","","","Adobe houses|~|Dwellings","lcsh|~|tgm","","","","","photographs","aat","Southern California adobes granted to people of African descent","Box 3, Folder 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1669x63","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1669x63/manifest"
"Masters/othermasters/dl_miriammatthews/box03/uclalsc_1889_b03_f10_001a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z12f95h6","Work","","Map showing the location of the Spanish and Mexican Ranchos in Los Angeles County, 1931","","Early Los Angeles buildings and maps (photographs)","still image","1931","1931","","Leonard, Phil","Conner, E. Palmer","","","","local|~|local","Photograph of a map of the old Spanish and Mexican ranchos of Los Angeles County, drawn by Phil Leonard from information furnished by the Title Insurance and Trust Company, in an article by E. Palmer Conner that appeared in the Los Angeles Times for 10 May 1931. Article entitled ""Do you know you live on a Spanish rancho?""","","1 photograph","Written on back of photo: Map of Spanish Ranchos, Calif. This photograph is not to be used or reproduced without written permission from Al Greene Associates, 1333 South Hope St., Los Angeles 15, Calif., neg. # 100 8993","unknown","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Early Settlers Within Los Angeles, 1800-1880","","","","Ranchos (California)|~|Land grants","lcsh|~|lcsh","","","","","maps","aat","Early Los Angeles buildings and maps (photographs)","Box 3, Folder 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12f95h6","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12f95h6/manifest"
"Masters/othermasters/dl_miriammatthews/box03/uclalsc_1889_b03_f10_002a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1xp8nx5","Work","","[duplicate of :   uclalsc_1889_b03_f10_009]","Private","Early Los Angeles buildings and maps (photographs)","still image","[circa 1858]","1858","","","","","","","","Early photograph of Los Angeles taken from Fort Moore hill and facing southeast towards the Plaza, with vineyards, orchards and fields visible beyond. The Plaza Church (constructed in 1822) is in the lower left corner, a brick reservoir (built in 1858) is in the middle of the Plaza, and on the right is the Jose Antonio Carrillo adobe and, behind it, the house of Pio Pico, the last governor of Mexican California (both houses were demolished for the construction of the Pico House hotel).      |~|Early photograph of Los Angeles taken from Fort Moore hill and facing southeast towards the Plaza, with vineyards, orchards and fields visible beyond. The Plaza Church (constructed in 1822) is in the lower left corner, a brick reservoir (built in 1858) is in the middle of the Plaza, and on the right is the Jose Antonio Carrillo adobe and, behind it, the house of Pio Pico, the last governor of Mexican California (both houses were demolished for the construction of the Pico House hotel).","","1 photograph","","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Early Settlers Within Los Angeles, 1800-1880","","","","Los Angeles Plaza (Los Angeles, Calif.)","lcsh","Los Angeles (Calif.)","lcsh","","","photographs","aat","Early Los Angeles buildings and maps (photographs)","Box 3, Folder 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xp8nx5","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xp8nx5/manifest"
"Masters/othermasters/dl_miriammatthews/box03/uclalsc_1889_b03_f10_003a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1sx7x5d","Work","","Part of a composite panorama of Los Angeles from Courthouse Hill (Poundcake Hill) by Stephen Arnold Rendall, circa 1869","","Early Los Angeles buildings and maps (photographs)","still image","[circa 1869]","1869","","","","","Rendall, Stephen Arnold, 1832-1905","","local","The photograph is one of a series of photographs forming a bird's eye view of Los Angeles. Buena Vista Street is in the foreground; Bilderain and Brundige House (lower left); M. M. Tead's Residence (upper left); Griffith and Tomlinson Lumber Yard (right).  |~|Stephen Arnold Rendall was an ambrotypist and photographer who migrated from England and was active in Southern California in the early 1860s and from 1866-1869.","","1 photograph","","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Early Settlers Within Los Angeles, 1800-1880","","","","Lumber-yards|~|Dwellings","lcsh|~|tgm","Los Angeles (Calif.)","lcsh","34.055164","-118.243469","panoramas","aat","Early Los Angeles buildings and maps (photographs)","Box 3, Folder 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx7x5d","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sx7x5d/manifest"
"Masters/othermasters/dl_miriammatthews/box03/uclalsc_1889_b03_f10_004a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1p575fc","Work","","Part of a composite panorama of Los Angeles from Courthouse Hill (Poundcake Hill) by Stephen Arnold Rendall, circa 1869","","Early Los Angeles buildings and maps (photographs)","still image","[circa 1869]","1869","","","","","Rendall, Stephen Arnold, 1832-1905","","local","The photograph is one of a series of photographs forming a bird's eye view of Los Angeles. The First Episcopal Church is in the foreground with the photographer, S. A. Rendal standing on the right. |~|Stephen Arnold Rendall was an ambrotypist and photographer who migrated from England and was active in Southern California in the early 1860s and from 1866-1869.","","1 photograph","","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Early Settlers Within Los Angeles, 1800-1880","Rendall, Stephen Arnold, 1832-1905","","local","Churches","lcsh","Los Angeles (Calif.)","lcsh","34.055164","-118.243469","panoramas","aat","Early Los Angeles buildings and maps (photographs) ; Daily Life in Black Los Angeles and California, 1885-1980 ; Street Scenes, ; Early Views of Downtown Los Angeles","Box 3, Folder 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p575fc","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p575fc/manifest"
