Item ARK,Parent ARK,Parent ARK (Californica),Object Type,Title,STAGE URL,AltTitle.other,Visibility,File Name,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,volume/year,issue,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Name.artist,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Statement of Responsibility,Subject temporal,Subject,Subject geographic,Rights.rightsHolderContact,Bucketeer State,IIIF Access URL,IIIF Manifest URL
ark:/21198/z19c8q06,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Water in Main Road,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19c8q06,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1963_03280.tif,Louis Dupree and Nancy Dupree Collection,,1963,1963,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1963_03280,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Buddha|~|Murals|~|Archaeological Sites,Bamiyan|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8q06,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c8q06/manifest
ark:/21198/z19c8q1n,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Lashkar-i-Bazar,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19c8q1n,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_03006.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1968_03006,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Buddha|~|Murals|~|Archaeological Sites,Bamiyan|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8q1n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c8q1n/manifest
ark:/21198/z19c8q23,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Nancy Hatch Dupree With Umbrella,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19c8q23,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_02737.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1969_02737,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Jalrez|~|Shrines|~|Khwaja Mohammad Baba|~|Cemetery|~|Islamic History|~|Flags|~|Mountains,Wardak|~Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8q23,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c8q23/manifest
ark:/21198/z19c8q3j,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Panorama of Large Village,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19c8q3j,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_02915.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1969_02915,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Jalrez|~|Shrines|~|Khwaja Mohammad Baba|~|Cemetery|~|Islamic History|~|Flags|~|Mountains,Wardak|~Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8q3j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c8q3j/manifest
ark:/21198/z19c8q40,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Mound of Reaped Wheat,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19c8q40,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1975_02360.tif,Louis Dupree and Nancy Dupree Collection,,1975,1975,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1975_02360,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Jalrez|~|Khwaja Mohammad Baba|~|Shrines|~|Door,Wardak|~Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8q40,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c8q40/manifest
ark:/21198/z19c8q5f,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Habibullah Ghazi (Bacha Saqao) Period: 1929,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19c8q5f,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1929_01368.tif,Louis Dupree and Nancy Dupree Collection,,1929,1929,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,black-and-white photographs,,acku_dupree_slide_1929_01368,"Dupree, Louis","Siraj, Khalilullah Enayat",,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Jalrez|~|Shrines|~|Khwaja Mohammad Baba|~|Islamic History|~|Flags,Wardak|~Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8q5f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c8q5f/manifest
ark:/21198/z19c8q6w,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Sallygak with Deer,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19c8q6w,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01585.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1969_01585,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Jalrez|~|Shrines|~|Khwaja Mohammad Baba|~|Islamic History|~|Flags,Wardak|~Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8q6w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c8q6w/manifest
ark:/21198/z19c8q7b,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,"Mausoleum of Amir Habibullah (1901-1919), Jalalabad",https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19c8q7b,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_00266.tif,Louis Dupree and Nancy Dupree Collection,,February 1976,1976-02,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1976_00266,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Hills|~|Mountains|~|Valley|~|Landscapes,Bamiyan|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8q7b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c8q7b/manifest
ark:/21198/z19c8q8s,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Qala Ornamentation,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19c8q8s,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_00743.tif,Louis Dupree and Nancy Dupree Collection,,"February 14, 1976",1976-02-14,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1976_00743,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Hills|~|Mountains|~|Valley|~|Landscapes,Bamiyan|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8q8s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c8q8s/manifest
ark:/21198/z19c8q97,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Taking Cover,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19c8q97,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1985_00944.tif,Louis Dupree and Nancy Dupree Collection,,"July 26, 1985",1985-07-26,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1985_00944,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Kalu Valley|~|Fields|~|Trees|~|Mountains,Bamiyan|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8q97,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c8q97/manifest
ark:/21198/z19c8qbp,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Leadership,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19c8qbp,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1985_01126.tif,Louis Dupree and Nancy Dupree Collection,,"July 28, 1985",1985-07-28,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1985_01126,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Kalu Valley|~|Trees|~|Mountains|~|Hills|~|Towers|~|Landscapes,Bamiyan|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8qbp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c8qbp/manifest
ark:/21198/z19c8qc4,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Second Square: King Amanullah's Birth Monument,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19c8qc4,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_2016_01637.tif,Louis Dupree and Nancy Dupree Collection,,"July 11, 2016",2016-07-11,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_2016_01637,"Dupree, Nancy",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Kalu Valley|~|Terraced Field|~|Trees,Bamiyan|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8qc4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c8qc4/manifest
ark:/21198/z19g7dgd,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Plaster Casts From Begram; Kapisa Province,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19g7dgd,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1966_02035.tif,Louis Dupree and Nancy Dupree Collection,,1966,1966,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1966_02035,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Naghlu|~|Lake|~|Terraced Fields|~|Mountains|~|Shrine|~|Landscapes,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7dgd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19g7dgd/manifest
ark:/21198/z19g7dhv,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Going Up To Top of Bluff Above Cave,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19g7dhv,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_02706.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1969_02706,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Naghlu|~|Lake|~|Shrine|~|Terraced Fields|~|Mountains|~|Landscapes,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7dhv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19g7dhv/manifest
ark:/21198/z19g7dj9,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Mosque With Various Headstones in Foreground,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19g7dj9,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1975_02329.tif,Louis Dupree and Nancy Dupree Collection,,1975,1975,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1975_02329,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Naghlu|~|Lake|~|Snow|~|Mountains|~|Landscapes,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7dj9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19g7dj9/manifest
ark:/21198/z19g7dkr,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Gold Coin of King Kanishka; Baghlan Province,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19g7dkr,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1980_01997.tif,Louis Dupree and Nancy Dupree Collection,,1980,1980,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1980_01997,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Shamshir Ghar|~|Cave of the Sword|~|Bone Seal|~|Winged Camel|~|Birds|~|Bronze Age|~|Museum,Kandahar|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7dkr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19g7dkr/manifest
ark:/21198/z19g7dm6,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Private Villas,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19g7dm6,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1920_01682.tif,Louis Dupree and Nancy Dupree Collection,,1920,1920,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,black-and-white photographs,,acku_dupree_slide_1920_01682,"Dupree, Louis","Siraj, Khalilullah Enayat",,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Ai Khanoum|~|Site of Ai Khanoum|~|Amu Darya|~|Rocky Cliff|~|Temples|~|Mountains|~|Deserts,Takhar|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7dm6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19g7dm6/manifest
ark:/21198/z19g7dnn,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Manogal,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19g7dnn,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1965_00666.tif,Louis Dupree and Nancy Dupree Collection,,1965,1965,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1965_00666,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Ai Khanoum|~|Inscription|~|Heroon of Kineas|~|Tomb Sanctuary|~|Delphic|~|Greese|~|Clearchos|~|Stele|~|Slab|~|Funerary Monument,Takhar|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7dnn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19g7dnn/manifest
ark:/21198/z19g7dp3,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,The Theater: Exterior,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19g7dp3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1974_01668.tif,Louis Dupree and Nancy Dupree Collection,,1974,1974,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1974_01668,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Ai Khanoum|~|Palace Administration Quarter|~|Pile of Stone|~|Column|~|Holes|~|Greek of Capitols|~|Courtyards|~|Pseudo-Corinthian Columns,Takhar|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7dp3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19g7dp3/manifest
ark:/21198/z19g7dqj,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Kunduz to Faizabad By Air,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19g7dqj,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_00445.tif,Louis Dupree and Nancy Dupree Collection,,"June 3, 1976",1976-06-03,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1976_00445,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Ai Khanoum|~|Fountain Plaza|~|Amu Darya|~|Dolphin Spout|~|Pillaged,Takhar|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7dqj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19g7dqj/manifest
ark:/21198/z19g7dr0,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Camouflaged Out Post,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19g7dr0,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1985_00913.tif,Louis Dupree and Nancy Dupree Collection,,"July 25, 1985",1985-07-25,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1985_00913,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Ai Khanoum|~|Fountain Plaza|~|Lion's Head|~|Fountain Spout,Takhar|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7dr0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19g7dr0/manifest
ark:/21198/z19g7dsf,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Architectural Changes,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19g7dsf,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_2004_01458.tif,Louis Dupree and Nancy Dupree Collection,,June 2004,2004-06,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_2004_01458,"Dupree, Nancy",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Ai Khanoum|~|Fountain Plaza|~|Gargoyle|~|Spout|~|Greek Comedy Mask|~|Fountainhead,Takhar|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7dsf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19g7dsf/manifest
ark:/21198/z19k63v8,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Balkh Ruins,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19k63v8,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1963_03249.tif,Louis Dupree and Nancy Dupree Collection,,1963,1963,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1963_03249,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Ai Khanoum|~|Gymnasium|~|Greek World|~|Olympic Games|~|Antique World,Takhar|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k63v8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19k63v8/manifest
ark:/21198/z19k63wq,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,"Qalah Sakari, Family Household",https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19k63wq,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1965_03161.tif,Louis Dupree and Nancy Dupree Collection,,1965,1965,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1965_03161,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Ai Khanoum|~|Hermaic Pillar Statue|~|72 cm Tall|~|Limestone Statue|~|Gymnasium|~|Antique|~|Heracules|~|Hermes,Takhar|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k63wq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19k63wq/manifest
ark:/21198/z19k63x5,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Khinjan Bazaar and good handkerchiefs,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19k63x5,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02975.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1968_02975,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Ai Khanoum|~|Theater|~|Acropolis|~|Citadel Mound|~|Greek Colonists|~|Toppling Columns|~|Burying Structures,Takhar|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k63x5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19k63x5/manifest
ark:/21198/z19k63zm,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Maimana Museum,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19k63zm,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_02884.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1969_02884,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Begram|~|Archaeological Site|~|DAFA|~|French Team|~|Joseph Hackin|~|River|~|Panjshir Valley|~|Ancient Town|~|Bactrian|~|Kushan|~|King Kanishka|~|Vassal State|~|Landscapes,Kapisa|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k63zm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19k63zm/manifest
ark:/21198/z19k640g,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Arch,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19k640g,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1975_02544.tif,Louis Dupree and Nancy Dupree Collection,,1975,1975,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1975_02544,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Begram|~|Archaeological Site|~|Objects|~|International Fame|~|Treasure|~|Silk Route|~|Han Emperors|~|Man|~|Hills,Kapisa|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k640g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19k640g/manifest
ark:/21198/z19k641x,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Deh Afghanan,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19k641x,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1964_01610.tif,Louis Dupree and Nancy Dupree Collection,,1964,1964,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1964_01610,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Hadda|~|Buddha Head|~|Stucco Head|~|Sculptures,Nangarhar|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k641x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19k641x/manifest
ark:/21198/z19k642c,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Roving Specialists: The Cotton Fluffer,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19k642c,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01469.tif,Louis Dupree and Nancy Dupree Collection,,June 1969,1969-06,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1969_01469,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Hadda|~|Buddha Head|~|Stucco Head|~|Sculptures,Nangarhar|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k642c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19k642c/manifest
ark:/21198/z19k643t,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Shahr-i-Naw Expands,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19k643t,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1974_01504.tif,Louis Dupree and Nancy Dupree Collection,,December 1974,1977-12,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1974_01504,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Hadda|~|Seated Buddha|~|Stucco Buddha|~|Lotus Throne|~|Sculptures,Nangarhar|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k643t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19k643t/manifest
