File,Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject,Type.typeOfResource,Type.genre,Name.subject,Rights.copyrightStatus,Rights.rightsHolderContact,Coverage.geographic,Name.fashionDesigner,Name.photographer,Name.repository,Name.artist,Name.architect,Name.compiler,Rights.countryCreation,Rights.servicesContact,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Illustrator,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Opac url,Finding Aid URL,Alternate Identifier.oclc,License,Bucketeer State,IIIF Access URL,IIIF Manifest URL
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czxn2,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czxn2_2109528_master.tif,,TRUE,,Education,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B28_n49074,zzz - duplicate of 21198/zz002hj4k6,"That's the life story of Thelma, left, and Zelma Trammell, nurses at Wadsworth General Hospital. Idential twins, they are shown with Dr. Ralph M. Milliken and Ramon Garcia, ""patient,"" They work in same ward.|~|That's the life story of Thelma, left, and Zelma Trammell, nurses at Wadsworth General Hospital. Idential twins, they are shown with Dr. Ralph M. Milliken and Ramon Garcia, ""patient,"" They work in same ward.",,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czxn2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czxn2/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czxpk,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czxpk_2109540_master.tif,,TRUE,,Events,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B30_n49344,zzz - duplicate of 21198/zz002hj4q8,"Long Peterson, left, and Dorothea Hansen present resolution to Harold A. Henry, Council president, commending City Council of another day for employing the first municipal public health nurse in the nation. City now has 82.",,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czxpk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czxpk/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czxs4,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czxs4_2109546_master.tif,,TRUE,,Science|~|Business|~|Culture,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B66_n57731,zzz - duplicate of 21198/zz002hj4s9,"Student nurses at Methodist Hospital model various caps. Clockwise from bottom, left to right, Corinne Olson with Mt. Rafael (Trinidad, Colo.) Hospital Cap; Mary Schmueck, St. Luck's Hospital, New York City; Bernice Mayer, Colorado Hospital, Denver; June Newton, Columbia Hospital, Milwaukee; Betty Willets, Bellevue Hospital, New York. No two nursing school caps are alike.",,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czxs4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czxs4/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czxtn,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czxtn_2109531_master.tif,,TRUE,,Science,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B29_n49170-001,zzz - duplicate of 21198/zz002hj4mq,Dr. Elias Spotkov uses microscope to demonstrate to General Hospital student nurses how blood clots are found. Hospital is appealing for more nurses.,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czxtn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czxtn/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czxv5,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czxv5_2109549_master.tif,,TRUE,,Education,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B71_n59065,zzz - duplicate of 21198/zz002hj4tt,Coming up gangplank to visit Navy Hospital ship Repose at San Pedro are 10 student nurses from five Southland hospitals. Advantages of a career in the Navy were explained to the young women as part of Navy recruiting campaign.,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czxv5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czxv5/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czxwp,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czxwp_2109537_master.tif,,TRUE,,Education,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B29_n49170-003,zzz - duplicate of 21198/zz002hj4pr,"Esther Phillips, left, sophmore, learns to measure a food formula on scale as demonstrated by Val Turner, senior student at the General Hospital.",,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czxwp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czxwp/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czxx6,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czxx6_2109525_master.tif,,TRUE,,Culture,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B23_n47620,zzz - duplicate of 21198/zz002hj4jp,"Florence Slater, left, and Ann Harmon, technicians at the Veterans Hospital, are two of 12 nationally selected for Warm Springs polio instruction.",,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czxx6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czxx6/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czxzq,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czxzq_2109543_master.tif,,TRUE,,Events|~|People|~|Arts,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B35_n50710-001,zzz - duplicate of 21198/zz002hj4rs,"Four of six awards which went to English productions are admired (from left) by Agnes Moorehead, British Star Jean Simmons and Actor Dick Powell.",,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czxzq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czxzq/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czz0q,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czz0q_2109570_master.tif,,TRUE,,People,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B121_n69405-002,zzz - duplicate of 21198/zz002hj52x,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czz0q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czz0q/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czz17,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czz17_2109558_master.tif,,TRUE,,Arts,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B97_n64575,zzz duplicate of 21198/zz002hj4xc,"Diosa Costello, seated, who takes part of Bloody Mary, and Norma Calderon, as Liat, look at shrunken head used as one of ""props"" in the production.",,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czz17,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czz17/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czz2r,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czz2r_2109576_master.tif,,TRUE,,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B151_n75880,zzz - duplicate of 21198/zz002hj54z,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czz2r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czz2r/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czz38,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czz38_2109564_master.tif,,TRUE,,People,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B112_n67749,zzz - duplicate of 21198/zz002hj50w,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czz38,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czz38/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czz59,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czz59_2109579_master.tif,,TRUE,,Culture,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B155_n76803,zzz - duplicate of 21198/zz002hj55g,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czz59,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czz59/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czz6t,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czz6t_2109561_master.tif,,TRUE,,Culture,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B111_n67528,zzz - duplicate of 21198/zz002hj4zw,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czz6t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czz6t/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czz7b,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czz7b_2109573_master.tif,,TRUE,,Events|~|People,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B147_n74949,zzz - duplicate of 21198/zz002hj53f,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czz7b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czz7b/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czz8v,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czz8v_2109567_master.tif,,TRUE,,People,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B121_n69405-001,zzz - duplicate of 21198/zz002hj51d,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czz8v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czz8v/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czzbw,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czzbw_2109588_master.tif,,TRUE,,People,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B188_n83358,zzz - duplicate of 21198/zz002hj581,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czzbw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czzbw/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czzcd,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czzcd_2109609_master.tif,,TRUE,,Lifestyle,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B236_n92341-003,zzz - duplicate of 21198/zz002hj5hn,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czzcd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czzcd/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czzdx,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czzdx_2109606_master.tif,,TRUE,,Entertainment|~|People,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B236_n92341-002,zzz - duplicate of 21198/zz002hj5g4,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czzdx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czzdx/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czzff,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czzff_2109591_master.tif,,TRUE,,Entertainment|~|People,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B201_n85828,zzz - duplicate of 21198/zz002hj59j,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czzff,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czzff/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czzgz,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czzgz_2109585_master.tif,,TRUE,,Events|~|Youth,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B178_n8141,zzz - duplicate of 21198/zz002hj57h,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czzgz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czzgz/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czzhg,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czzhg_2109594_master.tif,,TRUE,,People,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B203_n86150,zzz - duplicate of 21198/zz002hj5b2,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czzhg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czzhg/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czzj0,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czzj0_2109603_master.tif,,TRUE,,Events|~|People|~|Arts,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B236_n92341-001,zzz - duplicate of 21198/zz002hj5fm,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czzj0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czzj0/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czzkh,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czzkh_2109582_master.tif,,TRUE,,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B171_n79948,zzz - duplicate of 21198/zz002hj560,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czzkh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czzkh/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czzm1,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czzm1_2109597_master.tif,,TRUE,,Transportation,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B207_n86938,zzz - duplicate of 21198/zz002hj5ck,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czzm1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czzm1/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czznj,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czznj_2109600_master.tif,,TRUE,,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B209_n87338,zzz - duplicate of 21198/zz002hj5d3,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czznj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czznj/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czzp2,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czzp2_2109840_master.tif,,TRUE,,Landmarks|~|Environment,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B240_n92994-005|~|uclamss_1429_B240_n92994-005,zzz - duplicate of 21198/zz002hj5p7,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czzp2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czzp2/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czzqk,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czzqk_2109621_master.tif,,TRUE,,Environment,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B240_n92994-004,zzz - duplicate of 21198/zz002hj5nq,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czzqk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czzqk/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czzr3,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czzr3_2109612_master.tif,,TRUE,,Environment,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B240_n92994-001,zzz duplicate of 21198/zz002hj5j5                  Alpine Lodge Ruins,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czzr3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czzr3/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czzsm,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czzsm_2109843_master.tif,,TRUE,,People,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B259_n96265-A,zzz - duplicate of 21198/zz002hj5vt,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czzsm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czzsm/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czzt4,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czzt4_2120292_master.tif,,TRUE,,Lifestyle|~|People,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B269_n97984-C001,zzz - duplicate of 21198/zz002hj65z,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czzt4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czzt4/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czzvn,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czzvn_2115069_master.tif,,TRUE,,Entertainment|~|People,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B262_n96736-B001,zzz - duplicate of 21198/zz002hj5xv,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czzvn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czzvn/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czzw5,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czzw5_2115086_master.tif,,TRUE,,Entertainment|~|People,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B262_n96736-B004,zzz - duplicate of 21198/zz002hj61w,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czzw5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czzw5/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czzxp,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czzxp_2115083_master.tif,,TRUE,,Transportation|~|Entertainment|~|People,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B262_n96736-B003,zzz - duplicate of 21198/zz002hj60c,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czzxp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czzxp/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czzz6,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czzz6_2120307_master.tif,,TRUE,,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B273_n98780-002B,zzz - duplicate of 21198/zz002hj6bj,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czzz6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czzz6/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002d0002,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002d0002_2120295_master.tif,,TRUE,,Entertainment|~|People,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B269_n97984-F001|~|uclamss_1429_B269_n97984-F001,zzz - duplicate of 21198/zz002hj66g,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d0002,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d0002/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002d001k,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002d001k_2120289_master.tif,,TRUE,,People,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B269_n97984-B001,zzz - duplicate of 21198/zz002hj64f,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d001k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d001k/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002d0023,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002d0023_2115080_master.tif,,TRUE,,Transportation,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B262_n96736-B002,zzz - duplicate of 21198/zz002hj5zc,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d0023,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d0023/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002d003m,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002d003m_2120298_master.tif,,TRUE,,Transportation|~|People,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B269_n97984-K001,zzz - duplicate of 21198/zz002hj670,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d003m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d003m/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002d0044,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002d0044_2115089_master.tif,,TRUE,,Entertainment|~|People,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B266_n97530,zzz - duplicate of 21198/zz002hj62d,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d0044,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d0044/manifest
