Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Last Edit Date,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,iiif_access_url,Subject,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Name.subject,Coverage.geographic,Name.artist,Name.illustrator,Name.photographer,Name.compiler,Name.repository,Rights.countryCreation,Rights.rightsHolderContact,Name.architect,Name.fashionDesigner,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Description.caption,Description.adminnote,Description.latitude,Format.dimensions,Description.contents,Date.normalized,Description.note,Date.creation,Description.fundingNote,Alternate Identifier.local,Format.extent,Format.medium,Description.abstract,Description.longitude,Title,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Los Angeles Times Photographic Archive,ark:/21198/zz002dbrs2,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-17 01:02:24,Work,latimes/masters/uclamss_1429_1324.tif,,,,,Arrivals & departures $x American $z California $z Los Angeles|~|Los Angeles Harbor (Calif.)|~|Sailors $x Norwegian $z California $z Los Angeles|~|Ships $x Norwegian $z California $z Los Angeles|~|Discovery & exploration $x American $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"Byrd, Richard Evelyn, $d 1888-1957|~|Balchen, Bernt, $d 1899-1973|~|C. A. Larsen (Whaling ship)|~|Ronne, Martin Rikard, $d b. 1861",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Handwritten text from negative sleeve: Byrd, Richard E. arrival + departure",,,,,1928-10-10,"This photograph is likely related to the articles, ""COMMANDER BYRD SAILS FOR FROZEN ANTARCTIC: Thousands Cheer as All-American Soldiers of Science Depart; Last Word Sent by 'Times',"" and ""Flags Flutter and Whistles Toot Farewell,"" Los Angeles Times, 11 Oct. 1928: A1|~|A photograph of Bernt Balchen and Martin Ronne dressed in the same attire appears with the caption, ""Long Trail of Hardships Looms Ahead [...] Below--Commander Byrd (4) surrounded by a group of his fellow-adventurers; (1) Pilot Harold June; (2) Pilot Bernt Balchen; (3) Official Photograph William Van Dervear; (5) Richard J. Brophy; (6) Capt. Alton S. Parker, pilot; (7) Russell Owen, correspondent for The Times; (8) Sailmaker Martin Roone; (9) Charles Lofgren, secretary to Commander Byrd. [P. & A. photos],"" Los Angeles Times, 11 Oct. 1928: A1|~|From left to right, Bernt Balchen and Martin Ronne stand on the deck of the Norwegian ship, C. A. Larsen. Bernt Balchen (left) stands facing camera, but looks to his right. He holds a piece of paper in his hands. To the right, Martin Ronne stands facing towards left and wears a sailor's hat. Behind them, masts and rigging sit atop the deck and stretch across the background.|~|For additional photographs related to the embarkation of Commander Richard Byrd's Antarctic Expedition from Los Angeles, see items with Old Div IDs: uclamss_1429_1305 through uclamss_1429_1337|~|A similar photograph of both Bernt Balchen and Martin Ronne appears in a small photo spread titled, ""Off for Great Adventure in Lands of Ice and Snow,"" Los Angeles Times, 11 Oct. 1928: A1","[circa October 10, 1928]",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_1324,1 photograph,b&w nitrate negative,,,"Crew members Bernt Balchen and Martin Ronne stand on the deck of the C. A. Larsen, Los Angeles, 1928",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dbrs2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dbrs2/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002hnhnw,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-17 01:03:26,Work,latimes/masters/uclamss_1429_13339.tif,,,,,Public speaking $z California $z San Diego|~|Crowds $z California $z San Diego|~|Visits of state $x American $z California $z San Diego,still image,copyrighted,news photographs|~|cellulose nitrate film,"Roosevelt, Franklin D. (Franklin Delano), 1882-1945|~|Balboa Stadium (San Diego, Calif.)",San Diego (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",Handwritten text from negative sleeve: 4279—McCrory – San Diego Franklin D Roosevelt at San Diego - 1935,,,,,1935-10-02,"For additional photographs of President Franklin Roosevelt’s visit to Southern California in October, 1935, see images with Photo IDs uclamss_1429_13329 through uclamss_1429_13342|~|Crowds fill the stands and the field at Balboa Stadium during a visit by President Franklin Delano Roosevelt. Several people sit at at tables that stretch across the foreground. A rope passes behind them. Beyond the rope, spectators sit on the field and in the stands, completely filling the stadium. At the far end of the stadium, ""WELCOME,"" is spelled out within the crowd at center.|~|Related to the article, “PRESIDENT VOWS HE'LL SHUN WAR: Promise Given on Neutrality Individual Effort, He Says Must Follow Gains Made Under New Deal NEUTRALITY REAFFIRMED Roosevelt Vows to Shun War New Deal Foes Challenged With Statistics in His San Diego Talk,” Los Angeles Times, 3 Oct. 1935: 1","[circa October 2, 1935]",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_13339,1 photograph,b&w nitrate negative,,,"Crowd fills Balboa Stadium and welcomes President Franklin Roosevelt, San Diego, 1935",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hnhnw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hnhnw/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002dbr89,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-17 01:12:25,Work,latimes/masters/uclamss_1429_1309.tif,,,,,Arrivals & departures $x American $z California $z Los Angeles|~|Piers & wharves $z California $z Los Angeles|~|Crowds $z California $z Los Angeles|~|Los Angeles Harbor (Calif.)|~|Marines (Visual works)|~|Ships $x Norwegian $z California $z Los Angeles|~|Discovery & exploration $x American $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"Port of Los Angeles|~|Byrd, Richard Evelyn, $d 1888-1957|~|C. A. Larsen (Whaling ship)",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Handwritten text from negative sleeve: Byrd, Richard E. arrival + departure",,,,,1928-10-10,"This photograph is related to the articles, ""COMMANDER BYRD SAILS FOR FROZEN ANTARCTIC: Thousands Cheer as All-American Soldiers of Science Depart; Last Word Sent by 'Times',"" and ""Flags Flutter and Whistles Toot Farewell,"" Los Angeles Times, 11 Oct. 1928: A1|~|A similar photograph of the same event appears in a small photo spread titled, ""Off for Great Adventure in Lands of Ice and Snow,"" Los Angeles Times, 11 Oct. 1928: A1|~|A large crowd of spectators gathers on a pier in Los Angeles Harbor. They are viewed from overhead. The crowd enters frame along the bottom edge and stretches back towards the right. They face the Norwegian ship, C. A. Larsen, which is moored to the left of them. The C. A. Larsen enters frame from the left and extends across the image towards center. It sits in partial view with its starboard side facing camera. Flags over the wharf wave in the breeze. In the far distance at right, the harbor is visible.|~|For additional photographs related to the embarkation of Commander Richard Byrd's Antarctic Expedition from Los Angeles, see items with Old Div IDs: uclamss_1429_1305 through uclamss_1429_1337|~|A photograph of the same event appears with the caption, ""Long Trail of Hardships Looms Ahead [-] Above, left--The C. A. Larsen starting on the long trip [...] [P. & A. photos],"" Los Angeles Times, 11 Oct. 1928: A1","[circa October 10, 1928]",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_1309,1 photograph,b&w nitrate negative,,,"Crowd gathers on the wharf alongside Richard E. Byrd's ship, C. A. Larsen, Los Angeles, 1928",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dbr89,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dbr89/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002dbr5r,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-17 01:13:37,Work,latimes/masters/uclamss_1429_1306.tif,,,,,Arrivals & departures $x American $z California $z Los Angeles|~|Piers & wharves $z California $z Los Angeles|~|Crowds $z California $z Los Angeles|~|Los Angeles Harbor (Calif.)|~|Marines (Visual works)|~|Ships $x Norwegian $z California $z Los Angeles|~|Discovery & exploration $x American $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"Port of Los Angeles|~|Byrd, Richard Evelyn, $d 1888-1957|~|C. A. Larsen (Whaling ship)",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Handwritten text from negative sleeve: Byrd, Richard E. arrival + departure",,,,,1928-10-10,"A photograph of the same event appears with the caption, ""Long Trail of Hardships Looms Ahead [-] Above, left--The C. A. Larsen starting on the long trip [...] [P. & A. photos],"" Los Angeles Times, 11 Oct. 1928: A1|~|A similar photograph of the same event appears in a small photo spread titled, ""Off for Great Adventure in Lands of Ice and Snow,"" Los Angeles Times, 11 Oct. 1928: A1|~|This photograph is related to the articles, ""COMMANDER BYRD SAILS FOR FROZEN ANTARCTIC: Thousands Cheer as All-American Soldiers of Science Depart; Last Word Sent by 'Times',"" and ""Flags Flutter and Whistles Toot Farewell,"" Los Angeles Times, 11 Oct. 1928: A1|~|The camera looks down towards the deck of the Norwegian ship, C. A. Larsen, and a crowd of spectators. The ship's deck, passes across the image on an angle stretching up to the left from the lower right corner. On the deck, passengers stand along the ship's rail, on its right side. Farther below and to the right of the ship's deck, a large crowd gathers on the wharf. A small channel of water stretches alongside the right side of the wharf. Its rocky bank is visible extending across the top edge. In the upper left corner, a dock passes over the channel.|~|For additional photographs related to the embarkation of Commander Richard Byrd's Antarctic Expedition from Los Angeles, see items with Old Div IDs: uclamss_1429_1305 through uclamss_1429_1337","[circa October 10, 1928]",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_1306,1 photograph,b&w nitrate negative,,,"Crowds gather on the wharf to watch the Byrd's South Pole expedition depart, Los Angeles, 1928",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dbr5r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dbr5r/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002hnh23,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-17 01:14:25,Work,latimes/masters/uclamss_1429_13322.tif,,,,,Christmas|~|Horse racing $z California $z Arcadia|~|Crowds $z California $z Arcadia|~|Upper class $z California $z Arcadia,still image,copyrighted,news photographs|~|cellulose nitrate film,"Washington, Lucy Estelle, 1915-2009|~|Santa Anita Park (Arcadia, Calif.)",Arcadia (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Handwritten text on negative sleeve: 4274-- [stamped:] DEC 31 1935 [end stamped] Dickey Dell Doheny Santa Anita Races Society 12-25-35|~|Text from newspaper caption: Look Who's Home Again Miss Dicky Dell Doheny met a candid cameraman, among others, at Santa Anita yesterday--meeting place of Los Angeles' elite. Times photo [Los Angeles Times, 26 Dec. 1935: A13]|~|Handwritten on negative: Dickey Dell Doheny",,,,,1935-12-25,"Related to the articles, ""GAY PARTIES FILL BOXES: Cheeriness Pervades at Turf Club's Christmas Day Opening Program,"" and, ""Society Turns Out En Masse for Santa Anita's Second Inagural Meeting: MOVIE STARS ALSO GATHER Turf Fashions on Parade Style Spectacle Furnishes High Light Spot on Race Program,"" Los Angeles Times, 26 Dec. 1935: A10|~|A cropped version of this image appears in the photo spread titled, ""Smart Set of Southland Turns Out for Opening Day of Races at Santa Anita,"" Los Angeles Times, 26 Dec. 1935: A13|~|Dickey Dell Doheny turns towards camera while sitting in her reserved box at Santa Anita Park. The camera looks down towards her and the rest of the crowd. Dickey Dell Doheny sits at center and appears to be caught off-guard as she looks towards camera. Fellow spectators sit in the box with her. Below them, the track's full grandstand stretches across the image. The track is visible beyond the grandstand.","December 25, 1935",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_13322,1 photograph,b&w nitrate negative,,,"Dickey Dell Doheny sits in a reserved box at Santa Anita Park on opening day, Arcadia, 1935",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hnh23,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hnh23/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002dbrhx,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-17 01:15:27,Work,latimes/masters/uclamss_1429_1316.tif,,,,,Arrivals & departures $x American $z California $z Los Angeles|~|Sailors $x American $z California $z Los Angeles|~|Military personnel $x American $z California $z Los Angeles|~|Los Angeles Harbor (Calif.)|~|Ships $x Norwegian $z California $z Los Angeles|~|Discovery & exploration $x American $z California $z Los Angeles,still image,copyrighted,news photographs|~|Group portraits|~|cellulose nitrate film,"Port of Los Angeles|~|Byrd, Richard Evelyn, $d 1888-1957|~|Demas, E. J., $d 1905-1979|~|De Cecca, Jeremiah, $d 1894-1966|~|C. A. Larsen (Whaling ship)|~|Bubier, Kennard Francis, $d 1902-1983",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Handwritten text from negative sleeve: Byrd, Richard E. arrival + departure",,,,,1928-10-09,"This photograph is likely related to the article, “VIKINGS TRIM ANTARCTIC SAIL: Explorer Byrd's Party Will Begin Voyage Today Intrepid Group Starting for Uncharted Perils Expedition Thrusts at Last Outpost of Globe,” Los Angeles Times, 10 Oct. 1928: A1|~|For additional photographs related to the embarkation of Commander Richard Byrd's Antarctic Expedition from Los Angeles, see items with Old Div IDs: uclamss_1429_1305 through uclamss_1429_1337|~|From left to right, E. J. Demas, Kennard Bubier and Jeremiah De Cecca pose on the deck of the C. A. Larsen. The trio stands at center. All 3 men wear suits and look to the camera. The deck of the ship extends straight back behind them. At left, another crew member stands along the ship's rail. Behind and to the right of the group, a few more men stand. Farther down the deck at right, a ship's funnel rises. The Port of Los Angeles is visible in the distance at left.","[circa October 9, 1928]",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_1316,1 photograph,b&w nitrate negative,,,"E. J. Demas, Kennard Bubier and Jeremiah de Cecca pose on the deck of the C. A. Larsen, Los Angeles, 1928",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dbrhx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dbrhx/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002hnpzz,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-17 01:16:21,Work,latimes/masters/uclamss_1429_13493.tif,,,,,Football players $z California $z Los Angeles|~|Marching bands,still image,copyrighted,news photographs|~|Group portraits|~|cellulose nitrate film,"Nevers, Ernie, $d 1903-|~|Southern Methodist University. $b Mustang Band|~|Bailey, Betty|~|Johnson, Tom",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Handwritten text from negative sleeve: 4336 [stamped:] JAN 3- 1936 [end stamped] S. M. U. Band miss Betty Bailey (sweetheart SMU) Ernie Nevers (stanford) Times Rally 12/26/35|~|Handwritten on negative: Leader - Ernie Nevers, Miss Bailey and S.M.U. Band",,,,,1935-12-26,"At center, the Southern Methodist University Mustang Band poses on a stage. Kneeling in front of the musicians, from left to right, are Betty Bailey, former Stanford football player Ernie Nevers and bandleader Tom Johnson. The couple dozen band members pose with their instruments behind them.|~|Related to the articles, ""TEXAS BAND ON PROGRAM FOR TONIGHT,"" Los Angeles Times, 25 Dec. 1935: A13, ""Unusual Musical Aggregation on Paramount Bill,"" Los Angeles Times, 27 Dec. 1935: 11, and ""Bill Henry Says--,"" Los Angeles Times, 28 Dec. 1935: 7","December 26, 1935",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_13493,1 photograph,b&w nitrate negative,,,"Ernie Nevers poses with Betty Bailey and the Southern Methodist University Mustang Band, Los Angeles, 1935",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hnpzz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hnpzz/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002hn93q,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-17 01:17:04,Work,latimes/masters/uclamss_1429_13149.tif,,,,,Christmas|~|Toys|~|Luncheons $z California $z Los Angeles|~|Clubwomen $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"Friday Morning Club (Los Angeles, Calif.)|~|Sampson, Lila Mae|~|Carlson, Gwen, $d b. 1916 or 17|~|Glatte, Cynthia Veatch, $d 1906-1994|~|Glatte, Diane, $d b. 1931|~|Frederick, Paul","Downtown (Los Angeles, Calif.)",,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",Text from negative sleeve: 4142 -- [stamped:] DEC 23 1935 [end stamped] Friday Morning Club Juniors L to R Miss Diane Glatte Mrs. Hayden Glatte Mrs. Earl W. Carlson xxxxxxxxxxxxxxxxxxxxx Mrs. Richard Hunt Sampson Master Paul Frederick,,,,,1935-12-23,"Likely related to the article, ""Friday Morning Club Members Give Successful Luncheon: Women Do All Decorating and Serve Repast for 500 Yule Party Helped by Business Houses With Gifts Going to Sunset Center and Rancho Los Amigos,"" Los Angeles Times, 23 Dec. 1935: A5|~|At center, toys cover a table that sits in a large gallery space. From left to right, Friday Morning Club clubwomen, Cynthia Glatte, Gwen Carlson and Lila Mae Sampson stand around the left, back and right edges of the table, respectively. Both Cynthia Glatte and Lila Mae Sampson hold some of the toys. In front of them, Diane Glatte sits on the front left corner of the table and Paul Frederick sits on a tricycle in front of Lila Mae Sampson. Chairs are lined up against the back wall at right. From the same wall, 4 paintings hang. Light flows into the space from a window along the back wall at left.","December 23, 1935",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_13149,1 photograph,b&w nitrate negative,,,"Friday Morning Club members and children gather around a table of toys, Los Angeles, 1935",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hn93q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hn93q/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002dbr47,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-17 01:18:17,Work,latimes/masters/uclamss_1429_1305.tif,,,,,Arrivals & departures $x American $z California $z Los Angeles|~|Sheep $z California|~|Piers & wharves $z California $z Los Angeles|~|Shipping $z California $z Los Angeles|~|Los Angeles Harbor (Calif.)|~|Ships $x Norwegian $z California $z Los Angeles|~|Discovery & exploration $x American $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"Port of Los Angeles|~|Byrd, Richard Evelyn, $d 1888-1957|~|C. A. Larsen (Whaling ship)",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Handwritten text from negative sleeve: Byrd, Richard E. arrival + departure|~|Text from accompanying press release: Watch Your Credit__________""P & A Photos"" LA 15287---------(Los Angeles Bureau) Byrd's Expedition Ship Ready to Sail. The C. A. Larsen arrived in Los Angeles Port recently from Norfolk, Virginia, and the loading of the vessel began immediately. There was 10,000 tons of whaling and explorers' supplies put aboard, for the two expeditions, that of the Byrd party and the Ross Sea Whaling Company, of which the 18,000 ton factory ship is the chief unit. 47,500 barrels of fuel oil was loaded, and also seventy five head of sheep and several milch cows for the whalers and a large consignment of last minute stores for the Byrd expedition. Photo shows the loading of sheep on the C. A. Larsen. (LA-FM 14) 10/9/28",,,,,1928-10-09,"For accompanying press release, see Item Ark 21198/zz002dbsng|~|A dock enters frame from the bottom edge at right and stretches straight back. The C. A. Larsen is moored along its left side. A truck is parked on the dock at right. Only the truck bed is visible entering frame from the right edge. At the back of the truck, a small ramp descends onto the dock and towards the ship. Workers at center guide a sheep down this small ramp. To the left of them, more workers carry sheep up a set of steps that abuts the ship. More workers and ship personnel are visible standing dockside in the distance at center.|~|For additional photographs related to the embarkation of Commander Richard Byrd's Antarctic Expedition from Los Angeles, see items with Old Div IDs: uclamss_1429_1305 through uclamss_1429_1337|~|This photograph is likely related to the article, “VIKINGS TRIM ANTARCTIC SAIL: Explorer Byrd's Party Will Begin Voyage Today Intrepid Group Starting for Uncharted Perils Expedition Thrusts at Last Outpost of Globe,” Los Angeles Times, 10 Oct. 1928: A1","[October 9, 1928]",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_1305,1 photograph,b&w nitrate negative,,,"Workers load sheep into a cargo hold on the C. A. Larsen, Los Angeles, 1928",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dbr47,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dbr47/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002hn926,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-17 01:19:26,Work,latimes/masters/uclamss_1429_13148.tif,,,,,Christmas|~|Kitchens $z California $z Los Angeles|~|Luncheons $z California $z Los Angeles|~|Cookery $z California $z Los Angeles|~|Clubwomen $z California $z Los Angeles,still image,copyrighted,news photographs|~|Group portraits|~|cellulose nitrate film,"Friday Morning Club (Los Angeles, Calif.)|~|Chase, Josephine Ann, $d 1908-1997|~|Prindle, Willa Antoinette Phelps, $d 1906-1986|~|Wilson, James E., $c Mrs.|~|Harper, Paul, $c Mrs.|~|Brown, Eugene, $c Mrs.","Downtown (Los Angeles, Calif.)",,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: 4142 - [stamped:] DEC 23 1935 [end stamped] Friday Morning Club Mmes. Paul Harper, Eugene Brown, James E. Wilson, Everette V. Prindle, E. Leith Chase",,,,,1935-12-23,"Friday Morning Club members: Mrs. Paul Harper, Mrs. Eugene Brown, Mrs. James E. Wilson, Willa A. Prindle and Ann Chase pose behind a prep table while cooking for a Christmas luncheon. The butcher block preparation table stretches across the foreground on an angle back to the right. The women stand in a row on the far side of the table, posing behind mixing bowls. Pots and pans hang from a large rack above them. The kitchen's back wall stretches across the background.|~|Related to the article, ""Friday Morning Club Members Give Successful Luncheon: Women Do All Decorating and Serve Repast for 500 Yule Party Helped by Business Houses With Gifts Going to Sunset Center and Rancho Los Amigos,"" Los Angeles Times, 23 Dec. 1935: A5","December 23, 1935",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_13148,1 photograph,b&w nitrate negative,,,"Friday Morning Club members pose while cooking for a Christmas luncheon, Los Angeles, 1935",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hn926,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hn926/manifest
