Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Subject.descriptiveTopic,Type.typeOfResource,Rights.copyrightStatus,Subject.conceptTopic,Name.sponsor,Subject.corporateName,"Subject.Jones, Marcia : local",Subject.otherTopic,Publisher.publisherName,Name.photographer,Name.designer,Name.creator,Name.printer,Name.conceptor,Name.artist,Author,Name.musician,Name.funder,Name.other,Rights.rightsHolderContact,Name.writer,Name.repository,Editor,Language,Coverage.geographic,Name.actress,Name.artDirector,Type.genre,Name.publishingDirector,Rights.permission,Name.subject,Rights.servicesContact,Alternate Identifier.local,Title,AltTitle.other,Description.note,Publisher.placeOfOrigin,Date.publication,Format.dimensions,AltTitle.translated,Description.condition,Description.caption,Alternate Title.descriptive,Date.normalized,Relation.hasVersion,Relation.derivedFrom,Summary,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL,Representative Image,Masthead
AIDS Posters Collection,ark:/21198/zz0002jsc4,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au033.tif,,,,,Nudes|~|Gay men,still image,unknown,AIDS (Disease)--Prevention|~|Safe Sex|~|Condoms|~|Acquired Immunodeficiency Syndrome--prevention & control|~|Love,,,,,AIDS-Hilfe Wien. Informationsstelle,"Baumann, Peter, ca. 1947-",,Ogilvy & Mather,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,,"Wlcek, Günther",posters,,,,,AU033,Schutz aus Liebe [inscribed],,"Poster depicts two nude men who look as if they are about to make love. The caption ""Protection from love"" implies that they need to use condoms in order to prevent infection.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU033.",Vienna (Austria),[between 1987 and 2003],61 x 86 cm. (24 x 34 in.),Protection from love,Additional poster text: Geben wir Aids keine chance|~|Additional translated poster text: We do not give AIDS a chance,,,1987/2003,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jsc4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jsc4/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jsf5,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au034.tif,,,,,Dolls,still image,unknown,AIDS (Disease)--Prevention|~|Safe Sex|~|Condoms|~|Acquired Immunodeficiency Syndrome--prevention & control,AIDS-Hilfe Wien,,,,,"Winkelmann, Michael, photographer","Palla, Koblinger_Proximity",,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,eng,Austria,,,posters,,,,,AU034,Two male dolls having sex [descriptive],,"Poster depicts two male rubber dolls in the act of sex. The text suggests that only if you're made of rubber is it safe to do without a rubber (i.e. a condom).|~|Part of ""Nur Vollgummis machen es ohne"" poster campaign.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU034.|~|Date on back of poster, 2002, reflects when the vendor received the copy later acquired by the UCLA Library.",Vienna (Austria),[between 1987 and 2002],86 x 61 cm. (34 x 24 in.),,Poster text: Nur Vollgummis machen es ohne. Mach's mit mir!|~|Translated poster text: Only fully rubber people do it without. Do it with me!,Nur Vollgummis machen es ohne,,1987/2002,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jsf5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jsf5/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jsh6,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au035.tif,,,,,Dolls|~|Sex,still image,unknown,AIDS (Disease)--Prevention|~|Safe Sex|~|Condoms|~|Acquired Immunodeficiency Syndrome--prevention & control,AIDS-Hilfe Wien,,,,,"Winkelmann, Michael, photographer","Palla, Koblinger_Proximity",,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,eng,Austria,,,posters,,,,,AU035,"Two rubber dolls, male and female, having sex [descriptive]",,"Poster depicts two unclothed rubber dolls, female and male, having sex. The text implies that only if you are made of rubber can you do without a rubber (i.e., a condom).|~|Part of ""Nur Vollgummis machen es ohne"" poster campaign.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU035.|~|Date on back of poster, 2002, reflects when the vendor received the copy later acquired by the UCLA Library.",Vienna (Austria),[between 1987 and 2002],86 x 61 cm. (34 x 24 in.),,Poster text: Nur Vollgummis machen es ohne. Mach's mit mir!|~|Translated poster text: Only fully rubber people do it without. Do it with me!,Nur Vollgummis machen es ohne,,1987/2002,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jsh6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jsh6/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jsk7,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au036.tif,,,,,Dolls|~|Sex,still image,unknown,AIDS (Disease)--Prevention|~|Safe Sex|~|Condoms|~|Acquired Immunodeficiency Syndrome--prevention & control,AIDS-Hilfe Wien,,,,,"Winkelmann, Michael, photographer","Palla, Koblinger_Proximity",,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,eng,Austria,,,posters,,,,,AU036,"Two rubber dolls, standing, having sex [descriptive]",,"Poster depicts two nude rubber dolls, male and female, having sex in an upright position. The text suggest that only people made of rubber can do without using a rubber (i.e., a condom).|~|Part of ""Nur Vollgummis machen es ohne"" poster campaign.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU036.|~|Date on back of poster, 2002, reflects when the vendor received the copy later acquired by the UCLA Library.",Vienna (Austria),[between 1987 and 2002],86 x 61 cm. (34 x 24 in.),,Poster text: Nur Vollgummis machen es ohne. Mach's mit mir!|~|Translated poster text: Only fully rubber people do it without. Do it with me!,Nur Vollgummis machen es ohne,,1987/2002,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jsk7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jsk7/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jsn8,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au037.tif,,,,,Gay men|~|Condoms,still image,unknown,Oral sex|~|AIDS (Disease)--Prevention|~|Acquired Immunodeficiency Syndrome--prevention & control,AIDS-Hilfe Wien,,,,,,PK&P (Firm),,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,,,posters,,,,,AU037,Schwul? Aber sicher! [inscribed],,"Poster depicts two men. One is standing; he is shirtless and wears leather pants, facing away. The other is kneeling in front of him, as if performing fellatio. In the lower right corner is a condom package that says ""Aids Hilfe.""|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU037.",Vienna (Austria),[between 1987 and 2003],86 x 61 cm. (34 x 24 in.),Gay? But of course!,,,,1987/2003,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jsn8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jsn8/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jsq9,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au038.tif,,,,,Men|~|Women,still image,unknown,Touch|~|AIDS (Disease)--Social aspects|~|HIV Infections--transmission,AIDS-Hilfe Wien,,,,,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,,,posters,,,,,AU038,Menschlichkeit ist ansteckend. Eine HIV-positive Frau streicheln nicht [inscribed],,"Depicts a man and woman standing and embracing. The woman's back is facing the camera. Only the torso and head of the man is visible; his lower body seems to disappear.|~|Part of ""Menschlichkeit ist ansteckend"" poster campaign.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU038.",Vienna (Austria),[between 1987 and 2003],86 x 61 cm. (34 x 24 in.),Humanity is contagious. Caressing an HIV-positive woman is not,,,Menschlichkeit ist ansteckend,1987/2003,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jsq9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jsq9/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jssb,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au039.tif,,,,,Men,still image,unknown,HIV-positive persons|~|Employment|~|AIDS (Disease)--Social aspects|~|HIV Infections--transmission,AIDS-Hilfe Wien,,,,,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,,,posters,,,,,AU039,Menschlichkeit ist ansteckend. Mit HIV-positiven arbeiten nicht. [inscribed],,"Poster depicts two shirtless men, one wearing overalls and the other wearing work pants.|~|Part of ""Menschlichkeit ist ansteckend"" poster campaign.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU039.",Vienna (Austria),[between 1987 and 2003],86 x 61 cm. (34 x 24 in.),Humanity is contagious. Working with HIV-positive people is not.,,,Menschlichkeit ist ansteckend,1987/2003,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jssb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jssb/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jsvc,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au040.tif,,,,,Nudes|~|Men|~|Women|~|Condoms,still image,Under copyright; used by permission,AIDS (Disease)--Prevention|~|Acquired Immunodeficiency Syndrome--prevention & control,AIDS-Hilfe Wien,,,,,"Herrmann, Matthias, 1963-","Pawlik, Andreas, 1971-|~|Pumhösl, F.",,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,,,posters,,,,,AU040,Sei so lieb! [inscribed],,"Poster depicts a nude man and woman standing. The woman has her arms over her head and bent to hold his neck, and her mouth is open. He stands behind her with his arms around her stomach, and is smiling. In the text below, the ""o"" in ""so"" is an unused condom.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU040.|~|Date on back of poster, 2002, reflects when the vendor received the copy later acquired by the UCLA Library.",Vienna (Austria),[between 1987 and 2002],86 x 61 cm. (34 x 24 in.),Be a dear!,,,,1987/2002,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jsvc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jsvc/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jsxd,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au041.tif,,,,,Balls (Sporting goods)|~|HIV-positive persons|~|Children,still image,unknown,Play (Recreation)|~|AIDS (Disease)--Transmission|~|HIV Infections--transmission,AIDS-Hilfe Wien,,,,,,PK&P (Firm),,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,,,posters,,,,,AU041,Menschlichkeit ist ansteckend. Mit HIV-positiven Kindern spielen nicht. [inscribed],,"Poster depicts a child wearing overalls and holding a ball.|~|Part of ""Menschlichkeit ist ansteckend"" poster series.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU041.",Vienna (Austria),[between 1987 and 2003],86 x 61 cm. (34 x 24 in.),Humanity is contagious. Playing with HIV-positive children is not.,,Menschlichkeit ist ansteckend,,1987/2003,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jsxd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jsxd/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jt0x,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au042.tif,,,,,Graffiti,still image,unknown,AIDS (Disease)--Prevention|~|Safe Sex|~|Condoms|~|Acquired Immunodeficiency Syndrome--prevention & control,,,,,Austria. Bundesministerium für Gesundheit und Frauen,,Marat,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,,,posters,,,,,AU042,Ich will nur mit kondom. [inscribed],,"Poster depicts a wall covered in graffiti. The graffiti text says that AIDS concerns everyone and suggests that everyone should only want to have sex with a condom.|~|Part of ""Aids geht uns alle an"" poster campaign.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU042.",Austria,[between 1987 and 2003],61 x 86 cm. (24 x 34 in.),I only want to do it with a condom.,Additional poster text: Aids geht uns alle an! Ich will nur mit kondom. Du willst nur mit kondom. Er will nur mit kondom. Sie will nur mit kondom. Ihr wollt nur mit kondom. Sie wollen nur mit kondom. Das Kondom Schützt vor AIDS.|~|Additional translated poster text:  AIDS concerns us all!  I only want to do it with a condom.  You only want to do it with a condom.  He only wants to do it with a condom.  She only want to do it with a condom.  You only want to do it with a condom.  They only want to do it with a condom. Condoms protect against AIDS.,Aids geht uns alle an!,,1987/2003,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jt0x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jt0x/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jt2z,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au043.tif,,,,,Pens|~|Paper,still image,unknown,Acquired Immunodeficiency Syndrome--transmission|~|Writing|~|Kissing|~|AIDS (Disease)--Transmission,,,,,Austria. Bundesministerium für Gesundheit und Frauen,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,,,posters,,,,,AU043,Ich bekomme Aids nicht von Küssen [inscribed],,"Poster depicts a sheet of writing paper with handwriting on it which appears to be laid on a bed. Next to it is an open fountain pen.|~|Part of ""AIDS geht uns alle an"" poster campaign.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU043.",Austria,[between 1987 and 2003],61 x 86 cm. (24 x 34 in.),,Poster text: AIDS geht uns alle an. Ich bekomme Aids nicht von Küssen. Du bekommst Aids nicht von Küssen. Er bekommt Aids nicht von Küssen. Sie bekommt Aids nicht von Küssen. Es bekommt Aids nicht von Küssen. Sie bekommen Aids nicht von Küssen. Ihr bekommt Aids nicht von Küssen. Sie bekommen Aids nicht von Küssen. Das Kondom Schütz vor AIDS.|~|Translated poster text: AIDS concerns us all. I can't get AIDS from kissing. You can't get AIDS from kissing. He can't get AIDS from kissing. She can't get AIDS from kissing. It can't get AIDS from kissing. You can't get AIDS from kissing. You others can't get AIDS from kissing. They can't get AIDS from kissing.,AIDS geht uns alle an,I can't get AIDS from kissing,1987/2003,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jt2z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jt2z/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jt40,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au044.tif,,,,,Writing|~|Blackboards,still image,unknown,AIDS (Disease)|~|Acquired Immunodeficiency Syndrome,,,,,Austria. Bundesministerium für Gesundheit und Frauen,,Marat,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,,,posters,,,,,AU044,Ich habe Aids [inscribed],,"Poster depicts a chalkboard with writing on it. The text says that AIDS concerns everyone.|~|Part of ""Aids geht uns alle an"" poster campaign.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU044.",Austria,[between 1987 and 2003],61 x 86 cm. (24 x 34 in.),I have AIDS,Additional poster text: Aids geht uns alle an. Ich habe Aids. Du hast Aids. Er hat Aids. Sie hat Aids. Ihr habt Aids. Sie haben Aids. Das Kondom Schützt vor AIDS.|~|Additional translated poster text:  AIDS concerns us all.  I have AIDS.  You have AIDS.  He has AIDS.  She has AIDS.  You have AIDS.  They have AIDS.  Condoms protect against AIDS.,Aids geht uns alle an,,1987/2003,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jt40,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jt40/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jt61,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au045.tif,,,,,Mirrors |~|Lipsticks,still image,unknown,Oral contraceptives|~|Acquired Immunodeficiency Syndrome--prevention & control|~|AIDS (Disease)--Transmission,,,,,Austria. Bundesministerium für Gesundheit und Frauen,,Marat,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,,,posters,,,,,AU045,Pille schützt mich nicht vor Aids [inscribed],,"Poster depicts a mirror with writing in lipstick. The text says that AIDS affects anyone, and that the pill (oral contraceptives) does not prevent AIDS.|~|Part of ""Aids geht uns alle an"" poster campaign.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU045.",Austria,[between 1987 and 2003],61 x 86 cm. (24 x 34 in.),The pill doesn't protect me against AIDS,Additional poster text: Aids geht uns alle an. Die Pille schützt mich nicht vor Aids. Die Pille schützt dich nicht vor Aids. Die Pille schützt ihm nicht vor Aids. Die Pille schützt sie nicht vor Aids. Die Pille schützt es nicht vor Aids. Die Pille schützt euch nicht vor Aids. Die Pille schützt sie nicht vor Aids.  Das Kondom schützt vor AIDS.|~|Additional translated poster text: AIDS concerns us all. The pill doesn't protect me from AIDS. The pill doesn't protect you from AIDS. The pill doesn't protect him from AIDS. The pill doesn't protect her from AIDS. The pill doesn't protect it from AIDS. The pill doesn't protect you from AIDS. The pill doesn't protect them from AIDS. Condoms protect against AIDS.,Aids geht uns alle an,,1987/2003,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jt61,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jt61/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jt82,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au046.tif,,,,,Legs|~|Condoms|~|Butterflies|~|Inchworms|~|Paintings,still image,unknown,AIDS (Disease) in art--Exhibitions|~|Acquired Immunodeficiency Syndrome|~|World AIDS Day|~|Art exhibitions--Austria--Vienna|~|Fund raising--Austria--Vienna,Österreichische AIDS-Hilfe,,,,,,,,,,"Hirsch, Edith",,,,Josef Neuf Gesellschaft (Firm),,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,,,posters,,,,,AU046,Edith Hirsch: Bilder zum Thema AIDS [inscribed],,"Poster shows an example of the artwork of Edith Hirsch and advertises an exhibit and sale of her art held in 1988 to benefit Österreichische AIDS-Hilfe. The painting is of several images superimposed: a butterfly, a woman's open legs, and an unrolled condom. In the lower right corner is a small green inchworm. The World AIDS Day logo for 1988 appears at the bottom of the poster, and apparently it fell during the dates of the exhibit.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU046.",Vienna (Austria),1988,86 x 61 cm. (34 x 24 in.),Edith Hirsch: Posters on the theme of AIDS,,,,1988,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jt82,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jt82/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jtb3,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au047.tif,,,,,,still image,unknown,,,,,,,Claudio Alessandri Design (Firm),,AIDS-Hilfen Österreichs,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,eng,Austria,,,posters,,,,,AU047,Stop AIDS now [inscribed],,"This poster features the dancers from the innovative momix troupe who form the letters of the words Stop AIDS Now with their bodies.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU047.|~|Date on back of poster, 1995, reflects when the vendor received the copy later acquired by the UCLA Library.",Vienna (Austria),[between 1987 and 1995],,,"Additional poster text: Die AIDS-Hilfen  Österreichs|~|Momix dancers: Erin Elliott, Solveig Olsen, Terry Pexton, Brian Sanders. (Courtesy of Riezouw Associates Ltd)",,,1987/1995,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jtb3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jtb3/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jtd4,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/be001.tif,,,,,Safe Sex|~|Astronauts|~|Space suits|~|Acquired Immunodeficiency Syndrome--prevention & control,still image,unknown,AIDS (Disease)--Prevention|~|Condoms,,,,,Belgium. Ministère de la communauté française|~|Infor SIDA (Belgium),,,"Brandenbourger, Pierre",,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,"Petitjean, Patrick, editor",fre,Belgium,,,posters,,,,,BE001,Grands voyages ne se font jamais sans combinaison [inscribed],,"An astronaut in a space suit is standing on the moon.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item BE001.",Brussels (Belgium),1998,61 x 41 cm. (24 x 16 in.),Important voyages are never undertaken without overalls,"Additional poster text: Le préservatif, pour décoller en toute sécurité.|~|Additional translated poster text: Condoms, for take-off in full safety.",,,1998,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jtd4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jtd4/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jtg5,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/be002.tif,,,,,Mice|~|Couples|~|Love,still image,unknown,AIDS (Disease)--Prevention|~|Acquired Immunodeficiency Syndrome--prevention & control,,,,,Association d'Aide et d'Information sur le SIDA,,,,,,"Demarets, René",,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,"Vaes, J. C.",fre,Belgium,,,posters,,,,,BE002,Amour rend aveugle [inscribed],,"Two brown stuffed animal mice seen from the back are sitting side by side, arm-in-arm, looking off into the distance.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item BE002.|~|Date on back of poster, 1999, reflects when the vendor received the copy later acquired by the UCLA Library.",Brussels (Belgium),[between 1987 and 1999],61 x 41 cm. (24 x 16 in.),Love makes you blind,"Additional poster text: SIDA: Informez-vous, protégez-vous!|~|Translated poster text: AIDS: Inform yourself, protect yourself!",,,1987/1999,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jtg5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jtg5/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jtj6,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/be003.tif,,,,,Daisies|~|Licenses|~|Condoms,still image,unknown,AIDS (Disease)--Prevention|~|Seduction|~|Acquired Immunodeficiency Syndrome--prevention & control,,,,,Belgium. Ministère de la communauté française|~|Plate Forme prévention SIDA,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,"Martin, Thierry",fre,Belgium,,,posters,,,,,BE003,"Séduire, ce sont 1000 petits gestes plus 1 [inscribed]",,"A daisy consists of a condom for a center, and its petals are labeled l'écouter, titiller, beaucoup rire, tout goûter, les yeux bandés, désirer.  The cover of the document Permis de Séduire [License to Seduce] is also displayed.  Its design imitates a Permis de Conduire [driver's license], and it contains a condom and instructions on how to use it, as well as information on the modes of transmission of HIV.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item BE003.",Brussels (Belgium),2001,61 x 41 cm. (24 x 16 in.),"To seduce, there are a thousand little moves plus one","Additional poster text: Le sida ne se guérit pas encore.  Pensez à vous protéger.  Lors des relations sexuelles, le préservatif peut vous protéger du sida et de maladies sexuellement transmissibles.  De l'info et un préservatif gratuit demandez votre Permis de Séduire. [AIDS is not cured yet. Think about protecting yourself. During sexual intercourse, the condom can protect you from AIDS and sexually-transmitted diseases. For information and a free condom, ask for your ""License to Seduce.""]",,,2001,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jtj6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jtj6/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jtm7,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/be004.tif,,,,,Daisies|~|Licenses|~|Condoms,still image,unknown,AIDS (Disease)--Prevention|~|Seduction|~|Acquired Immunodeficiency Syndrome--prevention & control,,,,,Belgium. Ministère de la communauté française|~|Plate Forme prévention SIDA,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,"Martin, Thierry",fre,Belgium,,,posters,,,,,BE004,Donne un plus à ta séduction [inscribed],,"A daisy consists of a condom for a center, and its petals are labeled un peu, beaucoup, la première fois, dans le noir, à trois, à la folie, pas du tout.  The cover of the document Permis de Séduire [License to Seduce] is also displayed. Its design imitates a Permis de Conduire [driver's license], and it contains a condom and instructions on how to use it, as well as information on the modes of transmission of HIV.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item BE004.",Brussels (Belgium),2002,61 x 41 cm. (24 x 16 in.),,"Additional poster text: Le sida ne se guérit pas encore. Pensez à vous protéger. Lors des relations sexuelles, le préservatif peut vous protéger du sida et de maladies sexuellement transmissibles. De l'info et un préservatif gratuit demandez votre Permis de Séduire. [AIDS is not cured yet. Think about protecting yourself. During sexual intercourse, the condom can protect you from AIDS and sexually-transmitted diseases. For information and a free condom, ask for your ""License to Seduce.""]",,Add one more thing to your seduction.,2002,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jtm7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jtm7/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jtp8,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/be005.tif,,,,,Hearts (Symbols)|~|Space flight|~|Condoms|~|Couples,still image,unknown,AIDS (Disease)--Prevention|~|Acquired Immunodeficiency Syndrome--prevention & control|~|Love,,,,,Commission of the European Communities,,,,,,"Guiot, Fréd.",,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,"Magos, V.",eng,Belgium,,,posters,,,,,BE005,European Community poster of a couple riding a condom as a rocket through space toward a red heart [descriptive],,"A woman and a man are rocketing through space on a condom toward a red heart.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item BE005.",Brussels (Belgium),[between 1991 and 1993],61 x 43 cm. (24 x 17 in.),,Set up with the Commission of the European Communities.  Europe against AIDS,,,1991/1993,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jtp8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jtp8/manifest,,
