"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.creator","Author","Rights.servicesContact","Language","Type.genre","Subject","Name.subject","Name.repository","Name.contributor","viewingHint","Text direction","Visibility","IIIF Range","Title","Date.normalized","Date.creation","Description.note","Description.inscription","Description.abstract","IIIF Manifest URL"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp33t","ark:/21198/zz000s2z8d","2","Completed","Work","","52","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press","","","individuals","","","","Letter Regarding Reorganization at Feminist Press and New Projects","1982-02-23","February 23, 1982","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bp33t/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp35v","ark:/21198/zz000s2z8d","2","Completed","Work","","53","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press","","","individuals","","","","Letter Regarding Revised Introduction and Photographs","1982-03-03","March 3, 1982","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bp35v/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp37w","ark:/21198/zz000s2z8d","2","Completed","Work","","55","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press","","","individuals","","","","Letter Regarding Missing Articles and Deadlines","1982-05-05","May 5, 1982","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bp37w/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp39x","ark:/21198/zz000s2z8d","2","Completed","Work","","41","","","","text","copyrighted","N","unpublished","United States","","Dixler, Elsa","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret|~|Feminist Press","","","individuals","","private","","Letter Regarding Receipt of Completed Manuscript","1981-08-08","August 8, 1981","Rights.generalNote: Need to obtain permission to publish from original author.","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bp39x/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp3cz","ark:/21198/zz000s2z8d","2","Completed","Work","","39","","","","text","copyrighted","N","unpublished","United States","","Dixler, Elsa","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret|~|Feminist Press","","","individuals","","private","","Letter Regarding Receipt of Photos","1981-08-10","August 10, 1981","Rights.generalNote: Need to obtain permission to publish from original author.","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bp3cz/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp3f0","ark:/21198/zz000s2z8d","2","Completed","Work","","40","","","","text","copyrighted","N","unpublished","United States","","Dixler, Elsa","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret|~|Feminist Press","","","individuals","","private","","Letter Regarding Receipt of Bibliography","1981-08-21","August 21, 1981","Rights.generalNote: Need to obtain permission to publish from original author.","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bp3f0/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp3h1","ark:/21198/zz000s2z8d","2","Completed","Work","","46","","","","text","copyrighted","N","unpublished","United States","","Smith, Barbara, 1946-","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|African American lesbians|~|Women of Color--Lesbians|~|Lesbian studies","Cruikshank, Margaret|~|Koolish, Lynda","","","individuals","","private","","Letter Regarding Objections to Offensive Material","1981-10-25","October 25, 1981","Rights.generalNote: Need to obtain permission to publish from original author.","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bp3h1/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp3k2","ark:/21198/zz000s2z8d","2","Completed","Work","","48","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|African American lesbians|~|Women of Color--Lesbians|~|Lesbian studies","Smith, Barbara, 1946-|~|Koolish, Lynda","","","individuals","","","","Letter Regarding Withdrawal of Article","1981-11-16","November 16, 1981","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bp3k2/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp3n3","ark:/21198/zz000s2z8d","2","Completed","Work","","47","","","","text","copyrighted","N","unpublished","United States","","Moraga, Cherrie|~|Cruikshank, Margaret|~|Smith, Barbara, 1946-","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|African American lesbians|~|Women of Color--Lesbians|~|Lesbian studies","Koolish, Lynda","","","individuals","","private","","Letter Regarding Issues with Offensive Material","1981-10-18","October 18, 1981","Rights.generalNote: Items contains lengthy quotes from multiple authors. Need to obtain permission to publish from original authors.","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bp3n3/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp3rn","ark:/21198/zz000s2z8d","2","Completed","Work","","44","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|African American lesbians|~|Women of Color--Lesbians|~|Lesbian studies","Moraga, Cherrie|~|Koolish, Lynda","","","individuals","","","","Letter Discussing Comments on Offensive Material","1981-09","September, 1981","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bp3rn/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp3tp","ark:/21198/zz000s2z8d","2","Completed","Work","","45","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|African American lesbians|~|Women of Color--Lesbians|~|Lesbian studies","Koolish, Lynda","","","individuals","","","","Letter Pulling Offensive Material Out of Anthology","1981-09","September, 1981","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bp3tp/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp3wq","ark:/21198/zz000s2z8d","2","Completed","Work","","26","","","","text","copyrighted","N","unpublished","United States","","Dixler, Elsa","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret","","","individuals","","private","","Letter Regarding Contract, Deadlines, and Formatting","1981-03-03","March 3, 1981","Rights.generalNote: Need to obtain permission to publish from original author.","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bp3wq/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp40r","ark:/21198/zz000s2z8d","2","Completed","Work","","27","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Phillips, Liz|~|Feminist Press","","","individuals","","","","Letter to Contributors Regarding Biographical Notes","1981-03-07","March 7, 1981","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bp40r/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp42s","ark:/21198/zz000s2z8d","2","Completed","Work","","51","","","","text","copyrighted","N","unpublished","United States","","Dixler, Elsa","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret|~|Feminist Press","","","individuals","","private","","Letter Regarding Editorial Suggestions for Introduction","1982-02-16","February 16, 1982","Rights.generalNote: Need to obtain permission to publish from original author.","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bp42s/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp46v","ark:/21198/zz000s2z8d","2","Completed","Work","","59","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press","","","individuals","","","","Letter To Contributors Regarding Publishing Date","1982-05-06","May 6, 1982","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bp46v/manifest"
