Object Type,Title,Item ARK,Parent ARK (fest),Parent ARK,File Name,Item Sequence,Date.created,Thumbnail,Date.normalized,Format.extent,Genre,Language,Local identifier,Place of origin,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,viewingHint,Name.director,Subject,volume | issue,IIIF Manifest URL
Work,El Tipógrafo 1901-12-01,ark:/21198/z1g18npf,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,1 de Diciembre de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b596pk,1901-12-01,4 pages,newspapers,spa,ihc_tipografo_19011201,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 43,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g18npf/manifest
Work,El Tipógrafo 1902-12-08,ark:/21198/z1b87wzq,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,8 de Diciembre de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t755b6,1901-12-08,4 pages,newspapers,spa,ihc_tipografo_19011208,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 44,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b87wzq/manifest
Work,El Tipógrafo 1901-12-15,ark:/21198/z16h7587,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,15 de Diciembre de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1990vws,1901-12-15,4 pages,newspapers,spa,ihc_tipografo_19011215,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 45,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16h7587/manifest
Work,El Tipógrafo 1901-12-22,ark:/21198/z12r6dkz,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,22 de Diciembre de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s7845c,1901-12-22,4 pages,newspapers,spa,ihc_tipografo_19011222,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 46,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12r6dkz/manifest
Work,El Tipógrafo 1901-12-27,ark:/21198/z1z34mjr,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,27 de Diciembre de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1893tvr,1901-12-27,4 pages,newspapers,spa,ihc_tipografo_19011227,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 47,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z34mjr/manifest
Work,El Tipógrafo 1902-01-05,ark:/21198/z1tb3vt1,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,5 de Enero de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r8135b,1902-01-05,4 pages,newspapers,spa,ihc_tipografo_19020105,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 01,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tb3vt1/manifest
Work,El Tipógrafo 1902-01-12,ark:/21198/z1pk342n,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,12 de Enero de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1796sm1,1902-01-12,4 pages,newspapers,spa,ihc_tipografo_19020112,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 02,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pk342n/manifest
Work,El Tipógrafo 1902-01-19,ark:/21198/z1jt2c81,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,19 de Enero de 1902 ,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc2rc0,1902-01-19,4 pages,newspapers,spa,ihc_tipografo_19020119,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 03,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jt2c81/manifest
Work,El Tipógrafo 1902-02-02,ark:/21198/z1f21mh5,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,2 de Febrero de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1699rf6,1902-02-02,4 pages,newspapers,spa,ihc_tipografo_19020202,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 05,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f21mh5/manifest
Work,El Tipógrafo 1902-02-09,ark:/21198/z1990vvb,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,9 de Febrero de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc5qbz,1902-02-09,4 pages,newspapers,spa,ihc_tipografo_19020209,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 06,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1990vvb/manifest
Work,El Tipógrafo 1902-02-16,ark:/21198/z15j044d,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,16 de Febrero de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b2qbt,1902-02-16,5 pages,newspapers,spa,ihc_tipografo_19020216,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 07,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15j044d/manifest
Work,El Tipógrafo 1902-02-23,ark:/21198/z11v82vw,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,23 de Febrero de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm7xch,1902-02-23,8 pages,newspapers,spa,ihc_tipografo_19020223,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 08,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11v82vw/manifest
Work,El Tipógrafo 1902-03-02,ark:/21198/z1x37kdc,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,2 de Marzo de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gn0w5s,1902-03-02,4 pages,newspapers,spa,ihc_tipografo_19020302,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 09,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x37kdc/manifest
Work,El Tipógrafo 1902-03-09,ark:/21198/z1sb6tn6,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,9 de Marzo de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zp6v20,1902-03-09,4 pages,newspapers,spa,ihc_tipografo_19020309,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 10,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sb6tn6/manifest
Work,El Tipógrafo 1902-03-16,ark:/21198/z1nk62wd,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,16 de Marzo de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn3v2v,1902-03-16,4 pages,newspapers,spa,ihc_tipografo_19020316,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 11,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nk62wd/manifest
Work,El Tipógrafo 1902-03-23,ark:/21198/z1ht5b53,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,23 de Mayo de 1902 ,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xp9swr,1902-03-23,4 pages,newspapers,spa,ihc_tipografo_19020323,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 12,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ht5b53/manifest
Work,El Tipógrafo 1902-03-30,ark:/21198/z1d24khk,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,30 de Mayo de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn6t0c,1902-03-30,4 pages,newspapers,spa,ihc_tipografo_19020330,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 13,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d24khk/manifest
Work,El Tipógrafo 1902-04-06,ark:/21198/z1893tt9,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,6 de Abril de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wq2rp1,1902-04-06,4 pages,newspapers,spa,ihc_tipografo_19020406,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 14,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1893tt9/manifest
Work,El Tipógrafo 1902-04-13,ark:/21198/z14n1sfd,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,13 de Abril de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cr8g89,1902-04-13,4 pages,newspapers,spa,ihc_tipografo_19020413,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 15,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14n1sfd/manifest
Work,El Tipógrafo 1902-04-20,ark:/21198/z10w11pm,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,20 de Abril de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq5qh6,1902-04-20,4 pages,newspapers,spa,ihc_tipografo_19020420,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 16,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10w11pm/manifest
Work,El Tipógrafo 1902-04-27,ark:/21198/z1w40j73,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,27 de Abril de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs1f4g,1902-04-27,5 pages,newspapers,spa,ihc_tipografo_19020427,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 17,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w40j73/manifest
Work,El Tipógrafo 1902-05-04,ark:/21198/z1rb9sfx,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,4 de Mayo de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q26n3k,1902-05-04,5 pages,newspapers,spa,ihc_tipografo_19020504,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 18,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rb9sfx/manifest
Work,El Tipógrafo 1902-05-11,ark:/21198/z1mk91qk,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,11 de Mayo de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1282wfm,1902-05-11,4 pages,newspapers,spa,ihc_tipografo_19020511,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 19,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mk91qk/manifest
Work,El Tipógrafo 1902-05-20,ark:/21198/z1gt8925,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,20 de Mayo de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j98vbt,1902-05-20,8 pages,newspapers,spa,ihc_tipografo_19020520,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 20-21,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gt8925/manifest
Work,El Tipógrafo 1902-06-01,ark:/21198/z1c27jc6,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,1 de Junio de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hb1t5j,1902-06-01,4 pages,newspapers,spa,ihc_tipografo_19020601,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 22,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c27jc6/manifest
Work,El Tipógrafo 1902-06-08,ark:/21198/z17d5h1r,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,8 de Junio de 1902 ,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c7hn2,1902-06-08,4 pages,newspapers,spa,ihc_tipografo_19020608,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 23,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17d5h1r/manifest
Work,El Tipógrafo 1902-06-15,ark:/21198/z13n4r91,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,15 de Junio de 1902 ,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gb4rzv,1902-06-15,4 pages,newspapers,spa,ihc_tipografo_19020615,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 24,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13n4r91/manifest
Work,El Tipógrafo 1902-06-22,ark:/21198/z1zw47tq,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,22 de Junio de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zd0qvm,1902-06-22,4 pages,newspapers,spa,ihc_tipografo_19020622,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 25,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zw47tq/manifest
Work,El Tipógrafo 1902-06-29,ark:/21198/z1v43h1t,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,29 de Junio de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fb7qtg,1902-06-29,4 pages,newspapers,spa,ihc_tipografo_19020629,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 26,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1v43h1t/manifest
Work,El Tipógrafo 1902-07-06,ark:/21198/z1qc2rbj,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,6 de Julio de 1902 ,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd3pmw,1902-07-06,5 pages,newspapers,spa,ihc_tipografo_19020706,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 27,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qc2rbj/manifest
Work,El Tipógrafo 1902-07-13,ark:/21198/z1km20qj,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,13 de Julio de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p8ndj,1902-07-13,6 pages,newspapers,spa,ihc_tipografo_19020713,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 28,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1km20qj/manifest
Work,El Tipógrafo 1902-07-20,ark:/21198/z1fx9zbq,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,20 de Julio de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h44dds,1902-07-20,4 pages,newspapers,spa,ihc_tipografo_19020720,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 29,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fx9zbq/manifest
Work,El Tipógrafo 1902-07-27,ark:/21198/z1b596n4,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,27 de Julio de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10603wv,1902-07-27,4 pages,newspapers,spa,ihc_tipografo_19020727,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 30,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b596n4/manifest
Work,El Tipógrafo 1902-08-03,ark:/21198/z16d8fzv,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,3 de Agosto de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g762n8,1902-08-03,4 pages,newspapers,spa,ihc_tipografo_19020803,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 31,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16d8fzv/manifest
Work,El Tipógrafo 1902-08-10,ark:/21198/z12n7q63,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,10 de Agosto de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z639xm,1902-08-10,4 pages,newspapers,spa,ihc_tipografo_19020810,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 32,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12n7q63/manifest
Work,El Tipógrafo 1902-08-17,ark:/21198/z1xw76pb,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,17 de Agosto de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f791hw,1902-08-17,4 pages,newspapers,spa,ihc_tipografo_19020817,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 33,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xw76pb/manifest
Work,El Tipógrafo 1902-08-24,ark:/21198/z1t46fzx,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,24 de Agosto de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x668v4,1902-08-24,4 pages,newspapers,spa,ihc_tipografo_19020824,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 34,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t46fzx/manifest
