Project Name,Item ARK,Parent ARK,Object Type,File Name,Item Sequence,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,Title,AltIdentifier.local,Description.note,Place of origin,Format.dimensions,Date.creation,Date.normalized,Summary,AltTitle.uniform,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Hathaway Manuscripts,ark:/21198/zz000bk21k,ark:/21198/zz000bjg0d,Page,hathaway/masters/21198-zz000bk21k-1-master.tif,1,text,Manuscripts,pd,,lat,,Hathaway 17 recto,170/ 768 v.2|~|Hathaway collection of music manuscript leaves,"Used for binding and stained.|~|Breviary.|~|Parchment, portion of 1 leaf.  15 lines of 1 column survive of a leaf originally written in 2 columns; ruling in lead. Liturgical gothic bookhand (littera textualis formata); brown ink.  Brown initials crossed alternately in green and red; German gothic notes in light brown ink on staves of 4 lines, the line of F in red; C is marked.",Germany (Rhineland?),155 x 100 mm.,13th-14th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bk21k,
Hathaway Manuscripts,ark:/21198/zz000bk223,ark:/21198/zz000bjg0d,Page,hathaway/masters/21198-zz000bk223-1-master.tif,2,text,Manuscripts,pd,,lat,,Hathaway 17 verso,170/ 768 v.2|~|Hathaway collection of music manuscript leaves,"Parchment, portion of 1 leaf.  15 lines of 1 column survive of a leaf originally written in 2 columns; ruling in lead. Liturgical gothic bookhand (littera textualis formata); brown ink.  Brown initials crossed alternately in green and red; German gothic notes in light brown ink on staves of 4 lines, the line of F in red; C is marked.|~|Used for binding and stained.|~|Breviary.",Germany (Rhineland?),155 x 100 mm.,13th-14th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bk223,
Hathaway Manuscripts,ark:/21198/zz000bk23m,ark:/21198/zz000bjg1x,Page,hathaway/masters/21198-zz000bk23m-1-master.tif,1,text,Manuscripts,pd,,lat,,Hathaway 18 recto,170/ 768 v.2|~|Hathaway collection of music manuscript leaves,"Parchment, upper portion of 1 leaf.  4 lines of text and 4 1/2 staves survive; text not ruled.  Gothic bookhand in liturgical style (littera textualis formata); blackish ink.  Initials plain red or touched with red; German gothic notation on staves of 4 lines, the line of F in red, that of C in green.|~|Used as a pastedown in binding; scraps of paper bearing traces of gothic cursive script (s.XV) are still pasted on the verso, which is damaged and stained.|~|Antiphonal.",Germany,110 x 160 mm.,14th-15th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bk23m,
Hathaway Manuscripts,ark:/21198/zz000bk244,ark:/21198/zz000bjg1x,Page,hathaway/masters/21198-zz000bk244-1-master.tif,2,text,Manuscripts,pd,,lat,,Hathaway 18 verso,170/ 768 v.2|~|Hathaway collection of music manuscript leaves,"Used as a pastedown in binding; scraps of paper bearing traces of gothic cursive script (s.XV) are still pasted on the verso, which is damaged and stained.|~|Antiphonal.|~|Parchment, upper portion of 1 leaf.  4 lines of text and 4 1/2 staves survive; text not ruled.  Gothic bookhand in liturgical style (littera textualis formata); blackish ink.  Initials plain red or touched with red; German gothic notation on staves of 4 lines, the line of F in red, that of C in green.",Germany,110 x 160 mm.,14th-15th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bk244,
Hathaway Manuscripts,ark:/21198/zz000bk25n,ark:/21198/zz000bjg2f,Page,hathaway/masters/21198-zz000bk25n-1-master.tif,1,text,Manuscripts,pd,,lat,,Hathaway 19 recto,170/ 768 v.2|~|Hathaway collection of music manuscript leaves,"Used as pastedown in binding; verso rubbed and stained.|~|Parchment, 1 leaf cropped at top, originally the central bifolium of a quire.  10 lines of text with music survive; ruled in ink.  German conservative ordinary minuscule verging on gothic; brown ink.  On the verso 3- line plain capital initial in red; initials in the text touched with red; rubrics in red minuscule; line-fillers are simple waving lines; music on staves of 4 brown lines, with F and C marked; German notation transitional to gothic, in black ink.|~|Gradual.",Germany,195 x 145 mm.,12th-13th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bk25n,
Hathaway Manuscripts,ark:/21198/zz000bk265,ark:/21198/zz000bjg2f,Page,hathaway/masters/21198-zz000bk265-1-master.tif,2,text,Manuscripts,pd,,lat,,Hathaway 19 verso,170/ 768 v.2|~|Hathaway collection of music manuscript leaves,"Used as pastedown in binding; verso rubbed and stained.|~|Parchment, 1 leaf cropped at top, originally the central bifolium of a quire.  10 lines of text with music survive; ruled in ink.  German conservative ordinary minuscule verging on gothic; brown ink.  On the verso 3- line plain capital initial in red; initials in the text touched with red; rubrics in red minuscule; line-fillers are simple waving lines; music on staves of 4 brown lines, with F and C marked; German notation transitional to gothic, in black ink.|~|Gradual.",Germany,195 x 145 mm.,12th-13th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bk265,
Hathaway Manuscripts,ark:/21198/zz000bk27p,ark:/21198/zz000bjg3z,Page,hathaway/masters/21198-zz000bk27p-1-master.tif,1,text,Manuscripts,pd,,lat,,Hathaway 20 recto,170/ 768 v.2|~|Hathaway collection of music manuscript leaves,"Parchment, 1 leaf cropped at top, originally the central bifolium of a quire.  10 lines of text with music survive; ruled in ink.  German conservative ordinary minuscule verging on gothic; brown ink.  On the verso 3- line plain capital initial in red; initials in the text touched with red; rubrics in red minuscule; line-fillers are simple waving lines; music on staves of 4 brown lines, with F and C marked; German notation transitional to gothic, in black ink.|~|Used as pastedown in binding; verso rubbed and stained.|~|Gradual.",Germany,195 x 135 mm.,12th-13th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bk27p,
Hathaway Manuscripts,ark:/21198/zz000bk286,ark:/21198/zz000bjg3z,Page,hathaway/masters/21198-zz000bk286-1-master.tif,2,text,Manuscripts,pd,,lat,,Hathaway 20 verso,170/ 768 v.2|~|Hathaway collection of music manuscript leaves,"Gradual.|~|Parchment, 1 leaf cropped at top, originally the central bifolium of a quire.  10 lines of text with music survive; ruled in ink.  German conservative ordinary minuscule verging on gothic; brown ink.  On the verso 3- line plain capital initial in red; initials in the text touched with red; rubrics in red minuscule; line-fillers are simple waving lines; music on staves of 4 brown lines, with F and C marked; German notation transitional to gothic, in black ink.|~|Used as pastedown in binding; verso rubbed and stained.",Germany,195 x 135 mm.,12th-13th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bk286,
Hathaway Manuscripts,ark:/21198/zz000bk29q,ark:/21198/zz000bjg4g,Page,hathaway/masters/21198-zz000bk29q-1-master.tif,1,text,Manuscripts,pd,,ger|~|lat,,Hathaway 21 recto,170/ 768 v.2|~|Hathaway collection of music manuscript leaves,"Used as a pastedown in binding: the verso is badly rubbed.|~|Antiphonal.|~|Parchment, 1 leaf cropped at margins.  12 lines of text with music; ruling not discernible.  Liturgical gothic bookhand (littera textualis formata); dark brown ink.  Primary initials alternately red and blue; initials in the text are elaborate brown majuscule slashed with red; music in square notation on staves of 4 red lines.  A gothic cursive hand (s. XV) entered several notes on the recto, upside down, when leaf was a pastedown, including ""Averrois commentator cum titulos fidei voluit probare rationibus nec potuit quare apostata in fede factus est""; ""Sanctus Vincentius ordinis predicatorum habuit illum donum gratie, quod loquebatur suo sermone intelligibatur ab omnibus hominibus diversarum nationum.""",Low Countries or Germany,277 x 205 mm.,14th-15th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bk29q,
Hathaway Manuscripts,ark:/21198/zz000bk2b7,ark:/21198/zz000bjg4g,Page,hathaway/masters/21198-zz000bk2b7-1-master.tif,2,text,Manuscripts,pd,,ger|~|lat,,Hathaway 21 verso,170/768 v.2|~|Hathaway collection of music manuscript leaves,"Antiphonal.|~|Parchment, 1 leaf cropped at margins.  12 lines of text with music; ruling not discernible.  Liturgical gothic bookhand (littera textualis formata); dark brown ink.  Primary initials alternately red and blue; initials in the text are elaborate brown majuscule slashed with red; music in square notation on staves of 4 red lines.  A gothic cursive hand (s. XV) entered several notes on the recto, upside down, when leaf was a pastedown, including ""Averrois commentator cum titulos fidei voluit probare rationibus nec potuit quare apostata in fede factus est""; ""Sanctus Vincentius ordinis predicatorum habuit illum donum gratie, quod loquebatur suo sermone intelligibatur ab omnibus hominibus diversarum nationum.""|~|Used as a pastedown in binding: the verso is badly rubbed.",Low Countries or Germany,277 x 205 mm.,14th-15th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bk2b7,
Hathaway Manuscripts,ark:/21198/zz000bk2jb,ark:/21198/zz000bjg50,Page,hathaway/masters/21198-zz000bk2jb-1-master.tif,1,text,Manuscripts,pd,,lat,,Hathaway 22 recto,170/ 768 v.2|~|Hathaway collection of music manuscript leaves,"Psalter, with responses.|~|Parchment, 1 leaf.  21 long lines; ruled in lead.  German gothic bookhand in liturgical style (littera textualis formata); brown ink.  2-line initials and initials in the text in red; rubrics in red minuscule; German gothic notation on staves of 4 lines, the line of F red and that of C pale green.|~|Used as a pastedown in binding: the verso is stained.",Germany,282 x 195 mm.,14th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bk2jb,
Hathaway Manuscripts,ark:/21198/zz000bk2kv,ark:/21198/zz000bjg50,Page,hathaway/masters/21198-zz000bk2kv-1-master.tif,2,text,Manuscripts,pd,,lat,,Hathaway 22 verso,170/ 768 v.2|~|Hathaway collection of music manuscript leaves,"Psalter, with responses.|~|Parchment, 1 leaf.  21 long lines; ruled in lead.  German gothic bookhand in liturgical style (littera textualis formata); brown ink.  2-line initials and initials in the text in red; rubrics in red minuscule; German gothic notation on staves of 4 lines, the line of F red and that of C pale green.|~|Used as a pastedown in binding: the verso is stained.",Germany,282 x 195 mm.,14th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bk2kv,
Hathaway Manuscripts,ark:/21198/zz000bk2mc,ark:/21198/zz000bjg6h,Page,hathaway/masters/21198-zz000bk2mc-1-master.tif,1,text,Manuscripts,pd,,lat,,Hathaway 23 recto,170/ 768 v.2|~|Hathaway collection of music manuscript leaves,"Breviary.|~|Parchment, 1 leaf.  2 columns of 32 lines; ruled in lead.  Gothic bookhand in liturgical style (littera textualis formata); dark brown ink.  2-line initials in red; initials in the text slashed with red; German gothic notes on staves of 4 brown lines; F or C is marked.|~|Used for binding, rubbed in the middle portion.  Title on the verso (s. XVII), on what was the spine of the book bound with this leaf: De iure emphiteutico Tractatus Aurilii Corbuli (i.e., Aurelio Corboli, De iure emphyteutico tractus novus et utilissimus, of which the second and most widespread edition was printed in Colgne, 1589).",Germany,292 x 208 mm.,13th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bk2mc,
Hathaway Manuscripts,ark:/21198/zz000bk2nw,ark:/21198/zz000bjg6h,Page,hathaway/masters/21198-zz000bk2nw-1-master.tif,2,text,Manuscripts,pd,,lat,,Hathaway 23 verso,170/ 768 v.2|~|Hathaway collection of music manuscript leaves,"Breviary.|~|Parchment, 1 leaf.  2 columns of 32 lines; ruled in lead.  Gothic bookhand in liturgical style (littera textualis formata); dark brown ink.  2-line initials in red; initials in the text slashed with red; German gothic notes on staves of 4 brown lines; F or C is marked.|~|Used for binding, rubbed in the middle portion.  Title on the verso (s. XVII), on what was the spine of the book bound with this leaf: De iure emphiteutico Tractatus Aurilii Corbuli (i.e., Aurelio Corboli, De iure emphyteutico tractus novus et utilissimus, of which the second and most widespread edition was printed in Colgne, 1589).",Germany,292 x 208 mm.,13th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bk2nw,
Hathaway Manuscripts,ark:/21198/zz000bk2pd,ark:/21198/zz000bjg71,Page,hathaway/masters/21198-zz000bk2pd-1-master.tif,1,text,Manuscripts,pd,,lat,,Hathaway 24 recto,170/ 768 v.2|~|Hathaway collection of music manuscript,"Antiphonal.|~|Parchment, 1 leaf cropped at the inner margin.  14 lines of text with music; text unruled.  Spikey German gothic bookhand in liturgical style (littera textualis formata); black ink.  Initials of verse alternately plain red, and blue with red flourishes; initials in the text are elaborated brown majuscule touched with red; rubrics in red minuscule; German gothic neumes on staves of 4 red lines, F and C are marked.|~|Used as a pastedown in binding: the verso is almost completely rubbed.",Germany or Low Countries,310 x 205 mm.,15th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bk2pd,
Hathaway Manuscripts,ark:/21198/zz000bk2qx,ark:/21198/zz000bjg71,Page,hathaway/masters/21198-zz000bk2qx-1-master.tif,2,text,Manuscripts,pd,,lat,,Hathaway 24 verso,170/ 768 v.2|~|Hathaway collection of music manuscript leaves,"Parchment, 1 leaf cropped at the inner margin.  14 lines of text with music; text unruled.  Spikey German gothic bookhand in liturgical style (littera textualis formata); black ink.  Initials of verse alternately plain red, and blue with red flourishes; initials in the text are elaborated brown majuscule touched with red; rubrics in red minuscule; German gothic neumes on staves of 4 red lines, F and C are marked.|~|Used as a pastedown in binding: the verso is almost completely rubbed.|~|Antiphonal.",Germany,310 x 205 mm.,15th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bk2qx,
