Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,viewingHint,Thumbnail,Subject.descriptiveTopic,Type.typeOfResource,Subject.conceptTopic,Rights.copyrightStatus,Language,Coverage.geographic,Rights.publicationStatus,Name.repository,Publisher.publisherName,Subject.corporateName,Type.genre,Name.manufacturer,Name.subject,Name.printer,Name.retailer,Name.designer,Rights.rightsHolderContact,Name.artist,Name.creator,Name.sponsor,AltTitle.uniform,Title,Format.dimensions,Description.caption,Publisher.placeOfOrigin,Date.normalized,Date.creation,Description.note,AltTitle.other,Format.extent,AltTitle.descriptive,Alternate Title.former,AltTitle.translated,Opac url,Description.abstract,IIIF Manifest URL
Patent Medicine Cards,ark:/21198/zz0002hjgv,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,5,Imported,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjgv%2Fjs69w72q,,still image,,,,,,,,,,,,,,,,,,,,Vaseline,10.8 x 7.3 cm.,"...The elixir vitae...When faint and sleepless with Rheumatic pains, or torn with fell Neuralgia's arrows keen, how like a balm from paradise it flows, soft, soothing, mild all-healing Vaseline. Great magic healer of a thousand pains, for Croup or Asthma, simple, pure and clean, for Colds, Eruptions, Wounds, or Cuts or Burns, there's nought on earth can equal Vaseline. Pure Vaseline for medicinal use...Pomade Vaseline for the hair...Vaseline Cold Cream for the skin and complexion, chapped and rough skin, lip &c.... Vaseline Camphor Ice...Vaseline Toilet Soap, superior to all others...Vaseline Confections for internal use.",,,,,,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hjgv/manifest
Patent Medicine Cards,ark:/21198/zz0002hjhc,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,1,In progress,Work,,,true,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjhc%2F6997213w,,still image,,,,,,,,,,,,,,,,,,,,Duplicate to zz0002hf68,11 x 8 cm.,"Pain ceases immediately...The great Japanese remedy. Absolutely annihilates the severest forms of Headache, Neuralgia, Toothache, Rheumatism, and every kind of Nerve pain in a few moments...I have been troubled with Nervous Headache for my whole life of fifty-four years, and have never found any true relief until I used the Electric Nerve Pencil, it never fails to drive away the headache in less than five minutes. I believe they are the only cure for this terrible malady, Nervous Headache...",,,,,,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hjhc/manifest
Patent Medicine Cards,ark:/21198/zz0002hjjw,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjjw%2F33265w08,Children,still image,"Drugs, Non-Prescription--Advertisements|~|Patent medicines",pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,Rumford Chemical Works,,trade cards,,,,,,,,,,,Horsford's Acid Phosphate [inscribed],13.3 x 8.4cm,"...For Indigestion, Nervousness, Physical and Mental Exhaustion, &c...This is not a compounded patent medicine, but a preparation of the phosphates, potash, iron, lime, phosphoric acid, etc...Indigestion, Dyspepsia, Etc., Acid Phosphate promotes digestion without injury, and thereby relieves those diseases caused by indigestion of the food. Nervousness, Exhaustion, Etc...Headache...Tired Brain...",,1885,c1885,"Original trade card forms part of: Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.|~|A little girl hold a watch up to her ear.",Hear it tick,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hjjw/manifest
Patent Medicine Cards,ark:/21198/zz0002hjkd,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjkd%2Fvx267s5q,Umbrellas|~|Children|~|Beaches,still image,"Pain--Treatment|~|Pain--prevention & control--Advertisements.|~|Drugs, Non-Prescription--Advertisements|~|Patent medicines",pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,Pond's Extract Company,,trade cards,,,,,,,,,,,Pond's Extract,8.6 x 11.5 cm.,"...Invaluable for Sprains, Burns, Scalds, Bruises, Soreness, Rheumatism, Boils, Ulcers, Old Sores, Toothache, Headache, Sore Throat, Asthma, Hoarseness, Neuralgia, Catarrh, &c...",New York,1870/1906,[Between 1870 and 1906?],"Two children standing by the beach. One of them is holding an umbrella and the other one has wings on her back.|~|Original trade card forms part of: Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.",Pond's Extract vegetable pain destroyer.|~|What is on the back?,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hjkd/manifest
Patent Medicine Cards,ark:/21198/zz0002hjnf,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjnf%2Fdj794h79,Medical equipment & supplies,still image,"Drugs, Non-Prescription--Advertisements|~|Patent medicines",pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,trade cards,,,,,,,,,,,J. Katski Boots and Shoes [inscribed],11 x 6.9 cm.,"Laying in supplies...Castoria, Mrs. Wheeler's Cough Syrup, Mrs. Wheeler's Nursing Syrup, Rucksecker's Skin Soap, Clinton Safety Pin...",New York (N.Y.),1882,c1882,"Original trade card forms part of: Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.",Laying in supplies,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hjnf/manifest
Patent Medicine Cards,ark:/21198/zz0002hjpz,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjpz%2F9c591z67,Children|~|Couples,still image,"Pain--Treatment|~|Tablets--Advertisements|~|Pain--drug therapy--Advertisements.|~|Headache--drug therapy--Advertisements|~|Pain--prevention & control--Advertisements.|~|Headache--prevention & control--Advertisements.|~|Drugs, Non-Prescription--Advertisements|~|Headache--Treatment |~|Patent medicines|~|Analgesics--therapeutic use--Advertisements",pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,Carter Medicine Co.,,trade cards,,,,E.J. Luther & Co.,,,,,,,Carter's Little Liver Pills always cure sick headache [inscribed],10.8 x 7.2 cm.,"On back of card: Sick Headache positively cured by Carter's Little Liver Pills. We mean cured, not merely relieved and can prove what we claim...Carter's Little Liver Pills also cure all forms of Biliousness, prevent Constipation and Dyspepsia, promote Digestion, relieve distress from too hearty eating, corect Disorders of the Stomach, Stimulate the Liver, and Regulate the Bowels...They are purely vegetable, do not gripe or purge, and are as nearly perfect as it is possible for a pill to be...|~|Original trade card forms part of: Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.|~|On front of card: Mabel: Oh, Harry, my head aches so hard; what shall I do? Harry: Do! Why take CARTER'S LITTLE LIVER PILLs, of course; they will soon stop it.",United States,1880/1906,[between 1880 and 1906?],"Pencilled in long hand along the left edge of the back of the card: ""An Uncommon Vision 8/1/98 $1.70 for 4 items"". ""Carter's Little Liver Pills"" in box near top of back of card with two pointing fingers on each side of box.",Carter's Little Liver Pills,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hjpz/manifest
Patent Medicine Cards,ark:/21198/zz0002hjqg,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjqg%2Fvb46k74c,Infants,still image,"Drugs, Non-Prescription--Advertisements|~|Dyspepsia--drug therapy--Advertisements|~|Indigestion|~|Patent medicines",pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,Rumford Chemical Works,,trade cards,,,,,,,,,,,Horsford's Acid Phosphate [inscribed],12.5 x 7.8 cm.,"...For mental and physical exhaustion, dyspepsia, &c. It makes a delicious drink with water and sugar only...For dyspepsia, Indigestion, Headache, Mental and Physical Exhaustion, Nervousness, Hysteria, Night Sweats of Consumption, Etc. There seems to be no difference of opinion in high medical authority, of the value of phosphoric acid, and no preparation has ever been offered to the public which seems to so happily meet the general want as this...It is not nauseous, but agreeable to the taste...",Rumford Chemical Works : LCNAF - CN,1870/1906,[between 1870 and 1906?],"Original trade card forms part of: Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.|~|A baby is holding a card advertising Prof. Horsford's Acid Phosphate.",It makes a delicious drink with water and sugar only,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hjqg/manifest
Patent Medicine Cards,ark:/21198/zz0002hjr0,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjr0%2F2d89c48w,Girls|~|Couples|~|Rivers,still image,"Pharmaceutical Solutions--Advertisements|~|Drugs, Non-Prescription--Advertisements|~|Bitters|~|Women's Health--Advertisements|~|Women--Diseases--Treatment|~|Tonics (Medicinal preparations)|~|Patent medicines",pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,Wheat Bitters Co.,,trade cards,,,,,,,,,,,Wheat Bitters. The best blood and nerve food tonic known [inscribed],7.5 x 12.9 cm.,"Additional text from back of card: Diseases incident to women. The host of diseases peculiar to women in certain epochs of life, and on account of various conditions and habits, have caused untold suffering and unhappiness. ...The morning sickness being treated with good success; and, where indigestion is a sympathetic trouble, it has been found a valuable remedy. At the turn of life, when a nerve tonic is needed, it gives the system the needed strength. During pregnancy, the consumption of phosphates is very great; so at this period of woman's life fractures heal, if at all, with great difficulty...In nervous prostration resulting from over work, either mental or physical, its action is very effective...Nothing is more beneficial in bronchial and pulmonary diseases than Wheat Bitters; it furnishes the phosphates in a more acceptable form than Cod Liver Oil, and in addition supplies the needed tonic...",,1870/1906,[between 1870 and 1906?],"Illustration on front of card depicts a formally dressed couple sitting at a table under a tree and next to a river. The man, who is wearing a top hat, has his arm around a little girl who is leaning on his chair. The man and woman are both gesturing towards a large bottle of Wheat Bitters that is on the table, next to a drinking glass. Text on the back of the card describes Wheat Bitters as an effective treatment for diseases and conditions affecting women at various times of their lives.|~|Original trade card forms part of: Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.",Diseases incident to women,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hjr0/manifest
Patent Medicine Cards,ark:/21198/zz0002hjsh,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjsh%2F3661pr60,Men|~|Women|~|Buildings|~|Carriages & coaches,still image,"Drugs, Non-Prescription--Advertisements|~|Women's Health--Advertisements|~|Medicine, Popular|~|Women--Diseases--Treatment|~|Patent medicines",pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,trade cards,,,,,,,,,,,Burdock Blood Bitters [inscribed],7.7 x 11.7 cm.,"Invalid ladies, this is for you...To all such whose hollow cheeks, pale faces, sunken eyes and feeble footsteps indicate nervous and general debility bordering on consumption, we would earnestly recommend that grand system-renovating tonic, Burdock Blood Bitters. It makes pure, healthy blood, and regulates all the organs to a proper action, cures constipation, liver and kidney complaint, female weakness, nervous and general debility, and all the distressing miseries from which two-thirds of the women of America are suffering...",Auburn (Me.),,,"Descrition: There is a large building with a statue-lined road in front of it. There is a carriage going down this road, along with a few people walking together, in addition to a few bystanders in front. There title “Burdock Blood Bitters” is printed above this scene.",,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hjsh/manifest
Patent Medicine Cards,ark:/21198/zz0002hjt1,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjt1%2Fk317nm04,People|~|Shopping|~|Window displays,still image,"Headache--drug therapy--Advertisements|~|Drugs, Non-Prescription--Advertisements|~|Constipation--drug therapy--Advertisements|~|Dyspepsia--drug therapy--Advertisements|~|Indigestion|~|Patent medicines",pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,Snow & Earle,,trade cards,,,,,,,,,,,Biliousine [inscribed],8.7 x 11.2 cm.,"Additional text on back of card: Biliousine is a sure cure for Sick Headache, Dyspepsia, Constipation, Indigestion, Sour Stomach, Heartburn, and all kindred diseases...",Providence (R.I.),1870/1906,[between 1870 and 1906?],"Front of card depicts a crowd of men and women entering a store and looking at a window display.  The display is labled Biliousine with a hanging sign that reads, ""For sale here.""  There are bottles of Billiousine in the window.  A sign hanging outside of the store reads, ""Biliousine is a sure cure for sick headache, dyspepsia, constipation, indigestion, sour stomach, heartburn & c.""Back of card contains a list of people who will ""testify from actual experience.""|~|Original trade card forms part of: Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.",,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hjt1/manifest
Patent Medicine Cards,ark:/21198/zz0002hjvj,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjvj%2Fc967902h,Girls|~|Flowers|~|Baskets,still image,"Pain--drug therapy--Advertisements.|~|Drugs, Non-Prescription--Advertisements|~|Analgesics|~|Liver Diseases--drug therapy--Advertisements|~|Signs and Symptoms--Advertisements|~|Liver--Diseases--Treatment|~|Patent medicines|~|Tablets--therapeutic use--Advertisements|~|Analgesics--therapeutic use--Advertisements",pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,Dr. H. A. Ingham & Co.,,trade cards,,,,,,,,,,,Dr. Ingham's Nervine Pain Extractor. Vegetable Liver Pills [inscribed],11.7 x 8.3 cm.,"...Dr. Ingham's Nervine Pain Extractor taken and applied, to equalize circulation and nervous energy, in severe suffering or acute diseases, is a valuable protection. Used according to directions this remedy cures Neuralgia, Nervous or Sick Headache, Colds, Bowel complaint, Dysentery, bilious Colic and Cholera; also Croup, congestion of the Lungs, Pleurisy, Cramping Spasms, Fits of Apoplexy and Suspended Animation; breaks up fits of Epilepsy and Worm fits; cures Sore Throat, Quinsy, Diptheria, Pain in the Side, Shoulder or Back and Toothache; also cures Brain, Lung, Typhoid, Rheumatic and Scarlet Fevers; Dyspepsia and Vomiting; obstinate attacks of Rheumatism; Burns, Chilblains, Poison from Ivy, Venomous Bites and Stings...",Vergennes (Vt.),1870/1906,[between 1870 and 1906?],"Front of card depicts a girl holding a yellow booklet and a basket containing flowers and cherries. Reverse side is text only.|~|Original trade card forms part of: Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.",,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hjvj/manifest
Patent Medicine Cards,ark:/21198/zz0002hjw2,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjw2%2Fs034w41c,Women|~|Writing|~|Cartoons (Working drawings),still image,"Pharmaceutical Solutions--Advertisements|~|Headache--drug therapy--Advertisements|~|Headache--prevention & control--Advertisements.|~|Drugs, Non-Prescription--Advertisements|~|Indigestion|~|Patent medicines",pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,trade cards,,,,,,,,,,,Dr. Kermott's Mandrake Pills [inscribed],10.7 x 6.9 cm.,"Back: Dr. Kermott's Mandrake Pills are conceded to be the best remedy in the world for Headache, Liver complaints, Kidney difficulties, Loss of Appetite, and all other diseases caused by indigestion...|~|Front: ""My love, what shall I say to you?""  Are the best family medicine in the world.",[United States],1870/1906,[between 1870 and 1906?],"Front of card depicts a cartoon of a middle aged woman writing a letter.  The back of the card contains text promoting the uses and results of the product.|~|Original trade card forms part of: Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.",,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hjw2/manifest
Patent Medicine Cards,ark:/21198/zz0002hjxk,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjxk%2Fvk32jc67,Cats,still image,"Drugs, Non-Prescription--Advertisements|~|Patent medicines|~|Anthelmintics--therapeutic use--Advertisements.",pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,trade cards,,,,,,,,,,,Jayne's Tonic Vermifuge [inscribed],11.7 x 7.8 cm.,"...for we will then be sure that the current issue will be accepted as an agreeable medium for impressing on all that when once a Cold is contracted, it should have prompt treatment, or the Cough may so rack and inflame the Lungs that tubercles will form, and incipient Consumption, instead of a simple Cold, have to be dealt with. If you will try in such a case, Dr. Jayne's Expectorant - using small doses, and repeating according to the urgency of the symptoms - your expectoration will soon become loose, any tendency to inflammation will be allayed, and the cold soon disappear. If Bronchitis, Sore Throat, or any Bronchial disorder manifest itself, the Expectorant detaches the mucous matter adhering to the lining membrane of the throat; subdues inflammation, and soon removes the difficulty of swallowing or breathing. In cases of Asthma, the Expectorant should be taken in doses sufficient to produce a slight nausea; its action then being the more certain to overcome the cause of the trouble - the contraction of bronchial tubes. For Pleurisy or any Acute Inflammation of Lungs or Throat, take the Expectorant according to directions, rub the parts affected thoroughly with Dr. Jayne's Liniment, and cover up warmly in bed. In Consumption, the Expectorant, in very small doses, will ameliorate most of the symptoms, and especially relieve the cough, as well as the oppression and soreness of the lungs and throat. For Croup and Whooping Cough also, it is a most helpful medicine, the violence of the attacks being checked, and the attending distress effectually relieved. Jayne's Tonic Vermifuge has proven to be the best and safest Worm medicine for children, as well as one of the surest tonics for children or adults, and a reliable remedy for Dyspepsia in either...",Arcola (Tex.),1870/1906,[between 1870 and 1906?],"A cat is clawing at a little girl's dress.|~|Original trade card forms part of: Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.",Naughty puss!,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hjxk/manifest
Patent Medicine Cards,ark:/21198/zz0002hjz3,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjz3%2Fnm51fx0w,Owls|~|Lounge chairs,still image,Moon|~|Surgical instruments and apparatus|~|Surgical Equipment--Advertisements,pd,eng,United States,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,Marks Adjustable Folding Chair Co.,,trade cards,,"Tobin, M. F.",,,,,,,,,"Marks Adjustable Folding Chair Co., (Limited) [inscribed]",7.8 x 11.5 cm.,"Additional card text: Sole proprietors and manufacturers of the Marks adjustable folding chairs, railway car reclining chairs, physicians' operating chairs, adjustable parlor, library, in-valid, office, camp and steamer chairs ... main office and salesroom, 930 Broadway, New York ... Chicago office, C.H. Hildreth & Co. ... Boston office, Arthur Dixwell ...",New York (N.Y.),1882,c1882,"Image side of card depicts two owls, one hanging by the neck from a branch, the other perched on the branch and appearing amazed. A full moon is in the background. Text accompanying the image: ""'Owly Moses! What is it? It's the sad result of not having an owl'd Marks adj. folding chair."" Additional text: ""Copyrighted by M.F. Tobin, N.Y. 1882.""|~|Original trade card forms part of: Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.|~|Text side of card includes an image of a lounge chair with footrest and reading (?) stand attached.",,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hjz3/manifest
Patent Medicine Cards,ark:/21198/zz0002hk03,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hk03%2Fzp015n0g,Girls|~|Ribbons|~|Bonnets|~|Lace|~|Dresses|~|Bows (Ribbon work),still image,"Phytotherapy--Advertisements|~|Drugs, Non-Prescription--Advertisements|~|Liver Diseases--drug therapy--Advertisements|~|Plant Preparations--Advertisements|~|Hematologic Diseases--drug therapy--Advertisements|~|Menopause--Advertisements|~|Women--Diseases--Treatment|~|Vegetable Pills|~|Blood--Diseases--Treatment|~|Dysmenorrhea--drug therapy--Advertisements|~|Dysmenorrhea--Treatment|~|Menopause--Alternative treatment|~|Patent medicines",pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,trade cards,,"Pinkham, Lydia Estes, 1819-1883",,,,,,,,,Lydia E. Pinkham's Vegetable Compound [inscribed],,"Lydia E. Pinkham's Vegetable Compound is a positive cure for all those painful complaints and weaknesses so common to our best female population. It will cure entirely the worst forms of Female Complaints, all Ovarian troubles, Inflammation, Ulceration, Falling and Displacements of the Womb, and the consequent Spinal Weakness, and is particularly adapted to the Change of Life. It will dissolve and expel Tumors from the Uterus in an early stage of development. The tendency to cancerous humors there is checked very speedily by its use. It removes faintness, flatulency, destroys all craving for stimulants, and relieves weakness of the stomach. It cures Bloating, Headaches, Nervous Prostration, General Debility, Sleeplessness, Depression and Indigestion. That feeling of bearing down, causing pain, weight and backache is always permanently cured by its use. It will at all times and under all circumstances act in harmony with the laws that govern the female system. For the cure of Kidney complaints of either sex, this compound is unsurpassed. Lydia E. Pinkham's Vegetable Compound is prepared at Lynn, Mass. Price, $1.00; sic bottles for $5.00. Sent by mail in the form of Pills, also in the form of Lozenges... No family should be without Lydia E. Pinkham's Liver Pills. They cure Constipation, Biliousness, and Torpidity of the Liver. 25 cents per box. Lydia E. Pinkham's Blood Purifier. This preparation will eradicate every vestige of Humors from the Blood, and at the same time will give tone and strength to the system. It is far superior to any other known remedy for the cure of all diseases arising from impurities of the blood, such as Scrofula, Rheumatism, Cancerous Humors, Erysipelas, Canker, Salt Rheum, and Skin Diseases. Sold by all druggists.",New York (N.Y.),1889,c1889,"Original trade card forms part of: Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.|~|Illustration on one side of the card is a color  portrait of two young girls standing in front of a background of trees and grass. The older of the two is on the left with her left arm around the shoulders of the younger girl. Both are dressed in white fancy dresses, trimmed with eyelet lace. Each wears a large straw bonnet adorned with a large bow, one with red and one with blue. Their shoes are black high-top buttoned boots. Text on the other side of the card describes three medications that are effective for treating diseases and conditions affecting women.",Lydia E. Pinkham's grandchildren,"1 print (trade card, color)",,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hk03/manifest
Patent Medicine Cards,ark:/21198/zz0002hk1m,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hk1m%2Frz79h90b,Women|~|Grapes,still image,"Drugs, Non-Prescription--Advertisements|~|Grapes--Therapeutic use|~|Vitis--Advertisements|~|Patent medicines|~|Health Food--Advertisements",pd,eng,United States,published,,Donaldson Brothers (Firm),,trade cards,California Grape Food Co.,Pacific Coast Agency,,,,,,,,,Sanitas Grape Food,14.2 x 8.9 cm.,"The California Grape Cure. Delicious as a bunch of ripe grapes...Sanitas Grape food, nature's purest nutritive agent, is obtained from the juice of California's choicest grapes, fully ripened. It forms a most delightful and refreshing beverage and is positively non-alcoholic and absolutely pure. Invaluable in cases of Consumption, Gastric Fever, Nervous Debility, Dyspepsia and all Wasting Diseases. For weak and pallid children, nursing women and convalescent fever patients, it has no equal...|~|Two typical California products.",,1894,c1894,"Original trade card forms part of: Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.|~|Front of card depicts well dressed, attractive young woman holding a basket of grapes.  Reverse side contains text.",,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hk1m/manifest
