"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Subject.descriptiveTopic","Type.typeOfResource","Subject.conceptTopic","Rights.copyrightStatus","Language","Coverage.geographic","Rights.publicationStatus","Name.repository","Publisher.publisherName","Subject.corporateName","Type.genre","Name.manufacturer","Name.subject","Name.printer","Name.retailer","Name.designer","Rights.rightsHolderContact","Name.artist","Name.creator","Name.sponsor","AltTitle.uniform","Title","Format.dimensions","Description.caption","Publisher.placeOfOrigin","Date.normalized","Date.creation","Description.note","AltTitle.other","Format.extent","AltTitle.descriptive","Alternate Title.former","AltTitle.translated","Opac url","Description.abstract","Bucketeer State","IIIF Access URL"
"Patent Medicine Cards","ark:/21198/zz0002hdsk/6m67t30x","ark:/21198/zz0002hdsk","","","Page","patentmedcards/masters/21198-zz0002hdsk-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hdsk%2F6m67t30x"
"Patent Medicine Cards","ark:/21198/zz0002hdsk/9t255h5g","ark:/21198/zz0002hdsk","","","Page","patentmedcards/masters/21198-zz0002hdsk-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hdsk%2F9t255h5g"
"Patent Medicine Cards","ark:/21198/zz0002hdt3/55402484","ark:/21198/zz0002hdt3","","","Page","patentmedcards/masters/21198-zz0002hdt3-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hdt3%2F55402484"
"Patent Medicine Cards","ark:/21198/zz0002hdt3/kw099848","ark:/21198/zz0002hdt3","","","Page","patentmedcards/masters/21198-zz0002hdt3-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hdt3%2Fkw099848"
"Patent Medicine Cards","ark:/21198/zz0002hdvm/2s00k01b","ark:/21198/zz0002hdvm","","","Page","patentmedcards/masters/21198-zz0002hdvm-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hdvm%2F2s00k01b"
"Patent Medicine Cards","ark:/21198/zz0002hdvm/xw160x7m","ark:/21198/zz0002hdvm","","","Page","patentmedcards/masters/21198-zz0002hdvm-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hdvm%2Fxw160x7m"
"Patent Medicine Cards","ark:/21198/zz0002hdxn/fc25t70r","ark:/21198/zz0002hdxn","","","Page","patentmedcards/masters/21198-zz0002hdxn-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hdxn%2Ffc25t70r"
"Patent Medicine Cards","ark:/21198/zz0002hdxn/gq61tg2j","ark:/21198/zz0002hdxn","","","Page","patentmedcards/masters/21198-zz0002hdxn-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hdxn%2Fgq61tg2j"
"Patent Medicine Cards","ark:/21198/zz0002hdz5/q5938p2c","ark:/21198/zz0002hdz5","","","Page","patentmedcards/masters/21198-zz0002hdz5-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hdz5%2Fq5938p2c"
"Patent Medicine Cards","ark:/21198/zz0002hdz5/rp16s81h","ark:/21198/zz0002hdz5","","","Page","patentmedcards/masters/21198-zz0002hdz5-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hdz5%2Frp16s81h"
"Patent Medicine Cards","ark:/21198/zz0002hf1p/nt321488","ark:/21198/zz0002hf1p","","","Page","patentmedcards/masters/21198-zz0002hf1p-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf1p%2Fnt321488"
"Patent Medicine Cards","ark:/21198/zz0002hf1p/v8389x5j","ark:/21198/zz0002hf1p","","","Page","patentmedcards/masters/21198-zz0002hf1p-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf1p%2Fv8389x5j"
"Patent Medicine Cards","ark:/21198/zz0002hf26/3379w74m","ark:/21198/zz0002hf26","","","Page","patentmedcards/masters/21198-zz0002hf26-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf26%2F3379w74m"
"Patent Medicine Cards","ark:/21198/zz0002hf26/vk82nb9w","ark:/21198/zz0002hf26","","","Page","patentmedcards/masters/21198-zz0002hf26-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf26%2Fvk82nb9w"
"Patent Medicine Cards","ark:/21198/zz0002hf3q/40626q0b","ark:/21198/zz0002hf3q","","","Page","patentmedcards/masters/21198-zz0002hf3q-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf3q%2F40626q0b"
"Patent Medicine Cards","ark:/21198/zz0002hf3q/n262jv04","ark:/21198/zz0002hf3q","","","Page","patentmedcards/masters/21198-zz0002hf3q-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf3q%2Fn262jv04"
"Patent Medicine Cards","ark:/21198/zz0002hf47/bx16758c","ark:/21198/zz0002hf47","","","Page","patentmedcards/masters/21198-zz0002hf47-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf47%2Fbx16758c"
"Patent Medicine Cards","ark:/21198/zz0002hf47/zn31dc2m","ark:/21198/zz0002hf47","","","Page","patentmedcards/masters/21198-zz0002hf47-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf47%2Fzn31dc2m"
"Patent Medicine Cards","ark:/21198/zz0002hf5r/1n33mw9b","ark:/21198/zz0002hf5r","","","Page","patentmedcards/masters/21198-zz0002hf5r-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf5r%2F1n33mw9b"
"Patent Medicine Cards","ark:/21198/zz0002hf5r/9k12cp9s","ark:/21198/zz0002hf5r","","","Page","patentmedcards/masters/21198-zz0002hf5r-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf5r%2F9k12cp9s"
"Patent Medicine Cards","ark:/21198/zz0002hf68/2t72kq1m","ark:/21198/zz0002hf68","","","Page","patentmedcards/masters/21198-zz0002hf68-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf68%2F2t72kq1m"
"Patent Medicine Cards","ark:/21198/zz0002hf68/5p469645","ark:/21198/zz0002hf68","","","Page","patentmedcards/masters/21198-zz0002hf68-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf68%2F5p469645"
"Patent Medicine Cards","ark:/21198/zz0002hf89/4377n291","ark:/21198/zz0002hf89","","","Page","patentmedcards/masters/21198-zz0002hf89-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf89%2F4377n291"
"Patent Medicine Cards","ark:/21198/zz0002hf89/p328rm7n","ark:/21198/zz0002hf89","","","Page","patentmedcards/masters/21198-zz0002hf89-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf89%2Fp328rm7n"
"Patent Medicine Cards","ark:/21198/zz0002hf9t/fj090f5b","ark:/21198/zz0002hf9t","","","Page","patentmedcards/masters/21198-zz0002hf9t-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf9t%2Ffj090f5b"
"Patent Medicine Cards","ark:/21198/zz0002hf9t/gz06xb0w","ark:/21198/zz0002hf9t","","","Page","patentmedcards/masters/21198-zz0002hf9t-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf9t%2Fgz06xb0w"
"Patent Medicine Cards","ark:/21198/zz0002hfbb/0k12559p","ark:/21198/zz0002hfbb","","","Page","patentmedcards/masters/21198-zz0002hfbb-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hfbb%2F0k12559p"
"Patent Medicine Cards","ark:/21198/zz0002hfbb/7784q00h","ark:/21198/zz0002hfbb","","","Page","patentmedcards/masters/21198-zz0002hfbb-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hfbb%2F7784q00h"
"Patent Medicine Cards","ark:/21198/zz0002hfcv/0c46660c","ark:/21198/zz0002hfcv","","","Page","patentmedcards/masters/21198-zz0002hfcv-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hfcv%2F0c46660c"
"Patent Medicine Cards","ark:/21198/zz0002hfcv/6q54p26c","ark:/21198/zz0002hfcv","","","Page","patentmedcards/masters/21198-zz0002hfcv-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hfcv%2F6q54p26c"
"Patent Medicine Cards","ark:/21198/zz0002hfdc/4b28vf24","ark:/21198/zz0002hfdc","","","Page","patentmedcards/masters/21198-zz0002hfdc-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hfdc%2F4b28vf24"
"Patent Medicine Cards","ark:/21198/zz0002hfdc/nt686t27","ark:/21198/zz0002hfdc","","","Page","patentmedcards/masters/21198-zz0002hfdc-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hfdc%2Fnt686t27"
"Patent Medicine Cards","ark:/21198/zz0002hffw/c094vv09","ark:/21198/zz0002hffw","","","Page","patentmedcards/masters/21198-zz0002hffw-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hffw%2Fc094vv09"
"Patent Medicine Cards","ark:/21198/zz0002hffw/vd59mw64","ark:/21198/zz0002hffw","","","Page","patentmedcards/masters/21198-zz0002hffw-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hffw%2Fvd59mw64"
"Patent Medicine Cards","ark:/21198/zz0002hfgd/4585d43v","ark:/21198/zz0002hfgd","","","Page","patentmedcards/masters/21198-zz0002hfgd-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hfgd%2F4585d43v"
"Patent Medicine Cards","ark:/21198/zz0002hfgd/hh452g8c","ark:/21198/zz0002hfgd","","","Page","patentmedcards/masters/21198-zz0002hfgd-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hfgd%2Fhh452g8c"
"Patent Medicine Cards","ark:/21198/zz0002hgz4/mw089506","ark:/21198/zz0002hgz4","","","Page","patentmedcards/masters/21198-zz0002hgz4-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hgz4%2Fmw089506"
"Patent Medicine Cards","ark:/21198/zz0002hgz4/sf645714","ark:/21198/zz0002hgz4","","","Page","patentmedcards/masters/21198-zz0002hgz4-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hgz4%2Fsf645714"
"Patent Medicine Cards","ark:/21198/zz0002hh04/1w11tx26","ark:/21198/zz0002hh04","","","Page","patentmedcards/masters/21198-zz0002hh04-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh04%2F1w11tx26"
"Patent Medicine Cards","ark:/21198/zz0002hh04/vt76479c","ark:/21198/zz0002hh04","","","Page","patentmedcards/masters/21198-zz0002hh04-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh04%2Fvt76479c"
"Patent Medicine Cards","ark:/21198/zz0002hh1n/0m079758","ark:/21198/zz0002hh1n","","","Page","patentmedcards/masters/21198-zz0002hh1n-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh1n%2F0m079758"
"Patent Medicine Cards","ark:/21198/zz0002hh1n/3j64s66c","ark:/21198/zz0002hh1n","","","Page","patentmedcards/masters/21198-zz0002hh1n-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh1n%2F3j64s66c"
"Patent Medicine Cards","ark:/21198/zz0002hh25/0570376q","ark:/21198/zz0002hh25","","","Page","patentmedcards/masters/21198-zz0002hh25-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh25%2F0570376q"
"Patent Medicine Cards","ark:/21198/zz0002hh25/pr84ww31","ark:/21198/zz0002hh25","","","Page","patentmedcards/masters/21198-zz0002hh25-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh25%2Fpr84ww31"
"Patent Medicine Cards","ark:/21198/zz0002hh3p/0248gx3n","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-14-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2F0248gx3n"
"Patent Medicine Cards","ark:/21198/zz0002hh3p/03722h8x","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-7-master.tif","18","","","","","","","","","","","","","","","","","","","","","","","","","Page 18","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2F03722h8x"
"Patent Medicine Cards","ark:/21198/zz0002hh3p/1p30w05x","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-15-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2F1p30w05x"
"Patent Medicine Cards","ark:/21198/zz0002hh3p/1q05kv1t","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-3-master.tif","14","","","","","","","","","","","","","","","","","","","","","","","","","Page 14","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2F1q05kv1t"
"Patent Medicine Cards","ark:/21198/zz0002hh3p/4m667s9n","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-5-master.tif","16","","","","","","","","","","","","","","","","","","","","","","","","","Page 16","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2F4m667s9n"
"Patent Medicine Cards","ark:/21198/zz0002hh3p/4r59s72d","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-8-master.tif","19","","","","","","","","","","","","","","","","","","","","","","","","","Page 19","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2F4r59s72d"
"Patent Medicine Cards","ark:/21198/zz0002hh3p/4x55xn7z","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-16-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2F4x55xn7z"
"Patent Medicine Cards","ark:/21198/zz0002hh3p/7f517612","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-19-master.tif","11","","","","","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2F7f517612"
"Patent Medicine Cards","ark:/21198/zz0002hh3p/8t575357","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-6-master.tif","17","","","","","","","","","","","","","","","","","","","","","","","","","Page 17","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2F8t575357"
"Patent Medicine Cards","ark:/21198/zz0002hh3p/9q53sh3v","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-2-master.tif","12","","","","","","","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2F9q53sh3v"
"Patent Medicine Cards","ark:/21198/zz0002hh3p/dj38vx4w","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2Fdj38vx4w"
"Patent Medicine Cards","ark:/21198/zz0002hh3p/dv58m503","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-17-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2Fdv58m503"
"Patent Medicine Cards","ark:/21198/zz0002hh3p/f219dx7z","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-18-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2Ff219dx7z"
"Patent Medicine Cards","ark:/21198/zz0002hh3p/mt41wt1t","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-4-master.tif","15","","","","","","","","","","","","","","","","","","","","","","","","","Page 15","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2Fmt41wt1t"
"Patent Medicine Cards","ark:/21198/zz0002hh3p/pf69j67d","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-10-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2Fpf69j67d"
"Patent Medicine Cards","ark:/21198/zz0002hh3p/pv17t387","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-12-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2Fpv17t387"
"Patent Medicine Cards","ark:/21198/zz0002hh3p/px805124","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-9-master.tif","20","","","","","","","","","","","","","","","","","","","","","","","","","Page 20","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2Fpx805124"
"Patent Medicine Cards","ark:/21198/zz0002hh3p/tp41gq6t","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-13-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2Ftp41gq6t"
"Patent Medicine Cards","ark:/21198/zz0002hh3p/wc73921q","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-11-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2Fwc73921q"
"Patent Medicine Cards","ark:/21198/zz0002hh3p/xq773c8x","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-20-master.tif","13","","","","","","","","","","","","","","","","","","","","","","","","","Page 13","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2Fxq773c8x"
"Patent Medicine Cards","ark:/21198/zz0002hh46/12710055","ark:/21198/zz0002hh46","","","Page","patentmedcards/masters/21198-zz0002hh46-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh46%2F12710055"
"Patent Medicine Cards","ark:/21198/zz0002hh46/g244zf16","ark:/21198/zz0002hh46","","","Page","patentmedcards/masters/21198-zz0002hh46-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh46%2Fg244zf16"
"Patent Medicine Cards","ark:/21198/zz0002hh5q/3q288c9w","ark:/21198/zz0002hh5q","","","Page","patentmedcards/masters/21198-zz0002hh5q-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh5q%2F3q288c9w"
"Patent Medicine Cards","ark:/21198/zz0002hh5q/s218fn4d","ark:/21198/zz0002hh5q","","","Page","patentmedcards/masters/21198-zz0002hh5q-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh5q%2Fs218fn4d"
"Patent Medicine Cards","ark:/21198/zz0002hh5q/tt589n93","ark:/21198/zz0002hh5q","","","Page","patentmedcards/masters/21198-zz0002hh5q-3-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh5q%2Ftt589n93"
"Patent Medicine Cards","ark:/21198/zz0002hh67/8s778t0g","ark:/21198/zz0002hh67","","","Page","patentmedcards/masters/21198-zz0002hh67-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh67%2F8s778t0g"
"Patent Medicine Cards","ark:/21198/zz0002hh67/q955hd96","ark:/21198/zz0002hh67","","","Page","patentmedcards/masters/21198-zz0002hh67-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh67%2Fq955hd96"
"Patent Medicine Cards","ark:/21198/zz0002hh7r/4552cr2w","ark:/21198/zz0002hh7r","","","Page","patentmedcards/masters/21198-zz0002hh7r-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh7r%2F4552cr2w"
"Patent Medicine Cards","ark:/21198/zz0002hh7r/nz73pb4w","ark:/21198/zz0002hh7r","","","Page","patentmedcards/masters/21198-zz0002hh7r-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh7r%2Fnz73pb4w"
