"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Visibility","Duplicate","Delete in Title","Type.typeOfResource","Type.genre","Rights.servicesContact","Name.subject","Name.architect","Name.creator","Subject","AltTitle.uniform","Relation.isPartOf","Name.repository","Format.dimensions","Title","Date.creation","Format.extent","Alt ID.local","Date.normalized","Description.note","Coverage.geographic","Format.medium","Description.contents","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d31rw","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d31rw_760639_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Annenberg res[idence] -- model","March 1964","1 slide","c1692_b1593_s10_9","1964-5","Detail of model of Walter Annenberg's estate, Sunnylands.","","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d31rw","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d31rw/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d31sd","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d31sd_760647_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Annenberg res[idence] -- model","March 1964","1 slide","c1692_b1593_s10_10","1964-5","Detail of model of Walter Annenberg's estate, Sunnylands.","","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d31sd","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d31sd/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d31tx","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d31tx_760653_master.tif","","private","","","still image","color photographs","","","","A. Quincy Jones & Associates","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Annenberg res[idence] -- model","March 1964","1 slide","c1692_b1593_s10_11","1964-5","Detail of model of Walter Annenberg's estate, Sunnylands.","","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d31tx","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d31tx/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d31vf","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d31vf_760661_master.tif","","private","","","still image","color photographs","","","","A. Quincy Jones & Associates","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Annenberg res[idence] -- model","March 1964","1 slide","c1692_b1593_s10_12","1964-5","Detail of model of Walter Annenberg's estate, Sunnylands.","","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d31vf","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d31vf/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d31wz","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d31wz_760667_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Annenberg res[idence] -- model","March 1964","1 slide","c1692_b1593_s10_13","1964-5","Detail of model of Walter Annenberg's estate, Sunnylands.","","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d31wz","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d31wz/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d31xg","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d31xg_760673_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Annenberg res[idence] -- model","March 1964","1 slide","c1692_b1593_s10_14","1964-5","Detail of model of Walter Annenberg's estate, Sunnylands.","","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d31xg","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d31xg/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d31z0","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d31z0_760683_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Annenberg res[idence] -- model","March 1964","1 slide","c1692_b1593_s10_15","1964-5","Detail of model of Walter Annenberg's estate, Sunnylands.","","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d31z0","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d31z0/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d3200","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d3200_760691_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Annenberg res[idence] -- model","March 1964","1 slide","c1692_b1593_s10_16","1964-5","Detail of model of Walter Annenberg's estate, Sunnylands.","","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d3200","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3200/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d321h","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d321h_760697_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Annenberg res[idence] -- model","March 1964","1 slide","c1692_b1593_s10_17","1964-5","Detail of model of Walter Annenberg's estate, Sunnylands.","","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d321h","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d321h/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d3221","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d3221_760703_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Annenberg res[idence] -- model","March 1964","1 slide","c1692_b1593_s10_18","1964-5","Detail of model of Walter Annenberg's estate, Sunnylands.","","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d3221","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3221/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d323j","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d323j_760706_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Annenberg res[idence] -- model","March 1964","1 slide","c1692_b1593_s10_19","1964-5","Detail of model of Walter Annenberg's estate, Sunnylands.","","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d323j","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d323j/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d3242","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d3242_760709_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Annenberg res[idence] -- model","March 1964","1 slide","c1692_b1593_s10_20","1964-5","Detail of model of Walter Annenberg's estate, Sunnylands.","","color negative","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d3242","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3242/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d325k","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d325k_760714_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Annenberg res[idence] -- model","March 1964","1 slide","c1692_b1593_s11_1","1964-5","Detail of model of Walter Annenberg's estate, Sunnylands.","","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d325k","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d325k/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d3263","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d3263_760717_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Annenberg res[idence] -- model","March 1964","1 slide","c1692_b1593_s11_2","1964-5","Detail of model of Walter Annenberg's estate, Sunnylands.","","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d3263","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3263/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d327m","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d327m_760720_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Annenberg res[idence] -- model","March 1964","1 slide","c1692_b1593_s11_3","1964-5","Detail of model of Walter Annenberg's estate, Sunnylands.","","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d327m","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d327m/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d3284","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d3284_760723_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Annenberg res[idence] -- model","March 1964","1 slide","c1692_b1593_s11_4","1964-5","Detail of model of Walter Annenberg's estate, Sunnylands.","","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d3284","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3284/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d329n","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d329n_760728_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Annenberg res[idence] -- model","March 1964","1 slide","c1692_b1593_s11_5","1964-5","Detail of model of Walter Annenberg's estate, Sunnylands.","","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d329n","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d329n/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d32b5","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d32b5_760731_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s11_6","1963-11","View of land near Palm Springs, CA, future site of Walter Annenberg's estate, Sunnylands.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d32b5","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d32b5/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d32cp","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d32cp_760734_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s11_7","1963-11","View of land near Palm Springs, CA, future site of Walter Annenberg's estate, Sunnylands.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d32cp","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d32cp/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d332h","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d332h_760737_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s11_8","1963-11","","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d332h","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d332h/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4s97","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4s97_765384_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s11_9","1963-11","","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4s97","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4s97/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4sbr","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4sbr_765391_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s11_10","1963-11","Truck on dusty road near Palm Springs, CA future site of Walter Annenberg's ""Sunnylands"" estate.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4sbr","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4sbr/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4sc8","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4sc8_765396_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s11_11","1963-11","","Rancho Mirage (Calif.)","color negative","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4sc8","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4sc8/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4sds","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4sds_765405_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s11_12","1963-11","","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4sds","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4sds/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4sf9","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4sf9_765408_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s11_13","1963-11","","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4sf9","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4sf9/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4sgt","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4sgt_765411_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s11_14","1963-11","","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4sgt","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4sgt/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4shb","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4shb_765416_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s11_15","1963-11","","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4shb","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4shb/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4sjv","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4sjv_765419_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s11_16","1963-11","","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4sjv","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4sjv/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4smw","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4smw_765423_master.tif","","private","","","still image","color photographs","","Jones, A. Quincy (Archie Quincy), 1913-1979","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s11_17","1963-11","Archie Jones at Palm Springs, CA, future site of Walter Annenberg's estate, Sunnylands.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4smw","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4smw/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4snd","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4snd_765428_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s11_18","1963-11","","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4snd","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4snd/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4spx","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4spx_765431_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s11_19","1963-11","","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4spx","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4spx/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4sqf","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4sqf_765434_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s11_20","1963-11","","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4sqf","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4sqf/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4ssg","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4ssg_765438_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s12_1","1963-11","","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4ssg","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4ssg/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4st0","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4st0_765443_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s12_2","1963-11","View of land near Palm Springs, CA, future site of Walter Annenberg's estate, Sunnylands.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4st0","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4st0/manifest"
