Object Type,Title,Local identifier,Item ARK,Parent ARK,File Name,Thumbnail,Item Sequence,Contents note,Date.normalized,Format.extent,Genre,Language,Place of origin,Publisher.publisherName,Repository,Rights.copyrightStatus,Rights.rightsHolderContact,viewingHint,Subject topic,volume | issue,IIIF Manifest URL
Work,Cuba y América 1903-06-21,bncjm_cubayamerica_19030621,ark:/21198/z1xm0vb9,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t74xw3,,,1903-06-21,52 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 11 | no. 06,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xm0vb9/manifest
Work,Cuba y América 1903-06-28,bncjm_cubayamerica_19030628,ark:/21198/z1p29c0r,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc2hx8,,,1903-06-28,24 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 11 | no. 07,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p29c0r/manifest
Work,Cuba y América 1903-07-12,bncjm_cubayamerica_19030712,ark:/21198/z1dj7vhv,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx2x2s,,,1903-07-12,24 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 11 | no. 08,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dj7vhv/manifest
Work,Cuba y América 1903-07-19,bncjm_cubayamerica_19030719,ark:/21198/z15452fc,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11g31rf,,,1903-07-19,22 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 11 | no. 09,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15452fc/manifest
Work,Cuba y América 1903-07-26,bncjm_cubayamerica_19030726,ark:/21198/z1wm3t7c,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh25ns,,,1903-07-26,22 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 12 | no. 11,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wm3t7c/manifest
Work,Cuba y América 1903-08,bncjm_cubayamerica_190308,ark:/21198/z1n329sm,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tm9rnk,,,1903-08-01/1903-08-31,24 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 12 | no. 12,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n329sm/manifest
Work,Cuba y América 1903-08-16,bncjm_cubayamerica_19030816,ark:/21198/z1ck0t94,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ms679m,,,1903-08-16,24 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 12 | no. 13,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ck0t94/manifest
Work,Cuba y América 1903-08-23,bncjm_cubayamerica_19030823,ark:/21198/z1448190,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz2pvh,,,1903-08-23,24 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 12 | no. 16,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1448190/manifest
Work,Cuba y América 1903-08-30,bncjm_cubayamerica_19030830,ark:/21198/z1vm6s4f,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17395fd,,,1903-08-30,24 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 12 | no. 17,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vm6s4f/manifest
Work,Cuba y América 1903-09,bncjm_cubayamerica_190309,ark:/21198/z1m358ms,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dc0gc4,,,1903-09-01/1903-09-30,24 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 12 | no. 18,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m358ms/manifest
Work,Cuba y América 1903-09-13,bncjm_cubayamerica_19030913,ark:/21198/z1bp2gnz,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h6xxg,,,1903-09-13,24 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 12 | no. 20,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bp2gnz/manifest
Work,Cuba y América 1903-09-20,bncjm_cubayamerica_19030920,ark:/21198/z135106m,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p3dj2,,,1903-09-20,24 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 12 | no. 21,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz135106m/manifest
Work,Cuba y América 1903-09-27,bncjm_cubayamerica_19030927,ark:/21198/z1tm9r02,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv3389,,,1903-09-27,28 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 12 | no. 22,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tm9r02/manifest
Work,Cuba y América 1903-10-04,bncjm_cubayamerica_19031004,ark:/21198/z1pv9078,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z6jwd,,,1903-10-04,33 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 13 | no. 01,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pv9078/manifest
Work,Cuba y América 1903-10-10,bncjm_cubayamerica_19031010,ark:/21198/z1k387gd,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sb6m8s,,,1903-10-10,68 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 13 | no. 02,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k387gd/manifest
Work,Cuba y América 1903-10-18,bncjm_cubayamerica_19031018,ark:/21198/z1ff666v,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10k4q4r,,,1903-10-18,28 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 13 | no. 03,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ff666v/manifest
Work,Cuba y América 1903-10-25,bncjm_cubayamerica_19031025,ark:/21198/z19p5fg4,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn9jg5,,,1903-10-25,28 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 13 | no. 04,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19p5fg4/manifest
Work,Cuba y América 1903-11-01,bncjm_cubayamerica_19031101,ark:/21198/z15x4psv,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr4csp,,,1903-11-01,34 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 13 | no. 05,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15x4psv/manifest
Work,Cuba y América 1903-11-08,bncjm_cubayamerica_19031108,ark:/21198/z1253z39,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cc3f86,,,1903-11-08,24 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 13 | no. 06,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1253z39/manifest
Work,Cuba y América 1903-11-15,bncjm_cubayamerica_19031115,ark:/21198/z1xd3fj3,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18h118x,,,1903-11-15,26 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 13 | no. 07,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xd3fj3/manifest
Work,Cuba y América 1903-11-22,bncjm_cubayamerica_19031122,ark:/21198/z1sn2ptc,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x08nks,,,1903-11-22,28 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 13 | no. 08,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sn2ptc/manifest
Work,Cuba y América 1903-11-29,bncjm_cubayamerica_19031129,ark:/21198/z1nw1z2m,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19337q5,,,1903-11-29,28 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 13 | no. 09,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nw1z2m/manifest
Work,Cuba y América 1903-12-06,bncjm_cubayamerica_19031206,ark:/21198/z1j69wrz,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p58303,,,1903-12-06,78 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 13 | no. 10,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j69wrz/manifest
Work,Cuba y América 1903-12-13,bncjm_cubayamerica_19031213,ark:/21198/z1df9511,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m06kzb,,,1903-12-13,32 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 13 | no. 11,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1df9511/manifest
Work,Cuba y América 1903-12-20,bncjm_cubayamerica_19031220,ark:/21198/z18p8dc6,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g18fcx,,,1903-12-20,34 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 13 | no. 12,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18p8dc6/manifest
Work,Cuba y América 1903-12-27,bncjm_cubayamerica_19031227,ark:/21198/z14x7nng,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n7gvq,,,1903-12-27,26 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 13 | no. 13,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14x7nng/manifest
Work,Cuba y América 1904-01-03,bncjm_cubayamerica_19040103,ark:/21198/z1156wx2,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q83tp6,,,1904-01-03,28 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 14 | no. 01,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1156wx2/manifest
Work,Cuba y América 1904-01-10,bncjm_cubayamerica_19040110,ark:/21198/z1wd6df5,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b8dr4,,,1904-01-10,36 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 14 | no. 02,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wd6df5/manifest
Work,Cuba y América 1904-01-17,bncjm_cubayamerica_19040117,ark:/21198/z1rn5nqf,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff66zq,,,1904-01-17,28 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 14 | no. 03,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rn5nqf/manifest
Work,Cuba y América 1904-01-24,bncjm_cubayamerica_19040124,ark:/21198/z1n03mc9,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj128n,,,1904-01-24,28 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 14 | no. 04,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n03mc9/manifest
Work,Cuba y América 1904-01-31,bncjm_cubayamerica_19040131,ark:/21198/z1h72vm4,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q4btd,,,1904-01-31,28 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 14 | no. 05,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h72vm4/manifest
Work,Cuba y América 1904-02-07,bncjm_cubayamerica_19040207,ark:/21198/z1cg23x7,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ks9657,,,1904-02-07,36 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 14 | no. 06,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cg23x7/manifest
Work,Cuba y América 1904-02-14,bncjm_cubayamerica_19040214,ark:/21198/z17q1c8t,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw70d8,,,1904-02-14,24 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 14 | no. 07,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17q1c8t/manifest
Work,Cuba y América 1904-02-21,bncjm_cubayamerica_19040221,ark:/21198/z13z0mhn,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tx5w09,,,1904-02-21,32 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 14 | no. 08,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13z0mhn/manifest
Work,Cuba y América 1904-02-28,bncjm_cubayamerica_19040228,ark:/21198/z1059vsp,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q26dt3,,,1904-02-28,24 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 14 | no. 09,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1059vsp/manifest
Work,Cuba y América 1904-03-06,bncjm_cubayamerica_19040306,ark:/21198/z1vd9c8b,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m359dh,,,1904-03-06,38 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 14 | no. 10,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vd9c8b/manifest
Work,Cuba y América 1904-03-13,bncjm_cubayamerica_19040313,ark:/21198/z1qr79zx,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ps09jx,,,1904-03-13,32 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 14 | no. 11,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qr79zx/manifest
Work,Cuba y América 1904-03-20,bncjm_cubayamerica_19040320,ark:/21198/z1m06k8c,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx0vjp,,,1904-03-20,32 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 14 | no. 12,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m06k8c/manifest
Work,Cuba y América 1904-03-27,bncjm_cubayamerica_19040327,ark:/21198/z1g75tk3,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz2pzv,,,1904-03-27,37 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 14 | no. 13,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g75tk3/manifest
Work,Cuba y América 1904-04-03,bncjm_cubayamerica_19040403,ark:/21198/z1bg52w6,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc8fv6,,,1904-04-03,33 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 15 | no. 01,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bg52w6/manifest
Work,Cuba y América 1904-04-10,bncjm_cubayamerica_19040410,ark:/21198/z16q4b30,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn9jkh,,,1904-04-10,30 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 15 | no. 02,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16q4b30/manifest
Work,Cuba y América 1904-04-17,bncjm_cubayamerica_19040417,ark:/21198/z12z3kdq,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hb1kw2,,,1904-04-17,30 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 15 | no. 03,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12z3kdq/manifest
Work,Cuba y América 1904-04-24,bncjm_cubayamerica_19040424,ark:/21198/z1z91s9m,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mw4xr0,,,1904-04-24,26 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 15 | no. 04,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z91s9m/manifest
Work,Cuba y América 1904-05-01,bncjm_cubayamerica_19040501,ark:/21198/z1tj11jt,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18h11c8,,,1904-05-01,34 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 15 | no. 05,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tj11jt/manifest
Work,Cuba y América 1904-05-08,bncjm_cubayamerica_19040508,ark:/21198/z1ps08t3,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w40b0g,,,1904-05-08,26 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 15 | no. 06,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ps08t3/manifest
Work,Cuba y América 1904-05-15,bncjm_cubayamerica_19040515,ark:/21198/z1k09j5f,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq6dm3,,,1904-05-15,26 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 15 | no. 07,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k09j5f/manifest
