"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Subject","Name.repository","Name.creator","Title","Relation.rectoVerso","Date.creation","Relation.isPartOf","Alt ID.local","AltTitle.uniform","Description.note","Format.dimensions","Description.abstract","Coverage.geographic","Date.normalized","Publisher.placeOfOrigin","Format.medium","Publisher.publisherName","Relation.textDirection","Format.extent","thumbnailImageName","masterImageName","IIIF Manifest URL"
"Medieval and Renaissance Manuscripts","ark:/21198/zz0015437n","ark:/21198/zz0009gx4f","2","Completed","Work","","162","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 105. BINDER, vellum over paper boards; with fragments of SERMONS, BIBLICAL GLOSS, ETC.","","XVIII (BINDER)|~|IX– XIV (SERMONS, etc.)","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015437n/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz00154385","ark:/21198/zz0009gx4f","2","Completed","Work","","163","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 106. BONAVENTURE, Tractatus de praeparatione ad missam.","","1490-1500","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Southern Germany","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00154385/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz00154563","ark:/21198/zz0009gx4f","2","Completed","Work","","164","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 107. PIERRE D'AILLY, EXPOSITIO SUPER SEPTEM PSALMOS PENITENTIALES.","","1500-1510","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Southern Low Countries","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00154563/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001545d6","ark:/21198/zz0009gx4f","2","Completed","Work","","174","","","paged","","","","text","Manuscripts","pd","fre|~|lat","","University of California, Los Angeles. Library Special Collections","","Rouse MS. Illum. 3. BREVIARY, in Latin and French. 2 leaves","","1330","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","France (Paris)","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001545d6/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001545ks","ark:/21198/zz0009gx4f","2","Completed","Work","","175","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","ROUSE leaf/XIII/FRA/3. Hymns, Antiphons, Sermons, etc. for Christmas. [olim MS 105 frag. A].","","XIII","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","England|~|France","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001545ks/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001545pb","ark:/21198/zz0009gx4f","2","Completed","Work","","176","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","ROUSE leaf/IX/FRA/1. VICTORINUS PETAVIONENSIS, COMMENTARY ON REVELATION. [olim MS 105 frag. D].","","IX","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","France","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001545pb/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001545sw","ark:/21198/zz0009gx4f","2","Completed","Work","","177","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","ROUSE leaf/XI/FRA/1. BURCHARD OF WORMS, Decretum or IVO OF CHARTRES, Collectanea. [olim MS 105 frag. E].","","XI/XII","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","France","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001545sw/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz00157r96","ark:/21198/zz0009gx4f","2","Completed","Work","","189","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Coll. 170. MS. 403. Collection of loose leaves.","","IX-XV","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.","***170/ 403  volumes 1 - 10","Bernard M. Rosenthal Collection of medieval manuscript leaves","Vol. 1     Italy (s. IX-XI)	Vol. 2     Italy (s. XII)Vol. 3     Italy (s. XIII)	Vol. 4     Italy (s. XIV)	Vol. 5     Italy (s. XV)Vol. 6     France (s. XI-XIII)Vol. 7     France (s. XIV-XV)	Vol. 8     England & Spain	Vol. 9     GermanyVol. 10   Greek & Hebrew","","The department's collection of medieval manuscript leaves comprises 134 items, including bifolia, leaves, and fragments of leaves. One item is in Arabic script, 2 in Greek script, 2 in Hebrew script, and 129 in Latin script. This catalog describes only those items in Latin script. Unless otherwise noted, the leaves described here belong to a collection that was assembled by Bernard M. Rosenthal, New York, from whom it was purchased by UCLA in 1962. Concerning the collection see P. Levine, “Palaeographic History Illustrated in Manuscript Collection,” UCLA Librarian vol.16, no.6, supplement (1963) pp.49-51.","","801-1600","","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00157r96/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001drdgk","ark:/21198/zz0009gx4f","2","Completed","Work","","32","","","paged","","","","text","Manuscripts","pd","ger","","University of California, Los Angeles. Library Special Collections","","Rouse MS 30. SERMONES, fragment.","","XV/XVI","Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","Rouse MS 30","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","The original manuscript was written in Germany in the second half of the fifteenth century or beginning of the sixteenth, a collection copied by its owner for personal use. Cut up and used as binding scrap. The pieces were glued to strips of brown paper; the scraps comprising E were glued in arbitrary arrangement. Bernhard Bischoff has left two identical penciled notes on the modern paper: “XVI Kursive, Predigten.” Gift of Bernard Rosenthal, San Francisco, in August 1988 to Richard and Mary Rouse. Given to UCLA in 2005.","","","","1575 - 1625","Germany","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001drdgk/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hcw6h","ark:/21198/zz0009gx4f","2","Completed","Work","","33","","","paged","","","","text","Manuscripts","pd","ita","","University of California, Los Angeles. Library Special Collections","","Rouse MS 33. JACOBUS DE VORAGINE, SERMONES QUADRAGESIMALES, fragment.","","XIII½","Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","Rouse MS 33","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","Written in Italy, to judge from the pen-flourishing; written on the top line, which would indicate the first half of the thirteenth century, but the date of the sermons’ composition require instead a date in the last decades of the century. Dealer’s (?) mark Nv8o in upper right corner of f. 1. Bought from H.P. Kraus (“Mss. file # 409B”) by Richard and Mary Rouse in February 1989. Given to UCLA in 2005.","","","","1350 - 1399","Italy","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hcw6h/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hcws9","ark:/21198/zz0009gx4f","2","Completed","Work","","34","","","paged","","","","text","Manuscripts","pd","dut","","University of California, Los Angeles. Library Special Collections","","Rouse MS 37. CALENDAR in Middle Dutch.","","XV","Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","Rouse MS 37","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","Once part of a prayerbook probably written in the fifteenth century in the archdiocese of Utrecht. Brevity of the calendar and the pocket size suggest personal use. Separately bound since at least 1861 when it was sold by the London publisher and bookseller John Camden Hotten (1832-1873; DNB [1937] 9.1310-1311): on rear flyleaf (older paper), “from J.C. Hotten’s Catalogue (A.D. 1861) Part xxxiv no. 259.” Acquired in 1912 by the British historian and liturgist Francis C. Eeles (1876-1954), who in 1940 gave it to his secretary Judith D. G. Scott, who wrote Eeles’s memoir in 1956: in ink on front pastedown, “Ex libris Francisci C. Eeles 1912” and “For Judith on her birthday 6th March 1940 with many happy returns of the day. F. C. Eeles” (see J.D.G. Scott, F. C. Eeles, King’s College Chapel Aberdeen … Memoir of Dr. F. C. Eeles [Aberdeen 1956], pp. ix-xxii). Note on first flyleaf in Eeles’ hand: “Kalendar from a Book of the Hours of the Blessed Virgin Mary according to the Use of Utrecht.” The book was probably sold with Judith Scott’s estate after her death. Catalog or sale number, f. i, “CR 387.” Bought from Kenneth Karmiole Bookseller Inc., Santa Monica, CA, by Richard and Mary Rouse in December 1989. Given to UCLA in 2005.","","","","1400 -1499","Netherlands","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hcws9/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hcz1w","ark:/21198/zz0009gx4f","1","In progress","Work","","35","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS 39. HOURS OF THE VIRGIN and other liturgical texts, 7 loose leaves.","","XV","Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","Rouse MS 39","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","Written in France in the fifteenth century. Bought by Patrick Bruno, Altadena, CA, from Nicolas Pavlov, who had dismembered the original manuscript; leaves 1-6 each bears a small pencil notation lower left recto, “VA/85.” Bought from Bruno in February 1990 by Richard and Mary Rouse. Given to UCLA in 2005.","","","","1500","France","7 loose leaves","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hcz1w/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hczjn","ark:/21198/zz0009gx4f","2","Completed","Work","","37","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS 41. CALENDAR, Benedictine, from a Book of Hours, use of Rome.","","XV (ca. 1470)","Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","Rouse MS 41","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","Written in Italy or S. France in the early 14th century, after the canonization of Louis of Toulouse in 1317 (19 Aug.); the date 1470 repeated on f. 7v is not consistent with the appearance of the manuscript, and was presumably just used as an example to demonstrate the working of the Paschal table. The saints named in red letters (Maurus, Benedict, Romanus, Audax and Anatolia, Scholastica, the dedication of Subiaco) and the use of the full twelve lectiones (rather than nine) for important days indicate a Benedictine origin. Used by laymen by the sixteenth century; births and deaths mentioned in the margins of f. 1v (“obiit Johannes[?]” and “obiit Jacobus,” both dated Feb. 1532), f. 2v (“natus tertius filius, Jacobus,” dated Apr. 1538), f. 5 (“natus Jodocus,” dated Sept. 1527), f. 6r (“Clemens natus,” dated Nov. 1525) and f. 6v (“obiit Clemens,” dated Dec. 1531). Belonged to a German owner (dealer) whose typed description is with the manuscript. Date in pencil f. 7v bottom: “15/8/1934.” Sold at Swann Galleries, New York, to Krown & Spellman, Culver City, CA. Bought from Krown & Spellman in June 1990 by Richard and Mary Rouse. Given to UCLA in 2005.","","","","","Rome, Italy|~|France","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hczjn/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hd10s","ark:/21198/zz0009gx4f","2","Completed","Work","","38","","","paged","","","","text","Manuscripts","pd","dut","","University of California, Los Angeles. Library Special Collections","","Rouse MS 46. PRAYERS in Dutch.","","XVmed","Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","Rouse MS 46","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","Written in the Netherlands in the mid-15th century; Bodleian Library MS Marshall 109 (SC 5309) is similar in dimensions, content, and layout, although the script is not the same. Belonged to the Dutch bibliophile J. A. Dortmond (bookplate), his no. Hd 427. Purchased from Sam Fogg, Rare Books Ltd., London, in January 1993, by Richard and Mary Rouse. Given to UCLA in 2005.","","","","1450 - 1499","Eastern Netherlands","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hd10s/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hd4mj","ark:/21198/zz0009gx4f","10","Completed with minimal metadata","Work","","43","","","paged","","","","text","Manuscripts","pd","fre|~|lat","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 57 HOURS, use of Paris, in Latin with calendar in French.","","XVmed","Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","Rouse MS 57","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","Written in Paris in the mid-fifteenth century. Two generations of births are recorded in the calendar for the periods 1543-1549 and 1573-1585. There are notes (badly faded) about the intermarried families of Petit and Cheron on virtually every folio of the calendar, mostly in the spacious bottom margin. Verse f. 120v: “L’an mil cinq cent soixante neuf / entre Coignac et Casteauneuf / fut porté mort sur une anesse / le grand ennemy(?) de la messe.” Ex libris f. iv: “Ces presentes heures appartient a Claude Petit femme de Barthelemey Cheron, demourant a Arulommiers en Boys” and another on f. 120 (last flyleaf): “Jadiz fuz a Marguerite Touart en son vivante femme de Jehan[?] Cheron qui estoit [sic] pere & mere de Barthelemy Cheron …” continued with notes in successive hands tracing the descent of the book in the same family until the 18th century, mentioning names of a later Jehan Cheron and of Maître Pierre Cheron. Lot 641 in an unidentified 19th-century American sale (printed paper label on front pastedown). Bought by William Tasker in whose family it remained; for other manuscripts belonging to Tasker see lots 63 (Michael of Belluno, Speculum conscientie, Italy 1404, from the same 19th -century American sale) and 67 (Ps. Albertus Magnus, Liber speculi, De veris virtutibus, Germany 1473) in the same Sotheby’s sale catalog. Acquired from Sotheby’s London, 17 June 1997, lot 75, by Richard and Mary Rouse. Given to UCLA in 2005.","","","","1450 -1475","Paris","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hd4mj/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hm990","ark:/21198/zz0009gx4f","10","Completed with minimal metadata","Work","","44","","","paged","","","","text","Manuscripts","pd","ita","","University of California, Los Angeles. Library Special Collections","","Rouse MS 58. Ps.-ARISTOTLE, SECRETA SECRETORUM, trans. Philip of Tripoli.","","XIV","Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","Rouse MS 58","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","Written in Italy in the middle of the fourteenth century. Bought at Sotheby's (2 December 1997), lot 96, by Richard and Mary Rouse. Given to UCLA in 2005.","","","","1400","Italy","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hm990/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hmbqp","ark:/21198/zz0009gx4f","10","Completed with minimal metadata","Work","","113","","","paged","","","","text","Manuscripts","pd","lat","","University of California, Los Angeles. Library Special Collections","","Rouse MS 59. AUTPERTUS PRESBITER (?), VITA SEU PASSIO SANCTAE FORTUNATAE; ANON., VITA SEU LEGENDA BEATI GAUDIOSI and OFFICE FOR THE FEAST OF ST. GAUDIOSUS.","","1565-1570","Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","Rouse MS 59","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","Written in Campania, probably in Naples to judge from the watermark and later ownership; there were two houses dedicated to St. Gaudiosus in Naples, one of which (a nunnery) also enclosed a church devoted to St. Fortunata (Cottineau 2.2035). Belonged in the 17th century to Aurelia Carrafa (signature vertically in the inner margin of f. 12 and again on f. 13), member of an illustrious Neapolitan family, probably from the branch of the princes of San Lorenzo; the Carafa women had close ties through the generations with the convent of San Gaudioso (see B. Aldimari, Historia genealogica della famiglia Carafa [Naples 1691] 367). Bought from Les Enluminures, Paris (their TM 366), by Richard and Mary Rouse. Given to UCLA in 2005.","","","","","Campania, probably Naples","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hmbqp/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hmtt0","ark:/21198/zz0009gx4f","10","Completed with minimal metadata","Work","","114","","","paged","","","","text","Manuscripts","pd","ita","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 60. RULE OF ST. AUGUSTINE FOR NUNS, in Italian.","","XIV 2/2","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Italy","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hmtt0/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hpcbc","ark:/21198/zz0009gx4f","10","Completed with minimal metadata","Work","","115","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS 61. RENT ROLL.","","1570","Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","Rouse MS 61","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","Written in Hertfordshire, England, around 1571. The roll was in continual use for several years thereafter, as evidenced by frequent additions to entries (added in the blank space beneath the original entry) recording that the land in question had been granted to the son, sons, daughter, or widow of the original tenant. Annotations in the left-hand margin occasionally testify to further changes, as at f. 11: “Thomas Balden holdeth the messuage and yard & half land called Baylies in fee the rent wherof is xxvis [shillings] viiid [pence]”; and at f. 3: “Nowe James Woode.” Further evidence of continued use is suggested by a repeated signature that appears frequently next to entries throughout ff. 1-12 (at ff. 3, 5, 6, 7, 8, 9, 10, 11, 12). Folio 3 also contains, uniquely, a second signature mark and the words “Chirch Stile” in a later [post-secretary?] hand. Folios 13-18 show no signs of later modification; these entries are generally very short, often only 1-2 lines, in contrast to the longer entries (frequently running well over five lines) on ff. 1-12. Belonged to Thomas Wakeman (b. 1788), a descendant of Richard Wakeman of Beckford (see “Wakeman of Graig House” in John Burke et al., Burke’s Genealogical and Heraldic History of the Landed Gentry vol. 1 pt. 2, 4th ed. [London 1863] p. 1585; also Munby p. 163: “‘Ex dono Thomae Wakeman armig.’ Noted by Phillipps in my [Munby’s] copy of the catalogue: probably Thomas Wakeman of the Graig Co. Monmouth.”). On the dorse of f. 1 (the opening “page” of the bound volume) “Wakeman mss. / No. 8” is written in ink in a modern hand; it appears to have been written over an earlier note in pencil, also in a modern hand: “Wakeman / mss. 810.” The present roll may be one of several copies, this one made for Richard Wakeman, as is suggested by references to another “copie,” as on f. 4: “the lorde grauntyth to Robert sone of the sayd John the rent doth not appere in the copie” and f. 11: “the sayd Margerie doth hold halff a yard of land not expressed in the copie.” Acquired from Thomas Wakeman by Sir Thomas Phillipps, his no. 7890 (paper label, originally on spine), before 1840. Sold at Bloomsbury Auctions, 17 Sept. 1998, lot 14, to Krown & Spellman. Bought from Krown & Spellman by Richard and Mary Rouse on 12 Dec. 1998. Given to UCLA in 2005.","","","","","Hertfordshire, England","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hpcbc/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hpdsk","ark:/21198/zz0009gx4f","10","Completed with minimal metadata","Work","","116","","","paged","","","","text","Manuscripts","pd","ita|~|lat","","University of California, Los Angeles. Library Special Collections","","Rouse MS 62. CARTHUSIAN CUSTOMAL, in Latin and Italian.","","XV 2/4","","Rouse MS 62","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","N. Italy","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hpdsk/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hq39f","ark:/21198/zz0009gx4f","10","Completed with minimal metadata","Work","","117","","","paged","","","","text","fragments","pd","dut","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 63. REGISTER OF PROPERTIES belonging to Willem van Merout [Merhout]. Fragment. In Dutch.","","1380","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Netherlands","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hq39f/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hq5hh","ark:/21198/zz0009gx4f","1","In progress","Work","","119","","","paged","","","","text","fragments","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 65. BOOK OF HOURS. Fragment.","","XVmed","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","France","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hq5hh/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hqgb8","ark:/21198/zz0009gx4f","1","In progress","Work","","121","","","paged","","","","text","Manuscripts","pd","ger","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 67. INDEX to a History, probably a printed book, in Latin.","","XV 2/2","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Germany","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hqgb8/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hqjcr","ark:/21198/zz0009gx4f","1","In progress","Work","","125","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 71. BREVIARY, 15 folios.","","XV","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Netherlands","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hqjcr/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hqkf8","ark:/21198/zz0009gx4f","1","In progress","Work","","126","","","paged","","","","text","fragments","pd","fre|~|lat","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 72. BOOK OF HOURS, in Latin and French. Fragment (10 bifolia, detached and unbound).","","XV 2/2","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Paris or Rouen, France","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hqkf8/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hqmvz","ark:/21198/zz0009gx4f","1","In progress","Work","","127","","","paged","","","","text","fragments","pd","dut","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 73. HOURS in Dutch, fragment.","","XV","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Netherlands","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hqmvz/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hqnc6","ark:/21198/zz0009gx4f","1","In progress","Work","","129","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 75. PRAYERBOOK.","","1466","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","North Germany","","","ltr","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hqnc6/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nfgdc","ark:/21198/zz0009gx4f","2","Completed","Work","","178","","","paged","","","","text","fragments","pd","lat","Manuscripts, Medieval","University of California, Los Angeles. Library Special Collections","","Coll. 100. Box 178 f.2 Ovid's Metamorphosen","","before 1250","","Collection 100 box 178 f2","100/178|~|Metamorphoses","","195mm x 130mm","","","","France","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nfgdc/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nfj3p","ark:/21198/zz0009gx4f","1","In progress","Work","","171","","","paged","","","","text","Manuscripts","pd","fre","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 114. REGISTER OF RECEIPTS, 5 leaves, in Latin.","","after 1 May 1412","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","France, Cathedral of St. Mammes in Langres","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nfj3p/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nfjdb","ark:/21198/zz0009gx4f","1","In progress","Work","","170","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 113. BREVIARY.","","XV1/2","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","France (Burgundy?)","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nfjdb/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nfjfv","ark:/21198/zz0009gx4f","1","In progress","Work","","169","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 112. BREVIARY.","","XIV2/2","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","France","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nfjfv/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nfjmf","ark:/21198/zz0009gx4f","1","In progress","Work","","168","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 111. PRAYER-BOOK OF SISTER RENEE HENNEQUIN of the Paris Filles-Dieu, in French with some Latin.","","1550","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Paris","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nfjmf/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nfjnz","ark:/21198/zz0009gx4f","2","Completed","Work","","167","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 110. OLD TESTAMENT, Numbers 3-5, 18-21, Deuteronomy 31-32, Judges 2-3.","","XIII3/4","Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","Rouse MS 110","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","Parchment (Italian in preparation), 1 bifolium (ff. 1-2) + 2 single leaves, 300 x 225 (189 x 135) mm. In 2 cols. of 47 or 48 lines, ruled with hard point, single bounding lines. Written by one scribe in a gothic littera textualis.|~|3- or 4-line chapter initials alternating in red and blue, with very elaborate columnar pen flourishing the height of the page in the alternate color. Chapter numbers in red and blue in the margins, and red and blue running headlines across verso and recto. Ff. 1-3 worn on upper edge, to a depth of 1 or 2 mm. only|~|Originally sewn on 5 bands|~|Written in Italy, probably Bologna, in the third quarter of the thirteenth century. Dismembered probably in the 20th century. Bought from Kenneth Karmiole Bookseller, Inc., Santa Monica, CA, in October 2007 by Richard and Mary Rouse. Given to UCLA in 2011","","","","","Bologna","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nfjnz/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nfjtj","ark:/21198/zz0009gx4f","10","Completed with minimal metadata","Work","","166","","","paged","","","","text","Manuscripts","pd","dut","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 109. NOTES by Leopold DELISLE (1826-1910), for ?Paul Lacombe (1834-1919), in French.","","1888-1905","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Paris","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nfjtj/manifest"
