Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,Rights.publicationStatus,Language,Type.typeOfResource,Type.genre,Subject.conceptTopic,Subject geographic,Name.creator,Name.repository,Note,Title,Alt ID.local,Date.creation,Date.normalized,Description.fundingNote,Publisher.publisherName,Format.extent,Publisher.placeOfOrigin,Description.note,Coverage.geographic,AltTitle.translated,AltTitle.descriptive,Alt ID.lccn,Alt ID.oclc,Alt ID.url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf3px,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7909_12_5_AMS_1946_ED2_RASHIN.tif,673,,,pd_usfed,,eng,cartographic,map,Songnim-si (Korea)--Maps|~|Kyŏmipʻo (Korea)--Maps|~|Cities and towns--Korea (North)--Maps,Korea--Maps,United States. Army Map Service.,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E1253900|~|northernmost:N0384500|~|southernmost:N0384300|~|northernmost:N0384530|~|westernmost:E1253500,"Korea city plans 1:12,500 : Kyomip'o",G7909_12_5_AMS_1946_ED2_RASHIN|~|Monograph_Maps,1946,1946,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,Army Map Serivce,1 map : col. ; 39 x 47 cm.,"dcu|~|Washington, D.C","Type F-AMS 2.|~|""2-46.""|~|Relief represented by contours.|~|Military grid.|~|Includes ""Glossary.""|~|""Korean names are transcribed according to the McCune-Reischauer system. Names in parentheses are Japanese and transcribed according to the modified Hepburn (Romaji) system.""|~|cp|~|Two classes of roads or trails, two classes of railroads, two types of internal boundaries, and areas of vegetation and cultivation are shown. Some buildings are named.|~|""Contour interval 5 meters ... Depths in fathoms.""|~|Marginal maps and diagrams: Coverage diagram.--Index to boundaries.|~|2nd ed.",Korea|~|Songnim-si (Korea)|~|Korea (North)|~|Kyŏmipʻo (Korea)|~|12500,,"[Series] L951|~|Kyomipʹo (Kenjiho), Korea",map47000366,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf3px,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hf3px/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf3qf,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7909_20_AMS_1946_ED1.tif,674,,,pd_usfed,,eng,cartographic,map,Cities and towns--Korea (North)--Maps|~|Najin (Korea)--Maps,Korea--Maps,United States. Army Map Service.,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1301400|~|easternmost:E1302100|~|northernmost:N0421700|~|southernmost:N0421100|~|easternmost:E1302110|~|westernmost:E1301335|~|southernmost:N0421035,"Korea city plans 1:20,000 : Najin (Rashin)",G7909_20_AMS_1946_ED1|~|Monograph_Maps,1945|~|1946,1945,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,Army Map Service,1 map : col. ; 61 x 53 cm.,"Washington, D.C|~|dcu","1st ed. AMS 1.|~|""1-46.""|~|""AMS L951.""|~|Military grid.|~|cp|~|""Korean names transcribed according to the McCune-Reischauer system. Japanese forms of Korean names (shown in parentheses) transcribed according to the modified Hepburn (Romaji) system.""|~|Two classes of roads or trails, and areas of vegetation and cultivation are shown. Some buildings are named.|~|Relief represented by form lines.|~|Includes glossary and inset map ""Index to sources.""|~|1st ed.",Korea|~|Najin (Korea)|~|Korea (North)|~|20000,,"Najin (Rashin) Hamgyong-pukto (Kankyo-hokudo), Korea|~|[Series] L951",map47000316,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf3qf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hf3qf/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf3rz,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7932_H2_M2_2M_1944_EDProv.tif,675,,,pd_usfed,,eng,cartographic,map,Industries--Japan--Maps|~|工業--日本--地圖,Japan--Maps|~|日本--地圖,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1290000|~|easternmost:E1370000|~|northernmost:N0350000|~|southernmost:N0310000,"Southwest Japan (Kyushu, Shikoku, And Southwest Honshu) Iron And Steel Industry / Iron Mines And Deposits",G7932_H2_M2_2M_1944_EDProv|~|Monograph_Maps,31 July 1944,1944-07-31,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,Provisional ed.,Japan,"日本西南 (九州, 四國和本州西南) 鋼鐵工業 / 鐵礦和礦床",,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf3rz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hf3rz/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf3sg,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7950_7M_OSS_1945_EDProv.tif,676,,,pd_usfed,,,cartographic,map,,East Asia--Maps|~|Japan--Maps|~|日本--地圖|~|東亞--地圖,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",southernmost:N0150000|~|westernmost:E1200000|~|easternmost:E1450000|~|northernmost:N0450000,Approaches To Japan,G7950_7M_OSS_1945_EDProv|~|Monograph_Maps,21 March 1945,1945-03-21,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,Provisional ed.,Japan|~|East Asia,至日本途徑,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf3sg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hf3sg/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf3t0,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7950_7_8M_OSS_1945_EDProv.tif,677,,,pd_usfed,,eng,cartographic,map,East Asia--Maps,East Asia--Maps|~|Japan--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1000000|~|easternmost:E1700000|~|northernmost:N0550000|~|southernmost:N0250000|~|northernmost:N0600000,Japan and eastern Asia,G7950_7_8M_OSS_1945_EDProv|~|Monograph_Maps,1945|~|15 June 1945,1945-06-15,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,"Reproduction Branch, OSS",1 map : col. ; 55 x 59 cm.,"dcu|~|[Washington, D.C.]","Provisional ed.|~|""No. 5940 -- R & A, OSS.""|~|Dated: 15 June 1945.|~|Provisional ed.",East Asia|~|Japan|~|7600000,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf3t0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hf3t0/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf3vh,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7951_E2_10M_BEA_1942_ED1.tif,678,,,pd_usfed,,eng,cartographic,map,Japan--Population density--Maps|~|Korea--Population density--Maps|~|Taiwan--Population density--Maps|~|Population density--Japan--Maps|~|Manchuria (China)--Population density--Maps,Japan--Maps,United States. Board of Economic Warfare. Economic Analysis Section.,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1140000|~|easternmost:E1580000|~|northernmost:N0500000|~|southernmost:N0220000,Population densities in Japan,G7951_E2_10M_BEA_1942_ED1|~|Monograph_Maps,1942|~|May 9 1942|~|1942],1942-05-09,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,OSS,1 map ; 30 x 37 cm.,dcu|~|[Washington?,"1st ed.|~|Includes inset.|~|""Map No. 439--May 4, 1942.""|~|Shows population densities by prefectures and provinces.|~|Also covers Manchuria, Korea and Taiwan.|~|drawn in the Geography Division, Coordinator of Information ; data prepared by Economic Analysis Section, Far Eastern Division, Board of Economic Warfare.|~|1st ed.",Manchuria (China)|~|Taiwan|~|Japan|~|Korea|~|9500000,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf3vh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hf3vh/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf3w1,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7951_E3_c_27_5M_COI_1942.tif,679,,,pd_usfed,,eng,cartographic,map,Japan--Languages--Maps|~|Manchuria (China)--Languages--Maps|~|Korea--Languages--Maps|~|Taiwan--Languages--Maps,Korea--Maps|~|Manchuria (China)--Maps|~|Japan--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1160000|~|easternmost:E1560000|~|northernmost:N0520000|~|southernmost:N0240000|~|easternmost:E1280000,"Japan, Manchuria, and Korea : principal languages needed by interpreters in these areas",G7951_E3_c_27_5M_COI_1942|~|Monograph_Maps,"1942|~|1942]|~|Feb 27, 1942",1942-02-27,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,OSS,1 map ; 21 x 25 cm.,dcu|~|[Washington,"compiled and drawn in the Geographic Division, C.O.I.|~|""Map No. 331, Feb. 27, 1942.""|~|""Secret"" has been crossed out--Upper right marging.|~|Includes inset of Formosa and the Ryukyu Islands.",Japan|~|Manchuria(China)|~|Taiwan|~|Korea|~|Manchuria (China)|~|27000000,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf3w1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hf3w1/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf3xj,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7951_F7_7_5M_OSS_1943_EDProv.tif,680,,,pd_usfed,,eng,cartographic,map,Japan--Administrative and political divisions--Maps,,United States. Board of Economic Warfare.,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1260000|~|easternmost:E1460000|~|northernmost:N0440000|~|southernmost:N0220000,"Japan, political divisions",G7951_F7_7_5M_OSS_1943_EDProv|~|Monograph_Maps,1943,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,Board of Economic Warfare,1 map ; 24 x 26 cm.,"dcu|~|[Washington, D.C.]",Provisional ed.|~|Shows international and prefectural boundaries.|~|Board of Economic Warfare.|~|Insets: Karafuto -- Taiwan (Formosa).|~|Provisional ed.,Japan|~|7500000,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf3xj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hf3xj/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf3z2,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7951_L2_11M_COI_1942.tif,681,,,pd_usfed,,eng,cartographic,map,Fisheries--Japan--Maps|~|Fisheries--East Asia--Maps|~|Fisheries--Maps.,East Asia--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1120000|~|easternmost:E1560000|~|northernmost:N0520000|~|southernmost:N0200000,Sea fisheries of eastern Asia,G7951_L2_11M_COI_1942|~|Monograph_Maps,"March 12, 1942|~|1942]",1942-03-12,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,Office of Coordinator of Information,1 map ; 35 x 29 cm.,[Washington|~|dcu,"""Map No. 359 March 12, 1942.""|~|Shows principal fishing grounds, range of certain kinds of fish, and value of catch.|~|compiled and drawn in the Geographic Division, C.O.I.|~|Areas covered: Japan, Taiwan, Korea, and coastal U.S.S.R and China.",East Asia|~|Japan|~|11000000,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf3z2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hf3z2/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf402,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7951_L2_7M_COI_1942_EDPre.tif,682,,,pd_usfed,,eng,cartographic,map,Fisheries--Japan--Maps|~|Fisheries--Maps.|~|Continental shelf--Japan--Maps,Japan--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",southernmost:N0340000|~|easternmost:E1730000|~|northernmost:N0610000|~|westernmost:E1300000|~|easternmost:E1620000|~|northernmost:N0600000|~|southernmost:N0360000|~|westernmost:E1260000,Northern Japanese fisheries,G7951_L2_7M_COI_1942_EDPre|~|Monograph_Maps,"May 19, 1942|~|[1942]",1942-05-19,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,C.O.I.,1 map ; 45 x 49 cm.,"dcu|~|[Washington, D.C.]","Outline map showing 200 meter submarine contour of Japan, as well as the mainlands that border Sea of Japan and Sea of Okhotsk.|~|compiled and drawn in the Geography Division, C.O.I.|~|""May 29, 1942.""|~|""Map no. 501.""|~|Preliminary ed.",Japan|~|7000000,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf402,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hf402/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf41k,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7951_M1_7M_BEA_1942_ED1.tif,683,,,pd_usfed,,eng,cartographic,map,Industries--Japan--Maps|~|Tire industry--Japan--Maps,Japan--Maps,United States. Board of Economic Warfare. Economic Analysis Section.,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Japanese rubber tire industry including Japanese held mainland,G7951_M1_7M_BEA_1942_ED1|~|Monograph_Maps,"1942|~|1942]|~|May 6, 1942",1942-05-06,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,OSS,1 map ; 31 x 37 cm.,[Washington|~|dcu,"1st ed.|~|""Preliminary data as of April, 1942.""|~|""Map no. 471, May 6, 1942.""|~|Includes insets showing names and locations of tire companies, with individual plant capacity in rubber tires per day and percentage of apparent total Japanese capacity.|~|drawn in the Geographic Division, O.S.S. ; data prepared by Economic Analysis Section, Far Eastern Division, Board of Economic Warfare.|~|1st ed.",Japan|~|7000000,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf41k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hf41k/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf423,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7951_P3_6_3M_OSS_1942_EDProv.tif,684,,,pd_usfed,,eng,cartographic,map,Railroads--East Asia--Maps,Japan--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",northernmost:N0540000|~|easternmost:E1480000|~|easternmost:E1500000|~|northernmost:N0500000|~|southernmost:N0300000|~|westernmost:E1160000,"[Railroads in China, Manchuria, Korea, Japan and the eastern U.S.S.R.]",G7951_P3_6_3M_OSS_1942_EDProv|~|Monograph_Maps,"May 6, 1942",1942-05-06,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,Office of Strategic Services],1 map ; 42 x 49 cm.,dcu|~|[Washington,"July 9, 1942.|~|""Confidential.""|~|""Map no. 709.""|~|""Provisional edition.""|~|Shows railroads, major cities, and highways.|~|compiled and drawn in the Geography Division, OSS.|~|Provisional ed.",East Asia|~|Japan|~|6500000,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf423,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hf423/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf43m,ark:/21198/zz002hc63p,1,In progress,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7960_10_5M_OSS_ND.tif,685,,,pd_usfed,,eng,cartographic,map,,Japan--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,[NA],G7960_10_5M_OSS_ND|~|Monograph_Maps,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,Japan,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf43m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hf43m/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf45n,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7960_2M_AMS_1945_Part1.tif,687,,,pd_usfed,,eng,cartographic,map,Japan--Maps,,United States. Army Map Service.,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1280000|~|eaternmost:E1420000|~|northernmost:N0380000|~|southernmost:N0300000,Japan,G7960_2M_AMS_1945_Part1|~|Monograph_Maps,1945,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,col. map 122 x 103 cm.,Washington|~|dcu,"1st ed.--AMS 1.|~|""Azimuthal equidistant projection based on latitude 40°N, longitude 141°E.""|~|In upper margin: Asia l:2,000,000 ...|~|Scale 1:2,000,000.|~|Inset: Index to boundaries [with key to political divisions].|~|Includes ""Glossary.""|~|Elevations are shown by contours or form lines and altitude tints.",Japan,,,map47000210,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf45n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hf45n/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf465,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7960_2M_AMS_1945_Part2.tif,688,,,pd_usfed,,eng,cartographic,map,Japan--Maps,,United States. Army Map Service.,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1380000|~|easternmost:E1460000|~|northernmost:N0460000|~|southernmost:N0340000,Japan,G7960_2M_AMS_1945_Part2|~|Monograph_Maps,1945,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,col. map 122 x 103 cm.,Washington|~|dcu,"1st ed.--AMS 1.|~|""Azimuthal equidistant projection based on latitude 40°N, longitude 141°E.""|~|In upper margin: Asia l:2,000,000 ...|~|Scale 1:2,000,000.|~|Inset: Index to boundaries [with key to political divisions].|~|Includes ""Glossary.""|~|Elevations are shown by contours or form lines and altitude tints.",Japan,,,map47000210,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf465,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hf465/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf47p,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7960_2_9M_R_HAN_1880.tif,689,,,pd_usfed,,eng,cartographic,map,,Japan--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1270000|~|easternmost:E1470000|~|northernmost:N0460000|~|southernmost:N0300000,"Orographical And Hydrographical Map Of Japan (Dai-Nippon) On A Scale Of 1:2.930.000 Designed And Drawn From The Date Of Prof. Dr J.Rein, And After Existing Charts And Japanese Authorities By J.Rittau 1880.",G7960_2_9M_R_HAN_1880|~|Monograph_Maps,1880,1880,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,Japan|~|2930000,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf47p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hf47p/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf486,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7960_3M_NGS_1945.tif,690,,,pd_usfed,,eng,cartographic,map,Korea--Maps|~|Japan--Maps,Korea--Maps|~|Japan--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",northernmost:N0460000|~|westernmost:W1160000|~|easternmost:W1500000|~|southernmost:N0300000|~|westernmost:E1200000|~|easternmost:E1500000|~|northernmost:N0440000,Japan and Korea,G7960_3M_NGS_1945|~|Monograph_Maps,1945|~|December 1945,1945-12,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,National Geographic Society,1 map : col. ; 64 x 93 cm.,"dcu|~|Washington, D.C","Includes glossary of geographical terms.|~|Relief represented by shading.|~|""Albers conical equal-area projection.""|~|compiled and drawn in the Cartographic Section of the National Geographic Society ; James M. Darley, chief cartographer.|~|Insets: 1-2. Kuril Islands.--3. Pescadores.--4. Karafuto.--5-7. Ryukyu Islands.--8. Formosa.--9. Tokyo.--10. Location of Japan in the Western Pacific.|~|Issued with the National geographic magazine, v. 88, no. 6, Dec. 1945.",Korea|~|Japan|~|3000000,,,map48001017,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf486,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hf486/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf49q,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7960_8M_NGS_1944.tif,691,,,pd_usfed,,eng,cartographic,map,Japan|~|Philippines|~|Taiwan|~|Japan--Maps|~|Korea,East Asia--Maps|~|Japan--Maps,"Holdstock, A. E.|~|Bouma, Donald G.|~|Brehm, J. J.","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",northernmost:N0640000|~|westernmost:E1200000|~|easternmost:E1600000|~|westernmost:E1000000|~|easternmost:E1800000|~|southernmost:N0050000|~|northernmost:N0550000,Japan and adjacent regions of Asia and the Pacific Ocean,G7960_8M_NGS_1944|~|Monograph_Maps,1944|~|April 1944,1944-04,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,National Geographic Society,1 map : col. ; 84 x 64 cm.,"Washington, D.C|~|dcu","Relief represented by hachures.|~|Issued with the National geographic magazine, v. 85, no. 4, Apr. 1944.|~|compiled and drawn in the Cartographic Section of the National Geographic Society for the National geographic magazine ; James M. Darley, chief cartographer ; culture by Apphia E. Holdstock and Donald G. Bouma ; relief by John J. Brehm.|~|""Copyright 1944 by the National Geographic Society.""|~|""Washington: April 1944.""|~|""Azimuthal equidistant projection centered on Tokyo.""|~|In English.|~|ae|~|Includes index and glossary.|~|Insets: Industrial centers of Japan (5 maps)--Marshall Islands.",Korea|~|Philippines|~|Japan|~|Taiwan|~|East Asia|~|8000000,,,map44000155,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf49q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hf49q/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf4b7,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7960_RELAND_1745.tif,692,,,pd_usfed,,ita,cartographic,map,,Japan--Population--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Japan By Adrian Reland From Ottens' Atlas Minor c.1745,G7960_RELAND_1745|~|Monograph_Maps,1745,1745,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,Japan,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf4b7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hf4b7/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf4d8,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7961_A1_3_8M_OSS_1942_EDProv.tif,694,,,pd_usfed,,eng,cartographic,map,,Japan--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1280000|~|southernmost:N0300000|~|northernmost:N0440000|~|easternmost:E1480000,Japan Location Of Cities,G7961_A1_3_8M_OSS_1942_EDProv|~|Monograph_Maps,"October 13, 1942",1942-10-13,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,Provisional ed.,Japan,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf4d8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hf4d8/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf4fs,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7961_A1_7M_BEW_1942_EDProv.tif,695,,,pd_usfed,,eng,cartographic,map,,Japan--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E1320000|~|northernmost:N0440000|~|southernmost:N0400000|~|westernmost:E1300000,Japan Location Of Cities,G7961_A1_7M_BEW_1942_EDProv|~|Monograph_Maps,"October 13, 1942",1942-10-13,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,Provisional ed.,Japan,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf4fs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hf4fs/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf4g9,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7961_C1_UAV_USGS_1944_Part3.tif,696,,,pd_usfed,,eng,cartographic,map,,Japan--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",southernmost:N0310000|~|westernmost:E1290000|~|easternmost:E1360000|~|northernmost:N0360000,Relief Map Of Southern Japan,G7961_C1_UAV_USGS_1944_Part3|~|Monograph_Maps,February 1944,1944-02,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,Japan,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf4g9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hf4g9/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf4ht,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7961_C2_4M_AGS_1934.tif,697,,,pd_usfed,,eng,cartographic,map|~|Physical maps.,Japan--Maps,Japan--Maps,"Smith, Guy-Harold. 1895-1976.","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1300000|~|northernmost:N0460000|~|southernmost:N0300000|~|easternmost:E1440000|~|southernmost:N0320000|~|easternmost:E1460000|~|northernmost:N0440000|~|westernmost:E1280000,Physiographic diagram of Japan : 1933,G7961_C2_4M_AGS_1934|~|Monograph_Maps,c1934|~|1933,1933,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,American Geographical Society of New York,1 map ; 44 x 42 cm.,nyu|~|New York,"""Pl. II.""|~|From: The geographical review, Vol. XXIV, no. 3, 1934.|~|Includes inset showing physical zones.|~|Relief represented by hachures.|~|by Guy-Harold Smith.",Japan|~|4000000,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf4ht,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hf4ht/manifest
