"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Rights.copyrightStatus","Rights.publicationStatus","Language","Type.typeOfResource","Type.genre","Subject.conceptTopic","Subject geographic","Name.creator","Name.repository","Note","Title","Alt ID.local","Date.creation","Date.normalized","Description.fundingNote","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Description.note","Coverage.geographic","AltTitle.translated","AltTitle.descriptive","Alt ID.lccn","Alt ID.oclc","Alt ID.url","Bucketeer State","IIIF Access URL"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hggws","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_H5_E2_1945_U55.tif","987","","","pd","","eng","cartographic","map","Population density--China--North China Plain--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","northernmost:N0400000|~|northernmost:N0380000|~|southernmost:N0340000|~|westernmost:E1140000|~|easternmost:E1230000","North China density of population by hsien","G7823_H5_E2_1945_U55|~|Monograph_Maps","[1945]","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","Lithographed in the Reproduction Branch, OSS","1 map ; 30 x 35 cm.","dcu|~|[Washington, D.C.]","Provisional ed.|~|In upper right corner: free.|~|""No. 7199, R&A, OSS.""|~|""22 July 1945.""|~|Includes location map and chart showing ""reliability of data"".","China|~|North China Plain|~|2600000","","","2007627262","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hggws"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hggx9","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_H5_J1_1945_U55_EDProv.tif","988","","","pd","","eng","cartographic","map","Agriculture--China--North China Plain--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","northernmost:N0410000|~|easternmost:E1230000|~|northernmost:N0400000|~|westernmost:E1140000|~|southernmost:N0340000","North China percentage of cultivation by hsien","G7823_H5_J1_1945_U55_EDProv|~|Monograph_Maps","[1945]","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","Lithographed in the Reproduction Branch, OSS","1 map ; 30 x 35 cm.","[Washington, D.C.]|~|dcu","Provisional ed.|~|In upper right corner: free.|~|""No. 7191, R & A, OSS.""|~|""1 August 1945.""|~|Includes location map, text, and index to regions.|~|Provisional ed.","China|~|North China Plain|~|2600000","","","2007627217","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hggx9"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hggzt","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_H9_1942_U55.tif","989","","","pd","","eng","cartographic","map","Hubei Sheng (China)--Maps","","United States. Board of Economic Warfare.","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost:E1160000|~|southernmost:N0300000|~|northernmost:N0320000|~|westernmost:E1100000","Hupeh Province","G7823_H9_1942_U55|~|Monograph_Maps","1942","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","OSS]","1 map ; 20 x 29 cm.","[Washington, D.C.?|~|dcu","""Map no. 1324.""|~|Board of Economic Warfare ; drawn in R. and A., OSS.","Hubei Sheng (China)|~|3000000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hggzt"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgh0t","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_J4_1942_U55.tif","990","","","pd","","eng","cartographic","map","Rehe Sheng (China)--Maps|~|Chaha'er Sheng (China)--Maps","","United States. Board of Economic Warfare.","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost:E1230000|~|westernmost:E1100000|~|southernmost:N0390000|~|easternmost:E1220000|~|northernmost:N0470000|~|westernmost:E1120000|~|northernmost:N0460000|~|southernmost:N0400000","Chahar and Jehol provinces","G7823_J4_1942_ U55|~|Monograph_Maps","[1942]","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","Office of Strategic Services","1 map ; 22 x 28 cm.","[Washington, D.C.]|~|dcu","Board of Economic Warfare ; drawn in R. and A., OSS.|~|""0-3408-p9.""|~|""Map no. 1321.""|~|""December 9, 1942.""","Chaha'er Sheng (China)|~|Rehe Sheng (China)|~|4000000","","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgh1b","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_K4_1943_U55.tif","991","","","pd","","eng","cartographic","map","Kiangsi Province (China)--Maps","","United States. Board of Economic Warfare.","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost:E1140000|~|northernmost:N0300000|~|easternmost:E1180000|~|southernmost:N0260000","Kiangsi Province","G7823_K4_1943_U55|~|Monograph_Maps","1943","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","OSS]","1 map ; 22 x 15 cm.","[Washington, D.C.?|~|dcu","""Map no. 1363.""|~|Board of Economic Warfare ; drawn in the R. and A., OSS.","Kiangsi Province (China)|~|3200000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgh1b"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgh2v","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_K7_194_U55.tif","992","","","pd","","eng","cartographic","map","Guangxi Zhuangzu Zizhiqu (China)--Maps","","United States. Board of Economic Warfare.","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost:E1120000|~|westernmost:E1060000|~|northernmost:N0260000|~|southernmost:N0220000","Kwangsi Province","G7823_K7_194_ U55|~|Monograph_Maps","1943","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","OSS","1 map ; 20 x 28 cm.","[Washington, D.C.?]|~|dcu","""Map no. 1388.""|~|Board of Economic Warfare ; drawn in R. and A., OSS.","Guangxi Zhuangzu Zizhiqu (China)|~|3000000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgh2v"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgh3c","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_K8_1943_U55.tif","993","","","pd","","eng","cartographic","map","Guangdong Sheng (China)--Maps","","United States. Board of Economic Warfare.","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","northernmost:N0240000|~|southernmost:N0200000|~|westernmost:E1080000|~|easternmost:E1160000","Kwangtung Province","G7823_K8_1943_U55|~|Monograph_Maps","1943","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","OSS]","1 map ; 22 x 28 cm.","dcu|~|[Washington, D.C.?","Board of Economic Warfare ; drawn in R. and A., OSS.|~|""Map no. 1337.""","Guangdong Sheng (China)|~|3700000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgh3c"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgh4w","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_P1_3_2M_OSS_1942.tif","994","","","pd","","eng","cartographic","map","Jiangsu Sheng (China)--Maps|~|Anhui Sheng (China)--Maps","","United States. Board of Economic Warfare.","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost:E1160000|~|northernmost:N0340000|~|easternmost:E1220000|~|southernmost:N0300000","Kiangsu and Anhwei provinces","G7823_P1_3_2M_OSS_1942|~|Monograph_Maps","1942","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","OSS]","1 map ; 22 x 28 cm.","dcu|~|[Washington, D.C.?","Board of Economic Warfare ; drawn in R. and A., OSS.|~|""Map no. 1322.""","Anhui Sheng (China)|~|Jiangsu Sheng (China)|~|3200000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgh4w"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgh6x","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_S6_1943_U55.tif","996","","","pd","","eng","cartographic","map","Guangdong Sheng (China)--Maps|~|Xikang Sheng (China)--Maps","","United States. Board of Economic Warfare.","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost:E1020000|~|southernmost:N0280000|~|northernmost:N0320000|~|westernmost:E0940000","Kwangtung Province","G7823_S6_1943_U55|~|Monograph_Maps","1943","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","OSS|~|OSS]","1 map ; 22 x 29 cm.|~|1 map ; 22 x 28 cm.","dcu|~|[Washington, D.C.?|~|[Washington, D.C.?]","Board of Economic Warfare ; drawn in R. and A., OSS.|~|""Map no. 1389.""|~|""Map no. 1337.""","Guangdong Sheng (China)|~|Xikang Sheng (China)|~|3700000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgh6x"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgh7f","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_S85_1943_U55.tif","997","","","pd","","eng","cartographic","map","Suiyuan Sheng (China)--Maps","","United States. Board of Economic Warfare.","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost:E1150000|~|easternmost:E1140000|~|westernmost:E1040000|~|southernmost:N0370000|~|westernmost:E1060000|~|northernmost:N0440000|~|southernmost:N0380000","Suiyan Province","G7823_S85_1943_U55|~|Monograph_Maps","1943","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","OSS","1 map ; 21 x 25 cm.","dcu|~|[Washington, D.C.?]","1st revision.|~|""Map no. 1320.""|~|Board of Economic Warfare ; drawn in R. and A., OSS.","Suiyuan Sheng (China)|~|3800000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgh7f"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgh8z","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_S9_1943_U55.tif","998","","","pd","","eng","cartographic","map","Sichuan Sheng (China)--Maps","","United States. Board of Economic Warfare.","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","northernmost:N0340000|~|southernmost:N0280000|~|westernmost:E1020000|~|easternmost:E1100000","Szechuan Province","G7823_S9_1943_U55|~|Monograph_Maps","1943","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","OSS]","1 map ; 16 x 19 cm.","dcu|~|[Washington, D.C.?","Board of Economic Warfare ; drawn in R. and A., OSS.|~|""Map no. 1366.""","Sichuan Sheng (China)|~|4600000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgh8z"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgh9g","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_S9_1M_1908.tif","999","","","pd","","eng","cartographic","map","","Sichuan Sheng (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost:E1030000|~|northernmost:N0330000|~|easternmost:E1110000|~|southernmost:N0280000","Province Of Ssu-Chuan","G7823_S9_1M_1908|~|Monograph_Maps","1905","1905","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Sichuan Sheng (China)","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgh9g"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hghb0","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_SH_1942.tif","1000","","","pd","","eng","cartographic","map","","Shandong Sheng (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","southernmost:N0360000|~|westernmost:E1160000|~|easternmost:E1220000|~|northernmost:N0380000","Shantung Province","G7823_SH_1942|~|Monograph_Maps","October 2, 1942","1942-10-02","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Shandong Sheng (China)","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hghb0"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hghch","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_T8_1943_U55.tif","1001","","","pd","","eng","cartographic","map","Qinghai Sheng (China)--Maps","","United States. Board of Economic Warfare.","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost:E1000000|~|southernmost:N0320000|~|northernmost:N0360000|~|westernmost:E0920000","Chinghai Province","G7823_T8_1943_U55|~|Monograph_Maps","1943","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","OSS","1 map ; 17 x 23 cm.","dcu|~|[Washington, D.C.?]","Provisional ed.|~|""Map no. 1394.""|~|Board of Economic Warfare ; drawn in R. and A., OSS.","Qinghai Sheng (China)|~|1600000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hghch"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hghd1","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_YUNNAN_50_AMS_CC.tif","1002","","","pd","","eng","cartographic","map","","China--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost:E1040000|~|northernmost:N0253000|~|westernmost:E1034500|~|southernmost:N0252000","Chu-Ching (Hsien)","G7823_YUNNAN_50_AMS_CC|~|Monograph_Maps","1945","1945","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","China|~|50000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hghd1"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hghfj","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_YUNNAN_50_AMS_TC.tif","1003","","","pd","","eng","cartographic","map","","Yunnan Sheng (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost:E1041500|~|northernmost:N0260000|~|easternmost:E1043000|~|southernmost:N0255000","T'u-Ch'ang","G7823_YUNNAN_50_AMS_TC|~|Monograph_Maps","1945","1945","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Yunnan Sheng (China)|~|50000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hghfj"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hghg2","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_50_AMS_1945_ED2.tif","1004","","","pd","","eng","cartographic","map","","Tong Zhou (Beijing, China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost:E1165000|~|northernmost:N0400000|~|westernmost:E1163500|~|southernmost:N0395000","Tungchow","G7824_50_AMS_1945_ED2|~|Monograph_Maps","1945","1945","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","2nd ed.","Tong Zhou (Beijing, China)|~|50000","","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hghhk","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_CANTON_NS_HUP_1665_1965.tif","1005","","","pd","","eng|~|fre","cartographic","map","","Canton--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Canton","G7824_CANTON_NS_HUP_1665_1965|~|Monograph_Maps","1965","1965","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Canton","KANTON.","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hghj3","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_Dalny.tif","1006","","","pd","","eng","cartographic","map","","Dalian (Liaoning Sheng, China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Map Of Dalny","G7824_Dalny|~|Monograph_Maps","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Dalian (Liaoning Sheng, China)|~|10000","","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hghkm","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_Harbin_1933.tif","1007","","","pd","","rus|~|eng","cartographic","map","","Harbin (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","大哈爾濱圖","G7824_Harbin_1933|~|Monograph_Maps","1933","1933","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Harbin (China)","","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hghm4","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_N3_10.tif","1008","","","pd","","chi","cartographic","map","","Nanjing (Jiangsu Sheng, China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","南京最新全圖","G7824_N3_10|~|Monograph_Maps","民國十九年七月","1930-07","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Nanjing (Jiangsu Sheng, China)","","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hghnn","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_N3_15_1928.tif","1009","","","pd","","chi","cartographic","map","","Nanjing (Jiangsu Sheng, China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","The Map Of Nanking City","G7824_N3_15_1928|~|Monograph_Maps","中華民國十七年三月三","1928-03-03","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Nanjing (Jiangsu Sheng, China)","南京城市全圖","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hghp5","ark:/21198/zz002hc63p","5","Imported","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_NS_NP_ND.tif","1010","","","pd","","chi|~|eng","cartographic","map","Shanghai (China)--Maps","","Shanghai ren min mei shu chu ban she.","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Shanghai shi shi qu tu = : Map of Shanghai proper","G7824_NS_NP_ND|~|Monograph_Maps","1983|~|[1983?]","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","Sanghai ren min mei shu chu ban she","1 map : col. ; 49 x 68 cm.","[Shanghai, China]|~|cc","Chinese and English.|~|Includes index to selected buildings and inset of ""Map of Shanghai Municipality.""","Shanghai (China)","","Map of Shanghai proper","85693777","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hghqp","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_P5_20_SHM_1932.tif","1011","","","pd","","fre","cartographic","map","","Shanghai (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","southernmost:N0311530|~|easternmost:E1213500|~|westernmost:E1212700|~|northernmost:N0312530","Shanghai Region","G7824_P5_20_SHM_1932|~|Monograph_Maps","1932","1932","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Shanghai (China)","RIVIERE WHANGPOO","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hghr6","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_P5_6M_JHD_1935.tif","1012","","","pd","","eng|~|jpn","cartographic","map","","Canton--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","northernmost:N0230700|~|southernmost:N0223000|~|westernmost:E1131300|~|easternmost:E1131500","Canton Harbour","G7824_P5_6M_JHD_1935|~|Monograph_Maps","1935","1935","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Canton|~|6000","廣東港","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hghsq","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_Peking_HUP_1765_1965.tif","1013","","","pd","","fre","cartographic","map","","Beijing (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Plan De La Ville Tartare De Peking","G7824_Peking_HUP_1765_1965|~|Monograph_Maps","1965","1965","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Beijing (China)","","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hght7","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_R_Shanghai.tif","1014","","","pd","","chi","cartographic","map","","Shanghai (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","最近中日戰爭區域形勢全圖","G7824_R_Shanghai|~|Monograph_Maps","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Shanghai (China)","","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hghw8","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_Shanghai.tif","1016","","","pd","","eng","cartographic","map","","Shanghai (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Cook'S Plan Of The Foreign Settlements Of Shanghai","G7824_Shanghai|~|Monograph_Maps","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Shanghai (China)","","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hghz9","ark:/21198/zz002hc63p","1","In progress","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7830_1915_1004.tif","1018","","","pd","","rus","cartographic","map","","Manchuria (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost:E1260000|~|northernmost:N0530000|~|easternmost:E1360000|~|southernmost:N0460000","[In Russian]","G7830_1915_1004|~|Monograph_Maps","1915","1915","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Manchuria (China)","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hghz9"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgj09","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7830_1915_2004.tif","1019","","","pd","","rus","cartographic","map","","Manchuria (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","southernmost:N0470000|~|westernmost:E1150000|~|easternmost:E1250000|~|northernmost:N0550000","[Na]","G7830_1915_2004|~|Monograph_Maps","1915","1915","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Manchuria (China)","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgj09"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgj3v","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7830_2M_1931.tif","1022","","","pd","","chi","cartographic","map","","China, Northeast.--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","southernmost:N0370000|~|easternmost:E1350000|~|westernmost:E1160000|~|northernmost:N0540000","The Map Of Four Provinces Of North-East China (Including Heilung Kiang, Kinin, Liaoning, Le-Ho","G7830_2M_1931|~|Monograph_Maps","中華民國二十年十月","1931-10","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","China, Northeast.|~|2000000","最新東北四省大地圖","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgj4c","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7830_2M_EPC_1935.tif","1023","","","pd","","chi|~|eng","cartographic","map","","Manchuria (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","southernmost:N0370000|~|easternmost:E1350000|~|westernmost:E1170000|~|northernmost:N0510000","The Empire Of Manchou","G7830_2M_EPC_1935|~|Monograph_Maps","1935","1935","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Manchuria(China)|~|2000000","滿洲帝國全圖","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgj5w","ark:/21198/zz002hc63p","1","In progress","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7830_2_5M_1932.tif","1024","","","pd","","rus","cartographic","map","","Manchuria (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost:E1140000|~|northernmost:N0530000|~|easternmost:E1360000|~|southernmost:N0390000","[In Russian]","G7830_2_5M_1932|~|Monograph_Maps","1932","1932","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Manchuria (China)","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgj5w"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgj6d","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7830_6_3M_NP_ND.tif","1025","","","pd","","eng","cartographic","map","","Manchuria (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Mandschukuo","G7830_6_3M_NP_ND|~|Monograph_Maps","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Manchuria (China)","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgj6d"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgj7x","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7831_A1_3_2M_OSS_1945.tif","1026","","","pd","","","cartographic","map","","Manchuria (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost:E1400000|~|westernmost:E1080000|~|northernmost:N0520000|~|southernmost:N0380000","Manchuria","G7831_A1_3_2M_OSS_1945|~|Monograph_Maps","1945","1945","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Manchuria (China)","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgj7x"
