Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Visibility,Thumbnail,Subject.conceptTopic,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Type.genre,Name.subject,Subject,Subject.descriptiveTopic,Name.repository,Rights.servicesContact,Language,Name.photographer,Name.donor,Name.correspondent,Subject geographic,Name.recipient,Rights.rightsHolderContact,Name.creator,Local identifier,Title,Description.abstract,Description.note,Alt ID.local,Summary,Date.normalized,Date.creation,Format.extent,Coverage.geographic,Description.caption,Description.latitude,Description.longitude,Alt ID.url,AltTitle.other,Note,Relation.isPartOf,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pc72,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0307.tif,,,,,,,African American lawyers $z Massachusetts $z Boston,still image,copyrighted,unknown,Black-and-white photographs,"Harris, Cassie, $d b. 1907 or 08|~|Rainey, Julian D. $q (Julian David), $d 1888-1961",,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 4,"Boston attorney Julian D. Rainey and others, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0307,"Cassie Harris worked at the Dunbar Hotel. She was socially active, and a charter member of the organization 13 Aides. She was married to Paul Harris, a cook.|~|Julian Rainey was the first black lawyer to join the legal staff of the city of Boston. Walter Gordon met him while seeking admission to Harvard. He had a Boston accent and acted like a Boston Irishman.",1940/1949,[1940s],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pc72,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pc72/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pc8k,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0308.tif,,,,,,,African American businesspeople,still image,copyrighted,unknown,Black-and-white photographs,"Gordon Day Work Co.|~|Gordon, Walter L. $q (Walter Lear), $c Sr., $d 1883-1949",People,,"University of California, Los Angeles. $b Library Special Collections",,eng,,,,,,,,Collection 1867 Box 1 Folder 4,"Walter L. Gordon, Sr.'s shoeshine parlor, Santa Monica, 1910s",,"Walter L. Gordon, Sr. is the man on the far right of the photograph. The other men in the photograph are unidentified employees of Gordon at his 18-chair Ocean Park (Santa Monica) shoeshine parlor & cleaning service, Gordon Day Work Co.|~|All information concerning the content and description of the image was provided by Walter Gordon.",YRLSC_gordonphotos_0308,,1905/1907,[circa 1906?],1 photograph : b&w,California--Santa Monica,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pc8k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pc8k/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pc93,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0309.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"Smith, Bernyce Eblon|~|Smith, Leon|~|Brandon, Eddie",Lifestyle,Parties $z California $z Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 4,"Wedding reception for Bernyce and Leon Smith in Los Angeles, 1940s",,"Eddie Brandon is seated on the ground in the front row, on the right. Also on the ground in the front row are bride and groom Bernyce and Leon Smith. No one else in the photograph has been identified.|~|All information concerning the content and description of the image was provided by Walter Gordon.|~|Eddie Brandon might possibly be actor Edward Brandon, who appeared in ""race films"" in the 1930s.|~|The woman standing behind the table (8th from the left) was identified in another photo as a childhood friend of attorney Jesse Mann.",309|~|YRLSC_gordonphotos_0309,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pc93,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pc93/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pcbm,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0310.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"Jackson, Vivian, $d b. 1916 or 17|~|Sissle, Ethel|~|Sissle, Noble, $c Jr.|~|Reed, Mildred|~|Jackson, Eddie, $d b. 1914 or 15-1950|~|Sissle, Cynthia",Events|~|Lifestyle|~|Youth,Parties $z California $z Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 4,"Children's party, Los Angeles, 1940s",,"Ethel (Sissle) Gordon is in the center rear, behind Mildred Reed (center), holding a baby. The little boy standing to the right of Ethel Sissle is son Noble Sissle, Jr. The little girl standing in front of woman in the rear (3rd from the right) is Cynthia Sissle.  4th and 5th from the left are Eddie and Vivian Jackson. The woman standing to the right of Ethel (Sissle) Gordon is possibly Mrs. Darby(?), first name unknown.|~|All information concerning the content and description of the image was provided by Walter Gordon.",310|~|YRLSC_gordonphotos_0310,"Ethel Sissle (1915-1984) was maried to the band leader Noble Sissle, and later to Walter L. Gordon, Jr.|~|Mildred Reed, known for her work with charity organizations such as 13 Aides,  was a hairdresser. She was best friends with Ethel Sissle Gordon and the sister of Beulah Honoré.|~|Vivian Jackson was the wife of Eddie Jackson, a member of the dance group the Charioteers.|~|Eddie Jackson was second tenor for The Charioteers, an African American gospel group.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pcbm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pcbm/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pcdn,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0312.tif,,,,,,,African American woman librarians $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Matthews, Miriam|~|DeLavallade, Angelique, $d 1906-1997",Lifestyle|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 4,"Miriam Matthews, Angelique DeLavallade and unidentified individuals, Los Angeles, 1940s",,"The woman (fourth from the left, in the back wearing a necklace) is Angelique DeLavallade. Miriam Matthews is fifth from the left, dressed in a black coat. The other individuals in the photo are unidentified, although Walter Gordon believed that the woman standing to the right of the man in uniform ran an escrow company.|~|All information concerning the content and description of the image was provided by Walter Gordon.",YRLSC_gordonphotos_0312,"Angelique DeLavallade was the daughter of Louis and Emma DeLavallade of Alexandria, Louisiana. In 1939, she married Bertrand B. Bratton (Los Angeles CPA). Subsequently, she worked for the State of California as a legal stenographer.|~|Miriam Matthews, sister of businesswoman Ella Matthews and lawyer Charles Matthews, was hired in 1927 as the first African American librarian in the Los Angeles Public Library. Matthews was also a civil rights activist, historian, and collector of African American art and primary source materials.",,1940/1949|~|[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pcdn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pcdn/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pcf5,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0313.tif,,,,,,,African American boxers $z California $z Los Angeles|~|African American lawyers--California--Los Angeles|~|Nightclubs $z California $z Los Angeles|~|African American educators $z California $z Los Angeles|~|African American dentists $z California $z Los Angeles|~|African American architects $z California $z Los Angeles|~|African American journalists $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Miller, Loren|~|Vaughn, Betty|~|Vaughn, Ralph|~|Washington, Leon H., $c Jr. $q (Leon Harold), $d 1907-1974|~|Jackson, Dynamite, $d 1911-1967|~|Club Alabam (Los Angeles, Calif.)|~|Washington, Iva, $d 1891-1992|~|Ennis, Charles L. $q (Charles Louvere), $d 1902-1980",,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 4,"Scene at the Club Alabam, Los Angeles, 1940s",,"Front table, left side, front to back: Leon Washington, Loren Miller, and Iva Washington. Front table, right side: Betty (Elizabeth) Vaughn. Two tables down towards the back: Ralph Vaughn (L) and Dynamite Jackson (R) with a woman between them. Standing behind this table is Charles Ennis. The other individuals in the photo are unidentified.|~|All information concerning the content and description of the image was provided by Walter Gordon.",YRLSC_gordonphotos_0313,"Elizabeth Estelle Fry Vaughn was the first wife of architect Ralph Vaughn. They had one son, Ronald Vaughn. Elizabeth was a school librarian in Los Angeles for many years. She passed away in Stockton, CA in August 1990 at the age of 78.|~|Ralph Augustine Vaughn was an architect, licensed interior designer and real estate broker. He lived in Los Angeles from 1938-1998. He died in October 2000 in Stockton, CA.|~|Leon Washington, Jr. was the founder and publisher of the Los Angeles Sentinel.|~|Loren Miller was an attorney at the time; he later became a California Superior Court Justice in Los Angeles County. Miller was known for his work fighting for equal access to housing and education. He was also the editor of the California Eagle after Charlotta Bass.|~|Dynamite Jackson (born Ernest Bendy) won the California state heavyweight title, before going on to become the first African American boxing referee in the state. He was also the proprietor of a tavern on Central Avenue that bore his name (it eventually moved to West Adams, near Crenshaw). He died in 1967, at the age of 55.|~|Charles L. Ennis was a dentist and one of the first African Americans to graduate from the USC School of Dentistry. He was a member of the Kappa Alpha Psi fraternity, a member of the NAACO, and the USC Century Club and supported numerous causes.|~|Iva Washington was one of the first African Americans to teach in the Los Angeles Unified School District. She attended Los Angeles High School and the University of Southern California, where she earned a teaching credential. For most of her career she taught at the 36th Street School in LAUSD.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pcf5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pcf5/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pcjq,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0316.tif,,,,,,,African American lawyers--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"MacBeth, Hugh, $d d. 1956.|~|Tyler, Willis O. $q (Willis Oliver), $d 1880-1949|~|Williams, David W., $d 1910-2000",People|~|Legal,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 4,"Attorneys Hugh MacBeth, Willis Tyler, and David Williams taking an oath, Los Angeles, 1940s",,"Possibly a meeting of the Los Angeles Barristers Club, an organization composed of lawyers who were excluded by race, ethnicity, or religion from the California State Bar.|~|L to R: Hugh MacBeth, Willis Tyler, David Williams.|~|All information concerning the content and description of the image was provided by Walter Gordon.",YRLSC_gordonphotos_0316,"David W. Williams, who in 1969 became the first African American judge appointed to the Federal Court west of the Mississippi, was part of a second generation of lawyers in Los Angeles.|~|Hugh MacBeth was part of the first generation of African American lawyers in Los Angeles.|~|Willis O. Tyler was part of the first generation of African American lawyers in Los Angeles.",1940/1949,[1940s],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pcjq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pcjq/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pck7,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0317.tif,,,,,,,Women singers $zUnited States|~|African American women singers,still image,copyrighted,unknown,Black-and-white photographs,"Holiday, Billie, $d 1915-1959",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 4,"Billie Holiday in Los Angeles, 1949",,"In 1949, singer Billie Holiday and her manager John Levy were charged with assaulting a man who had harassed Holiday during a concert. Gordon was able to have the charges against Holiday dismissed.|~|All information concerning the content and description of the image was provided by Walter Gordon.",317|~|YRLSC_gordonphotos_0317,,1949,1949,1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pck7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pck7/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pcmr,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0318.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"Muse, Clarence|~|Moreland, Hazel Henry, $d 1913-1999|~|Green, Eddie, $d 1901-1950|~|Green, Norma Ann Amato, $d 1923-2010",,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 4,"Eddie Green, Clarence Muse, and others at Duffy's Tavern, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Hazel Moreland is seated in the front at the far left. Eddie Green is seated in the back center; his wife Norma is standing in the back left. Clarence Muse is standing, far left.",YRLSC_gordonphotos_0318,"Clarence Muse was an African American vaudevillian and actor.|~|Norma Green was the wife of actor Eddie Green. Mrs. Green was a singer, and she played the piano and violin. The couple had a daughter, Elva Diane.|~|Hazel Moreland was the wife of American actor and comedian Mantan Moreland (active during the 1930s and 1940s).|~|Eddie Green played the character Eddie the waiter on the radio program Duffy's Tavern.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pcmr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pcmr/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pcps,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0320.tif,,,,,,,African American women $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,,Lifestyle|~|Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 5,"Group of popular young women, Los Angeles, 1940s",,"None of the women in this photograph have been identified, but according to Walter L. Gordon, Jr. they were all popular and excellent dressers.|~|All information concerning the content and description of the image was provided by Walter Gordon.",320|~|YRLSC_gordonphotos_0320,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pcps,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pcps/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pcq9,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0321.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"Douglas, Helen Gahagan, $d 1900-1980",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 5,"Helen Gahagan Douglas with two unidentified women, Los Angeles, 1940s",,"Helen Gahagan Douglas was an American actress and politician, the third woman elected to Congress from California. She was married to actor Melvyn Douglas. The other two women in the photograph are unidentified.|~|All information concerning the content and description of the image was provided by Walter Gordon.",321|~|YRLSC_gordonphotos_0321,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pcq9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pcq9/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pcrt,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0322.tif,,,,,,,African American lawyers--California--Los Angeles|~|African American newspaper editors $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Bass, Charlotta A., $d 1880-1969|~|National Baptist Convention of the United States of America|~|Gordon, Walter L., $c Jr., $d 1908-2012",People,,"University of California, Los Angeles. $b Library Special Collections",,eng,Matthews Photographic & News Service,,,,,,,Collection 1867 Box 2 Folder 5,"Charlotta Bass with Walter L. Gordon, Jr. at the National Baptist Convention of the U.S.A., Los Angeles, 1949",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Charlotta Bass holds up a caligraphed   award bearing her name for Walter Gordon to see. On a wall behind them is a poster reading ""Welcome! [...] and the Bottlers of Royal Crown Cola /  WELCOME! / the Officers, Delegates and Friends of the / 69th / Annual Session / of the / NATIONAL BAPTIST / CONVENTION / U.S.A. INC. / September 6-11, 1949 / Royal CROWN COLA / BEST BY TASTE-TEST",322|~|YRLSC_gordonphotos_0322,"Walter L. Gordon, Jr. was an African American attorney in Los Angeles.|~|Charlotta A. Bass was the owner and publisher of Los Angeles' oldest black newspaper, the California Eagle, from 1912 to 1951. The newspaper, which began publishing in 1879, was one of the longest-running African American newspapers in the West. Bass was also a pioneering civil rights activist and erstwhile political candidate. She organized the South Los Angeles Protective League, to deal with the ousting of non-white families from all-white neighborhoods; the League went on to become a leader in organizing against restrictive racial covenants in Los Angeles. She walked in picket lines to integrate the aircraft industry, among others. Bass originaly came to California from Rhode Island as a very young woman, and married J. B. Bass, then the owner of the California Eagle. She retired in 1959, selling the paper to Judge Loren Miller.",1949-09-06/1949-09-11,"September 6-11, 1959",1 photograph : b&w,California--Los Angeles,On photograph: Matthews Photo,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pcrt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pcrt/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pcsb,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0323.tif,,,,,,,African American women $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Mundy, Dorothy, $d 1909-1947|~|Reed, Mildred|~|King, Leontyne, $d 1905-1976|~|Moore, Regina",,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Merriman, Ted",,,,,,,Collection 1867 Box 2 Folder 5,"Regina Moore, Mildred Reed, Dorothy Mundy, and Leontyne King, Los Angeles 1940s",,"L to R: Regina Moore, unidentified woman, Mildred Reed, Dorothy Mundy, Leontyne King.|~|All information concerning the content and description of the image was provided by Walter Gordon.",YRLSC_gordonphotos_0323,"Mildred Reed was a hairdresser. She was best friends with Ethel Sissle Gordon and the sister of Beulah Honoré.|~|Dorothy Mundy was married to arranger Jimmy Mundy.|~|Leontyne King was a three-term member of the Los Angeles Public Library Commission, and active in a number of business, governmental and community activities. She and her husband Celes King II were influential members of African American society from the 1940s to the 1970s.|~|Regina Moore was married to Clarence Moore, proprietor of Central Avenue nightclubs like the Last Round and Club Memo, who was also a sports enthusiast who helped launch the careers of many in the Negro League in baseball. She filed for divorce in 1950.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pcsb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pcsb/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pctv,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0324.tif,,,,,,,African American women $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,,Lifestyle,Parties $z California $z Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 5,"Two unidentified women at a garden party, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,324|~|YRLSC_gordonphotos_0324,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pctv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pctv/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pcww,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0326.tif,,,,,,,African American newspaper editors $z California $z Los Angeles|~|African American women political activists $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Bass, Charlotta A., $d 1880-1969",People|~|Media,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 5,"Charlotta Bass, editor and owner of the California Eagle, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,326|~|YRLSC_gordonphotos_0326,"Charlotta A. Bass was the owner and publisher of Los Angeles' oldest black newspaper, the California Eagle, from 1912 to 1951. The newspaper, which began publishing in 1879, was one of the longest-running African American newspapers in the West. Bass was also a pioneering civil rights activist and erstwhile political candidate. She organized the South Los Angeles Protective League, to deal with the ousting of non-white families from all-white neighborhoods; the League went on to become one of the main organizations organizing against restrictive racial covenants in Los Angeles. She walked in picket lines to integrate the aircraft industry, among others.  Bass original came to California from Rhode Island as a very young woman, and married J. B. Bass, then the owner of the California Eagle. She retired in 1959, selling the paper to Judge Loren Miller. She died in 1969.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pcww,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pcww/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pcxd,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0327.tif,,,,,,,African American women political activists $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Harang, Pansy, $d b. 1902 or 03|~|Garcia, Catherine",Lifestyle|~|Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 5,"Group of politically-minded women, Los Angeles, 1940s",,"Katherine Garcia is pictured seated at the front and center of the photograph. The only other woman identified is Pansy Harrang (nee Hooper?), who is standing second from the right.|~|All information concerning the content and description of the image was provided by Walter Gordon.",327|~|YRLSC_gordonphotos_0327,"Katherine Garcia was a politically active woman originally from Washington DC, and after she moved to Los Angeles she spent time motivating other women to be active in civic organizations.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pcxd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pcxd/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pd3g,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0332.tif,,,,,,,Singers $z United States|~|African American women singers,still image,copyrighted,unknown,Black-and-white photographs,"Holiday, Billie, $d 1915-1959",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 5,"Billie Holiday and Detective Gosline, Los Angeles, 1949",,"In 1949, singer Billie Holiday and her manager John Levy were charged with assaulting a man who had harassed Holiday during a concert. Attorney Walter Gordon was able to have the charges against Holiday dismissed. She is pictured here with Detective Gosline, who arrested Holiday and Levy.|~|All information concerning the content and description of the image was provided by Walter Gordon.",332|~|YRLSC_gordonphotos_0332,,1949,1949,1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pd3g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pd3g/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pd40,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0333.tif,,,,,,,African American women journalists $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Key, Alyce, $d 1911-2010",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 5,"Alyce Key, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Los Angeles journalist Alyce Key photographed reclining on a bed in a dressing gown.|~|Walter L. Gordon, Jr.: ""Alyce Key is compared to Helen Forrest. They both dress alike, they look alike, their features are alike, and they pose alike. It's very hard for most people when they look at the two photographs to not be confused as to which one this is. This apparently is Alyce Key. I get a close-up view here, and the features and facial lines make it more likely this is Alyce Key.""",333|~|YRLSC_gordonphotos_0333,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,"Handwritten inscription: Alice Keys [i.e. Alyce Key] in a seductive pose.""",,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pd40,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pd40/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pd5h,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0334.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"Key, Alyce, $d 1911-2010|~|Rhetta, Jo",Entertainment|~|Lifestyle,Parties $z California $z Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 5,"Pool party at the Miles residence, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|According to Mr. Gordon, the photo was taken at the residence of the Miles brothers (3715 West 27th Street), who were a part of a group of sportsmen and businessmen that owned big mansions and hosted gatherings.|~|Alyce Key is leaning against the gate, 4th from the left. Jo Rhetta is standing on the diving board. The other women in the photo are unidentified.",334|~|YRLSC_gordonphotos_0334,"Jo Rhetta was a showgirl from St. Louis. Her father was a school principal. She was the girlfriend of Monte Hawley, a member of the Lafayette Players.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,33.988925,-118.37128,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pd5h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pd5h/manifest
