Object Type,Local identifier,Item ARK,Parent ARK,File Name,Title,AltTitle.other,Name.creator,Contributor,Date.created,Date.normalized,Language,Type.typeOfResource,Format.extent,Format.medium,Format.dimensions,Genre,Repository,collection.physical,Rights.copyrightStatus,Rights.rightsHolderContact,Summary,Contents note,Description.latitude,Description.longitude,Name.subject,Note,Place of origin,Publisher.publisherName,Statement of Responsibility,Subject topic,Subject geographic,Subject temporal,IIIF Access URL,Waveform,media.width,media.height,media.duration,media.format,IIIF Manifest URL
Work,RS0633,ark:/21198/z1cg1gnt,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0005_a.wav,CCRT Camp 5,"Children's training camp held at Borunda, Rajasthan with the Centre for Cultural Resources and Training. Tape 5","Kothari, Komal","Kothari, Komal|~|Khan, Gazi|~|Khan, Lakha|~|Khan, Sakar|~|Khan, Niyaz","March 6, 1987",1987-03-06,mwr,sound recording,47 min. 30 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Recording of the proceedings of a music  training camp for young boys of the Manganiar and Langa musician communities of Western Rajasthan. They are being trained by the masters of their own musical tradition. The recordings consist of various sessions of songs sung as part of the training by the children, as well as by the senior musician teachers. The sessions are conducted by Komal Kothari.
This was held at the Rupayan Sansthan, Borunda, Rajasthan, with the support of  the Centre for Cultural Resources and Training (CCRT). This tape contains recording sessions of performances by  senior musicians of the Manganiar community","1. Announcement by Komal Kothari. 2. 'Jalo', a wedding song sung by Gazi Khan Manganiar accompanied on the Kamaicha, Sindhi Sarangi and Dholak by Sakar Khan Manganiar, Lakha Khan Manganiar and Niyaz Khan Manganiar respectively. 3. 'Veeni chhod' sung by Gazi Khan Manganiar accompanied on the Kamaicha, Sindhi Sarangi and Dholak by Sakar Khan, Lakha Khan Manganiar and Niyaz Khan Manganiar respectively. 4. 'Arni' played on the Kamaicha by Sakar Khan Manganiar accompanied on the Dholak by Niyaz Khan Manganiar.",26.4687,73.8037,,,,,,"Folk Songs, Rajasthani--India--Rajasthan|~|Children and Music|~|Oral Tradition|~|Pedagogy (Music)|~|Culturally relevant Pedagogy|~|Transmission arts|~|Stringed instruments|~|Bowed stringed instruments--Bowing|~|Stringed instrument players","Borunda, Tehsil Bilara, District Jodhpur, Rajasthan (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/cg/1g/nt/21198=z1cg1gnt/ark%2B=21198=z1cg1gnt.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1cg1gnt%2Faudiowaveform.dat,,,2850.0,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cg1gnt/manifest
Work,RS0633,ark:/21198/z17q0r0d,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0005_b.wav,CCRT Camp 5,"Children's training camp held at Borunda, Rajasthan with the Centre for Cultural Resources and Training. Tape 5","Kothari, Komal","Kothari, Komal|~|Khan, Gazi|~|Khan, Lakha|~|Khan, Ramzan|~|Khan, Chanan","March 6, 1987",1987-03-06,mwr,sound recording,47 min. 44 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Recording of the proceedings of a music  training camp for young boys of the Manganiar and Langa musician communities of Western Rajasthan. They are being trained by the masters of their own musical tradition. The recordings consist of various sessions of songs sung as part of the training by the children, as well as by the senior musician teachers. The sessions are conducted by Komal Kothari.
This was held at the Rupayan Sansthan, Borunda, Rajasthan, with the support of  the Centre for Cultural Resources and Training (CCRT). This tape contains a discussion on the role of Duhas in Rajasthani music, conducted by Komal Kothari with the senior musicians at the camp.","1. A discussion between Komal Kothari and musicians Ramzan Khan ""Hammu"", Gazi Khan Manganiar, Lakha Khan Manganiar, Chanan Khan Manganiar etc. on the Duha couplets in Rajasthani traditional music. All the musicians speak about their own idea of the role and importance of the Duha in their training and performances.",26.4687,73.8037,,,,,,"Folk Songs, Rajasthani--India--Rajasthan|~|Children and Music|~|Oral Tradition|~|Pedagogy (Music)|~|Culturally relevant Pedagogy|~|Transmission arts|~|Stringed instruments|~|Bowed stringed instruments--Bowing|~|Stringed instrument players","Borunda, Tehsil Bilara, District Jodhpur, Rajasthan (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/7q/0r/0d/21198=z17q0r0d/ark%2B=21198=z17q0r0d.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz17q0r0d%2Faudiowaveform.dat,,,2864.568,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17q0r0d/manifest
Work,RS0634,ark:/21198/z13z007m,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0006_a.wav,CCRT Camp 6,"Children's training camp held at Borunda, Rajasthan with the Centre for Cultural Resources and Training. Tape 6","Kothari, Komal","Khan, Kadar|~|Khan, Gafoor|~|Khan, Moosa|~|Khan, Meherdin|~|Khan, Anwar|~|Khan, Shumar|~|Khan, Bundu|~|Khan, Samandar|~|Khan, Hayat|~|Khan, Chanan|~|Khan, Shauqat|~|Khan, Kutla|~|Khan, Sameer|~|Kothari, Komal","March 6, 1987",1987-03-06,mwr,sound recording,46 min. 28 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Recording of the proceedings of a music  training camp for young boys of the Manganiar and Langa musician communities of Western Rajasthan. They are being trained by the masters of their own musical tradition. The recordings consist of various sessions of songs sung as part of the training by the children, as well as by the senior musician teachers. The sessions are conducted by Komal Kothari.
This was held at the Rupayan Sansthan, Borunda, Rajasthan, with the support of  the Centre for Cultural Resources and Training (CCRT). This tape contains mostly recordings of songs sung by children, belonging to these communities trained by the senior community musicians, as solo and group performances.","1. Meera Bhajan sung by Shumar Khan Langa, Bundu Khan Langa, Samandar Khan Langa and Hayat Khan Langa with Sindhi Sarangi accompaniment. 2. 'Toranio' sung by a group of children with Sindhi Sarangi accompaniment. 3. 'Jalalo Bilalo' sung by a group of children with Sindhi Sarangi accompaniment. 4. 'Badhavo' sung by a group of children with Kamaicha and Dholak accompaniment. 5. 'Sawariya thari sej' sung by a group of children with Sindhi Sarangi accompaniment. 6. Prayer - 'Tu hi ram hai' sung by a group of children with Harmonium and Dholak accompaniment. 7. 'Gangajal ghodo' sung by a young singer Shaukat Khan with Kamaicha, Dholak and Khartal accompaniment. 8. Sahibo Sahibo sung by a young singer, Kutla Khan with Kamaicha, Dholak and Khartal accompaniment. 9. 'Nimbudo Annadata' sung by a young singer, Kutla Khan with Kamaicha, Dholak and Khartal accompaniment. 10. 'Rang vaso mharo sawala' sung by a young singer, Sameer Khan with Kamaicha, Dholak and Khartal accompaniment. 11. 'Kesariya re Najra' sung by a young singer, Gafoor Khan with Kamaicha, Dholak and Khartal accompaniment.",26.4687,73.8037,,,,,,"Folk Songs, Rajasthani--India--Rajasthan|~|Children and Music|~|Oral Tradition|~|Pedagogy (Music)|~|Culturally relevant Pedagogy|~|Transmission arts|~|Stringed instruments|~|Bowed stringed instruments--Bowing|~|Stringed instrument players","Borunda, Tehsil Bilara, District Jodhpur, Rajasthan (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/3z/00/7m/21198=z13z007m/ark%2B=21198=z13z007m.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz13z007m%2Faudiowaveform.dat,,,2784.674094,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13z007m/manifest
Work,RS0634,ark:/21198/z1087xw4,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0006_b.wav,CCRT Camp 6,"Children's training camp held at Borunda, Rajasthan with the Centre for Cultural Resources and Training. Tape 6","Kothari, Komal","Khan, Jamal|~|Saidas|~|Khan, Amad|~|Kisna|~|Seedhan|~|Khan, Kalla|~|Mohan","March 7, 1987",1987-03-07,mwr,sound recording,47 min. 19 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Recording of the proceedings of a music  training camp for young boys of the Manganiar and Langa musician communities of Western Rajasthan. They are being trained by the masters of their own musical tradition. The recordings consist of various sessions of songs sung as part of the training by the children, as well as by the senior musician teachers. The sessions are conducted by Komal Kothari.
This was held at the Rupayan Sansthan, Borunda, Rajasthan, with the support of  the Centre for Cultural Resources and Training (CCRT). This tape contains recordings of songs sung by children, belonging to these communities trained by the senior community musicians, as solo performances.","1. 'Pankhiyo' sung by a young singer, Jamal Khan with Kamaicha, Dholak and Khartal accompaniment. 2. 'Arni', a wedding song, sung by a young singer, Saidas with Kamaicha, Dholak and Khartal accompaniment. 3. 'Arni', a wedding song, sung by a young singer, Amad Khan with Kamaicha, Dholak and Khartal accompaniment. 4. 'Kesariyo Aayo' sung by a young singer, Amad Khan with Kamaicha, Dholak and Khartal accompaniment. 5. Discussion by Komal Kothari. 6. 'Chundari' sung by a young singer, Amad Khan with Kamaicha, Dholak and Khartal accompaniment. 7. 'Jalam te te suraj' sung by a young singer, Amad Khan with Kamaicha, Dholak and Khartal accompaniment. 8. 'Sakarli' sung by a young singer, Kisna with Kamaicha, Dholak and Khartal accompaniment. 9. 'Arni' sung by a young singer, Seedhan with Kamaicha, Dholak and Khartal accompaniment. 10. 'Jalla Maru' sung by a young singer, Seedhan with Kamaicha, Dholak and Khartal accompaniment. 11. 'Payal gairi baje' sung by a young singer, Kalla Khan with Kamaicha, Dholak and Khartal accompaniment. 12. 'Mumal Rana' sung by a young singer, Mohan with Kamaicha, Dholak and Khartal accompaniment. 13. 'Jhedar' sung by a young singer, Mohan with Kamaicha, Dholak and Khartal accompaniment. 14. 'Kariya' sung by a male singer with Kamaicha, Dholak and Khartal accompaniment.",26.4687,73.8037,,,,,,"Folk Songs, Rajasthani--India--Rajasthan|~|Children and Music|~|Oral Tradition|~|Pedagogy (Music)|~|Culturally relevant Pedagogy|~|Transmission arts|~|Stringed instruments|~|Bowed stringed instruments--Bowing|~|Stringed instrument players|~|Musicians--Interviews","Borunda, Tehsil Bilara, District Jodhpur, Rajasthan (India)",Langa|~|Manganiar|~|Kamaicha|~|Dholak|~|Byah ra geet|~|Jalo,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/08/7x/w4/21198=z1087xw4/ark%2B=21198=z1087xw4.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1087xw4%2Faudiowaveform.dat,,,2839.445802,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1087xw4/manifest
Work,RS0635,ark:/21198/z1vh7ffp,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0007_a.wav,CCRT Camp 7,"Children's training camp held at Borunda, Rajasthan with the Centre for Cultural Resources and Training. Tape 7","Kothari, Komal","Khan, Shumar|~|Khan, Ramzan|~|Khan, Lakha|~|Khan, Sakar|~|Khan, Gazi|~|Khan, Bundu|~|Khan, Kadar|~|Khan, Meherdin|~|Kothari, Komal","March 6, 1983",1983-03-06,mwr,sound recording,47 min. 43 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Recording of the proceedings of a music  training camp for young boys of the Manganiar and Langa musician communities of Western Rajasthan. They are being trained by the masters of their own musical tradition. The recordings consist of various sessions of songs sung as part of the training by the children, as well as by the senior musician teachers. The sessions are conducted by Komal Kothari.
This was held at the Rupayan Sansthan, Borunda, Rajasthan, with the support of  the Centre for Cultural Resources and Training (CCRT). This tape contains recordings of Rajasthani Rags sung and played by senior musicians of the above mentioned communities followed by a discussion conducted by Komal Kothari, on the tuning of the Sarangi.","1. Duha of Rajasthani Rag Kafi sung by Shumar Khan Langa with Sindhi Sarangi accompaniment. 2. Duha of Rajasthani Rag Todi sung by Ramzan Khan ""Hammu"" with Kamaicha accompaniment. 3. Rajasthani Rag Sorath played on the Kamaicha by Sakar Khan Manganiar. 4. Rajasthani Rag Dhani played on the Sindhi Sarangi by Lakha Khan Manganiar. 5. Duha of Rajasthani Rag Bihagra sung by Gazi Khan Manganiar with Kamaicha accompaniment. 6. A discussion between Komal Kothari and musicians Meherdin Khan Langa, Kadar Khan Langa and Bundu Khan Langa on the tuning of the Sindhi Sarangi.",26.4687,73.8037,,,,,,"Folk Songs, Rajasthani--India--Rajasthan|~|Oral Tradition|~|Transmission arts|~|Stringed instruments|~|Bowed stringed instruments--Bowing|~|Stringed instrument players|~|Musicians--Interviews","Borunda, Tehsil Bilara, District Jodhpur, Rajasthan (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/vh/7f/fp/21198=z1vh7ffp/ark%2B=21198=z1vh7ffp.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1vh7ffp%2Faudiowaveform.dat,,,2834.794146,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vh7ffp/manifest
Work,RS0635,ark:/21198/z1qr6pn2,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0007_b.wav,CCRT Camp 7,"Children's training camp held at Borunda, Rajasthan with the Centre for Cultural Resources and Training. Tape 7","Kothari, Komal","Khan, Bundu|~|Khan, Shumar|~|Khan, Lakha|~|Khan, Kadar|~|Khan, Meherdin|~|Kothari, Komal","March 7, 1983",1983-03-07,mwr,sound recording,48 min. 48 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Recording of the proceedings of a music  training camp for young boys of the Manganiar and Langa musician communities of Western Rajasthan. They are being trained by the masters of their own musical tradition. The recordings consist of various sessions of songs sung as part of the training by the children, as well as by the senior musician teachers. The sessions are conducted by Komal Kothari.
This was held at the Rupayan Sansthan, Borunda, Rajasthan, with the support of  the Centre for Cultural Resources and Training (CCRT). This tape contains recordings of discussions on the Sarangi, its strings, tuning process and melodies.","1. A discussion between Komal Kothari and musicians Meherdin Khan Langa, Kadar Khan Langa and Bundu Khan Langa on the tuning of the Sindhi Sindhi Sarangi. 2. A discussion between Komal Kothari and Lakha Khan Manganiar on the Sindhi Sarangi and its tuning process. 3. A discussion between Komal Kothari and musicians Meherdin Khan Langa, Kadar Khan Langa, Shumar Khan Langa, Lakha Khan Manganiar and Bundu Khan Langa on the different strings and melodies of the Sindhi Sarangi instrument.",26.4687,73.8037,,,,,,"Folk Songs, Rajasthani--India--Rajasthan|~|Children and Music|~|Oral Tradition|~|Pedagogy (Music)|~|Culturally relevant Pedagogy|~|Transmission arts|~|Stringed instruments|~|Bowed stringed instruments--Bowing|~|Stringed instrument players|~|Musicians--Interviews","Borunda, Tehsil Bilara, District Jodhpur, Rajasthan (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/qr/6p/n2/21198=z1qr6pn2/ark%2B=21198=z1qr6pn2.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1qr6pn2%2Faudiowaveform.dat,,,2916.739156,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qr6pn2/manifest
Work,RS0636,ark:/21198/z1m05xz3,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0008_a.wav,CCRT Camp 8,"Children's training camp held at Borunda, Rajasthan with the Centre for Cultural Resources and Training. Tape 7","Kothari, Komal","Khan, Manjoor|~|Khan, Chanan|~|Khan, Gafoor|~|Khan, Niyaz|~|Khan, Samandar|~|Khan, Meherdin|~|Khan, Sikandar|~|Khan, Sale Mohammad|~|Khan, Samsu|~|Khan, Bacchu|~|Khan, Sirdar|~|Khan, Lalu|~|Khan, Inayat|~|Khan, Bilaval|~|Khan, Isak|~|Khan, Samandar|~|Khan, Hussain|~|Khan, Hussain|~|Khan, Habib|~|Khan, Allah Baks","March 7, 1983",1983-03-07,mwr,sound recording,44 min. 47 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Recording of the proceedings of a music  training camp for young boys of the Manganiar and Langa musician communities of Western Rajasthan. They are being trained by the masters of their own musical tradition. The recordings consist of various sessions of songs sung as part of the training by the children, as well as by the senior musician teachers. The sessions are conducted by Komal Kothari.
This was held at the Rupayan Sansthan, Borunda, Rajasthan, with the support of  the Centre for Cultural Resources and Training (CCRT). This tape contains recordings of songs sung by children, belonging to these communities, trained by the senior community musicians, as solo performances.","1. 'Bannado', a wedding song, sung by Manjoor Khan accompanied on the Kamaicha, Dholak and Khartal by Chanan Khan Manganiar, Niyaz Khan Manganiar and Gafoor Khan Manganiar. 2. 'Jalo', a wedding song, sung by Sikandar Khan accompanied on the Sindhi Sarangi by Meherdin Khan Langa and Samandar Khan Langa and on the Dholak by Niyaz Khan Manganiar. 3. 'Kotal Ghudlo', a welcome song, sung by Sirdar Khan accompanied on the Sindhi Sarangi by Meherdin Khan Langa and Samandar Khan Langa and on the Dholak by Niyaz Khan Manganiar. 4. 'Bannado', a wedding song, sung by Sirdar Khan accompanied on the Sindhi Sarangi by Meherdin Khan Langa and Samandar Khan Langa and on the Dholak by Niyaz Khan Manganiar. 5. Song in Rag Sindhi Kafi sung by Sale Mohammad Khan accompanied on the Sindhi Sarangi by Meherdin Khan Langa and Samandar Khan Langa and on the Dholak by Niyaz Khan Manganiar. 6. 'Sawariya thari Sej', a love song, sung by Samsu Khan accompanied on the Sindhi Sarangi by Meherdin Khan Langa and Samandar Khan Langa and on the Dholak by Niyaz Khan Manganiar. 7. 'Mehendi', a wedding song, sung by Bacchu Khan accompanied on the Sindhi Sarangi by Meherdin Khan Langa and Samandar Khan Langa and on the Dholak by Niyaz Khan Manganiar. 8. 'Mijaj tharo bole', a song sung by Lalu Khan accompanied on the Sindhi Sarangi by Meherdin Khan Langa and Samandar Khan Langa and on the Dholak by Niyaz Khan Manganiar. 9. 'Hivade wali Hichaki', a love song, sung by Inayat Khan accompanied on the Sindhi Sarangi by Meherdin Khan Langa and Samandar Khan Langa and on the Dholak by Niyaz Khan Manganiar. 10. 'Bannado', a wedding song sung by Bilaval Khan accompanied on the Sindhi Sarangi by Meherdin Khan Langa and Samandar Khan Langa and on the Dholak by Niyaz Khan Manganiar. 11. 'Kotal Ghudlo', a welcome song, sung by Isak Khan accompanied on the Sindhi Sarangi by Meherdin Khan Langa and Samandar Khan Langa and on the Dholak by Niyaz Khan Manganiar. 12. 'Sawariya thari sej' a love song, sung by Samandar Khan Langa accompanied on the Sindhi Sarangi by Meherdin Khan Langa and Samandar Khan Langa and on the Dholak by Niyaz Khan Manganiar. 13. 'Rana Khivro', a song from a ballad, sung by Hussain Khan accompanied on the Sindhi Sarangi by Meherdin Khan Langa and Samandar Khan Langa and on the Dholak by Niyaz Khan Manganiar. 14. 'Bannado', a wedding song, sung by Habib Khan accompanied on the Sindhi Sarangi by Meherdin Khan Langa and Samandar Khan Langa and on the Dholak by Niyaz Khan Manganiar. 15. 'Kanudo', a devotional song dedicated to Krishna, sung by Allah Baks Khan accompanied on the Sindhi Sarangi by Meherdin Khan Langa and Samandar Khan Langa and on the Dholak by Niyaz Khan Manganiar.",26.4687,73.8037,,,,,,"Folk Songs, Rajasthani--India--Rajasthan|~|Children and Music|~|Oral Tradition|~|Pedagogy (Music)|~|Culturally relevant Pedagogy|~|Transmission arts|~|Stringed instruments|~|Bowed stringed instruments--Bowing|~|Stringed instrument players","Borunda, Tehsil Bilara, District Jodhpur, Rajasthan (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/m0/5x/z3/21198=z1m05xz3/ark%2B=21198=z1m05xz3.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1m05xz3%2Faudiowaveform.dat,,,2687.327948,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m05xz3/manifest
Work,RS0636,ark:/21198/z1g7568m,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0008_b.wav,CCRT Camp 8,"Children's training camp held at Borunda, Rajasthan with the Centre for Cultural Resources and Training. Tape 8","Kothari, Komal","Khan, Barkat|~|Khan, Moosa|~|Khan, Meherdin|~|Khan, Karim|~|Khan, Sakhi|~|Kothari, Komal","March 7, 1983",1983-03-07,mwr,sound recording,43 min. 53 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Recording of the proceedings of a music  training camp for young boys of the Manganiar and Langa musician communities of Western Rajasthan. They are being trained by the masters of their own musical tradition. The recordings consist of various sessions of songs sung as part of the training by the children, as well as by the senior musician teachers. The sessions are conducted by Komal Kothari.
This was held at the Rupayan Sansthan, Borunda, Rajasthan, with the support of  the Centre for Cultural Resources and Training (CCRT). This tape contains recordings of songs sung by children and senior members of the communities mentioned above. The tape also contains a discussion conducted by Komal Kothari on the Sarangi and its tuning process.","1. 'Kanudo', a devotional song dedicated to Krishna, sung by Barkat Khan accompanied on the Sindhi Sarangi by Meherdin Khan Langa and Samandar Khan Langa and on the Dholak by Niyaz Khan Manganiar. 2. Mehendi sung by Barkat Khan accompanied on the Sindhi Sarangi by Meherdin Khan Langa and Samandar Khan Langa and on the Dholak by Niyaz Khan Manganiar. 3. An episode from the epic of Bagrawat narrated by Dabar Ram Bhopa with Jantar accompaniment. 4. Discussion between Komal Kothari and musicians Moosa Khan Langa and Meherdin Khan Langa on the tuning process and octaves on the Sindhi Sarangi. 5. A Bannado, a wedding song,  sung on the lower octave by Moosa Khan Langa with Sindhi Sarangi accompaniment. 6. Rajasthani Rag Sorath played on the Algoza by Karim Khan Langa. 7. An instrumental melody played on the Algoza by Karim Khan Langa with Surinda accompaniment by Sakhi Khan Langa.",26.4687,73.8037,,,,,,"Folk Songs, Rajasthani--India--Rajasthan|~|Children and Music|~|Oral Tradition|~|Pedagogy (Music)|~|Culturally relevant Pedagogy|~|Transmission arts|~|Stringed instruments|~|Bowed stringed instruments--Bowing|~|Stringed instrument players|~|Wind instruments|~|Wind instrument music|~|Musicians--Interviews","Borunda, Tehsil Bilara, District Jodhpur, Rajasthan (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/g7/56/8m/21198=z1g7568m/ark%2B=21198=z1g7568m.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1g7568m%2Faudiowaveform.dat,,,2633.738458,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g7568m/manifest
Work,RS0637,ark:/21198/z1bg4fkb,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0009_a.wav,CCRT Camp 9,"Children's training camp held at Borunda, Rajasthan with the Centre for Cultural Resources and Training. Tape 9","Kothari, Komal","Khan, Karim|~|Khan, Sakhi|~|Kothari, Komal|~|Savitri, Hemlata|~|Khan, Kadar|~|Khan, Meherdin|~|Khan, Sakar","March 8, 1983",1983-03-08,mwr,sound recording,48 min. 31 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Recording of the proceedings of a music  training camp for young boys of the Manganiar and Langa musician communities of Western Rajasthan. They are being trained by the masters of their own musical tradition. The recordings consist of various sessions of songs sung as part of the training by the children, as well as by the senior musician teachers. The sessions are conducted by Komal Kothari.
This was held at the Rupayan Sansthan, Borunda, Rajasthan, with the support of  the Centre for Cultural Resources and Training (CCRT). This tape contains recording performances of senior musicians of the above mentioned communities and speeches on rules and concepts of Hindustani classical music delivered by Hemlata Savitri at the Camp.",1. An instrumental melody played on the Algoza by Karim Khan Langa with Surinda accompaniment by Sakhi Khan Langa(Contd. from arcers0008_b). 2. Komal Kothari's speech on the Rajasthani Rags and thoughts on traditional music. 3. Hemlata Savitri's speech on the rules and concepts of Hindustani classical music. 4. Demonstration of notes and concepts of Ragas by Hemlata Savitri with Harmonium accompaniment. The demonstration is supported on the Sindhi Sarangi by Kadar Khan Langa and on the Kamaicha by Sakar Khan Manganiar.,26.4687,73.8037,,,,,,"Folk Songs, Rajasthani--India--Rajasthan|~|Children and Music|~|Oral Tradition|~|Pedagogy (Music)|~|Culturally relevant Pedagogy|~|Transmission arts|~|Stringed instruments|~|Bowed stringed instruments--Bowing|~|Stringed instrument players|~|Wind instruments|~|Wind instrument music|~|Demonstrations in art|~|Lectures and lecturing","Borunda, Tehsil Bilara, District Jodhpur, Rajasthan (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/bg/4f/kb/21198=z1bg4fkb/ark%2B=21198=z1bg4fkb.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1bg4fkb%2Faudiowaveform.dat,,,2893.77224,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bg4fkb/manifest
Work,RS0637,ark:/21198/z16q3psq,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0009_b.wav,CCRT Camp 9,"Children's training camp held at Borunda, Rajasthan with the Centre for Cultural Resources and Training. Tape 9","Kothari, Komal","Savitri, Hemlata|~|Khan, Kadar|~|Khan, Meherdin|~|Khan, Sakar|~|Joshi, Taraprakash","March 8, 1983",1983-03-08,mwr,sound recording,46 min. 39 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Recording of the proceedings of a music  training camp for young boys of the Manganiar and Langa musician communities of Western Rajasthan. They are being trained by the masters of their own musical tradition. The recordings consist of various sessions of songs sung as part of the training by the children, as well as by the senior musician teachers. The sessions are conducted by Komal Kothari.
This was held at the Rupayan Sansthan, Borunda, Rajasthan, with the support of  the Centre for Cultural Resources and Training (CCRT). This tape contains a lecture demonstration by Hemlata Savitri on Hindustani classing music at the Camp.",1. Demonstration of notes and concepts of Ragas by Hemlata Savitri with Harmonium accompaniment. The demonstration is supported on the Sindhi Sarangi by Kadar Khan Langa and Meherdin Khan Langa and on the Kamaicha by Sakar Khan Manganiar. 2. A poem written and recited by Taraprakash Joshi.,26.4687,73.8037,,,,,,"Folk Songs, Rajasthani--India--Rajasthan|~|Transmission arts|~|Stringed instruments|~|Bowed stringed instruments--Bowing|~|Stringed instrument players|~|Demonstrations in art","Borunda, Tehsil Bilara, District Jodhpur, Rajasthan (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/6q/3p/sq/21198=z16q3psq/ark%2B=21198=z16q3psq.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz16q3psq%2Faudiowaveform.dat,,,2793.704115,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16q3psq/manifest
