Object Type,Title,Item ARK,Parent ARK,File Name,Item Sequence,Thumbnail,Contents note,Date.created,Date.normalized,Description.note,Format.extent,Format.medium,Genre,Language,Local identifier,Place of origin,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,viewingHint,Name.director,Subject,volume | issue,IIIF Manifest URL
Work,Revista C.T.C. 1943-09,ark:/21198/z1f509vk,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x1zsb,,1943-09-01/1943-09-30,1943-09-01/1943-09-30,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,103 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194309,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 05 | no. 44,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f509vk/manifest
Work,"Revista C.T.C. 1943-10, 1943-11, 1943-12",ark:/21198/z19c9k2t,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h44d63,,1943-10-01/1943-12-31,1943-10-01/1943-12-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,46 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194310_194312,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,"vol. 05 | no. 45, no. 46, no. 47",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c9k2t/manifest
Work,"Revista C.T.C. 1944-01, 1944-02",ark:/21198/z15m8tb3,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hx41d5,,1944-01-01/1944-02-29,1944-01-01/1944-02-29,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,46 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194401_194402,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,"vol. 05 | no. 48, no. 49",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15m8tb3/manifest
Work,"Revista C.T.C. 1944-03, 1944-04, 1944-05",ark:/21198/z11v82n6,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt2c47,,1944-03-01/1944-05-31,1944-03-01/1944-05-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,46 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194403_194405,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,"vol. 05 | no. 50, no. 51, no. 52",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11v82n6/manifest
Work,"Revista C.T.C. 1944-06, 1944-07",ark:/21198/z1x668j3,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km20kr,"Issue is printed as ""Julio, 1944"" but dated as ""Junio-Julio de 1944"".",1944-06-01/1944-07-31,1944-06-01/1944-07-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,54 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194406_194407,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,"vol. 05 | no. 52, no. 53",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x668j3/manifest
Work,Revista C.T.C. 1944-08,ark:/21198/z1sf5hvt,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f7bdg,,1944-08-01/1944-08-31,1944-08-01/1944-08-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,52 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194408,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 05 | no. 54,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sf5hvt/manifest
Work,Revista C.T.C. 1944-09,ark:/21198/z1np4s32,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r23p4m,,1944-09-01/1944-09-30,1944-09-01/1944-09-30,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,52 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194409,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 05 | no. 55,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1np4s32/manifest
Work,Revista C.T.C. 1944-10,ark:/21198/z1hx41b8,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ck127h,,1944-10-01/1944-10-31,1944-10-01/1944-10-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,56 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194410,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 05 | no. 56,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hx41b8/manifest
Work,Revista C.T.C. 1944-11,ark:/21198/z1d538jz,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rn5wkj,,1944-11-01/1944-11-30,1944-11-01/1944-11-30,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,54 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194411,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 05 | no. 57,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d538jz/manifest
Work,Revista C.T.C. 1944-12,ark:/21198/z18d2hvp,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18h17g3,,1944-12-01/1944-12-31,1944-12-01/1944-12-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,52 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194412,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 05 | no. 58,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18d2hvp/manifest
Work,Revista C.T.C. 1945-01,ark:/21198/z14n1s7q,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x37k8k,,1945-01-01/1945-01-31,1945-01-01/1945-01-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,56 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194501,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 06 | no. 59,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14n1s7q/manifest
Work,Revista C.T.C. 1945-02,ark:/21198/z10z9qxr,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz196259m,,1945-02-01/1945-02-28,1945-02-01/1945-02-28,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,53 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194502,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 06 | no. 60,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10z9qxr/manifest
Work,Revista C.T.C. 1945-03,ark:/21198/z1w697f5,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t17rf8,,1945-03-01/1945-03-31,1945-03-01/1945-03-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,54 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194503,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 06 | no. 61,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w697f5/manifest
Work,Revista C.T.C. 1945-04,ark:/21198/z1rf8gqf,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w3392,,1945-04-01/1945-04-30,1945-04-01/1945-04-30,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,63 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194504,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 06 | no. 62,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rf8gqf/manifest
Work,Revista C.T.C. 1945-05,ark:/21198/z1mp7qxt,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19s4cs0,,1945-05-01/1945-05-31,1945-05-01/1945-05-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,52 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194505,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 06 | no. 63,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mp7qxt/manifest
Work,Revista C.T.C. 1945-06,ark:/21198/z1gx705f,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z9216j,,1945-06-01/1945-06-30,1945-06-01/1945-06-30,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,54 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194506,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 06 | no. 64,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gx705f/manifest
Work,Revista C.T.C. 1945-07,ark:/21198/z1c567f1,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g47c35,,1945-07-01/1945-07-31,1945-07-01/1945-07-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,58 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194507,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 06 | no. 65,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c567f1/manifest
Work,Revista C.T.C. 1945-08,ark:/21198/z17d5gtn,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qg1fpz,,1945-08-01/1945-08-31,1945-08-01/1945-08-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,60 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194508,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 06 | no. 66,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17d5gtn/manifest
Work,Revista C.T.C. 1945-09,ark:/21198/z13r3fhn,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc2r8n,,1945-09-01/1945-09-30,1945-09-01/1945-09-30,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,59 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194509,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 06 | no. 67,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13r3fhn/manifest
Work,Revista C.T.C. 1945-10,ark:/21198/z1002ptp,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tx636v,,1945-10-01/1945-10-31,1945-10-01/1945-10-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,54 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194510,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 06 | no. 68,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1002ptp/manifest
Work,Revista C.T.C. 1945-11,ark:/21198/z1v7269b,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs1dzt,,1945-11-01/1945-11-30,1945-11-01/1945-11-30,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,60 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194511,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 06 | no. 69,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1v7269b/manifest
Work,Revista C.T.C. 1945-12,ark:/21198/z1qg1fj5,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf3g9p,,1945-12-01/1945-12-31,1945-12-01/1945-12-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,52 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194512,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 06 | no. 70,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qg1fj5/manifest
Work,Revista C.T.C. 1946-01,ark:/21198/z1kq0prj,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10603sh,,1946-01-01/1946-01-31,1946-01-01/1946-01-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,52 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194601,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 07 | no. 71,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kq0prj/manifest
Work,"Revista C.T.C. 1946-02, 1946-03",ark:/21198/z1fx9z3k,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h15pv8,,1946-02-01/1946-03-31,1946-02-01/1946-03-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,56 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194602_194603,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,"vol. 07 | no. 72, no. 73",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fx9z3k/manifest
Work,Revista C.T.C. 1946-04,ark:/21198/z1b596d0,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w40j56,,1946-04-01/1946-04-30,1946-04-01/1946-04-30,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,59 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194604,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 07 | no. 74,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b596d0/manifest
Work,Revista C.T.C. 1946-05,ark:/21198/z16h752j,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s2b89,,1946-05-01/1946-05-31,1946-05-01/1946-05-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,52 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194605,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 07 | no. 75,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16h752j/manifest
Work,Revista C.T.C. 1946-06,ark:/21198/z12r6dc8,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm7x9m,,1946-06-01/1946-06-30,1946-06-01/1946-06-30,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,53 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194606,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 07 | no. 76,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12r6dc8/manifest
Work,Revista C.T.C. 1946-07,ark:/21198/z1z05wt0,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11g382c,,1946-07-01/1946-07-31,1946-07-01/1946-07-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,62 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194607,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 07 | no. 77,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z05wt0/manifest
Work,Revista C.T.C. 1946-08,ark:/21198/z1t75532,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh5bvc,,1946-08-01/1946-09-30,1946-08-01/1946-09-30,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,62 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194608,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 07 | no. 78,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t75532/manifest
Work,"Revista C.T.C. 1946-09, 1946-10",ark:/21198/z1pg4d9f,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wd6ndm,,1946-09-01/1946-09-30,1946-09-01/1946-09-30,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,60 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194609_194610,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,"vol. 07 | no. 78, no. 79",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pg4d9f/manifest
Work,"Revista C.T.C. 1946-11, 1946-12",ark:/21198/z1jq3nm5,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10z9r3d,,1946-11-01/1946-12-31,1946-11-01/1946-12-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,60 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194611_194612,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,"vol. 07 | no. 80, no. 81",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jq3nm5/manifest
Work,Revista C.T.C. 1947-01,ark:/21198/z1dz2x06,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10w11mq,,1947-01-01/1947-01-31,1947-01-01/1947-01-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,58 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194701,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 08 | no. 82,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dz2x06/manifest
Work,Revista C.T.C. 1947-02,ark:/21198/z1990vnn,ark:/21198/z1z92136|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f4chd,,1947-02-01/1947-02-28,1947-02-01/1947-02-28,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,61 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194702,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba--newspapers,vol. 08 | no. 83,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1990vnn/manifest
