Object Type,Item ARK,Parent ARK,File Name,Local identifier,Title,Creator,Publisher.publisherName,Place of origin,Date.created,Date.normalized,Language,Type.typeOfResource,Genre,Format.extent,Format.medium,Repository,collection.physical,Rights.copyrightStatus,Rights.publicationStatus,Rights.rightsHolderContact,Subject name,Subject geographic,Subject topic,Summary,Contents note,IIIF Access URL,Waveform,media.width,media.height,media.duration,media.format,IIIF Manifest URL
Work,ark:/21198/z1q260r7,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700943.mp4,2700943,"El Mundo al Día, 1968-02",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"February 25, 1968",1968-02-25,spa,moving image,broadcasts,00h 12m 37s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Amado A., Marcelino|~|Pérez y Pérez, Enrique|~|Lluveres Montás, Miguel Salvador|~|Perdomo Rosario, Elio Osiris|~|Balaguer Ricardo, Joaquín Antonio|~|Curiel, Juan Luis|~|Molina Pacheco, Ramón Antonio, Papá Molina|~|Franco Rodríguez, Vinicio Antonio|~|Pimentel, Juan Altagracia Bruno",Gaspar Hernández (Espaillat)|~|Santo Domingo,Education|~|Public works|~|Celebrations|~|Political activities|~|Catholic church,"News Program El Mundo al Día: President Joaquín Balaguer visits the municipality of [Gaspar Hernández, Espaillat], visits the Luis C. del Castillo School and talks with the locals. Procession to the Virgen de las Mercedes at San Carlos and the Colonial Zone of Santo Domingo. The San José Super Orchestra plays at a party; Papa Molina, Vinicio Franco and Bruno Pimentel singing. Delivery of checks by the City Hall of the National District.|~|Noticiario El Mundo al Día: Presidente Joaquín Balaguer visita el municipio [Gaspar Hernández, Espaillat], visita la Escuela Luis C. del Castillo y conversa con los lugareños. Procesión a la Virgen de las Mercedes en  San Carlos y Zona Colonial. Fiesta en donde toca la Súper Orquesta San José, cantan Papá Molina y Vinicio Franco. Entrega de cheques por el Ayuntamiento del Distrito Nacional.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/q2/60/r7/21198=z1q260r7/ark%2B=21198=z1q260r7.mp4{},,2048,1530,757.36,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q260r7/manifest
Work,ark:/21198/z1k9583t,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700948.mp4,2700948,"El Mundo al Día, 1968-03",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"March 25, 1968 - March 27, 1968",1968-03-25/1968-03-27,spa,moving image,broadcasts,00h 22m 56s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Pérez y Pérez, Enrique|~|Perdomo Rosario, Elio Osiris|~|Balaguer Ricardo, Joaquín Antonio|~|Molina Pacheco, Ramón Antonio, Papá Molina|~|Franco Rodríguez, Vinicio Antonio|~|Gómez Bergés, Víctor|~|Polanco Brito, Hugo Eduardo|~|Amiama Tió, Fernando|~|Herrera Báez, Gilberto|~|Goico Morales, Carlos Rafael",Santo Domingo,"Hurricane Inez, 1966|~|Huracán Inéz, 1966|~|Education|~|Public works|~|Celebrations|~|Political activities|~|Catholic church|~|Houses","News Program El Mundo al Día: Party where Rafael Solano plays the piano, Milton Peláez and Vinicio Franco sings, broadcaster Osvaldo Cepeda y Cepeda presents Miss Hotel Embajador. President Joaquín Balaguer visits the municipality of [Enriquillo, Barahona]. Carlos Rafael Goico Morales, Minister of the Interior and Police, attends the opening of the Autonomous University of Santo Domingo (UASD) Commissary. President Balaguer attends a party, talks with Foreign Minister Fernando Amiama Tió. Car accident. Meeting at the National Palace. Party reception attended by Víctor Gómez Bergés, Monsignor Hugo Eduardo Polanco Brito and other personalities.|~|Noticiario El Mundo al Día: Fiesta donde Rafael Solano toca el piano, canta Milton Peláez, el locutor Osvaldo Cepeda y Cepeda presenta Miss Hotel Embajador, canta Vinicio Franco. Presidente Joaquín Balaguer visita municipio [Enriquillo, Barahona]. Apertura del Economato de la Universidad Autónoma de Santo Domingo (UASD), asiste Carlos Rafael Goico Morales, ministro de Interior y Policía. Balaguer asiste a fiesta, conversa con el canciller Fernando Amiama Tió. Accidente automovilístico. Reunión en el Palacio Nacional. Recepción en la que asisten Víctor Gómez Bergés, monseñor Hugo Eduardo Polanco Brito y otras personalidades.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/k9/58/3t/21198=z1k9583t/ark%2B=21198=z1k9583t.mp4{},,2048,1530,1376.84,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k9583t/manifest
Work,ark:/21198/z1fn36qh,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700949.mp4,2700949,"El Mundo al Día, 1968-04",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"April 22, 1968 - April 24, 1968",1968-04-22/1968-04-24,spa,moving image,broadcasts,00h 26m 23s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Goico Morales, Carlos Rafael|~|Lora González, Francisco Augusto|~|Pérez y Pérez, Enrique|~|Polanco Brito, Hugo Eduardo",Villa Vásquez|~|Santo Domingo,"Battle of the Races, 1849|~|Batalla de las Carreras, 1849|~|Military|~|Celebrations|~|Political activities|~|Catholic church|~|Tributes","News Program El Mundo al Día: Celebration of Miss Interior and Police contest. Military graduation from the Dominican Air Force. Vice President Francisco Augusto Lora visits cheese factory. Commemorative act of the anniversary of the Battle of the Races. Inauguration of an electrical appliance store. Baptism officiated by Monsignor Hugo Eduardo Polanco Brito, attended by Vice President Franciso Augusto Lora González. Meeting of politicians in the Municipal Electoral Board. Villa Vásquez Police Station. Meeting with General Enrique Pérez y Pérez, Minister of the Armed Forces. Meeting in which Carlos Goico Morales participates. Inauguration of Casa Cuello C. by A., Bookstore and stationery. Municipal Library No. 2 National District.|~|Noticiario El Mundo al Día: Celebración del concurso Miss Interior y Policía. Graduación de militares de la Fuerza Aérea Dominicana. Vicepresidente Francisco Augusto Lora visita fábrica de queso. Acto conmemorativo del aniversario de la Batalla de las Carreras. Inauguración de tienda de electrodomésticos. Bautizo oficiado por monseñor Hugo Eduardo Polanco Brito, asiste el vicepresidente Francisco Augusto Lora González. Reunión de políticos en la Junta Municipal Electoral. Destacamento de Policía de Villa Vásquez. Reunión con el general Enrique Pérez y Pérez, ministro de las Fuerzas Armadas. Reunión en la que participa Carlos Goico Morales. Inauguración de Casa Cuello C. por A., Librería y papelería. Biblioteca Municipal Nol. 2 Distrito Nacional.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/fn/36/qh/21198=z1fn36qh/ark%2B=21198=z1fn36qh.mp4{},,2046,1581,1583.84,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fn36qh/manifest
Work,ark:/21198/z19w2g3j,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700950.mp4,2700950,"El Mundo al Día, 1968-04",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),April 1968,1968,spa,moving image,broadcasts,00h 18m 28s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Liz, Ángel M.|~|Pérez y Pérez, Enrique|~| Nivar Seijas, Neit Rafael|~|Lluveres, Guarionex|~|Goico Morales, Carlos Rafael|~|Gómez Bergés, Víctor|~|Balaguer Ricardo, Joaquín Antonio",Puerto Plata|~|Santo Domingo,Political campain|~|Public works|~|Sports|~|Military|~|Celebrations|~|Political activities,"News Program El Mundo al Día: Party reception attended by President Joaquín Balaguer and Attorney General Carlos Goico Morales. Meeting about the Agricultural and Industrial Fair of Puerto Plata, 1968, with the participation of Víctor Gómez Bergés. Construction works of the Central Market of Pueblo Nuevo. Military baseball game attended by President Joaquín Balaguer at Quisqueya Stadium. Miss Hippodrome celebration. Political campaign of Guarionex Lluveres for Major of the National District. Women line up to receive food donations. Construction of bathrooms at Autonomous University of Santo Domingo (UASD).|~|Noticiario El Mundo al Día: Recepción a la que asiste el presidente Joaquín Balaguer y el procurador de la República Carlos Goico Morales. Reunión sobre la Feria Agropecuaria e Industrial de Puerto Plata, 1968, con la participación de Víctor Gómez Bergés. Trabajos de construcción del Mercado Central de Pueblo Nuevo. Juego de baseball de militares al que asiste el presidente Joaquín Balaguer en el Estadio Quisqueya. Celebración de Miss Hipódromo. Campaña política de Guarionex Lluveres para síndico del Distrito Nacional. Mujeres hacen fila para recibir donación de alimentos. Construcción de baños en la Universidad Autónoma de Santo Domingo (UASD).",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/9w/2g/3j/21198=z19w2g3j/ark%2B=21198=z19w2g3j.mp4{},,2048,1530,1108.6,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19w2g3j/manifest
Work,ark:/21198/z1641q97,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700951.mp4,2700951,"El Mundo al Día, 1968-05",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"May 6, 1968 - May 18, 1968",1968-05-06/1968-05-18,spa,moving image,broadcasts,00h 10m 14s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do",,,Wine|~|Mining|~|Industries,"News Program El Mundo al Día: Reports about mining exploitation, red wine factory C. Bello and Company, Tolentino Industrial, mosaic, block and granite factory and López Mosaic Factory.|~|Noticiario El Mundo al Día: Reportajes explotación minera, fábrica de vino tinto de C. Bello y Compañía, Tolentino Industrial, fábrica de mosaico, blocks y granito, Fábrica de Mosaicos López.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/64/1q/97/21198=z1641q97/ark%2B=21198=z1641q97.mp4{},,2048,1530,614.32,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1641q97/manifest
Work,ark:/21198/z12c0zkh,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700952.mp4,2700952,"El Mundo al Día, 1968-05",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"May 13, 1968 - May 18, 1968",1968-05-13/1968-05-18,spa,moving image,broadcasts,00h 20m 16s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do",,,Elections|~|Political activities,News Program El Mundo al Día: Voting instructions. People voting in different voting centers. Counting of the votes by the members of the Central Electoral Board (Junta Central Electoral).|~|Noticiario El Mundo al Día: Instructivo para votar. Vista de personas votando en diferentes centros de votaciones. Conteo de los votos por los miembros de la Junta Central Electoral.,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/2c/0z/kh/21198=z12c0zkh/ark%2B=21198=z12c0zkh.mp4{},,2046,1520,1216.64,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12c0zkh/manifest
Work,ark:/21198/z1xm0g25,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700953.mp4,2700953,"El Mundo al Día, 1968-05",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"May 13, 1968 - May 18, 1968",1968-05-13/1968-05-18,spa,moving image,broadcasts,00h 18m 04s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Reyes Jorge, Rafael Antonio|~|Cordero, Moisés E.|~|Luna Morales, Miguel Ángel|~| Balaguer Ricardo, Joaquín Antonio",Santo Domingo|~|Santiago de los Caballeros,Elections|~|Political activities,"News Program El Mundo al Día: Housing project, school, park and church. Speech by President Joaquín Balaguer from the National Palace. View of people walking through Ciudad Nueva and Colonial Zone, El Conde street, Duarte avenue, Enriquillo Park and Sederías California's building. People turn out to vote. Soldiers at Central No. 2 of Radio Patrulla (Radio Patrol). Monument to the Heroes of the Restoration of the Republic.|~|Noticiario El Mundo al Día: Proyecto de viviendas, escuela, parque e iglesia. Alocución del presidente Joaquín Balaguer desde el Palacio Nacional. Vista de personas caminando por Ciudad Nueva y Zona Colonial, calle El Conde, avenida Duarte, Parque Enriquillo y edificio de Sederías California. Personas asisten a votar. Militares en la Central No. 2 de Radio Patrulla. Monumento a los Héroes de la Restauración.","The Monument to the Heroes of the Restoration of the Republic, also known as Santiago Monument is located at Santiago de los Caballeros and was built under the dictatorship of Rafael Trujillo with the name of ""Monument to the Peace of Trujillo"" (“Monumento a la Paz de Trujillo”). It was inaugurated on September 30, 1953.|~|El Monumento a los Héroes de la Restauración de la República, también conocido como Monumento de Santiago, se encuentra en Santiago de los Caballeros y fue construido bajo la dictadura de Rafael Trujillo con el nombre de ""Monumento a la Paz de Trujillo"". Fue inaugurado el 30 de septiembre de 1953.",https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/xm/0g/25/21198=z1xm0g25/ark%2B=21198=z1xm0g25.mp4{},,2046,1531,1084.56,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xm0g25/manifest
Work,ark:/21198/z1st9qbw,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700955.mp4,2700955,"El Mundo al Día, 1968-05",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"May 23, 1968 - May 25, 1968",1968-05-23/1968-05-25,spa,moving image,broadcasts,00h 12m 08s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Balaguer Ricardo, Joaquín Antonio|~|",Santo Domingo,Schools|~|Political activities|~|Agriculture|~|Workers|~|Trade unions,News Program El Mundo al Día: President Joaquín Balaguer receives officials at the National Palace. Facade of the Alcazar de Colón. Journalists interview officials. Arrival of tourists at the airport [Punta Caucedo]. Student exhibition. Literacy books. Surveying works. Workers union meeting. Students of the Juan Pablo Duarte High School. |~|Noticiario El Mundo al Día: Presidente Joaquín Balaguer recibe funcionarios en el Palacio Nacional. Fachada del Álcazar de Colón. Periodistas entrevistan funcionarios. Llegada de turistas al aeropuerto [Punta Caucedo]. Exposición de estudiantes. Libros de alfabetización. Trabajos de agrimensura. Reunión de sindicato de trabajadores. Estudiantes del Liceo Secundario Juan Pablo Duarte.,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/st/9q/bw/21198=z1st9qbw/ark%2B=21198=z1st9qbw.mp4{},,2048,1520,728.554667,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1st9qbw/manifest
Work,ark:/21198/z1p28zqt,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700956.mp4,2700956,"El Mundo al Día, 1968-06",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"June 9, 1968",1968-06-09,spa,moving image,broadcasts,00h 27m 39s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Pérez Sánchez, Eliseo",Puerto Plata|~|Santo Domingo,Boats|~|Docks|~|Celebrations|~|Catholic church|~|International relations,"News Program El Mundo al Día: View of the city of [Puerto Plata], Cathedral of San Felipe el Apostol and the dock. Workers of the National Match Factory. View of the Episcopal Church of Cristo Rey. Juice factory. Mass in which Monsignor Eliseo Pérez Sánchez and other priests participate. Children's first communion. Flight of Aerovías Nacionales Quisqueyanas (Quisqueyanas National Airlines). Firefighters in a house on fire. Journalists conduct interviews. People walking on the beach. Meetings and reception attended by Juan Bosch and his wife Carmen Quidiello. Volley ball game. XIII Annual Convention of the Chamber of Commerce of the Americas. Celebration of the 43rd anniversary of Santo Domingo Motors.|~|Noticiario El Mundo al Día: Vista de la ciudad de [Puerto Plata], Catedral de San Felipe el Apóstol y muelle. Obreros trabajando en la Fábrica Nacional de Fósforos. Vista de la Iglesia Episcopal de Cristo Rey. Fábrica de jugos. Misa en la que participa monseñor Eliseo Pérez Sánchez y otros sacerdotes. Primera comunión de niños. Vuelo de Aerovías Nacionales Quisqueyanas. Bomberos en casa incendiada. Periodistas realizan entrevistas. Personas caminan en la playa. Reuniones y recepción donde aparece Juan Bosch y su esposa Carmen Quidiello. Juego de volley ball. XIII Convención Anual de la Cámara de Comercio de las Américas. Celebración del 43 aniversario de Santo Domingo Motors.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/p2/8z/qt/21198=z1p28zqt/ark%2B=21198=z1p28zqt.mp4{},,2046,1530,1659.114667,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p28zqt/manifest
Work,ark:/21198/z1jd6xbx,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700957.mp4,2700957,"El Mundo al Día, 1968-06",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"June 14, 1968",1968-06-14,spa,moving image,broadcasts,00h 24m 02s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Balaguer Ricardo, Joaquín Antonio|~|Pérez y Pérez, Enrique|~|Gómez Bergés, Víctor",Río Yuna|~|Santo Domingo,Fishing|~|Alcohol|~|Sports|~|Donations|~|Celebrations,"News Program El Mundo al Día: Arrival of President Joaquín Balaguer by helicopter to attend the International Fishing Tournament, Club Nautico Santo Domingo, Inc., at the Yuma River. Víctor Gómez Bergés gives a speech. Baseball game between INCA's and the Banco de Reservas employees. Delivery of medicines by members of the Sub-Committee of the Villa Consuelo's Youth Liberal Evolutionist Party. Game activities of members of the National Police. Arrival of tourists at Punta Caucedo Airport. Celebration of the inaugural act by the Dominican National Brewery (Cervecería Nacional Dominicana) of its products Presidente Pilsener and Malta Morena.|~|El Mundo al Día: Llegada del presidente Joaquín Balaguer en helicóptero para asistir al Torneo Internacional de Pesca, Club Náutico Santo Domingo, Inc., en el Río Yuma. Víctor Gómez Bergés da discurso.  Juego de pelota entre empleados del INCA y el Banco de Reservas. Entrega de medicamentos por miembros del Sub-Comité de Villa Consuelo de la Juventud del Partido Liberal Evolucionista. Actividades de juegos de miembros de la Policía Nacional. Llegada de turistas al aeropuerto Punta Caucedo. Celebración de acto inaugural por la Cervecería Nacional Dominicana de sus productos Presidente Pilsener y Malta Morena.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/jd/6x/bx/21198=z1jd6xbx/ark%2B=21198=z1jd6xbx.mp4{},,2046,1530,1442.24,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jd6xbx/manifest
Work,ark:/21198/z1dn65n1,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700958.mp4,2700958,"El Mundo al Día, 1968-06",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"June 28, 1968",1968-06-28,spa,moving image,broadcasts,00h 06m 42s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Sánchez Caminero, Jeannette|~|Rodríguez, Félix|~|Priego, Joaquín|~|Perdomo, Elio Osiris|~|Aconta Ruiz, Julieta |~|Garvo, Carlos|~|Angeli, Jorde de|~|Cruz Rosario, Carlos Teófilo, Teo|~|Ortiz, Carlos",Santo Domingo,Graduation|~|Journalists|~|Students|~|Schools|~|Art|~|Military|~|Sports,"News Program El Mundo al Día: Arrival of Mexican journalists Julieta Aconta Ruiz, director of S. P. Magazine, hispano-american edition, Carlos Garvo from Movie Records and Tiempo Magazine, Hernan Borja from El Sol newspaper and Jorge de Angeli from Claudio Magazine. They were received by Ramón Lorenzo Perelló Núñez, director of RTVD. Graduation ceremony of the Luis Múñoz Rivera School at the Hispaniola hotel. Exhibition of the sculptor Miguel Estrella at the Dominican-American Institute. Arrival of the boxer Carlos Ortiz to face Teo Cruz. Words by Colonel Elio Osiris Perdomo, president of the Military Sports Circle, at the opening of the first sports games of the Armed Forces and the National Police.|~|Noticiario El Mundo al Día: Llegada de los periodistas mexicanos Julieta Aconta Ruiz, directora de la revista S. P. edición hispanoamericana, Carlos Garvo de Movie Records y Revista Tiempo, Hernan Borja del diario El Sol y Jorge de Angeli de la revista, Claudio. Fueron recibidos por Ramón Lorenzo Perelló Núñez, director de RTVD. Acto de graduación del colegio Luis Múñoz Rivera en el hotel Hispaniola. Exposición del escultor Miguel Estrella en el Instituto Domínico-Americano. Llegada del boxeador Carlos Ortiz para enfrentarse a Teo Cruz. Palabras del coronel Elio Osiris Perdomo, presidente del Círculo Deportivo Militar, en la inauguración de los primeros juegos deportivos de las Fuerzas Armadas y la Policía Nacional.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/dn/65/n1/21198=z1dn65n1/ark%2B=21198=z1dn65n1.mp4{},,2048,1520,402.453333,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dn65n1/manifest
Work,ark:/21198/z18w5dx9,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700970.mp4,2700970,"El Mundo al Día, 1962",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),1962,1962,spa,moving image,broadcasts,00h 20m 29s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do",,Santo Domingo,Political activities|~|Political exiles|~|Public works|~|Strikes,"News Program El Mundo al Día: Act of the Council of State chaired by Rafael Bonnelly Fondeur, accompanied by Monsignor Eliseo Pérez Sánchez, Antonio Imbert Barrera, Luis Amiama Tió, and other members. Activity in which Monsignor Octavio Antonio Beras appears. Interview with Monsignor Eliseo Pérez Sánchez. Political activities. Medical operation for children. People protest from the Colonial Zone to the National Palace calling for the return of anti-Trujillo exiles and the elimination of the Emergency Law filed by the Council of State.|~|Noticiario El Mundo al Día: Acto del Consejo de Estado presidido por Rafael Bonnelly Fondeur, acompañado de monseñor Eliseo Pérez Sánchez, Antonio Imbert Barrera, Luis Amiama Tió, y demás miembros. Actividad en la que aparece monseñor Octavio Antonio Beras. Entrevista a monseñor Eliseo Pérez Sánchez. Actividades políticas. Operativo médico para niños. Personas protestan desde la Zona Colonial hasta el Palacio Nacional pidiendo el regreso de los exiliados antitrujillista y la eliminación de la Ley de Emergencia interpuesta por el Consejo de Estado.",Antonio Cosme Imbert Barrera and Luis Amiama Tió were involved in the execution of dictator Rafael Leónidas Trujillo Molina in 1961. |~|Antonio Imbert Barrera y Luis Amiama Tió estuvieron implicados en el ajusticiamiento del dictador Rafael Leónidas Trujillo Molina en el 1961.,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/8w/5d/x9/21198=z18w5dx9/ark%2B=21198=z18w5dx9.mp4{},,2048,1596,1229.973333,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18w5dx9/manifest
Work,ark:/21198/z1544p4d,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700971.mp4,2700971,"El Mundo al Día, 1962",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),1962,1962,spa,moving image,broadcasts,00h 25m 59s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Fiallo Rodríguez, Viriato Alberto",Saona Island|~|Santo Domingo,Political campain|~|Celebrations|~|Political activities,"News Program El Mundo al Día: Swearing in of members of a political party. Reception of Viriato Fiallo by a crowd during the electoral campaign of the National Civic Union (Unión Cívica Nacional). Medical operation and fumigation at Soana Island. Party reception. Hospital meeting.|~|Noticiario El Mundo al Día: Juramentación de personas en partido político. Recibimiento de Viriato Fiallo por muchedumbre en un pueblo en campaña electoral por la Unión Cívica Nacional (UCN). Recorrido por la isla Saona, operativo médico y fumigación. Recepción. Reunión en hospital.",Viriato Fiallo was an opposition political leader of the Trujillo dictatorship and founder of the Unión Cívica Nacional party in 1961. |~|Viriato Fiallo fue líder político opositor de la dictura de Trujillo y fundador del partido Unión Cívica Nacional en el 1961.,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/54/4p/4d/21198=z1544p4d/ark%2B=21198=z1544p4d.mp4{},,2048,1596,1559.488,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1544p4d/manifest
