"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Rights.copyrightStatus","Subject","Name.subject","Rights.countryCreation","Language","Name.repository","Type.typeOfResource","Rights.permission","Name.interviewer","Type.genre","Subject.uniformTitle","Name.sponsor","Name.contributor","Date.creation","Relation.isPartOf","Title","Alt ID.local","Description.fundingNote","Relation.describedIn","Date.normalized","Format.extent","Description.note","Coverage.geographic","Coverage.spatialLatitude","Coverage.spatialLongitude","Relation.relatedTo","Description.abstract","viewingHint","Text direction","Visibility","IIIF Range","media.width","media.height","media.duration","media.format","IIIF Manifest URL"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzw7","ark:/21198/zz0015w1xw","2","Completed","Work","soul/audio/uclapasc_342_060_012_M_a.wav","107","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/w7/21198=zz002dvzw7/ark%2B=21198=zz002dvzw7.mp4{}","copyrighted","","Ohio Players (Musical group)","","","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","","","","","November 21, 1978","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Ohio Players by Marc Shapiro 1978 November 21","uclapasc_342_060_012_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1978-11-21","1 sound cassette","","","","","","","","","","","","","1598.45699","audio/wav","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dvzw7/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzxr","ark:/21198/zz0015w1xw","2","Completed","Work","","108","","","","copyrighted","","","","","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","","","","","","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Tom Nemly on Black films","uclapasc_342_060_013_a|~|uclapasc_342_060_013_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","","1 sound cassette","","","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dvzxr/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzz8","ark:/21198/zz0015w1xw","2","Completed","Work","","110","","","","copyrighted","","Mandre�?","","","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","","","","","Circa 1977","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Mandre interview and Christmas celebrity survey ca. 1977","uclapasc_342_060_014_a|~|uclapasc_342_060_014_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1972/1982","1 sound cassette","","","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dvzz8/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw00q","ark:/21198/zz0015w1xw","2","Completed","Work","","112","","","","copyrighted","","Spencer, Danielle, 1965-|~|Pryor, Richard","","","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","","","","","","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Richard Pryor press conference and Danielle Spencer undated","uclapasc_342_060_015_a|~|uclapasc_342_060_015_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","","1 sound cassette","","","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw00q/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw017","ark:/21198/zz0015w1xw","2","Completed","Work","soul/audio/uclapasc_342_060_016_M_a.wav","114","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/17/21198=zz002dw017/ark%2B=21198=zz002dw017.mp4{}","copyrighted","","McGuire, Deborah","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Jones, Regina","compact cassette","","","","1977","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Debbie Pryor by Regina Jones, 1977","uclapasc_342_060_016_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1977","1 audiocassette (00:03:05)","Side B is blank.|~|Subject tentatively identified as Deborah (or Debora) McGuire, wife of Richard Pryor from 1977-1978.","","","","","","","","","","","","185.736823","audio/wav","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw017/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw02r","ark:/21198/zz0015w1xw","2","Completed","Work","soul/audio/uclapasc_342_060_017_M_a.wav","115","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/2r/21198=zz002dw02r/ark%2B=21198=zz002dw02r.mp4{}","copyrighted","","Rolle, Esther","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Terry, Mike","compact cassette","","","","August, 1978","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Esther Rolle by Mike Terry, August 1979; unidentified man on David Bowie and James Brown, undated; unidentified celebrities on their most memorable Christmas, undated","uclapasc_342_060_017_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1978-08","1 audiocassette (00:31:03)","Side B is blank.","","","","","","","","","","","","1863.43","audio/wav","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw02r/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw038","ark:/21198/zz0015w1xw","2","Completed","Work","","116","","","","copyrighted","","Tyrrell, Jim","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Jones, Regina","compact cassette","","","","April 1977","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Jim Tyrrell by Regina Jones, April 1977","uclapasc_342_061_001_a|~|uclapasc_342_061_001_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1977-04","1 audiocassette (00:37:42)","","","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw038/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw04s","ark:/21198/zz0015w1xw","2","Completed","Work","","118","","","","copyrighted","","Ross, Diana, $d 1944-","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Pitts, Leonard","compact cassette","","","","1977","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Diana Ross by Leonard Pitts, Los Angeles, ca. 1977","uclapasc_342_061_002_b|~|uclapasc_342_061_002_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1977","1 audiocassette (02:01:03)","","Los Angeles (Calif.)","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw04s/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw059","ark:/21198/zz0015w1xw","2","Completed","Work","","120","","","","copyrighted","","Mathis, Johnny|~|De Cordova, Frederick, $d 1910-2001|~|Williams, Deniece","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Spiegelman, Judy","compact cassette","","","","May 24, 1978","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Johnny Mathis and Deniece Williams by Judy Spiegelman, May 24, 1978; Frederick de Cordova (?) by Judy Spiegelman, ca. May 1978","uclapasc_342_061_003_a|~|uclapasc_342_061_003_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1978-05-24","1 audiocassette (00:43:22)","","","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw059/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw06t","ark:/21198/zz0015w1xw","2","Completed","Work","","122","","","","copyrighted","","Schultz, Michael, $d 1938-","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Spiegelman, Judy","compact cassette","","","","April 19, 1978","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Michael Schultz by Judy Spiegelman, April 19 1978","uclapasc_342_061_004_a|~|uclapasc_342_061_004_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1978-04-19","1 audiocassette (01:02:48)","","","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw06t/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw07b","ark:/21198/zz0015w1xw","2","Completed","Work","","124","","","","copyrighted","","Tavares (Musical group)|~|Tavares, Ralph Vierra|~|Tavares, Arthur ""Pooch""|~|Whitfield, Norman|~|Tavares, Antone ""Chubby""|~|Tavares, Perry ""Tiny""","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Johnson, Connie","compact cassette","","","","1976","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Tavares by Connie Johnson, undated; Norman Whitfield by Connie Johnson, ca. 1976 (?)","uclapasc_342_061_005_a|~|uclapasc_342_061_005_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1976","1 audiocassette (01:02:51)","","Los Angeles (Calif.)","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw07b/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw08v","ark:/21198/zz0015w1xw","2","Completed","Work","","126","","","","copyrighted","","Three Degrees (Musical group)|~|White, Verdine|~|Holiday, Valerie|~|Sun (musical group)|~|Ferguson, Sheila, $d 1947-|~|Scott, Helen","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Shapiro, Marc","compact cassette","","","","December 1978","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Verdine White and Sun by Marc Shapiro, Los Angeles, December 1978; The Three Degrees by Marc Shapiro, Los Angeles, December 1978","uclapasc_342_061_006_a|~|uclapasc_342_061_006_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1978-12","1 audiocassette (01:03:40)","Verdine White and Sun is on side 1; The Three Degrees is on side 2.","Los Angeles (Calif.)","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw08v/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw09c","ark:/21198/zz0015w1xw","2","Completed","Work","","128","","","","copyrighted","","Steinberg, Irwin|~|Green, Al, $d 1946-|~|Pitts, Leonard","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Spiegelman, Judy","compact cassette","","","","1978","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Irwin Steinberg by Judy Spiegelman; Leonard Pitts, undated; unidentified film critic, undated; Al Green by Judy Spiegelman, ca. 1977.","uclapasc_342_061_007_b|~|uclapasc_342_061_007_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1978","1 audiocassette (01:36:57)","Original record indicated that the recording included an interview with Dianne Steinberg, 1978.","Los Angeles (Calif.)","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw09c/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0bw","ark:/21198/zz0015w1xw","2","Completed","Work","","130","","","","copyrighted","","Steinberg, Dianne","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Spiegelman, Judy","compact cassette","","","","February 24, 1978","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Dianne Steinberg by Judy Spiegelman, February 24 1978","uclapasc_342_061_008_a|~|uclapasc_342_061_008_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1978-02-24","1 audiocassette (01:02:51)","","Los Angeles (Calif.)","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw0bw/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0cd","ark:/21198/zz0015w1xw","2","Completed","Work","","132","","","","copyrighted","","Amos, John, $d 1939-","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","January 6, 1977","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","John Amos, January 6 1977","uclapasc_342_061_009_a|~|uclapasc_342_061_009_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1977-01-06","1 audiocassette (00:25:08)","","","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw0cd/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0dx","ark:/21198/zz0015w1xw","2","Completed","Work","","134","","","","copyrighted","","Pendergrass, Teddy|~|Elder, Lonne","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Sako, Tsuyoko","compact cassette","","","","January 6, 1976","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Teddy Pendergrass by Tsuyoko Sako, January 6 1976; Lonne Elder III, undated","uclapasc_342_061_010_a|~|uclapasc_342_061_010_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1976-01-06","1 audiocassette (00:32:03)","","","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw0dx/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0ff","ark:/21198/zz0015w1xw","2","Completed","Work","","136","","","","copyrighted","","Young, Andrew, $d 1932-","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","May 6, 1978","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Andrew Young speaking to The Brotherhood Crusade, May 6 1978","uclapasc_342_061_011_a|~|uclapasc_342_061_011_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1978-05-06","1 audiocassette (01:07:08)","Recording of a speech given by Andrew Young to The Brotherhood Crusade, a civil rights advocate organization.|~|Side B is a recording of a CBS Evening News broadcast ca. March 1978.","Los Angeles (Calif.)","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw0ff/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0gz","ark:/21198/zz0015w1xw","2","Completed","Work","soul/audio/uclapasc_342_061_012_M_a.wav","138","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/gz/21198=zz002dw0gz/ark%2B=21198=zz002dw0gz.mp4{}","copyrighted","","Wynne, Philippe�?","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Jones, Regina","compact cassette","","","","January 15, 1977","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Philippe Wynne by Regina Jones, January 15 1977","uclapasc_342_061_012_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1977-01-15","1 audiocassette (00:24:13)","Side B is blank.","","","","","","","","","","","","1453.854521","audio/wav","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw0gz/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0hg","ark:/21198/zz0015w1xw","2","Completed","Work","","139","","","","copyrighted","","LaBelle, Patti|~|Dash, Sarah|~|Hendryx, Nona|~|Labelle (Musical group)","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Johnson, Connie","compact cassette","","","","November 16, 1976","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Labelle by Connie Johnson, Los Angeles, November 16 1976","uclapasc_342_061_013_a|~|uclapasc_342_061_013_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1976-11-16","1 audiocassette (01:23:08)","","Los Angeles (Calif.)","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw0hg/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0j0","ark:/21198/zz0015w1xw","2","Completed","Work","soul/audio/uclapasc_342_061_014_M_a.wav","141","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/j0/21198=zz002dw0j0/ark%2B=21198=zz002dw0j0.mp4{}","copyrighted","","Kilpatrick, Erik|~|Van Patten, Timothy, $d 1959-|~|Paltrow, Bruce, $d 1943-2002","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Terry, Mike|~|Pitts, Leonard","compact cassette","White shadow (Television program)","","","January 11, 1979","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Bruce Paltrow (?), Erik Kilpatrick, and Tim Van Patten on The White Shadow by Mike Terry and Leonard Pitts, January 11 1979","uclapasc_342_061_014_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1979-01-11","1 audiocassette (00:46:16)","Side B is blank.","","","","","","","","","","","","2776.01001","audio/wav","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw0j0/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0kh","ark:/21198/zz0015w1xw","2","Completed","Work","","142","","","","copyrighted","","Gordy, Berry|~|Wonder, Stevie|~|Greene-Brown, Susaye|~|Supremes (Musical group)|~|Klein, Herbert G.|~|Payne, Scherrie|~|Wilson, Mary, $d 1944-","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Jones, Ken","compact cassette","","","","April 13, 1976","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Supremes, ca. 1976; Herbert G. Klein by Ken Jones; Stevie Wonder and Berry Gordy press conference, April 13 1976","uclapasc_342_061_015_b|~|uclapasc_342_061_015_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1976-04-13","1 audiocassette (01:46:27)","","","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw0kh/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0m1","ark:/21198/zz0015w1xw","2","Completed","Work","","144","","","","copyrighted","","Wonder, Stevie","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Underwood, Lee","compact cassette","","","","November 1975","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Stevie Wonder by Lee Underwood, November 1975","uclapasc_342_061_016_a|~|uclapasc_342_061_016_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1975-11","1 audiocassette (01:06:54)","","","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw0m1/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0nj","ark:/21198/zz0015w1xw","2","Completed","Work","","146","","","","copyrighted","","Wonder, Stevie|~|Riperton, Minnie|~|Sylvers (Musical group)|~|Hardaway, Lula","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Sako, Tsuyoko","compact cassette","","","","January 15, 1976|~|November 10, 1975","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Lula Mae Hardaway by Tsuyoko Sako, January 15 1976; The Sylvers (?); Minnie Riperton and Stevie Wonders, November 10, 1975","uclapasc_342_061_017_a|~|uclapasc_342_061_017_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1975-11-10|~|1976-01-15","1 audiocassette (01:03:45)","Lula Mae Hardaway was the mother of Stevie Wonder.","Los Angeles, Calif.","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw0nj/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0p2","ark:/21198/zz0015w1xw","2","Completed","Work","","148","","","","copyrighted","","Thomas, Philip Michael","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Johnson, Connie","compact cassette","","","","1976","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Philip Thomas by Connie Johnson, 1976","uclapasc_342_062_001_a|~|uclapasc_342_062_001_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1976","1 audiocassette (01:02:22)","Also known as Philip Michael Thomas","","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw0p2/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0qk","ark:/21198/zz0015w1xw","2","Completed","Work","soul/audio/uclapasc_342_062_002_M_a.wav","150","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/qk/21198=zz002dw0qk/ark%2B=21198=zz002dw0qk.mp4{}","copyrighted","","Wilson, Mary, $d 1944-","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","July 21, 1976","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Mary Wilson, July 21 1976","uclapasc_342_062_002_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1976-07-21","1 audiocassette (00:31:34)","Side B is blank.","","","","","","","","","","","","1894.820042","audio/wav","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw0qk/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0r3","ark:/21198/zz0015w1xw","2","Completed","Work","soul/audio/uclapasc_342_062_003_M_a.wav","151","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/r3/21198=zz002dw0r3/ark%2B=21198=zz002dw0r3.mp4{}","copyrighted","","Winfield, Paul","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","September 15, 1972","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Paul Winfield, Los Angeles, September 15 1972","uclapasc_342_062_003_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1972-09-15","1 audiocassette (00:39:21)","Side B is blank.|~|Interview is preceded by unidentified piano recital and begins at 00:29:26.","Los Angeles (Calif.)","","","","","","","","","","","2361.16176","audio/wav","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw0r3/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0sm","ark:/21198/zz0015w1xw","2","Completed","Work","","152","","","","copyrighted","","Withers, Bill, $c vocalist","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Jones, Regina","compact cassette","","","","October 16, 1975","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Bill Withers by Regina Jones #1, Los Angeles, October 16 1975","uclapasc_342_062_004_a|~|uclapasc_342_062_004_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1975-10-16","1 audiocassette (01:34:06)","","Los Angeles (Calif.)","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw0sm/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0t4","ark:/21198/zz0015w1xw","2","Completed","Work","soul/audio/uclapasc_342_062_005_M_a.wav","154","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/t4/21198=zz002dw0t4/ark%2B=21198=zz002dw0t4.mp4{}","copyrighted","","Withers, Bill, $c vocalist","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Jones, Regina","compact cassette","","","","October 16, 1975","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Bill Withers by Regina Jones #2 and #3, Los Angeles, October 16 1975","uclapasc_342_062_005_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1975-10-16","1 audiocassette (00:37:36)","Side B is blank.","Los Angeles (Calif.)","","","","","","","","","","","2256.584552","audio/wav","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw0t4/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0vn","ark:/21198/zz0015w1xw","2","Completed","Work","","155","","","","copyrighted","","Withers, Bill, $c vocalist|~|Lloyd, Charles, $d 1938-","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Sako, Tsuyoko","compact cassette","","","","January 9, 1976","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Bill Withers by Tsuyoko Sako, January 9 1976 and Charles Lloyd (?), ca. 1974","uclapasc_342_062_006_a|~|uclapasc_342_062_006_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1976-01-09","1 audiocassette (01:12:20)","Bill Withers is on side 1; Charles Lloyd is on side 2.|~|Original record indicated that Albert Popwell is on side 2.","Los Angeles (Calif.)","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw0vn/manifest"
