Object Type,Title,Item ARK,Parent ARK,File Name,Item Sequence,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Summary,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject geographic,Subject temporal,viewingHint,Subject topic
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 33",ark:/21198/z1573bbm,ark:/21198/z1t45sc2,,,,,"Witnesses: Gray (page 2370), Doubada (page 2349), Smit (page 2392), Dekker (page 2394), Kutivane (page 2397), Mvala (page 2405), Spies (page 2425)",,1960-12-19,,,,,70 pages,,reports,eng|~|afr,b7617662_courtcase_v033,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 34",ark:/21198/z11g2kkf,ark:/21198/z1t45sc2,,,,,"Witnesses: Coetzee (page 2438), Motsoahole (page 2447), Halebese (page 2461), Mavimbela (page 2464), Tatai (page 2473)",,1960-12-20,,,,,54 pages,,reports,afr|~|eng,b7617662_courtcase_v034,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 35",ark:/21198/z1wt0sjx,ark:/21198/z1t45sc2,,,,,"Witnesses: Reyneke (page 2490), Ntikane (page 2499), Tatai (page 2502), Mpempe (page 2507), Moroena (page 2514), Mota (page 2518)",,1960-12-21,,,,,68 pages,,reports,afr|~|eng,b7617662_courtcase_v035,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 36",ark:/21198/z1s201tw,ark:/21198/z1t45sc2,,,,,"Witnesses: Malgas (page 2554), Exilishe (page 2559), Olifant (page 2562), Mohoerra (page 2567), Ndaba (page 2570), Willers (page 2576), Wessels (page 2591), Smuts (page 2600)",,1961-01-03,,,,,23 pages,,reports,eng,b7617662_courtcase_v036,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 37",ark:/21198/z1n89914,ark:/21198/z1t45sc2,,,,,"Witnesses: Litelu (page 2618), Joubert (page 2622), Smit (page 2632), Ngurenya (page 2633), Mtimkulu (page 2645)",,1961-01-04,,,,,80 pages,,reports,afr|~|eng,b7617662_courtcase_v037,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 38",ark:/21198/z1hh8j9d,ark:/21198/z1t45sc2,,,,,"Witnesses: Bester (page 2658), Fourie (2659), Cioffi (page 2654), Blake (page 2656), Mekhoe (page 2662), Seetsi (page 2676)",,1961-01-05,,,,,38 pages,,reports,eng|~|afr,b7617662_courtcase_v038,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 39",ark:/21198/z1cr7snk,ark:/21198/z1t45sc2,,,,,"Witnesses: Kxilishe (page 2679), Van Rensburg (page 2689), Potgieter (page 2691), Fourie (2709), Mynhardt (page 2727), Scheepers (page 2755), Saarman (page 2759), Dollery (page 2787)",,1961-01-09,,,,,103 pages,,reports,eng|~|afr,b7617662_courtcase_v039,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 40",ark:/21198/z18071z0,ark:/21198/z1t45sc2,,,,,"Witnesses: January (2788), Engelbrecht (page 2801), Nthekoa (page 2835)",,1961-01-23,,,,,60 pages,,reports,eng|~|afr,b7617662_courtcase_v040,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 41",ark:/21198/z1476967,ark:/21198/z1t45sc2,,,,,"Witnesses: Nthekoa (page 2845), Fourie (page 2847), van Beloll (page 2850), Robinson (page 2854), Doubada (page 2868), Laurens (page 2869), Makgoe (page 2899)",,1961-01-26,,,,,58 pages,,reports,eng|~|afr,b7617662_courtcase_v041,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 42",ark:/21198/z10k47wt,ark:/21198/z1t45sc2,,,,,"Witnesses: Aswegan (page 2902), Tregoux (page 2906), Makabela (page 2912)",,1961-01-27,,,,,18 pages,,reports,afr|~|eng,b7617662_courtcase_v042,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 43",ark:/21198/z1vt3rc3,ark:/21198/z1t45sc2,,,,,Witness: Wessels (page 2925),,1961-03-09,,,,,17 pages,,reports,eng,b7617662_courtcase_v043,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 44",ark:/21198/z1r230mm,ark:/21198/z1t45sc2,,,,,"Witnesses: Burger (page 2954), Mmotong (page 2957), Els (page 2959)",,1961-04-10,,,,,39 pages,,reports,eng|~|afr,b7617662_courtcase_v044,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 45",ark:/21198/z1m927ww,ark:/21198/z1t45sc2,,,,,"Witnesses: Maja (page 2995), Motaung (page 3024), Lethege (page 3038), Thabane (page 3048), Seretho (page 3058)",,1961-04-17,,,,,89 pages,,reports,eng,b7617662_courtcase_v045,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 46",ark:/21198/z1gj1h7g,ark:/21198/z1t45sc2,,,,,"Witnesses: Musibi (page 3074), Gopane (page 3097), Ndamse (page 3099), Moleko (page 3101), E. Moleko (page 3112), Maisanga (page 3117)",,1961-05-01,,,,,75 pages,,reports,eng,b7617662_courtcase_v046,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 47",ark:/21198/z1bs0rg9,ark:/21198/z1t45sc2,,,,,"Witnesses: Motaung (page 3131), Sakwane (page 3133), Morobe (page 3140), Mhlambi (page 3142), Peter Molefi (page 3175)",,1961-05-02,,,,,69 pages,,reports,eng,b7617662_courtcase_v047,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 48",ark:/21198/z17100r8,ark:/21198/z1t45sc2,,,,, ,,1961-05-09,,,,,18 pages,,reports,eng,b7617662_courtcase_v048,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 49",ark:/21198/z13b7zgs,ark:/21198/z1t45sc2,,,,,Witness: Robert Sobukwe (page 3217),,1961-05-10,,,,,67 pages,,reports,eng,b7617662_courtcase_v049,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 50",ark:/21198/z1zk7g0w,ark:/21198/z1t45sc2,,,,,Witness: Ian Berry (page 3278),,1961-05-12,,,,,32 pages,,reports,eng,b7617662_courtcase_v050,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 51",ark:/21198/z1tt6q68,ark:/21198/z1t45sc2,,,,,Witness: Gabuse (page 3316),,1961-05-12,,,,,25 pages,,reports,eng,b7617662_courtcase_v051,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 52",ark:/21198/z1q25zh9,ark:/21198/z1t45sc2,,,,,"Witnesses: Potlako Leballo (page 3287, 3308), David Ramodibe (page 3332) ",,1961-05-15,,,,,12 pages,,reports,eng,b7617662_courtcase_v052,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 53",ark:/21198/z1k956td,ark:/21198/z1t45sc2,,,,,Witness: David Ramodibe (page 3340),,1961-05-24,,,,,10 pages,,reports,eng,b7617662_courtcase_Ramodibe,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 01a",ark:/21198/z1fj4g4j,ark:/21198/z1t45sc2,,,,,,,1960-06-15,,,,,126 pages,,reports,eng,b7617662_commission_v001a,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 02a",ark:/21198/z19w2dt4,ark:/21198/z1t45sc2,,,,,,,1960-06-15,,,,,153 pages,,reports,eng,b7617662_commission_v002a,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 02",ark:/21198/z1641p2p,ark:/21198/z1t45sc2,,,,,"Witnesses: Grobler (page 65), Xingwana (page 1069), Cawood (page 133)",,1960-04-12,,,,,108 pages,,reports,eng|~|afr,b7617662_commission_v002,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 03",ark:/21198/z12c0xbz,ark:/21198/z1t45sc2,,,,,"Witnesses: Cawood (page 155), van Zyl (page 177), Theron (page 252), Fourie (page 228)",,1960-04-13,,,,,95 pages,,reports,afr,b7617662_commission_v003,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 04",ark:/21198/z1xm0dt6,ark:/21198/z1t45sc2,,,,,"Witnesses: Coetzee (page 356), Fourie (page 250)",,1960-04-20,,,,,130 pages,,reports,eng|~|afr,b7617662_commission_v004,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 05",ark:/21198/z1st9p3b,ark:/21198/z1t45sc2,,,,,"Witness: Labuschagne (pages 370, 450) ",,1960-04-21,,,,,85 pages,,reports,eng|~|afr,b7617662_commission_v005,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 06",ark:/21198/z1p28xft,ark:/21198/z1t45sc2,,,,,Witness: Visser (page 454),,1960-04-22,,,,,64 pages,,reports,eng|~|afr,b7617662_commission_v006,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 07",ark:/21198/z1j985rx,ark:/21198/z1t45sc2,,,,,"Witnesses: Heyl (page 510), Fennigan (page 584), Wessels (page 620)",,1960-04-25,,,,,129 pages,,reports,afr|~|eng,b7617662_commission_v007,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 08",ark:/21198/z1dn64bk,ark:/21198/z1t45sc2,,,,,"Witnesses: Wessels (page 637), Sturwig page 654), van Niekerk (page 680), Stapelberg (page 715), Fouche (page 731), Litelu (page 751)",,1960-04-26,,,,,133 pages,,reports,eng|~|afr,b7617662_commission_v008,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 09",ark:/21198/z18w5cn9,ark:/21198/z1t45sc2,,,,,"Witnesses: Kele (page 764), van der Linden (page 773), Brummer (page 798), Fremantle (page 844)",,1960-04-27,,,,,116 pages,,reports,afr|~|eng,b7617662_commission_v009,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 10",ark:/21198/z1544mwf,ark:/21198/z1t45sc2,,,,,"Witnesses: Claassen (page 874), Motsoahole (page 935), Coetzee (page 943), Joubert (page 982)",,1960-04-28,,,,,129 pages,,reports,afr|~|eng,b7617662_commission_v010,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 11",ark:/21198/z11c3w4p,ark:/21198/z1t45sc2,,,,,"Witnesses: Oosthuizen (page 1001), van den Bergh (page 1037), Booysen (page 1056), Nxumalo (page 1064), Kumalo (page 1064), Kok (page 1079), Manuping (page 1110, 1115)",,1960-05-02,,,,,120 pages,,reports,afr|~|eng,b7617662_commission_v011,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 12",ark:/21198/z1wm3cpt,ark:/21198/z1t45sc2,,,,,"Witnesses: Friedman (page 1120), Steyn (page 1142), Swanepoel (page 1146), Lambinon (page 1152), Mfambila (page 1153), Kabalese (page 1156), Mego (page 1158), Kok (page 1162), Kele (page 1164), White (page 1174), Meyer (page 1179), Nel (page 1185), Ferreira (page 1191)",,1960-05-03,,,,,91 pages,,reports,afr|~|eng,b7617662_commission_v012,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
