Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Thumbnail,Type.typeOfResource,Type.genre,Subject,Name.subject,Name.repository,Rights.statementLocal,Rights.copyrightStatus,Name.creator,Note,Title,Alt ID.local,Description.note,Coverage.geographic,AltIdentifier.local,Date.creation,Subject temporal,Format.dimensions,Format.medium,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c8vq,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c8vq_1830618_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Photo of an engraving of an Indian playing jaraghai,ph_00136,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c8vq,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c8vq/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c8w7,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c8w7_1830609_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Photo of an engraving of an Indian playing nakkara,ph_00133,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c8w7,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c8w7/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c8xr,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c8xr_1830615_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Photo of an engraving of an Indian playing a pair of kettle drums,ph_00135,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c8xr,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c8xr/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c8z8,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c8z8_1830621_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Photo of an engraving of an Indian playing dhak,ph_00137,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c8z8,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c8z8/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c908,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c908_1830672_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Photo of an engraving of an Indian playing sitar,ph_00154,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c908,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c908/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c91s,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c91s_1830606_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Photo of an engraving of an Indian playing baya and tabla,ph_00132,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c91s,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c91s/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c929,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c929_1830612_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,"Photo of an engraving of an Indian playing udukku, mrdanga, ghanta",ph_00134,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c929,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c929/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c93t,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c93t_1830624_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Photo of an engraving of an Indian playing dhol or dadhi,ph_00138,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c93t,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c93t/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c94b,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c94b_1830651_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Photo of an engraving of an Indian playing manjira.,ph_00147,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c94b,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c94b/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c95v,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c95v_1830645_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Photo of an engraving of an Indian playing jaunjari,ph_00145,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c95v,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c95v/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c96c,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c96c_1830657_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Photo of an engraving: Indian playing sanai or shahnai,ph_00149,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c96c,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c96c/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c97w,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c97w_1830705_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Two male dancers in costume performing duel dance,ph_00174,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c97w,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c97w/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c98d,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c98d_1830630_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Photo of an engraving of an Indian playing jhanj,ph_00140,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c98d,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c98d/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c99x,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c99x_1830633_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Photo of an engraving of an Indian playing dariph or dafta,ph_00141,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c99x,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c99x/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c9bf,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c9bf_1830648_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,"Photo of an engraving of an Indian playing kansar, or kasr, or kansi",ph_00146,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c9bf,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c9bf/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c9cz,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c9cz_1830702_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Three male dancers in Macedonian costume,ph_00172,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c9cz,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c9cz/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c9dg,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c9dg_1830642_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Photo of an engraving of an Indian playing jalatarang,ph_00144,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c9dg,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c9dg/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c9f0,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c9f0_1830636_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,"Photo of an engraving of an Indian playing kara, or karrar, or jhaijhara",ph_00142,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c9f0,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c9f0/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c9gh,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c9gh_1830639_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Photo of an engraving of an Indian playing jhanjk or jharjhari,ph_00143,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c9gh,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c9gh/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c9h1,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c9h1_1830627_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Photo of an engraving of an Indian playing khanjar,ph_00139,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c9h1,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c9h1/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c9jj,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c9jj_1830699_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,UCLA Music and Dance of Ghana class,ph_00171,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c9jj,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c9jj/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c9k2,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c9k2_1830663_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Photo of an engraving of an Indian playing tumbi or pungi,ph_00151,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c9k2,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c9k2/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c9mk,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c9mk_1830654_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Photo of an engraving of an Indian playing ranasingha,ph_00148,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c9mk,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c9mk/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c9n3,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c9n3_1830684_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Photo of the Holy Bull of Mysore,ph_00158,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c9n3,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c9n3/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c9pm,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c9pm_1830687_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Indian music study group at UCLA,ph_00162,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c9pm,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c9pm/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c9q4,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c9q4_1830777_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,"Gateway to Besakih, Mother temple of Bali",ph_00230,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c9q4,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c9q4/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c9rn,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c9rn_1830660_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,"Photo of an engraving of an Indian playing turiqq, tuaki, or turuhi.",ph_00150,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c9rn,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c9rn/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c9s5,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c9s5_1830693_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Gamelan Bambung,ph_00164,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c9s5,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c9s5/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c9tp,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c9tp_1830696_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Gamelan Bambung,ph_00165,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c9tp,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c9tp/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c9v6,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c9v6_1830708_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Small photo of sword dancers from Miravci,ph_00175,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c9v6,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c9v6/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c9wq,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c9wq_1830690_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Two photos of the Javanese gamelan of the Royal Tropical Institute in Amsterdam,ph_00163,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c9wq,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c9wq/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c9x7,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c9x7_1830675_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Photo of an engraving of an Indian playing pleka,ph_00155,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c9x7,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c9x7/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027c9zr,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027c9zr_1830669_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Photo of an engraving of an Indian playing shainkh and ghanta,ph_00153,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027c9zr,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027c9zr/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027cb0r,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027cb0r_1830678_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Photo of an engraving of an Indian playing surmongla,ph_00156,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027cb0r,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027cb0r/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027cb18,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027cb18_1830666_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Photo of an engraving: Indian playing bansi or basi,ph_00152,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027cb18,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027cb18/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027cb2s,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027cb2s_1830681_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Photo of an engraving of an Indian playing tambura,ph_00157,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027cb2s,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027cb2s/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027cb39,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027cb39_1830711_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Line of dancers in costume,ph_00178,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027cb39,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027cb39/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027cb4t,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027cb4t_1830735_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Portrait of four Bosnians in traditional clothing,ph_00206,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027cb4t,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027cb4t/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027cb5b,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027cb5b_1830771_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,UCLA students playing Ghanaian drums,ph_00228,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027cb5b,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027cb5b/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027cb6v,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027cb6v_1830759_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Two Macedonian men playing mandola,ph_00220,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027cb6v,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027cb6v/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027cb7c,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027cb7c_1830753_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Man in Macedonia playing a surla,ph_00218,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027cb7c,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027cb7c/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027cb8w,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027cb8w_1830747_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Woman dancer or singer standing by seaside in Gusije,ph_00216,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027cb8w,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027cb8w/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027cb9d,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027cb9d_1830732_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,"Photos of pre-war Bosnians, man and women",ph_00205,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027cb9d,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027cb9d/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027cbbx,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027cbbx_1830714_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Overhead shot of Croatian dancers,ph_00183,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027cbbx,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027cbbx/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027cbcf,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027cbcf_1830768_master.tif,,,,still image,,,"Hood, Mantle","University of California, Los Angeles. Ethnomusicology Archive",,,,,Mantle Hood leading UCLA gamelan ensemble.,ph_00226,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027cbcf,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027cbcf/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027cbdz,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027cbdz_1830738_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Shrove Tuesday figures in costume with accompanying musicians,ph_00207,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027cbdz,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027cbdz/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027cbfg,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027cbfg_1830750_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Line of dancers from Macedonia in Yugoslavia,ph_00217,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027cbfg,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027cbfg/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027cbg0,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027cbg0_1830717_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Macedonian musicians and dancers,ph_00191,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027cbg0,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027cbg0/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027cbhh,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027cbhh_1830729_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,"Woman, probably a singer",ph_00201,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027cbhh,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027cbhh/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027cbj1,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027cbj1_1830741_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Mixed group of dancers in Dacici,ph_00214,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027cbj1,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027cbj1/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027cbkj,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027cbkj_1830720_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Mixed group of Macedonian musicians and singers,ph_00195,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027cbkj,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027cbkj/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027cbm2,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027cbm2_1830762_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,"Three Macedonian men playing mandola, darbuka , and `ud",ph_00221,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027cbm2,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027cbm2/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027cbnk,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027cbnk_1830744_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Two children are dancing to accompaniment of a man playing tapan,ph_00215,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027cbnk,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027cbnk/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0027cbp3,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0027cbp3_1830756_master.tif,,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Three Macedonian men playing kavals,ph_00219,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027cbp3,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027cbp3/manifest
