Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Type.genre,Rights.countryCreation,Rights.rightsHolderContact,Rights.servicesContact,Name.subject,Subject,Relation.isPartOf,Name.repository,Name.creator,Name.photographer,Alt ID.local,Format.dimensions,Title,Date.creation,Format.extent,Description.note,Date.normalized,AltTitle.other,Finding Aid URL,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090d80,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090d80-1-master.tif,28,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_28,30 x 25 cm. (12 x 10 in.),"Split view of three water towers at Univerisal City, Calif.",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090d80,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090d80/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090d9h,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090d9h-1-master.tif,29,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_29,30 x 25 cm. (12 x 10 in.),"Two men constructing wire screens at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090d9h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090d9h/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090db1,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090db1-1-master.tif,30,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_30,30 x 25 cm. (12 x 10 in.),"Small white stacco building in Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090db1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090db1/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090dcj,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090dcj-1-master.tif,31,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_31,30 x 25 cm. (12 x 10 in.),"Studio cafeteria at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090dcj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090dcj/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090dd2,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090dd2-1-master.tif,32,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_33,30 x 25 cm. (12 x 10 in.),"Hallway and stairway in building at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090dd2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090dd2/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090dfk,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090dfk-1-master.tif,33,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_33,30 x 25 cm. (12 x 10 in.),"Worker in saddlery shop at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090dfk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090dfk/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090dg3,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090dg3-1-master.tif,34,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_34,30 x 25 cm. (12 x 10 in.),"Buildings and cars along Laemmle Blvd. in Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090dg3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090dg3/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090dhm,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090dhm-1-master.tif,35,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_35,30 x 25 cm. (12 x 10 in.),"Buildings along Laemmle Blvd. in Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090dhm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090dhm/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090dj4,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090dj4-1-master.tif,36,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_36,30 x 25 cm. (12 x 10 in.),"Lion cages at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090dj4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090dj4/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090dkn,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090dkn-1-master.tif,37,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_37,30 x 25 cm. (12 x 10 in.),"Craftsman style building at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090dkn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090dkn/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090dm5,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090dm5-1-master.tif,38,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_38,30 x 25 cm. (12 x 10 in.),"Adobe or cinder block building with long windows at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090dm5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090dm5/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090dnp,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090dnp-1-master.tif,39,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_39,30 x 25 cm. (12 x 10 in.),"Watertower with landscape around Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090dnp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090dnp/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090dp6,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090dp6-1-master.tif,40,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_40,30 x 25 cm. (12 x 10 in.),"Walnut[?] grove with small building in Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090dp6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090dp6/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090dqq,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090dqq-1-master.tif,41,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_41,30 x 25 cm. (12 x 10 in.),"Dressing/make-up room[?] in building at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090dqq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090dqq/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090dr7,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090dr7-1-master.tif,42,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_42,30 x 25 cm. (12 x 10 in.),"Room with long table and craftsman style chairs [conference room?] at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090dr7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090dr7/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090dsr,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090dsr-1-master.tif,43,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_43,30 x 25 cm. (12 x 10 in.),"Stables or chicken house like building at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090dsr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090dsr/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090dt8,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090dt8-1-master.tif,44,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_44,30 x 25 cm. (12 x 10 in.),"White stucco building with two small windows at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090dt8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090dt8/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090dvs,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090dvs-1-master.tif,45,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_45,30 x 25 cm. (12 x 10 in.),"Mission style building at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090dvs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090dvs/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090dw9,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090dw9-1-master.tif,46,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_46,30 x 25 cm. (12 x 10 in.),"Plankboard shack at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090dw9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090dw9/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090dxt,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090dxt-1-master.tif,47,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_47,30 x 25 cm. (12 x 10 in.),"Shop building at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090dxt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090dxt/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090dzb,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090dzb-1-master.tif,48,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_48,30 x 25 cm. (12 x 10 in.),"Girl at sheep and monkey pens at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090dzb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090dzb/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090f0b,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090f0b-1-master.tif,49,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_49,30 x 25 cm. (12 x 10 in.),"Two goats in pen at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090f0b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090f0b/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090f1v,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090f1v-1-master.tif,50,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_50,30 x 25 cm. (12 x 10 in.),"Bird, sheep and monkey pens at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090f1v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090f1v/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090f2c,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090f2c-1-master.tif,51,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_51,30 x 25 cm. (12 x 10 in.),"Horse stables at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090f2c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090f2c/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090f3w,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090f3w-1-master.tif,52,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_52,30 x 25 cm. (12 x 10 in.),"Wolf cages at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090f3w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090f3w/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090f4d,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090f4d-1-master.tif,53,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_53,30 x 25 cm. (12 x 10 in.),"Dog cages at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090f4d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090f4d/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090f5x,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090f5x-1-master.tif,54,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_54,30 x 25 cm. (12 x 10 in.),"Hay barn interior at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090f5x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090f5x/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090f6f,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090f6f-1-master.tif,55,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_55,30 x 25 cm. (12 x 10 in.),"Wagon outside barn at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090f6f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090f6f/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz000945dg,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz000945dg-1-master.tif,56,,,still image,unknown,unknown,Black-and-white photographs|~|Panoramic photographs|~|Group portraits,,,,Nestor (Motion picture) Company|~|Universal Pictures Company,,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,Ramsey,clus_530_of2_01,23 x 94 cm. (9 x 27 in.),"Nestor Motion Picture Co., Dec. 23rd 1911","December 23, 1911",1 photographic print,Original photograph housed in YRL Special Collections in oversize folder.,1911-12-23,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000945dg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000945dg/manifest
