Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Thumbnail,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Subject.descriptiveTopic,Name.architect,Rights.rightsHolderContact,Name.subject,Name.photographer,Subject,Relation.isPartOf,Name.repository,Rights.permission,Name.creator,Subject.conceptTopic,Description.longitude,Description.fundingNote,Title,Alt ID.local,Format.extent,Format.medium,Description.latitude,Date.normalized,Coverage.geographic,Summary,Description.note,Description.caption,Date.creation,Contents note,Subject temporal,AltTitle.other,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2v1s,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0032.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Snow $z California $z Los Angeles,,,"Down-Hyl Claim (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Olive Percival's Arroyo Seco garden covered in snow, Los Angeles, 1932",uclamss_119_0032,1 photographic negative,b&w nitrate negative,34.116540,1932-01-15,California--Los Angeles--Arroyo Seco,,"Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue|~|Photograph of snow on a section of the garden at Olive Percival's Arroyo Seco home with terra cotta pots next to a path lined with river stones.",Handwritten on negative: 1-32|~|Text from negative sleeve: Snow. 1/15/32.,"January 15, 1932",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2v1s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2v1s/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2v29,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0033.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Snow $z California $z Los Angeles,,,"Down-Hyl Claim (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Olive Percival's Arroyo Seco garden covered in snow with San Pascual Avenue on the right, Los Angeles, 1932",uclamss_119_0033,1 photographic negative,b&w nitrate negative,34.116540,1932-01-15,California--Los Angeles--Arroyo Seco,,"Photograph of Olive Percival's Arroyo Seco garden covered in snow with San Pascual Avenue on the right. This was the first official snow fall recorded in Los Angeles by the United States Weather Bureau in the 54 years of existence of the city.|~|Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue.",Text from negative sleeve: Snow. 1/15/32. Jan 1932.,"January 15, 1932",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2v29,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2v29/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2v3t,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0034.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Dwellings $z California $z Los Angeles|~|Snow $z California $z Los Angeles,,,"Down-Hyl Claim (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Olive Percival's Arroyo Seco garden covered in snow with her house in the distance, Los Angeles, 1932",uclamss_119_0034,1 photographic negative,b&w nitrate negative,34.116540,1932-01-15,California--Los Angeles--Arroyo Seco,,"Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue.|~|Photograph of Olive Percival's Arroyo Seco garden covered in snow with her half-timber construction house, Down-hyl Claim, in the distance amidst tall trees. This was the first official snow fall recorded in Los Angeles by the United States Weather Bureau in the 54 years of existence of the city.",Text from negative sleeve: Snow. 1/15/32.|~|Handwritten on negative: 1-32,"January 15, 1932",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2v3t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2v3t/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2v4b,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0035.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Floods $z California $z Los Angeles,,,"Down-Hyl Claim (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"San Pascual Avenue flooded in front of Olive Percival's Arroyo Seco property, Los Angeles, 1934",uclamss_119_0035,1 photographic negative,b&w nitrate negative,34.116540,1934-01-02,California--Los Angeles--Arroyo Seco,,"Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue.|~|Photograph of San Pascual Avenue, seen through trees, flooded in front of Olive Percival's Arroyo Seco house",Handwritten on negative: Flood. 1-2-34|~|Text from negative sleeve: Flood. 1/2/1934,"January 2, 1934",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2v4b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2v4b/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2v5v,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0036.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Floods $z California $z Los Angeles|~|Streams $z California $z Los Angeles,,,"Down-Hyl Claim (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Street and full creek (normally dry) on Olive Percival's Arroyo Seco property during flooding, Los Angeles, 1938",uclamss_119_0036,1 photographic negative,b&w nitrate negative,34.116540,1938,California--Los Angeles--Arroyo Seco,,"Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue.|~|Photograph of the normally dry creek on Olive Percival's Arroyo Seco property flooded during a rain storm flood. The creek is lined with river stones.","Handwritten on negative: 1938|~|Text from negative sleeve: Flood. 1/2/1934 [negative annotation, ""1938,""  indicates this negative is in the wrong sleeve]",1938,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2v5v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2v5v/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2v6c,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0037.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Snow $z California $z Los Angeles,,,"Down-Hyl Claim (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Olive Percival's Arroyo Seco garden covered in snow, Los Angeles, 1932",uclamss_119_0037,1 photographic negative,b&w nitrate negative,34.116540,1932-01-15,California--Los Angeles--Arroyo Seco,,"Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue. [|~|Photograph of Olive Percival's Arroyo Seco garden covered in snow. This was the first official snow fall recorded in Los Angeles by the United States Weather Bureau in the 54 years of existence of the city.",Text from negative sleeve: Snow. 1/15/32. Jan 1932.,"January 15, 1932",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2v6c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2v6c/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2v7w,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0038.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Floods $z California $z Los Angeles,,,"Down-Hyl Claim (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Tree during a flood on Olive Percival's Arroyo Seco property, Los Angeles, 1938",uclamss_119_0038,1 photographic negative,b&w nitrate negative,-118.174073|~|34.116540,1938,California--Los Angeles--Arroyo Seco,,"Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue. [","Text from negative sleeve: Flood. 1/2/1934.|~|Handwritten on negative: 1938|~|Text from negative sleeve: Flood. 1/2/1934 [negative annotation, ""1938,"" indicates this negative is in the wrong sleeve]",1938,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2v7w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2v7w/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2v8d,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0039.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Gardens $z California $z Los Angeles|~|Floods $z California $z Los Angeles|~|Streams $z California $z Los Angeles,,,"Down-Hyl Claim (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Street and full creek (normally dry) on Olive Percival's Arroyo Seco property during flooding, Los Angeles, 1938",uclamss_119_0039,1 photographic negative,b&w nitrate negative,34.116540,1938-03,California--Los Angeles--Arroyo Seco,,"flood|~|Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue.|~|Photograph of the normally dry creek on Olive Percival's Arroyo Seco property flooded during a rain storm flood. The creek is lined with river stones. The street in the distance is also flooded.",Text frm negative sleeve: Flood '38|~|Handwritten on negative: 3-38 Flooded.,March 1938,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2v8d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2v8d/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2v9x,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0040.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Straw hats|~|Gardens $z California $z Los Angeles,,,"Percival, Olive, $d 1869-1945","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Olive Percival on a garden path lined with straw hats at her Arroyo Seco house, Los Angeles, 1910 or 1912",uclamss_119_0040,1 photographic negative,b&w nitrate negative,34.116540,1910/1912,California--Los Angeles--Arroyo Seco,,"Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue.|~|Photograph of Olive Percival walking away, down on a dirt path lined with river stonesand with straw hats on wooden stakes at her Arroyo Seco house. The hats are trimmed with ribbon bands and flowers. Percival wears an old-fashioned full-skirted dress with ribbon trim on the skirt, and a cloth bonnet. The house is behind trees in the distance.",,[1910 or 1912?],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2v9x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2v9x/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2vbf,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0041.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Cats $z California,,,"Percival, Olive, $d 1869-1945|~|Down-Hyl Claim (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Olive Percival seated on a porch with her cat at her Arroyo Seco house, Los Angeles, 1910 or 1912",uclamss_119_0041,1 photographic negative,b&w nitrate negative,34.116540,1910/1912,California--Los Angeles--Arroyo Seco,,"Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue.|~|Photograph of Olive Percival seated in a wicker chair on a porch at her Arroyo Seco house, Down-hyl Claim. She holds a string for a cat seated in her lap.",,[1910 or 1912],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2vbf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2vbf/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2vcz,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0042.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Hatboxes $z California $z Los Angeles,,,"Down-Hyl Claim (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Olive Percival's hand-painted hatboxes on a porch at her Arroyo Seco home, Los Angeles, 1914",uclamss_119_0042,1 photographic negative,b&w nitrate negative,34.116540,1914-11,California--Los Angeles--Arroyo Seco,,"Round wooden cheese boxes, painted by Olive Percival to re-purpose as hatboxes, arranged on a patio or terrace at her home, Down-hyl Claim. Painted images include a peacock, trees, hearts, and female figures; one box has ""Olive"" decoratively rendered and 2 others have her initials ""O.P.""|~|Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue.",Handwritten on negative: 11-14,November 1914,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2vcz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2vcz/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2vdg,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0043.tif,,,,private,,exterior views|~|black-and-white photographs|~|cellulose nitrate film,still image,,Dwellings $z California $z Los Angeles|~|Cats $z California|~|Gardens $z California $z Los Angeles,,,"Down-Hyl Claim (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Olive Percival's Arroyo Seco house, with her cat perched in front, Los Angeles, 1912",uclamss_119_0043,1 photographic negative,b&w nitrate negative,34.116540,1912-04-11,California--Los Angeles--Arroyo Seco,,"Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue.|~|Photograph of Oliver Percival's house and garden in the Arroyo Seco area of northeast Los Angeles. The house is a two-story, half-timber construction. A cat is perched on a sundial in the abundant garden with flowers, a century plant, a vine growing on the house and trees. A wind mill for the well is visible beside a tall, conical tree.",Handwritten on negative: 4-11-12,"April 11, 1912",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2vdg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2vdg/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2vf0,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0044.tif,,,,private,,interior views|~|black-and-white photographs|~|cellulose nitrate film,still image,,Dwellings $z California $z Los Angeles|~|Silhouettes|~|Bedrooms $z California $z Los Angeles,,,"Down-Hyl Claim (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Bedroom in the Arroyo Seco house of Olive Percival, Los Angeles, 1900-1944",uclamss_119_0044,1 photographic negative,b&w nitrate negative,34.116540,1900/1944,California--Los Angeles--Arroyo Seco,,"Photograph of a bedroom in the house of Olive Percival with a turned port footboard, bookcases against 2 walls and framed images on the wall above including silhouettes.|~|Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue.",,[between 1900-1944],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2vf0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2vf0/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2vgh,ark:/21198/zz000932zv,5,Imported,Work,percival/masters/uclamss_119_0045i.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,uclamss_119_0045i   -   Metadata source image - not to be cataloged,uclamss_119_0045i,1 photographic negative,b&w nitrate negative,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2vgh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2vgh/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2vh1,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0046.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Chinatown (San Francisco, Calif.)|~|Yokes",,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-122.405578,Access to this collection is generously supported by Arcadia funds.,"Chinese man carrying 2 baskets suspended from a yoke resting on his shoulder in Chinatown, San Francisco, 1903",uclamss_119_0046,1 photographic negative,b&w nitrate negative,37.794601,1903-08,California--San Francisco,,Photograph of a Chinese wearing a dark straw hat carrying 2 baskets suspended from a yoke / pole resting on his shoulder in Chinatown|~|A man wearing a very similar hat and jacket appears in photograph ark no. 21198/zz002h2wsn,,August 1903,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2vh1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2vh1/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2vjj,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0047.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Books|~|Sculpture|~|Vases,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Asian vase and statue on a bookcase, photographed by Olive Percival, 1898-1944",uclamss_119_0047,1 photographic negative,b&w nitrate negative,,1898/1944,,,"Asian vase and statue on a bookcase with leather-bound books, photographed by Olive Percival.",,[between 1898-1944],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2vjj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2vjj/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2vk2,ark:/21198/zz000932zv,5,Imported,Work,percival/masters/uclamss_119_0048i.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,uclamss_119_0048i   -   Metadata source image - not to be cataloged,uclamss_119_0048i,1 photographic negative,b&w nitrate negative,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2vk2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2vk2/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2vmk,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0049.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Sculpture $z California $z Los Angeles|~|Lincoln Park (Los Angeles, Calif.)",,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,"Wendt, Julia Bracken, $d 1870-1942",,,Access to this collection is generously supported by Arcadia funds.,"Statue of Abraham Lincoln by the sculptor Julia Bracken Wendt in Lincoln Park, Los Angeles, 1935",uclamss_119_0049,1 photographic negative,b&w nitrate negative,,1935-03-12,California--Los Angeles,,"Statue of Abraham Lincoln by the sculptor Julia Bracken Wendt in Lincoln Park, Los Angeles. The sculpture, a gift of Dr. Norman Bridge, was unveiled in 1930.",Handwritten on negative: 3-12-35,"March 12, 1935",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2vmk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2vmk/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2vn3,ark:/21198/zz000932zv,5,Imported,Work,percival/masters/uclamss_119_0050i.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,uclamss_119_0050i   -   Metadata source image - not to be cataloged,uclamss_119_0050i,1 photographic negative,b&w nitrate negative,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2vn3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2vn3/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2vpm,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0051.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film|~|travel photography,still image,,Niagara Falls (N.Y. and Ont.)|~|Waterfalls $z New York $z Niagara Falls,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-79.071000,Access to this collection is generously supported by Arcadia funds.,"Niagara Falls, photographed by Olive Percival, 1903",uclamss_119_0051,1 photographic negative,b&w nitrate negative,43.080000,1903,New York--Niagara Falls,,"Niagara Falls, photographed by Olive Percival during a trip ""back east.""",Text from negative sleeve: Back East|~|Handwritten on negative: Niagara 1903,1903,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2vpm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2vpm/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2vq4,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0052.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Niagara Falls (N.Y. and Ont.)|~|Waterfalls $z New York $z Niagara Falls,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-79.071000,Access to this collection is generously supported by Arcadia funds.,"Niagara Falls, photographed by Olive Percival, 1903",uclamss_119_0052,1 photographic negative,b&w nitrate negative,43.080000,1903,New York--Niagara Falls,,"Niagara Falls, photographed by Olive Percival during a trip ""back east.""",Text from negative sleeve: Back East,1903,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2vq4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2vq4/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2vrn,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0053.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Cemeteries $x American $z Massachusetts $z Cambridge,,,"Mount Auburn Cemetery (Cambridge, Mass.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-71.146504,Access to this collection is generously supported by Arcadia funds.,"Mount Auburn Cemetery, Cambridge (Mass.), 1903 or 1910",uclamss_119_0053,1 photographic negative,b&w nitrate negative,42.370777,1902/1910,Massachusetts--Cambridge,,View of Mount Auburn Cemetery in Cambridge.,Text from negative sleeve: Back East|~|Handwritten on negative: Mt. Auburn,[1903 or 1910],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2vrn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2vrn/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2vs5,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0054.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film|~|travel photography,still image,,"Parks $z New York (State) $z New York|~|Madison Square Park (New York, N.Y.)",,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-73.987389,Access to this collection is generously supported by Arcadia funds.,"Madison Square Park, New York, 1910",uclamss_119_0054,1 photographic negative,b&w nitrate negative,40.742453,1910,New York--New York,,"View of Madison Square Park covered in snow, photographed by Olive Percival during a trip ""back east.""",Text from negative sleeve: Back East,1910,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2vs5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2vs5/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2vtp,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0055.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Dwellings $z Massachusetts  $z Salem,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-70.896716,Access to this collection is generously supported by Arcadia funds.,"Unidentified house photographed by Olive Percival, Salem, 1903 or 1910",uclamss_119_0055,1 photographic negative,b&w nitrate negative,42.519540,1903/1910,Massachusetts--Salem,,"Unidentified stately three-story brick house with 3-story fluted columns at the side facade porch. Photographed by Olive Percival during a trip ""back east.""",Text from negative sleeve: Back East|~|Handwritten on negative: Salem,[1903 or 1910],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2vtp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2vtp/manifest
