Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Rights.copyrightStatus,Subject,Type.genre,Coverage.geographic,Rights.servicesContact,Language,Name.creator,Name.photographer,Name.subject,Name.repository,Description.fundingNote,Format.extent,Format.medium,Relation.isPartOf,AltTitle.uniform,Title,Alt ID.local,Description.caption,Date.creation,Date.normalized,Description.note,Description.abstract,Description.latitude,Description.longitude,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Blaney (Harry French) Papers,ark:/21198/zz002jk45v,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00073.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research,Black-and-white photographs|~|cellulose nitrate film,Riverside (Calif.),,zxx,,"Compton, O. C. $q (Oliver Cecil), $d 1903-","University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Trench for the study of root development of citrus at the Citrus Experiment Station, Riverside, 1934",uclamss_1682_00073,"Text from negative sleeve: 106.144. Tree X4 T4  10 sec.  .45 stop  cloudy. West side. Neg. 6 & [no. crossed out:] 800 F-c-10. Taken by: C. Compton. Date: Apr. 14,1934.","April 14, 1934",1934-04-14,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk45v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk45v/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk46c,ark:/21198/zz002jjxtb,5,Imported,Work,blaney/tiff/uclamss_1682_00074i.tif,,,,,private,still image,copyrighted,,Black-and-white photographs|~|cellulose nitrate film,,,zxx,,,,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,z - uclamss_1682_00074i,uclamss_1682_00074i,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk46c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk46c/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk47w,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00075.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research,Black-and-white photographs|~|cellulose nitrate film,Riverside (Calif.),,zxx,,"Compton, O. C. $q (Oliver Cecil), $d 1903-","University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Citrus tree in a tub beside a trough at the Citrus Experiment Station, Riverside, 1934",uclamss_1682_00075,"Text from negative sleeve: 106.25.. Neg. 8 & [no. crossed out:] 800 F-a-11. Taken by: C. Compton. Date: Aug. 27,1934.","August 27, 1934",1934-08-27,View of a citrus tree in a tub beside a trough and in front of a tall lattice at the Citrus Experiment Station,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk47w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk47w/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk48d,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00076.tif,,,,,private,still image,copyrighted,Orchards $z California $z Riverside|~|Citrus fruits $x Research,Black-and-white photographs|~|cellulose nitrate film,Riverside (Calif.),,zxx,,"Compton, O. C. $q (Oliver Cecil), $d 1903-","University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Tank experiments at the Citrus Experiment Station, Riverside, 1934",uclamss_1682_00076,"Text from negative sleeve: 106.25. Tank experiments. Citrus Experiment Station. Neg.: 10 & [no. crossed out:] 800-F-a-8. Taken by: O. C. Compton. Date: Sept., 1934.",September 1934,1934-09,"View of citrus trees planted in metal tanks lined up in rows, beside a weighing lysimeter on a track, with an orchard beyond,  at the Citrus Experiment Station.",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk48d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk48d/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk49x,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00077.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research,Black-and-white photographs|~|cellulose nitrate film,Riverside (Calif.),,zxx,,"Compton, O. C. $q (Oliver Cecil), $d 1903-","University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Trench for the study of root development of citrus in Field S-3 at the Citrus Experiment Station, Riverside, 1934",uclamss_1682_00077,"Handwritten on negative: CC 11|~|Text from negative sleeve: 106.25. Root development of citrus. Field S-3. Plot 5, row 4, tree 4. Neg.: 11 & [no. crossed out:] 800-F-c-22. Taken by: O. C. Compton. Date: Dec. 18, 1934.","December 18, 1934",1934-12-18,"View of a trench beside a citrus tree, used  for the study of root development of citrus in Field S-3, plot 5, row 4, tree 4 at the Citrus Experiment Station.",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk49x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk49x/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk4bf,ark:/21198/zz002jjxtb,5,Imported,Work,blaney/tiff/uclamss_1682_00078i.tif,,,,,private,still image,copyrighted,,Black-and-white photographs|~|cellulose nitrate film,,,zxx,,,,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,z - uclamss_1682_00078i,uclamss_1682_00078i,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk4bf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk4bf/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk4cz,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00079.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research,Black-and-white photographs|~|cellulose nitrate film,Riverside (Calif.),,zxx,,"Compton, O. C. $q (Oliver Cecil), $d 1903-","University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Trench for the study of root development of citrus in Field S-3 at the Citrus Experiment Station, Riverside, 1934",uclamss_1682_00079,"Text from negative sleeve: 106.25. Root development of citrus. Field S-3. Plot 8, south side. Row 4, tree 3. Neg.: 12 & [no. crossed out:] 800-F-c-23. Taken by: O. C. Compton. Date: Dec. 20, 1934.","December 20, 1934",1934-12-20,"View of a trench beside a citrus tree, used for the study of root development of citrus in Field S-3, plot 8, row 4, tree 3 at the Citrus Experiment Station.",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk4cz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk4cz/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk4dg,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00080.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research,Black-and-white photographs|~|cellulose nitrate film,Riverside (Calif.),,zxx,,"Compton, O. C. $q (Oliver Cecil), $d 1903-","University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Trench for the study of root development of citrus in Field S-3 at the Citrus Experiment Station, Riverside, 1934",uclamss_1682_00080,"Handwritten on negative: CC 13|~|Text from negative sleeve: 106.25. Root development of citrus. Field S-3. North side, plot 8, row 4, tree 3. Neg.: 13 & [no. crossed out:] 800-F-a-24. Taken by: O. C. Compton. Date: Dec. 20, 1934.","December 20, 1934",1934-12-20,"View of a trench beside a citrus tree, used for the study of root development of citrus in Field S-3, north side, plot 8, row 4, tree 3 at the Citrus Experiment Station",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk4dg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk4dg/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk4f0,ark:/21198/zz002jjxtb,5,Imported,Work,blaney/tiff/uclamss_1682_00081i.tif,,,,,private,still image,copyrighted,,Black-and-white photographs|~|cellulose nitrate film,,,zxx,,,,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,z - uclamss_1682_00081i,uclamss_1682_00081i,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk4f0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk4f0/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk4gh,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00082.tif,,,,,private,still image,copyrighted,Cover crops $z California $z Riverside,Black-and-white photographs|~|cellulose nitrate film,Riverside (Calif.),,zxx,"Compton, O. C. $q (Oliver Cecil), $d 1903-",,"University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Shelter over a cover crop at the Citrus Experiment station, Riverside, 1935",uclamss_1682_00082,"Text from negative sleeve: 106.25. Shelter over covercrop. Citrus Experiment station. Neg.: 14 & [no. crossed out:] 800-F-c-26. Taken by: O. C. Compton. Date: Jan. 16, 1935.","January 16, 1935",1935-01-16,Shelter over a covercrop in a field at the Citrus Experiment station.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk4gh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk4gh/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk4h1,ark:/21198/zz002jjxtb,5,Imported,Work,blaney/tiff/uclamss_1682_00083i.tif,,,,,private,still image,copyrighted,,Black-and-white photographs|~|cellulose nitrate film,,,zxx,,,,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,z - uclamss_1682_00083i,uclamss_1682_00083i,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk4h1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk4h1/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk4jj,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00084.tif,,,,,private,still image,copyrighted,Cover crops $z California $z Riverside,Black-and-white photographs|~|cellulose nitrate film,Riverside (Calif.),,zxx,,"Compton, O. C. $q (Oliver Cecil), $d 1903-","University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Cover crop of mustard in field 1 at the Citrus Experiment Station, Riverside, 1935",uclamss_1682_00084,"Text from negative sleeve: 106.25. Covercrop of mustard in field 1. Block I. Row 52. Neg.: 15 & [no. crossed out:] 800-F-c-25. Taken by: O. C. Compton. Date: Jan. 16, 1935.","January 16, 1935",1935-01-16,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk4jj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk4jj/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk4k2,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00085.tif,,,,,private,still image,copyrighted,Cover crops $z California $z Riverside,Black-and-white photographs|~|cellulose nitrate film,Riverside (Calif.),,zxx,,"Compton, O. C. $q (Oliver Cecil), $d 1903-","University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Cover crop of mustard and melilotus in field 1 at the Citrus Experiment Statin, Riverside,",uclamss_1682_00085,"Text from negative sleeve: 106.25. Covercrop of mustard and Melilotus. Field I. Plot 2. Similar to plot/only not covered. Neg.: 16 & [no. crossed out:] 800-F-c-27. Taken by: O. C. Compton. Date: Jan. 17, 1935.","January 17, 1935",1935-01-17,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk4k2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk4k2/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk4mk,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00086.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research,Black-and-white photographs|~|cellulose nitrate film,,,zxx,,"Compton, O. C. $q (Oliver Cecil), $d 1903-",,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Root growth of tank tree number 13, a Washington navel orange tree, 1935",uclamss_1682_00086,"Text from negative sleeve: 106.25, 106.144. Root growth of tank tree #13. Washington Navel. Neg.: [no. is crossed out:] 800. F a 12. Taken by: C. Compton. Date: Jan. 24, 1935.","January 24, 1935",1935-01-24,"View of the root growth of a tank tree, shown suspended above the ground beside a measuring stick, with the side of a corrugated metal building in the background.",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk4mk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk4mk/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk4n3,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00087.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research,Black-and-white photographs|~|cellulose nitrate film,,,zxx,,"Compton, O. C. $q (Oliver Cecil), $d 1903-",,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Root system of citrus grown in 4-ft. tanks: lemon, grapefruit and Valencia orange, 1935",uclamss_1682_00087,"Text from negative sleeve: 106.25. Root system of citrus grown in 4-ft. tanks. Infrequent irrigation. Left to right, lemon, grapefruit, Valencia. Neg.: 18 & [no. crossed out:] CC 8. Taken by: O. C. Compton. Date: 3/1935.",March 1935,1935-03,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk4n3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk4n3/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk4pm,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00088.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research,Black-and-white photographs|~|cellulose nitrate film,,,zxx,,"Compton, O. C. $q (Oliver Cecil), $d 1903-",,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Root system of citrus grown in 4-ft. tanks: lemon, grapefruit and Valencia orange, 1935",uclamss_1682_00088,"Text from negative sleeve: 106.25. Root system of citrus grown in 4-ft. tanks. Infrequent irrigation. Left to right, lemon, grapefruit, Valencia. Neg.: 19 & [no. crossed out:] CC 9. Taken by: O. C. Compton. Date: 3/1935.",March 1935,1935-03,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk4pm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk4pm/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk4q4,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00089.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research|~|Irrigation research $z California $z Riverside|~|Citrus $x Irrigation,Black-and-white photographs|~|slides (photographs)|~|cellulose nitrate film|~|line graphs,,,eng,,"Compton, O. C. $q (Oliver Cecil), $d 1903-",,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Graph titled ""Average Consumptive Use 1930-31. Riverside - San Bernardino Area,"" 1935",uclamss_1682_00089,Text from negative sleeve: 107. Average consumptive use 1931: Riverside-San Bernardino area. Neg.: 20 & [no. crossed out:] 790-2. Taken by: C. Compton. Date: 3/27/1935. Slide No.: 1.|~|Handwritten on negative: CC 20,"March 27, 1935",1935-03-27,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk4q4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk4q4/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk4rn,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00090.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research,Black-and-white photographs|~|slides (photographs)|~|cellulose nitrate film|~|line graphs,,,eng,,"Compton, O. C. $q (Oliver Cecil), $d 1903-","University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Graph titled ""Fruit Growth and Soil Moisture. Plot 1, C. E. S., 1931,"" 1935",uclamss_1682_00090,"Text from negative sleeve: 101.13 & 106.25. Fruit growth and soil moisture; plot 1, C.E.S. [Citrus Experiment Station], 1931. Neg.: 21 & [no. crossed out:] 790-6. Taken by: C. Compton. Date: 3/27/1935. Slide No.: 5.|~|Handwritten on negative: CC 21","March 27, 1935",1935-03-27,C. E. S. stands for University of California Citrus Experiment Station.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk4rn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk4rn/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk4s5,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00091.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research,Black-and-white photographs|~|slides (photographs)|~|cellulose nitrate film|~|line graphs,,,eng,,"Compton, O. C. $q (Oliver Cecil), $d 1903-","University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Graph titled ""Fruit Growth and Soil Moisture. Plot 2, C. E. S. 1931,"" 1935",uclamss_1682_00091,"Text from negative sleeve: 106.25 & 101.13. Fruit growth and soil moisture; plot 2, C.E.S. [Citrus Experiment Station], 1931. Neg.: 22 & [no. crossed out:] 790-7. Taken by: C. Compton. Date: 3/27/1935. Slide No.: 6.","March 27, 1935",1935-03-27,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk4s5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk4s5/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk4tp,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00092.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research,Black-and-white photographs|~|slides (photographs)|~|cellulose nitrate film|~|line graphs,,,eng,,"Compton, O. C. $q (Oliver Cecil), $d 1903-",,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Graph titled ""Extraction of Soil Moisture. Corona 1934,"" 1935",uclamss_1682_00092,"Text from negative sleeve: 101.12. Extraction of soil moisture; Corona, 1934. Neg.: 23 & [no. crossed out:] 790-5. Taken by: C. Compton. Date: 3/27/1935. Slide No.: 4.","March 27, 1935",1935-03-27,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk4tp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk4tp/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk4v6,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00093.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research|~|Irrigation research $z California $z Riverside|~|Citrus $x Irrigation,Black-and-white photographs|~|slides (photographs)|~|cellulose nitrate film|~|line graphs,,,eng,,"Compton, O. C. $q (Oliver Cecil), $d 1903-",,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Graph titled ""Consumptive Use of Water. Corona 1934. Available and Deficient Moisture,"" 1935",uclamss_1682_00093,Text from negative sleeve: 107. Consumptive use of water Corona 1934--Available and deficient moisture. Neg.: 24 & [no. crossed out:] 790-4. Taken by: C. Compton. Date: 3/27/1935. Slide No.: 3.,"March 27, 1935",1935-03-27,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk4v6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk4v6/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk4wq,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00094.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research|~|Irrigation research $z California $z Riverside|~|Citrus $x Irrigation,Black-and-white photographs|~|slides (photographs)|~|cellulose nitrate film|~|line graphs,,,eng,,"Compton, O. C. $q (Oliver Cecil), $d 1903-",,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Graph titled ""Consumptive use of water. Corona 1934,"" 1935",uclamss_1682_00094,Text from negative sleeve: 107. Consumptive use of water: Corona 1934. Neg.: 25 & [no. crossed out:] 790-3. Taken by: C. Compton. Date: 3/27/1935. Slide No.: 2.,"March 27, 1935",1935-03-27,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk4wq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk4wq/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk4x7,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00095.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research,Black-and-white photographs|~|slides (photographs)|~|cellulose nitrate film|~|line graphs,,,eng,,"Compton, O. C. $q (Oliver Cecil), $d 1903-","University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Graph titled ""Fruit Growth and Soil Moisture; Plot 3, C. E. S., 1931,"" 1935",uclamss_1682_00095,"Text from negative sleeve: 107. Fruit growth and soil moisture; plot 3, C.E.S. [Citrus Experiment Station], 1931. Neg.: 26 & [no. crossed out:] 790-8. Taken by: C. Compton. Date: 3/27/1935. Slide No.: 7.","March 27, 1935",1935-03-27,C. E. S. stands for University of California Citrus Experiment Station.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk4x7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk4x7/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk4zr,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00096.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research|~|Irrigation research $z California $z Riverside|~|Citrus $x Irrigation,Black-and-white photographs|~|slides (photographs)|~|cellulose nitrate film|~|line graphs,,,eng,,"Compton, O. C. $q (Oliver Cecil), $d 1903-",,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Graph titled ""Average Consumptive Use 1931. Lemons - Pomona,"" 1935",uclamss_1682_00096,"Text from negative sleeve: 107. Average consumptive use, 1931, lemons--Pomona. Neg.: 27 & [no. crossed out:] 790-11. Taken by: C. Compton. Date: 3/27/1935. Slide No.: 10.","March 27, 1935",1935-03-27,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk4zr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk4zr/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk50r,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00097.tif,,,,,private,still image,copyrighted,Furrow irrigation|~|Irrigation research $z California $z Riverside,Black-and-white photographs|~|slides (photographs)|~|cellulose nitrate film|~|diagrams,,,eng,,"Compton, O. C. $q (Oliver Cecil), $d 1903-",,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Diagram titled ""Methods of Furrow Irrigation. Straight Furrows. Zigzag Furrows. Straight Furrows With Pockets,"" 1935",uclamss_1682_00097,"Text from negative sleeve: 105.1. Methods of furrow irrigation; straight furrows, zigzag furrows, and straight furrows with pockets. Neg.: 28 & [no. crossed out:] 790-13. Taken by: C. Compton. Date: 3/27/1935. Slide No.: 12.","March 27, 1935",1935-03-27,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk50r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk50r/manifest
