Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Rights.copyrightStatus,Subject,Type.genre,Rights.statementLocal,Name.repository,Rights.permission,Rights.rightsHolderName,Name.photographer,Rights.servicesContact,Date.creation,Date.normalized,Coverage.geographic,Relation.isPartOf,Alt ID.local,Format.extent,Title,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vm6k,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vm6k_1791842_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Economy|~|Business|~|Media,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw59.tif,1 Photograph,Garment Industry Building,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vm6k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vm6k/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vm73,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vm73_1791890_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Government|~|Business|~|Legal,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw73.tif,1 Photograph,Licenses and Posters for Labor,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vm73,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vm73/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vm8m,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vm8m_1791914_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Economy|~|Business|~|Environment,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June26_gw38.tif,1 Photograph,"Garment Industry Buildings, Los Angeles",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vm8m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vm8m/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vmbn,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vmbn_1791917_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Environment,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June26_gw39.tif,1 Photograph,Downtown Los Angeles,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vmbn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vmbn/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vmk8,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vmk8_1793308_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw67.tif,1 Photograph,Behind Iron Door,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vmk8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vmk8/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vmms,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vmms_1793142_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw35.tif,1 Photograph,Garment Industry Building,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vmms,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vmms/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vmpt,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vmpt_1793317_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw68.tif,1 Photograph,Garment Workers,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vmpt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vmpt/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vmqb,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vmqb_1791899_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June26_gw33.tif,1 Photograph,Ventilation at Garment Factory Building,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vmqb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vmqb/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vmrv,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vmrv_1793148_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw38.tif,1 Photograph,Garment Workers,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vmrv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vmrv/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vmsc,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vmsc_1793320_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw69.tif,1 Photograph,Garment Workers,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vmsc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vmsc/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vmtw,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vmtw_1793154_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw41.tif,1 Photograph,Sign at a Garment Factory,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vmtw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vmtw/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vts8,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vts8_1793290_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw61.tif,1 Photograph,Garment Industry Building,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vts8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vts8/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vtts,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vtts_1793088_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business|~|Arts,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw2.tif,1 Photograph,Garment Industry Building,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vtts,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vtts/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vtv9,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vtv9_1793285_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw60.tif,1 Photograph,Garment Industry Building,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vtv9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vtv9/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vtwt,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vtwt_1793323_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw70.tif,1 Photograph,Garment Factory,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vtwt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vtwt/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vtxb,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vtxb_1793178_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw56.tif,1 Photograph,Garment Worker Sewing,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vtxb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vtxb/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vtzv,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vtzv_1793160_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw44.tif,1 Photograph,Garment Worker,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vtzv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vtzv/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vv0v,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vv0v_1793296_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Economy|~|Transportation|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw63.tif,1 Photograph,"The Alley, Garment District Los Angeles",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vv0v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vv0v/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vv1c,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vv1c_1793344_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Economy|~|Transportation|~|Environment,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June26_gw34.tif,1 Photograph,Downtown Los Angeles,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vv1c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vv1c/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vv2w,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vv2w_1793091_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business|~|Arts,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw3.tif,1 Photograph,Garment Industry Building,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vv2w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vv2w/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vv3d,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vv3d_1793175_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw55.tif,1 Photograph,Garment Workers at Work,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vv3d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vv3d/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vv4x,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vv4x_1793326_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw71.tif,1 Photograph,Garment Workers,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vv4x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vv4x/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vv5f,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vv5f_1793299_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw65.tif,1 Photograph,Garment Workers at Work,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vv5f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vv5f/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vv6z,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vv6z_1793166_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw46.tif,1 Photograph,Garment Worker at Work,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vv6z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vv6z/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vv7g,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vv7g_1793302_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw66.tif,1 Photograph,Behind Iron Door,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vv7g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vv7g/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vv80,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vv80_1793347_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Economy|~|Environment,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June26_gw100.tif,1 Photograph,"Garment Industry Buildings, Los Angeles",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vv80,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vv80/manifest
