Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Coverage.geographic,Coverage.temporal,Subject,Alt ID.local,Title,Name.creator,AltTitle.uniform,Relation.isPartOf,Summary,Description.note,Date.creation,Date.normalized,Publisher.placeOfOrigin,Publisher.publisherName,Name.subject,Name.photographer,Name.repository,Finding Aid URL,Opac url,Bucketeer State,IIIF Access URL
Han Yu-Shan Collection,ark:/21198/zz0019ppzj,ark:/21198/zz0019pfcc,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019ppzj_740831_master.tif,4,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Qufu Xian (China)|~|Shandong Sheng (China)|~|Yanzhou (Shandong Sheng, China)",,Civil service--China--Examinations.,uclamss_1372_17b_004_9-10,uclamss_1372_17b_004_9-10,Kong Jihou|~|孔繼堠,嘉慶七年殿試-孔繼堠,滿漢合璧禮部印|~|Stamp|~|彌縫後卷背|~|Seal Stamped on Verso,,Rank 3 No. 146|~|應殿試舉人臣孔繼堠年叁拾陸歲山東兖州府曲阜縣人由廪膳生應乾隆伍拾玖年鄉試中式由舉人應嘉慶柒年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖興洛祖毓銓 父傳煜|~|Age: 36,1802,1802,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019ppzj
Han Yu-Shan Collection,ark:/21198/zz0019pq0j,ark:/21198/zz0019pfdw,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019pq0j_740841_master.tif,1,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Changshou Xian (China)|~|Chongqing Fu (Sichuan Sheng, China)",Sichuan Sheng (China),Civil service--China--Examinations.,uclamss_1372_17b_005,uclamss_1372_17b_005,陶斯咏|~|Tao Siyong,嘉慶七年殿試-陶斯咏,Overview|~|全式,,Rank 3 No. 145|~|應殿試舉人臣陶斯咏年叁拾貳歲四川重慶府長壽縣人由附學生應乾隆伍拾叁年鄉試中式由舉人應嘉慶柒年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖秉漢祖如岡父希貢|~|Age: 32,1802,1802,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pq0j
Han Yu-Shan Collection,ark:/21198/zz0019pq12,ark:/21198/zz0019pfdw,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019pq12_740962_master.tif,2,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Changshou Xian (China)|~|Chongqing Fu (Sichuan Sheng, China)|~|Sichuan Sheng (China)",,Civil service--China--Examinations.,uclamss_1372_17b_005_4,uclamss_1372_17b_005_4,陶斯咏|~|Tao Siyong,嘉慶七年殿試-陶斯咏,名次|~|彌縫後卷背|~|Seal Stamp|~|Seal Stamped on Verso|~|Rank|~|騎縫關防,,Age: 32|~|應殿試舉人臣陶斯咏年叁拾貳歲四川重慶府長壽縣人由附學生應乾隆伍拾叁年鄉試中式由舉人應嘉慶柒年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖秉漢祖如岡父希貢|~|Rank 3 No. 145,1802,1802,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pq12
Han Yu-Shan Collection,ark:/21198/zz0019pq2k,ark:/21198/zz0019pfdw,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019pq2k_740968_master.tif,3,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Changshou Xian (China)|~|Chongqing Fu (Sichuan Sheng, China)|~|Sichuan Sheng (China)",,Civil service--China--Examinations.,uclamss_1372_17b_005_6,uclamss_1372_17b_005_6,Tao Siyong|~|陶斯咏,嘉慶七年殿試-陶斯咏,Rank|~|彌縫後卷背|~|擬名次|~|Seal Stamped on Verso,,應殿試舉人臣陶斯咏年叁拾貳歲四川重慶府長壽縣人由附學生應乾隆伍拾叁年鄉試中式由舉人應嘉慶柒年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖秉漢祖如岡父希貢|~|Age: 32|~|Rank 3 No. 145,1802,1802,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pq2k
Han Yu-Shan Collection,ark:/21198/zz0019pq33,ark:/21198/zz0019pfdw,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019pq33_740973_master.tif,4,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Changshou Xian (China)|~|Chongqing Fu (Sichuan Sheng, China)|~|Sichuan Sheng (China)",,Civil service--China--Examinations.,uclamss_1372_17b_005_9-10,uclamss_1372_17b_005_9-10,Tao Siyong|~|陶斯咏,嘉慶七年殿試-陶斯咏,滿漢合璧禮部印|~|彌縫後卷背|~|Stamp|~|Seal Stamped on Verso,,Age: 32|~|應殿試舉人臣陶斯咏年叁拾貳歲四川重慶府長壽縣人由附學生應乾隆伍拾叁年鄉試中式由舉人應嘉慶柒年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖秉漢祖如岡父希貢|~|Rank 3 No. 145,1802,1802,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pq33
Han Yu-Shan Collection,ark:/21198/zz0019pq4m,ark:/21198/zz0019pfdw,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019pq4m_744664_master.tif,5,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Changshou Xian (China)|~|Chongqing Fu (Sichuan Sheng, China)|~|Sichuan Sheng (China)",,Civil service--China--Examinations.,uclamss_1372_17b_005_15-16,uclamss_1372_17b_005_15-16,陶斯咏|~|Tao Siyong,嘉慶七年殿試-陶斯咏,Seal Stamped on Verso|~|彌縫後卷背|~|滿漢合璧禮部印,,Rank 3 No. 145|~|應殿試舉人臣陶斯咏年叁拾貳歲四川重慶府長壽縣人由附學生應乾隆伍拾叁年鄉試中式由舉人應嘉慶柒年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖秉漢祖如岡父希貢|~|Age: 32,1802,1802,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pq4m
Han Yu-Shan Collection,ark:/21198/zz0019pqvg,ark:/21198/zz0019pffd,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019pqvg_740996_master.tif,1,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,Fuliang Xian (China)|~|Raozhou Fu (China)|~|Jiangxi Sheng (China),,Civil service--China--Examinations.,uclamss_1372_17b_006,uclamss_1372_17b_006,鄧傳安|~|Deng Chuan'an,嘉慶十年殿試-鄧傳安,全式|~|Overview,,Age: 43|~|Rank 3 No. 3|~|應殿試舉人臣鄧傳安年肆拾叁歲江西饒州府浮梁縣人由拔貢生應乾隆伍拾肆年鄉試中式由舉人應嘉慶拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖文諫祖以忠父夢琴,1805,1805,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pqvg
Han Yu-Shan Collection,ark:/21198/zz0019pqw0,ark:/21198/zz0019pffd,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019pqw0_742269_master.tif,2,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,Fuliang Xian (China)|~|Raozhou Fu (China)|~|Jiangxi Sheng (China),,Civil service--China--Examinations.,uclamss_1372_17b_006_9-10,uclamss_1372_17b_006_9-10,Deng Chuan'an|~|鄧傳安,嘉慶十年殿試-鄧傳安,Seal Stamped on Verso|~|滿漢合璧禮部印|~|彌縫後卷背,,應殿試舉人臣鄧傳安年肆拾叁歲江西饒州府浮梁縣人由拔貢生應乾隆伍拾肆年鄉試中式由舉人應嘉慶拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖文諫祖以忠父夢琴|~|Rank 3 No. 3|~|Age: 43,,,1805,1805,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pqw0
Han Yu-Shan Collection,ark:/21198/zz0019pqxh,ark:/21198/zz0019pfgx,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019pqxh_742272_master.tif,1,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Henan Sheng (China)|~|Dengfeng Xian (China)|~|Henan Fu (Henan Sheng, China)",,Civil service--China--Examinations.,uclamss_1372_17b_007,uclamss_1372_17b_007,Fu Zhongzhuan|~|傅鍾瑑,嘉慶十三年殿試-傅鍾瑑,全式|~|Overview,,Rank 3 No. 24|~|應殿試舉人臣傅鍾瑑年貳拾伍歲河南河南府登封縣人由廪膳生應嘉慶拾貳年鄉試中式由舉人應嘉慶拾叁年會試中式今應殿試謹將三代腳色開具於後一 三 代祖榮錦父墀夔|~|Age: 25,1808,1808,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pqxh
Han Yu-Shan Collection,ark:/21198/zz0019pqz1,ark:/21198/zz0019pfgx,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019pqz1_742287_master.tif,2,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Henan Sheng (China)|~|Dengfeng Xian (China)|~|Henan Fu (Henan Sheng, China)",,Civil service--China--Examinations.,,uclamss_1372_17b_007_3,Fu Zhongzhuan|~|傅鍾瑑,嘉慶十三年殿試-傅鍾瑑,Rank|~|Seal Stamped on Verso|~|彌縫後卷背|~|騎縫關防|~|名次,,Rank 3 No. 24|~|應殿試舉人臣傅鍾瑑年貳拾伍歲河南河南府登封縣人由廪膳生應嘉慶拾貳年鄉試中式由舉人應嘉慶拾叁年會試中式今應殿試謹將三代腳色開具於後一 三 代祖榮錦父墀夔|~|Age: 25,1808,1808,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pqz1
Han Yu-Shan Collection,ark:/21198/zz0019pr01,ark:/21198/zz0019pfgx,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019pr01_742296_master.tif,3,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Henan Sheng (China)|~|Dengfeng Xian (China)|~|Henan Fu (Henan Sheng, China)",,Civil service--China--Examinations.,uclamss_1372_17b_007_5,uclamss_1372_17b_007_5,Fu Zhongzhuan|~|傅鍾瑑,嘉慶十三年殿試-傅鍾瑑,彌縫後卷背|~|Rank|~|擬名次|~|Seal Stamped on Verso,,應殿試舉人臣傅鍾瑑年貳拾伍歲河南河南府登封縣人由廪膳生應嘉慶拾貳年鄉試中式由舉人應嘉慶拾叁年會試中式今應殿試謹將三代腳色開具於後一 三 代祖榮錦父墀夔|~|Age: 25|~|Rank 3 No. 24,1808,1808,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pr01
Han Yu-Shan Collection,ark:/21198/zz0019pr1j,ark:/21198/zz0019pfgx,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019pr1j_742300_master.tif,4,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Henan Sheng (China)|~|Dengfeng Xian (China)|~|Henan Fu (Henan Sheng, China)",,Civil service--China--Examinations.,uclamss_1372_17b_007_8-9,uclamss_1372_17b_007_8-9,Fu Zhongzhuan|~|傅鍾瑑,嘉慶十三年殿試-傅鍾瑑,彌縫後卷背|~|滿漢合璧禮部印|~|Seal Stamped on Verso,,應殿試舉人臣傅鍾瑑年貳拾伍歲河南河南府登封縣人由廪膳生應嘉慶拾貳年鄉試中式由舉人應嘉慶拾叁年會試中式今應殿試謹將三代腳色開具於後一 三 代祖榮錦父墀夔|~|Age: 25|~|Rank 3 No. 24,1808,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pr1j
Han Yu-Shan Collection,ark:/21198/zz0019pr22,ark:/21198/zz0019pfgx,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019pr22_742317_master.tif,5,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Henan Sheng (China)|~|Dengfeng Xian (China)|~|Henan Fu (Henan Sheng, China)",,Civil service--China--Examinations.,uclamss_1372_17b_007_14-15,uclamss_1372_17b_007_14-15,Fu Zhongzhuan|~|傅鍾瑑,嘉慶十三年殿試-傅鍾瑑,彌縫後卷背|~|滿漢合璧禮部印|~|Seal Stamped on Verso,,應殿試舉人臣傅鍾瑑年貳拾伍歲河南河南府登封縣人由廪膳生應嘉慶拾貳年鄉試中式由舉人應嘉慶拾叁年會試中式今應殿試謹將三代腳色開具於後一 三 代祖榮錦父墀夔|~|Age: 25|~|Rank 3 No. 24,1808,1808,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pr22
Han Yu-Shan Collection,ark:/21198/zz0019pr3k,ark:/21198/zz0019pfgx,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019pr3k_742327_master.tif,6,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Henan Sheng (China)|~|Dengfeng Xian (China)|~|Henan Fu (Henan Sheng, China)",,Civil service--China--Examinations.,uclamss_1372_17b_007_17,uclamss_1372_17b_007_17,傅鍾瑑|~|Fu Zhongzhuan,嘉慶十三年殿試-傅鍾瑑,Seal Stamped on Verso|~|滿漢合璧禮部印|~|彌縫後卷背,,Rank 3 No. 24|~|Age: 25|~|應殿試舉人臣傅鍾瑑年貳拾伍歲河南河南府登封縣人由廪膳生應嘉慶拾貳年鄉試中式由舉人應嘉慶拾叁年會試中式今應殿試謹將三代腳色開具於後一 三 代祖榮錦父墀夔,1808,1808,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pr3k
Han Yu-Shan Collection,ark:/21198/zz0019pr43,ark:/21198/zz0019pfhf,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019pr43_742345_master.tif,1,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Guilin Fu (Guangxi Sheng, China)|~|Lingui Xian (China)|~|Guangxi Sheng (China)",,Civil service--China--Examinations.,uclamss_1372_17b_008,uclamss_1372_17b_008,Xiao Yingquan|~|蕭應荃,嘉慶十三年殿試-蕭應荃,Overview|~|全式,,Age: 33|~|Rank 2 No. 3|~|應殿試舉人臣蕭應荃年叁拾叁歲廣西桂林府臨桂縣人由廪膳生應嘉慶拾貳年鄉試中式由舉人應嘉慶拾叁年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖秉鈞祖正燻父馨義,1808,1808,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pr43
Han Yu-Shan Collection,ark:/21198/zz0019pr5m,ark:/21198/zz0019pfhf,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019pr5m_742353_master.tif,2,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Guilin Fu (Guangxi Sheng, China)|~|Lingui Xian (China)|~|Guangxi Sheng (China)",,Civil service--China--Examinations.,uclamss_1372_17b_008_3-4,uclamss_1372_17b_008_3-4,Xiao Yingquan|~|蕭應荃,嘉慶十三年殿試-蕭應荃,騎縫關防|~|Seal Stamp|~|Seal Stamped on Verso|~|彌縫後卷背,,應殿試舉人臣蕭應荃年叁拾叁歲廣西桂林府臨桂縣人由廪膳生應嘉慶拾貳年鄉試中式由舉人應嘉慶拾叁年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖秉鈞祖正燻父馨義|~|Rank 2 No. 3|~|Age: 33,1808,1808,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pr5m
Han Yu-Shan Collection,ark:/21198/zz0019pr64,ark:/21198/zz0019pfhf,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019pr64_742356_master.tif,3,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Guilin Fu (Guangxi Sheng, China)|~|Lingui Xian (China)|~|Guangxi Sheng (China)",,Civil service--China--Examinations.,uclamss_1372_17b_008_6,uclamss_1372_17b_008_6,Xiao Yingquan|~|蕭應荃,嘉慶十三年殿試-蕭應荃,擬名次|~|彌縫後卷背|~|Seal Stamped on Verso|~|Rank,,應殿試舉人臣蕭應荃年叁拾叁歲廣西桂林府臨桂縣人由廪膳生應嘉慶拾貳年鄉試中式由舉人應嘉慶拾叁年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖秉鈞祖正燻父馨義|~|Rank 2 No. 3|~|Age: 33,1808,1808,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pr64
Han Yu-Shan Collection,ark:/21198/zz0019pr7n,ark:/21198/zz0019pfhf,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019pr7n_742359_master.tif,4,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Guilin Fu (Guangxi Sheng, China)|~|Lingui Xian (China)|~|Guangxi Sheng (China)",,Civil service--China--Examinations.,uclamss_1372_17b_008_9-10,uclamss_1372_17b_008_9-10,蕭應荃|~|Xiao Yingquan,嘉慶十三年殿試-蕭應荃,彌縫後卷背|~|滿漢合璧禮部印|~|Stamp|~|Seal Stamped on Verso,,應殿試舉人臣蕭應荃年叁拾叁歲廣西桂林府臨桂縣人由廪膳生應嘉慶拾貳年鄉試中式由舉人應嘉慶拾叁年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖秉鈞祖正燻父馨義|~|Rank 2 No. 3|~|Age: 33,1808,1808,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pr7n
Han Yu-Shan Collection,ark:/21198/zz0019pr85,ark:/21198/zz0019pfhf,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019pr85_742362_master.tif,5,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Guilin Fu (Guangxi Sheng, China)|~|Lingui Xian (China)|~|Guangxi Sheng (China)",,Civil service--China--Examinations.,uclamss_1372_17b_008_15-16,uclamss_1372_17b_008_15-16,Xiao Yingquan|~|蕭應荃,嘉慶十三年殿試-蕭應荃,Stamp|~|Seal Stamped on Verso|~|滿漢合璧禮部印|~|彌縫後卷背,,應殿試舉人臣蕭應荃年叁拾叁歲廣西桂林府臨桂縣人由廪膳生應嘉慶拾貳年鄉試中式由舉人應嘉慶拾叁年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖秉鈞祖正燻父馨義|~|Rank 2 No. 3|~|Age: 33,1808,1808,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pr85
Han Yu-Shan Collection,ark:/21198/zz0019pr9p,ark:/21198/zz0019pfhf,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019pr9p_742365_master.tif,6,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Guilin Fu (Guangxi Sheng, China)|~|Lingui Xian (China)|~|Guangxi Sheng (China)",,Civil service--China--Examinations.,uclamss_1372_17b_008_22,uclamss_1372_17b_008_22,Xiao Yingquan|~|蕭應荃,嘉慶十三年殿試-蕭應荃,折頁|~|Note on Paste-downs,,應殿試舉人臣蕭應荃年叁拾叁歲廣西桂林府臨桂縣人由廪膳生應嘉慶拾貳年鄉試中式由舉人應嘉慶拾叁年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖秉鈞祖正燻父馨義|~|Age: 33|~|Rank 2 No. 3,1808,1808,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pr9p
Han Yu-Shan Collection,ark:/21198/zz0019prb6,ark:/21198/zz0019pfjz,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019prb6_742368_master.tif,1,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Nanchang Xian (Jiangxi Sheng, China)|~|Nanchang Fu (China)|~|Jiangxi Sheng (China)",,Civil service--China--Examinations.,uclamss_1372_17b_009,uclamss_1372_17b_009,黃中模|~|Huang Zhongmo,嘉慶十四年殿試-黃中模,全式|~|Overview,,Age: 35|~|Rank 2 No. 9|~|應殿試舉人臣黃中模年叁拾伍歲江西南昌府南昌縣人由增廣生應乾隆陸拾年鄉試中式由舉人應嘉慶拾肆年會試中式現任內閣中書今應殿試謹將三代腳色開具於後一 三 代曾祖開春祖文錦父麒瑞,1809,1809,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019prb6
Han Yu-Shan Collection,ark:/21198/zz0019prcq,ark:/21198/zz0019pfjz,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019prcq_742371_master.tif,2,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Nanchang Xian (Jiangxi Sheng, China)|~|Nanchang Fu (China)|~|Jiangxi Sheng (China)",,Civil service--China--Examinations.,uclamss_1372_17b_009_3-4,uclamss_1372_17b_009_3-4,黃中模|~|Huang Zhongmo,嘉慶十四年殿試-黃中模,名次|~|Seal Stamped on Verso|~|Rank|~|騎縫關防|~|彌縫後卷背,,應殿試舉人臣黃中模年叁拾伍歲江西南昌府南昌縣人由增廣生應乾隆陸拾年鄉試中式由舉人應嘉慶拾肆年會試中式現任內閣中書今應殿試謹將三代腳色開具於後一 三 代曾祖開春祖文錦父麒瑞|~|Rank 2 No. 9|~|Age: 35,1809,1809,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019prcq
Han Yu-Shan Collection,ark:/21198/zz0019prd7,ark:/21198/zz0019pfjz,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019prd7_742374_master.tif,3,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Nanchang Xian (Jiangxi Sheng, China)|~|Nanchang Fu (China)|~|Jiangxi Sheng (China)",,Civil service--China--Examinations.,,uclamss_1372_17b_009_6,Huang Zhongmo|~|黃中模,嘉慶十四年殿試-黃中模,彌縫後卷背|~|Seal Stamped on Verso|~|擬名次|~|Rank,,Rank 2 No. 9|~|Age: 35|~|應殿試舉人臣黃中模年叁拾伍歲江西南昌府南昌縣人由增廣生應乾隆陸拾年鄉試中式由舉人應嘉慶拾肆年會試中式現任內閣中書今應殿試謹將三代腳色開具於後一 三 代曾祖開春祖文錦父麒瑞,1809,1809,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019prd7
Han Yu-Shan Collection,ark:/21198/zz0019prfr,ark:/21198/zz0019pfjz,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019prfr_742377_master.tif,4,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Nanchang Xian (Jiangxi Sheng, China)|~|Nanchang Fu (China)|~|Jiangxi Sheng (China)",,Civil service--China--Examinations.,uclamss_1372_17b_009_9-10,uclamss_1372_17b_009_9-10,黃中模|~|Huang Zhongmo,嘉慶十四年殿試-黃中模,Seal Stamped on Verso|~|彌縫後卷背|~|滿漢合璧禮部印,,應殿試舉人臣黃中模年叁拾伍歲江西南昌府南昌縣人由增廣生應乾隆陸拾年鄉試中式由舉人應嘉慶拾肆年會試中式現任內閣中書今應殿試謹將三代腳色開具於後一 三 代曾祖開春祖文錦父麒瑞|~|Rank 2 No. 9|~|Age: 35,1809,1809,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019prfr
Han Yu-Shan Collection,ark:/21198/zz0019prg8,ark:/21198/zz0019pfjz,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019prg8_742380_master.tif,5,,,,,,,,still image,text|~|manuscripts (document genre),pd,,chi,"Nanchang Xian (Jiangxi Sheng, China)|~|Nanchang Fu (China)|~|Jiangxi Sheng (China)",,Civil service--China--Examinations.,,uclamss_1372_17b_009_15,Huang Zhongmo|~|黃中模,嘉慶十四年殿試-黃中模,部分圖章|~|Remnants of a Stamp,,Rank 2 No. 9|~|應殿試舉人臣黃中模年叁拾伍歲江西南昌府南昌縣人由增廣生應乾隆陸拾年鄉試中式由舉人應嘉慶拾肆年會試中式現任內閣中書今應殿試謹將三代腳色開具於後一 三 代曾祖開春祖文錦父麒瑞|~|Age: 35,1809,1809,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019prg8
Han Yu-Shan Collection,ark:/21198/zz0019prhs,ark:/21198/zz0019pfkg,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019prhs_742383_master.tif,1,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Mengzi Xian (China)|~|Lin'an Fu (Yunnan Sheng, China)|~|Yunnan Sheng (China)",,Civil service--China--Examinations.,uclamss_1372_17b_010,uclamss_1372_17b_010,談錫福|~|Tan Xifu,嘉慶十六年殿試-談錫福,Overview|~|全式,,Age: 38|~|應殿試舉人臣談錫福 年叁拾捌歲雲南臨安府蒙自縣人由附貢生應嘉慶玖年鄉試中式由舉人應嘉慶拾陸年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖堂祖鶴徴父去矜|~|Rank 3 No. 136,1811,1811,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019prhs
Han Yu-Shan Collection,ark:/21198/zz0019prj9,ark:/21198/zz0019pfkg,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019prj9_742386_master.tif,2,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Mengzi Xian (China)|~|Lin'an Fu (Yunnan Sheng, China)|~|Yunnan Fu (China)",,Civil service--China--Examinations.,uclamss_1372_17b_010_3-4,uclamss_1372_17b_010_3-4,Tan Xifu|~|談錫福,嘉慶十六年殿試-談錫福,Rank|~|Seal Stamped on Verso|~|名次|~|彌縫後卷背|~|騎縫關防,,應殿試舉人臣談錫福 年叁拾捌歲雲南臨安府蒙自縣人由附貢生應嘉慶玖年鄉試中式由舉人應嘉慶拾陸年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖堂祖鶴徴父去矜|~|Age: 38|~|Rank 3 No. 136,1811,1811,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019prj9
Han Yu-Shan Collection,ark:/21198/zz0019prkt,ark:/21198/zz0019pfkg,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz0019prkt_742398_master.tif,3,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Mengzi Xian (China)|~|Lin'an Fu (Yunnan Sheng, China)|~|Yunnan Fu (China)",,Civil service--China--Examinations.,uclamss_1372_17b_010_9-10,uclamss_1372_17b_010_9-10,談錫福|~|Tan Xifu,嘉慶十六年殿試-談錫福,彌縫後卷背|~|滿漢合璧禮部印|~|Stamp|~|Seal Stamped on Verso,,應殿試舉人臣談錫福 年叁拾捌歲雲南臨安府蒙自縣人由附貢生應嘉慶玖年鄉試中式由舉人應嘉慶拾陸年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖堂祖鶴徴父去矜|~|Age: 38|~|Rank 3 No. 136,1811,1811,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019prkt
