"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Coverage.geographic","Subject temporal","Subject","Alt ID.local","Title","Name.creator","AltTitle.uniform","Relation.isPartOf","Summary","Description.note","Date.creation","Date.normalized","Publisher.placeOfOrigin","Publisher.publisherName","Name.subject","Name.photographer","Name.repository","Finding Aid URL","Opac url","IIIF Manifest URL"
"Han Yu-Shan Collection","ark:/21198/zz0019pfxn","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019q7h0","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Tongzhou (Jiangsu Sheng, China)|~|Jiangsu Sheng (China)","","Civil service--China--Examinations.","uclamss_1372_b17_020|~|Microfilm R1-54","1822 Palace Examination - Zhou Shen","周昇|~|Zhou Sheng","道光二年殿試-周昇","","","應殿試舉人臣周昇年貳拾壹歲江蘇通州人由附學生應嘉慶貳拾叁年鄉試中式由舉人應道光貳年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖京祖懿德父煊|~|Rank 2 No. 68|~|Age: 21|~|Province: Jiangsu Sheng (China)","1822","1822","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019pfxn/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019pfz5","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019q7q3","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Hubei Sheng (China)|~|Hanyang Xian (China)|~|Hanyang Fu (China)","","Civil service--China--Examinations.","uclamss_1372_b17_021|~|Microfilm R1-55","1822 Palace Examination - Zhou Yaoting","鄒垚廷|~|Zou Yaoting","道光二年殿試-鄒垚廷","","","應殿試舉人臣鄒垚廷年叁拾肆歲湖北漢陽府漢陽縣由廪膳生道光元年鄉試中式由舉人應道光貳年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖魯壹祖名南父貽詩|~|Rank 2 No. 16|~|Age: 34|~|Hubei Sheng (China)","1822","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019pfz5/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019q7wp","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019q86t","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guizhou Sheng (China)|~|Pingyuan Zhou (Guizhou Sheng, China)|~|Dading Fu (China)","","Civil service--China--Examinations.","uclamss_1372_b17_022|~|Microfilm R1-56","1826 Palace Eamination - Zhen Houguang","諶厚光|~|Chen Houguang","道光六年殿試-諶厚光","","","應殿試舉人臣諶厚光年叁拾壹歲貴州大定府平遠州人由拔貢生應道光伍年鄉試中式由舉人應道光陸年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖克繩祖守正父忠輔|~|Age: 31|~|Province: Guizhou Sheng (China)|~|Rank 3 No. 2","1826","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019q7wp/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019q7zq","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019q8cd","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Hubei Sheng (China)|~|Jingzhou (Hubei Sheng, China)|~|Jiangling Xian (China)","","","uclamss_1372_b17_023|~|Microfilm R1-57","1826 Palace Examination - Li Changzhi","李昌熾|~|Li Changchi","道光六年殿試-李昌熾","","","應殿試舉人臣李昌熾年叁拾壹歲湖北荊州府江陵縣人由增廣生應嘉慶貳拾壹年鄉試中式由舉人應道光陸年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖國柄祖正宗父源道|~|Rank 3 No. 51|~|Province: Hubei Sheng (China)|~|Age: 31","1826","1826","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019q7zq/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019q80q","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019q8kh","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Mianyang zhou (China)|~|Hubei Sheng (China)|~|Hanyang Fu (China)","","Civil service--China--Examinations.","uclamss_1372_17b_024|~|Microfilm R1-58","1826 Palace Examination - Zhou Biao","周鑣|~|Zhou Biao","道光六年殿試-周鑣","","","應殿試舉人臣周鑣年叁拾壹歲湖北漢陽府沔陽州人由附學生應道光伍年鄉試中式由舉人應道光陸年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖曰文祖紹偉父士棟|~|Age: 31|~|Rank 2 No. 100|~|Province: Hubei Sheng (China)","1826","1826","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019q80q/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019q859","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019q8w5","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Jiangsu Sheng (China)|~|Zhenjiang Fu (China)","","Civil service--China--Examinations.","uclamss_1372_b17_025|~|Microfilm R1-59","1829 Palace Examination - Di Ting","狄聽|~|Di Ting","道光九年殿試-狄聽","","","應殿試舉人臣狄聽年叁拾伍歲江蘇鎮江府溧陽縣人由監生應道光元年鄉試中式由舉人應道光玖年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖咸	曾祖咸	祖咏宜	父尚絅曾祖咸 祖咏宜 父尚絅殿試舉人臣狄聽年伍拾叁歲鎮江府溧陽縣|~|Age: 35/53?|~|Rank 2 No. 7|~|Province: Jiangsu Sheng (China)","1829","1829","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019q859/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019q8qk","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019q91q","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Huangzhou Fu (China)|~|Hubei Sheng (China)|~|Jishui Xian (China)","","Civil service--China--Examinations.","uclamss_1372_b17_026|~|Microfilm R1-60","1829 Palace Examination - Yang Zhaojin","楊兆晉|~|Yang Zhaojin","道光九年殿試-楊兆晉","","","應殿試舉人臣楊兆晉年肆拾歲湖北黃州府鄿水縣人由附學生應嘉慶拾捌年鄉試中式由舉人應道光玖年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖大業	祖光甲	父學煥|~|Province: Hubei Sheng (China)|~|Rank 3 No. 60|~|Age: 40","1829","1829","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019q8qk/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019q8r3","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019q969","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Qiantang Xian (China)|~|Zhejiang Sheng (China)|~|Hangzhou (China)","","Civil service--China--Examinations.","uclamss_1372_b17_027|~|Microfilm R1-61","1835 Palace Examination - Chen Baohe","陳寶禾|~|Chen Baohe","道光十五年殿試-陳寶禾","","","應殿試舉人臣陳寶禾年叁拾歲浙江杭州府錢塘縣人由例監生應道光拾肆年鄉試中式由舉人應道光拾伍年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖廷謨	祖肇基	父嵩慶|~|Province: Zhejiang Sheng (China)|~|Rank 2 No. 53|~|Age: 30","1835","1835","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019q8r3/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4j06","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4m26","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Huangzhou Fu (China)|~|Hubei Sheng (China)|~|Huang'an Xian (China)","","Civil service--China--Examinations.","uclamss_1372_b17_028|~|Microfilm R1-62","1835 Palace Examination - Chen Yuqi","陳玉麒|~|Chen Yuqi","道光十五年殿試-陳玉麒","","","應殿試舉人臣陳玉麒年叁拾伍歲湖北黃州府黃安縣人由廪膳生應道光拾貳年鄉試中式由舉人應道光拾伍年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖陵蘭	祖忠鎧	父正溥|~|Province: Hubei Sheng (China)|~|Age: 35|~|Rank 3 No. 67","1835","1835","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4j06/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4j1q","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4m9t","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Jianchang Fu (Jiangxi Sheng, China)|~|Nancheng Xian (Jiangxi Sheng, China)|~|Jiangxi Sheng (China)","","Civil service--China--Examinations.","uclamss_1372_b17_029|~|Microfilm R1-63","1835 Palace Examination - Huang Shouxun","黃守訓|~|Huang Shouxun","道光十五年殿試-黃守訓","","","應殿試舉人臣黃守訓年叁拾歲江西建昌府南城縣人由附學生應道光拾壹年鄉試中式由舉人應道光拾伍年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖潔	祖國進	父煜|~|Province: Jiangxi Sheng (China)|~|Rank 3 No. 39|~|Age: 30","1835","1835","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4j1q/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4j27","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d53s8","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Hubei Sheng (China)|~|Xiaogan Xian (China)|~|Hanyang Fu (China)","","","uclamss_1372_b17_030|~|Microfilm R1-64","1835 Palace Examination - Liu Dejun","劉德鈞|~|Liu Dejun","道光十五年殿試-劉德鈞","","","應殿試舉人臣劉德鈞年貳拾歲湖北漢楊府孝感縣人由附學生應道光拾貳年鄉試中式由舉人應道光拾伍年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖孝元	祖能才	父怡烺|~|Rank 2 No. 91|~|Province: Hubei Sheng (China)|~|Age: 25","1835","1835","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4j27/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4j3r","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d540v","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Hubei Sheng (China)|~|Hanyang Xian (China)|~|Hanyang Fu (China)","","Civil service--China--Examinations.","uclamss_1372_b17_031|~|Microfilm R1-65","1835 Palace Examination - Liu Mingben","劉铭本|~|Liu Mingben","道光十五年殿試-劉铭本","","","應殿試舉人臣劉铭本年叁拾壹歲湖北漢楊府漢陽縣人由府學廪膳生應道光伍年鄉試中式由舉人應道光拾伍年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖厚載	祖代傳	父家瑛|~|Age: 31|~|Rank 2 No. 89|~|Province: Hubei Sheng (China)","1835","1835","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4j3r/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4j48","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d545f","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Huangzhou Fu (China)|~|Hubei Sheng (China)|~|Huanggang Xian (China)","","Civil service--China--Examinations.","uclamss_1372_b17_032|~|Microfilm R1-66","1835 Palace Examination - Wang Siyin","王思引|~|Wang Siyin","道光十五年殿試-王思引","","","應殿試舉人臣王思引年肆拾叁歲湖北黃州府黃岡縣人由附學生應道光貳年鄉試中式由舉人應道光拾伍年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖一士	祖大鼎	父鳳譜|~|Age: 43|~|Rank 3 No. 73|~|Province: Hubei Sheng (China)","1835","1835","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4j48/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4j5s","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d54b1","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Yuci Xian (Shanxi Sheng, China)|~|Taiyuan Fu (China)|~|Shanxi Sheng (China)","","Civil service--China--Examinations.","uclamss_1372_b17_033|~|Microfilm R1-67","1835 Palace Examination - Yan Qingyuan","道光十五年殿試-阎慶元|~|Yan Qingyuan","道光十五年殿試-阎慶元","","","應殿試舉人臣阎慶元年肆拾叁歲山西太原府榆次縣人由廪膳生應道光元年鄉試中式由舉人應道光拾伍年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖宏範	祖祚	父希孟|~|Age: 36|~|Rank 2 No. 67|~|Province: Shanxi Cheng (China)","1835","1835","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4j5s/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4j69","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d54hm","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Huangzhou Fu (China)|~|Hubei Sheng (China)|~|Jishui Xian (China)","","Civil service--China--Examinations.","uclamss_1372_b17_034|~|Microfilm R1-68","1835 Palace Examination - Ye Weigui","葉為珪|~|Ye Weigui","道光十五年殿試-葉為珪","","","應殿試舉人臣葉為珪年叁拾伍歲湖北黃州府鄿水縣人由拔貢生應道光拾壹年鄉試中式由舉人應道光拾伍年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖正馨	祖棟	父崇本|~|Age: 35|~|Rank 2 No. 31|~|Province: Hubei Sheng (China)","1835","1835","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4j69/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4j7t","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d563c","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Hubei Sheng (China)|~|Huangpi Xian (China)|~|Hanyang Fu (China)","","Civil service--China--Examinations.","uclamss_1372_b17_035|~|Microfilm R1-69","1836 Palace Examination - Ding Yunzhang","丁雲章|~|Ding Yunzhang","道光十六年殿試-丁雲章","","","應殿試舉人臣丁雲章年貳拾捌歲湖北漢陽府黃陂縣人由附學生應道光拾肆年鄉試中式由舉人應道光拾陸年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖承熙	祖常愉	父永河|~|Rank 3 No. 60|~|Province: Hubei Sheng (China)|~|Age: 28","1836","1836","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4j7t/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4j8b","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d568z","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Houguan Xian (China)|~|Fujian Sheng (China)|~|Fuzhou Fu (Fujian Sheng, China)","","Civil service--China--Examinations.","uclamss_1372_b17_036|~|Microfilm R1-70","1836 Palace Examination - Huang Shaofang","黃紹芳|~|Huang Shaofang","道光十六年殿試-黃紹芳","","","應殿試舉人臣黃紹芳年貳拾捌歲福建福州府侯官縣人由廪膳生應道光拾伍年鄉試中式由舉人應道光拾陸年恩科會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖宣恭	祖上策	父瑛|~|Rank 2 No. 70|~|Province: Fujian Sheng (China)|~|Age: 28","1836","1836","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4j8b/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4j9v","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d56z9","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Huangzhou Fu (China)|~|Hubei Sheng (China)|~|Guangji Xian (China)","","Civil service--China--Examinations.","uclamss_1372_b17_037|~|Microfilm R1-71","1836 Palace Examination - Liu Yingdan","劉映丹|~|Liu Yingdan","道光十六年殿試-劉映丹","","","應殿試舉人臣劉映丹年貳拾捌歲湖北黃州府廣濟縣人由拔貢生應道光拾壹年鄉試中式由舉人應道光拾陸年恩科會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖文湛	祖上蔚桂	父炳元|~|Age: 28|~|Province: Hubei Sheng (China)|~|Rank 2 No. 39","1836","1836","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4j9v/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4jbc","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d574c","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Jianchang Fu (Jiangxi Sheng, China)|~|Nancheng Xian (Jiangxi Sheng, China)|~|Jiangxi Sheng (China)","","Civil service--China--Examinations.","uclamss_1372_b17_038|~|Microfilm R1-72","1836 Palace Examination - Mei Tang","梅棠|~|Mei Tang","道光十六年殿試-梅棠","","","應殿試舉人臣梅棠年貳拾貳歲江西建昌府南城縣人由附學生應道光拾伍年鄉試中式由舉人應道光拾陸年恩科會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖南萼	祖承立	父九皋|~|Province: Jiangxi Sheng (China)|~|Rank 2 No. 71|~|Age: 22","1836","1836","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4jbc/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4jcw","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d579z","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Yuyao Xian (China)|~|Shaoxing Fu (China)|~|Zhejiang Sheng (China)","","Civil service--China--Examinations.","uclamss_1372_b17_039|~|Microfilm R1-73","1836 Palace Examination - Xu Wenzhao","徐文藻|~|Xu Wenzhao","道光十六年殿試-徐文藻","","","應殿試舉人臣徐文藻年貳拾肆歲浙江紹興府餘姚縣人由廪膳生應道光拾貳年鄉試中式由舉人應道光拾陸年恩科會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖田煃	祖之坦	父锃|~|Age: 24|~|Province: Zhejiang Sheng (China)|~|Rank 2 No. 9","1836","1836","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4jcw/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4jdd","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d57gj","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Taicang Zhou (China)|~|Jiangsu Sheng (China)","","Civil service--China--Examinations.","uclamss_1372_b18_001|~|Microfilm R1-74","1838 Palace Examination - Zhao Zhaoxi","趙兆熙|~|Zhao Zhaoxi","道光十六年殿試-趙兆熙","","","應殿試舉人臣趙兆熙年叁拾玖歲江蘇太倉州人由副貢生應道光拾肆年鄉試中式由舉人應道光拾陸年會試中式今補應殿試謹將三代腳色開具於後一 三 代曾祖鋼	祖鳳灝	父元枚|~|Rank 3 No. 109|~|Age: 39|~|Province: Jiangsu Sheng (China)","1836","1836","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4jdd/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4jfx","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d57n4","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Chaling Zhou (Hunan Sheng, China)|~|Hunan Sheng (China)|~|Changsha (Hunan Sheng, China)","","Civil service--China--Examinations.","uclamss_1372_b18_002|~|Microfilm R1-75","1838 Palace Examination - Chen Yuanyan","陳源兖|~|Chen Yuanyan","道光十八年殿試-陳源兖","","","應殿試舉人臣陳源兖年貳拾叁歲湖南長沙府茶陵州人由拔貢生應道光拾柒年鄉試中式由舉人應道光拾捌年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖統智	祖朝紋	父宗仁|~|Rank 2 No. 34|~|Age: 23|~|Province: Hu'nan Sheng (China)","1838","1838","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4jfx/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4jgf","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d58hj","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)","","Civil service--China--Examinations.","uclamss_1372_b18_003|~|Microfilm R1-76","1838 Palace Examination - Shi Zhanqing","石贊清|~|Shi Zanqing","道光十八年殿試-石贊清","","","應殿試舉人臣石贊清年叁拾壹歲貴州貴陽府貴筑縣人由廪膳生應道光拾伍年鄉試中式由舉人應道光拾捌年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖行健	祖尚書	父廷玉|~|Age: 31|~|Rank 3 No. 24|~|Province: Guizhou Sheng (China)","1838","1838","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4jgf/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4jhz","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d58p4","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Kai Zhou (Guizhou Sheng, China)|~|Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)","","","uclamss_1372_b18_004|~|Microfilm R1-77","1840 Palace Examination - Xiao Shifu","蕭時馥|~|Xiao Shifu","道光二十年殿試-蕭時馥","","","應殿試舉人臣蕭時馥年叁拾歲貴州貴陽府開州人由附學生應道光捌年鄉試中式由舉人應道光貳拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖思位	祖瓊	父如蘭|~|Age: 30|~|Province: Guizhou Sheng (China)|~|Rank 2 No. 52","1840","1840","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4jhz/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4jjg","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d58vq","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)","","Civil service--China--Examinations.","uclamss_1372_b18_005|~|Microfilm R1-78","1840 Palace Examination - Xiong Cankui","熊燦奎|~|Xiong Cankui","道光二十年殿試-熊燦奎","","","應殿試舉人臣熊燦奎年叁拾歲貴州貴陽府貴筑縣人由附學生應道光拾玖年鄉試中式由舉人應道光貳拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖圖南	祖兆之	父觀城|~|Age: 23|~|Province: Guizhou Sheng (China)|~|Rank 3 No. 73","1840","1840","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4jjg/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4jk0","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d5cfz","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)","","Civil service--China--Examinations.","uclamss_1372_b18_006|~|Microfilm R1-79","1840 Palace Examination - Zhu Zheng","朱鎮|~|Zhu Zheng","道光二十年殿試-朱鎮","","","應殿試舉人臣朱鎮年貳拾玖歲貴州貴陽府貴筑縣人由增廣生應道光拾柒年鄉試中式由舉人應道光貳拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖緯	祖士範	父瓚|~|Rank 3 No. 49|~|Province: Guizhou Sheng (China)|~|Age: 29","1840","1840","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4jk0/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4jmh","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d5fdd","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guizhou Sheng (China)|~|Guzhou Ting (Guizhou Sheng, China)|~|Liping Fu (Guizhou Sheng, China)","","","uclamss_1372_b18_007|~|Microfilm R1-80","1844 Palace Examination - Yu Futing","俞輔廷|~|Yu Futing","道光二十四年殿試-俞輔廷","","","應殿試舉人臣俞輔廷年貳拾柒歲貴州黎平府古州廳人由例監生應道光貳拾叁年鄉試中式由舉人應道光貳拾肆年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖源	祖梁	父炘|~|Rank 3 No. 39|~|Age: 27|~|Province: Guizhou Sheng (China)","1844","1844","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4jmh/manifest"
