Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,iiif_access_url,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permissionNote,Rights.rightsHolderName,Subject.category,Subject.period,Name.photographer,Name.author,Physical-Description.material,Physical-Description.medium,Name.creator,Physical-Description.technique,Physical-Description.dimensions,Rights.permission,Coverage.discoveryLocation,Coverage.creationLocation,Subject.place,Name.repository,Physical-Description.extent,Coverage.currentRepository,Name.subject,Title,Description.view,Alt ID.uee,Description.caption,Relation.isPartOf,Description.note,Alt ID.ueePlaceID,Alt ID.local,Description.abstract,Alternate Title.Arabic,Alternate Title.French,Alternate Title.German,Date.normalized,Date.publication,Source,Description.angle,Description.direction,Date.captured,Alt ID.collection,Date.creation,Alternate Title.transliterated
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017mtq4,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017mtq4_714257_master.tif,,,,,still image,Wall painting,copyrighted,published,,,"Material Culture, Art and Architecture|~|Cult Objects|~|Scarab",New Kingdom |~|19th Dynasty|~|Reign of Sety I,,,paint,,"Hornung, Erik",Painted on Stucco,,N,,,,,,,,5th Hour of the Amduat,Total,UEE_1034v1_fig02|~|21198/zz001nfbcx,"Figure 2. An image from the 5th hour of the Amduat, depicting the scarab literally pulling the boat of the elderly sun god through the hours of the night; in this way the sun god creates his own rebirth",uee1034,Article: Scarab,p000539,,,,,,-1294/-1279,1991,"Hornung, Erik 1991 The tomb of Pharaoh Seti I. Zurich: Artemis.",Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017mtrn,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017mtrn_714284_master.tif,,,,,still image,Scarab Seal,copyrighted,,,Los Angeles County Museum of Art,"Material Culture, Art and Architecture|~|Cult Objects|~|Scarab",Second Intermediate Period ,,,Steatite/Soap Stone,,,Carved,,N,,,,,,,,Second Intermediate Period Scarab-Bottom,Total,UEE_1034v1_fig09|~|21198/zz001nfbcx,"Figure 9. Second Intermediate Period scarab,inscribed with name of Hyksos king Sheshi.Glazed steatite",uee1034,Gift of Ruth Greenberg. Photo courtesy ofLos Angeles County Museum of Art.|~|Article: Scarab,p000694,LACMA M.86.313.13,,,,,-1640/-1550,,,Vertical,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017mts5,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017mts5_714275_master.tif,,,,,still image,Scarab Seal,copyrighted,,,Los Angeles County Museum of Art,"Material Culture, Art and Architecture|~|Cult Objects|~|Scarab",New Kingdom |~|18th Dynasty|~|20th Dynasty|~|19th Dynasty|~|Reign of Thutmoses III,,,Faience,,,Pressed in a Form/Model,,N,,,,,,,,Scarab with Throne Name of Thutmose III,Total,UEE_1034v1_fig07|~|21198/zz001nfbcx,"Scarab inscribed with throne name ofThutmose III, reading nTr nfr Mn-xpr-ra, “the good god Menkheperra,” and below this an anx sign, meaning “may he live.” Menkheperra can also be read cryptographically as the name Amen-ra (sun disk = j; mn sign = mn; kheper beetle = ra). Faience. 18 - 20th dynasties",uee1034,Gift of the William Randolph Hearst Foundation. Photo courtesy of Los Angeles County Museum of Art.|~|Article: Scarab,p000694,LACMA 50.4.5.4,,,,,-1479/-1069,,,Vertical,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017mttp,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017mttp_714266_master.tif,,,,,still image,Commemorative Scarab,copyrighted,published,,,"Material Culture, Art and Architecture|~|Cult Objects|~|Scarab",New Kingdom |~|18th Dynasty|~|Reign of Amenhotep III,,,Unspecified,,,Engraved,,N,,,,,,,,Commemorative Scarab,Total,UEE_1034v1_fig05|~|21198/zz001nfbcx,Figure 5. Commemorative scarab documenting the construction of a lake for Queen Tiye byAmenhotep III,uee1034,Article: Scarab,p000691,"MMA, Rogers Fund, 1935, no. 35.2.1",,,,,-1390/-1352,1992,"Kozloff, Arielle, and Betsy Bryan 1992 Egypt's dazzling sun: Amenhotep III and his world. Cleveland: Cleveland Museum of Art. (With contributions by Lawrence Berman and Elisabeth Delange.)",Vertical,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017mtv6,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017mtv6_714269_master.tif,,,,,still image,Scaraboid,copyrighted,,,Los Angeles County Museum of Art,"Material Culture, Art and Architecture|~|Cult Objects|~|Scarab",New Kingdom ,,,Steatite/Soap Stone,,,Carved,,N,,,,,,,,Scaraboid in the Shape of a Hippopotamus-Bottom,Total,UEE_1034v1_fig06|~|21198/zz001nfbcx,Scaraboid in the shape of ahippopotamus. Blue glazed steatite. New Kingdom or later,uee1034,Photo courtesy of LACMA. Gift of Ruth Greenberg.|~|Article: Scarab,p000694,LACMA 86.313.27,,,,,-1550/-1069,,,Vertical,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017mtwq,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017mtwq_714260_master.tif,,,,,still image,Heart Scarab,copyrighted,,,Los Angeles County Museum of Art,"Material Culture, Art and Architecture|~|Cult Objects|~|Scarab",New Kingdom ,,,Gold|~|Stone,,,,,N,,,,,,,,Heart Scarab,Vertical|~|Total,UEE_1034v1_fig03|~|21198/zz001nfbcx,"Figure 3. Heart scarab. New Kingdom or later. Light green stone with modern gilding. Inscribed with five lines of text reading “Osiris Tewersemen(?): He says, ‘My heart of my heart (sic) of (my) mother, twice, my heart of (my) transformations, do not stand against me as a witness.’”",uee1034,Gift of the William Randolph Hearst Foundation. Photo courtesy of Los Angeles County Museum of Art.|~|Article: Scarab,p000694,LACMA 50.22.24,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017mtx7,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017mtx7_714278_master.tif,,,,,still image,Scarab Seal,copyrighted,,,Los Angeles County Museum of Art,"Material Culture, Art and Architecture|~|Cult Objects|~|Scarab",Middle Kingdom |~|Second Intermediate Period ,,,Steatite/Soap Stone,,,Carved,,N,,,,,,,,Scarab with the Name and Title of a Bureaucrat-Bottom,Total,UEE_1034v1_fig08|~|21198/zz001nfbcx,"Scarab inscribed with the name and titleof a bureaucrat, “Royal seal bearer and overseer of the seal, Khar (?).” Middle Kingdom to Second Intermediate Period. Steatite with modern browncolor",uee1034,Gift of Ruth Greenberg. Photo courtesy of Los Angeles County Museum of Art.|~|Article: Scarab,p000694,LACMA M.86.313.11,,,,,-2010/-1550,,,Vertical,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017mtzr,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017mtzr_714263_master.tif,,,,,still image,Winged Scarab,copyrighted,published,,,"Material Culture, Art and Architecture|~|Cult Objects|~|Scarab",Late Period|~|26th Dynasty,,,Gold|~|Faience,,,Pressed in a Form/Model|~|Gilded,,N,,,,,,,,Winged Scarab,Total,UEE_1034v1_fig04|~|21198/zz001nfbcx,Figure 4. Winged scarab dating to the 26thDynasty. Faience with traces of gilding,uee1034,Article: Scarab,,Detroit Institute of Arts 51.226,,,,,-672/-525,1998,"Friedman, Florence Dunn (ed.) 1998 Gifts of the Nile: Ancient Egyptian faience. New York: Thames and Hudson; Providence: in association with the Museum of Art, Rhode Island School of Design.",Vertical,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017ng81,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017ng81_1276142_master.tif,,,,,still image,Inlay,copyrighted,,,Egypt Exploration Society,"Material Culture, Art and Architecture|~|Technology|~|Faience Technology",New Kingdom |~|18th Dynasty|~|Reign of Amenhotep IV / Akhenaten,"Owen, Gwil",,Faience,,,Pressed in a Form/Model,,N,,el-Amarna,,Egypt Exploration Society,,,,Faience Cross-Section,Total,UEE_1082v1_fig01|~|21198/zz0017jtts,"Figure 1. Cross section through a faience inlay from Tell el-Amarna. The upper surface, a thin layer of greenish glaze, tops a layer of very fine faience and a coarse layer beneath. This piece was probably glazed by efflorescence",uee1082,Reproduced courtesy of the Egypt Exploration Society.|~|Article: Faience Technology,p000195,,,,,,-1352/-1336,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017ng9j,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017ng9j_1276150_master.tif,,,,,still image,Unspecified Receptacle,copyrighted,,,,"Material Culture, Art and Architecture|~|Technology|~|Faience Technology",Greco-Roman Period,,,Faience|~|Clay,,"Hodges, Joanne",Burned,,N,,Saqqara,,,,,,Roman Period Saggar Stack,Total,UEE_1082v1_fig03|~|21198/zz0017jtts,Figure 3. Reconstruction of a Roman-Period saggar stack from Memphis. The faience vessels are separated from one another by small clay cones. The base of one saggar serves as the lid of the one beneath and is joined to it by a ring of clay,uee1082,Article: Faience Technology,p000264,,,,,,-30/395,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017ngb2,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017ngb2_1276146_master.tif,,,,,still image,Bezel,copyrighted,,,Egypt Exploration Society,"Material Culture, Art and Architecture|~|Technology|~|Faience Technology",,"Owen, Gwil",,Faience|~|Clay,,,Pressed in a Form/Model,,N,,,,Egypt Exploration Society,,,,Clay Mold for Making a Faience Ring Bezel,Total,UEE_1082v1_fig02|~|21198/zz0017jtts,Figure 2. Clay mold (left) for making a faience ring bezel (right). Note that the hieroglyphs are less clear on the bezel than in the mold. This is a common problem in faience manufacture,uee1082,Reproduced courtesy of the Egypt Exploration Society.|~|Article: Faience Technology,,,,,,,,,,Vertical,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017npkk,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017npkk_716318_master.tif,,,,,still image,Wall painting,copyrighted,published,,,Individual and Society|~|Economy ,New Kingdom |~|18th Dynasty,,,paint,,,Painted on Stucco,,N,,Thebes West,,,,,,Collection of Dues from Southern Egypt,Partial,UEE_1028v1_fig03|~|21198/zz001nf64c,"Figure 3. Collection of dues from southern Egypt (detail), Theban Tomb 100, 18th Dynasty",uee1028,Article title:  Economy,p000421,,,,,,-1550/-1295,,"Davies, Norman de Garis 1943 The tomb of Rekh-mi-Re at Thebes. Vol. 2. Publications of the Metropolitan Museum of Art, Egyptian Expedition 11. New York: The Plantin Press. (pl. XXIX)",Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017npm3,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017npm3_716310_master.tif,,,,,still image,Relief,copyrighted,published,,,Individual and Society|~|Economy ,Old Kingdom|~|5th Dynasty,,,Limestone,,,Engraved Relief,,N,,Saqqara,,,,,,Market Scene,Total,UEE_1028v1_fig01|~|21198/zz001nf64c,"Figure 1. Market scenes in the tomb of Niankhkhnum and Khnumhotep, 5th Dynasty, Saqqara",uee1028,Figure 10 in Moussa/Altenmueller|~|Article: Economy,p000285,,,,,,-2465/-2323,1977,"Moussa, Ahmed, and Hartwig Altenmüller 1977 Das Grab des Nianchchnum und Chnumhotep. Archäologische Veröffentlichungen 21. Mainz am Rhein: Philipp von Zabern.",Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017npnm,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017npnm_716315_master.tif,,,,,still image,Wall painting,copyrighted,published,,,Individual and Society|~|Economy ,New Kingdom |~|18th Dynasty,,,paint,,,Painted on Stucco,,N,,Thebes West,,,,,,Levantine Merchant Ships,Total,UEE_1028v1_fig02|~|21198/zz001nf64c,"Figure 2. Levantine merchant ships at an Egyptian local market, Theban Tomb 162, 18th Dynasty",uee1028,Article: Economy,p000152,,,,,,-1550/-1295,1947,"Davies, Norman de Garis, and Raymond Faulkner 1947 A Syrian trading venture to Egypt. Journal of Egyptian Archaeology 33, pp. 40 - 46. (pl. VIII)",Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017snd9,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017snd9_728493_master.tif,,,,,still image,Rope,copyrighted,,,,"Material Culture, Art and Architecture|~|Technology|~|Cordage Production",,,,Unspecified Fiber,,"Veldmeijer, A. J.|~|Endenburg, Erno",Woven,,N,,,,,,,,Z-Plied and S-Plied Cordage,Detail,UEE_1059v1_fig01,Figure 1. Twist and ply of a Z-plied and S-pliedcordage (sZ2 and zS2 respectively),uee1059,Article: Cordage Production,,21198/zz001ndr4n,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017snft,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017snft_725919_master.tif,,,,,still image,Net For Carrying Vessels,copyrighted,,,Petrie Museum of Egyptian Archaeology,"Material Culture, Art and Architecture|~|Technology|~|Cordage Production",,,,Unspecified Fiber,,,Woven,,N,,Dra Abu el-Naga,,Petrie Museum of Egyptian Archaeology,,,,Jar with Carrier Net,Total,UEE_1059v1_fig07|~|21198/zz001ndr4n,"Figure 7. Jar with carrier net made with half knots, bearing strong parallels to Kerma netting, found in intact burial, Dra Abu el Naga",uee1059,"Copyright of the Petrie Museum of Egyptian Archaeology, University College London.",p000677|~|p000192,,,,,,,,,Horizontal,Article: Cordage Production,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017sngb,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017sngb_725904_master.tif,,,,,still image,Rope,copyrighted,published,,,"Material Culture, Art and Architecture|~|Technology|~|Cordage Production",,"Henein, Nessim",,Unspecified Fiber,,,Woven,,N,,,,,,,,Manufacture of Linear Cordage,,UEE_1059v1_fig03,Figure 3. The manufacture of linear cordage by the hand-rolling method,uee1059,Photograph courtesy of Nessim Henein|~|Article: Cordage Production,,21198/zz001ndr4n,,,,,,1988,"Henein, Nessim Henry 1988 Mari Girgis: Village de Haute-Égypte. Bibliothèque d'étude 94. Cairo: Institut français d'archéologie orientale.",,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017snhv,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017snhv_725907_master.tif,,,,,still image,Rope,copyrighted,,,Università degli Studi di Napoli-L’Orientale/Boston University Expedition,"Material Culture, Art and Architecture|~|Technology|~|Cordage Production",,,,Unspecified Fiber,,,Woven,,N,Mersa Matruh,,,,,,,Rope Found in Cave 5 at Mersa,Total,UEE_1059v1_fig04|~|21198/zz001ndr4n,Figure 4. A large number of coils of rope werefound in Cave 5 at Mersa/Wadi Gawasis,uee1059,Photo courtesy of Università degli Studi di Napoli-L’Orientale/Boston University Expedition at Mersa/Wadi Gawasis.|~|Article: Cordage Production,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017snjc,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017snjc_725916_master.tif,,,,,still image,Net,copyrighted,,,Egypt Exploration Society,"Material Culture, Art and Architecture|~|Technology|~|Cordage Production",,"Veldmeijer, A. J.",,Unspecified Fiber,,,Woven,,N,,Qasr Ibrim,,Egypt Exploration Society,,,,Fishing Net from Qasr Ibrim,Partial,UEE_1059v1_fig06|~|21198/zz001ndr4n,"Figure 6. Detail of a fishing net from Qasr Ibrim (unstratified context), made with mesh knots.",uee1059,Photo courtesy of the Egypt Exploration Society.|~|Article: Cordage Production,p000279,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017snkw,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017snkw_725922_master.tif,,,,,still image,Net,copyrighted,published,,,"Material Culture, Art and Architecture|~|Technology|~|Cordage Production",,,,Unspecified Fiber,,"Wendrich, Willeke",Woven,,N,,,,,,,,Sequence in Which Netting Knots Were Tied,,UEE_1059v1_fig08|~|21198/zz001ndr4n,Figure 8. The sequence in which netting knotswere tied: equally oriented mesh knots followed by mesh knots oriented in the opposite direction,uee1059,Article: Cordage Production,,,,,,,,1999,"Wendrich, Willemina Z. 1999 The world according to basketry: An ethno-archaeological interpretation of basketry production in Egypt. Leiden: Research School CNWS.",,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017snmd,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017snmd_728484_master.tif,,,,,still image,Tree,copyrighted,,,,"Material Culture, Art and Architecture|~|Technology|~|Cordage Production",,"Clapham, Alan J.",,Dom Palm,,,,,N,,,,,,,,Dom Palm Tree,Total,UEE_1059v1_fig02|~|21198/zz001ndr4n,"Figure 2. Two examples of plants used for cordage: dom palm (Hyphaene thebaica), Shellal (above); date palm (Phoenix dactylifera) (below)",uee1059,,,,,,,,,,,Horizontal,Article: Cordage Production,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017snnx,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017snnx_725910_master.tif,,,,,still image,Net,copyrighted,,,,"Material Culture, Art and Architecture|~|Technology|~|Cordage Production",,,,Unspecified Fiber,,"Veldmeijer, A. J.|~|Endenburg, Erno",Woven,,N,,,,,,,,Various Types of Knots Used for Netting,,UEE_1059v1_fig05|~|21198/zz001ndr4n,Figure 5. Various types of knots used for netting: (A) reef knots; (B) mesh knots; (C) half knots; (D) two types of knotless netting,uee1059,Article: Cordage Production,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0019qf5q,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0019qf5q_743053_master.tif,,,,,still image,Comb,copyrighted,,,Petrie Museum of Egyptian Archaeology,"Visual Arts|~|Material Culture, Art and Architecture|~|Predynastic Art",Predynastic Period|~|Naqada IIIA|~|Naqada IIIB|~|Naqada I - early II (Upper Egypt),,,Ivory,,,Carved,,N,,Naqada,,Petrie Museum of Egyptian Archaeology,,,,Ivory Comb with Anthropomorphic Ornament,Total,UEE_1064v1_fig01|~|21198/zz001ndn3p,"Figure 1. Fragment of ivory comb with anthropomorphic ornament. Naqada, Tomb 1411 (UC4308)",uee1064,"Courtesy of The Petrie Museum of Egyptian Archaeology, University College London.|~|Article: Predynastic Art",p000274|~|p000677,UC4308,,,,,-4000/-3030,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0019qf67,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0019qf67_742936_master.tif,,,,,still image,Relief,copyrighted,published,,,Cult and Ritual|~|Religion|~|Festivals|~|Temple Festivals of the Ptolemaic and Roman Periods,Ptolemaic |~|Greco-Roman Period,,,Sandstone,,,Engraved,,N,,Edfu,,,,,,"Scenes from the Beautiful Feast of Behdet, Part 2",Total,UEE_1018v1_fig08|~|21198/zz001nfbfz,"Selection of scenes from the Beautiful Feast of Behdet depicted on the walls of the open court,temple of Edfu",uee1018,Article: Temple Festivals of the Ptolemaic and Roman Periods,p000194,,,,,,-237/-57,1897,"Chassinat, Émile 1897- Le temple d'Edfou. 14 volumes (""Edfou I - XIV"": 1897 - 1934). Mémoires publiés par les membres de la mission archéologique française au Caire. Cairo: Institut français d'archéologie orientale.",Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0019qf7r,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0019qf7r_733926_master.tif,,,,,still image,Temple,copyrighted,,,UCLA Encyclopedia of Egyptology,Cult and Ritual|~|Religion|~|Festivals|~|Temple Festivals of the Ptolemaic and Roman Periods,Ptolemaic |~|Greco-Roman Period,"Coppens, Filip",,Sandstone,,,Building Upwards,,N,,Dendara,,,,,,"Dendara, Bark Station and Sacred Lake",Total,UEE_1018v1_fig05|~|21198/zz001nfbfz,Figure 5. Bark station and sacred lake in the temple precinct of Dendara,uee1018,,p000191,,,,,,,,,Bird's Eye,Article: Temple Festivals of the Ptolemaic and Roman Periods,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0019qf88,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0019qf88_733936_master.tif,,,,,still image,,copyrighted,published,,,Individual and Society|~|Structures and relationships in society|~|Social Categories|~|Kinship and Family Relations ,,,,,,"Campagno, Marcelo",,,N,,,,,,,,Ancient Egyptian Kinship System,,UEE_1043v1_fig01,Figure 1. Diagram of the ancient Egyptian kinship system,uee1043,Article: Kinship And Family Relations,,,,,,,,1997,"Lustig, Judith 1997 Kinship, gender and age in Middle Kingdom tomb scenes and texts. In Anthropology and Egyptology: A developing dialogue, Monographs in Mediterranean Archaeology 8, ed. Judith Lustig, pp. 43 - 65. Sheffield: Sheffield Academic Press.",,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0019qf9s,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0019qf9s_733920_master.tif,,,,,still image,Temple,copyrighted,,,UCLA Encyclopedia of Egyptology,Cult and Ritual|~|Religion|~|Festivals|~|Temple Festivals of the Ptolemaic and Roman Periods,Ptolemaic |~|Greco-Roman Period,"Coppens, Filip",,Sandstone,,,Building Upwards,,N,,Dendara,,,,,,Wabet in the Temple of Dendara,Total,UEE_1018v1_fig03|~|21198/zz001nfbfz,Figure 3. The wabet (part of complex of wabet and court) in the temple of Dendara: an important stage on the processional journey of the statues of the gods on New Year’s Day,uee1018,Article: Temple Festivals of the Ptolemaic and Roman Periods,p000191,,,,,,,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0019qfb9,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0019qfb9_733912_master.tif,,,,,still image,Relief,copyrighted,,,UCLA Encyclopedia of Egyptology,Cult and Ritual|~|Religion|~|Festivals|~|Temple Festivals of the Ptolemaic and Roman Periods,Ptolemaic |~|Greco-Roman Period,"Coppens, Filip",,Sandstone,,,Engraved,,N,,Edfu,,,,,,Procession of the Statue of Horus,Partial,UEE_1018v1_fig01|~|21198/zz001nfbfz,"Figure 1. Procession of the statue of Horus on the occasion of the Festival of the Coronation of the Sacred Falcon, temple of Edfu",uee1018,Article: Temple Festivals of the Ptolemaic and Roman Periods,p000385,,,,,,-237/-57,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0019qfct,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0019qfct_733933_master.tif,,,,,still image,Relief,copyrighted,,,UCLA Encyclopedia of Egyptology,Cult and Ritual|~|Religion|~|Festivals|~|Temple Festivals of the Ptolemaic and Roman Periods,Ptolemaic |~|Greco-Roman Period,"Coppens, Filip",,Sandstone,,,Engraved,,N,,Edfu,,,,,,Festival of the Coronation of the Sacred Falcon,Total,UEE_1018v1_fig10|~|21198/zz001nfbfz,"Figure 10. The sacred falcon during the Festival of the Coronation of the Sacred Falcon, temple of Edfu",uee1018,,p000194,,,,,,-237/-57,,,Horizontal,Article: Temple Festivals of the Ptolemaic and Roman Periods,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0019qfdb,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0019qfdb_742940_master.tif,,,,,still image,Relief,copyrighted,published,,,Cult and Ritual|~|Religion|~|Festivals|~|Temple Festivals of the Ptolemaic and Roman Periods,Ptolemaic |~|Greco-Roman Period,,,Sandstone,,,Engraved,,N,,Edfu,,,,,,Scenes from the Festival of the Coronation of the Sacred Falcon,Total,UEE_1018v1_fig09|~|21198/zz001nfbfz,"Selection of scenes from the Festival of the Coronation of the Sacred Falcon on the interior of the enclosure wall, temple of Edfu",uee1018,Article: Temple Festivals of the Ptolemaic and Roman Periods,p000194,,,,,,-237/-57,1897,"Chassinat, Émile 1897- Le temple d'Edfou. 14 volumes (""Edfou I - XIV"": 1897 - 1934). Mémoires publiés par les membres de la mission archéologique française au Caire. Cairo: Institut français d'archéologie orientale.",Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0019qffv,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0019qffv_733930_master.tif,,,,,still image,Temple,copyrighted,,,UCLA Encyclopedia of Egyptology,Cult and Ritual|~|Religion|~|Festivals|~|Temple Festivals of the Ptolemaic and Roman Periods,Ptolemaic |~|Greco-Roman Period,"Coppens, Filip",,Sandstone,,,Building Upwards,,N,,Dendara,,,,,,"Dendara, Two Birth Houses",Total,UEE_1018v1_fig06|~|21198/zz001nfbfz,Figure 6. The two birth houses (“mammisi”) within the temple precinct of Dendara,uee1018,Article: Temple Festivals of the Ptolemaic and Roman Periods,p000191,,,,,,,,,Bird's Eye,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0019qfgc,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0019qfgc_733917_master.tif,,,,,still image,Temple,copyrighted,,,UCLA Encyclopedia of Egyptology,Cult and Ritual|~|Religion|~|Festivals|~|Temple Festivals of the Ptolemaic and Roman Periods,Ptolemaic |~|Greco-Roman Period,"Coppens, Filip",,Sandstone,,,Building Upwards,,N,,Edfu,,,,,,"Edfu, Pylon of the Temple of Horus",Total,UEE_1018v1_fig02|~|21198/zz001nfbfz,"Figure 2. Pylon of the temple of Horus at Edfu, symbolizing the horizon where the statue of the god would appear, like the sun in the horizon",uee1018,Article: Temple Festivals of the Ptolemaic and Roman Periods,p000194,,,,,,-237/-57,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0019qfhw,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0019qfhw_745379_master.tif,,,,,still image,Stela,copyrighted,published,,,Individual and Society|~|Structures and Relationships in Society |~|Social Categories|~|Kinship and Family Relations ,Second Intermediate Period ,,,Stone,,,Engraved,,N,,,,,,,,Stela of Khons,Total,UEE_1043v1_fig03|~|21198/zz001nf68f,Figure 3. Second Intermediate Period stela of Khons with examples of extended-kin terminology (Vienna ÄS 180: Hein and Satzinger 1993: 109 - 110),,Article: Kinship and Family Relations,p000162,Vienna ÄS 180,,,,,-1640/-1550,1993,"Hein, Irmgard, and Helmut Satzinger 1993 Stelen des Mittleren Reiches: Einschliesslich der I. und II. Zwischenzeit. Vol. 2. Corpus Antiquitatum Aegyptiacarum, Kunsthistorisches Museum, Wien 7. Mainz am Rhein: Philipp von Zabern.",Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0019qfjd,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0019qfjd_733923_master.tif,,,,,still image,Temple,copyrighted,,,UCLA Encyclopedia of Egyptology,Cult and Ritual|~|Religion|~|Festivals|~|Temple Festivals of the Ptolemaic and Roman Periods,Greco-Roman Period,"Coppens, Filip",,Sandstone,,,Building Upwards,,N,,Dendara,,,,,,"Dendara, Kiosk on the Roof of the Temple",Total,UEE_1018v1_fig04|~|21198/zz001nfbfz,Figure 4. Kiosk on the roof of the temple of Dendara: the final stage of the processional journey of the statues of the gods on New Year’s Day,uee1018,Article title: Temple Festivals of the Ptolemaic and Roman Periods,p000381,,,,,,,,,Horizontal,,,,,
