Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.servicesContact,Language,Type.genre,Subject,Relation.isPartOf,Relation.rectoVerso,Name.creator,Name.repository,Date.creation,Alt ID.local,Format.extent,Format.dimensions,Description.abstract,Title,Date.normalized,Description.note,IIIF Manifest URL
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8zj9,ark:/21198/zz0009c4d4,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jt7j,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"June 20, 1735","Box 20, Folder 45",1 bifolium,307 x 211 mm.,"Land purchase by Antonio Gonzalez from Jacinto Ventura. Ventura received the land as an inheritance from his sister, Anxelina Maria.","Contract for sale of land, Azcapotzalco, 1735",1735-06-20,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001h8zj9/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8zkt,ark:/21198/zz0009c4d4,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jtcm,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"November 4, 1738","Box 20, Folder 46",1 leaf,310 x 212 mm.,"Land purchase by Don Juan Soriano and his wife, Doña Manuela Antonia y Garcia, from Phelipe de Santiago, a widower of Josepha de la Encarnacíon, of San Simon Pochtlan. Mentions testament of Don Pascual de los Reyes.","Contract for sale of land, Atzcapotzalco, 1738",1738-11-04,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001h8zkt/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8zmb,ark:/21198/zz0009c4d4,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jtfn,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"February 14, 1792","Box 20, Folder 47",1 leaf,309 x 210 mm.,"Final will and testament, with mention of his wife, Maura Maria.","Testament of Pedro Cayetano, San Juan Bautista, Metepec",1792-02-14,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001h8zmb/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h90p9,ark:/21198/zz0009c4d4,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jq8m,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"October 15, 1738","Box 20, Folder 48",1 leaf,308 x 215 mm.,"Purchase of land by Don Juan Soriano and his wife, Doña Manuela Antonia y Garcia, from Marco Antonio and his wife, Maria Teresa of San Simon Pochtlan. Mentions testament of Don Pascual de los Reyes.","Contract for sale of land, Atzcapotzalco, 1738",1738-10-15,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001h90p9/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h90qt,ark:/21198/zz0009c4d4,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jthp,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"November 20, 1738","Box 20, Folder 51",1 leaf,309 x 215 mm.,"Purchase of land by Don Juan Soriano and his wife, Doña Manuela Antonio y Garcia from Andres de los Reyes and his wife, Luisa Francisco, of San Simon Pochtlan. Sale appears to be the result of the testament of Don Pascual de los Reyes, taken in 1732 September 4. Stamp of King Philip V on recto.","Contract for sale of land, Atzcapotzalco, 1738",1738-11-20,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001h90qt/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h90rb,ark:/21198/zz0009c4d4,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jtkq,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"January 13, 1781","Box 20, Folder 52",1 leaf,310 x 215 mm.,"Deals with a debt, possibly in the context of a testament. Stamp of King Philip V on recto.","Receipt for debt, San Juan Bautista, Metepec",1781-01-13,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001h90rb/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h90sv,ark:/21198/zz0009c4d4,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jtnr,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"November 15, 1745","Box 20, Folder 53",1 leaf,311 x 216 mm.,"Purchase of land by Don Juan Soriano and his wife, Doña Manuela Antonio y Garcia, from Don Juan Ignacion Marquez, his wife, Manuela Josepha, and children, Isabel Maria, Francisco Paula, and Julain Valentin, of San Martin Xochahuac. Stamp of King Philip V on recto.","Contract for sale of land, Atzcapotzalco, 1745",1745-11-15,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001h90sv/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h9240,ark:/21198/zz0009c4d4,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jtqs,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"April 14, 1745","Box 20, Folder 54",2 leaves,310 x 218 mm.,"Purchase of land by Don Juan Soriano and his wife, Doña Manuela Antonia y Garcia, from Don Bartolome de Vargas, his wife Doña Maria, and their children, Margarita Simona and Maria del Carmen, of San Mateo. Both leaves bear the stamp of King Philip V on the recto.","Contract for sale of land, Atzcapotzalco, 1745",1745-04-14,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001h9240/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h925h,ark:/21198/zz0009c4d4,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jtvv,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"October 5, 1738","Box 20, Folder 55",1 leaf,312 x 216 mm.,"Purchase of land by Don Juan Soriano and his wife, Doña Manuela Antonia y Garcia, from Francisca Maria, a widow, of San Simon Pochtla, and her son Santiago Cristobal. Mentions the will of Don Pascual de los Reyes, ""notlazotatzin.""","Contract for sale of land, San Juan Bautista, Metepec",1738-10-05,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001h925h/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h927j,ark:/21198/zz0009c4d4,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jtxw,paged,,,,text,pd,,spa|~|nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"November 17, 1726 and September 10, 1810","Bos 20, Folder 56",3 leaves,310 x 212 mm.,"Includes an original 1726 contract, in Nahuatl, and an 1810 certification of the sale, in Spanish. Purchase of land by Don Juan de los Santos from Son Cruz de los Santos Castañeda and his wife, Doña Barbara Severina. Stamped.","Contract for sale of land, San Juan Bautista, Metepec",1726/1810,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001h927j/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h9282,ark:/21198/zz0009c4d4,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jv6h,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"October 14, 1785","Box 20, Folder 57",1 bifolium,306 x 215 mm.,Testimony taken by Juan Hilario Hernandez regarding a piece of land.,"Testimony regarding certification of land, San Lucas, Tlacochcalco",1785-10-14,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001h9282/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h93bk,ark:/21198/zz0009c4d4,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jvbk,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"June 24, 1760","Box 20, Folder 58",1 leaf,215 x 158 mm.,"Final will and testament of a man and his wife. Signed by Thomas Joseph, scribe.","Testament of Juan Pablo and Catalina Ursula, San Juan Bautista, Metepec",1760-06-24,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001h93bk/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h95jn,ark:/21198/zz0009c4d4,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jvdm,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"March 25, 1780","Box 20, Folder 59",1 bifolium,210 x 150 mm.,"Final will and testament of Maria Teresa, widow of Juan de los Santos, from Santa Cruz Tianguistenco. Signed by Simon de la Cruz, scribe.","Testament of Maria Teresa, San Juan Bautista, Metepec",1780-03-25,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001h95jn/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h95k5,ark:/21198/zz0009c4d4,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jvjp,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"June 27, 1737","Box 20, Folder 62",1 leaf,211 x 155 mm.,"Final will and testament, with instructions for mass and burial. Sebastian's wife was Monica Francisca. Includes notation by Fray Gaspar Valdivia that the mass ordered in the testament was completed.","Testimony of Gregorio Sebastian, San Juan Bautista, Metepec",1737-06-27,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001h95k5/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h95mp,ark:/21198/zz0009c4d4,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jvmq,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"June 19, 1785","Box 20, Folder 63",1 bifolium,210 x 153 mm.,"Possible addendum to a contract, and/or testament, involving Josepha Teresa.","Testament fragment, San Juan Bautista, Metepec",1785-06-19,see MS 15,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001h95mp/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h95n6,ark:/21198/zz0009c4d4,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jvpr,paged,,,,text,pd,,spa|~|nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"June 3, 1733","Box 20, Folder 64",1 leaf,308 x 214 mm.,"Confirmation of ownership for a piece of land for Pedro Tadeo and his wife, Maria Nolasco. On the verso is a notation dated 1766 August 22, stating that the document was sold to Juan Hernando Casco by Blas de Santiago, a mestizo, for 4 reales. Stamp of King Philip V on recto.","Land title for Pedro Tadeo and Maria Nolasco, Puebla de Los Angeles[?]",1733-06-03,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001h95n6/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h95pq,ark:/21198/zz0009c4d4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h95q7,paged,,private,,text,pd,,spa|~|nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"May 5, 1705-May 6, 1722","Box 20, Folder 49",8 leaves,307 x 212 mm.,"Documentation regarding the lands of Angelina Maria in San Simon Pochutla (See MS 4). Includes reference to Phelipe de Santiago and other names, and lands in San Domingo. Stamp of King Philip V on all leaves.","Contracts for sale of land, Atzcapotzalco",1705/1722,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001h95pq/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h9680,ark:/21198/zz0009c4d4,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jvrs,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"August 1, 1617",,1 bifolium,313 x 210 mm.,"Final will and testament, containing a prayer, bell-ringing and mass instructions, and directions for the complex division of his property, land, and debts. Signed by witnesses. Annotation in a separate hand on recto, signed by Fray Juan de Peralta, confirming the mass was celebrated as requested.","Testament of Juan Fabián, San Bartolomé Atenco",1617-08-01,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001h9680/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bps6d,ark:/21198/zz0009c4d4,10,Completed with minimal metadata,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bps7x,paged,,,,,pd,,,,,,,,,,uclamss_b20_f03,,,,"[Contract for sale of land, et. al], Azcapotzalco 1738 December 15",,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bps6d/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpsf1,ark:/21198/zz0009c4d4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpsgj,paged,,private,,,pd,,nah,manuscripts (document genre),,,,,,,uclamss_box20_f4,,,,"[Testament of Angelina], San Simón Pochtlan 1695 August 16.",,"1 leaf : paper ; 315 x 220 mm. Final will and testament. Contains instructions for mass, and the division of land and property among her grandchildren and son-in-law. Signed by notary and witnesses. Manuscript has been conserved to stabilize the paper. Text in Nahuatl. (Anderson, 68)",https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bpsf1/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpsjk,ark:/21198/zz0009c4d4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpt4v,paged,,private,,,pd,,spa,manuscripts (document genre),,"Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,,uclamss_b20_f5,,,,"[Petition for removal of the priest of Jalostotitlan], Guadalajara 1611 December 16-1612 January 10.",,"14 leaves : paper ; 315 x 216 mm. Criminal complaint brought by Juan Vicente, alcalde, and Miguel López against Francisco Muñoz Bohorques, cura of Xalostotitlan. Questionnaire, in Nahuatl, ff. 1-3; Spanish translation, ff. 4-7; testimony, in Spanish, ff. 8-13v. Complaint includes charges of the cura's illicit relationship with a woman, violence against and beatings of native peoples, and coercive acts with Spanish officials. (Anderson, 166)",https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bpsjk/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpsk3,ark:/21198/zz0009c4d4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpv5v,paged,,private,,,pd,,nah,manuscripts (document genre),,,,,,,uclamss339_b20_09_0001,,,,"[Land title for Maria Juan], San Felipe Santiago, Azcapotzalco 1697 April 4.",,"1 bifolium : paper, ill. ; 310 x 212. Statement of possession for Maria Juan of San Pedro Atenco Xococalco. Property was inherited from her mother, Francisca Maria. Illustrated with an ink drawing of a house, crops, and property boundaries, showing the location of the land with reference to Azcapotzalco and Xococalco. Text in Nahuatl.",https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bpsk3/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpsmm,ark:/21198/zz0009c4d4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpvs5,paged,,private,,,pd,,spa,manuscripts (document genre),,,,,,,uclamss_b20_f8,,,,"[Letter, Francisco de Villalobos to his ecclesiastical superior, San Martín, near Cocula], Guadalajara 1653 March 31.",,"1 leaf : paper ; 310 x 214 mm. Villalobos, alcalde, charges that the people of San Martin will not cooperate to improve the church for local celebrations. Letter probably accompanied MS 9, below. Torn at upper right; staining at bottom left. Text in Spanish.",https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bpsmm/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpsn4,ark:/21198/zz0009c4d4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpvv6,paged,,private,,,pd,,nah,manuscripts (document genre),,,,,,1703 July 5,,,,,"[Notification of penalties], Azcapotzalco.",1703-07-05,"1 leaf : paper ; 310 x 215 mm. Edict by the council of Azcapotzalco on the penalties of non-compliance regarding land agreements. Specifically concerns Andrés González and his lands, in the district of San Simón. Stamp of King Philip V. Text in Nahuatl. (Anderson 96)",https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bpsn4/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpspn,ark:/21198/zz0009c4d4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpvx7,paged,,private,,,pd,,nah,manuscripts (document genre),,,,,,,uclamss_b20_f16,,,,"[Testament of Miguel Jerónimo], Metepec 1795 December 9.",,"1 bifolium : paper ; 312 x 210 mm. Final will and testament. Contains instructions for burial, and directions for the division of his land and property. Signed by witnesses and a notary. Text in Nahuatl. (Anderson, 72)",https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bpspn/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpsq5,ark:/21198/zz0009c4d4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq696,paged,,private,,,pd,,spa,manuscripts (document genre),,,,,,,uclamss_b20_f19,,,,"[Baptismal certificate], Havana, Cuba 1864 October 14.",,1 leaf : 307 x 212 mm. Formal acknowledgement of the legitimate birth of Maria Teresa Antonia Dominga Diega de Jesus. Stamp and embossed seal at top of leaf. Text in Spanish,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bpsq5/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpsrp,ark:/21198/zz0009c4d4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6c7,paged,,private,,,pd,,,,,,,,,,,,,,Folder 33,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bpsrp/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpss6,ark:/21198/zz0009c4d4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6f8,paged,,private,,,pd,,,,,,,,,,,,,,Folder 36,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bpss6/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpstq,ark:/21198/zz0009c4d4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6h9,paged,,private,,,pd,,,,,,,,,,,,,,Folder 37,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bpstq/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpsv7,ark:/21198/zz0009c4d4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6nc,paged,,private,,,pd,,,,,,,,,,,,,,Folder 39,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bpsv7/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpswr,ark:/21198/zz0009c4d4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6sf,paged,,private,,,pd,,,,,,,,,,,,,,Folder 40,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bpswr/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpsx8,ark:/21198/zz0009c4d4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6vg,paged,,private,,,pd,,,,,,,,,,,,,,Folder 41,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bpsx8/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpszs,ark:/21198/zz0009c4d4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6xh,paged,,private,,,pd,,,,,,,,,,,,,,Folder 44,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bpszs/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpt0s,ark:/21198/zz0009c4d4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq722,paged,,private,,,pd,,,,,,,,,,,,,,Folder 50,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bpt0s/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpt19,ark:/21198/zz0009c4d4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq743,paged,,private,,,pd,,,,,,,,,,uclamss_,,,,Folder 60,,"1 leaf : paper ; 215 x 154 mm. Fragment of a catechism, including an analysis of the Lord's Prayer. Beginning of lines alternate between ""ten"" and ""tetl.""",https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bpt19/manifest
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz002bpt2t,ark:/21198/zz0009c4d4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq764,paged,,private,,,pd,,,,,,,,,,uclamss_20_66,,,,[Account book] Santa Rosalia 1667 February-December,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bpt2t/manifest
