Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.servicesContact,Language,Type.genre,Subject,Relation.isPartOf,Relation.rectoVerso,Name.creator,Name.repository,Date.creation,Alt ID.local,Format.extent,Format.dimensions,Description.abstract,Title,Date.normalized,Description.note,Representative Image,Masthead
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001gq9gh,ark:/21198/zz001gpx8n,2,Completed,Page,mcafee/masters/21198-zz001gq9gh_1272351_master.tif,52,,,,,,,,text,pd,,,,,,v,,,,,,,,"Petition against Fray Juan de Vizcarre, Guaxicori and Guadalajara, page 52",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001gq9h1,ark:/21198/zz001gpx8n,2,Completed,Page,mcafee/masters/21198-zz001gq9h1_1272354_master.tif,53,,,,,,,,text,pd,,,,,,r,,,,,,,,"Petition against Fray Juan de Vizcarre, Guaxicori and Guadalajara, page 53",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001gq9jj,ark:/21198/zz001gpx8n,2,Completed,Page,mcafee/masters/21198-zz001gq9jj_1272357_master.tif,54,,,,,,,,text,pd,,,,,,v,,,,,,,,"Petition against Fray Juan de Vizcarre, Guaxicori and Guadalajara, page 54",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001gq9k2,ark:/21198/zz001gpx8n,2,Completed,Page,mcafee/masters/21198-zz001gq9k2_1272360_master.tif,55,,,,,,,,text,pd,,,,,,r,,,,,,,,"Petition against Fray Juan de Vizcarre, Guaxicori and Guadalajara, page 55",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001gq9mk,ark:/21198/zz001gpx8n,2,Completed,Page,mcafee/masters/21198-zz001gq9mk_1272363_master.tif,56,,,,,,,,text,pd,,,,,,v,,,,,,,,"Petition against Fray Juan de Vizcarre, Guaxicori and Guadalajara, page 56",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001gq9n3,ark:/21198/zz001gpx8n,2,Completed,Page,mcafee/masters/21198-zz001gq9n3_1272366_master.tif,57,,,,,,,,text,pd,,,,,,r,,,,,,,,"Petition against Fray Juan de Vizcarre, Guaxicori and Guadalajara, page 57",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001gq9pm,ark:/21198/zz001gpx8n,2,Completed,Page,mcafee/masters/21198-zz001gq9pm_1272369_master.tif,58,,,,,,,,text,pd,,,,,,v,,,,,,,,"Petition against Fray Juan de Vizcarre, Guaxicori and Guadalajara, page 58",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001gq9q4,ark:/21198/zz001gpx8n,2,Completed,Page,mcafee/masters/21198-zz001gq9q4_1272372_master.tif,59,,,,,,,,text,pd,,,,,,r,,,,,,,,"Petition against Fray Juan de Vizcarre, Guaxicori and Guadalajara, page 59",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001gq9rn,ark:/21198/zz001gpx8n,2,Completed,Page,mcafee/masters/21198-zz001gq9rn_1272375_master.tif,60,,,,,,,,text,pd,,,,,,v,,,,,,,,"Petition against Fray Juan de Vizcarre, Guaxicori and Guadalajara, page 60",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001gqgsk,ark:/21198/zz0009c4d4,2,Completed,Work,,11,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqgsk%2F4t56wh3b,paged,,,,text,pd,,spa|~|nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,18th century,"Box 20, Folder 18",1 leaf,305 x 210 mm,"Presumed to be a preface to a testament, with extensive praise of the Virgin. Includes a marginal note, in Spanish, regarding a contract for renting land between Ilario Carrillo and Diego Joseph De Lares.","Preface to a testament, origin unknown, undated",1701-1800,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001gqgt3,ark:/21198/zz0009c4d4,2,Completed,Work,,12,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqgt3%2F4t767m5x,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"April 23, 1602","Box 20, Folder 22",1 bifolium,314 x 218 mm,"Flores was a resident of Santo Domingo Pixcohuac. Will includes instructions for mass and burial, and directions for the division of property.","Testament of Joachin Flores, Coyoacan",1602-04-23,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001gqgvm,ark:/21198/zz0009c4d4,2,Completed,Work,,13,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqgvm%2Fcx65sw87,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"December 10, 1571","Box 20, Folder 23",1 bifolium,316 x 216 mm,"Will of a woman dying from ""cocoliztli,"" or smallpox. Will includes a prayer, instructions for mass and burial, and directions regarding her house and division of property.","Testament of Catalina Papan, Tehuitzco",1571-12-10,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001gqgw4,ark:/21198/zz0009c4d4,2,Completed,Work,,14,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqgw4%2F6586gt05,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,16th century,"Box 20, Folder 24",1 leaf,313 x 217 mm,Account of money received by Diego Francisco from various people.,"Account summary for Diego Francisco, San Mateo, Huitzilopochco",1501-1600,Huitzilopochco is modern-day Churubusco.|~|See also MS 32.,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001gqgxn,ark:/21198/zz0009c4d4,2,Completed,Work,,15,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqgxn%2Fm129rx5k,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"April 29, 1579","Box 20, Folder 25",2 leaves,315 x 217 mm.,"Final will and testament, with instructions for mass, burial, and the division of property. Signed by Joseph Jacabo, scribe. Second leaf is a record of Lorenco de la Assumpción receiving 6 pesos from Francisco de Santo Domingo, for the two masses ordered in the will.","Testament of Tomas Feliciano, Omaxacuehuecalco",1579-04-29,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8xjt,ark:/21198/zz0009c4d4,2,Completed,Work,,16,,,,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"February 10, 1733-July 8, 1758","Box 20, Folder 20",8 leaves,305 x 215 mm.,"Extract of the testament of Juan Baes, and related documents comprised of individual bifolia (dated 1733 to 1758) sewn together. Manuscripts relate to a piece of land left to his brother, Jose Baes, with an imposition for masses on the land.","Testament of Juan Baes, et al., San Juan Ixtenco, Tlaxcala",1733/1758,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8xkb,ark:/21198/zz001h8xjt,2,Completed,Page,mcafee/masters/21198-zz001h8xkb_1273657_master.tif,1,,,,,,,,text,pd,,,,,,r,,,,,,,,"Testament of Juan Baes, et al., San Juan Ixtenco, Tlaxcala, page 1",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8xmv,ark:/21198/zz001h8xjt,2,Completed,Page,mcafee/masters/21198-zz001h8xmv_1273660_master.tif,2,,,,,,,,text,pd,,,,,,v,,,,,,,,"Testament of Juan Baes, et al., San Juan Ixtenco, Tlaxcala, page 2",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8xnc,ark:/21198/zz001h8xjt,2,Completed,Page,mcafee/masters/21198-zz001h8xnc_1273663_master.tif,3,,,,,,,,text,pd,,,,,,r,,,,,,,,"Testament of Juan Baes, et al., San Juan Ixtenco, Tlaxcala, page 3",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8xpw,ark:/21198/zz001h8xjt,2,Completed,Page,mcafee/masters/21198-zz001h8xpw_1273666_master.tif,4,,,,,,,,text,pd,,,,,,v,,,,,,,,"Testament of Juan Baes, et al., San Juan Ixtenco, Tlaxcala, page 4",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8xqd,ark:/21198/zz001h8xjt,2,Completed,Page,mcafee/masters/21198-zz001h8xqd_1273669_master.tif,5,,,,,,,,text,pd,,,,,,r,,,,,,,,"Testament of Juan Baes, et al., San Juan Ixtenco, Tlaxcala, page 5",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8xrx,ark:/21198/zz001h8xjt,2,Completed,Page,mcafee/masters/21198-zz001h8xrx_1273672_master.tif,6,,,,,,,,text,pd,,,,,,v,,,,,,,,"Testament of Juan Baes, et al., San Juan Ixtenco, Tlaxcala, page 6",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8xsf,ark:/21198/zz001h8xjt,2,Completed,Page,mcafee/masters/21198-zz001h8xsf_1273675_master.tif,7,,,,,,,,text,pd,,,,,,r,,,,,,,,"Testament of Juan Baes, et al., San Juan Ixtenco, Tlaxcala, page 7",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8xtz,ark:/21198/zz001h8xjt,2,Completed,Page,mcafee/masters/21198-zz001h8xtz_1273678_master.tif,8,,,,,,,,text,pd,,,,,,v,,,,,,,,"Testament of Juan Baes, et al., San Juan Ixtenco, Tlaxcala, page 8",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8xvg,ark:/21198/zz001h8xjt,2,Completed,Page,mcafee/masters/21198-zz001h8xvg_1273681_master.tif,9,,,,,,,,text,pd,,,,,,r,,,,,,,,"Testament of Juan Baes, et al., San Juan Ixtenco, Tlaxcala, page 9",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8xw0,ark:/21198/zz001h8xjt,2,Completed,Page,mcafee/masters/21198-zz001h8xw0_1273684_master.tif,10,,,,,,,,text,pd,,,,,,v,,,,,,,,"Testament of Juan Baes, et al., San Juan Ixtenco, Tlaxcala, page 10",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8xxh,ark:/21198/zz001h8xjt,2,Completed,Page,mcafee/masters/21198-zz001h8xxh_1273687_master.tif,11,,,,,,,,text,pd,,,,,,r,,,,,,,,"Testament of Juan Baes, et al., San Juan Ixtenco, Tlaxcala, page 11",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8xz1,ark:/21198/zz001h8xjt,2,Completed,Page,mcafee/masters/21198-zz001h8xz1_1273690_master.tif,12,,,,,,,,text,pd,,,,,,r,,,,,,,,"Testament of Juan Baes, et al., San Juan Ixtenco, Tlaxcala, page 12",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8z01,ark:/21198/zz001h8xjt,2,Completed,Page,mcafee/masters/21198-zz001h8z01_1273694_master.tif,13,,,,,,,,text,pd,,,,,,r,,,,,,,,"Testament of Juan Baes, et al., San Juan Ixtenco, Tlaxcala, page 13",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8z1j,ark:/21198/zz001h8xjt,2,Completed,Page,mcafee/masters/21198-zz001h8z1j_1273699_master.tif,14,,,,,,,,text,pd,,,,,,v,,,,,,,,"Testament of Juan Baes, et al., San Juan Ixtenco, Tlaxcala, page 14",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8z22,ark:/21198/zz001h8xjt,2,Completed,Page,mcafee/masters/21198-zz001h8z22_1273705_master.tif,15,,,,,,,,text,pd,,,,,,r,,,,,,,,"Testament of Juan Baes, et al., San Juan Ixtenco, Tlaxcala, page 15",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8z3k,ark:/21198/zz001h8xjt,2,Completed,Page,mcafee/masters/21198-zz001h8z3k_1273709_master.tif,16,,,,,,,,text,pd,,,,,,v,,,,,,,,"Testament of Juan Baes, et al., San Juan Ixtenco, Tlaxcala, page 16",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8z43,ark:/21198/zz0009c4d4,2,Completed,Work,,17,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8z43%2Ftx03912m,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"March 5, 1726","Box 20, Folder 21",6 leaves,312 x 215 mm.,"Series of manuscripts relating to various transfers of ownership for a piece of land. First document is a sales contract involving don Felipe Felisiano and his wife Pasquala Maria, and members of their family. The land was located in the barrio Santo Domingo, and the seller was don Antonio de Santiago and his wife, Doña Maria Francisca. Remaining documents date from 1738, when the land in question was sold to Bartolome Vargas and his family. Signatures of witnesses throughout. Leaves 5 and 6 are blank; all leaves bear the stamp of King Philip V.","Contract for sale of land, et al., San Felipe Santiago, Atzcapotzalco Tianguistenco",1726-03-05,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8z5m,ark:/21198/zz0009c4d4,2,Completed,Work,,18,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8z5m%2F19899q2m,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,c. 1632,"Box 20, Folder 26",1 bifolium,305 x 210 mm.,"Summary statement, possibly by an executor, for Juana (d. 1629 March 21) and her husband, Gabriel Rafael (d. ca. 1630). Includes the cost of their masses and settlement of property.","Estate summary for Juana and Gabriel Rafael, Coyoacan[?]",1632,"(Anderson, 76)",,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8z64,ark:/21198/zz0009c4d4,2,Completed,Work,,19,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8z64%2F7b28vs6d,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"January 13, 1622","Box 20, Folder 27",1 bifolium,217 x 154 mm.,"Woman's will. Signed by Juan Gaspar, scribe.","Testament of Ana Lucia, San Geronimo, Zacamahcuexpa",1622-01-13,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8z7n,ark:/21198/zz0009c4d4,2,Completed,Work,,20,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8z7n%2Fwd09487b,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"January 21, 1579","Box 20, Folder 28",1 leaf,157 x 216 mm.,"Documents a transfer of land between Maria Ana and Juana Helna [Helena] to Francisco Leon Carvajal. Includes an map-like drawing of the property in ink, ""cedula del pedazo de tierra de Elena.""","Contract for transfer of land, Tlalxopa",1579-01-21,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8z85,ark:/21198/zz0009c4d4,2,Completed,Work,,21,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8z85%2Fxh20tt98,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"January 21, 1579","Box 20, Folder 29",1 leaf,159 x 217 mm.,"Transfer of land to Francisco Leon Carvajal from Maria. Includes a map-like drawing of the property in ink, ""cedula del pedazo de tierra que toque con la bieja de Xochac.""","Contract for transfer of land, Xochac Coyoacan",1579-01-21,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8z9p,ark:/21198/zz0009c4d4,2,Completed,Work,,22,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8z9p%2F0820v44d,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"October 9, 1622","Box 20, Folder 30",1 leaf,200 x 150 mm.,Statement taken near time of death.,"Statement of Maria Ana, Tetzala Purificacion",1622-10-09,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8zb6,ark:/21198/zz0009c4d4,2,Completed,Work,,23,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8zb6%2Fcw24v222,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"January 21, 1579","Box 20, Folder 31",1 leaf,157 x 218 mm,"ransfer of land from Miguel de Santiago to Francisco de Leon Carvajal. Includes a map-like drawing of the property in ink, ""cedula del pedazo de tierra que me dio lorenzo y lo di a la biexa de Xochac en truxe que de otro que ella me troco.""","Contract for transfer of land, Tlalxopa, Coyohuacan",1579-01-21,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8zcq,ark:/21198/zz0009c4d4,2,Completed,Work,,24,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8zcq%2Fnz00x88c,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,16th century,"Box 20, Folder 32",1 leaf,215 x 156 mm.,"Continuation of accounts for Diego Francisco, dealing with zapotes.","Account summary for Diego Francisco, San Matheo, Huitzilopochco",1501-1600,See also MS 24.,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8zd7,ark:/21198/zz0009c4d4,2,Completed,Work,,25,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8zd7%2Fbw09381q,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"January 21, 1579","Box 20, Folder 34",1 leaf,160 x 215 mm.,"Land transfer from Lorenzo Perez to Francisco de Leon Carvajal. Includes a map-like drawing of the property in ink, ""cedula de Lorenzo, y este pedazo di a la bieja.""","Contract for transfer of land, Tlalxopa",1579-01-21,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8zfr,ark:/21198/zz0009c4d4,2,Completed,Work,,26,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8zfr%2F0t86ms19,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"May 10, 1588","Box 20, Folder 35",1 leaf,318 x 220 mm.,Receipt of a debt from Don Diego de San Francisco to Pierres de Portugal.,"Receipt of debt, origin unknown",1588-05-10,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8zg8,ark:/21198/zz0009c4d4,2,Completed,Work,,27,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8zg8%2Fkk112n04,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"August 7, 1621","Box 20, Folder 38",1 leaf,310 x 211 mm.,Documentation of a gift of land to the church.,"Donation to the church of San Juan Bautista, Coyocan",1621-08-07,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8zhs,ark:/21198/zz0009c4d4,2,Completed,Work,,28,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8zhs%2Fhh19jz79,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"August 1, 1737","Box 20, Folder 43",1 bifolium,310 x 211 mm.,"Purchase of land by Don Antonio Gonzalez Tercero, presumably from the municipal council.","Contract for sale of land, Azcapotzalco, 1737",1737-08-01,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8zj9,ark:/21198/zz0009c4d4,2,Completed,Work,,29,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8zj9%2F3t01n78w,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"June 20, 1735","Box 20, Folder 45",1 bifolium,307 x 211 mm.,"Land purchase by Antonio Gonzalez from Jacinto Ventura. Ventura received the land as an inheritance from his sister, Anxelina Maria.","Contract for sale of land, Azcapotzalco, 1735",1735-06-20,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8zkt,ark:/21198/zz0009c4d4,2,Completed,Work,,30,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8zkt%2Fb158609d,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"November 4, 1738","Box 20, Folder 46",1 leaf,310 x 212 mm.,"Land purchase by Don Juan Soriano and his wife, Doña Manuela Antonia y Garcia, from Phelipe de Santiago, a widower of Josepha de la Encarnacíon, of San Simon Pochtlan. Mentions testament of Don Pascual de los Reyes.","Contract for sale of land, Atzcapotzalco, 1738",1738-11-04,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h8zmb,ark:/21198/zz0009c4d4,2,Completed,Work,,31,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8zmb%2Ffs55cz4q,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"February 14, 1792","Box 20, Folder 47",1 leaf,309 x 210 mm.,"Final will and testament, with mention of his wife, Maura Maria.","Testament of Pedro Cayetano, San Juan Bautista, Metepec",1792-02-14,,,
