Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Alt ID.local,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Name.subject,Name.creator,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Name.photographer,Publisher.publisherName,Coverage.geographic,Subject,Rights.servicesContact,Language,Rights.statementLocal,Author,Name.repository,Description.note,Title,Date.creation,Date.normalized,Description.caption,Description.abstract,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Connexxus/Centro de Mujeres Collection,ark:/21198/zz0013zhp3,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz0013zhp3-1-master.tif,,,,text,,,,,"Wolverton, Terry",Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,Visions and Revisions,"January through May, 1987",1987-01/1987-05,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zhp3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0013zhp3/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz0013zz5m,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz0013zz5m-1-master.tif,,,,text,,,,,Connexxus (Center),Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,Summer Soiree,"July 27, 1985",1985-07-27,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zz5m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0013zz5m/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz0013zz64,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz0013zz64-1-master.tif,,,,,,,,,Connexxus (Center),Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,Mexico City Earthquake Relief Fund,[September] 1985,1985-09,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zz64,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0013zz64/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz0013zz7n,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz0013zz7n-1-master.tif,,,,text,,,,,Connexxus (Center),Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,A Day at the Races,"April 11, 1987",1987-04-11,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zz7n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0013zz7n/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz0013zz85,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz0013zz85-1-master.tif,,,,text,,,,,Connexxus (Center),Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,Sizzling Sundays at Lily's,between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zz85,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0013zz85/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz0013zzcq,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz0013zzcq-1-master.tif,,,,text,,,,,Connexxus (Center),Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,I Love Women Dance and Concert,"March 20, 1987",1987-03-20,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zzcq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0013zzcq/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz0013zzd7,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz0013zzd7-1-master.tif,,,,text,,,,,Connexxus (Center),Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,I Love Women Dance,"March 23, 1986",1986-03-23,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zzd7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0013zzd7/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz0013zzfr,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz0013zzfr-1-master.tif,,,,text,,,,,Connexxus (Center),Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,Connexxus Coffeehouse Presents Claudette,"March 26, 1988",1988-03-26,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zzfr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0013zzfr/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz0013zzg8,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz0013zzg8-1-master.tif,,,,text,,,,,Connexxus (Center),Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,Entre Nous Fundraiser for Connexxus,"June 2, 1985",1985-06-02,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zzg8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0013zzg8/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz0013zzhs,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz0013zzhs-1-master.tif,,,,text,,,,,Connexxus (Center),Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,A Women's Dance to Benefit Feminist Women's Health Center and Alcoholism Center for Women,"July 13, 1985",1985-07-13,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zzhs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0013zzhs/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz0013zzj9,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz0013zzj9-1-master.tif,,,,text,,,,,Connexxus (Center),Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,Come for a Relaxing Evening of Women's Culture,"July 14, 1985",1985-07-14,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zzj9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0013zzj9/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz0013zzkt,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz0013zzkt-1-master.tif,,,,text,,,,,Connexxus (Center),Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,"""Playing for Laughs"": A Comedy Workshop","August 1-29, 1985",1985-08-01/1985-08-29,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zzkt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0013zzkt/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz0013zzmb,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz0013zzmb-1-master.tif,,,,text,,,,,Connexxus (Center),Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,Back to School Summer Line Up,"July-August, 1988",1988-07/1988-08,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zzmb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0013zzmb/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz0013zzqw,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz0013zzqw-1-master.tif,,,,text,,,,,Connexxus (Center),Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,Self-Defense Training for Women,between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zzqw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0013zzqw/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz0013zzrd,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz0013zzrd-1-master.tif,,,,text,,,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,Lesbian Softball,between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zzrd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0013zzrd/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz0013zzsx,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz0013zzsx-1-master.tif,,,,text,,,,,Connexxus (Center),Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,"Celebration Theatre presents Mouse Soup, Special Benefit Opening for Connexxus","November 5, 1987",1987-11-05,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zzsx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0013zzsx/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140thq,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz00140thq-1-master.tif,,,,text,,,,,"Connexxus (Center)|~|Fink, Sue",Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,A Connexxus Picnic in Palm Springs,"April 2, 1988",1988-04-02,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140thq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140thq/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140tqt,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz00140tqt-1-master.tif,,,,text,,,,,"Córdova, Jeanne|~|Connexxus (Center)",Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,Connexxus All-Star Follies,"April 20, 1985",1985-04-20,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140tqt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140tqt/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140trb,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz00140trb-1-master.tif,,,,text,,,,,Connexxus (Center),Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,Ladies at Lily's,between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140trb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140trb/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140ttc,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz00140ttc-1-master.tif,,,,text,,,,,"Connexxus (Center)|~|Sarton, May",Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,A Tribute to May Sarton,"April 10, 1987",1987-04-10,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140ttc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140ttc/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140vww,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz00140vww-1-master.tif,,,,text,,,,,Connexxus (Center),Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,Women's Winter Gala,"December 31, 1984",1984-12-31,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140vww,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140vww/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140vxd,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz00140vxd-1-master.tif,,,,text,,,,,"Connexxus (Center)|~|Hamilton, Kathy|~|Hoagland, Sarah Lucia, 1945-",Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,An Evening with Sarah Lucia Hoagland,"July 22, 1989",1989-07-22,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140vxd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140vxd/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz0014138d,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz0014138d-1-master.tif,,,,text,,,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,Lesbian Battering Training Session,"June 18, 1988",1988-06-18,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014138d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014138d/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz0014139x,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz0014139x-1-master.tif,,,,text,,,,,"National Organization for Women|~|Connexxus (Center)|~|Nievez, Gloria",Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,National March for Lives,"March 16, 1986",1986-03-16,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014139x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014139x/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz001413k2,ark:/21198/zz000s19ng,2,Completed,Connexxus Flyers,Work,connexxus/images/masters/21198-zz001413k2-1-master.tif,,,,text,,,,,Connexxus (Center),Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),,,eng,,,,,"Accumulated Assumptions, Benefit for Connexxus","November 2, 1988",1988-11-02,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001413k2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001413k2/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140pg8,ark:/21198/zz000s19ng,2,Completed,Centro de Mujeres / Connexxus East,Work,connexxus/images/masters/21198-zz00140pg8-1-master.tif,,,,text,,,,,Connexxus (Center)|~|Connexxus East,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.)|~|East Los Angeles (Calif.),Hispanic American women--California--Los Angeles County|~|Lesbians—Services for—California—Los Angeles|~|Hispanic American lesbians,,spa|~|eng,,,,,Flyer Announcing Open House Reception for the Centro de Mujeres/Connexxus East,"September 13, 1986",1986-09-13,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140pg8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140pg8/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140pj9,ark:/21198/zz000s19ng,2,Completed,Centro de Mujeres / Connexxus East,Work,connexxus/images/masters/21198-zz00140pj9-1-master.tif,,,,text,,,,,"Gay and Lesbian Community Services Center of Los Angeles|~|El Centro Human Services Corporation (Los Angeles, Calif.)",Gay and Lesbian Community Services Center of Los Angeles,copyrighted,N,unpublished,,,Los Angeles (Calif.)|~|East Los Angeles (Calif.),Connexxus (Center)--Archives|~|Lesbian youth--Services for--United States|~|Gay youth--Services for--United States,,eng,,,,Rights.generalNote: Need to obtain permission to publish from copyright holder.,Press Release Announcing East L.A. Youth Rap Group,"October 1, 1986",1986-10-01,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140pj9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140pj9/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140pkt,ark:/21198/zz000s19ng,2,Completed,Centro de Mujeres / Connexxus East,Work,connexxus/images/masters/21198-zz00140pkt-1-master.tif,,,,text,,,,,Gay and Lesbian Community Services Center of Los Angeles,Gay and Lesbian Community Services Center of Los Angeles,copyrighted,N,unpublished,,,Los Angeles (Calif.)|~|East Los Angeles (Calif.),Connexxus (Center)--Archives|~|Lesbian youth--Services for--United States|~|Gay youth--Services for--United States,,eng,,,,Rights.generalNote: Need to obtain permission to publish from copyright holder.,Press Release Announcing Youth Talkline,"October 1, 1986",1986-10-01,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140pkt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140pkt/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140rcp,ark:/21198/zz000s19ng,2,Completed,Centro de Mujeres / Connexxus East,Work,connexxus/images/masters/21198-zz00140rcp-1-master.tif,,,,text,,,,,"Connexxus (Center)|~|El Centro Human Services Corporation (Los Angeles, Calif.)|~|Connexxus East",Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.)|~|East Los Angeles (Calif.),Hispanic American women--California--Los Angeles County|~|Lesbians—Services for—California—Los Angeles|~|Hispanic American lesbians,,eng,,,,,Card Advertising Opening of the Latina Lesbian Services Center at El Centro Human Services,"October 5, 1987",1987-10-05,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140rcp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140rcp/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140rhr,ark:/21198/zz000s19ng,2,Completed,Centro de Mujeres / Connexxus East,Work,connexxus/images/masters/21198-zz00140rhr-1-master.tif,,,,text,,,,,Connexxus (Center)|~|Connexxus East,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.)|~|East Los Angeles (Calif.),Hispanic American women--California--Los Angeles County|~|Lesbians—Services for—California—Los Angeles|~|Hispanic American lesbians,,eng,,,,,Upcoming Events at Centro de Mujeres/Connexxus East,"January, 1988",1988-01,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140rhr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140rhr/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140rm9,ark:/21198/zz000s19ng,2,Completed,Centro de Mujeres / Connexxus East,Work,connexxus/images/masters/21198-zz00140rm9-1-master.tif,,,,text,,,,,Connexxus (Center)|~|Connexxus East,Latina Lesbian Support Group,copyrighted,N,published,,,Los Angeles (Calif.)|~|East Los Angeles (Calif.),Hispanic American women--California--Los Angeles County|~|Lesbians—Services for—California—Los Angeles|~|Hispanic American lesbians,,eng,,,,Rights.generalNote: Need to obtain permission to publish from original creator.,Flyer Announcing the Latina Lesbian Support Group,Between 1986 and 1990,1986/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140rm9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140rm9/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140rnt,ark:/21198/zz000s19ng,2,Completed,Centro de Mujeres / Connexxus East,Work,connexxus/images/masters/21198-zz00140rnt-1-master.tif,,,,text,,,,,"Connexxus (Center)|~|Aguilar, Laura, 1959-  |~|Connexxus East",,copyrighted,Y,published,,,Los Angeles (Calif.),Hispanic American women--California--Los Angeles County,,eng,,,,,Flyer Announcing the Latina Writers Workshop,Between 1986 and 1990,1986/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140rnt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140rnt/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140rpb,ark:/21198/zz000s19ng,2,Completed,Centro de Mujeres / Connexxus East,Work,connexxus/images/masters/21198-zz00140rpb-1-master.tif,,,,text,,,,,Connexxus (Center)|~|Connexxus East,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.)|~|East Los Angeles (Calif.),Hispanic American women--California--Los Angeles County|~|Lesbians—Services for—California—Los Angeles|~|Hispanic American lesbians,,eng,,,,,Flyer Announcing the Services of Centro de Mujeres/Connexxus East,Between 1986 and 1990,1986/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140rpb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140rpb/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140rqv,ark:/21198/zz000s19ng,2,Completed,Centro de Mujeres / Connexxus East,Work,connexxus/images/masters/21198-zz00140rqv-1-master.tif,,,,text,,,,,Connexxus (Center)|~|Connexxus East,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.)|~|East Los Angeles (Calif.),Hispanic American women--California--Los Angeles County|~|Lesbians—Services for—California—Los Angeles|~|Hispanic American lesbians,,eng,,,,,Flyer Announcing the Services of Centro de Mujeres/Connexxus East,Between 1986 and 1990,1986/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140rqv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140rqv/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140rtd,ark:/21198/zz000s19ng,2,Completed,Centro de Mujeres / Connexxus East,Work,connexxus/images/masters/21198-zz00140rtd-1-master.tif,,,,text,,,,,Connexxus (Center)|~|Connexxus East,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.)|~|East Los Angeles (Calif.),Hispanic American women--California--Los Angeles County|~|Lesbians—Services for—California—Los Angeles|~|Hispanic American lesbians,,eng,,,,,Advertisement for Centro de Mujeres/Connexxus East,Between 1986 and 1990,1986/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140rtd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140rtd/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz001409bw,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz001409bw-1-master.tif,,,,still image,,,,,"Connexxus (Center)|~|Martinez, Del",,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Orphan work.|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California",Founding Celebration: Del Martinez at the podium,"May 9, 1986",1986-05-09,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001409bw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001409bw/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz001409xp,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz001409xp-1-master.tif,,,,still image,,,,,"Connexxus (Center)|~|Martinez, Del|~|Tyler, Robin",,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Orphan work.|~|Left to right: Robin Tyler, Del Martinez|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California",Founding Celebration: Robin Tyler and Del Martinez at the podium,"May 9, 1986",1986-05-09,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001409xp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001409xp/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140bdd,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140bdd-1-master.tif,,,,still image,,,,,"Connexxus (Center)|~|Jardine, Lauren|~|Tyler, Robin",,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Orphan work.|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California|~|Left to right: Robin Tyler, Lauren Jardine",Founding Celebration: Robin Tyler and Lauren Jardine at the podium,"May 9, 1986",1986-05-09,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140bdd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140bdd/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140bfx,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140bfx-1-master.tif,,,,still image,,,,,"Connexxus (Center)|~|Jardine, Lauren",,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Orphan work.|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California",Founding Celebration: Lauren Jardine at the podium,"May 9, 1986",1986-05-09,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140bfx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140bfx/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140bgf,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140bgf-1-master.tif,,,,still image,,,,,"Connexxus (Center)|~|Martinez, Del|~|Tyler, Robin|~|Millett, Kate",,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Orphan work.|~|Left to right: Robin Tyler, Kate Millett|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California",Founding Celebration: Robin Tyler and Kate Millett,"May 9, 1986",1986-05-09,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140bgf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140bgf/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140bhz,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140bhz-1-master.tif,,,,still image,,,,,"Connexxus (Center)|~|Millett, Kate",,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Orphan work.|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California",Founding Celebration: Kate Millett at the podium,"May 9, 1986",1986-05-09,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140bhz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140bhz/manifest
