Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,IIIF Access URL,Subject,Type.genre,Type.typeOfResource,Name.subject,Coverage.geographic,Name.fashionDesigner,Coverage.spatialLongitude,Name.repository,Rights.rightsHolderContact,Name.artist,Name.architect,Name.photographer,Language,Publisher.publisherName,Name.illustrator,Rights.permission,Coverage.spatialLatitude,Relation.hasVersion,Relation.isPartOf,Name.compiler,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Rights.copyrightStatus,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Alternate Identifier.OPAC,Alternate Identifier.url,Alternate Identifier.oclc,Rights.countryCreation,Rights.servicesContact
Los Angeles Times Photographic Archive,ark:/21198/zz002cvszf,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_5723.tif,,,,,Children $z California $z Los Angeles|~|Judges $z California $z Los Angeles,news photographs|~|cellulose nitrate film,still image,"Lindsey, Ben B., $d 1869-1943",Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_5723,"Judge Ben Lindsey and children, Los Angeles, 1920-1939","Handwritten on negative: Ben Lindsey|~|Text from negative sleeve: LINDSEY, BEN. JUDGE.",[between 1920-1939],1 photograph,b&w nitrate negative,,copyrighted,1920/1939,,,Judge Ben Lindsey and 8 children standing outside.|~|Judge Ben Lindsey was a Juvenile court judge who specialized in family relations and custody hearings as well.,,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002cvt0f,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_5724.tif,,,,,Custody of children $z California $z Los Angeles|~|Family--California--Los Angeles|~|Judges $z California $z Los Angeles,news photographs|~|cellulose nitrate film,still image,"Sewell, Jane N. Scholtz Emerson, $d 1904-1988|~|Emerson, Walter, $d 1923-2011|~|Lindsey, Ben B., $d 1869-1943",Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_5724,"Judge Ben Lindsey and the Scholtz and Emerson family, Los Angeles, 1935","Handwritten on negative: [L to R] Judge Lindsey, Mrs. Ed. Scholtz, Walter Emerson, Edmund Scholtz, Jane Emerson|~|Text from negative sleeve: LINDSEY, BEN. JUDGE. (Big written ""X"")",1935,1 photograph,b&w nitrate negative,,copyrighted,1935,,,"Related to article, ""RULING HITS AT SEWELL: Mrs. Emerson Visits Banned Court Also Orders..."" Los Angeles Times, 4 Apr. 1935: A1.|~|Judge Lindsey sits down in a chair holding paper while the family stands. A bookshelf with many books is seen to his right. This occasion was most likely to decide the custody of Mrs. Emerson, who later would become Mrs. Sewell who had an affair with Barton Sewell.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002cvtf5,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_5737.tif,,,,,Bankers $z United States|~|Banquets $z California $z Los Angeles,news photographs|~|cellulose nitrate film,still image,American Banker's Association,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_5737,"National Convention of the American Banker's Association, Los Angeles, 1932","Text from negative sleeve: LONGYEAR, W.D. BANKER","October, 1932",1 photograph,b&w nitrate negative,,copyrighted,1932-10,,,"One man stands while the others are seated at a banquet table at the National Convention of the American Banker's Association.|~|Photograph related to the article, ""PERHAPS YOUR OPPORTUNITY,"" Los Angeles Times, 8 Jun. 1932: A3.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002cvtgp,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_5738.tif,,,,,Bankers $z United States|~|Banquets $z California $z Los Angeles,news photographs|~|cellulose nitrate film,still image,"Shepherd, F. N.|~|Longyear, W. D., $d 1865 or 66-1950|~|American Banker's Association|~|Biltmore Hotel (Los Angeles, Calif.)|~|Chaffey, Andrew Taylor McCord, $d 1874-1941",Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_5738,"Planning National Convention of the American Banker's Association, Los Angeles, 1932","Handwritten on negative: L to R--F. N. Shepherd, A. N. Chaffey, W. D. Longyear|~|Text from negative sleeve: LONGYEAR, W.D. BANKER","June 8, 1932",1 photograph,b&w nitrate negative,,copyrighted,1932-06-08,-118.253923,34.049814,"W. D. Longyear, one of the founders of Security-First National Bank standing next to Andrew M. Chaffey (chairman of the board of the California Bank). Man on the very right is unidentified.|~|Shot taken at the Biltmore Hotel.|~|Photograph appears with the article, ""PERHAPS YOUR OPPORTUNITY,"" Los Angeles Times, 8 Jun. 1932: A3.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002cw23t,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_5930.tif,,,,,"Plaques $z California $z Los Angeles|~|Stockyards $z California $z Los Angeles|~|La Mesa, Battle of, Calif., 1847",news photographs|~|cellulose nitrate film,still image,Los Angeles Union Stock Yard (Calif.),Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_5930,"Girl points to the Battle of La Mesa marker at the Los Angeles Union Stockyards, Los Angeles, [1926-1939]",Text from negative sleeve: LOS ANGELES STOCKYARDS.|~|Handwritten on negative: L.A. Stockyards,[1926-1939],1 photograph,b&w nitrate negative,,copyrighted,1926/1939,-118.2036832,34.0055693,"Girl sitting on a rock pointing to two plaques on  another rock. The plaques commemorate the Battle of La Mesa.|~|The monument was erected 1926 by Native Sons of the Golden West, Historical Society of Southern California, Union Pacific Railroad and Los Angeles Union Stock Yards. (Marker Number 167.). The markers were later moved .to the intersection of Santa Fe Avenue and E. Vernon Avenue, on the right when traveling south on S. Santa Fe Avenue.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002cw28d,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_5935.tif,,,,,Stock exchanges $z California $z Los Angeles,news photographs|~|cellulose nitrate film,still image,,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_5935,"Traders at the Stock Exchange, Los Angeles, 1937",Text from negative sleeve: Los Angeles Stock Exchange|~|Handwritten on negative: Crowd in L.A. Stock exchange,"March 19, 1937",1 photograph,b&w nitrate negative,,copyrighted,1937-03-19,-118.251220,34.045314,The Los Angeles Stock Exchange building opened in 1931. It is located at 618 Spring Street.|~|Date provided by a calendar in a photograph in this set.,,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002cw2dg,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_5939.tif,,,,,Los Angeles River (Calif.)|~|Demolition $z California $z Los Angeles|~|Spectators $z California $z Los Angeles|~|Bridges $z California $z Los Angeles,news photographs|~|cellulose nitrate film,still image,,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_5939,"Demolition of the Dayton Avenue viaduct above the Los Angeles River, Los Angeles, 1927","Text from negative sleeve: L. A. Streets - Dayton Ave. Bridge|~|Text from newspaper caption: After Nearly Twenty-five Years of Service as One of Main Viaducts across the Los Angeles River, the Dayton avenue bridge, built in 1903, was demolished yesterday to make way for new $243,000 Riverside Drive-Dayton bridge. Photo shows old span toppling under persuasion of 15-ton Caterpillar tractor after steel girders and base supports had been cut. [Los Angeles Times, 17 Jun. 1927: A12]|~|Caption filed with negative: Wrecked. Dayton. St. Bridge [1429_5940i]","June 16, 1927",1 photograph,b&w nitrate negative,,copyrighted,1927-06-16,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002cw3hh,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_5971.tif,,,,,"Comic books, strips, etc.--United States",news photographs|~|cellulose nitrate film,still image,,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_5971,"Winnie Winkle: The Breadwinner Comic Strip, Los Angeles, 1935","Text from negative sleeve: Los Angeles Times, Comics","February 3, 1935",1 photograph,b&w nitrate negative,,copyrighted,1935-02-03,,,American comic strip that started in 1920.,,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002cw3j1,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_5972.tif,,,,,Streets $z California $z Los Angeles|~|Los Angeles River (Calif.)|~|Bridges $z California $z Los Angeles,news photographs|~|cellulose nitrate film,still image,,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_5972,"Fallen bridge over the Los Angeles River at Washington Blvd., Los Angeles, 1920-1939","Text from negative sleeve: LOS ANGELES STREETS, WASHINGTON BLVD.",[1920-1939],1 photograph,b&w nitrate negative,,copyrighted,1920/1939,,,Shot of men working on a failed wooden bridge spanning the Los Angeles River at Washington Boulevard.,,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002cw3kj,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_5973.tif,,,,,Streets $z California $z Los Angeles|~|Construction $z California $z Los Angeles,news photographs|~|cellulose nitrate film,still image,Los Angeles (Calif.). Dept. of Public Works,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_5973,"Washington Blvd. closed, Los Angeles, 1920-1939","Text from negative sleeve: LOS ANGELES STREETS, WASHINGTON BLVD.",[between 1920-1939],1 photograph,b&w nitrate negative,,copyrighted,1920/1939,,,"Three men with a shovel on the closed street of Washington Blvd. The signs say ""street closed City of L.A. ENGR.BR.--D.P.W. (Department of Public Works)",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002cw3m2,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_5974.tif,,,,,Streets $z California $z Los Angeles|~|Construction $z California $z Los Angeles,news photographs|~|cellulose nitrate film,still image,Los Angeles (Calif.). Dept. of Public Works,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_5974,"Washington Blvd. closed, Los Angeles, [1920-1939]","Text from negative sleeve: LOS ANGELES STREETS, WASHINGTON BLVD.",[between 1920-1939],1 photograph,b&w nitrate negative,,copyrighted,1920/1939,,,"Three men with a shovel on the closed street of Washington Blvd. A car is seen coming and another one leaves. The signs say ""street closed City of L.A. ENGR. BR.--D.P.W. [Department of Public Works]",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002cw3vp,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_5981.tif,,,,,"Streets $z California $z Los Angeles|~|Wilshire Boulevard (Los Angeles, Calif.)|~|Dwellings $z California $z Los Angeles",news photographs|~|cellulose nitrate film,still image,,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_5981,"Wilshire Boulevard, Los Angeles, 1934","Text from negative sleeve: L.A City Streets, Wilshire Blvd. 1900?",1934,1 photograph,b&w nitrate negative,,copyrighted,1934,,,View of a residential block on Wilshire Boulevard.,,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002cw5ff,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_6027.tif,,,,,Ransom $x American $z California,news photographs|~|cellulose nitrate film|~|clippings,still image,Los Angeles Examiner,,,,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_6027,"Los Angeles Examiner newspaper with the headlind ""Mahan Captured!"", 1935","Text from negative sleeve: Los Angeles Examiner, Copies of Papers","June 12, 1935",1 photograph,b&w nitrate negative,,copyrighted,1935-06-12,,,"Picture of a Los Angeles Examiner paper wit hthe title ""Mahan Captured!"" This headline related to William Mahan, who was charged with kidnapping and ransom.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002cw5gz,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_6028.tif,,,,,Politicians--Mexico|~|War,news photographs|~|cellulose nitrate film|~|clippings,still image,"Calles, Plutarco Elías, $d 1877-1945|~|Los Angeles Examiner",,,,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_6028,"Los Angeles Examiner clipping with the headline ""Calles finances anti-U.S. revolt in Nicaragua,"" 1927","Text from negative sleeve: Los Angeles Examiner, Copies of Papers","November 16, 1927",1 photograph,b&w nitrate negative,,copyrighted,1927-11-16,,,"Plutarco Elías Calles, the 40th President of Mexico, gave $10,000 in support to liberal forces that clashed with conservative forces and the U.S. in a civil war that flared in Nicaragua in 1927.|~|The two articles that are showcased here from the Los Angeles Examiner are ""Mexico Sent $1,000,000 to Push Anti-U.S. Revolt in Nicaragua"" and ""Calles Financed Red Propaganda"".",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002cw5hg,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_6029.tif,,,,,Politicians--Mexico|~|War,news photographs|~|cellulose nitrate film|~|clippings,still image,"Calles, Plutarco Elías, $d 1877-1945|~|Los Angeles Examiner",,,,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_6029,"Los Angeles Examiner clippings with an article titled ""Calles finances anti-U.S. revolt in Nicaragua,"" 1927","Text from negative sleeve: Los Angeles Examiner, Copies of Papers","November 20, 1927",1 photograph,b&w nitrate negative,,copyrighted,1927-11-20,,,"The two Los Angeles Examiner articles in the photo are titled ""Mexico Sent $1,000,000 to Push Anti-U. S. Revolution"" and ""Calles' Anti-U. S. Pro-Soviet Activities Nearly Worldwide.|~|Plutarco Elías Calles, the 40th President of Mexico, gave $10,000 in support to liberal forces that clashed with conservative forces and the U.S. in a civil war that flared in Nicaragua in 1927.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002cw5j0,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_6030.tif,,,,,Politicians--Mexico,news photographs|~|cellulose nitrate film,still image|~|clippings,"Calles, Plutarco Elías, $d 1877-1945|~|Los Angeles Examiner",,,,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_6030,"Los Angeles Examiner clipping with an articles about Plutarco Elias Calles, 1927","Text from negative sleeve: Los Angeles Examiner, Copies of Papers","November 17, 1927",1 photograph,b&w nitrate negative,,copyrighted,1927-11-17,,,"The two Los Angeles Examiner articles in the photo are titled ""Calles Paid Communist Agitator in Guatemala"" and ""Hand of Old World Power Shown Backing Mexico"".|~|Plutarco Elías Calles, the 40th President of Mexico, was known for supporting economically and politically liberal movements in South America branded as Communist movements by the U.S.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002cw5kh,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_6031.tif,,,,,Politicians--Mexico|~|Strikes and lockouts|~|Communism--China,news photographs|~|cellulose nitrate film|~|clippings,still image,Los Angeles Examiner,,,,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_6031,"Los Angeles Examiner clipping with articles about Plutarco Elias Calles, 1927","Text from negative sleeve: Los Angeles Examiner, Copies of Papers","November 23, 1927",1 photograph,b&w nitrate negative,,copyrighted,1927-11-23,,,"Plutarco Elías Calles, the 40th President of Mexico, was known for supporting economically and politically liberal movements in South America branded as Communist movements by the U.S. These articles talk about him supporting movements in Britain as well as China.|~|The two Los Angeles Examiner articles are titled ""Mexico Financial Aid helped back  British Coal Walkout during 1926"" and ""Calles Financed Chinese Radicals.""",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002cw5m1,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_6032.tif,,,,,Politicians--Mexico|~|Strikes and lockouts|~|Communism--China,news photographs|~|cellulose nitrate film|~|clippings,still image,Los Angeles Examiner,,,,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_6032,"Los Angeles Examiner clippings with articles about Plutarco Elias Calles, 1927","Text from negative sleeve: Los Angeles Examiner, Copies of Papers","November 23, 1927",1 photograph,b&w nitrate negative,,copyrighted,1927-11-23,,,"The three Los Angeles Examiner Articles titled in the photo are ""Calles' Order Giving $100,000 to British Coal Strikers"", ""Records Show Calles Shared Russia's Dream of 'Red' China"", and ""Big Sums Spent Kindling Sentiment Against U.S.""|~|Plutarco Elías Calles, the 40th President of Mexico, was known for supporting economically and politically liberal movements in South America branded as Communist movements by the U.S. These articles talk about him supporting movements in Britain, Guatemala, as well as China.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002cw5nj,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_6033.tif,,,,,Politicians--Mexico|~|War,news photographs|~|cellulose nitrate film|~|clippings,still image,Los Angeles Examiner,,,,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_6033,"Los Angeles Examiner clipping with article titled ""Calles finances anti-U.S. revolt in Nicaragua,"" 1927","Text from negative sleeve: Los Angeles Examiner, Copies of Papers","November 28, 1927",1 photograph,b&w nitrate negative,,copyrighted,1927-11-28,,,"The two articles in the photo are titled ""Secret calles-Sacasa Treaty Bared and Calles' Secret Pact with Nicaragua Rebel Exposed"".|~|Plutarco Elías Calles, the 40th President of Mexico, gave $10,000 in support to liberal forces that clashed with conservative forces and the U.S. in a civil war that flared in Nicaragua in 1927.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002cw5p2,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_6034.tif,,,,,Traffic regulations $z California $z Los Angeles|~|Boys $z California $z Los Angeles,news photographs|~|cellulose nitrate film|~|clippings,still image,Los Angeles Examiner,,,,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,eng,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_6034,"Los Angeles Examiner Editorial Page, 1926","Text from negative sleeve: Los Angeles Examiner, Copies of Papers","March 10, 1926",1 photograph,b&w nitrate negative,,copyrighted,1926-03-10,,,"Editorial page of Los Angeles Examiner with titles such as ""Must be Clear Right of Way for Popular Terminal Verdict"", and ""What Money Can't Buy"" that touch on topics such as new traffic laws and boyhood.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002cw5qk,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_6035.tif,,,,,Politicians--Mexico|~|Strikes and lockouts|~|Communism--China,news photographs|~|cellulose nitrate film|~|clippings,still image,"Calles, Plutarco Elías, $d 1877-1945|~|Los Angeles Examiner",,,,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_6035,"Los Angeles Examiner clippings with articles about Plutarco Elias Calles, 1927","Text from negative sleeve: Los Angeles Examiner, Copies of Papers","November 14, 1927",1 photograph,b&w nitrate negative,,copyrighted,1927-11-14,,,"Some of the titles of articles that are included in the photograph are as follows: ""How calles Started Anti-U.S. Revolution in Nicaragua"", ""Calles Balked at $250,000 for Senator, but Sent $100,000"", and ""Records Show Calles Ordered $100,000 Paid Arbiter of U.S. Claims"".|~|Plutarco Elías Calles, the 40th President of Mexico, was known for supporting economically and politically liberal movements in South America branded as Communist movements by the U.S. These articles talk about him supporting movements in Britain, Nicaragua, as well as China. They also talk about him sending money to U.S. senators to support his causes as well.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
