Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Visibility,Thumbnail,Subject.conceptTopic,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Type.genre,Name.subject,Subject,Subject.descriptiveTopic,Name.repository,Rights.servicesContact,Language,Name.photographer,Name.donor,Name.correspondent,Subject geographic,Name.recipient,Rights.rightsHolderContact,Name.creator,Local identifier,Title,Description.abstract,Description.note,Alt ID.local,Summary,Date.normalized,Date.creation,Format.extent,Coverage.geographic,Description.caption,Description.latitude,Description.longitude,Alt ID.url,AltTitle.other,Note,Relation.isPartOf,Opac url,Finding Aid URL
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4fs,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,103,,,,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p4fs%2Fcw72f98f,African American singers|~|African American insurance executives $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Houston, Norman O., $d 1893-1981|~|Hickman, Verna, $d 1908-1990|~|Simpson, Arthur Lee",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Douglas Photo (Firm),,,,,,,Collection 1867 Box 1 Folder 3,"Arthur Simpson, Verna Hickman, and Norman O. Houston, Los Angeles, 1950s",,Group gathered around a grand piano. Arthur Simpson is at the far left. Verna Hickman (3rd from left) and Norman O. Houston (2nd from right) are also present. The others are unidentified.|~|All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0103,"Arthur Lee Simpson was an African American tenor.|~|Verna Hickman worked for the Golden State Mutual Life Insurance Company. She was the wife of Paul Hickman, a Los Angeles businessman.|~|Norman Houston was an executive with the Golden State Mutual Life Insurance Company.",1950/1959,[1950s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4g9,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0104.tif,104,,,,private,,African American women,still image,copyrighted,unknown,Black-and-white photographs,,Lifestyle|~|Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Siminoff, Norman, $d 1915-1965",,,,,,,Collection 1867 Box 1 Folder 3,"Formally dressed women, Los Angeles, 1940s",,The individuals and the location of this photograph have not be identified.|~|All information concerning the content and description of the image was provided by Walter Gordon.,104|~|YRLSC_gordonphotos_0104,Photographer Norman Siminoff was known for photographing Central Avenue activities.,1940/1949,[1940s?],1 photograph : b&w,United States,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4ht,ark:/21198/zz002311rn,2,Completed,Work,,105,,,,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p4ht%2F4v85mp3v,African American women $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,,Lifestyle,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 4,"Central Avenue ""urchin,"" Los Angeles, 1940s",,"This young woman was raised on Central Avenue, and alternately used and protected by the guys there. She is unidentified. The back of the picture says ""Mrs. Wilson"" but it is unclear if that was her name.|~|All information concerning the content and description of the image was provided by Walter Gordon.",105|~|YRLSC_gordonphotos_0105,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4jb,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0106.tif,106,,,,private,,African American motion picture actors and actresses--California--Los Angeles|~|Insurance agents $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Beavers, Louise, $d 1902-1962|~|Williams, Arthur J.",Entertainment|~|Lifestyle|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 4,"Actress Louise Beavers at the microphone at a backyard event, Los Angeles, 1940s",,"L to R: A.J. Williams (playing piano), Louise Beavers (holding microphone). The others in the photo are unidentified.",106|~|YRLSC_gordonphotos_0106,"A. J. Williams was a Golden State insurance agent , known by the nickname Kelly.|~|Louise Beavers was a motion picture actress.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4kv,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0107.tif,107,,,,private,,African American psychologists,still image,copyrighted,unknown,Black-and-white photographs,"Wright, Howard E. $q (Howard Emery), $d 1908-1988",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 4,"Psychologist Howard Emery Wright, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,107|~|YRLSC_gordonphotos_0107,"Howard Emery Wright was one of Walter L. Gordon, Jr.'s roommates at Ohio State University. Wright was born in Philadelphia in 1908, and attended Lincoln University in Pennsylvania. He later received his M.A. and Ph.D. in psychology from Ohio State, and went on to a long career in higher education, serving as a Dean at Maryland State College and acting Chancellor at the University of Maryland.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4mc,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0108.tif,108,,,,private,,African American lawyers--California--Los Angeles|~|African American women $x Societies and clubs,still image,copyrighted,unknown,Black-and-white photographs,"Cavalrette Social Club|~|Gordon, Walter L., $c Jr., $d 1908-2012",Events|~|People|~|Culture,Fashion shows $z California $z Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 4,"Walter L. Gordon, Jr. as Master of Ceremonies at a Cavalrette Social Club event, Los Angeles, 1940s",,"Walter L. Gordon, Jr. onstage as an emcee at an event sponsored by the Cavalette [i.e. Cavalrette] Social Club.|~|All information concerning the content and description of the image was provided by Walter Gordon.",108|~|YRLSC_gordonphotos_0108,"Walter L. Gordon, Jr. was an African American attorney in Los Angeles.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4nw,ark:/21198/zz002311rn,2,Completed,Work,,109,,,,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p4nw%2Fdk81b13q,Secretaries $z California $z Los Angeles|~|African American lawyers--California--Los Angeles|~|African American bail bond agents $z California $z Los Angeles|~|African American journalists $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Foppe, Melba|~|Gordon, Walter L., $c Jr., $d 1908-2012|~|McClain, Leonard, $d 1915-1958|~|Ware, Florita|~|Gipson, J. T.",Entertainment|~|Lifestyle,Bars (Drinking establishments)--California--Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,eng,,,,,,,,Collection 1867 Box 1 Folder 4,"Informal gathering at the bar in Walter Gordon's office, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|A group of people holding drinks around a bar. The bar was located at the back of Walter Gordon's office. From left to right: Melba Foppe, Florita Ware, Leonard McClain, Walter Gordon, and J. T. Gipson.",YRLSC_gordonphotos_0109,"J. T. Gipson was a reporter for the Los Angeles Sentinel.|~|Melba Foppe was Walter Gordon's secretary for at least 15 years.|~|Leonard McClain was an ex-football player, later owner of the Leonard McClain Bail Bond Company.|~|Flo (Florita) Ware was Walter Gordon Jr.'s secretary for many years.|~|Walter L. Gordon, Jr. was an African American attorney in Los Angeles.",1940/1949,1940s,1 photograph : b&w,California--Los Angeles,Text on reverse: Back office bar.,,,109,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4pd,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0110.tif,110,,,,private,,African American baseball players|~|Weddings $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Robinson, Jackie, $d 1919-1972|~|Robinson, Rachel, $d 1922-",Events|~|Lifestyle|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 4,"Wedding of Jackie Robinson to Rachel (Isum) Robinson, Los Angeles, 1946",,"Jackie Robinson wed Rachel Isum at the Peoples' Independent Church in Los Angeles on February 10, 1946.|~|All information concerning the content and description of the image was provided by Walter Gordon.",110|~|YRLSC_gordonphotos_0110,"A year after his wedding on February 10, 1946, Jackie Robinson broke the Major League Baseball's color barrier when he started with the Brooklyn Dodgers.",1946-02-10,"Feb. 10, 1946",1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4qx,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0111.tif,111,,,,private,,African American women singers,still image,copyrighted,unknown,Black-and-white photographs,"Green, Madeline",Entertainment|~|People|~|Arts,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Seymour, Maurice, $d 1904-",,,,,,,Collection 1867 Box 1 Folder 4,"African American singer Madeline Green (headshot), taken in Chicago, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,111|~|YRLSC_gordonphotos_0111,"Madeline Green was a ""songbird,"" a singer who worked with Earl 'Fatha' Hines, Count Basie, and Lionel Hampton. She died in Cleveland in 1976.",1940/1949,[1940s?],1 photograph : b&w,Illinois--Chicago,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4rf,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0112.tif,112,,,,private,,African American real estate agents $z California $z Los Angeles|~|African American barbers $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Houston, Arthur, $c Jr. |~|Spurlock, Herman|~|Houston, Thelma",Lifestyle|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 4,"Arthur Houston, Jr. with Herman Spurlock at a social gathering, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Arthur Houston is seated on the floor at the far left. Herman Spurlock is seated on the floor, second from the right. The rest of the people in the photograph are unidentified, although one of the women may have been Augustus Hawkins' secretary.",112|~|YRLSC_gordonphotos_0112,"Herman Spurlock, well known on Central Avenue, made a living putting together shows and entertainment for nightclubs and fundraisers.|~|Arthur Houston started out with a small barbershop and pool hall, and later became a licensed real estate broker and contractor. He opened the Crescent Insurance Agency on Central Avenue (across from the Dunbar Hotel) and later a real estate and construction company at a different location. He was also appointed a Real Estate Commissioner for the State of  California later in his career. He was active in the Phi Beta Sigma fraternity, and participated in anti-segregation efforts in Los Angeles and neighboring areas.",1940/1949,[1940?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4sz,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0113.tif,113,,,,private,,African American clergy $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Beane, Samuel M. $q (Samuel Miller), $d 1882-1945|~|Hamilton United Methodist Church",People|~|Religion,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 4,"Rev. Samuel M. Beane at the Hamilton M. E. Church, Los Angeles, circa 1940-1945",,"Reverend Beane at Hamilton M. E. Church in Los Angeles. He is standing in the back row at the far left. The other people in the photograph are unidentified.|~|All information concerning the content and description of the image was provided by Walter Gordon.|~|The Hamilton M. E. Church was located at 1376 E 18th St, Los Angeles, CA 90021, from 1919 to 1953.",113|~|YRLSC_gordonphotos_0113,"Rev. Samuel M. Beane was the pastor of the Hamilton United Methodist Church for more than 25 years, from 1919 to the time of his death in 1945.",1940/1945,[1940-1945?],1 photograph : b&w,California--Los Angeles,,34.023812,-118.247756,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4tg,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0114.tif,114,,,,private,,African American actors|~|African American singers|~|African American businesspeople $z California $z Los Angeles|~|African American real estate agents $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Robeson, Paul, $d 1898-1976|~|Hill, C. W. $q (Charles Wesley), $c Dr., $d 1900-1977",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 4,"Paul Robeson and C. W. Hill, Los Angeles, 1940s",,"L to R: Paul Robeson, C. W. Hill.|~|All information concerning the content and description of the image was provided by Walter Gordon.",114|~|YRLSC_gordonphotos_0114,"C. W. Hill was a Los Angeles real estate agent and businessman.|~|Paul Robeson was an American bass singer and actor who became involved with the Civil Rights Movement. At Rutgers College, he was an outstanding American football player, and then had an international career in singing, with a distinctive, powerful, deep bass voice, as well as acting in theater and movies. He became politically involved in response to the Spanish Civil War, fascism, and social injustices. His advocacy of anti-imperialism, affiliation with communism, and criticism of the United States government caused him to be blacklisted during the McCarthy era. (Wikipedia)",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4v0,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0115.tif,115,,,,private,,African American actors $z California $z Los Angeles|~|African American police $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Scheffield, Maceo B.",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 4,"Maceo B. Scheffield and visitors from San Antonio, Los Angeles, 1940s",,"Maceo Bruce Scheffield is seated at center, on a stool, holding a glass and a bottle of liquor.|~|All information concerning the content and description of the image was provided by Walter Gordon.",115|~|YRLSC_gordonphotos_0115,"Maceo Bruce Scheffield (1897-1959), (often spelled Sheffield) was an actor who appeared in ""race films,"" made in California. He was also involved in producing and writing films. Before his acting career, he was a high ranking and much-feared policeman in the 1920s and 1930s, known for his intimidating manner while policing other black Angelenos. He was also involved in running nightclubs on Central Avenue.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4wh,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0116.tif,116,,,,private,,African American lawyers--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Richardson, H. Leonard, $d 1891-1965|~|Richardson, Maudelle, $d b. 1912",Lifestyle|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 4,"H. Leonard Richardson and his wife Maudelle in a group, Los Angeles, 1940s",,"Maudelle and H. Leonard Richardson are seated in the center, 3rd and 4th from the left. The others in the photograph are unidentified.|~|All information concerning the content and description of the image was provided by Walter Gordon.|~|Walter Gordon tidentified the man in the back row, on the left end, as ""maybe Malone"" [possibly the attorney Stanley Malone].",116|~|YRLSC_gordonphotos_0116,"Maudelle Richardson was the wife of H. Leonard Richardson. She was an avid golfer.|~|H. Leonard Richardson was born in Cleveland, Ohio in 1891, but his family moved to the Bay Area when he was three. He graduated from UC Berkeley, and after serving as a First Lieutenant in the Army in World War I, he began practicing law in northern California. In 1944, he moved to Los Angeles and married Maudelle Peachey Jones. He was an active NAACP member in both northern and southern California, serving as the head of its Legal Redress committee. He was also active in the Alpha Phi Alpha fraternity. He retired from legal practice in 1960, and died in 1965.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4x1,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0117.tif,117,,,,private,,African American women singers,still image,copyrighted,unknown,Black-and-white photographs,"Bye Sisters (Musical group)|~|Bye, Doris, $d b. 1924 or 25|~|Bye, Frances, $d 1923-1992|~|Bye, Henrietta",Entertainment|~|People|~|Arts,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 4,"Publicity photo for The Bye Sisters, New York, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,117|~|YRLSC_gordonphotos_0117,"Henrietta was a member of the Bye Sisters, a swing trio based in New York and managed by talent agent Chappie Willet. Possibly she was ""Hotense Bye"" (b. 1928 or 29) a sister of Doris and Frances included in the 1930 and 1940 census.|~|The Bye Sisters (Doris, Frances, and Henrietta) were a swing trio based in New York, and managed by talent agent Chappie Willet.|~|Doris was a member of the Bye Sisters, a swing trio based in New York and managed by talent agent Chappie Willet.|~|Frances Bye Serrette was a member of the Bye Sisters, a swing trio based in New York and managed by talent agent Chappie Willet.",1940/1949,[1940s?],1 photograph : b&w,New York (State)--New York,"""The Bye Sisters. Direction: Chappie Willet, Artists Enterprises, 156 West 44th Street, New York City.""",,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4zj,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0118.tif,118,,,,private,,African American lawyers--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Reid, George.|~|Gordon, Walter L., $c Jr., $d 1908-2012",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 4,"Walter L. Gordon, Jr. and George Reid at Gordon's law office, Los Angeles, 1930s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Walter Gordon Jr.'s office when he first started practicing law in Los Angeles was in a space given to him by Charlotta Bass of the California Eagle. Mr. Gordon did not think he would have legal cases, so at first his sign advertised his services as a ""Notary Public."" Pictured on the right is George Reid.",YRLSC_gordonphotos_0118,"George Reid was Walter L. Gordon, Jr.'s assistant in his law office.|~|Walter L. Gordon, Jr. was an African American attorney in Los Angeles.",,[between 1937 and 1938),1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p50j,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0119.tif,119,,,,private,,African American actors $z California $z Los Angeles|~|African American police $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Scheffield, Maceo B.",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 4,"Maceo Bruce Sheffield, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,119|~|YRLSC_gordonphotos_0119,"Maceo Bruce Sheffield (1897-1959) (sometimes spelled Scheffield) was an actor who appeared in ""race films"" made in California. He was also involved in producing and writing films. Before his acting career, he was a high ranking and much-feared policeman in the 1920s and 1930s, known for his intimidating manner while policing other black Angelenos. He was also involved in running nightclubs on Central Avenue.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p512,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0120.tif,120,,,,private,,African American businesspeople|~|African American track and field athletes,still image,copyrighted,unknown,Black-and-white photographs,"Owens, Jesse, $d 1913-1980.|~|Ramsey, Al, $d 1898-1954",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 4,"Jesse Owens and Al Ramsey, Los Angeles, 1940s",,"L to R: Al Ramsey, Jesse Owens, unidentified man. They appear to be in a club; immediately behind them is a woman at a cash register and on the wall behind them is an Art Deco style mural with jazz musicians and nude women dancers.|~|All information concerning the content and description of the image was provided by Walter Gordon.",120|~|YRLSC_gordonphotos_0120,"Al Ramsey was a San Diego businessman along with his brother, George Ramsey.|~|Jesse Owens was a track and field athlete who won four gold medals in the 1936 Summer Olympics  in Berlin.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p52k,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,121,,,,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p52k%2Fcc561n8k,African American businesspeople $z California $z Los Angeles|~|African American Greek letter societies $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Clark, Horace, $d 1899-1967|~|Phi Beta Sigma Fraternity|~|Bratton, B. B. $q (Bertrand Ballard), $d 1899-1969|~|Hill, C. W. $q (Charles Wesley), $c Dr., $d 1900-1977|~|Gordon, Walter L. $q (Walter Lear), $c Sr., $d 1883-1949|~|Zetar, Frank G. $q (Frank Gary), $c Dr., $d 1904-1977|~|McDowell, Afue, $d 1887-1966|~|Johnson, S. P. $q (Simon Peter), $d 1875-1951|~|Stokes, Doc",Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Smith, Jesse, $c photographer",,,,,,,Collection 1867 Box 1 Folder 4,"Phi Beta Sigma men, Los Angeles, 1940s",,"Walter L. Gordon, Sr. is standing in the second row, 3rd from the right. B. B. Bratton is also in the 2nd row, 6th from the right. C. W. Hill is seated in the center of the front row. Also seated in the front row are S. P. Johnson (1st from the right), Dr. Frank G. Zetar (1st from the left) and Horace P. Clark Sr. (2nd from the left). Afue McDowell is standing in the second row (1st from the left). The gentleman standing in the second row (1st from the right) is Stokes (first name unknown). The other individuals in the photograph are unidentified.|~|All information concerning the content and description of the image was provided by Walter Gordon.",121|~|YRLSC_gordonphotos_0121,"Horace P. Clark, Sr. was originally from Mississsippi and graduated from Alcorn College. He relocated to Chicago for better job opportunities and became a railroad man. He later moved to Los Angeles where he and his first wife, Vera, built the Clark Hotel.|~|Dr. Frank Gary Zetar was a chiropractor.|~|S.P. Johnson was a director at the Conner-Johnson Mortuary.|~|Afue McDowell was a well-known attorney.|~|Stokes was indentified as a pharmacist assistant.|~|Dr. Charles Wesley Hill moved to Los Angeles from Arkansas. Initially working as a dentist, he became a uccessful businessman and real estate broker. Hill was active in the NAACP,  the International Film and Radio Guild (IFRG) where he was co-vice president along with Lena Horne, and other civil rights organizations. He was a member of the Phi Beta Sigma fraternity. Hill was also a fund raiser and party host at his Hollywood home. According to Walter L. Gordon, Jr., at some point Mr. Hill simply disappeared from the Los Angeles scene, and no one knew what had become of him. Census records indicate that he died in Evansville, Indiana in 1977.|~|B.B. Bratton earned his B.A. from the University of Chicago and worked in Lousiana as a certified public accountant. He passed the bar in Los Angeles in 1924 and practiced law.|~|Mr. Gordon Sr. was Walter L. Gordon, Jr.'s father.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p533,ark:/21198/zz002311rn,2,Completed,Work,,122,,,,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p533%2F3193n40p,African American models $z California $z Los Angeles|~|African American actors $z California $z Los Angeles|~|African American businesspeople $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Anderson, Eddie, $d 1905-1977|~|Crouch, Stuff, $d 1900-1966|~|Schwentner, Angelle DeLavallade, $d 1920-2008 ",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Merriman, Ted",,,,,,,Collection 1867 Box 1 Folder 4,"Stuff Crouch, Eddie Anderson, and Angelle DeLavallade, Los Angeles, 1940s",,"L to R: Stuff Crouch, an unidentified woman, Eddie Anderson, Angelle DeLavallade.|~|All information concerning the content and description of the image was provided by Walter Gordon.",122|~|YRLSC_gordonphotos_0122,"Julius Howard ""Stuff"" Crouch was a nightclub host in Los Angeles for many years, and friend of musicians such as Count Basie.|~|Eddie Anderson was best known for playing Rochester on the Jack Benny Program.|~|Angelle DeLavallade, the niece of Angelique DeLavallade, was a model. She had a brief career in the entertainment business. She had a two-year marriage with Dr. Edward W. Stratton.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p54m,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0123.tif,123,,,,private,,African American motion picture actors and actresses--California--Los Angeles|~|Radio personalities $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Jarvis, Al, $d 1910-1970|~|Horne, Lena",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 4,"Lena Horne and Al Jarvis, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,123|~|YRLSC_gordonphotos_0123,"Lena Horne was an American jazz and pop singer, dancer and actress, and civil rights activist.|~|Al Jarvis was a Los Angeles radio host who later hosted ""Hollywood on Television.""",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
