Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Subject,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Name.repository,Language,Title,Description.abstract,Description.note,Publisher.placeOfOrigin,Date,Source,Relation.isPartOf,Relation.reproducedIn,Format.dimensions,Relation.describedIn,Relation.isVersionOf,Date.creation,AltTitle.descriptive,AltTitle.other,Format.extent,Date.normalized,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Index of Medieval Medical Images,ark:/21198/zz0000zw8k,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f131.tif,25,,,,,,,,"Plants, Medicinal|~|Herbal illustrations - Italy - 1500|~|Roots (Botany)|~|Herbs|~|Polypodiaceae",still image,illuminated manuscripts,pd,,,,Disacchos. Filios. Filiosmis. Frigos minor.,"Four plants: Plant, top l., ""Disacchos"" no pronounced central stem, resembling a fern, four radiating branches bearing small leaves (or odd-pinnate compound leaves with small leaflets), green with brown roots. Plant, top r., ""Filios"" a central vertical stem with two tiers of branches, each bearing a pair of stipules and a pointed cluster of flowers at the end, green leaves, red stems, white flowers and brown roots. Plant, bottom l., ""Filiosmis,"" (family Polypodiaceae), probably Cystopteris fragilis, Bladder Fern, or Dryopteris Filix-mas, Wood Fern, one large compound leaf, with large leaflets, the two at the base dentate, green with red roots. Plant, bottom r., ""Frigos minor"" straight, radiating stems perhaps flower spikes, with two large dentate leaves at base, red. Adjacent text: Italian herbal.","(Italy), ca. 1500.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 131,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zw8k,
Index of Medieval Medical Images,ark:/21198/zz0000zxvv,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f49.tif,26,,,,,,,,"Plants, Medicinal|~|Compositae|~|Herbal illustrations - Italy - 1500|~|Roots (Botany)|~|Herbs|~|Flowers",still image,illuminated manuscripts,pd,,,,Enula dellaquale.,"One plant, center, ""Enula dellaquale"" (family Compositae, Inula Tribe) Inula sp., perhaps I. salicina, Willow-leaved Inula, an unbranched vertical stem with large basal leaves, and many sepals, or bracts, terminating in half-opened flower head. Green with red flowers and red roots. Adjacent text: Italian herbal.","(Italy), ca. 1500.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 49,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zxvv,
Index of Medieval Medical Images,ark:/21198/zz0000zx82,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f31.tif,27,,,,,,,,"Liliaceae|~|Plants, Medicinal|~|Herbal illustrations - Italy - 1500|~|Rosaceae|~|Roots (Botany)|~|Herbs",still image,illuminated manuscripts,pd,,,,Erba amphodilli porri etsi centumcapita idem est. Two types of Erba stella. Erba corella martaghon. Et est altra forma di lunaria.,"Five plants, three individual plants and one group of two plants: Plant, top center, ""Amphodilli porri etsi"" (family Liliaceae) probably Asphodelus sp., perhaps A. albus (Asphodel) or (family Liliaceae) Allium sp., Onion or Hemerocallis sp., Daylily, bears radiating leaves and one rising stem bearing four flowers, green with red flowers and red roots. Two plants called ""Stella"" probably (family Rosaceae) Alchemilla sp., the first, middle l., resembling A. argentea, Alpine Lady's Mantle, five straight, radiating stems bearing six-lobed leaves, and two straight, radiating stems, each bearing a different colored flower, green with red flower, white flower, and white roots, the second, middle r., resembling A. vulgaris, Lady's Mantle, Lion's Foot, a central vertical stem with three tiers of alternating branches, and flowers at top, green with white roots and red flowers. Plant, bottom center, ""Corella martaghon"" no pronounced central stem, two side branches, one bearing a flower, the other bearing rounded leaves, green with red flower and white roots. Plant, bottom r., ""altra forma di lunaria"" a central vertical stem with three tiers of cresent shaped leaves, green with brown leaves and brown roots.  Adjacent text: Italian herbal.","(Italy), ca. 1500.|~|Caption to r. of first image: Aries et Saturnus|~|Caption to l. of second image: Aries et Taurus",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 31,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zx82,
Index of Medieval Medical Images,ark:/21198/zz0000zvhq,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f111.tif,28,,,,,,,,"Plants, Medicinal|~|Nymphaeaceae|~|Herbal illustrations - Italy - 1500|~|Herbs",still image,illuminated manuscripts,pd,,,,Erba angela. Ginoglios lingua canis. Two plants called Nenufarro vel piarano.,"Two plants, and a separate pair of plants: Plant,  upper l.""Angela"" arising from a rounded bulb, a single vertical stem bears pointed elliptical leaves extending at right angles, terminating in  three-branched inflorescence of five petaled flowers with pale margins and calyxes, and pale buds. Plant, upper r., ""Ginoglios lingua canis"" emerging from a carrot-like root, wide pointed acuminate basal leaves around a single vertical stem bearing buds and flowers. Two plants called ""Nenufarro"" (family Nymphaceae) perhaps Nuphar luteum, Yellow Water Lily, or Nymphaea alba, White Water Lily, the first, center, radiating petioles supporting large ovate leaves grow directly from a thick rhizome, and among them, five longer peduncles bear flowers at different stages of emergice from large calyxes, and the second, just below, a smaller version of ""Nenufarro,"" similar except that the leaves are more circular and no rhizomes are shown.","(Italy), ca. 1500.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 111,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zvhq,
Index of Medieval Medical Images,ark:/21198/zz0001006v,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f9.tif,29,,,,,,,,"Liliaceae|~|Plants, Medicinal|~|Bulbs (Botany)|~|Herbal illustrations - Italy - 1500|~|Herbs|~|Cruciferae|~|Flowers",still image,illuminated manuscripts,pd,,,,Erba Aridian. Erba aridian minore.,"Two plants: Plant, center, ""Aridian"" resembles (family Cruciferae) Raphanus sativus, Garden Radish, curved radiating compound leaves, and central flowering stem, green with red and white flowers, above rounded reddish bulblike base and curled roots. Plant, bottom, ""Aridian minore,"" resembling (family Liliaceae) Allium sp., Onion or Hemerocallis lilioasphodelus, Daylily, bears radiating linear leaves and longer flowering stems with flaring cone-shaped flowers, green with red flowers and reddish bulblike base and roots. Adjacent text: Italian herbal.","(Italy), ca. 1500.|~|Text beginning to l. of first image Erba Aridian nasce in luoghi alpestri montuosi et humidi et non petrosi ...",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 9,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001006v,
Index of Medieval Medical Images,ark:/21198/zz0000zwrt,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f17.tif,30,,,,,,,,"Aristolochiaceae|~|Plants, Medicinal|~|Herbal illustrations - Italy - 1500|~|Roots (Botany)|~|Herbs|~|Climbing Plants|~|Flowers",still image,illuminated manuscripts,pd,,,,Erba astrologia minore. Erba astrologia lungha. Astrologia ritonda.,"Three plants: Plant, top, ""Astrologia minore"" (family Aristolochiaceae) Aristolochia sp. perhaps A. sempervirens, Birth-wort, curved, branched stems rising from base to the vertical, flower clusters arising near terminal axils, green with red flowers and brown roots. Plant, center, ""Astrologia lungha"" (family Aristolochiaceae) Aristolochia sp., perhaps A. longa, or A. altissima, Birth-wort, no pronounced central stem, four basal branches, green with brown roots. Plant, bottom, ""Astrologia ritonda"" (family Aristolochiaceae) Aristolochia sp., perhaps A. rotunda, Apple of Earth, no pronounced central stem, four basal  branches, green with red flowers and white roots. Adjacent text: Italian herbal.","(Italy), ca. 1500.|~|Text beginning to l. of first image Erba aristologia minore nassce in luoghi lapidosi forti e luoghi marmosi e luoghi alpestri...",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 17,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zwrt,
Index of Medieval Medical Images,ark:/21198/zz0000zxhp,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f4.tif,31,,,,,,,,"Solanaceae|~|Plants, Medicinal|~|Pods (Botany)|~|Herbal illustrations - Italy - 1500|~|Roots (Botany)|~|Herbs|~|Cruciferae|~|Berries|~|Demons",still image,illuminated manuscripts,pd,,,,Erba brance leonina maggiore. Erba canolo maggiore.,"Two plants: Plant, top, ""Brance leonina maggiore,"" resembling (family Cruciferae) Raphanus sp., Radish, or Sinapis sp., Mustard,  two compound branchings (clusters of siliques) from a vertical stem bearing very large lobed leaves, green with red flowers. Plant, bottom, ""Canolo maggiore vel solatro mortale vel fava inversa"" (family Solanaceae) Solanum sp., probably S. dulcamara, Bittersweet, Nightshade, three compound branchings from a vertical stem bearing ovate acuminate leaves, green with red berries and massive red root mass. Figures associated with plant, ""Canolo"":  two winged green demons approach plant from l. and r. side.  R. figure holds a branch of plant with berries in l. hand and extends r. hand outward.  Adjacent text: Italian herbal.","(Italy), ca. 1500.|~|Text beginning to l. of first image: Erba brancaleonina maggiore nasce nasce [sic] in luoghi alpestri humidi ...",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 4,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zxhp,
Index of Medieval Medical Images,ark:/21198/zz0000zwzx,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f22.tif,32,,,,,,,,"Plants, Medicinal|~|Herbal illustrations - Italy - 1500|~|Roots (Botany)|~|Herbs|~|Acanthaceae",still image,illuminated manuscripts,pd,,,,Erba brancha ursina. Erba mano vel greco dicitur lucidaria montana.,"Two plants: Plant, top, ""Brancha ursina,"" perhaps (family Acanthaceae) Acanthus mollis, Artist's Acanthus, bears radiating leaves and one rising stem, leaning to the right bearing three-lobed flowers and round berries, green with brown roots, blue flowers, and red berries or pods. Plant, bottom, identity uncertain, ""Mano vel...lucidaria montana"" bears radiating basal linear leaves without and a tall stem, bearing conical flowers, green with red flowers and brown roots.","(Italy), ca. 1500.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 22,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zwzx,
Index of Medieval Medical Images,ark:/21198/zz0000zwxd,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f21.tif,33,,,,,,,,"Plants, Medicinal|~|Compositae|~|Herbal illustrations - Italy - 1500|~|Roots (Botany)|~|Herbs|~|Cucurbitaceae|~|Climbing Plants",still image,illuminated manuscripts,pd,,,,Erba brionia. Erba calendaria.,"Two plants: Plant, top, ""Brionia vel Cucurbita salvaticha vel charcadana vel zucha salvaticha"" (family Cucurbitaceae) probably Bryonia alba or B. dioecia, White or Red Bryony, no pronounced central stem, two vining side branches, bears leaves on a simple curved stem, and another with a double or ""S"" curve, terminal axils of latter bearing flowers or berries, green with red flowers or berries and brown roots. Plant, bottom, ""Calendaria terza vel capo avis vel pedicularia"" perhaps (family Compositae) Calendula officinalis, Pot Marigold) a central vertical stem with one tier of branches, bearing flowers, green with brown flowers and brown roots.","(Italy), ca. 1500.|~|Caption to l. of image: Taurus.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 21,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zwxd,
Index of Medieval Medical Images,ark:/21198/zz0000zx5h,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f29.tif,34,,,,,,,,"Plants, Medicinal|~|Compositae|~|Bulbs (Botany)|~|Wolves|~|Ranunculaceae|~|Herbal illustrations - Italy - 1500|~|Herbs",still image,illuminated manuscripts,pd,,,,Erba cadrina maggiore. Erba luparia maggiore.,"Two plants: Plant, top, ""Cadrina maggiore"" apparently (family Compositae) Senecio, sp. with the name usually associated with S. vulgaris, Common Groundsel, but not a good likeness of that species, bears radiating basal acuminate leaves growing fan-like on a short stem emerging from a large tuber. Flower stems emerge from between leaves bearing apparently composite flowers, green with brown flowers, brown large tuber, and one red flower. Plant, bottom, ""Luparia maggiore"" a name sometimes associated with (family Ranuncululaceae) Aconitus lycoctonum, Wolfsbane, but also with, same family, Trollius europaeus, Common Globeflower, which this more closely resembles, an unbranched vertical stem with large mostly five-lobed dentate leaves, and terminating in small flowers leaves, green with brown roots and dark brown flowers.  Figure associated with plant, ""Luparia"":  root of plant is in the shape of a wolf, apparently as a play on the Latin and Italian meaning of its name.  Cf. Penzig, 2, p. 314 on Luparia. Adjacent text: Italian herbal.","(Italy), ca. 1500.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 29,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zx5h,
Index of Medieval Medical Images,ark:/21198/zz0000zwps,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f15.tif,35,,,,,,,,"Solanaceae|~|Plants, Medicinal|~|Herbal illustrations - Italy - 1500|~|Rosaceae|~|Roots (Botany)|~|Snakes|~|Women|~|Herbs|~|Antidotes|~|Berries",still image,illuminated manuscripts,pd,,,,Erba cesaria palmoriacha. Erba rossella.,"Two plants: Plant, top, ""Cesaria palmoriacha,"" resembles a member of family Solaneaceae, genus undetermined, alternating leaves and berries from a vertical stem, green with blue berries and large brown root. Plant, bottom, ""Rossella,"" identity undetermined, but resembling (family Rosaceae) Rosa sp., Rose, two compound leaves sprout from a short thick stem, green with red flowers and brown roots, much twisted. Figure associated with plant, ""Cesaria palmoniacha"":  woman, l., with arms outstretched, is being bitten by brown and green snake on l. thigh apparently to indicate the herb's effectiveness against bites, ""vale a morso di serpente.""  Blood spills downward.  Adjacent text: Italian herbal.","(Italy), ca. 1500.|~|Text beginning to l. of first image: Cesaria palmoriacha nascire in luogi alpestri lapidosi ... vale a morso di serpente ...|~|Text beginning to l. of second image: Erba rossella nasce in luogi alpestori sabiosi, et non in petrosi...",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 15,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zwps,
Index of Medieval Medical Images,ark:/21198/zz0000zw93,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f132.tif,36,,,,,,,,"Plants, Medicinal|~|Herbal illustrations - Italy - 1500|~|Breast Feeding|~|Women|~|Herbs",still image,illuminated manuscripts,pd,,,,Erba circiana. Erba filox vel herba busiles.,"Two plants: Plant, top, ""Circiana"" an unbranched vertical stem bearing opposite ovate leaves, and small rounded sessile berries or flowers at the top two nodes, green with white flowers and brown roots. Plant, bottom, ""Filox vel herba busiles"" (family Polypodiaceae), probably Cystopteris fragilis, Bladder Fern, no pronounced central stem, two compound odd-pinnate leaves with lanceolate leaflets, growing from two long, straight roots pinched at intervals, making them look like a series of bladders, green with brown roots. Figures associated with plant, ""Erba filox vel herba busiles"":  Below the plant, a woman with white hair lies in brown bed, head to l., with red blanket covering her legs and stomach, head propped up.  She holds a baby (wrapped in a red and white blanket) and appears to be breast-feeding.  Adjacent text: Italian herbal.","(Italy), ca. 1500.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 132,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zw93,
Index of Medieval Medical Images,ark:/21198/zz0000zxb3,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f34.tif,37,,,,,,,,"Plants, Medicinal|~|Male nude|~|Herbal illustrations - Italy - 1500|~|Roots (Botany)|~|Snakes|~|Boraginaceae|~|Herbs|~|Lamiaceae",still image,illuminated manuscripts,pd,,,,Erba consolida maggiore. Two plants called Erba brettonicha.,"Three plants, one individual plant and one group of two plants, all growing from rhizomes: Plant, ""Erba consolida maggiore"" (family Boraginaceae), Symphytum officinale, Common Comfrey, Healing Herb, Boneset, top, above a basal cluster, three tiers of leaves and one of flowers, green with tan flowers.  Two plants called ""brettonicha"" (family Lamiaceae, formerly Labiatae) Stachys officinalis, formerly S. betonica, Wound-wort, Betony, first  ""brettonicha,"" bottom l. above a basal cluster, three tiers, of leaves, the lower with small internodal flowers, green with red flowers; second ""brettonicha,"" bottom r., above basal cluster, four tiers of leaves, brown with white root.  Figures associated with plant, ""Erba consolida"":  man, on l. side of plant, (sometimes identified -- doubtfully -- as ""Adam"" see Blunt and Raphael, 1979, p. 85))  sits on a stool with legs opened and examines genitals and apparently swollen testicles with hands.  Another man (sometimes identified -- doubtfully  -- as a woman, in fact ""Eve""), stands nude on r. side of plant and is being bitten on lower l. thigh by a snake, apparently to indicate plant's efficacity against snakebite ""vale amorso diserpe.""  Figures associated with plant, ""Brettonica"":  lower r. side of plant, two snakes with upper bodies intertwined. Adjacent text: Italian herbal.","(Italy), ca. 1500.|~|Text beginning to l. of image: ... vale a morso di serpe.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 34,,"Blunt, W., and Raphael, S., The Illustrated Herbal, 1979, p. 86.",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zxb3,
Index of Medieval Medical Images,ark:/21198/zz0000zxst,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f47.tif,38,,,,,,,,"Thymelaeaceae|~|Plants, Medicinal|~|Male nude|~|Herbal illustrations - Italy - 1500|~|Leguminosae|~|Edema|~|Herbs",still image,illuminated manuscripts,pd,,,,Erba corona regis vel meliloto. Erba uriolez vel mezereon vel alipidos.,"Two plants: Plant, top, ""Corona regis"" (family Leguminosae) Melilotus officinalis, Yellow Sweet Clover, Melilot, Melist, five straight, radiating stems bearing small pointed elliptical leaves and pods at the tips, brown with red pods. Plant, bottom, ""Uriolez"" (family Thymelaceae) Daphne mezereum, Mezereon, Dwarf laurel, four straight, radiating stems bearing alternate ponted elliptical leaves, clustered with berries at the tips, brown with red berries.  Figure associated with plant, ""Erba uriolez vel mezereon vel alipidos"": nude man, lower torso swollen, perhaps suffering from dropsy, approaches plant from l. side with both hands reaching toward the plant.  Three plant leaves are in his r. hand. Adjacent text: Italian herbal.","(Italy), ca. 1500.|~|Text above first image: Sagittario.|~|Text to upper r.  of second image: Sagittario.|~|Text beginning to l.  of second image: ... questa purgha glydropici purgha la flema, la colera, la melancolica dalle parte remote ...",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 47,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zxst,
Index of Medieval Medical Images,ark:/21198/zz0000zzh5,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f70.tif,39,,,,,,,,"Plants, Medicinal|~|Horses|~|Herbal illustrations - Italy - 1500|~|Roots (Botany)|~|Herbs|~|Castles|~|Polypodiaceae",still image,illuminated manuscripts,pd,,,,Erba egetracha. Erba filopodio.,"Two plants: Plant, top, ""Egetracha"" (family Polypodiaceae) Ceterach officinarum, Scaly Fern, Scaly Spleenwort, no pronounced central stem, six large lobed oblong basal leaves, green with brown roots. Plant, center, ""Filopodio"" (family Polypodiaceae) probably Cystopteris fragilis (Bladder Fern) or Dryopteris filix-mas (Wood Fern), three straight, radiating stems bearing lanceolate leaf segments grow from a thick rhizome, green with brown root. Figures associated with plant, ""Erba filopodio"" in bottom 1/4 of page:  Man, l., wearing a red and white doublet and blue and white hose approaches a pink saddled and bridled horse.  Man holds up an ill-defined object in his l. hand while touching horse's head with his r. hand.  A stone tower rises from a hill, l., and a fortress from another hill, r.  Adjacent text: Italian herbal.","(Italy), ca. 1500.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 70,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zzh5,
Index of Medieval Medical Images,ark:/21198/zz0000zz4g,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f59.tif,40,,,,,,,,"Liliaceae|~|Plants, Medicinal|~|Herbal illustrations - Italy - 1500|~|Towers|~|Women|~|Herbs",still image,illuminated manuscripts,pd,,,,Erba elleboro biancho.,"One plant, top, ""Elleboro biancho"" apparently not (family Ranunculaceae) Helleborus sp., but rather (family Liliaceae) Veratrum sp. perhap V. album, Common White Hellebore, Lang-wort, an unbranched vertical stem with opposite pairs of large acuminate leaves along the length and flowers at top, green with red flowers and brown roots. A 23-line text on the plant surrounds the illustration.  Figures associated with plant, ""Erba elleboro biancho"": Below the plant and text, two women.  One is lying in brown bed, covered with red blanket to her neck while the other is standing, l., at the corner of the bed, facing r., talking and gesturing with her l. hand  The standing woman wears a long high-bodiced, pleated brown dress, white sleeves and white head-covering, and holds out a light colored spindle-shaped object in her r. hand, perhaps a dried plant or a paper cone. A gatehouse  lies in the background, l., and a tower rises on a hill to the far r. Adjacent text: Italian herbal.","(Italy), ca. 1500.|~|Caption to r. of image: Elleboro e chaldo e seccho in terzo grado.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 59,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zz4g,
Index of Medieval Medical Images,ark:/21198/zz0000zztt,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f8.tif,41,,,,,,,,"Papaveraceae|~|Plants, Medicinal|~|Male nude|~|Herbal illustrations - Italy - 1500|~|Roots (Botany)|~|Herbs|~|Angels|~|Skin Diseases",still image,illuminated manuscripts,pd,,,,Erba fumusterre.,"One plant, top, ""Fumusterre,"" (family Papaveraceae including Fumariaceae), Fumaria officinalis, Fumitory, bears many radiating curved petioles of compound leaves with three-lobed leaflets, green with thick brown roots, and with some brown stems. Figures associated with plant, ""Fumusterre,"" apparently indicates use against ""leprosy,"" that is, skin disease:  seated nude male figure picks leaves on r.  Another nude male figure approaches from behind, guided by an angel who points to plant.  Both men are covered with lesions. Adjacent text: Italian herbal.","(Italy), ca. 1500.|~|Text beginning to l. of image: ... Vale acoloro chesono per neure lebbrosi.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 8,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zztt,
Index of Medieval Medical Images,ark:/21198/zz0000zzxc,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f82.tif,42,,,,,,,,"Plants, Medicinal|~|Herbal illustrations - Italy - 1500|~|Roots (Botany)|~|Herbs",still image,illuminated manuscripts,pd,,,,Erba giangiovo.,"One plant, center, ""Giangiovo"" growing from a long rhizome, a single stem bearing large linear clasping leaves at base and shorter leaves above, terminating in small flowering structures, green with red flowers and brown roots.  Adjacent text: Italian herbal.","(Italy), ca. 1500.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 82,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zzxc,
Index of Medieval Medical Images,ark:/21198/zz0000zxg5,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f39.tif,43,,,,,,,,"Birds|~|Plants, Medicinal|~|Umbelliferae|~|Male nude|~|Crutches|~|Herbal illustrations - Italy - 1500|~|Roots (Botany)|~|Genitalia, Male|~|Herbs|~|Angels|~|Cucurbitaceae|~|Flowers|~|Berries",still image,illuminated manuscripts,pd,,,,Erba grania maggiore. Siler montana.,"Two plants: Plant, top, ""Grania maggiore,"" perhaps a styllzed depiction of (family Cucurbitaceae) Ecballium elaterium, formerly Momordica elaterium, Squirting Cucumber, Wild Cucumber, a central vertical stem with two tiers of trifoliate leaves, green with white tuberous roots, and white berries with black markings. Plant, bottom, ""Siler montana"" (family Umbelliferae) Laserpitium siler, Mountain Lasserwort, Hartwort, Withy, a central vertical stem with three tiers of large pinnate leaves, green with white roots, and white flowers in umbels bearing brown stripes.  Figures associated with plant, ""Grania maggiore,"" top:  bearded nude old man with white beard, hypertrophied testicles, on crutches approaches plant on r. side.  Angel flies above, placing l. hand on man's head and pointing with r. hand toward plant. Figure associated plant, ""Siler montana,"" bottom:  black bird flies toward plant from r. side. Adjacent text: Italian herbal.","(Italy), ca. 1500.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 39,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zxg5,
Index of Medieval Medical Images,ark:/21198/zz0000zxr9,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f46.tif,44,,,,,,,,"Plants, Medicinal|~|Herbal illustrations - Italy - 1500|~|Plantaginaceae|~|Herbs",still image,illuminated manuscripts,pd,,,,Erba lanciuola che e plantagine minore. Arnoglossa Centonerri plantagine petaciuola.,"Two plants: Plant, middle l., ""lanciuola"" (family Plantaginaceae), probably Plantago psyllium, Fleawort, Fleaseeds, Spanish psyllium, or perhaps P. lanceolata, Narrow-leafed Plantain, Buckhorn, bears radiating leaves and four rising stems, green with red root. Plant, middle r., ""Arnuglossa Centonerri,"" (family Plantaginaceae), probably Plantago major, Common plantain, White-man's foot, Cart-track plant, bears large radiating leaves and five rising flower stems, green with red roots. Cf. Hans Silberman, ""Kunstwerke aus Bibliotheksammlungen,"" see below. Adjacent text: Italian Herbal","(Italy), ca. 1500.|~|Text beginning at top of page: Arnoglossa Centonerrii plantagine petaciuola bietola salvaticha idem est.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 46,,"Ricola, Chrèutergèartli Hauszeitung, No. 36, May 1992, p. 7.",,"Ricola Hauszeitung No. 36, May 1992, pp. 6-8.",,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zxr9,
