"Object Type","Title","Local identifier","Item ARK","Parent ARK","File Name","AltTitle.other","collection.physical","Contents note","Date.created","Date.normalized","Description.latitude","Description.longitude","Description.note","Format.dimensions","Format.extent","Format.medium","Resource type","Genre","Language","Name.creator","Named subject","Note","Place of origin","Publisher.publisherName","Repository","Statement of Responsibility","Rights.copyrightStatus","Rights.rightsHolderContact","Subject","Subject geographic","Subject temporal","Bucketeer State","IIIF Access URL"
"Work","Ramakatane archive 2166","A27_Ramakatane_51_01","ark:/21198/z1s777m2","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a27_0051_001.tif","","Ramakatane Archive (Lesotho National Museum)","Woman in a headwrap wearing cowl neck turtleneck and jeans seated with her hands clasped and facing the camera to the side, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s777m2"
"Work","Ramakatane archive 2167","A27_Ramakatane_65_09","ark:/21198/z1ng6gz7","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a27_0065_009.tif","","Ramakatane Archive (Lesotho National Museum)","Man with beard dressed in a striped blazer and waistcoat and tie with jeans and holding the bottom of his seat on the sides, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng6gz7"
"Work","Ramakatane archive 2168","A27_Ramakatane_65_11","ark:/21198/z1hq5r8c","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a27_0065_011.tif","","Ramakatane Archive (Lesotho National Museum)","Young man wearing a sweater with a stylised collar squatting with one hand on his knee and a radio placed in front of him, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq5r8c"
"Work","Ramakatane archive 2170","A27_Ramakatane_68_06","ark:/21198/z1cz50hk","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a27_0068_006.tif","","Ramakatane Archive (Lesotho National Museum)","Man with sideburns dressed in checked blazer and fashionable printed shirt and looking straight at the camera, neutral face, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz50hk"
"Work","Ramakatane archive 2171","A27_Ramakatane_75_09","ark:/21198/z1892z7z","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a27_0075_009.tif","","Ramakatane Archive (Lesotho National Museum)","Man in traditional dress, headress, holding a  knobkerrie (koto), wearing a hide blanket, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1892z7z"
"Work","Ramakatane archive 2172","A27_Ramakatane_80_07","ark:/21198/z14j26fq","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a27_0080_007.tif","","Ramakatane Archive (Lesotho National Museum)","Two young men in matching outfits shaking hands and one with his other hand on the shoulder of the other, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j26fq"
"Work","Ramakatane archive 2173","A27_Ramakatane_83_10","ark:/21198/z10s1fpj","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a27_0083_010.tif","","Ramakatane Archive (Lesotho National Museum)","Young man in graduation gown and mortar hat seated and looking straight into the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s1fpj"
"Work","Ramakatane archive 2174","A28_Ramakatane_02_09","ark:/21198/z1w10z6k","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0002_009.tif","","Ramakatane Archive (Lesotho National Museum)","Married couple seated shoulder to shoulder in matching satin gloves, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w10z6k"
"Work","Ramakatane archive 2175","A28_Ramakatane_02_17","ark:/21198/z1r806j4","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0002_017.tif","","Ramakatane Archive (Lesotho National Museum)","Policeman seated with baton rested on his lap gazing into the distance with one leg on the stool and another on the floor, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r806j4"
"Work","Ramakatane archive 2176","A28_Ramakatane_08_04","ark:/21198/z1mg9ftv","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0008_004.tif","","Ramakatane Archive (Lesotho National Museum)","Seated man holding woman in a beret and blanket, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mg9ftv"
"Work","Ramakatane archive 2177","A28_Ramakatane_09_06","ark:/21198/z1gq8q3j","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0009_006.tif","","Ramakatane Archive (Lesotho National Museum)","Man in a winter coat and battersby hat holding woman close to him in front of soccer team bag placed on the floor, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gq8q3j"
"Work","Ramakatane archive 2178","A28_Ramakatane_10_06","ark:/21198/z1c26ntw","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0010_006.tif","","Ramakatane Archive (Lesotho National Museum)","Two teen girls in traditional attire and headwraps standing side by side, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Teens","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c26ntw"
"Work","Ramakatane archive 2179","A28_Ramakatane_10_12","ark:/21198/z1795x1p","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0010_012.tif","","Ramakatane Archive (Lesotho National Museum)","Man posing in a t-shirt torn to expose his bare chest and his hands  into his pants, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1795x1p"
"Work","Ramakatane archive 2180","A28_Ramakatane_12_13","ark:/21198/z13j558w","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0012_013.tif","","Ramakatane Archive (Lesotho National Museum)","Man in a thoughtful pose with his fist rested under his chin and a paper held in his other hand, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13j558w"
"Work","Ramakatane archive 2181","A28_Ramakatane_16_10","ark:/21198/z1zs4ntn","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0016_010.tif","","Ramakatane Archive (Lesotho National Museum)","Middle-aged man standing behind his partner holding a purse, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zs4ntn"
"Work","Ramakatane archive 2182","A28_Ramakatane_16_11","ark:/21198/z1v13x43","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0016_011.tif","","Ramakatane Archive (Lesotho National Museum)","Middle-aged couple seated shoulder to shoulder and dressed in church clothes, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples|~|Religion","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v13x43"
"Work","Ramakatane archive 2183","A28_Ramakatane_17_11","ark:/21198/z1q835f6","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0017_011.tif","","Ramakatane Archive (Lesotho National Museum)","Woman in bikini top and jeans posing with her arm on her hips, high heels, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q835f6"
"Work","Ramakatane archive 2184","A28_Ramakatane_18_04","ark:/21198/z1kh2dnk","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0018_004.tif","","Ramakatane Archive (Lesotho National Museum)","Bare-chested bodybuilder in jeans pointing at friend standing next to him and holding him by the arm, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh2dnk"
"Work","Ramakatane archive 2185","A28_Ramakatane_20_07","ark:/21198/z1fv0cc1","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0020_007.tif","","Ramakatane Archive (Lesotho National Museum)","Police woman standing with her body positioned in a walking pose and looking straight into the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv0cc1"
"Work","Ramakatane archive 2186","A28_Ramakatane_23_08","ark:/21198/z1b29mmm","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0023_008.tif","","Ramakatane Archive (Lesotho National Museum)","Man dressed in lethokoa blanket and jeans with a file tucked under his arm and holding a molamu standing, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b29mmm"
"Work","Ramakatane archive 2187","A28_Ramakatane_23_09","ark:/21198/z1698vvf","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0023_009.tif","","Ramakatane Archive (Lesotho National Museum)","Man dressed in lethokoa blanket and jeans standing with a file tucked under his arm and molamu raised with right hand, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1698vvf"
"Work","Ramakatane archive 2188","A28_Ramakatane_24_10","ark:/21198/z12j844h","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0024_010.tif","","Ramakatane Archive (Lesotho National Museum)","Traditional healer man in regalia standing with whip in his hand and looking into the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Healers","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j844h"
"Work","Ramakatane archive 2189","A28_Ramakatane_24_11","ark:/21198/z1xs7mqq","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0024_011.tif","","Ramakatane Archive (Lesotho National Museum)","Traditional healer man in regalia seated with whip in his hand and the other rested on his thigh, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Healers","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xs7mqq"
"Work","Ramakatane archive 2190","A28_Ramakatane_25_01","ark:/21198/z1t16w15","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0025_001.tif","","Ramakatane Archive (Lesotho National Museum)","Man with big beard seated at a desk and writing into a book, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t16w15"
"Work","Ramakatane archive 2191","A28_Ramakatane_29_03","ark:/21198/z1p8648c","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0029_003.tif","","Ramakatane Archive (Lesotho National Museum)","Man in a striped shirt with his chin rested on the head of child standing in front of him with arms spread out, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Families","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p8648c"
"Work","Ramakatane archive 2192","A28_Ramakatane_29_06","ark:/21198/z1jm430t","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0029_006.tif","","Ramakatane Archive (Lesotho National Museum)","Woman in spectacles dressed in a kimono arms blouse standing with her hand on her waist and another on her thigh, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm430t"
"Work","Ramakatane archive 2193","A28_Ramakatane_29_16","ark:/21198/z1dv3b66","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0029_016.tif","","Ramakatane Archive (Lesotho National Museum)","Young girl in confirmation clothing with veil shyly looking into the camera with her hands clasped on her torso, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Girls","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv3b66"
"Work","Ramakatane archive 2194","A28_Ramakatane_33_11","ark:/21198/z1932kfb","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0033_011.tif","","Ramakatane Archive (Lesotho National Museum)","Teen girl dressed in shorts and bucket hat standing with hands tucked into her pockets and biting her lower lip photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Teens","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1932kfb"
"Work","Ramakatane archive 2195","A28_Ramakatane_33_13","ark:/21198/z15b1tr2","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0033_013.tif","","Ramakatane Archive (Lesotho National Museum)","Smiling young woman with cornrows squatting and touching flowers placed in front of her, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b1tr2"
"Work","Ramakatane archive 2196","A28_Ramakatane_43_13","ark:/21198/z11k1331","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0043_013.tif","","Ramakatane Archive (Lesotho National Museum)","Man with amputated left leg seated with his pants folded to his thighs in a plaid blazer photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11k1331"
"Work","Ramakatane archive 2197","A28_Ramakatane_43_17","ark:/21198/z1wt0kkw","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0043_017.tif","","Ramakatane Archive (Lesotho National Museum)","Smiling man in unbuttoned shirt standing with his arm rested on seated smiling man in t-shirt and sneakers, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wt0kkw"
"Work","Ramakatane archive 2198","A28_Ramakatane_48_09","ark:/21198/z1s19ttg","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0048_009.tif","","Ramakatane Archive (Lesotho National Museum)","Woman dressed in Zionist church clothes and holding a stick while looking into the camera,photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women|~|Religion","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s19ttg"
"Work","Ramakatane archive 2199","A28_Ramakatane_49_11","ark:/21198/z1nc7sjx","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0049_011.tif","","Ramakatane Archive (Lesotho National Museum)","Young girl in confirmation clothing with cape and veil in profile, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Girls","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc7sjx"
"Work","Ramakatane archive 2202","A28_Ramakatane_53_08","ark:/21198/z1hm71rp","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0053_008.tif","","Ramakatane Archive (Lesotho National Museum)","Two women in fashionable clothes seated back to back and smiling at each other, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm71rp"
"Work","Ramakatane archive 2203","A28_Ramakatane_53_17","ark:/21198/z1cv691c","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0053_017.tif","","Ramakatane Archive (Lesotho National Museum)","Two smiling women posing with their heads peeking through beach prop, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv691c"
"Work","Ramakatane archive 2204","A28_Ramakatane_58_02","ark:/21198/z1835jbd","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a28_0058_002.tif","","Ramakatane Archive (Lesotho National Museum)","Two teen boys standing side by side and wearing traditional attire with melamus in their hands and knee length socks and sneakers, photographed in Mr. M.T. Ramakatane's City Centre Studio","1979","1979","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Teens","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1835jbd"
