Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Subject,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Name.repository,Language,Title,Description.abstract,Description.note,Publisher.placeOfOrigin,Date,Source,Relation.isPartOf,Format.dimensions,Date.creation,AltTitle.descriptive,AltTitle.other,Format.extent,Date.normalized,Bucketeer State,IIIF Access URL
Index of Medieval Medical Images,ark:/21198/zz000101pk,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f26.tif,151,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Liliaceae|~|Aquatic plants|~|Plants, Medicinal|~|Umbelliferae|~|Flowers",still image,illuminated manuscripts,pd,,,,Ynantes. Narciscus.,"Two plants: Top plant, a vine curved in sideways ""U"", ""ynantes"" (family Umbelliferae) Oenanthe sp. (Belder-root, Bendock, Biller, Water Dropwort) perhaps O. Phellandrium (Edgeweed, Water Fennel) bearing seven-lobed, apparently opposite leaves with small flwers apperaing internodally.  Bottom plant, ""narciscus"" (family Amaryllidaceae, sometimes included in the Liliaceae) probably Narcissus sp., perhaps N. poeticus (Poet's Narcissus, Pheasant's Eye) a bulb at bottom, producing eight long basal leaves, and, at the top of a central scape, five daisy-like, the central one fully open.  (Cf. Corpus medicorum Latinorum, v. 4, p. 106-107.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text immediately below upper image: Liiii nomen herbe ynantes prima cura eius ad stranguriam.|~|Rubricated text surrounding lower image: Lv nomen herbe narciscus dicitur.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [26],"Apuleius, Barbarus. Herbarium.",Image 270 x 210 mm.,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000101pk
Index of Medieval Medical Images,ark:/21198/zz000101q3,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f26v.tif,123,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Wolves|~|Roots (Botany)|~|Suidae|~|Swine|~|Flowers|~|Polypodiaceae|~|Lamiaceae|~|Ferns",still image,illuminated manuscripts,pd,,,,Splemon. Polyon.,"Two plants: top plant, ""splemon"" while the name would suggest (family Polypodiaceae) probably Asplenium sp., perhaps A. viride (Spleenwort) or (same family) Ceterach officinalis (Scaly Fern, Miltwaste), the illustration would indicate (same family) Phyllitis scolopendrium (formerly Asplenium scolopendrium or Scolopendrium vulgare), Hart's-tongue fern, Deer's-tongue fern): four oblong blue-green leaves each with parallel rows of brown spots, apparently sori, on either side of the central vein, the leaves extending directly from a bulblike rhizome with curling roots and scales. See also fol. 76v of this ms. Below the text of ""splemon,"" and appearing at first to be part of the next picture, two pigs eat rhizomes of ""splemon"" (indicated by matching color, a brown-black), thus illustrating the text ""and so they say that those pigs that eat the roots of the splemon will be found to be without a spleen.""   Bottom plant, ""polyon"" (family Lamiaceae, formerly Labiatae) probably Teucrium polion (Cat Thyme, Mountain Germander, Poly) has four stems bearing opposite leaves emerging from a tan spindle-like root, and ending in apparent inflorescences, mushroom-shaped, and light tan in color.  (Cf. Corpus medicorum Latinorum, v. 4, p. 108-110.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text to the left of upper image: Lvi nomen herbe splemon.|~|Text following upper image: Narrant itaque quod sues ille que radicem eius edent postino dum sine splene invenitur ...|~|Rubricated text immediately following lower image (on fol. 27): Lvii nomen herbe polyon nascitur in locis aspis. Prima cura eius ad lunaticos ...",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [26v],"Apuleius, Barbarus. Herbarium.",Image 270 x 210 mm.,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000101q3
Index of Medieval Medical Images,ark:/21198/zz000101rm,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f27.tif,143,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Liliaceae|~|Plants, Medicinal|~|Compositae|~|Roots (Botany)|~|Flowers",still image,illuminated manuscripts,pd,,,,Victoriola. Asterion.,"Two plants: top plant, ""victoriola"" (family Liliaceae) Ruscus sp., perhaps R. aculeatus (Butcher's Broom), but probably R. hypoglossum or R. hypophyllum (Double-leaved Butcher's Broom, Double Tongue) has a carrot-like root from which arise two radiating stems bearing opposite ovate leaves each with a pronounced dark vein in the middle.  Stems end in curling inflorescences of ball-like buds. Bottom plant, perhaps Aster but probably Aster sp. (Italian Aster Starwort) a short thick stem bearing five oposite ovate leaves with pronounced veins and terminating in very long panicles of star-shaped flowers clasped in large calyxes.  (Cf. Corpus medicorum Latinorum, v. 4, p. 111-114.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text to the left of upper image: lviii nomen herbe victoriola.|~|Rubricated text immediately following lower image (on fol. 27v): lix nomen herbe asterion.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [27],"Apuleius, Barbarus. Herbarium.",Image 270 x 210 mm.,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000101rm
Index of Medieval Medical Images,ark:/21198/zz000101s4,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f27v.tif,100,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Compositae|~|Roots (Botany)|~|Flowers",still image,illuminated manuscripts,pd,,,,Pes leporinus.,"Long plant, center, ""pes leporinus"" (family Compositae) perhaps Sonchus oleraceus (Sow Thistle) above a deep root, a single vertical stem bears apparently opposite oblong, deeply dentate leaves and terminates in a half-opened composite flower and two side-clusters of three buds each.  Cf. Corpus medicorum Latinorum, v. 4, p.  115.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text surrounding lower part of image: lx nomen herbe pes leporinus ... prima cura eius ad ventrem solvendum ... ad profluxum mulieris.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [27v],"Apuleius, Barbarus. Herbarium.",image 270 x 210 mm.,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000101s4
Index of Medieval Medical Images,ark:/21198/zz000101tn,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f28.tif,44,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Compositae|~|Rutaceae|~|Herbs",still image,illuminated manuscripts,pd,,,,Diptanum. Solago maior.,"Two plants: Top plant, ""diptami"" (family Rutaceae), probably Dictamnus albus (Dittany) bears large, irregular pinnate leaves, on a thick central stem terminating in a schematized spike of flowers borne oppositely.  Bottom plant, ""solago maior"" (family Compositae) perhaps Solidago sp. (Goldenrod) bears apparently opposite triangular leaaves on three radiating stems terminating in umbel-like flower clusters.  (Cf. Corpus medicorum Latinorum, v. 4, p. 117-118.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text to the left of upper image: lxi nomen herbe diptami.|~|Rubricated text immediately following lower image (on fol. 28v): lxii nomen herbe solago maior ... ad serpentum et scorpionum morsus.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [28],"Apuleius, Barbarus. Herbarium.",images 270 x 210 mm.,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000101tn
Index of Medieval Medical Images,ark:/21198/zz000101v5,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f28v.tif,122,,,,,,,,"Paeoniaceae|~|Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Compositae|~|Roots (Botany)|~|Flowers",still image,illuminated manuscripts,pd,,,,Solago minor. Peonia.,"Two plants: Top plant, ""solago minor"" (family Compositae) probably Solidago virgaurea (European Goldenrod) bears opposite triangular leaves on a vertical stem, axillary sprouts or buds and shoots and terminating in shoots or inflorescences with hooked tips.  Bottom plant ""peonia"" (family Peony) Paeonia sp., probably P. officinalis, has three stems emerging from a forked spindle-like root, bearing medium-sized leaves, the outer two stems each terminating in a domed, reflexed, rotate flower in yellow and red, and the central stem terminating in a red flower bud.  (Cf. Corpus medicorum Latinorum, v. 4, p. 119-121.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text to the left of upper image: lxiii nomen herbe solago minor cura eius ad lumbricos necandos.|~|Rubricated text immediately following lower image (on fol. 29): lxiiii nomen herbe peonia. A Grecis dicitur pentorobon.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [28v],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000101v5
Index of Medieval Medical Images,ark:/21198/zz000101wp,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f29.tif,98,,,,,,,,"Plants, Medicinal|~|Lamiaceae",still image,illuminated manuscripts,pd,,,,Perestereon.,"One plant, below center, ""perestereon"" (family Lamiaceae, formerly Labiatae) Lycopus sp., perhaps L. exaltatus or L. europaeus (Bugleweed, Gypsywort) has bears opposite, finely-divided leaves on four radiating stems terminating in knoblike bracteate flower heads. Thick spindle-like root beneath. (Cf. Corpus medicorum Latinorum, v. 4, p. 133-134.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text to the left of image: Lxv nomen herbe perestereon.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [29],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000101wp
Index of Medieval Medical Images,ark:/21198/zz000101x6,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f29v.tif,22,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Aquatic plants|~|Plants, Medicinal|~|Nymphaeaceae|~|Cucurbitaceae|~|Climbing Plants|~|Flowers",still image,illuminated manuscripts,pd,,,,Brionia. Nimphea.,"Two plants: top plant, ""brionia"" (family Cucurbitaceae) probably Bryonia alba or B. dioecia (White or Red Bryony) bears light green tendrils and dark green deeply-lobed leaves, some with sharply serrated edges, others less sharp, on a very sinuous brown vining stem. Bottom plant, ""nimphea"" (family Nymphaeaceae) probably Nymphea sp., perhaps Nymphea lotus (Egyptian White Lotus or Nuphar) or N. luteum (Yellow Water Lily) bears three goblet-shaped flowers on stems extending directly from the root, all in a pale blue-green.  (Cf. Corpus medicorum Latinorum, v. 4, p. 124-125.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text immediately below upper image: lxvi nomen herbe brionia. A Grecis dicitur ampelos leuce.|~|Rubricated text to the left of lower image: lxvii nomen herbe Nimphea. A Grecis dicitur metens.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [29v],"Apuleius, Barbarus. Herbarium.",images,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000101x6
Index of Medieval Medical Images,ark:/21198/zz000101zq,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f3.tif,148,,,,,,,,"Solanaceae|~|Trees|~|Illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Horses|~|Horsemanship|~|Women|~|Herbs|~|Castles|~|Mandrake",still image,illuminated manuscripts,pd,,,,Woman holding medicinal plant riding into a gate with numbered edge.,"Woman in purple robe on white horse, holding plant [mandrake?] with basal obovate leaves and plump root, rides toward gate of orange castle, a wall of which forms the background; small tree behind horse, greensward beneath, grassy hillock to r., shaded windows and towers of castle purple, Arabic numbered scale of ruling 1-21 with 1 at top of r. edge of tower, 21 at bottom.  Adjacent text: prefatory material to this traditional collection of pharmacoepias.","Lombardy, ca. 1400.|~|Rubricated text immediately below image: In hoc volumine continentur tres libri medicine scilicet ypocratis platonis et diascoridis.      Text continues, not rubricated: Id est ypocratis platonis aprehensis ...",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [3],,image 140 x 140 mm.,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000101zq
Index of Medieval Medical Images,ark:/21198/zz0001020q,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f30.tif,40,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Umbelliferae|~|Cruciferae|~|Flowers",still image,illuminated manuscripts,pd,,,,Crision. Ysadis.,"Two plants: top plant, ""crision"" (family Umbelliferae) probably Crithmum maritimum (Samphire) bears pinnatifid leaves ending in thin divisions on three stems each terminating in dome-shaped flowers bearing an ornate design in red and yellow.  Bottom plant, ""ysadis"" (family Cruciferae) probably Isatis tinctoria (Dyer's Woad, Asp of Jerusalem) or possibly I. glauca, bears medium-sized elliptiacl leaves each with a darker green stripe at the central vein on a single stem terminating in a loose panicle of inverted-cone shaped flower buds, the sides of the cones yellow, the flat tops red.  (Cf. Corpus medicorum Latinorum, v. 4, p. 126-127.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text to the left of upper image: lxviii nomen herbe Crision vel crisinon.|~|Rubricated text to the right of lower image: lxix nomen herbe ysadis.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [30],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001020q
Index of Medieval Medical Images,ark:/21198/zz00010217,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f30v.tif,114,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Liliaceae|~|Plants, Medicinal|~|Bulbs (Botany)|~|Scrophulariaceae|~|Flowers",still image,illuminated manuscripts,pd,,,,Scordeon. Verbaculum vel verbascum.,"Two plants, top plant, ""scordeon"" (family Liliaceae) probably Allium Sativum (Garlic) [not the mint relative, Teucrium scordium (English Treacle, Garlic Treacle Scordium), known for its garlic-like odor] has numerous long, thin curling leaves just above each clove of the basal bulb. At top is a loose umbel of globular flower buds or seed pods.  Bottom plant, ""verbasculum vel verbascum"" (family Scrophulariaceae) probably Verbascum sp. (Mullein), all in brown with darker spots, bears thick leaves or leave stups on a thick tapering spindle-like stem and root, perhaps potrayed as dried for commerce or storage.  (Cf. Corpus medicorum Latinorum, v. 4, p. 128-130.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text immediately below upper image: Lxx nomen herbe scordeon.|~|Rubricated text to the left of lower image: Lxxi nomen herbe verbasculum vel verbascum vel taxus barbassi. A grecis dicitur slommon.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [30v],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010217
Index of Medieval Medical Images,ark:/21198/zz0001022r,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f31.tif,66,,,,,,,,"Solanaceae|~|Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Berries|~|Lamiaceae",still image,illuminated manuscripts,pd,,,,Heraclea mascula. Strignos.,"Two plants: top plant, ""heraclea mascula,"" probably (family Lamiaceae, formerly Labiatae) Sideritis sp. perhaps S. hirsuta, bears three pairs of opposite, elliptical leaves with crenate edges, and a reddish-brown central vein on a single vertical stem.  Near the terminus closely adjacent pairs of similar opposite bracts form ""X"" shapes, below a cigar-shaped flower cluster bending to r.  See also fol. 69v of this ms.  Bottom plant, ""Strignos"" (family Solanaceae), probably Solanum nigrum (Common Nightshade, Black N., Poisonberry) in blue-green, bears four side-branches in a fan-shape with numerous small round berries, some green, some red tree borne axially throughout as well as terminally. (Cf. Corpus medicorum Latinorum, v. 4, p. 131-132, 135-136.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text to the right of upper image: Lxxii nomen herbe heraclea.|~|Text following upper image: Alii vocant eam sideritis ...|~|Rubricated text immediately following lower image (on fol. 31v): Lxxiii nomen herbe strignos.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [31],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001022r
Index of Medieval Medical Images,ark:/21198/zz00010238,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f31v.tif,34,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Papaveraceae|~|Plants, Medicinal|~|Roots (Botany)",still image,illuminated manuscripts,pd,,,,Celidonia.,"One plant, dominating the page, center, ""celidonia"" (family Papaveraceae) possibly Chelidonium majus (Celandine) bears symmetrical odd-pinnate compound leaves with crenate leaflets basally and also along three radiating stems, the central stem terminating in a kind of spike with three small yellow flowers open at the top.  (Cf. Corpus medicorum Latinorum, v. 4, p. 133-134.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text to the left of image: Lxxiiii nomen herbe celidonia.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [31v],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010238
Index of Medieval Medical Images,ark:/21198/zz0001024s,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f32.tif,115,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Compositae|~|Flowers|~|Polypodiaceae|~|Ferns",still image,illuminated manuscripts,pd,,,,Senecio. Filix.,"Two plants: top plant, ""senecion"" (family Compositae, Senecio Tribe) probably Senecio vulgaris (Groundsel) bears six crenate elliptical leaves along its major stem, and a terminal composite flower flanked by two small panicles of buds.  Two additional stems bear smaller leaves and buds. Bottom plant, ""filix"" (family Polypodiaceae) probably Cystopteris fragilis (Bladder Fern) or Dryopteris filix-mas (Wood Fern) consists a brown spindle-like root supporting three bipinnate fern leaves portrayed in a somewhat abstract but evocative style.  (Cf. Corpus medicorum Latinorum, v. 4, p. 137-139.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text to the left of upper image: Lxxv nomen herbe senecion.|~|Rubricated caption surrounding lower image: herba filix.|~|Rubricated text immediately following lower image (on fol. 32v): Lxxvi nomen herbe filicis...prima cura eius ad vulnera.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [32],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001024s
Index of Medieval Medical Images,ark:/21198/zz00010259,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f32v.tif,63,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Gramineae|~|Grasses",still image,illuminated manuscripts,pd,,,,Gramen.,"One continuous grass root, ""gramen"" (family Gramineae) probably Agropyron repens (Quack Grass, Witch Grass) center, a stolon or stem curved in a side-ways ""U"" with undulate blades springing from its nodes in clusters of three to seven. (Cf. Corpus medicorum Latinorum, v. 4, p. 140-141.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text immediately following image: Lxxvii nomen herbe gramen. A grecis dicitur agrostis.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [32v],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010259
Index of Medieval Medical Images,ark:/21198/zz0001026t,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f33.tif,149,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Iridaceae|~|Flowers|~|Lamiaceae",still image,illuminated manuscripts,pd,,,,Xision. Rosmarinum.,"Two plants: top plant, ""gladiolus"" (family Iridaceae) probably Iris sp. (Iris, Fleur-de-lys, Flag Gramen), has large long linear basal leaves from which arise a the long stem terminating in a rudimentary three-lobed approximation of an iris flower.  Bottom plant, ""rosmarinum"" (family Lamiaceae, formerly Labiatae) probably Rosmarinum officinalis (Rosemary) has an outline reminiscent of a peacock's tail.  Long thin branches radiate from a central stem bearing very thin needle-like leaves with small flowers randomly interspersed.  (Cf. Corpus medicorum Latinorum, v. 4, p. 144-146.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text immediately following upper image: Lxxviii nomen herbe gladioli. A grecis dicitur xision.|~|Rubricated caption to the left of lower image: nomen herbe rosmarinum.|~|Rubricated text immediately following lower image (on fol. 33v): Lxxix nomen herbe dicitur Rosmarinum. A grecis dicitur libannitis.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [33],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001026t
Index of Medieval Medical Images,ark:/21198/zz0001027b,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f33v.tif,95,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Umbelliferae|~|Flowers",still image,illuminated manuscripts,pd,,,,Pastinace silvatice.,"One plant, bottom, ""pastinaca silvatice"" probably (family Umbelliferae) Pastinaca sp. (Parsnip) has three major stems bearing odd-pinnate compound leaves with triangular dentate leaflets and terminating in umbels of flowers or seeds.  At the top of each stem are small round objects.  (Cf. Corpus medicorum Latinorum, v. 4, p. 147-148.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text surrounding image: Lxxx nomen herbe pastinace silvatice. A grecis dicitur staxilliniagria.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [33v],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001027b
Index of Medieval Medical Images,ark:/21198/zz0001028v,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f34.tif,97,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Chenopodiaceae|~|Euphorbiaceae|~|Cruciferae|~|Flowers",still image,illuminated manuscripts,pd,,,,Perdicalis sive paritaria. Mercurialis.,"Two plants: top plant, ""perdicalis"" (family Cruciferae) possibly Erysimum sp. (Wallflower, Blister Cress) or Cheiranthus sp. (Wallflower) has medium-sized and small-sized leaves interspersed.  Bottom plant, ""mercurialis"" perhaps (family Euphorbiaceae) Mercurialis annua, (Annual Mercury, Mercury Weed), but more likely  (family Chenopodiaceae) Chenopodium sp., for example, C. bonus henricus (Good King Henry, Herb Mercury) bears large oval, lobed, apparently opposite leaves on opposite branches off a vertical stem terminating in an umbel-like cluster of fragile-looking flowers.  (Cf. Corpus medicorum Latinorum, v. 4, p. 148-149.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text to the left of upper image: Lxxxi nomen herbe perdicalis sive paritaria.|~|Rubricated text to the left of lower image: Lxxxii nomen herbe mercurialis.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [34],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001028v
Index of Medieval Medical Images,ark:/21198/zz0001029c,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f34v.tif,102,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Liliaceae|~|Plants, Medicinal|~|Polypodiaceae|~|Ferns",still image,illuminated manuscripts,pd,,,,Polipodium. Sparagus agrestis.,"Two plants: top, ""polipodium"" (family Polypodiaceae) probably Polypodium vulgare (Brake of the Wall, Common Polypody, Wall Fern) bears two simple lobed fern leaves emerging vertically from a rhizome.  Bottom plant, ""sparagus agrestis"" (family Liliaceae) probably Asparagus officinalis, has long thick vertical sprouts with an undulating shape and two short thin branches bearing finely-divided leafy structure. (Cf. Corpus medicorum Latinorum, v. 4, p. 151-153.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text immediately following upper image: Lxxxiii nomen herbe polipodium.|~|Rubricated caption to the left of lower image: nomen herbe asparagius [sic] agrestis.|~|Rubricated text immediately following lower image (on fol. 35): Lxxxiiii nomen herbe sparagus agrestis.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [34v],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001029c
Index of Medieval Medical Images,ark:/21198/zz000102bw,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f35.tif,110,,,,,,,,"Cupressaceae|~|Herbal illustrations - Italy - Lombardy - 1400|~|Trees|~|Plants, Medicinal",still image,illuminated manuscripts,pd,,,,Sabina.,"One plant, center, ""sabina"" (family Cupressaceae) Juniperus sabina (Savin Tree), has one erect woody main stem with clustered needle-like leaves along slender side-branches, diminishing in length toward the top.  (Cf. Corpus medicorum Latinorum, v. 4, p. 154-155.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text to the left of image: Lxxxv nomen herbe sabina.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [35],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000102bw
