Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Title,Rights.copyrightStatus,Name.subject,Rights.countryCreation,Language,Subject,Rights.servicesContact,Name.repository,Rights.creatorCorporate,Type.genre,Rights.rightsHolderContact,Type.typeOfResource,Name.producer,Name.creator,Name.director,Alt ID.local,Opac url,Date.creation,Format.extent,Description.holdings,Relation.isPartOf,Date.normalized,Description.tableOfContents,AltTitle.uniform,IIIF Access URL,Waveform,media.width,media.height,media.duration,media.format,IIIF Manifest URL
UCLA Preserved Silent Animation,ark:/21198/z16m4zwq,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/The_Lost_World_Promo_S.mp4,The Lost World - Promotional Film with Musical Score,pd,,United States,,,,UCLA Film and Television Archive,,,,moving image,,,,,,1925,03m 18s,,,1925,"If you thought <span class='notes-film-title'>Star Wars</span> was the first fantasy film to be exploited via toy and game merchandise, think again! The producers of <span class='notes-film-title'>The Lost World</span> (1925) knew they had a truly unique film on their hands &#45; and did everything they could to trumpet its release. The year 1925 also happened to be the height of a word puzzle craze in the United States, and plans were quickly drawn up to unite the two. This rare short promotional film features <span class='notes-film-title'>The Lost World</span> star Bessie Love, then at the height of her popularity, as well as cinema personalities and First National Pictures contractees, actor Milton Sills and director Lambert Hillyer, attempting to solve <span class='notes-film-title'>The Lost World</span> Puzzle, a product tie-in created specifically to hype the movie. In a clever twist, the puzzle&#39;s inventor, Bob Sherman, demonstrates the solution via stop-motion animation. The frame-by-frame technique shows how the pieces correctly fit together. Considering how <span class='notes-film-title'>The Lost World</span> was a pioneering stop-motion classic, it&#39;s quite appropriate that the promo employed this bit of movie magic. —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>For many years, <span class='notes-film-title'>The Lost World</span> could be seen only in abbreviated five-reel version 16mm prints, half the feature's original ten-reel length.  When UCLA Film & Television Archive preserved the trailer from a nitrate print, it was assumed these snippets of action were all that remained in 35mm from the film.  But it turned out that the film archive at George Eastman House held nitrate dupe negatives on three of the five reels; later, a battered, but more complete, nitrate print was discovered in an eastern European archive. Even so, the eventual restoration of <span class='notes-film-title'>The Lost World</span> (which is still missing some footage) made use of a couple of shots from the trailer which survived in no other form.  The nitrate prints of both the trailer and the promotional short for <span class='notes-film-title'>The Lost World</span> are now decomposed. —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/6m/4z/wq/21198=z16m4zwq/ark%2B=21198=z16m4zwq.mp4{},,320,240,198.016,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16m4zwq/manifest
UCLA Preserved Silent Animation,ark:/21198/z12v4767,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/The_Lost_World_Promo_VO.mp4,The Lost World - Promotional Film with Preservationists' Voiceover,pd,,United States,,,,UCLA Film and Television Archive,,,,moving image,,,,,,1925,03m 18s,,,1925,"If you thought <span class='notes-film-title'>Star Wars</span> was the first fantasy film to be exploited via toy and game merchandise, think again! The producers of <span class='notes-film-title'>The Lost World</span> (1925) knew they had a truly unique film on their hands &#45; and did everything they could to trumpet its release. The year 1925 also happened to be the height of a word puzzle craze in the United States, and plans were quickly drawn up to unite the two. This rare short promotional film features <span class='notes-film-title'>The Lost World</span> star Bessie Love, then at the height of her popularity, as well as cinema personalities and First National Pictures contractees, actor Milton Sills and director Lambert Hillyer, attempting to solve <span class='notes-film-title'>The Lost World</span> Puzzle, a product tie-in created specifically to hype the movie. In a clever twist, the puzzle&#39;s inventor, Bob Sherman, demonstrates the solution via stop-motion animation. The frame-by-frame technique shows how the pieces correctly fit together. Considering how <span class='notes-film-title'>The Lost World</span> was a pioneering stop-motion classic, it&#39;s quite appropriate that the promo employed this bit of movie magic. —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>For many years, <span class='notes-film-title'>The Lost World</span> could be seen only in abbreviated five-reel version 16mm prints, half the feature's original ten-reel length.  When UCLA Film & Television Archive preserved the trailer from a nitrate print, it was assumed these snippets of action were all that remained in 35mm from the film.  But it turned out that the film archive at George Eastman House held nitrate dupe negatives on three of the five reels; later, a battered, but more complete, nitrate print was discovered in an eastern European archive. Even so, the eventual restoration of <span class='notes-film-title'>The Lost World</span> (which is still missing some footage) made use of a couple of shots from the trailer which survived in no other form.  The nitrate prints of both the trailer and the promotional short for <span class='notes-film-title'>The Lost World</span> are now decomposed. —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/2v/47/67/21198=z12v4767/ark%2B=21198=z12v4767.mp4{},,320,240,198.016,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12v4767/manifest
UCLA Preserved Silent Animation,ark:/21198/z1z33qsr,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/The_Lost_World_Trailer_NFPF.mp4,The Lost World - Trailer (Original Silent),pd,,United States,,,,UCLA Film and Television Archive,,,,moving image,First National,,,,,1925,03m 36s,,,1925,"&quot;The greatest entertainment the brains of man have ever achieved!&quot; proclaims a title in the coming attractions trailer for <span class='notes-film-title'>The Lost World</span>, and that statement isn&#39;t far from the truth. The 1925 feature based on Sir Arthur Conan Doyle&#39;s book is best known for its pioneering special effects and the stop-motion animation provided by Willis O&#39;Brien (preceding his classic work on 1933&#39;s <span class='notes-film-title'>King Kong</span>). This preview reel shows several of the innovative scenes that combine miniature animated creatures and live-action photography which completely dazzled audiences of the era. O&#39;Brien had been animating dinosaurs in comedy reels for Thomas Edison&#39;s film company since the mid-&#39;teens. Though several of the films O'Brien made prior to <span class='notes-film-title'>The Lost World</span> still survive, many others are lost. In 1919, he began experimenting with ways to bring realistic dinosaurs to life via stop motion for a possible The Lost World feature film. Arthur Conan Doyle showed O&#39;Brien&#39;s test scenes publicly in New York in 1922; the reactions from private screenings to his circle of acquaintances, including Houdini, startled viewers, convincing many that these images were ""conjured from the ether."" The footage was so exciting it made headlines on the front page of <span class='notes-film-title'>The New York Times</span>. First National Pictures formally announced plans of the production of <span class='notes-film-title'>The Lost World</span> in 1924. The final film advanced the art of special effects in several ways: the animation was more sophisticated, the miniatures more articulate and realistic, and the blending of live action and animation more expert due to new techniques involving double exposure. Matching the actors on sets with the miniature work was unprecedented. This trailer is the first glimpse of the film the public ever saw, and a great example of the hype and ballyhoo that films of the era typically enjoyed. However, in this case, that hype was fully justified. <span class='notes-film-title'>The Lost World</span> was not only a great film, but the predecessor of today&#39;s Hollywood special effects-filled blockbusters. —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>For many years, The Lost World could be seen only in abbreviated five-reel version 16mm prints, half the feature's original ten-reel length.  When UCLA Film & Television Archive preserved the trailer from a nitrate print, it was assumed these snippets of action were all that remained in 35mm from the film.  But it turned out that the film archive at George Eastman House held nitrate dupe negatives on three of the five reels; later, a battered, but more complete, nitrate print was discovered in an eastern European archive. Even so, the eventual restoration of The Lost World (which is still missing some footage) made use of a couple of shots from the trailer which survived in no other form.  The nitrate prints of both the trailer and the promotional short for The Lost World are now decomposed. —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/z3/3q/sr/21198=z1z33qsr/ark%2B=21198=z1z33qsr.mp4{},,272,182,216.47,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z33qsr/manifest
UCLA Preserved Silent Animation,ark:/21198/z1tb302t,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/The_Lost_World_Trailer_P.mp4,The Lost World - Trailer with Piano Accompaniment,pd,,United States,,,,UCLA Film and Television Archive,,,,moving image,First National,,,,,1925,03m 40s,,,1925,"&quot;The greatest entertainment the brains of man have ever achieved!&quot; proclaims a title in the coming attractions trailer for <span class='notes-film-title'>The Lost World</span>, and that statement isn&#39;t far from the truth. The 1925 feature based on Sir Arthur Conan Doyle&#39;s book is best known for its pioneering special effects and the stop-motion animation provided by Willis O&#39;Brien (preceding his classic work on 1933&#39;s <span class='notes-film-title'>King Kong</span>). This preview reel shows several of the innovative scenes that combine miniature animated creatures and live-action photography which completely dazzled audiences of the era. O&#39;Brien had been animating dinosaurs in comedy reels for Thomas Edison&#39;s film company since the mid-&#39;teens. Though several of the films O'Brien made prior to <span class='notes-film-title'>The Lost World</span> still survive, many others are lost. In 1919, he began experimenting with ways to bring realistic dinosaurs to life via stop motion for a possible The Lost World feature film. Arthur Conan Doyle showed O&#39;Brien&#39;s test scenes publicly in New York in 1922; the reactions from private screenings to his circle of acquaintances, including Houdini, startled viewers, convincing many that these images were ""conjured from the ether."" The footage was so exciting it made headlines on the front page of <span class='notes-film-title'>The New York Times</span>. First National Pictures formally announced plans of the production of <span class='notes-film-title'>The Lost World</span> in 1924. The final film advanced the art of special effects in several ways: the animation was more sophisticated, the miniatures more articulate and realistic, and the blending of live action and animation more expert due to new techniques involving double exposure. Matching the actors on sets with the miniature work was unprecedented. This trailer is the first glimpse of the film the public ever saw, and a great example of the hype and ballyhoo that films of the era typically enjoyed. However, in this case, that hype was fully justified. <span class='notes-film-title'>The Lost World</span> was not only a great film, but the predecessor of today&#39;s Hollywood special effects-filled blockbusters. —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>For many years, The Lost World could be seen only in abbreviated five-reel version 16mm prints, half the feature's original ten-reel length.  When UCLA Film & Television Archive preserved the trailer from a nitrate print, it was assumed these snippets of action were all that remained in 35mm from the film.  But it turned out that the film archive at George Eastman House held nitrate dupe negatives on three of the five reels; later, a battered, but more complete, nitrate print was discovered in an eastern European archive. Even so, the eventual restoration of The Lost World (which is still missing some footage) made use of a couple of shots from the trailer which survived in no other form.  The nitrate prints of both the trailer and the promotional short for The Lost World are now decomposed. —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/tb/30/2t/21198=z1tb302t/ark%2B=21198=z1tb302t.mp4{},,268,224,220.459,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tb302t/manifest
UCLA Preserved Silent Animation,ark:/21198/z1pp0xsg,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/The_Lost_World_Trailer_S.mp4,The Lost World - Trailer with Musical Score,pd,,United States,,,,UCLA Film and Television Archive,,,,moving image,First National,,,,,1925,03m 40s,,,1925,"&quot;The greatest entertainment the brains of man have ever achieved!&quot; proclaims a title in the coming attractions trailer for <span class='notes-film-title'>The Lost World</span>, and that statement isn&#39;t far from the truth. The 1925 feature based on Sir Arthur Conan Doyle&#39;s book is best known for its pioneering special effects and the stop-motion animation provided by Willis O&#39;Brien (preceding his classic work on 1933&#39;s <span class='notes-film-title'>King Kong</span>). This preview reel shows several of the innovative scenes that combine miniature animated creatures and live-action photography which completely dazzled audiences of the era. O&#39;Brien had been animating dinosaurs in comedy reels for Thomas Edison&#39;s film company since the mid-&#39;teens. Though several of the films O'Brien made prior to <span class='notes-film-title'>The Lost World</span> still survive, many others are lost. In 1919, he began experimenting with ways to bring realistic dinosaurs to life via stop motion for a possible The Lost World feature film. Arthur Conan Doyle showed O&#39;Brien&#39;s test scenes publicly in New York in 1922; the reactions from private screenings to his circle of acquaintances, including Houdini, startled viewers, convincing many that these images were ""conjured from the ether."" The footage was so exciting it made headlines on the front page of <span class='notes-film-title'>The New York Times</span>. First National Pictures formally announced plans of the production of <span class='notes-film-title'>The Lost World</span> in 1924. The final film advanced the art of special effects in several ways: the animation was more sophisticated, the miniatures more articulate and realistic, and the blending of live action and animation more expert due to new techniques involving double exposure. Matching the actors on sets with the miniature work was unprecedented. This trailer is the first glimpse of the film the public ever saw, and a great example of the hype and ballyhoo that films of the era typically enjoyed. However, in this case, that hype was fully justified. <span class='notes-film-title'>The Lost World</span> was not only a great film, but the predecessor of today&#39;s Hollywood special effects-filled blockbusters. —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>For many years, The Lost World could be seen only in abbreviated five-reel version 16mm prints, half the feature's original ten-reel length.  When UCLA Film & Television Archive preserved the trailer from a nitrate print, it was assumed these snippets of action were all that remained in 35mm from the film.  But it turned out that the film archive at George Eastman House held nitrate dupe negatives on three of the five reels; later, a battered, but more complete, nitrate print was discovered in an eastern European archive. Even so, the eventual restoration of The Lost World (which is still missing some footage) made use of a couple of shots from the trailer which survived in no other form.  The nitrate prints of both the trailer and the promotional short for The Lost World are now decomposed. —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/pp/0x/sg/21198=z1pp0xsg/ark%2B=21198=z1pp0xsg.mp4{},,268,224,220.459,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pp0xsg/manifest
UCLA Preserved Silent Animation,ark:/21198/z1jx0613,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/The_Lost_World_Trailer_VO.mp4,The Lost World - Trailer with Preservationists' Voiceover,pd,,United States,,,,UCLA Film and Television Archive,,,,moving image,First National,,,,,1925,03m 40s,,,1925,"&quot;The greatest entertainment the brains of man have ever achieved!&quot; proclaims a title in the coming attractions trailer for <span class='notes-film-title'>The Lost World</span>, and that statement isn&#39;t far from the truth. The 1925 feature based on Sir Arthur Conan Doyle&#39;s book is best known for its pioneering special effects and the stop-motion animation provided by Willis O&#39;Brien (preceding his classic work on 1933&#39;s <span class='notes-film-title'>King Kong</span>). This preview reel shows several of the innovative scenes that combine miniature animated creatures and live-action photography which completely dazzled audiences of the era. O&#39;Brien had been animating dinosaurs in comedy reels for Thomas Edison&#39;s film company since the mid-&#39;teens. Though several of the films O'Brien made prior to <span class='notes-film-title'>The Lost World</span> still survive, many others are lost. In 1919, he began experimenting with ways to bring realistic dinosaurs to life via stop motion for a possible The Lost World feature film. Arthur Conan Doyle showed O&#39;Brien&#39;s test scenes publicly in New York in 1922; the reactions from private screenings to his circle of acquaintances, including Houdini, startled viewers, convincing many that these images were ""conjured from the ether."" The footage was so exciting it made headlines on the front page of <span class='notes-film-title'>The New York Times</span>. First National Pictures formally announced plans of the production of <span class='notes-film-title'>The Lost World</span> in 1924. The final film advanced the art of special effects in several ways: the animation was more sophisticated, the miniatures more articulate and realistic, and the blending of live action and animation more expert due to new techniques involving double exposure. Matching the actors on sets with the miniature work was unprecedented. This trailer is the first glimpse of the film the public ever saw, and a great example of the hype and ballyhoo that films of the era typically enjoyed. However, in this case, that hype was fully justified. <span class='notes-film-title'>The Lost World</span> was not only a great film, but the predecessor of today&#39;s Hollywood special effects-filled blockbusters. —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>For many years, The Lost World could be seen only in abbreviated five-reel version 16mm prints, half the feature's original ten-reel length.  When UCLA Film & Television Archive preserved the trailer from a nitrate print, it was assumed these snippets of action were all that remained in 35mm from the film.  But it turned out that the film archive at George Eastman House held nitrate dupe negatives on three of the five reels; later, a battered, but more complete, nitrate print was discovered in an eastern European archive. Even so, the eventual restoration of The Lost World (which is still missing some footage) made use of a couple of shots from the trailer which survived in no other form.  The nitrate prints of both the trailer and the promotional short for The Lost World are now decomposed. —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/jx/06/13/21198=z1jx0613/ark%2B=21198=z1jx0613.mp4{},,268,224,220.459,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jx0613/manifest
UCLA Preserved Silent Animation,ark:/21198/z1f49f77,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/The_Wandering_Toy_NFPF.mp4,The Wandering Toy (Original Silent),pd,,United States,,,,UCLA Film and Television Archive,,,,moving image,"Lyman H. Howe Films Co., Inc",Archie N. Griffith (animator),Robert E. Gillaum,,,1928,09m 54s,,,1928,"Lyman H. Howe was a pioneering filmmaker and motion picture showman who began exhibiting films in a traveling show from 1896. Howe collected and produced films depicting the sights and lifestyles of foreign lands, and gained a reputation as an early documentarian. From his base in Wilkes Barre, Pennsylvania, Howe distributed educational short subjects and also founded a film laboratory. Shortly before his death in 1923, he contracted with Educational Pictures to create a series of miscellaneous shorts utilizing his accumulated film archive. Over 100 &quot;Lyman H. Howe&#39;s Hodge Podge&quot; subjects were released between 1922 and 1933. Some shorts were completely live action, while others, like this one, were a combination of live action and animation. The <span class='notes-film-title'>Wandering Toy</span> is a late entry in the series (released May 19, 1928), and it combines paper cut-out animation mixed with live travelogue footage of Sweden, Bavaria, Morocco, Holland, Mexico, India, and Japan. Robert E. Gillaum conceived and edited the film, Archie N. Griffith drew the art and animated it. The results are an attractive and unique combination of travelogue and cartoon, certainly quite different from the usual animated fare at the time. —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>A sizeable amount of the silent features and short subjects still in existence do not survive on theatrical 35mm film gauge but in the smaller 16mm amateur and home-movie format.  At UCLA, preservation from a 16mm print entails making a duplicate negative through enlargement to 35mm by optical printing.  The <span class='notes-film-title'>Wandering Toy</span> was preserved from what is thought to be the only 16mm print in existence. —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/f4/9f/77/21198=z1f49f77/ark%2B=21198=z1f49f77.mp4{},,320,240,594.731,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f49f77/manifest
UCLA Preserved Silent Animation,ark:/21198/z19c8pg2,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/The_Wandering_Toy_P.mp4,The Wandering Toy with Piano Accompaniment,pd,,United States,,,,UCLA Film and Television Archive,,,,moving image,"Lyman H. Howe Films Co., Inc",Archie N. Griffith (animator),Robert E. Gillaum,,,1928,09m 56s,,,1928,"Lyman H. Howe was a pioneering filmmaker and motion picture showman who began exhibiting films in a traveling show from 1896. Howe collected and produced films depicting the sights and lifestyles of foreign lands, and gained a reputation as an early documentarian. From his base in Wilkes Barre, Pennsylvania, Howe distributed educational short subjects and also founded a film laboratory. Shortly before his death in 1923, he contracted with Educational Pictures to create a series of miscellaneous shorts utilizing his accumulated film archive. Over 100 &quot;Lyman H. Howe&#39;s Hodge Podge&quot; subjects were released between 1922 and 1933. Some shorts were completely live action, while others, like this one, were a combination of live action and animation. The <span class='notes-film-title'>Wandering Toy</span> is a late entry in the series (released May 19, 1928), and it combines paper cut-out animation mixed with live travelogue footage of Sweden, Bavaria, Morocco, Holland, Mexico, India, and Japan. Robert E. Gillaum conceived and edited the film, Archie N. Griffith drew the art and animated it. The results are an attractive and unique combination of travelogue and cartoon, certainly quite different from the usual animated fare at the time. —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>A sizeable amount of the silent features and short subjects still in existence do not survive on theatrical 35mm film gauge but in the smaller 16mm amateur and home-movie format.  At UCLA, preservation from a 16mm print entails making a duplicate negative through enlargement to 35mm by optical printing.  The <span class='notes-film-title'>Wandering Toy</span> was preserved from what is thought to be the only 16mm print in existence. —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/9c/8p/g2/21198=z19c8pg2/ark%2B=21198=z19c8pg2.mp4{},,320,240,596.736,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c8pg2/manifest
UCLA Preserved Silent Animation,ark:/21198/z15m7xss,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/The_Wandering_Toy_S.mp4,The Wandering Toy with Musical Score,pd,,United States,,,,UCLA Film and Television Archive,,,,moving image,"Lyman H. Howe Films Co., Inc",Archie N. Griffith (animator),Robert E. Gillaum,,,1928,09m 56s,,,1928,"Lyman H. Howe was a pioneering filmmaker and motion picture showman who began exhibiting films in a traveling show from 1896. Howe collected and produced films depicting the sights and lifestyles of foreign lands, and gained a reputation as an early documentarian. From his base in Wilkes Barre, Pennsylvania, Howe distributed educational short subjects and also founded a film laboratory. Shortly before his death in 1923, he contracted with Educational Pictures to create a series of miscellaneous shorts utilizing his accumulated film archive. Over 100 &quot;Lyman H. Howe&#39;s Hodge Podge&quot; subjects were released between 1922 and 1933. Some shorts were completely live action, while others, like this one, were a combination of live action and animation. The <span class='notes-film-title'>Wandering Toy</span> is a late entry in the series (released May 19, 1928), and it combines paper cut-out animation mixed with live travelogue footage of Sweden, Bavaria, Morocco, Holland, Mexico, India, and Japan. Robert E. Gillaum conceived and edited the film, Archie N. Griffith drew the art and animated it. The results are an attractive and unique combination of travelogue and cartoon, certainly quite different from the usual animated fare at the time. —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>A sizeable amount of the silent features and short subjects still in existence do not survive on theatrical 35mm film gauge but in the smaller 16mm amateur and home-movie format.  At UCLA, preservation from a 16mm print entails making a duplicate negative through enlargement to 35mm by optical printing.  The <span class='notes-film-title'>Wandering Toy</span> was preserved from what is thought to be the only 16mm print in existence. —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/5m/7x/ss/21198=z15m7xss/ark%2B=21198=z15m7xss.mp4{},,320,240,596.736,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15m7xss/manifest
UCLA Preserved Silent Animation,ark:/21198/z11v762v,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/The_Wandering_Toy_VO.mp4,The Wandering Toy with Preservationists' Voiceover,pd,,United States,,,,UCLA Film and Television Archive,,,,moving image,"Lyman H. Howe Films Co., Inc",Archie N. Griffith (animator),Robert E. Gillaum,,,1928,09m 56s,,,1928,"Lyman H. Howe was a pioneering filmmaker and motion picture showman who began exhibiting films in a traveling show from 1896. Howe collected and produced films depicting the sights and lifestyles of foreign lands, and gained a reputation as an early documentarian. From his base in Wilkes Barre, Pennsylvania, Howe distributed educational short subjects and also founded a film laboratory. Shortly before his death in 1923, he contracted with Educational Pictures to create a series of miscellaneous shorts utilizing his accumulated film archive. Over 100 &quot;Lyman H. Howe&#39;s Hodge Podge&quot; subjects were released between 1922 and 1933. Some shorts were completely live action, while others, like this one, were a combination of live action and animation. The <span class='notes-film-title'>Wandering Toy</span> is a late entry in the series (released May 19, 1928), and it combines paper cut-out animation mixed with live travelogue footage of Sweden, Bavaria, Morocco, Holland, Mexico, India, and Japan. Robert E. Gillaum conceived and edited the film, Archie N. Griffith drew the art and animated it. The results are an attractive and unique combination of travelogue and cartoon, certainly quite different from the usual animated fare at the time. —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>A sizeable amount of the silent features and short subjects still in existence do not survive on theatrical 35mm film gauge but in the smaller 16mm amateur and home-movie format.  At UCLA, preservation from a 16mm print entails making a duplicate negative through enlargement to 35mm by optical printing.  The <span class='notes-film-title'>Wandering Toy</span> was preserved from what is thought to be the only 16mm print in existence. —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/1v/76/2v/21198=z11v762v/ark%2B=21198=z11v762v.mp4{},,320,240,596.736,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11v762v/manifest
UCLA Preserved Silent Animation,ark:/21198/z1h43hmb,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/Theatre_De_Hula_Hula_NFPF.mp4,Theatre De Hula Hula (Original Silent),pd,,United States,,,,UCLA Film and Television Archive,,,,moving image,,,,,,19--,02m 59s,,,,"Here is one in a long list of mystery films from the silent era. Clearly designed to be shown either in a vaudeville house or at a special exhibition requiring several musicians to accompany the action, it looks even to have had a specific score to match movements of the dancers. The film is processed in reverse to provide a negative effect that imparts an appropriate darkened-theater ambience to the proceedings. The bottom third of the picture is an animation &quot;cycle&quot; (a series of drawings repeated over and over) which gives a furious feel to the musicians. Most silent animation is based on wordplay and gag situations, but here the comical dance routines represent a wonderful early use of animation created for purely humorous effect. The animation itself is quite funny and charming, but those responsible for this delightful little gem probably will remain unknown. —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>The nitrate print (since decomposed) from which this was preserved was only slightly incomplete, coming nearly to a conclusion.  Here is an instance where a missing end title was duped from another subject and cut into the preservation dupe negative.  Since this film was not part of any series, there was no way to determine what its original end title would have looked like from surviving entries. —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/h4/3h/mb/21198=z1h43hmb/ark%2B=21198=z1h43hmb.mp4{},,320,240,179.158,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h43hmb/manifest
UCLA Preserved Silent Animation,ark:/21198/z1cc2rwm,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/Theatre_De_Hula_Hula_P.mp4,Theatre De Hula Hula with Piano Accompaniment,pd,,United States,,,,UCLA Film and Television Archive,,,,moving image,,,,,,19--,03m 01s,,,,"Here is one in a long list of mystery films from the silent era. Clearly designed to be shown either in a vaudeville house or at a special exhibition requiring several musicians to accompany the action, it looks even to have had a specific score to match movements of the dancers. The film is processed in reverse to provide a negative effect that imparts an appropriate darkened-theater ambience to the proceedings. The bottom third of the picture is an animation &quot;cycle&quot; (a series of drawings repeated over and over) which gives a furious feel to the musicians. Most silent animation is based on wordplay and gag situations, but here the comical dance routines represent a wonderful early use of animation created for purely humorous effect. The animation itself is quite funny and charming, but those responsible for this delightful little gem probably will remain unknown. —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>The nitrate print (since decomposed) from which this was preserved was only slightly incomplete, coming nearly to a conclusion.  Here is an instance where a missing end title was duped from another subject and cut into the preservation dupe negative.  Since this film was not part of any series, there was no way to determine what its original end title would have looked like from surviving entries. —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/cc/2r/wm/21198=z1cc2rwm/ark%2B=21198=z1cc2rwm.mp4{},,320,240,181.654,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cc2rwm/manifest
