Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,viewingHint,Visibility,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.creator,Language,Subject,Rights.permission,Subject geographic,Author,Name.cartographer,Name.repository,Name.subject,Title,Publisher.publisherName,Description.note,Publisher.placeOfOrigin,Format.extent,Coverage.geographic,Alt ID.oclc,AltIdentifier.callNo,Alt ID.catalogRecordNumber,Opac url,Coverage.geoscale,AltTitle.uniform,Alt ID.local,Description.caption,Date.creation,Date.normalized,Alt ID.lccn,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf2sb,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F3/G5702_2_5M_FB_1931.tif,,,,,,,cartographic,map,unknown,unknown,,ger,,,"Europe, Central--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Die Donaustaaten,,,,,"Europe, Central",,,,,,The Danube countries,G5702_2_5M_FB_1931|~|DR704F3,,1931,1931,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf2sb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf2sb/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf2tv,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F3/G5702_3_2M_CE_1939.tif,,,,,,,cartographic,map,unknown,unknown,,eng,,,"Europe--Maps|~|Europe, Southern--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Europe and Asia Minor (with Inserts of Africa and Oceanica),,,,,Europe,,,,,,,G5702_3_2M_CE_1939|~|DR704F3,,1939,1939,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf2tv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf2tv/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf2vc,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F3/G5702_5M_NGS_1939.tif,,,,,,,cartographic,map,unknown,,National Geographic Society (U.S.). Cartographic Division.,eng,Europe--Maps|~|Mediterranean Region--Maps,,Mediterranean Region--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Central Europe and the Mediterranean as of September 1, 1939",National Geographic Society,"Relief represented by hachures.|~|Issued with the National geographic magazine, v. 76, no. 4, Oct. 1939.|~|compiled and drawn in the Cartographic Section of the National Geographic Society. Albert H. Bumstead, chief cartographer.|~|""Conic projection with standard parallels at 34Â° and 53Â°.""","dcu|~|Washington, D.C",1 map : col. ; 65 x 90 cm.,Mediterranean Region|~|Europe|~|northernmost:N0580000|~|westernmost:W0120000|~|easternmost:E0480000|~|southernmost:N0280000,06470901,G5702 5M.NGS 1939,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2385191,5000000,,G5702_5M_NGS_1939|~|DR704F3,,1939|~|c1939,1939,map45000213,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf2vc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf2vc/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf2xd,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F3/G5702_A1_16_8M_DS_1937.tif,,,,,,,cartographic,map,unknown,unknown,,eng,,,Europe--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Europe 1937,,,,,Europe,,,,,,,G5702_A1_16_8M_DS_1937|~|DR704F3,,[1937],1937,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf2xd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf2xd/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf2zx,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F3/G5702_E1_16M_W_D_1930s.tif,,,,,,,cartographic,map,unknown,unknown,,ger,"Germany--Population--Maps|~|German language--Europe, German-speaking",,"Europe, Eastern--Maps|~|Europe, Central--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Der Deutsche Volks - und Kulturboden in Mittel - und Osteuropa,,,,,"Europe, Eastern|~|Europe, Central",,,,,,,G5702_E1_16M_W_D_1930s|~|DR704F3,,[1930s],1930/1939,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf2zx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf2zx/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf30x,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F3/G5702_F2_6M_1938_39.tif,,,,,,,cartographic,map,unknown,unknown,,eng,"Europe, Central--Administrative and political divisions--Maps",,"Poland--Maps|~|Europe, Central--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Political Map of Central Europe,,,,,"Europe, Central",,,,,,,G5702_F2_6M_1938_39|~|DR704F3,,[1938],1938,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf30x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf30x/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf31f,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F3/G5702_G3_P53_1_5M_1920.tif,,,,,,,cartographic,map,public domain,,,fre,Mining leases--France--Maps|~|Waterways--France--Recreational use--Maps,,France--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Le Rhin. Voies Navigables Gisements Miniers,,,,,France,,,,,,The Rhine. Waterways Deposits Mining,G5702_G3_P53_1_5M_1920|~|DR704F3,,[1920],1920,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf31f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf31f/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf32z,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F3/G5702_G4_3M_USA_1939.tif,,,,,,,cartographic,map,unknown,unknown,,eng,,,Europe--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Land Utilization,,,,,Europe,,,,,,,G5702_G4_3M_USA_1939|~|DR704F3,,1939,1939,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf32z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf32z/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf33g,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F3/G5702_P2_P3_2M_WD_1939.tif,,,,,,,cartographic,map|~|Road maps.,unknown,unknown,,eng,,,"Europe, Western--Maps|~|Europe, Central--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Central and Central West Europe,,,,,"Europe, Central|~|Europe, Western",,,,,,,G5702_P2_P3_2M_WD_1939|~|DR704F3,,[1939],1939,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf33g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf33g/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf340,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F3/G5702_P53_8_5M_OSS_1935.tif,,,,,,,cartographic,map,unknown,unknown,,fre,Mining leases--France--Maps|~|Waterways--France--Recreational use--Maps,,France--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,le Rhin. Voies Navigables Gisements Miniers,,,,,France,,,,,,,G5702_P53_8_5M_OSS_1935|~|DR704F3,,[1920],1920,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf340,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf340/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf35h,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F3/G5702_R1_700_WWUB_CA_1939.tif,,,,,,,cartographic,map|~|Pictorial maps.,unknown,unknown,,eng,Germany--Boundaries--History,,Europe--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Walla Wala Union-Bulletin,,,,,Europe,,,,,,,G5702_R1_700_WWUB_CA_1939|~|DR704F3,,1939,1939,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf35h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf35h/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf361,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F3/G5702_S65_VAR_HS_1921.tif,,,,,,,cartographic,map,public domain,,,ger,,,France--Maps|~|Belgium--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Der Feldzug Im Wester,,,,,France|~|Belguim,,,,,,The campaign in Westerville,G5702_S65_VAR_HS_1921|~|DR704F3,,1921,1921,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf361,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf361/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf37j,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F4/G5701_S7_VAR_AGS_1940.tif,,,,,,,cartographic,map,unknown,unknown,,eng,"Europe, Central--Administrative and political divisions--Maps",,"Europe--Maps|~|Europe, Central--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Environment and Conflict in Europe. Eighteen Basic Maps,,,,,"Europe, Central",,,,,,,G5701_S7_VAR_AGS_1940|~|DR704F4,,1940,1940,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf37j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf37j/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf39k,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F4/G5702_1_5M_JP_1941.tif,,,,,,,cartographic,map,unknown,unknown,,ger,,,"Europe, Central--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Der Donauraum,,,,,"Europe, Central",,,,,,The Danube region,G5702_1_5M_JP_1941|~|DR704F4,,1941,1941,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf39k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf39k/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf3b3,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F4/G5702_1_5M_JP_CA_1940.tif,,,,,,,cartographic,map,unknown,unknown,,ger,,,"Europe, Central--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Der Donauraum,,,,,"Europe, Central",,,,,,The Danube region,G5702_1_5M_JP_CA_1940|~|DR704F4,,1940,1940,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf3b3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf3b3/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf3cm,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F4/G5702_2M_BLR_1940.tif,,,,,,,cartographic,map,unknown,unknown,,eng|~|fre,,,"Europe--Maps|~|Europe, Western--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Sea Front. North-Western Europe,,,,,"Europe, Western",,,,,,Front de Mer. Europe Nord-Ouest.,G5702_2M_BLR_1940|~|DR704F4,,1940,1940,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf3cm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf3cm/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf3d4,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F4/G5702_2M_GSGS_1944.tif,,,,,,,cartographic,map,unknown,unknown,,eng,,,"Europe, Central--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Central Europe,,,,,"Europe, Central",,,,,,,G5702_2M_GSGS_1944|~|DR704F4,,1944,1944,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf3d4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf3d4/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf3fn,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F4/G5702_2_5M_GEA_VERLAG_KMBH_1943_SOUTHWEST.tif,,,,,,,cartographic,map,unknown,unknown,,ger,,,"Europe, Southern--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Südeuropa Westblatt,,,,,"Europe, Southern",,,,,,Southern Europe Western Journal,G5702_2_5M_GEA_VERLAG_KMBH_1943_SOUTHWEST|~|DR704F4,,1943,1943,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf3fn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf3fn/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf3g5,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F4/G5702_2_5M_GSH_1942_SOUTHEAST.tif,,,,,,,cartographic,map,unknown,unknown,,ger,,,"Europe, Southern--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Südeuropa Ostblatt,,,,,"Europe, Southern",,,,,,,G5702_2_5M_GSH_1942_SOUTHEAST|~|DR704F4,,1942,1942,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf3g5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf3g5/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf3hp,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F4/G5702_2_5M_GV_1941.tif,,,,,,,cartographic,map,unknown,unknown,,ger,Maps--Facsimiles,,"Europe, Northern--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Nordeuropa,,,,,"Europe, Northern",,,,,,Northern Europe,G5702_2_5M_GV_1941|~|DR704F4,,1941,1941,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf3hp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf3hp/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf3j6,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F4/G5702_2_5M_GV_1943.tif,,,,,,,cartographic,map,unknown,unknown,,ger,,,"Europe, Northern--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Nordeuropa,,,,,"Europe, Northern",,,,,,,G5702_2_5M_GV_1943|~|DR704F4,,1943,1943,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf3j6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf3j6/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf3kq,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F4/G5702_500_DH_1943.tif,,,,,,,cartographic,map,unknown,unknown,,ger,"World War, 1939-1945--Maps|~|Military maps|~|Germany--History--1933-1945--Maps",,Germany--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Deutsche Heereskarte. Nur Für Den Dienstgebrauch !,,,,,Germany,,,,,,German military map. Only for the official use!,G5702_500_DH_1943|~|DR704F4,,1943,1943,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf3kq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf3kq/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf3m7,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F4/G5702_5M_GPS_CA_1940.tif,,,,,,,cartographic,map,unknown,unknown,,eng,,,"Europe, Central--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Central Europe (South East Sheet),,,,,"Europe, Central",,,,,,,G5702_5M_GPS_CA_1940|~|DR704F4,,1940,1940,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf3m7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf3m7/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf3nr,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F4/G5702_A3_S7_N_S_CP_1940.tif,,,,,,,cartographic,map|~|Pictorial maps.,unknown,unknown,,eng,"--Maps, Pictorial|~|World War, 1939-1945--Maps",,"Europe--Maps|~|World War, 1939-1945 Europe Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Military Panora Map of the Theatre of War,,,,,Europe,,,,,,,G5702_A3_S7_N_S_CP_1940|~|DR704F4,,1940,1940,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf3nr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf3nr/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf3p8,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F4/G5702_C2_2MIL_M_I_D_1940S.tif,,,,,,,cartographic,map,unknown,unknown,,eng,"World War, 1939-1945 Europe Maps|~|Europe, Western--Military policy|~|World War, 1939-1945 Europe, Western Maps",,"Europe, Western--Maps|~|Europe, Central--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Strategic Map. Central and Central West Europe,,,,,"Europe, Central",,,,,,,G5702_C2_2MIL_M_I_D_1940S|~|DR704F4,,[1940],1940,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf3p8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf3p8/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf3qs,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F4/G5702_C2_2M_AMS_1943.tif,,,,,,,cartographic,map,unknown,,National Geographic Society (U.S.). Cartographic Division.|~|Roberts & Leete.,eng,"Europe--Maps|~|Mediterranean Region--Maps|~|World War, 1914-1918--Maps",,Mediterranean Region--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,battle fronts of Europe,National Geographic Society|~|Stanford's Geographical Establishment,"Relief represented by hachures.|~|Map of battle fronts drawn to scale upon a map of the United States showing relative distances of fronts.|~|""Conic projection with standard parallels at 34Â° and 53Â°.""|~|Issued with the National geographic magazine, v. 76, no. 4, Oct. 1939.|~|compiled and drawn in the Cartographic Section of the National Geographic Society. Albert H. Bumstead, chief cartographer.","dcu|~|enk|~|Washington, D.C|~|London",1 map : col. ; 65 x 90 cm.|~|1 map : col. ; 19 x 29 cm. on sheet 25 x 38 cm. sealed in plastic.,Europe|~|Mediterranean Region|~|westernmost:W0120000|~|northernmost:N0580000|~|southernmost:N0280000|~|easternmost:E0480000,21044749,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2097527,5000000,,G5702_C2_2M_AMS_1943|~|DR704F4,,1919|~|c1939|~|191-?|~|1910,1939,map45000213,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf3qs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf3qs/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf3r9,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F4/G5702_C2_2_8M_OSS_1944.tif,,,,,,,cartographic,map,unknown,unknown,,eng,,,"Europe, Southern--Maps|~|Europe, Eastern--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Southeastern Europe,,,,,"Europe, Southern|~|Europe, Eastern",,,,,,,G5702_C2_2_8M_OSS_1944|~|DR704F4,,1944,1944,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf3r9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf3r9/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf3st,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F4/G5702_C3_10M_OSS_1943.tif,,,,,,,cartographic,map,pd_usfed,,United States. Office of Strategic Services. Research and Analysis Branch.,eng,Nautical charts--Europe|~|Nautical charts--Germany|~|Waterways--Europe|~|Waterways--Germany--Maps,,Europe--Maps|~|Germany--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Waterways of Germany and southeastern Europe,"R & A, OSS","Shows ""Waterways in operation"" and ""Proposed waterways.""|~|""FREE""--Upper right border.|~|""Map No. 1960 January 11, 1943.""|~|R & A, OSS.","dcu|~|[Washington, D.C.]",1 map ; 17 x 21 cm.,"Europe, Central|~|Germany",14509644,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3514480,10000000,,G5702_C3_10M_OSS_1943|~|DR704F4,,[1943],1943,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf3st,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf3st/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf3tb,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F4/G5702_DANUBE_REGION_F7_2_5M_DH_1943.tif,,,,,,,cartographic,map,unknown,unknown,,ger,,,"Europe, Southern--Maps|~|Europe, Eastern--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Europäischer Südostraum,,,,,"Europe, Southern|~|Europe, Eastern",,,,,,Southeast European space,G5702_DANUBE_REGION_F7_2_5M_DH_1943|~|DR704F4,,1943,1943,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf3tb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf3tb/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf3vv,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F4/G5702_E1_NS_VDA_1940.tif,,,,,,,cartographic,map,unknown,unknown,,ger,Germany--History--1933-1945--Maps,,Germany--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Kulturkarte des Deutschen Weftens,,,,,Germany,,,,,,Cultural Map of the German Weftens,G5702_E1_NS_VDA_1940|~|DR704F4,,1940,1940,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf3vv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf3vv/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf3wc,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F4/G5702_E2_3M_U_S_A_1940s.tif,,,,,,,cartographic,map,pd_usfed,,,eng,Germany--Population--Maps,,Germany--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Population Distribution,,,,,Germany,,,,,,,G5702_E2_3M_U_S_A_1940s|~|DR704F4,,[1940s],1940/1949,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf3wc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf3wc/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf3zd,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F4/G5702_F2_450_OSS_1944.tif,,,,,,,cartographic,map,pd_usfed,,,eng,"World War, 1939-1945 Europe Maps|~|Maps--Facsimiles|~|Germany--Boundaries--History",,France--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Border Crossings. France - Germany,942nd Engr. Avn. Topo. Bn. U.S. Army,,,,France|~|Germany,,,,,,,G5702_F2_450_OSS_1944|~|DR704F4,,"Jun 2, 1944",1944-06-02,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf3zd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf3zd/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf40d,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer704_DR704F4/G5702_F2_520_OSS_1944.tif,,,,,,,cartographic,map,pd_usfed,,,eng,"World War, 1939-1945 Europe Maps|~|Germany--Boundaries--History|~|Military maps",,France--Maps|~|Germany--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Border Crossings. France - Germany,,,,,Germany|~|France,,,,,,,G5702_F2_520_OSS_1944|~|DR704F4,,"Aug 22, 1944",1944-08-22,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cf40d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cf40d/manifest
