Project Name,Item ARK,Parent ARK,Object Type,File Name,Item Sequence,viewingHint,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Subject,Rights.servicesContact,Name.repository,Language,Title,Relation.pageNumber,Description.note,Summary,Relation.isPartOf,AltIdentifier.OPAC,AltIdentifier.oclc,AltIdentifier.callNo,Date.publication,Format.dimensions,Publisher.publisherName,Format.extent,Date.normalized,Publisher.placeOfOrigin,Bucketeer State,IIIF Access URL
Dissertation on the Voluntary Eating of Blood,ark:/21198/zz000227q9,ark:/21198/zz00022683,Page,blood/masters/21198-zz000227q9-1-master.tif,40,,text,,pd,,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-5029","Louise M. Darling Biomedical Library. History and Special Collections for the Sciences|~|Franklin E. Murphy, M.D. Collection",eng,A dissertation on the voluntary eating of blood (pages 80-81),80|~|81,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000226sv
Dissertation on the Voluntary Eating of Blood,ark:/21198/zz000226sv,ark:/21198/zz00022683,Page,blood/masters/21198-zz000226sv-1-master.tif,41,,text,,pd,,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-5030","Louise M. Darling Biomedical Library. History and Special Collections for the Sciences|~|Franklin E. Murphy, M.D. Collection",eng,A dissertation on the voluntary eating of blood (pages 82-83),82|~|83,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000227sb
Dissertation on the Voluntary Eating of Blood,ark:/21198/zz000227sb,ark:/21198/zz00022683,Page,blood/masters/21198-zz000227sb-1-master.tif,42,,text,,pd,,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-5031","Louise M. Darling Biomedical Library. History and Special Collections for the Sciences|~|Franklin E. Murphy, M.D. Collection",eng,A dissertation on the voluntary eating of blood (pages 84-85),84|~|85,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000226rb
Dissertation on the Voluntary Eating of Blood,ark:/21198/zz000226rb,ark:/21198/zz00022683,Page,blood/masters/21198-zz000226rb-1-master.tif,43,,text,,pd,,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-5032","Louise M. Darling Biomedical Library. History and Special Collections for the Sciences|~|Franklin E. Murphy, M.D. Collection",eng,A dissertation on the voluntary eating of blood (pages 86-87),87|~|86,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000227vc
Dissertation on the Voluntary Eating of Blood,ark:/21198/zz000227vc,ark:/21198/zz00022683,Page,blood/masters/21198-zz000227vc-1-master.tif,44,,text,,pd,,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-5033","Louise M. Darling Biomedical Library. History and Special Collections for the Sciences|~|Franklin E. Murphy, M.D. Collection",eng,A dissertation on the voluntary eating of blood (pages 88-89),89|~|88,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000226qt
Dissertation on the Voluntary Eating of Blood,ark:/21198/zz000226qt,ark:/21198/zz00022683,Page,blood/masters/21198-zz000226qt-1-master.tif,45,,text,,pd,,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-5034","Louise M. Darling Biomedical Library. History and Special Collections for the Sciences|~|Franklin E. Murphy, M.D. Collection",eng,A dissertation on the voluntary eating of blood (pages 90-91),91|~|90,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000227xd
Dissertation on the Voluntary Eating of Blood,ark:/21198/zz000227xd,ark:/21198/zz00022683,Page,blood/masters/21198-zz000227xd-1-master.tif,46,,text,,pd,,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-5035","Louise M. Darling Biomedical Library. History and Special Collections for the Sciences|~|Franklin E. Murphy, M.D. Collection",eng,A dissertation on the voluntary eating of blood (pages 92-93),92|~|93,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000226p9
Dissertation on the Voluntary Eating of Blood,ark:/21198/zz000226p9,ark:/21198/zz00022683,Page,blood/masters/21198-zz000226p9-1-master.tif,47,,text,,pd,,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-5036","Louise M. Darling Biomedical Library. History and Special Collections for the Sciences|~|Franklin E. Murphy, M.D. Collection",eng,A dissertation on the voluntary eating of blood (pages 94-95),94|~|95,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000226ns
Dissertation on the Voluntary Eating of Blood,ark:/21198/zz000226ns,ark:/21198/zz00022683,Page,blood/masters/21198-zz000226ns-1-master.tif,48,,text,,pd,,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-5037","Louise M. Darling Biomedical Library. History and Special Collections for the Sciences|~|Franklin E. Murphy, M.D. Collection",eng,A dissertation on the voluntary eating of blood (pages 96-97),97|~|96,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022751
Dissertation on the Voluntary Eating of Blood,ark:/21198/zz00022751,ark:/21198/zz00022683,Page,blood/masters/21198-zz00022751-1-master.tif,49,,text,,pd,,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-5038","Louise M. Darling Biomedical Library. History and Special Collections for the Sciences|~|Franklin E. Murphy, M.D. Collection",eng,A dissertation on the voluntary eating of blood (pages 98-99),98|~|99,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002281f
Dissertation on the Voluntary Eating of Blood,ark:/21198/zz0002281f,ark:/21198/zz00022683,Page,blood/masters/21198-zz0002281f-1-master.tif,50,,text,,pd,,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-5039","Louise M. Darling Biomedical Library. History and Special Collections for the Sciences|~|Franklin E. Murphy, M.D. Collection",eng,A dissertation on the voluntary eating of blood (page 100),100,,,,,,,,,,,,,,
