"Object Type","Title","Item ARK","Parent ARK","File Name","Item Sequence","AltTitle.other","collection.physical","Contents note","Date.created","Date.normalized","Description.latitude","Description.longitude","Summary","Format.dimensions","Format.extent","Format.medium","Genre","Language","Local identifier","Thumbnail","Name.creator","Name.subject","Note","Place of origin","Publisher.publisherName","Repository","Type.typeOfResource","Rights.copyrightStatus","Rights.rightsHolderContact","Statement of Responsibility","Subject geographic","Subject temporal","viewingHint","Subject topic","IIIF Manifest URL"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 27","ark:/21198/z1zd0267","ark:/21198/z1t45sc2","","","","","Witnesses: Litelu (page 2683), van den Bergh (page 2693), Menatong (page 2702), Nkosi (page 2710, 2727), Pooi (page 2727), Mofoking (page 2732), Khoali (page 2734), Kathoahole (page 2739), Saaiham (page 2743), Kotera (page 2794)","","1960-06-01","","","","","129 pages","","reports","afr|~|eng","b7617662_commission_v027","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz85xv","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zd0267/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 01","ark:/21198/z1961gwk","ark:/21198/z1t45sc2","","","","","Witnesses: Maselela (page 9), Mollson (page 62), Ndwandwe (page 84), Mpenyana (page 112), Lambinon (page 126)","","1960-08-17","","","","","128 pages","","reports","eng","b7617662_courtcase_v001","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pk2g2d","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1961gwk/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 02","ark:/21198/z15f0r4t","ark:/21198/z1t45sc2","","","","","Witnesses: Mpenyana (page 128), Khumka (page 137)","","1960-10-06","","","","","40 pages","","reports","eng","b7617662_courtcase_v002","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1515z5h","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15f0r4t/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 03","ark:/21198/z11p00c1","ark:/21198/z1t45sc2","","","","","Witnesses: Madyra (page 167), Rameboe (page 195)","","1960-10-07","","","","","110 pages","","reports","eng","b7617662_courtcase_v003","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1059fvm","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11p00c1/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 04","ark:/21198/z1ww9gzp","ark:/21198/z1t45sc2","","","","","Witness: Dunga (page 271)","","1960-10-18","","","","","58 pages","","reports","eng","b7617662_courtcase_v004","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s202gt","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ww9gzp/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 05","ark:/21198/z1s48r84","ark:/21198/z1t45sc2","","","","","Witness: Labuschagne (page 327)","","1960-10-19","","","","","93 pages","","reports","afr","b7617662_courtcase_v005","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p80gk","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s48r84/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 06","ark:/21198/z1nc80js","ark:/21198/z1t45sc2","","","","","","","1960-10-21","","","","","58 pages","","reports","afr|~|eng","b7617662_courtcase_v006","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18935wb","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nc80js/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 07","ark:/21198/z1hq5z8v","ark:/21198/z1t45sc2","","","","","Witnesses: Labuschagne (page 472), Grobler (page 550)","","1960-10-24","","","","","143 pages","","reports","eng|~|afr","b7617662_courtcase_v007","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rz1c09","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hq5z8v/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 08","ark:/21198/z1cz56jh","ark:/21198/z1t45sc2","","","","","Witness: Cawood (page 645)","","1960-10-26","","","","","83 pages","","reports","eng|~|afr","b7617662_courtcase_v008","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1961hkz","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cz56jh/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 09","ark:/21198/z1864fr6","ark:/21198/z1t45sc2","","","","","Witnesses: Spengler (page 698), Theron (page 748)","","1960-10-28","","","","","63 pages","","reports","eng|~|afr","b7617662_courtcase_v009","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k66j5c","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1864fr6/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 10","ark:/21198/z14f3q0f","ark:/21198/z1t45sc2","","","","","Witness: Muller (page 834)","","1960-10-31","","","","","114 pages","","reports","eng|~|afr","b7617662_courtcase_v010","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f49p57","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14f3q0f/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 11","ark:/21198/z10p2z95","ark:/21198/z1t45sc2","","","","","Witnesses: Muller (page 858), Brummer (page 868)","","1960-11-04","","","","","88 pages","","reports","eng|~|afr","b7617662_courtcase_v011","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz78wc","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10p2z95/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 12","ark:/21198/z1vx2fv9","ark:/21198/z1t45sc2","","","","","Witness: Pienaar (page 943)","","1960-11-07","","","","","90 pages","","reports","eng|~|afr","b7617662_courtcase_v012","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b8784h","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vx2fv9/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 13","ark:/21198/z1r51q3v","ark:/21198/z1t45sc2","","","","","Witness: Wessels (page 1011, 1030)","","1960-11-08","","","","","21 pages","","reports","afr|~|eng","b7617662_courtcase_v013","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q2607h","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r51q3v/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 14","ark:/21198/z1mg9ntb","ark:/21198/z1t45sc2","","","","","Witness: Wessels (page 1049)","","1960-11-11","","","","","60 pages","","reports","afr|~|eng","b7617662_courtcase_v014","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c6vsm","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mg9ntb/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 15","ark:/21198/z1gq8x31","ark:/21198/z1t45sc2","","","","","Witnesses: Wessels (page 1105), Heyl (page 1125, 1135)","","1960-11-11","","","","","60 pages","","reports","afr|~|eng","b7617662_courtcase_v015","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17m280b","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gq8x31/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 16","ark:/21198/z1bz859s","ark:/21198/z1t45sc2","","","","","Witness: Heyl (page 1163)","","1960-11-14","","","","","59 pages","","reports","eng|~|afr","b7617662_courtcase_v016","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gt7n8m","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bz859s/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 17","ark:/21198/z1767dkc","ark:/21198/z1t45sc2","","","","","Witnesses: Heyl (page 1218), Mmotong (page 1239)","","1960-11-15","","","","","64 pages","","reports","eng|~|afr","b7617662_courtcase_v017","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq52q1","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1767dkc/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 18","ark:/21198/z13f6nxj","ark:/21198/z1t45sc2","","","","","Witness: Mmotong (page 1281)","","1960-11-16","","","","","27 pages","","reports","eng","b7617662_courtcase_v018","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m065g3","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13f6nxj/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 19","ark:/21198/z1zp65d6","ark:/21198/z1t45sc2","","","","","Witness: Mmotong (page 1307)","","1960-11-17","","","","","44 pages","","reports","eng","b7617662_courtcase_v019","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13r2sz7","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zp65d6/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 20","ark:/21198/z1tx5dqx","ark:/21198/z1t45sc2","","","","","Witnesses: Mmotong (page 1351), Kele (page 1372), Fouche (page 1400)","","1960-11-21","","","","","85 pages","","reports","eng|~|afr","b7617662_courtcase_v020","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz28gm","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tx5dqx/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 21","ark:/21198/z1q83cd7","ark:/21198/z1t45sc2","","","","","Witnesses: Fouche (page 1433), Coetzee (page 1484), Sturwig (page 1504), Stapelberg (page 1512)","","1960-11-23","","","","","92 pages","","reports","eng|~|afr","b7617662_courtcase_v021","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff5sfn","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q83cd7/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 22","ark:/21198/z1kh2mn2","ark:/21198/z1t45sc2","","","","","Witnesses: Sturwig (page 1522), Meyer (page 1542), Kallis (page 1549), Beyl (page 1576)","","1960-11-24","","","","","96 pages","","reports","eng|~|afr","b7617662_courtcase_v022","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq314f","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kh2mn2/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 23","ark:/21198/z1fr1vww","ark:/21198/z1t45sc2","","","","","Witnesses: Beyl (page 1615), Serobanyane (page 1616), Nyembezi (page 1657), Skozane (page 1667), Rampui (page 1672)","","1960-11-25","","","","","65 pages","","reports","eng|~|afr","b7617662_courtcase_v023","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1515zbr","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fr1vww/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 24","ark:/21198/z1b0144t","ark:/21198/z1t45sc2","","","","","Witnesses: Rampui (page 1680), Lerm (page 1681), Ntikane (page 1684), Nyembezi (page 1686), Mmotong (page 1687), Prinsloo (page 1691), White (page 1707), Sacks (page 1715), Pokwane (page 1744)","","1960-11-28","","","","","71 pages","","reports","eng|~|afr","b7617662_courtcase_v024","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rj6jnn","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b0144t/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 25","ark:/21198/z1670cg0","ark:/21198/z1t45sc2","","","","","Witnesses: Reyneke (page 1740), Van Vuuren (1748), Steyn (page 1752), Van Rensburg (page 1754), Van Wyk (page 1757), Carnie (page 1764), Olivier (page 1772), Van der Merwe (page 1775), Hoek (page 1777), Booysen (page 1790), Xingwane (page 1802)","","1960-11-29","","","","","88 pages","","reports","afr|~|eng","b7617662_courtcase_v025","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh2ng7","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1670cg0/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 26","ark:/21198/z12f9mrq","ark:/21198/z1t45sc2","","","","","Witnesses: Coetzer ( page 1835, 1855), Ntsame (page 1840), Van Vuuren (page 1857), Anaandale (page 1858), Van Wyk (page 1858), Oosthuizen (page 1863)","","1960-11-30","","","","","80 pages","","reports","afr|~|eng","b7617662_courtcase_v026","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t2mt0","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12f9mrq/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 27","ark:/21198/z1xp947c","ark:/21198/z1t45sc2","","","","","Witnesses: Van Wyk (page 1912), Grove (page 1942), Mabuya (page 1986)","","1960-12-01","","","","","84 pages","","reports","afr|~|eng","b7617662_courtcase_v027","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w39wgf","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xp947c/manifest"
