"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Language","Name.subject","Name.creator","Subject","Type.genre","Relation.isPartOf","Name.repository","Title","Description.adminnote","Alt ID.local","AltTitle.translated","Coverage.geographic","Format.dimensions","Format.extent","Date.creation","Date.normalized","Description.abstract","Description.note","AltTitle.firstLine","AltTitle.descriptive","Opac url","Finding Aid URL","AltTitle.other","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6tc3","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6tc3_2385646_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Napoli. Capodimonte. Pianta del continente della Real Villa, con spiegazione, colorata. Scala palmi Napoletani. Firma: pasquale Vastarelli, Regio Ing.","","Box 543, Folder 1, Item 6|~|clus_902_b543_f1_06","","Napoli (Italy)","500 x 735 mm.","1 Ms. ink","[17--]","1701/1800","Napoli. ""Capodimonte. Pianta del continente della Real Villa, con spiegazione, colorata. Scala palmi Napoletani. Firma: pasquale Vastarelli, Regio Ing.,"" a inchiostro e acquarello su carta.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6tc3","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6tc3/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6tdm","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6tdm_2385650_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Muro. Pianta topografica del distretto della citta di Muro.","","Box 543, Folder 1, Item 2|~|clus_902_b543_f1_02","","Muro (Italy)","610 x 800 mm.","1 Ms. ink","[17--]","1701/1800","""Muro. Pianta topografica del distretto della citta di Muro,"" a matita, inchiostro e acquarello.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6tdm","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6tdm/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6tf4","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6tf4_2385656_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Napoli. Pianta delle proprieta nella contrada di Monteoliveto in Napoli.","","Box 543, Folder 1, Item 9|~|clus_902_b543_f1_09","","Napoli (Italy)","710 x 770 mm.","1 Ms. ink","[1705-1725]","","Napoli. Pianta delle proprieta nella contrada di Monteoliveto in Napoli, concesse in enfiteusi perpetua dal monastero di S. Chiara di Napoli a Ferdinando Orsini Duca di Gravina, a inchiostro e acquarello su carta.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6tf4","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6tf4/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6tgn","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6tgn_2385659_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Napoli. [Seconda di] 3 piante del palazzo dei Duchi di Gravina.","","Box 543, Folder 1, Item 11|~|clus_902_b543_f1_11","","Napoli (Italy)","910 x 610 mm.","1 Ms. ink","[17--?]","1701/1800","""Napoli. [Seconda di] 3 piante del palazzo dei Duchi di Gravina,"" con alcune modificazioni da farsi al palazzo, a matita, inchiostro e acquarello su carta.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6tgn","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6tgn/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6tjp","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6tjp_2385662_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Napoli (Chiaia). Tipo planimetrico dei giardini annessi all'ex monastero di S. Maria in Portico con relativi fabbricati...","","clus_902_b543_f1_13|~|Box 543, Folder 1, Item 13","","Napoli (italy)","430 x 540 mm.","1 Ms. ink","1888","","Napoli (Chiaia). ""Tipo planimetrico dei giardini annessi all'ex monastero di S. Maria in Portico con relativi fabbricati, indicazioni delle retrocessini e permute vicendevolmente fattesi tra il Ser.mo Principe D. Filippo Orsini Duca di Gravina ed il Sig.re Giovanni Nobile,"" a inchiostro di china, acquarello, e matita near a rossa su carta.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6tjp","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6tjp/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6tk6","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6tk6_2385665_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Palo. Disegno p[er] fare una muraglia a Palo.","","Box 544, Folder 1, Item 1|~|clus_902_b544_f1_01","","Palo (Italy)","430 x 580 mm.","1 Ms. ink","[16--]","1601/1700","Palo. ""Disegno p[er] fare una muraglia a Palo"" a inchiostro e acquarello su carta.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6tk6","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6tk6/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6tmq","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6tmq_2385668_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Palo. Pianta dei confini della tenuta di Palo.","","Box 544, Folder 1, Item 5|~|clus_902_b544_f1_05","","Palo (Italy)","430 x 570 mm.","A stampa","1687","","""Palo. Pianta dei confine della tenuta di Palo. [Seconda di] tre copie (...) a stampa su carta.""","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6tmq","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6tmq/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6tn7","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6tn7_2385671_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Roccagorga. Pianta della parte nuova aggiunta alla terra [di Rocca Gorga] di proprieta di Mons. Giovanni Paolo Ginnetti.","","Box 544, Foldre 1, Item 9|~|clus_902_b544_f1_09","","Roccagorga (Italy)","755 x 500 mm.","1 Ms. ink","[1642-1721]","","""Roccagorga. Pianta della parte nuova aggiunta alla terra [di Rocca Gorga] di proprieta di Mons. Giovanni Paolo Ginnetti,"" a inchiostro e acquarello su carta.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6tn7","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6tn7/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6tpr","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6tpr_2385674_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Roccagorga. Pianta del palazzo del Monsignor Giovanni Paolo Ginneti.","","clus_902_b544_f1_10|~|Box 544, Folder 1, Item 10","","Roccagorga (Italy)","285 x 430 mm.","1 Ms. ink","[1642-1721]","","""Roccagorga. Pianta del palazzo del Monsignor Giovanni Paolo Ginneti""Firmata ""Carlo Francesco Bizzacheri,"" a inchiostro e acquarello su carta.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6tpr","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6tpr/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6tq8","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6tq8_2385677_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Roma. Palazzo Orsini a ""Monte Giordano, [prima di] 3 piante del palazzo.""","","Box 544, Folder 1, Item 12|~|clus_902_b544_f1_12","","Roma (Italy)","470 x 750 mm.","1 Ms. ink","[16--]","1601/1700","Roma. Palazzo Orsini a ""Monte Giordano, [prima di] 3 piante del palazzo,"" cpn annotazioni, fermata ""Horatio Torriani architetto perito,"" a matita, inchiostro e acquarello su carta.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6tq8","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6tq8/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6trs","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6trs_2385680_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Roma. Palazzo orsini a ""Monte Giordano, [seconda di] 3 piante del palazzo.""","","Box 544, Folder 1, Item 13|~|clus_902_b544_f1_13","","Roma (Italy)","550 x 725 mm.","1 Ms. ink","[16--]","1601/1700","Roma. Palazzo orsini a ""Monte Giordano, [seconda di] 3 piante del palazzo,"" a matita, inchiostro e acquarello su carta.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6trs","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6trs/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6ts9","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6ts9_2385683_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Roma. Palazzo Orsini a Monte Giordano, [terza di] 3 piante del palazzo.","","Box 544, Folder 1, Item 14|~|clus_902_b544_f1_14","","Roma (Italy)","420 x 570 mm.","1 Ms. ink","[16--]","1601/1700","Roma. Palazzo Orsini a ""Monte Giordano, [terza di] 3 piante del palazzo,"" con annotazioni, a matita e inchiostro su carta.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6ts9","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6ts9/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6v5g","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6v5g_2385712_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Roma. Pianta del Fontanone dell'Acqua Paola, con la botte soterranea da farsi per la divisione dell'acqua.","","Box 544, Folder 1, Item 15|~|clus_902_b544_f1_15","","Roma (Italy)","280 x 425 mm.","1 Mss. ink","1679","","Roma. Pianta del Fontanone dell'Acqua Paola, con la botte soterranea da farsi per la divisione dell'acqua, a inchiostro e acquarello su carta.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6v5g","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6v5g/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6v60","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6v60_2385715_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Roma. Pianta [del mercato] di Piazza Navona con descrizione [dei proprietari dei banchi].","","Box 544, Folder 1, Item 16|~|clus_902_b544_f1_16","","Roma (Italy)","420 x 775 mm.","1 Ms. ink","[17--]","1701/1800","""Roma. Pianta [del mercato] di Piazza Navona con descrizione [dei proprietari dei banchi],"" a inchiostro e acquarello.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6v60","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6v60/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6v7h","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6v7h_2385718_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Roma. Pianta della Cappella del Cardinal Orsini in S. Giovanni Laterano.","","Box 544, Folder 1, Item 18|~|clus_902_b544_f1_18","","Roma (Italy)","530 x 355 mm.","1 Ms. ink","[17--]","1701/1800","""Roma. Pianta della Cappella del Cardinal Orsini in S. Giovanni Laterano,"" a inchiostro e acquarello su carta.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6v7h","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6v7h/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6v81","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6v81_2385721_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Viano [Veiano]. Pianta [del terzo piano] della rocca.","","Box 545, Folder 1, Item 19|~|clus_902_b545_f1_19","","Viano (Italy)","560 x 815 mm.","1 Ms. ink","1609","","""Viano [Veiano]. Pianta [del terzo piano] della rocca,"" a matita, inchiostro e acquarello su carta.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6v81","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6v81/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6vb2","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6vb2_2385730_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Viano [Veiano]. Pianta del [piano nobile del] castello, 'STRUXERAT ARCEM GEORGEUS PATER/DIRUTA ALEXANDER VI PON. M./EREXIT A FVNDAMENTIS/HONOFRIVS FILIVS/ANNO SALVTIS M.D.X.V.III,' colorata.","","Box 545, Folder 1, Item 17|~|clus_902_b545_f1_17","","Viano (Italy)","760 x 780 mm.","1 Ms. ink","1609","","""Viano [Veiano]. Pianta del [piano nobile del] castello, 'STRUXERAT ARCEM GEORGEUS PATER/DIRUTA ALEXANDER VI PON. M./EREXIT A FVNDAMENTIS/HONOFRIVS FILIVS/ANNO SALVTIS M.D.X.V.III,' colorata,"" con prospetti delle facciate e del cortile piccolo, firmata ""Horatio Torriani architetto.""","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6vb2","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6vb2/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6vck","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6vck_2385733_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Solofra. Pianta della Starza Arbustata con case e fontana.","","Box 545, Folder 1, Item 5|~|clus_902_b545_f1_05","","Solofra (Italy)","490 x 385 mm.","1 Ms. ink","[17--]","1701/1800","""Solofra. Pianta della Starza Arbustata con case e fontana,"" a inchiostro e acquarello su carta.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6vck","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6vck/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6vd3","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6vd3_2385736_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Solofra. Pianta [di due pezzi di] terreno [accanto al] castello situato sopra la collina.","","Box 545, Folder 1, Item 6|~|clus_902_b545_f1_06","","Solofra (Italy)","490 x 385 mm.","1 Ms. ink","[17--]","1701/1800","""Solofra. Pianta [di due pezzi di] terreno [accanto al] castello situato sopra la collina,"" a inchiostro e acquarello su carta.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6vd3","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6vd3/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6vfm","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6vfm_2385739_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Viano [Veiano]. Pianta del quarto detto Valle Troia, con territori confinanti.","","Box 545, Folder 1, Item 16|~|clus_902_b545_f1_16","","Viano (Italy)","730 x 475 mm.","1 Ms. ink","[16--]","1601/1700","""Viano [Veiano]. Pianta del quarto detto Valle Troia, con territori confinanti, "" Firmata ""Horatio Torriani architetto e perito,"" a inchiostro e acquarello su carta.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6vfm","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6vfm/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6vg4","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6vg4_2385742_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","S. Polo [e Tivoli]. Pianta dei confini.","","Box 545, Folder 1, Item 2|~|clus_902_b545_f1_02","","Tivoli (Italy)","565 x 430 mm.","1 Ms. ink","[16--]","1601/1700","""S. Polo [e Tivoli]. Pianta dei confini,"" a inchiostro e acquarello.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6vg4","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6vg4/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6vhn","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6vhn_2385745_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Vicarello. Pianta del sito controverso dell'eccesso verso Bracciano, con tutti i confini. Prodotto nella causa col Venerando Collegio Germanico.","","clus_902_b546_f1_06|~|Box 546, Folder 1, Item 6","","Vicarello (Italy)","580 x 440 mm.","A stampa","[169-]","1691/1699","Vicarello. ""Pianta del sito controverso dell'eccesso verso Bracciano, con tutti i confini. Prodotto nella causa col Venerando Collegio Germanico. Perizia Moretti dal 1290 al 1551,"" a stampa su carta, con colore ad acquarello aggiunto a mano.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6vhn","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6vhn/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6vj5","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6vj5_2385748_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Vicarello. Pianta del sito controverso dell'exxesso verso Bracciano, con tutti i confini. Prodotto nella causa col Venerando Collegio Germanico.","","clus_902_b546_f1_05|~|Box 546, Folder 1, Item 5","","Vicarello (Italy)","580 x 440 mm.","1 Ms. ink","[169-]","1691/1699","Vicarello. Pianta del sito controverso dell'exxesso verso Bracciano, con tutti i confini. Prodotto nella causa col Venerando Collegio Germanico. Perizia Moretti dal 1290 al 1551, a inchiostro e acquarello su carta.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6vj5","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6vj5/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6vkp","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6vkp_2385751_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Vicarello. Pianta di tutti i confini del circuito della tenuta spettante al Collegio Germanico. [Primo di] due esemplari a stampa.","","clus_902_b546_f1_02|~|Box 546, Folder 1, Item 2","","Vicarello (Italy)","380 x 485 mm.","Ms. e a stampa","1687","","""Vicarello. Pianta di tutti i confini del circuito della tenuta spettante al Collegio Germanico. [Primo di] due esemplari a stampa,"" su carta, con colore ad acquarello aggiunto a mano.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6vkp","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6vkp/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6vqr","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6vqr_2385754_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Gravina. Pianta dell'intero fabbricato che adorna la masseria della Villa Filippa, di Don Domenico Orsini.","","Box 542, Folder 1, Item 1|~|clus_902_b542_f1_01","","Gravina (Italy)","505 x 355 mm.","1 Ms. ink","[18--]","1801/1900","""Gravina. Pianta dell'intero fabbricato che adorna la masseria della Villa Filippa, di Don Domenico Orsini,"" a inchiostro e acquarello su carta.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6vqr","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6vqr/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6vr8","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6vr8_2385757_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Galera. Tenuta di S. Sauro. 4 piante della tenuta di San Sauro in territorio di Galera.","","clus_902_b541_f1_22|~|Box 541, Folder 1, Item 22","","Galera (Italy)","240 x 560 mm.","1 Ms. ink","1660","","Galera. Tenuta di S. Sauro. 4 piante della tenuta di San Sauro in territorio di Galera"" (Pianta 1 - ""Galera. Pianta copiata della Tenuta di S. Sauro nel territorio di Galera spettante al Duca di Bracciano""), a inchiostro e acquarello su carta.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6vr8","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6vr8/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6vss","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6vss_2385760_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Monte Flavio [Monteflavio]. Pianta di Monte.","","Box 543, Folder 1, Item 1|~|clus_902_b543_f1_01","","Monteflavio (Italy)","790 x 540 mm.","1 Ms. ink","1581","","Monte Flavio [Monteflavio]. Pianta di Monte,"" con S. Polo, Cerreto, Licenzo, Roccagiovine, Monteverde, Tivoli, Palombara; a inchiostro su carta.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6vss","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6vss/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6vvt","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6vvt_2385769_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Napoli (Chiaia). Pianta della chiesa [di S. Maria in Portico], in ""stato att[uale],"" e ""progetto di rid[uzione del] 2 p[iano]"" del monastero annesso fatto dagli Orsini.","","clus_902_b16_f3_20|~|Box 16, Folder 3, Item 20","","Napoli (Italy)","310 x 470 mm.","1 Ms. ink","1888","","Napoli (Chiaia). Pianta della chiesa [di S. Maria in Portico], in ""stato att[uale],"" e ""progetto di rid[uzione del] 2 p[iano]"" del monastero annesso fatto dagli Orsini, a inchiostro di china su carta da lucido.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6vvt","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6vvt/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6vwb","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6vwb_2385772_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Palo. Pianta delle distanze dal fiume Maddalena al fiume Sanguinara e dal fiume Sanguinara alla fortezza di Palo.","","clus_902_b17_f1_02|~|Box 17, Folder 1, Item 2","","Palo (Italy)","330 x 455 mm.","1 Ms. ink","[16--]","1601/1700","""Palo. Pianta delle distanze dal fiume Maddalena al fiume Sanguinara e dal fiume Sanguinara alla fortezza di Palo,"" a inchiostro su carta.","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6vwb","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6vwb/manifest"
"Orsini Family Papers.  Collection 902","ark:/21198/zz002k6vxv","ark:/21198/zz000945wq","2","Completed","Work","orsini/masters/21198-zz002k6vxv_2385775_master.tif","","","","","","","","","","","","","","","Maps","Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA","","Roma. Disegni di strumenti per misurare il peso dell'acqua, chiamati ""caraffine idrostatiche,"" o piuttosto idrometriche.","","clus_902_b273_f2|~|Box 273, Folder 2","","Roma (Italy)","305 x 220 mm.","","[16--]","1601/1700","Roma. Disegni di strumenti per misurare il peso dell'acqua, chiamati ""caraffine idrostatiche,"" o piuttosto idrometriche. Inclusi in: ""Diverse scr[ittu]re concernenti li trattati d'imboccare l'acqua del Lago di Bracciano nel cond[otto] dell'Acqua Paola, esperienze, opposiz[io]ni dell'interessati e risposte.""","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6vxv","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k6vxv/manifest"
