File name,Item ARK,Parent ARK,Title,Object Type,Contributor.editor,Publisher.place,Date.issued (single),Language | code,TypeOfResource,Genre,Extent,Institution/Repository,Note.content,Rights.copyrightStatus,Rights.URI,Rights.publicationStatus,Rights.servicesContact,Subject.topic
catc_kwongwahpo_19771224.pdf,ark:/21198/z1612vkt,ark:/21198/z1f787wx,"Kwong Wah Po, 1977-12-24",Work,,"Havana, (Cuba)",1977-12-24,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19771226.pdf,ark:/21198/z12823wx,ark:/21198/z1f787wx,"Kwong Wah Po, 1977-12-26",Work,,"Havana, (Cuba)",1977-12-26,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19771227.pdf,ark:/21198/z1xm09tz,ark:/21198/z1f787wx,"Kwong Wah Po, 1977-12-27",Work,,"Havana, (Cuba)",1977-12-27,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19771229.pdf,ark:/21198/z1st9k4j,ark:/21198/z1f787wx,"Kwong Wah Po, 1977-12-29",Work,,"Havana, (Cuba)",1977-12-29,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,page 2 has a scanning error,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19771230.pdf,ark:/21198/z1p28tg1,ark:/21198/z1f787wx,"Kwong Wah Po, 1977-12-30",Work,,"Havana, (Cuba)",1977-12-30,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800702.pdf,ark:/21198/z1j982rp,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-07-02",Work,,"Havana, (Cuba)",1980-07-02,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800704.pdf,ark:/21198/z1dj79z2,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-07-04",Work,,"Havana, (Cuba)",1980-07-04,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800707.pdf,ark:/21198/z18s6k5v,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-07-07",Work,,"Havana, (Cuba)",1980-07-07,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800709.pdf,ark:/21198/z1515thb,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-07-09",Work,,"Havana, (Cuba)",1980-07-09,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800711.pdf,ark:/21198/z11c3s4f,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-07-11",Work,,"Havana, (Cuba)",1980-07-11,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800714.pdf,ark:/21198/z1wm38q1,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-07-14",Work,,"Havana, (Cuba)",1980-07-14,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800716.pdf,ark:/21198/z1rv2j2m,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-07-16",Work,,"Havana, (Cuba)",1980-07-16,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800718.pdf,ark:/21198/z1n31s89,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-07-18",Work,,"Havana, (Cuba)",1980-07-18,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800721.pdf,ark:/21198/z1hb11g2,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-07-21",Work,,"Havana, (Cuba)",1980-07-21,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800723.pdf,ark:/21198/z1ck08qw,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-07-23",Work,,"Havana, (Cuba)",1980-07-23,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800801.pdf,ark:/21198/z17s9j1g,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-08-01",Work,,"Havana, (Cuba)",1980-08-01,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800804.pdf,ark:/21198/z1447grt,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-08-04",Work,,"Havana, (Cuba)",1980-08-04,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800806.pdf,ark:/21198/z10c6r3d,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-08-06",Work,,"Havana, (Cuba)",1980-08-06,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800808.pdf,ark:/21198/z1vm67m3,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-08-08",Work,,"Havana, (Cuba)",1980-08-08,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800811.pdf,ark:/21198/z1qv5gwc,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-08-11",Work,,"Havana, (Cuba)",1980-08-11,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800813.pdf,ark:/21198/z1m34r21,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-08-13",Work,,"Havana, (Cuba)",1980-08-13,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800815.pdf,ark:/21198/z1gb4097,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-08-15",Work,,"Havana, (Cuba)",1980-08-15,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800818.pdf,ark:/21198/z1bk37nd,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-08-18",Work,,"Havana, (Cuba)",1980-08-18,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800820.pdf,ark:/21198/z16x16bd,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-08-20",Work,,"Havana, (Cuba)",1980-08-20,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800822.pdf,ark:/21198/z1350fpw,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-08-22",Work,,"Havana, (Cuba)",1980-08-22,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800825.pdf,ark:/21198/z1zc9z7h,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-08-25",Work,,"Havana, (Cuba)",1980-08-25,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800827.pdf,ark:/21198/z1tm96f8,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-08-27",Work,,"Havana, (Cuba)",1980-08-27,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800829.pdf,ark:/21198/z1pv8fnn,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-08-29",Work,,"Havana, (Cuba)",1980-08-29,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800901.pdf,ark:/21198/z1k37px7,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-09-01",Work,,"Havana, (Cuba)",1980-09-01,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800903.pdf,ark:/21198/z1fb6z8t,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-09-03",Work,,"Havana, (Cuba)",1980-09-03,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800905.pdf,ark:/21198/z19p4wwh,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-09-05",Work,,"Havana, (Cuba)",1980-09-05,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800908.pdf,ark:/21198/z15x457g,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-09-08",Work,,"Havana, (Cuba)",1980-09-08,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800910.pdf,ark:/21198/z1253djh,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-09-10",Work,,"Havana, (Cuba)",1980-09-10,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800912.pdf,ark:/21198/z1xd2x0b,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-09-12",Work,,"Havana, (Cuba)",1980-09-12,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800915.pdf,ark:/21198/z1sn257j,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-09-15",Work,,"Havana, (Cuba)",1980-09-15,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800917.pdf,ark:/21198/z1nw1dht,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-09-17",Work,,"Havana, (Cuba)",1980-09-17,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800919.pdf,ark:/21198/z1j40nv9,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-09-19",Work,,"Havana, (Cuba)",1980-09-19,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800922.pdf,ark:/21198/z1df8mgv,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-09-22",Work,,"Havana, (Cuba)",1980-09-22,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800924.pdf,ark:/21198/z18p7vvg,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-09-24",Work,,"Havana, (Cuba)",1980-09-24,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800926.pdf,ark:/21198/z14x744j,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-09-26",Work,,"Havana, (Cuba)",1980-09-26,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19800929.pdf,ark:/21198/z1156cd4,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-09-29",Work,,"Havana, (Cuba)",1980-09-29,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19801003.pdf,ark:/21198/z1wd5vvj,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-10-03",Work,,"Havana, (Cuba)",1980-10-03,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19801006.pdf,ark:/21198/z1rn5452,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-10-06",Work,,"Havana, (Cuba)",1980-10-06,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19801008.pdf,ark:/21198/z1n032s2,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-10-08",Work,,"Havana, (Cuba)",1980-10-08,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19801011.pdf,ark:/21198/z1h72b36,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-10-11",Work,,"Havana, (Cuba)",1980-10-11,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19801013.pdf,ark:/21198/z1cg1kfc,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-10-13",Work,,"Havana, (Cuba)",1980-10-13,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19801015.pdf,ark:/21198/z17q0tsj,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-10-15",Work,,"Havana, (Cuba)",1980-10-15,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19801017.pdf,ark:/21198/z13z030q,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-10-17",Work,,"Havana, (Cuba)",1980-10-17,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19801020.pdf,ark:/21198/z1059b79,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-10-20",Work,,"Havana, (Cuba)",1980-10-20,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19801022.pdf,ark:/21198/z1vd8trm,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-10-22",Work,,"Havana, (Cuba)",1980-10-22,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19801024.pdf,ark:/21198/z1qr6scq,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-10-24",Work,,"Havana, (Cuba)",1980-10-24,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19801027.pdf,ark:/21198/z1m061qk,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-10-27",Work,,"Havana, (Cuba)",1980-10-27,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19801029.pdf,ark:/21198/z1g75925,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-10-29",Work,,"Havana, (Cuba)",1980-10-29,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19801031.pdf,ark:/21198/z1bg4jcw,ark:/21198/z1f787wx,"Kwong Wah Po, 1980-10-31",Work,,"Havana, (Cuba)",1980-10-31,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19840623.pdf,ark:/21198/z16q3sk8,ark:/21198/z1f787wx,"Kwong Wah Po, 1984-06-23",Work,,"Havana, (Cuba)",1984-06-23,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,possible that pages are out of order (based on the way they're numbered) but could also just be a typo.,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19940825.pdf,ark:/21198/z12z31tg,ark:/21198/z1f787wx,"Kwong Wah Po, 1994-08-25",Work,,"Havana, (Cuba)",1994-08-25,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19940829.pdf,ark:/21198/z1z62jbh,ark:/21198/z1f787wx,"Kwong Wah Po, 1994-08-29",Work,,"Havana, (Cuba)",1994-08-29,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19941128.pdf,ark:/21198/z1tj0h02,ark:/21198/z1f787wx,"Kwong Wah Po, 1994-11-28",Work,,"Havana, (Cuba)",1994-11-28,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19941201.pdf,ark:/21198/z1pr9r97,ark:/21198/z1f787wx,"Kwong Wah Po, 1994-12-01",Work,,"Havana, (Cuba)",1994-12-01,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19941212.pdf,ark:/21198/z1k090n3,ark:/21198/z1f787wx,"Kwong Wah Po, 1994-12-12",Work,,"Havana, (Cuba)",1994-12-12,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19950209.pdf,ark:/21198/z1f787xc,ark:/21198/z1f787wx,"Kwong Wah Po, 1995-02-09",Work,,"Havana, (Cuba)",1995-02-09,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19950302.pdf,ark:/21198/z19g7h5m,ark:/21198/z1f787wx,"Kwong Wah Po, 1995-03-02",Work,,"Havana, (Cuba)",1995-03-02,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19950525.pdf,ark:/21198/z15q6rc0,ark:/21198/z1f787wx,"Kwong Wah Po, 1995-05-25",Work,,"Havana, (Cuba)",1995-05-25,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19950529.pdf,ark:/21198/z11z60qj,ark:/21198/z1f787wx,"Kwong Wah Po, 1995-05-29",Work,,"Havana, (Cuba)",1995-05-29,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,2nd page missing some sections,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19950608.pdf,ark:/21198/z1x946k0,ark:/21198/z1f787wx,"Kwong Wah Po, 1995-06-08",Work,,"Havana, (Cuba)",1995-06-08,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,2nd page missing some sections,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19951109.pdf,ark:/21198/z1sj3fx5,ark:/21198/z1f787wx,"Kwong Wah Po, 1995-11-09",Work,,"Havana, (Cuba)",1995-11-09,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19951123.pdf,ark:/21198/z1ns2q8r,ark:/21198/z1f787wx,"Kwong Wah Po, 1995-11-23",Work,,"Havana, (Cuba)",1995-11-23,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19960208.pdf,ark:/21198/z1j11zjb,ark:/21198/z1f787wx,"Kwong Wah Po, 1996-02-08",Work,,"Havana, (Cuba)",1996-02-08,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19960411.pdf,ark:/21198/z1d816r3,ark:/21198/z1f787wx,"Kwong Wah Po, 1996-04-11",Work,,"Havana, (Cuba)",1996-04-11,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19960418.pdf,ark:/21198/z18h0g0b,ark:/21198/z1f787wx,"Kwong Wah Po, 1996-04-18",Work,,"Havana, (Cuba)",1996-04-18,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19960509.pdf,ark:/21198/z14q9q82,ark:/21198/z1f787wx,"Kwong Wah Po, 1996-05-09",Work,,"Havana, (Cuba)",1996-05-09,chi|~|spa,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19960516.pdf,ark:/21198/z1127nxh,ark:/21198/z1f787wx,"Kwong Wah Po, 1996-05-16",Work,,"Havana, (Cuba)",1996-05-16,chi|~|spa,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
