Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,iiif_access_url,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.creatorCorporate,Subject,Name.subject,Language,Name.photographer,Name.interviewer,Name.creator,Name.interviewee,Name.contributor,Publisher.publisherName,Format.extent,Relation.isPartOf,Title,Date.creation,Description.abstract,Coverage.geographic,Description.tableOfContents,Coverage.temporal,AltTitle.uniform,Description.note,Source,Alt ID.local,Publisher.placeOfOrigin,Format.medium,Description.biographicalNote,Format.dimensions,Relation.relatedTo,Relation.hasPart
Mental Health Archive,ark:/21198/zz001d3jxq,ark:/21198/zz001nf3sr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001d3jxq-1-master.pdf,101,,,,manuscripts (document genre),,,,ASOC Transformation Documents|~|Mentally ill--Care--California--Los Angeles County,,eng,,,none given,,,,,DMH Database,Housing Opportunities FSP Investment Recommendations Fiscal Year 05-06,06-08-2005,An Approach to Congregate Housing via Prop. 63,Los Angeles County,,,Prop 63 Housing Opportunities,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3jxq-1-master.pdf,DMH,,,,,
Mental Health Archive,ark:/21198/zz001d3jz7,ark:/21198/zz001nf3sr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001d3jz7-1-master.pdf,80,,,,text,,,,ASOC Transformation Documents|~|Mentally ill--Care--California--Los Angeles County,none given,eng,,,,,,,,DMH Database,Intensive Residential Services,Unknown,Description of Intensive Residential Services Program,Los Angeles County,,,DMH Intensive Residential Services Program,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3jz7-1-master.pdf,DMH,,,,,
Mental Health Archive,ark:/21198/zz001d3k07,ark:/21198/zz001nf3sr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001d3k07-1-master.pdf,81,,,,manuscripts (document genre),,,,ASOC Transformation Documents|~|Mentally ill--Advocacy--California--Los Angeles County,none given,eng,,,,,,,,DMH Database,Mental Health Court Recommendations,Unknown,Court suggestions for the Los Angeles County Mentally ill when involved in the criminal justice system.,Los Angeles County,,,DMH Mental Health Court Recommendations,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3k07-1-master.pdf,DMH,,,,,
Mental Health Archive,ark:/21198/zz001d3k1r,ark:/21198/zz001nf3sr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001d3k1r-1-master.pdf,82,,,,text,,,,ASOC Transformation Documents|~|Mentally ill--Care--California--Los Angeles County,,eng,,,,,,Path Partners,,Path Partners,PATH Hollywood Interim Housing,Unknown,"Path: Hollywood's listing of Emergency ""Interim Housing"" for Los Angeles County.",Los Angeles County,,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3k1r-1-master.pdf,,Letter,,,,
Mental Health Archive,ark:/21198/zz001d3k28,ark:/21198/zz001nf3sr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001d3k28-1-master.pdf,83,,,,,data tables,,,ASOC Transformation Documents|~|Mental health services--California--Los Angeles County--Budget,none given,eng,,,,,,PIF,,DMH Database,PIF Proposal Collection of Client Outcomes,Unknown,The Productivity and Investment Fund (PIF) Proposal Chart of Client Outcome Data,Los Angeles County,,,Potential Options: PIF Proposal Collection of Client Outcomes,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3k28-1-master.pdf,,,,,,
Mental Health Archive,ark:/21198/zz001d3k3s,ark:/21198/zz001nf3sr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001d3k3s-1-master.pdf,84,,,,manuscripts (document genre),,,,ASOC Transformation Documents|~|Mental health services--California--Los Angeles County--Transformation,none given,eng,,,,,,,,DMH Database,Proposal for Transformation,Unknown,"ASOC Proposal to include alternate treatment models (FSP, ACT, Clubhouse and Wellness Centers)",Los Angeles County,,,"Proposal for Transformation of Adult Delivery System to Include FSP, ACT, Clubhouse, and Welness Centers",,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3k3s-1-master.pdf,DMH,,,,,
Mental Health Archive,ark:/21198/zz001d3k49,ark:/21198/zz001nf3sr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001d3k49-1-master.pdf,85,,,,,text,,,ASOC Transformation Documents|~|Mental health services--California--Los Angeles County--Transformation,none given,eng,,,,,,,,DMH Database,ROL Workshop Brainstorm LA County,Unknown,Brainstorming Outline for the Recovery Oriented Leadership (ROL) Workshop.,Los Angeles County,,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3k3s-1-master.pdf,ROL Workshop,Outline,,,,
Mental Health Archive,ark:/21198/zz001d49ch,ark:/21198/zz001nf3r7,1,In progress,ChildWork,neuropsych/masters/21198-zz001d49ch_772410_master.tif,11,,,,still image,,unknown,,Mental health services--California--Los Angeles County,"Van Horn, Richard",eng,,,,,,UCLA Center for History Culture and Neuroscience,,DMH Archive,Richard Van Horn in 2009,2009,,,,,,"Richard Van Horn, 1939-, is shown here at the time of his oral history interview in 2009.",Richard Van Horn,,,,,,Interview of Richard Van Horn,
Mental Health Archive,ark:/21198/zz001d4mgd,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/pdf/masters/21198-zz001d4mgd-1-master.pdf,3,,,,text,,pd_holder,,Mentally ill--Care--California--Los Angeles County|~|Mentally ill--Advocacy--California--Los Angeles County|~|National Association for the Mentally Ill NAMI|~|Schizophrenia,,eng,,"Nelligan, Amanda|~|Meldrum, Marcia ",,"March, Stella",,UCLA Center for History Culture and Neuroscience,46 p.,DMH Archive,Interview of Stella March,2009,,"New York, WWII Pacific, and Los Angeles",Family and Education; With the Red Cross in World War II; Early Career in Advertising; Development of Son’s Illness; Becoming his Case Manager; Marvin Southard’s Different Approach; Founding of NAMI; Don Richardson; Stigma Busters; SEAR Objectives; Stigma and Housing Issues; In Our Own Voice and its Impact; Media Portrayals of Mental Illness; Daughter’s Work in Art Therapy; MHSA; Importance of Early Intervention; Working with DMH; NAMI Goals v. MHA Goals; Lobbying; Henry Waxman; Mentors and Influences; The System Leadership Team; Importance of Federal Match for Case Management; Directly-Operated v. Contract Clinics; Vision for the Future; Medication Issues; Speaking up for Clients and Family Members; Closing Comments on NAMI,1920-2009,DMH Oral History Interview with Stella March,,Los Angeles County Department of Mental Health Archive,,,,"Mrs. Stella March was an early founder and organizer of NAMI in California.  She graduated from Hunter College, worked with the Red Cross in the Pacific in World War II, organizing shows for the troops, and as an advertising and radio copywriter in New York, Miami, and Los Angeles.  Her son's illness sparked her involvement in NAMI and she has been an advocate for increased research funding and better housing for the mentally ill since 1979, working on both the national and local level.  She is especially noted for her work in StigmaBusters, reducing stigmatizing images of the mentally ill in the popular media, and in NAMI educational programs, such as In Our Own Voice.",,,
Mental Health Archive,ark:/21198/zz001d4mhx,ark:/21198/zz001d36st,1,In progress,Work,,4,,,,text,,pd_holder,,Mentally ill--Care--California--Los Angeles County|~|Mental health services--California--San Diego County|~|Mental health services--California--Los Angeles County,,eng,,"Meldrum, Marcia ",,"Crowell, Areta",,UCLA Center for History Culture and Neuroscience,70 p.,DMH Archive,Interview of Areta Crowell,2009,,"Canada, New Jersey, Los Angeles, and San Diego",Childhood and Family; Education; Research at LAC-DMH; LPS Legislation; Catchment Areas; the Merger Years; the Health Training Center; Housing and Deinstitutionalization; the California Model; Elpers and his Team; The Augustus Hawkins MHC; Regional Director in San Fernando Valley; Consumers and Family Members; County v. Contract Clinics; Recovery and Wellness; the Quiroz Years; Director in San Diego County; Bed Allocations; Return to LA as Director; Working in the System; Trading Inpatient Beds for Outpatient Dollars; Evolution of PARTNERS; Continuity of Services; Outcome Measures; Consumer Stories; Project Return; Recovery; Disaster Response; Services for the Incarcerated; Rewards; Work on Healthy Families; Retirement and Aftermath,1930s-2009,DMH Oral History Interview with Areta Crowell,,Los Angeles County Department of Mental Health Archive,,,,"Dr. Areta Crowell was Director of the Los Angeles County Department of Mental Health 1990-1998.  She was born and raised in Canada and earned her Ph.D. in psychology at McGill University.  After a few years teaching in New Jersey, she chose to go into mental health services research after moving to Los Angeles and joined LAC-DMH 1965.  She had many responsibilities at DMH in the following years, in research, planning, and administration.  She served as Director of Mental Health for San Diego County 1986-1990 before returning to LA County as Director.  She was noted for her strong administrative and negotiation skills and for her promotion of consumer and family interests and involvement.  Since her retirement in 1998, she has remained active on many mental health boards and on the Healthy Families advisory panel.",,,
Mental Health Archive,ark:/21198/zz001d4mjf,ark:/21198/zz001nf3r7,1,In progress,ChildWork,neuropsych/masters/21198-zz001d4mjf_780183_master.tif,10,,,,still image,,unknown,,National Association for the Mentally Ill NAMI,"March, Stella",,,,,,,UCLA Center for History Culture and Neuroscience,,,Stella March in 2009,2009,,,,,,Stella March is shown here on the occasion of her receiving the NAMI Distinguished Service Award.,Stella March,,,,,,Interview of Stella March,
Mental Health Archive,ark:/21198/zz001d4mkz,ark:/21198/zz001nf3sr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001d4mkz-1-master.pdf,13,,,,data tables,,,,ASOC Transformation Documents|~|Mental health services--California--Los Angeles County--Budget,,eng,,,none given,,,DMH,,DMH Database,MHSA Transformation Budget Summary,03-23-2006,"DMH Downtown, San Pedro and Five FSP partial staffing budget summary table FY 2006-2007.",Los Angeles County,,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d4mkz-1-master.pdf,,,,,,
Mental Health Archive,ark:/21198/zz001dz8x2,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/pdf/masters/21198-zz001dz8x2-1-master.pdf,5,,,,text,,pd_holder,,Mentally ill--Care--California--Los Angeles County|~|Mental health services--California--Los Angeles County|~|Mentally ill--Advocacy--California--Los Angeles County|~|Pacific Clinics|~|Mental Health Services--California--Los Angeles County--Contract Clinics,,eng,,"Padwa, Howard|~|Meldrum, Marcia ",,"Mandel, Susan",,UCLA Center for History Culture and Neuroscience,34 p.,DMH Archive,Interview of Susan Mandel,2009,,Alameda County; Los Angeles County,Education and Early Career in Oakland; Director of Mental Health for Alameda County; County v. Contract Clinics; CEO of Pacific Clinics; Meeting the Needs; Working with LAC-DMH; Merger with Portals; Comprehensive Community Care; The CCMHA; Working with Consumers and Family Members; Closing Comments,ca. 1960-2009,DMH Oral History Interview with Susan Mandel,,Los Angeles County Department of Mental Health Archive,,,,"Susan Mandel earned her doctorate in psychology from the University of Cincinnati in 1968.  She worked as a staff psychologist at Alameda County Hospital prior to becoming Director of Mental Health for the County in 1975.  In 1980, she became CEO of Pasadena Child Guidance Clinics, which became Pacific Clinics in 1987, and oversaw its growth from a small non-profit with a budget under $1 million to a large, multi-cultural network of clinics with a budget of nearly $100 million.  In 2007, Pacific Clinics merged with Portals.  Mandel has been active on the State Mental Health Planning Council and on the California Council of Community Mental Health Agencies.",,,
Mental Health Archive,ark:/21198/zz001dz8zk,ark:/21198/zz001nf3r7,1,In progress,ChildWork,neuropsych/masters/21198-zz001dz8zk_1269234_master.tif,12,,,,still image,,unknown,,Mental Health Services--California--Los Angeles County--Contract Clinics,"Mandel, Susan",eng,,,,,,UCLA Center for History Culture and Neuroscience,,DMH Archive,Susan Mandel in 1999,1999,,,,,,Susan Mandel is shown here about the time of her 20th anniversary as CEO of Pacific Clinics.,Pacific Clinics,,,,,,,
Mental Health Archive,ark:/21198/zz001dzbg9,ark:/21198/zz001nf3t8,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001dzbg9-1-master.pdf,106,,,,,manuscripts (document genre),pd_holder,,AB 2034 Documents|~|Mentally ill--Care--California--Los Angeles County|~|Mental health services--California--Los Angeles County|~|Mental Health Services--California--Los Angeles County--DMH Clinics|~|Mental Health Services--California--Los Angeles County--Contract Clinics,,eng,,,,,,UCLA Center for History Culture and Neuroscience,10 p.,DMH Archive,Integrated Services for Homeless Adults Program,"January 10, 2001",,Los Angeles County,,2001,,Describes AB 34 programs and provides statistics and stories to show the success of the bill.,County of Los Angeles/Department of Mental Health -- MJ Southard Files,AB34 Award Nomination,,,,,,
Mental Health Archive,ark:/21198/zz001dzbht,ark:/21198/zz001nf3sr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001dzbht-1-master.pdf,107,,,,,manuscripts (document genre),pd_holder,,ASOC Transformation Documents|~|Mentally ill--Care--California--Los Angeles County|~|Mental health services--California--Los Angeles County|~|Mental Health Services--California--Los Angeles County--DMH Clinics|~|Mental Health Services--California--Los Angeles County--Contract Clinics,,eng,,,"Southard, Marvin",,,"UCLA Center for History, Culture, & Neuroscience",1 p.,DMH Archive,AB 34 Booklet: Finding Our Way Home,"January 22, 2001",,Los Angeles County,,2001,,"Memo about the booklet, ""Finding Our Way Home,"" which explains AB 34 programs.  Notes that the booklet should benefit staff, clients, and the community.",County of Los Angeles/Department of Mental Health -- MJ Southard Files,B34 Booklet Goes With Photos,,,,,,
Mental Health Archive,ark:/21198/zz001dzbjb,ark:/21198/zz001nf3sr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001dzbjb-1-master.pdf,108,,,,,manuscripts (document genre),pd_holder,,ASOC Transformation Documents|~|Mental health services--California--Los Angeles County--Budget|~|Mental Health Services--Law and Legislation--California|~|Mental Health Services--California--Los Angeles County--DMH Clinics|~|Mental Health Services--California--Los Angeles County--Contract Clinics,,eng,,,"Allen, Jim",,,"UCLA Center for History, Culture, & Neuroscience",48 p.,DMH Archive,AB 34 Outcomes Presentation,"February 15, 2001",,Los Angeles County,,2001,,1.  Thank-you notes for people involved with the AB 34 Program Steering Commitee.Page 9 scanned upside-down.2.  Attachment with Directions to Twin Towers Correctional Facility3.  Attachment explains AB 34 program outcomes.,County of Los Angeles/Department of Mental Health -- MJ Southard Files,AB 34 Outcomes|~|AB 2034 Steering Workplan,,,,,,
Mental Health Archive,ark:/21198/zz001dzbkv,ark:/21198/zz001nf3sr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001dzbkv-1-master.pdf,109,,,,,manuscripts (document genre),pd_holder,,ASOC Transformation Documents|~|Mentally ill--Care--California--Los Angeles County|~|Mental health services--California--Los Angeles County--Budget|~|Mental Health Services--Law and Legislation--California|~|Mental Health Services $z California|~|Mental Health Services--California--Los Angeles County--Contract Clinics,,eng,,,"Southard, Marvin",,"Allen, Jim","UCLA Center for History, Culture, & Neuroscience",5 p.,DMH Archive,Transfer of AB 2034 Funds to CIMH,"February 21, 2001...February 27, 2001",,California,,2001,,1.  Letter to CIMH regarding its request for DMH funds to implement AB 2034.2.  Memo to Dr. Southard regarding CIMH request for DMH funds.3.  Email from CIMH with questions about DMH funds.,County of Los Angeles/Department of Mental Health -- MJ Southard Files,AB 2034 LA DMH CIMH,,,,,,
Mental Health Archive,ark:/21198/zz001dzbmc,ark:/21198/zz001nf3sr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001dzbmc-1-master.pdf,110,,,,,manuscripts (document genre),pd_holder,,ASOC Transformation Documents|~|Mentally ill--Care--California--Los Angeles County|~|Homeless persons--Housing--California--Los Angeles County|~|Incarceration|~|Mental Health Services--Law and Legislation--California|~|Mental health services--California--Los Angeles County|~|Mentally ill--Data--California--Los Angeles County|~|Homeless persons--Services for--California--Los Angeles County,,eng,,,,,,"UCLA Center for History, Culture & Neuroscience",2 p.,DMH Archive,Overview of Proposed AB 34/2034 Services at Bell Shelter,"March 22, 2001",,Los Angeles County,,2001,,Describes success achieved with AB 34/2034 programs and explains services that might be provided at Bell Shelter.,County of Los Angeles/Department of Mental Health -- MJ Southard Files,AB 34 2034B Bell Shelter,,,,,,
Mental Health Archive,ark:/21198/zz001dzc4m,ark:/21198/zz001nf3sr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001dzc4m-1-master.pdf,111,,,,,manuscripts (document genre),pd_holder,,ASOC Transformation Documents|~|Mental Disorders|~|Jails $z California $z Los Angeles County|~|Crime--California--Los Angeles County|~|Homeless persons--California--Los Angeles County|~|Homeless persons--Housing--California--Los Angeles County|~|Mental Health Services--Law and Legislation--California|~|Mental illness--Assessment,,eng,,,,,,"UCLA Center for History, Culture, & Neuroscience",1 p.,DMH Archive,"Charges, Disposition and Diagnosis of AB 34/2034 Clients Released from Twin Towers Correctional Facility","March 22, 2001",,Los Angeles County,,2001,,"Table showing charges, living situation upon release from jail, and psychiatric diagnosis",County of Los Angeles/Department of Mental Health -- MJ Southard Files,AB 34 2034 Twin Towers Jail,,,,,,
Mental Health Archive,ark:/21198/zz001dzc54,ark:/21198/zz001nf3t8,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001dzc54-1-master.pdf,112,,,,,manuscripts (document genre),pd_holder,,AB 2034 Documents|~|Jails $z California $z Los Angeles County|~|Homeless persons--Housing--California--Los Angeles County|~|Employment|~|Incarceration|~|Mental Health Services--Law and Legislation--California|~|Mental Health Services--California--Los Angeles County--Contract Clinics,,eng,,,,,"Funk, Maria","UCLA Center for History, Culture, & Neuroscience",8 p.,DMH Archive,AB 2034 Program Status Report,"March 27, 2001",,Los Angeles County,,,,"1.  Update on AB 20342.  Table of contract provider enrollment 2000-20013.  Inmate Reception Center (IRC) procedure for the release of AB 2034 clients4.  AB 2034 program outcomes for jail referred clients, November 1, 1999 - February 28, 2001Page 8 scanned upside-down.",County of Los Angeles/Department of Mental Health -- MJ Southard Files,AB 2034 Status Report,,,,,,
Mental Health Archive,ark:/21198/zz001dzc6n,ark:/21198/zz001nf3t8,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001dzc6n-1-master.pdf,113,,,,,manuscripts (document genre),pd_holder,,AB 2034 Documents|~|Jails $z California $z Los Angeles County|~|Incarceration|~|Mental Health Services--Law and Legislation--California|~|Mental Health Services $z California,,eng,,,,,"Funk, Maria","UCLA Center for History, Culture, & Neuroscience",1 p.,DMH Archive,AB 34/2034 Enrollment and Disenrollment Data for Jail Referred Clients,"April 5, 2001",,Los Angeles County,,2001,,"Enrollment and disenrollment numbers for AB 34/2034 clients, November 1, 1999 - March 30, 2001",County of Los Angeles/Department of Mental Health -- MJ Southard Files,AB 34 2034 Jail Enroll Disenroll,,,,,,
Mental Health Archive,ark:/21198/zz001dzc75,ark:/21198/zz001nf3t8,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001dzc75-1-master.pdf,114,,,,,manuscripts (document genre),pd_holder,,AB 2034 Documents|~|Mental health services--California--Los Angeles County--Budget|~|Mental Health Services--Law and Legislation--California|~|Mental Health Services $z California,,eng,,,"Lemonds, Dee",,,"UCLA Center for History, Culture, & Neuroscience",1 p.,DMH Archive,Rollover of Current Year AB 2034 Funds,"May 24, 2001",,Los Angeles County,,2001,,Letter regarding rollover of AB 2034 funds from fiscal year 2000-2001,County of Los Angeles/Department of Mental Health -- MJ Southard Files,AB 2034 Rollover Lemonds,,,,,,
Mental Health Archive,ark:/21198/zz001dzjcn,ark:/21198/zz001nf3t8,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001dzjcn-1-master.pdf,115,,,,,manuscripts (document genre),pd_holder,,AB 2034 Documents|~|Mental health services--California--Los Angeles County--Budget|~|Mental Health Services--Law and Legislation--California|~|Mental Health Services $z California,,eng,,,"Allen, Jim",,"Khalsa, Gurubanda Singh","UCLA Center for History, Culture, & Neuroscience",2 p.,DMH Archive,FY 1999-2000 AB 2034 Rollover Funds,"May 21, 2001...May 29, 2001",,Los Angles County,,2001,,1.  Memo about memo from Gurubanda Singh Khalsa regarding AB 2034 rollover funds2.  Memo from Gurubanda Singh Khalsa regarding AB 2034 rollover fundsPg. 1 scanned upside-down,County of Los Angeles/Department of Mental Health -- MJ Southard Files,AB 2034 Rollover Allen,,,,,,
Mental Health Archive,ark:/21198/zz001dzjd5,ark:/21198/zz001nf3t8,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001dzjd5-1-master.pdf,116,,,,,manuscripts (document genre),pd_holder,,AB 2034 Documents|~|Homeless persons--Housing--California--Los Angeles County|~|Employment|~|Mental health services--California--Los Angeles County--Budget|~|Mental Health Services--Law and Legislation--California|~|Mental Health Services $z California|~|Mental Health Services--California--Los Angeles County--DMH Clinics|~|Homeless persons--Services for--California--Los Angeles County|~|Mental Health Services--California--Los Angeles County--Contract Clinics,,eng,,,"Southard, Marvin",,,"UCLA Center for History, Culture, & Neuroscience",3 p.,,Explanation for Underutilization of AB2034 Allocation and Plans for Utilization of Rollover Funds,"June 11, 2001",,Los Angeles County,,2001,,Letter explaining reasons AB 2034 rollover funds were underutilized and plans for use of funds for the next fiscal year,County of Los Angeles/Department of Mental Health -- MJ Southard Files,AB 2034 Rollover Southard,,,,,,DMH Archive
Mental Health Archive,ark:/21198/zz001dzjfp,ark:/21198/zz001nf3t8,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001dzjfp-1-master.pdf,117,,,,,manuscripts (document genre),pd_holder,,AB 2034 Documents|~|Jails $z California $z Los Angeles County|~|Homeless persons--Housing--California--Los Angeles County|~|Employment|~|Incarceration|~|Mental health services--California--Los Angeles County--Budget|~|Mental Health Services--Law and Legislation--California|~|Mental Health Services $z California|~|Mental Health Services--California--Los Angeles County--DMH Clinics|~|Homeless persons--Services for--California--Los Angeles County|~|Mental Health Services--California--Los Angeles County--Contract Clinics,,eng,,,"Southard, Marvin",,,"UCLA Center for History, Culture, & Neuroscience",7 p.,DMH Archive,AB 2034 Program Status Report,"June 18, 2001...June 21, 2001",,Los Angeles County,,2001,,1.  Memo regarding AB 2034 funds2.  AB 2034 program status report3.  AB 2034 program enrollment figures4.  AB 2034 program outcomes,County of Los Angeles/Department of Mental Health -- MJ Southard Files,AB 2034 Status Report,,,,,,
Mental Health Archive,ark:/21198/zz001dzjg6,ark:/21198/zz001nf3t8,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001dzjg6-1-master.pdf,118,,,,,manuscripts (document genre),pd_holder,,AB 2034 Documents|~|Mental health services--California--Los Angeles County--Budget|~|Mental Health Services--Law and Legislation--California,,eng,,,"Hood, Carol",,,"UCLA Center for History, Culture, & Neuroscience",1 p.,DMH Archive,Approval of Request to Retain Unused AB 2034 Funds,"October 12, 2001",,Los Angeles County,,2001,,Memo explaining the approval of the request to retain unused AB 2034 funds from fiscal year 2000-2001,County of Los Angeles/Department of Mental Health -- MJ Southard Files,AB 2034 LAC Retain Unused Funds,,,,,,
Mental Health Archive,ark:/21198/zz001dzjhq,ark:/21198/zz001nf3t8,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001dzjhq-1-master.pdf,119,,,,,manuscripts (document genre),pd_holder,,AB 2034 Documents|~|Mental health services--California--Los Angeles County--Budget|~|Mental Health Services--Law and Legislation--California|~|Darrell Steinberg|~|Mental Health Services $z California,,eng,,,"Mayberg, Stephen W.",,,"UCLA Center for History, Culture, & Neuroscience",18 p.,DMH Archive,AB 2034 State Increase for Fiscal Year 2001-2002,"October 12, 2001",,Los Angeles County,,2001,,"1.  Memo regarding proposals for increases in AB 2034 funds2.  High performance criteria for AB 2034 program expansion3.  Assembly Bill No. 334, chapter 454 (scanned twice)4.  Form - Budget for Current Year AB 2034 Funding Excluding Rollover5.  Form - AB 2034 Budget for Expansion Fundingpp. 5-7, 11-12, 15-16 scanned sideways or upside-down",County of Los Angeles/Department of Mental Health -- MJ Southard Files,AB 2034 State Increase FY 2001-02,,,,,,
Mental Health Archive,ark:/21198/zz001dzmfn,ark:/21198/zz001nf3t8,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001dzmfn-1-master.pdf,120,,,,,manuscripts (document genre),pd_holder,,AB 2034 Documents|~|Homeless persons--Housing--California--Los Angeles County|~|Employment|~|Incarceration|~|Mental health services--California--Los Angeles County--Budget|~|Mental Health Services--Law and Legislation--California|~|Mental Health Services $z California|~|Homeless persons--Services for--California--Los Angeles County|~|Mental Health Services--California--Los Angeles County--Contract Clinics,,eng,,,"Balla, James J.",,,"UCLA Center for History, Culture, & Neuroscience",7 p.,DMH Archive,AB 2034 Funding Analysis,"June 30, 2001...November 28, 2001",,Los Angeles County,,2001,,"1.  Letter regarding AB 2034 program and funds2.  Portals - AB 2034 Program - Status Report as of September 30, 20013.  AB2034 Program - End of the Year Report4.  AB2034 Success Stories5.  Portals AB2034 Staff Struggles and Successespp. 6-7 scanned upside-down",County of Los Angeles/Department of Mental Health -- MJ Southard Files,AB 2034 Portals Status Report,,,,,,
Mental Health Archive,ark:/21198/zz001dzmg5,ark:/21198/zz001nf3t8,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001dzmg5-1-master.pdf,121,,,,,manuscripts (document genre),pd_holder,,AB 2034 Documents|~|Jails $z California $z Los Angeles County|~|Homeless persons--Housing--California--Los Angeles County|~|Mental health services--California--Los Angeles County--Budget|~|Mental Health Services $z California|~|Homeless persons--Services for--California--Los Angeles County,,eng,,,"McCauley, J. Tyler",,"Southard, Marvin","UCLA Center for History, Culture, & Neuroscience",8 p.,DMH Archive,Assembly Bill (AB) 2034 Review,"February 19, 2002...March 25, 2002",,Los Angeles County,,2001,,1.  Memo from county auditor-controller regarding DMH implementation of program associated with AB 20342.  DMH response to AB 3034 Review,County of Los Angeles/Department of Mental Health -- MJ Southard Files,AB 2034 Audit,,,,,,
Mental Health Archive,ark:/21198/zz001dzmhp,ark:/21198/zz001nf3t8,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001dzmhp-1-master.pdf,122,,,,,manuscripts (document genre),pd_holder,,AB 2034 Documents|~|Employment|~|Incarceration|~|Mental health services--California--Los Angeles County--Budget|~|Mental Health Services--Law and Legislation--California|~|Homeless persons--Services for--California--Los Angeles County|~|Mental Health Services--California--Los Angeles County--Contract Clinics,,eng,,,"Allen, Jim",,,"UCLA Center for History, Culture, & Neuroscience",37 p.,DMH Archive,AB 2034 Negotiation Package,"November 20, 2001...March 14, 2002",,Los Angeles County,,2001,,"1.  Letter to contract clinics in Los Angeles County regarding AB 2034 negotiation packages2.  Service Exhibit - Client Supportive Services3.  Client Supportive Services Reimbursement Procedures4.  Memo regarding AB 2034 funding analysispp. 33, 35 scanned upside-down",County of Los Angeles/Department of Mental Health -- MJ Southard Files,AB 2034 Service Exhibit,,,,,,
Mental Health Archive,ark:/21198/zz001dzmj6,ark:/21198/zz001nf3t8,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001dzmj6-1-master.pdf,123,,,,,manuscripts (document genre),pd_holder,,AB 2034 Documents|~|Sheriffs--California--Los Angeles County|~|Mental health services--California--Los Angeles County--Budget|~|Mental Health Services--Law and Legislation--California|~|Homeless persons--Services for--California--Los Angeles County,,eng,,,"Southard, Marvin",,,"UCLA Center for History, Culture, & Neuroscience",1 p.,DMH Archive,AB 2034 Funds for Mobile Outreach Services,"April 8, 2002",,Los Angeles County,,2002,,Lettering informing Sheriff Baca of the approval of AB 2034 funding for a car to use for mobile outreach services,County of Los Angeles/Department of Mental Health -- MJ Southard Files,AB 2034 Vehicle Funding,,,,,,
