Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,viewingHint,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.creatorCorporate,Subject,Name.subject,Language,Name.photographer,Name.interviewer,Name.creator,Name.interviewee,Name.contributor,Publisher.publisherName,Format.extent,Relation.isPartOf,Title,Date.creation,Description.abstract,Coverage.geographic,Description.tableOfContents,Coverage.temporal,AltTitle.uniform,Description.note,Alt ID.local,Publisher.placeOfOrigin,Format.medium,Description.caption,Format.dimensions,Relation.hasPart,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Mental Health Archive,ark:/21198/zz0026wbqx,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz0026wbqx_1794460_master.tif,35,,,,private,,still image,,copyrighted,,LA Times Photos (Mental Health Archive)|~|Mentally ill--Advocacy--California--Los Angeles County,"Warner, Jr., Jack|~|Whiting, Margaret|~|McKesson",eng,,,,,,Los Angeles Times,,UCLA History of Mental Health Archive|~|UCLA Special Collections Los Angeles Times Photo Archive,"Margaret Whiting, Jack Warner, Jr., and Dist. Atty. McKesson Prepare for Mental Health Drive",5/9/1958,,California,,,,2 male adminstrators and popular singer hold up a banner.,,,,"Printed caption read: CAMPAIGN BANNER- Singer Margaret Whiting, Jack Warner, Jr., center, head of County Association for Mental Health, and Dist. Atty. McKesson hold a flag made by Camarillo Hospital patients as they attend mental health drive parley.",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wbqx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wbqx/manifest
Mental Health Archive,ark:/21198/zz0026wbrf,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz0026wbrf_1794463_master.tif,36,,,,private,,,,copyrighted,,LA Times Photos (Mental Health Archive)|~|Mentally ill--Advocacy--California--Los Angeles County,"Whiting, Barbara|~|Stahl, John M.|~|Hanh, Kenneth",eng,,,,,,Los Angeles Times,,UCLA History of Mental Health|~|UCLA Special Collections Los Angeles Times Photo Archive,"John M. Stahl, Barbara Whiting, and Kenneth Hanh Discuss May Mental Health Month Resolution",4/29/1959,,California,,,,2 mental health advocates (one male and one female) speaking with a male county supervisor.,,,,"Printed caption reads: BACKING FOR DRIVE- John M. Stahl, left, campaign chairman for County Assn. for Mental Health, and Barbara Whiting receive from Supervisor Kenneth Hanh a resolution naming May as Mental Health Month, supporting fund drive.",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wbrf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wbrf/manifest
Mental Health Archive,ark:/21198/zz0026wbsz,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz0026wbsz_1794466_master.tif,37,,,,private,,still image,,,,LA Times Photos (Mental Health Archive)|~|Mentally ill--Advocacy--California--Los Angeles County,"Marshall, Arthur R. (Mrs.)",eng,,,,,,Mirror News,,UCLA History of Mental Health|~|UCLA Special Collections Los Angeles Times Photo Archive,Mrs. Arthur R. Marshall Valley Mental Health Leader,5/25/1959,,"San Fernando Valley, CA",,,,Close up of Mrs. Arthur R. Marshall,,,,Printed caption reads: MRS. ARTHUR R. MARSHALL- Valley mental health leader.  A grass roots movement. Big hopes for the future.,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wbsz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wbsz/manifest
Mental Health Archive,ark:/21198/zz0026wbtg,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz0026wbtg_1794996_master.tif,38,,,,private,,still image,,copyrighted,,LA Times Photos (Mental Health Archive)|~|Child Psychiatry|~|Psychiatric hospitals--California,,eng,,,,,,Los Angeles Times,,UCLA History of Mental Health|~|UCLA Special Collections Los Angeles Times Photo Archive,Pacific Colony Nursery,2/5/1950,,California,,,,Rows of cribs in a hospital ward.,,,,"Printed caption reads: HEAD TO FOOT- In the overcrowded nursery at Pacific Colony, the State hospital for mental defectives, infants are housed in cribs as shown above, so close that it is possible to reach into an adjoining crib.",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wbtg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wbtg/manifest
Mental Health Archive,ark:/21198/zz0026wbv0,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz0026wbv0_1794999_master.tif,39,,,,private,,still image,,copyrighted,,LA Times Photos (Mental Health Archive)|~|Psychiatric hospitals--California,,eng,,,,,,Los Angeles Times,,UCLA History of Mental Health Archive|~|UCLA Special Collections Los Angeles Times Photo Archive,Pacific Colony Electroencephalograph Machine,2/5/1950,,California,,,,Nurse operating electronic machine behind a glass screen (with a patient inside).,,,,"Printed caption reads: TESTING- Pacific Colony nurses demonstrate an ""electroencephalograph""- which means a brain wave recorder.",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wbv0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wbv0/manifest
Mental Health Archive,ark:/21198/zz0026wbwh,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz0026wbwh_1795011_master.tif,40,,,,private,,still image,,copyrighted,,LA Times Photos (Mental Health Archive)|~|Psychiatric hospitals--California,,eng,,,,,,Los Angeles Times,,UCLA History of Mental Health Archive|~|UCLA Special Collections Los Angeles Times Archive,Pacific Colony Classroom,2/5/1950,,California,,,,Teacher giving instruction in front of a classroom of students at their desks.,,,,"Printed caption reads: SOME ARE TAUGHT- Above is a schoolroom scene at Pacific Colony, which appears much like schoolrooms elsewhere.  Higher mental types receive education for possible release later to occupations in the outside world.",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wbwh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wbwh/manifest
Mental Health Archive,ark:/21198/zz0026wbzj,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz0026wbzj_1795059_master.tif,42,,,,private,,still image,,copyrighted,,LA Times Photos (Mental Health Archive)|~|Psychiatric hospitals--California,"Harris, June|~|Reynolds, Mildred",eng,,,,,,Los Angeles Times,,UCLA History of Mental Health|~|UCLA Special Collections Los Angeles Times Photo Archive,Brentwood Hospital Nurses Mildred Reynolds and June Harris,8/27/1950,,"Los Angeles, CA",,,,Close up of two female nursing instructors.,,,,"Printed caption reads: NEWCOMERS to the Southland are Miss Mildred Reynolds, left, and Mrs. June Harris, who will instruct student nurses in psychiatric nursing at Brentwood Hospital.",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wbzj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wbzj/manifest
Mental Health Archive,ark:/21198/zz0026wc0j,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz0026wc0j_1795080_master.tif,43,,,,private,,still image,,copyrighted,,LA Times Photos (Mental Health Archive)|~|Child Psychiatry|~|Psychiatric hospitals--California,,eng,,,,,,Los Angeles Times,,UCLA History of Mental Health Archive|~|UCLA Special Collections Los Angeles Times Photo Archive,Children's Hospital Clinic Psychiatric Social Worker with Girl Patient,5/3/1951,,"Los Angeles, CA",,,,PSW working with a young girl patient  sitting in front of a playhouse.,,,,Printed caption reads: OBSERVER- Psychiatric Social Worker Helen Frostenson works with patient at Children's Hospital Clinic which gives aid to emotionally unstable youngsters.  Work is spotlighted by observance of Mental Health Week.,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wc0j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wc0j/manifest
Mental Health Archive,ark:/21198/zz0026wc12,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz0026wc12_1795125_master.tif,44,,,,private,,still image,,copyrighted,,LA Times Photos (Mental Health Archive)|~|Psychiatric hospitals--California,"Skolnik, Hattie (Mrs.)|~|Robinette, Helen|~|Burns, Robert B. (Mrs.)|~|Seatena, Martin (Mrs.)|~|Schneider, John J. (Mrs.)",eng,,,,,,Los Angeles Times,,UCLA History of Mental Health Archive|~|UCLA Special Collections Los Angeles Times Photo Archive,"General Hospital Visitors Mrs. John J. Schneider, Mrs. Hattie Skolnik, Mrs. Robert B. Burns, Mrs. Martin Seatena and Mrs. Helen Robinette",8/14/1954,,,,,,5 women standing at the side of an electronic machine being demonstrated by a seated female hospital employee.,,,,"Printed caption reads: DEMONSTRATION- From left, Mrs. John J. Schneider, Mrs. Hattie Skolnik, Mrs. Robert B. Burns, Mrs. Martin Seatena and Mrs. Helen Robinette watch Mrs. Ruth Johnson, seated, as she operates electroencephalograph with unidentified patient in psychiatric ward of General Hospital.  The unit registers brain waves of patient.  Visitors were from a gr oup of 50 clubwomen who visited the hospital yesterday.",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wc12,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wc12/manifest
Mental Health Archive,ark:/21198/zz0026wc33,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz0026wc33_1795131_master.tif,45,,,,private,,still image,,copyrighted,,LA Times Photos (Mental Health Archive)|~|Mentally ill--Advocacy--California--Los Angeles County,"Seymon, M.A. (Mrs.)|~|Washburn, Edward  (Mrs.)|~|Kennedy, Frank (Mrs.)",eng,"Brown, Frank Q.",,,,,Los Angeles Times,,UCLA History of Mental Health|~|UCLA Special Collections Los Angeles Times Photo Archive,"Mental Health Service Auxilary Members Mmes. Frank Kennedy, M.A. Seymon and Edward Washburn",10/16/1954,,California,,,,Three female members of the Mental Health Service Auxilary (two seated and one standing).,,,,"Printed caption reads: INVITATION TO PREMIERE of Irving Berlin's ""White Christmas"" October 27th at Warmer Beverly Theater informs Mmes. Frank Kennedy, M.A. Seymon and Edward Washburn from left, that premiere proceeds will go to Southern California Society for Mental Hygiene.  Trio are members of Mental Health Service Auxiliary, sponsors of the premiere.",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wc33,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wc33/manifest
Mental Health Archive,ark:/21198/zz0026wc4m,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz0026wc4m_1795134_master.tif,46,,,,private,,still image,,copyrighted,,LA Times Photos (Mental Health Archive),"Larson, Gordon|~|Dickey, R.F.",eng,,,,,,Los Angeles Times,,UCLA History of Mental Health|~|UCLA Special Collections Los Angeles Times Photo Archive,Gordon Larson and R.F. Dickey Page 1,2/23/1950,,California,,,,Side by side close ups of Gordon Larson and R.F. Dickey. Archive contains two separate negatives of each person.,,,,"Printed caption reads: AT HEARING- Gordon P. Larson, smog director, left and R.F. Dickey, Assembly committee chairman, whose views were made clear yesterday at smog hearing here.",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wc4m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wc4m/manifest
Mental Health Archive,ark:/21198/zz0026wc4m/9s08z22j,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz0026wc4m_1795137_master.tif,47,,,,private,,still image,,copyrighted,,LA Times Photos (Mental Health Archive),"Larson, Gordon|~|Dickey, R.F.",eng,,,,,,Los Angeles Times,,UCLA History of Mental Health|~|UCLA Special Collections Los Angeles Times Photo Archive,Gordon Larson and R.F. Dickey Page 2,2/23/1950,,California,,,,Side by side close ups of Gordon Larson and R.F. Dickey. Archive contains two separate negatives of each person.,,,,"Printed caption reads: AT HEARING- Gordon P. Larson, smog director, left and R.F. Dickey, Assembly committee chairman, whose views were made clear yesterday at smog hearing here.",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wc4m%2F9s08z22j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wc4m%2F9s08z22j/manifest
Mental Health Archive,ark:/21198/zz0026wc54,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz0026wc54_1795140_master.tif,48,,,,private,,still image,,copyrighted,,LA Times Photos (Mental Health Archive)|~|Psychiatric hospitals--California,,eng,,,,,,Los Angeles Times,,UCLA History of Mental Health Archive|~|UCLA Special Collections Los Angeles Times Photo Archive,Nurse Gives Medication to Patient,,,California,,,,Nurse adminstering medication to patient lying in cot. Negative does not appear to have been printed. No date available.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wc54,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wc54/manifest
Mental Health Archive,ark:/21198/zz0026wc6n,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz0026wc6n_1795143_master.tif,49,,,,private,,still image,,copyrighted,,LA Times Photos (Mental Health Archive)|~|Psychiatric hospitals--California,,,,,,,,Los Angeles Times,,UCLA History of Mental Health Archive|~|UCLA Special Collections Los Angeles Times Photo Archive,Doctor Reviewing Chart with Nurse,,,California,,,,Doctor reviewing chart with nurse in front of a table with medication. Negative does not appear to have been printed. No date available.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wc6n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wc6n/manifest
Mental Health Archive,ark:/21198/zz0026wc75,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz0026wc75_1795146_master.tif,50,,,,private,,still image,,copyrighted,,LA Times Photos (Mental Health Archive)|~|Psychiatric hospitals--California,,eng,,,,,,Los Angeles Times,,UCLA History of Mental Health Archive|~|UCLA Special Collections Los Angeles Times Photo Archive,Nurse and Doctor Give Medication to Patient,,,California,,,,Nurse and doctor adminstrating medication to patient lying in cot.  Negative does not appear to have been printed. No date available.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wc75,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wc75/manifest
Mental Health Archive,ark:/21198/zz0026wc8p,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz0026wc8p_1795155_master.tif,51,,,,private,,still image,,copyrighted,,LA Times Photos (Mental Health Archive)|~|Psychiatric hospitals--California,,eng,,,,,,Los Angeles Times,,UCLA History of Mental Health Archive|~|UCLA Special Collections Los Angeles Times Photo Archive,Patient Laying in Cot,,,California,,,,Man lying in caged cot with his hand over his face.  Negative does not appear to have been printed. No date available.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wc8p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wc8p/manifest
Mental Health Archive,ark:/21198/zz0026wc96,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz0026wc96_1795162_master.tif,52,,,,private,,still image,,copyrighted,,LA Times Photos (Mental Health Archive)|~|Psychiatric hospitals--California,,eng,,,,,,Los Angeles Times,,UCLA History of Mental Health Archive|~|UCLA Special Collections Los Angeles Times Photo Archive,Nurse Injecting Patient,,,California,,,,Nurse injecting patient lying in a cot.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wc96,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wc96/manifest
Mental Health Archive,ark:/21198/zz0026wcbq,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz0026wcbq_1795206_master.tif,53,,,,private,,still image,,,,LA Times Photos (Mental Health Archive)|~|Mental Health Services--California--Los Angeles County--DMH Clinics,"Oliker, Doris, 1927-|~|Gardner, James",,"Graham, Ray",,,,,Los Angeles Times,,UCLA History of Mental Health Archive|~|UCLA Special Collections Los Angeles Times Photo Archive,Psychological Center in Venice Staff Jacob Oliker and James Gardner,4/15/1970,,,,,,Two therapists (one male and one female) working with young African American boy patient.,,,,"Printed caption reads: PROGRESS- Tape recorder is useful item for para-professional therapists working with children at Psychological Center in Venice.  Mrs. Jacob Oliker, tutor and para-professional, talks with Mark, supervised by Dr. James Gardner, center director.",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wcbq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wcbq/manifest
Mental Health Archive,ark:/21198/zz0026wcdr,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz0026wcdr_1795209_master.tif,55,,,,private,,still image,,copyrighted,,LA Times Photos (Mental Health Archive)|~|Psychiatric hospitals--California,,eng,,,,,,Los Angeles Times,,UCLA History of Mental Health Archive|~|UCLA Special Collections Los Angeles Times Photo Archive,Pacific State Hospital Priest,6/9/1974,,"Pomona, California",,,,Male pastor leans over female worshiper at Pacific State Hospital.,,,,Printed caption reads: PRAY FOR ME- The Reverend Courtney E. Peterson hears the prayer request of a worshiper at Pacific State Hospital in Pomona.  The residents often pray that their parents will come to visit them.,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wcdr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wcdr/manifest
Mental Health Archive,ark:/21198/zz0026wcf8,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz0026wcf8_1795212_master.tif,56,,,,private,,still image,,copyrighted,,LA Times Photos (Mental Health Archive)|~|Psychiatric hospitals--California,"Crowley, Patrick Joseph",eng,,,,,,Los Angeles Times,,UCLA History of Mental Health Archive|~|UCLA Special Collections Los Angeles Times Photo Archive,Pacific State Hospital Priest with Chalice,6/9/1974,,"Pomona, California",,,,Catholic priest raising a chalice at the podium during mass.,,,,Printed caption reads: CATHOLIC MASS- The Rev. Patrick Joseph Crowley lifts the chalice during mass at Pacific State Hospital.,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wcf8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wcf8/manifest
Mental Health Archive,ark:/21198/zz0026wch9,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz0026wch9_1795215_master.tif,58,,,,private,,still image,,copyrighted,,LA Times Photos (Mental Health Archive)|~|Mental Health Services--California--Los Angeles County--DMH Clinics,"Ardagna, Connie (Mrs.)",eng,,,,,,Los Angeles Times,,UCLA History of Mental Health Archive|~|UCLA Special Collections Los Angeles Times Photo Archive,Metropolitan Psychiatric Services Director Mrs. Connie Ardagna,4/16/1975,,California,,,,Female adminstrator seated with another woman.,,,,"Printed caption reads: PROBLEMS- Mrs. Connie Ardagna is director of Metropolitan Psychiatric Services, located in the heart of Lincoln Heights, which handles family problems, alcoholism, emotional breakdown.",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wch9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wch9/manifest
Mental Health Archive,ark:/21198/zz002cxxj2,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz002cxxj2_2106129_master.tif,3,,,,private,,still image,,pd_holder,,AMI-ABLE|~|Mental Health Services--California--Los Angeles County--Contract Clinics,,eng,,,,,"Wilbur, Suzane",,1 p.,AMI-ABLE,ABLE Group Photo,"November 9, 2001",ABLE Group Photo: 14 people,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxxj2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxxj2/manifest
Mental Health Archive,ark:/21198/zz002cxxp4,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz002cxxp4_2106138_master.tif,7,,,,private,,still image,,pd_holder,,AMI-ABLE|~|Department of Mental Health-- California-- Los Angeles County,,eng,,,,,"Van Horn, Richard|~|Crowell, Areta|~|Villano, Sandy|~|Burgoyne, Dr. Karl|~|Bailey, Joyce|~|Gurney, Gloria",,1 p.,AMI-ABLE,AMI-ABLE Group Greeting Photo,,AMI-ABLE Group Greeting Photo,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxxp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxxp4/manifest
Mental Health Archive,ark:/21198/zz002czq1v,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz002czq1v_2107647_master.tif,8,,,,private,,still image,,pd_holder,,AMI-ABLE|~|Department of Mental Health-- California-- Los Angeles County,,eng,,,,,"Arns, Paul G.",,1 p.,AMI-ABLE,Arns' Family Photo,,Arns' Family at AMI-ABLE (Photo),,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czq1v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czq1v/manifest
Mental Health Archive,ark:/21198/zz002czq2c,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz002czq2c_2107650_master.tif,9,,,,private,,still image,,pd_holder,,AMI-ABLE|~|Department of Mental Health-- California-- Los Angeles County,,eng,,,,,"Elpers, J. R.|~|Abbott, Beverly",,1 p.,AMI-ABLE,Beverly Abbot and J.R. Elpers Photo,,Beverly Abbot and J.R. Elpers Photo,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czq2c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czq2c/manifest
Mental Health Archive,ark:/21198/zz002czq3w,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz002czq3w_2107653_master.tif,10,,,,private,,still image,,pd_holder,,AMI-ABLE|~|National Association for the Mentally Ill NAMI|~|Department of Mental Health-- California-- Los Angeles County,,eng,,,,,"Reed, Dolly|~|Wilbur, Suzane",,1 p.,AMI-ABLE,Dolly Reed and Suzane Wilbur Photo,,Dolly Reed and Suzane Wilbur Photo,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czq3w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czq3w/manifest
Mental Health Archive,ark:/21198/zz002czq4d,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz002czq4d_2107656_master.tif,11,,,,private,,still image,,pd_holder,,AMI-ABLE|~|Department of Mental Health-- California-- Los Angeles County,,eng,,,,,"Van Horn, Richard|~|Elpers, J. R.",,1 p.,AMI-ABLE,Dr. Elpers and Richard Van Horn Photo,,Dr. Elpers and Richard Van Horn Photo,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czq4d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czq4d/manifest
Mental Health Archive,ark:/21198/zz002czq5x,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz002czq5x_2107659_master.tif,12,,,,private,,still image,,pd_holder,,AMI-ABLE|~|Department of Mental Health-- California-- Los Angeles County,,eng,,,,,"Wilbur, Suzane",,1 p.,AMI-ABLE,Families and Staff Members of AMI-ABLE Photo,,Families and Staff Members of AMI-ABLE Photo,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czq5x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czq5x/manifest
Mental Health Archive,ark:/21198/zz002czq6f,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz002czq6f_2107662_master.tif,13,,,,private,,still image,,pd_holder,,AMI-ABLE|~|National Association for the Mentally Ill NAMI|~|Department of Mental Health-- California-- Los Angeles County,,eng,,,,,"Dennen, Richard|~|Villalobos, Geri",,1 p.,AMI-ABLE,Geri Villalobos and Richard Dennen of NAMI Photo,,Geri Villalobos and Richard Dennen of NAMI Photo,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czq6f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czq6f/manifest
Mental Health Archive,ark:/21198/zz002czq90,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz002czq90_2107669_master.tif,16,,,,private,,still image,,pd_holder,,AMI-ABLE|~|Department of Mental Health-- California-- Los Angeles County,,eng,,,,,"Wilbur, Suzane",,1 p.,AMI-ABLE,"""It's a big party!"" Interacting Groups Photo",,"""It's a big party!"" Interacting Groups Photo",,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czq90,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czq90/manifest
Mental Health Archive,ark:/21198/zz002czqbh,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz002czqbh_2107672_master.tif,17,,,,private,,still image,,pd_holder,,AMI-ABLE|~|Department of Mental Health-- California-- Los Angeles County,,eng,,,,,"Elpers, J. R.|~|Richard, John|~|Arns, Paul G.",,1 p.,AMI-ABLE,"John Richard, Elpers, Paul Arns, Katie Arns Photo",,"John Richard, Elpers, Paul Arns, Katie Arns Photo",,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czqbh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czqbh/manifest
Mental Health Archive,ark:/21198/zz002czrnn,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz002czrnn_2107727_master.tif,18,,,,private,,still image,,pd_holder,,AMI-ABLE|~|Department of Mental Health-- California-- Los Angeles County,,eng,,,,,"Gast, Andie|~|Gurney, Gloria",,1 p.,AMI-ABLE,"Laura, Gloria Gurney, and Andie Gast Photo",,"Laura, Gloria Gurney, and Andie Gast Photo",,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czrnn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czrnn/manifest
Mental Health Archive,ark:/21198/zz002czrp5,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz002czrp5_2107730_master.tif,19,,,,private,,still image,,pd_holder,,AMI-ABLE|~|Department of Mental Health-- California-- Los Angeles County,,eng,,,,,"Yoon, Lynn|~|Nunez, Max",,1 p.,AMI-ABLE,Lynn Yoon and Max Nunez Photo,,Lynn Yoon and Max Nunez Photo,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czrp5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czrp5/manifest
Mental Health Archive,ark:/21198/zz002czrqp,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz002czrqp_2107733_master.tif,20,,,,private,,still image,,pd_holder,,AMI-ABLE|~|Department of Mental Health-- California-- Los Angeles County,,eng,,,,,"Arns, Paul G.",,1 p.,AMI-ABLE,"Arns' Family: Marcia, Katie, and Dr. Paul Arns Photo",,"Arns' Family: Marcia, Katie, and Dr. Paul Arns Photo",,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czrqp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czrqp/manifest
