File name,Original language title,Translated Title,Alternative title,Creator,Contributor,Publisher,Publisher.place,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Insitution/Repository,collection name,collection number,box number,folder number,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Abstract | eng,Note.content,Subject.topic,Subject.temporal,Digital Collection Title,Latitude/longitude,Subject.place
barb_eph_cch0129.pdf,Laying of Foundation Stone of the University of the West Indies College of Arts & Science,,,University of the West Indies,,,Barbados,"January 26, 1966",1966-01-26,eng,text,programs (documents) |~| booklets,20 pages,27.8 cm x 21.6 cm,Barbados Department of Archives,Ephemera Collection,C319,C - Ch,,public domain,published,Barbados Department of Archives,"Booklet for the ceremony of laying of the foundation stone for the College of Arts and Sciences, University of the West Indies. The foundation was laid by Princess Alice as the UWI Chancellor.",,"University of the West Indies (Cave Hill, Barbados) |~| Education, Higher |~| Education -- Universities and colleges |~| College facilities",20th century,Barbados Ephemera Collection,"13.1939ﾡ N, 59.5432ﾡ W",Saint Michael (Barbados)
barb_eph_cch0130.pdf,Ceremony to Commemorate the 50th Anniversary of Universal Free Public Education,,,Ministry of Education & Human Resource Development,,,Barbados,"September 6, 2012",2012-09-06,eng,text,programs (documents),2 pages,21.6 cm x 13.8 cm,Barbados Department of Archives,Ephemera Collection,C319,C - Ch,,public domain,published,Barbados Department of Archives,"Ceremony to commemorate the fiftieth anniversary of universal free public education held at the Errol Barrow Centre for Creative Imagination, UWI Cave Hill Campus. The slogan for the event was ""Celebrating 50 - Free Education for All.""",,Anniversaries |~| Education |~| Socioeconomic conditions and development--Community development |~| History |~| Government policy |~| Socioeconomic conditions and development -- Social policy,21st century,Barbados Ephemera Collection,"13.1939ﾡ N, 59.5432ﾡ W",Saint Michael (Barbados)
barb_eph_cicz0001.pdf,Variety Concert - Dance,,,T. McKenzie,,,Barbados,"October 16, 1954",1954-10-16,eng,text,programs (documents),24 pages,20.5 cm x 13.4 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program of events for the Variety Concert-Dance held under the patronage of the Governor and Lady Arundell and with support by the Barbados Aquatic Club, the Commissioner of Police, and various establishments.",,Concerts |~| Events,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0002.pdf,Celebrity Concerts Presents Georgia Laster (American Soprano),,,Celebrity Concerts,,,Barbados,"July 30, 1959",1959-07-30,eng,text,programs (documents),27 pages,22.8 cm x 14.9 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for the concert of Georgia Laster, soprano from the US, held at Ursuline Convent Hall on Thursday, July 30, 1959.",,Concerts |~| Music,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0003.pdf,Song Recital by Bruce St. John (Baritone),,,Barbados Choral Society |~| Barbados Festival Choir,,,Barbados,Between 1950 and 1960,1950/1960,eng,text,programs (documents),7 pages,23.7 cm x 15.8 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program of song recital by Bruce St. John, presented by the Barbados Choral Society and the Barbados Festival Choir, held at Drill Hall.",,Concerts |~| Music |~| Choral Societies,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0004.pdf,Song Recital by Marian Anderson (Contralto),,,Bottlers Limited,,,Barbados,"May 4, 1960",1960-05-04,eng,text,programs (documents),24 pages,26.4 cm x 20 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program of concert by Marian Anderson, contralto from the US, presented by Bottlers Limited, under the patronage of Governor and Lady Stow, held at the Globe Theatre on Wednesday, May 4, 1960.",,Concerts |~| Music,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0005.pdf,Barbados Choral Society Concert,,,Barbados Choral Society,,,Barbados,"June 16, 1961",1961-06-16,eng,text,programs (documents),7 pages,21 cm x 16.2 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program of concert by the Barbados Choral Society held at Harrison College Hall on Friday, June 16, 1961 under the patronage of the Governor.",,Concerts|~| Music |~| Choral Societies,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0006.pdf,Vocal Recital by Nell Hall (Soprano),,,,,,Barbados,"January 15, 1965",1965-01-15,eng,text,programs (documents),21 pages,21.7 cm x 15 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for recital by Nell Hall held at Harrison College on Friday, February 27, 1970.",,Concerts|~| Music |~| Recital,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0007.pdf,Beggar's Opera,,,Barbados Arts Council,,,Barbados,November 1965,1965-11-01,eng,text,programs (documents),8 pages,20.9 cm x 16.5 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for John Gay's ""The Beggar's Opera"" presented by the Barbados Arts Council at St. Winifred's Hall on November 18, 19, 20, 1965. The Barbados Arts Council is a non-governmental umbrella organization for all the arts of Barbados, which aims to promote, support and develop all art forms, i.e. music, dance, drama, literature, the visual arts and other forms of artistic expression.",,Concerts |~| Opera,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0008.pdf,Premier Orchestral Concert : The Barbados Strings,,,Barbados Strings Orchestra,,,Barbados,"September 3, 1965",1965-09-03,eng,text,programs (documents),3 pages,21.6 cm x 16.6 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for concert by the Barbados Strings orchestra held at Combermere School on Friday, September 3, 1965.",,Concerts |~| Music |~|Orchestras,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0009.pdf,Recital by Nigel Douglas,,,Barbados Arts Council,,,Barbados,"February 21, 1966",1966-02-21,eng,text,programs (documents),3 pages,21.7 cm x 14 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program of recital by Nigel Douglas (tenor) with accompanist John Fletcher held on February 21, 1966. Nigel Douglas was born in Kent, England, and received his musical and stage training at the Vienna Academy. His debut was as Rodolpho in ""La Bohema"" with the Vienna Kammeroper in 1959, followed by three years in various Swiss and German opera houses, where he acquired an extensive repertoire of leading tenor roles.",,Concerts |~| Music |~|Recital,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0010.pdf,The Staff of The Jamaica School of Music in Recitals,,,Jamaica-Trinidad Society,,,Jamaica,1967,1905-05-20,eng,text,programs (documents),8 pages,25.3 cm x 19.5 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program of recitals in Barbados, Trinidad, and Guyana by the staff of The Jamaica School of Music between March 25, 1967 and April 2, 1967. The Jamaica School of Music was established in 1961 to foster musical talent and to create a good standard of musical appreciation, teaching, and performance.",,Concerts|~|Recital|~|Music |~|Jamaica,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",
barb_eph_cicz0011.pdf,Recital of English Music,,,Sine Nomine Singers,,,Barbados,"June 29, 1967",1967-06-29,eng,text,programs (documents),7 pages,21.7 x 16.5 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for recital of English music by the Sine Nomine Singers held at the Diocesan House on Thursday June 29, 1967.",,Concerts|~| Recital|~|Music |~| Choral Societies,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0012.pdf,Youth Town: A Gala Concert,,,Youth Town,,,Barbados,Between 1960 and 1965,1960/1965,eng,text,programs (documents),3 pages,21.6 cm x 17.7 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for a Gala Concert held at Combermere School in the presence of Queen Elizabeth II and under the patronage of Governor, Sir John Stow.",,Concerts |~| Music |~| Gala,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0013.pdf,Musical Concert for the Martin Luther King Memorial Fund,,,,,,Barbados,"August 2, 1968",1968-08-02,eng,text,programs (documents),3 pages,21.5 cm x 16.5 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program of concert for the Martin Luther King Memorial Fund held at Harrison College Hall on Friday, May 2, 1968 under the patronage of the Governor-General Sir Winston Scott and Lady Scott.",,Concerts |~| Music,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0014.pdf,Variety Concert,,,Barbados Association for the Blind and Deaf,,,Barbados,"November 22, 1968",1968-11-22,eng,text,programs (documents),6 pages,22.3 cm x 16.6 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for a variety concert presented by the Barbados Association for the Blind under the patronage of Governor General Sir Winston Scott and Lady Scott on Friday, November 22, 1968. The proceeds were in aid of the Association for the Blind. The Barbados Association for the Blind is a registered charity which was established by an Act of Parliament in 1957 with the mandate to look after the welfare of the blind and visually impaired in society.",,"Concerts |~| Music |~| Associations, institutions, etc. |~| Social conditions",20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0015.pdf,Papageno,,,Girls' Foundation School,,,Barbados,"May 29, 1969",1969-05-29,eng,text,programs (documents),4 pages,21.6 cm x 17.7 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for ""Papageno,"" a musical concert adapted from Mozart's opera ""The Magic Flute"" by Michael Diack. The concert, presented by the Girls' Foundation School choir, was part of the ""Mozart Festival"" held at the Girls Foundation School on May 29, 1969.",,Concerts |~| Opera |~| Choral Societies,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Christ Church (Barbados)
barb_eph_cicz0016.pdf,Barbados Choral Society Concert,,,Barbados Choral Society,,,Barbados,"June 18, 1969",1969-06-18,eng,text,programs (documents),4 pages,22.9 cm x 15.7 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for a concert by the Barbados Choral Society held at the St. Michael's Cathedral on Wednesday, June 18, 1969, with conductor Peter Billington and artists Alpha Humphries (soprano), Doris Provencal (contralto), Irvin Harris (tenor), Ernest Rocheford (bass), and John Fletcher (organist).",,Concerts |~|Church |~| Choral Societies,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0017.pdf,"Vocal Recital: Nell Hall (Mrs. C. W. Wycherley), Soprano",,,,,,Barbados,"February 27, 1970",1970-02-27,eng,text,programs (documents),19 pages,20.2 cm x 14 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for a vocal recital by soprano Nell Hall (Mrs. C. W. Wycherley), accompanied by organist John Fletcher, held at Harrison College on Friday, January 15, 1965.",,Concerts|~| Recital |~| Music,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0018.pdf,Barbados Arts Council: The Edinburgh Quartet,,,Barbados Arts Council,,,Barbados,"March 31, 1970",1970-05-31,eng,text,programs (documents),4 pages,21.4 cm x 14.2 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for a concert by the Edinburgh Quartet presented by the Barbados Arts Council in association with Barclays Bank, held at Harrison College Hall, Tuesday March 31, 1970. The Edinburgh Quartet was the official 'Quartet in Residence' to the University of Edinburgh which began playing together since 1965. Their visit to Barbados was part of a Caribbean tour during which they gave more than forty concerts over a period of eight weeks.",,Concerts |~| Music |~| Orchestras,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0019.pdf,Mahalia Jackson In Concert,,,Barbados Rediffusion Service Ltd.,,,Barbados,"April 9, 1970",1970-04-09,eng,text,programs (documents),4 pages,22.2 cm x 17.3 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for a concert by Mahalia Jackson held at Kensington Oval on April 9, 1970. The concert was sponsored by the Barbados Rediffusion Service Ltd. in aid of the Needy Children's Fund. The Fund seeks to provide care and financial assistance to impoverished children in Barbados.",,Concerts |~| Recital |~| Social conditions,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0020.pdf,Diamond Jubilee ''Airlift'',,,Barbados Girl Guides Association,,,Barbados,"December 4, 1970",1970-12-04,eng,text,programs (documents),5 pages,23.1 cm x 18.5 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for a pageant entitled Diamond Jubilee ""Airlift"" presented by the Barbados Girl Guides Association in commemoration of the Diamond Jubilee of Guiding. The event was held at Kensington Oval on Friday, December 4, 1970.",,Pageants |~| Junior Girl Scouts,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0021.pdf,Puerto Rico Symphony Orchestra : Fifth International Tour,,,Government of Barbados |~| Festival Casals of Puerto Rico,,,Barbados,"May 14, 1971",1971-05-14,eng,text,programs (documents),8 pages,23.1 cm x 18.5 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for a concert by the Puerto Rico Symphony Orchestra sponsored by the Governement of Barbados and Festival Casals of Puerto Rico with Victor Tevah, conductor, and Jose Figueroa, soloist, held at the Combermere School on Friday 14th May, 1971. The concert was presented during the orchestra's fifth international tour.",,Concerts|~|Symphony orchestras,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0022.pdf,London Chamber Orchestra: Music at its Classic Best,,,Barbados Arts Council |~| Celebrity Concerts |~| Banks Barbados Breweries Limited,,,Barbados,"September 6, 1973",1973-09-06,eng,text,programs (documents),3 pages,21.9 cm x 17.3 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for a music concert by the London Chamber Orchestra with Richard Schumacher as conductor. The concert was presented by the Barbados Arts Council and Celebrity Concerts in association with Banks Barbados Breweries Limited and was held at Comberemere School Hall on Thursday, September 6, 1973. The Barbados Arts Council is a non-governmental umbrella organisation for all the arts of Barbados which aims to promote, support and develop all the arts, i.e. music, dance, drama, literature, the visual arts and other forms of artistic expression.",,Concerts |~| Orchestras,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0023.pdf,Barbados Symphonia : First Orchestral Concert,,,Barbados Symphonia,,,Barbados,"December 8, 1972",1972-12-08,eng,text,programs (documents),7 pages,23 cm x 12.9 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program of the first orchestral concert of the Barbados Symphonia held at Harrison College Hall on Friday December 8, 1972. The Barbados Symphonia was formed in January 1972. The group was assembled out of the former Barbados Strings Orchestra which was founded 8 years earlier by noted violinist and musican James A. Millington. Mr. Millington relinquished his post as conductor in October 1971 and was succeeded by his daughter Janice A. Millington who is one of Barbados most respected musician.",,Concerts |~| Orchestras,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0024.pdf,Barbados Chamber Music Ensemble: Trio Recital,,,Barbados Chamber Music Ensemble,,,Barbados,"February 12, 1974",1974-02-12,eng,text,programs (documents),7 pages,22.3 cm x 15.5 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program of recital by the Barbados Chamber Music Ensemble held at Harrison College Hall on Tuesday February 12, 1974.",,Concerts|~| Music |~| Orchestras,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0025.pdf,Courtyard Concerts at the Barbados Museum,,,Barbados Museum and Historical Society,,,Barbados,1974,1905-05-27,eng,text,posters,1 page,35.7 cm x 21.4 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,Poster by the Barbados Museum and Historical Society with titles and names of artists for Courtyard Concerts to be held on Friday nights under the patronage of Governor General Sir Winston Scott. The proceeds from the concerts as well as donations were to go to the Neville Connell Memorial Gallery Fund. The Neville Connell Memorial Gallery housed portraits and paintings acquired by the museum. Mr Neville Connell served as the director of the museum for 23 years.,,Concerts |~| Events,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0026.pdf,Courtyard Concert: Chamber Music,,,Barbados Museum and Historical Society,,,Barbados,"February 15, 1974",1974-02-15,eng,text,programs (documents),5 pages,21.4 cm x 14.5 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for a chamber music concert held February 15, 1974 at the Barbados Museum as part of the Courtyard Concerts series . The Barbados Musem is on the site of an old military prison and was used for British Troops stationed in the island up to 1905.",,Concerts |~| Music |~| Orchestras,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0027.pdf,Courtyard Concert: A Bajan Gala,,,Barbados Museum and Historical Society,,,Barbados,"March 22, 1974",1974-03-22,eng,text,programs (documents),5 pages,21.4 cm x 14.5 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for a concert entitled ""A Bajan Gala"" held on March 22, 1974 at the Barbados Museum as part of the Courtyard Concerts series. The Barbados Musem is on the site of an old military prison and was used for British Troops stationed in the island up to 1905.",,Concerts |~| Music,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0028.pdf,Courtyard Concert: Jazz in June,,,Barbados Museum and Historical Society,,,Barbados,"June 17, 1975",1975-06-17,eng,text,programs (documents),4 pages,21.7 cm x 14.5 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for a jazz concert held at the Barbados Museum on Tuesday June 17, 1975 as part of the Courtyard Concerts series.",,Concerts|~| Music |~| Jazz,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0029.pdf,Cecilian Singers' Touring Project: A Gala Concert with The Cecilian Singers,,,Cecilian Singers,,,Barbados,"October 21, 1980",1980-10-21,eng,text,programs (documents),4 pages,21.6 cm x 14.6 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for a gala concert by the Cecilian Singers of Barbados, under the direction of Doris Provencal, and the Samaroo Steel Orchestra of Trinidad with John Fletcher as director. The event, which was one of many fund-raising events arranged throughout that year to help defray expenses related to the group's touring project to the US and Canada. The concert was held at the St. Michael's Cathedral on Tuesday, October 21, 1980. under the patronage of Minister of Education and Culture Louis Tull. The Cecilian Singers of Barbados was a Christian choir established in 1970 which provided musical entertainment that included classical, sacred and secular works.",,Concerts|~|Steel bands (music) |~| Choral Societies,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0030.pdf,Cecilian Singers: Christmas Concert,,,Cecilian Singers,,,Barbados,"December 19, 1981",1981-12-19,eng,text,programs (documents),9 pages,21.7 cm x 13.9 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for a Christmas concert with the Cecilian Singers conducted by Doris Provencal held at the Ursuline Convent Hall Sunday December 19, 1981. The Cecilian Singers of Barbados is a Christian choir started in 1970 which provides musical entertainment that includes classical, sacred and secular works.",,Concerts |~| Christmas |~| Choral Societies,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0031.pdf,Cecilian Singers: Christmas Concert,,,Cecilian Singers,,,Barbados,"December 20, 1981",1981-12-20,eng,text,programs (documents),8 pages,21.7 cm x 14. 1 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for a Christmas concert with the Cecilian Singers conducted by Doris Provencal and held at the Ursuline Convent Hall on Sunday, December 20, 1981. The Cecilian Singers of Barbados was a Christian choir started in 1970 which provided musical entertainment that included classical, sacred and secular works.",,Concerts |~| Christmas |~| Choral Societies,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0032.pdf,Cecilian Singers and The Royal Barbados Police Force Band in Concert,,,Cecilian Singers |~| Royal Barbados Police,,,Barbados,"March 16, 1984",1984-03-16,eng,text,programs (documents),4 pages,21 cm x 13.8 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for a concert by the Cecilian Singers and the Royal Barbados Police Force Band in aid of the Barbados Military Cemetery Restoration Fund held at St. Ann's Fort, The Garrison, on Friday, March 16, 1984 at 8:00. The Barbados Military Cemetery was established in 1780 and was used for the burial of men who served in the British forces in Barbados and their families from 1780 to 1906. It has also been used for the burial of persons who served in the two World Wars and is currently used for the burial of ex-servicemen, women and their families.",,Concerts |~| Choral Societies,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0033.pdf,Song Recital by Eve Johnson,,,Music Club,,,Barbados,Between 1960 and 1970,1960/1970,eng,text,programs (documents),3 pages,27.8 cm x 21.6 cm; 33 cm x 21.6 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,Program for song recital by Even Johnson presented by the Music Club with accompanist Frank Fernandes. Location and date are not noted.,,Concerts|~|Recital|~|Music,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",
barb_eph_cicz0034.pdf,Seventeenth Century Entertainment,,,Barbados Museum and Historical Society,,,Barbados,"April 5, 1980",1980-04-05,eng,text,programs (documents),3 pages,27.9 cm x 21.5 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program of Seventeenth Century Entertainment at the Barbados Museum with the Cecilian Singers, the Barbados School of Dancing, and String and Reed Instruments on Saturday, April 5, 1980.",,Concerts|~|Music|~|Events,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0035.pdf,Marian Anderson: America's Great Singer,,,S. Hurok,,,U.S.A.,Between 1960 and 1970,1960/1970,eng,text,booklets,18 pages,30 cm x 20.7 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Booklet about the life of American singer Marian Anderson with essays by herself and her impressario, S. Hurok. Marian Anderson was an American contralto who performed a wide range of music, from classical music to sprituals.",,Concerts|~|Music,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",
barb_eph_cicz0036.pdf,London Festival Orchestra: Barbados Concert,,,Royal Commonwealth Society |~| British High Commission,,,Barbados,"November 1, 1989",1989-11-01,eng,text,programs (documents),14 pages,28.1 cm x 21.7 m,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for a concert by the London Festival Orchestra, sponsored by the Royal Commonwealth Society (Barbados Branch) and the British High Commission in Barbados held on Wednesday, November 1, 1989.",,Concerts|~|Royal Commonwealth Society |~| Orchestras,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0037.pdf,Concert at St. Jude's Anglican Church,,,Royal Barbados Police Force |~| Society for the Promotion of Church Music,,,Barbados,"April 25, 1993",1993-04-25,eng,text,programs (documents),3 pages,20.9 cm x 14.7 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Concert by the Royal Barbados Police Force Band and the Society for the Promotion of Church Music held at the St. Jude's Anglican Church on Sunday, April 25, 1993.",,Concerts |~| Church |~| Police,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint George (Barbados)
barb_eph_cicz0038.pdf,John Michael Parris in Concert,,,U.S. Information Service |~| National Cultural Foundation,,,Barbados,"June 26, 1995",1995-06-26,eng,text,programs (documents),4 pages,21.6 cm x 13.9 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for a concert by classical guitarist John Michael Parris on Monday June 26, 1995 as part of the series Artistic Ambassadors. The concert was a joint effort of the U.S. Information Service and the National Cultural Foundation. The National Cultural Foundation (NCF) is a statutory body which was established by an Act of Parliament in 1983 to oversee the cultural landscape of Barbados. Donations were collected for The Thelma Vaughan Memorial Home for Handicapped Children.",,Concerts |~| Music |~| Public welfare,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0039.pdf,Sean Jackson in Concert,,,,,,Barbados,"May 2, 1999",1999-05-02,eng,text,programs (documents),2 pages,21.6 cm x 13.9 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for a concert by Sean Jackson at St. Patrick's Cathedral in Jemmotts Lane, St. Michael. Sean Jackson is an accomplished Barbadian organist and pianist.",,Concerts |~| Music,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0040.pdf,Barbados Chamber Orchestra: Classical Concert,,,Nation Publishing Co. Ltd. |~| Starcom Network Inc.,,,Barbados,"February 3, 2001",2001-02-03,eng,text,programs (documents),10 pages,21.3 cm x 14.8 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Program for a classical concert by the Barbados Chamber Orchestra presented by the Nation Publishing Company Limited in association with Starcom Network Inc. held at the Frank Collymore Hall on Saturday, February 3, 2001. The Barbados Chamber Orchestra emerged from the Barbados Symphonia which had emerged from the Barbados Strings. The Orchestra was the sole orchestra of its kind in Barbados which aimed to provide a platform for classically trained musicians to showcase their talent.",,Concerts |~| Music |~| Orchestras,21st Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_cicz0041.pdf,"""Scarlatti to Spencer- Treasures from the Violin and Piano Repertoires""",,,Central Bank of Barbados,,,Barbados,"May 18, 2007",2007-05-18,eng,text,fliers (printed matter) |~| programs (documents),1 page,27.8 cm x 21.6 cm,Barbados Department of Archives,Ephemera Collection,,Ci-Cz,1,public domain,published,Barbados Department of Archives,"Flyer for a concert to celebrate the Central Bank of Barbados' 35th Anniversary titled ""Scarlatti to Spencer-Treasures from the Violin & Piano Repertoires"" as part of the Sean Jackson & Friends Series. The event, introducing violinist Stephen Clapp, was held at the Frank Collymore Hall, Friday, May 18, 2007.",,Concerts|~| Events |~| Anniversaries,21st Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
