Title,Project Name,Item ARK,Parent ARK,Object Type,viewingHint,File Name,Item Sequence,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Name.repository,Name.illuminator,Language,Author,AltTitle.other,Description.note,Date.creation,Summary,Date.normalized,Description.adminnote,Description.contents,Condition note,Illustrations note,Description.colophon,Description.history,Binding note,Format.extent,Alt ID.local,Format.dimensions,Relation.isPartOf,AltTitle.uniform,Place of origin
Manuscript No. 6: page 65r,Armenian Manuscripts,ark:/21198/zz0025st44,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025st44_1767573_master.tif,132,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 65v,Armenian Manuscripts,ark:/21198/zz0025ss8q,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025ss8q_1767576_master.tif,133,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 66r,Armenian Manuscripts,ark:/21198/zz0025ss97,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025ss97_1767579_master.tif,134,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 66v,Armenian Manuscripts,ark:/21198/zz0025ssbr,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025ssbr_1767582_master.tif,135,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 67r,Armenian Manuscripts,ark:/21198/zz0025ssc8,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025ssc8_1767585_master.tif,136,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 67v,Armenian Manuscripts,ark:/21198/zz0025ssds,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025ssds_1767588_master.tif,137,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 68r,Armenian Manuscripts,ark:/21198/zz0025ssgt,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025ssgt_1767591_master.tif,138,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 68v,Armenian Manuscripts,ark:/21198/zz0025ssf9,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025ssf9_1767594_master.tif,139,text,,,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 69r,Armenian Manuscripts,ark:/21198/zz0025ssjv,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025ssjv_1767597_master.tif,140,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 69v,Armenian Manuscripts,ark:/21198/zz0025stjb,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025stjb_1767600_master.tif,141,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 70r,Armenian Manuscripts,ark:/21198/zz0025stmc,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025stmc_1767603_master.tif,142,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 70v,Armenian Manuscripts,ark:/21198/zz0025stv0,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025stv0_1767606_master.tif,143,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 71r,Armenian Manuscripts,ark:/21198/zz0025stnw,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025stnw_1767609_master.tif,144,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 71v,Armenian Manuscripts,ark:/21198/zz0025stzj,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025stzj_1767612_master.tif,145,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 72r,Armenian Manuscripts,ark:/21198/zz0025sttg,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025sttg_1767615_master.tif,146,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 72v,Armenian Manuscripts,ark:/21198/zz0025sv4m,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025sv4m_1767618_master.tif,147,text,,,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 73r,Armenian Manuscripts,ark:/21198/zz0025sv33,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025sv33_1767625_master.tif,148,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 73v,Armenian Manuscripts,ark:/21198/zz0025stx1,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025stx1_1767630_master.tif,149,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 74r,Armenian Manuscripts,ark:/21198/zz0025sv12,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025sv12_1767636_master.tif,150,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 74v,Armenian Manuscripts,ark:/21198/zz0025sv2k,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025sv2k_1767639_master.tif,151,text,,,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 75r,Armenian Manuscripts,ark:/21198/zz0025stsz,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025stsz_1767648_master.tif,152,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 75v,Armenian Manuscripts,ark:/21198/zz0025svgs,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025svgs_1767661_master.tif,153,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 76r,Armenian Manuscripts,ark:/21198/zz0025svh9,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025svh9_1767753_master.tif,154,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 76v,Armenian Manuscripts,ark:/21198/zz0025svjt,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025svjt_1767756_master.tif,155,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 77r,Armenian Manuscripts,ark:/21198/zz0025svkb,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025svkb_1767759_master.tif,156,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 77v,Armenian Manuscripts,ark:/21198/zz0025svmv,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025svmv_1767762_master.tif,157,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 78r,Armenian Manuscripts,ark:/21198/zz0025svnc,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0025svnc_1767765_master.tif,158,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 78v,Armenian Manuscripts,ark:/21198/zz0026htr8,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026htr8_1767768_master.tif,159,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 79r,Armenian Manuscripts,ark:/21198/zz0026htss,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026htss_1767771_master.tif,160,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 79v,Armenian Manuscripts,ark:/21198/zz0026htt9,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026htt9_1767774_master.tif,161,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 80r,Armenian Manuscripts,ark:/21198/zz0026htvt,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026htvt_1767777_master.tif,162,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 80v,Armenian Manuscripts,ark:/21198/zz0026htwb,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026htwb_1767780_master.tif,163,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 81r,Armenian Manuscripts,ark:/21198/zz0026hvwt,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hvwt_1767783_master.tif,164,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 81v,Armenian Manuscripts,ark:/21198/zz0026hvxb,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hvxb_1767786_master.tif,165,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 82r,Armenian Manuscripts,ark:/21198/zz0026hvzv,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hvzv_1767789_master.tif,166,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 82v,Armenian Manuscripts,ark:/21198/zz0026hw0v,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hw0v_1767792_master.tif,167,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 83r,Armenian Manuscripts,ark:/21198/zz0026hw1c,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hw1c_1767795_master.tif,168,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 83v,Armenian Manuscripts,ark:/21198/zz0026hw2w,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hw2w_1767798_master.tif,169,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 84r,Armenian Manuscripts,ark:/21198/zz0026hw3d,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hw3d_1767801_master.tif,170,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 84v,Armenian Manuscripts,ark:/21198/zz0026hw4x,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hw4x_1767804_master.tif,171,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 85r,Armenian Manuscripts,ark:/21198/zz0026hw5f,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hw5f_1767807_master.tif,172,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 85v,Armenian Manuscripts,ark:/21198/zz0026hw6z,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hw6z_1767810_master.tif,173,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 86r,Armenian Manuscripts,ark:/21198/zz0026hw7g,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hw7g_1767813_master.tif,174,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 86v,Armenian Manuscripts,ark:/21198/zz0026hw80,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hw80_1767816_master.tif,175,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 87r,Armenian Manuscripts,ark:/21198/zz0026hw9h,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hw9h_1767819_master.tif,176,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 87v,Armenian Manuscripts,ark:/21198/zz0026hwb1,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hwb1_1767822_master.tif,177,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 88r,Armenian Manuscripts,ark:/21198/zz0026hwcj,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hwcj_1767825_master.tif,178,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 88v,Armenian Manuscripts,ark:/21198/zz0026hwd2,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hwd2_1767828_master.tif,179,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 89r,Armenian Manuscripts,ark:/21198/zz0026hwfk,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hwfk_1767831_master.tif,180,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 89v,Armenian Manuscripts,ark:/21198/zz0026hwg3,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hwg3_1767834_master.tif,181,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 90r,Armenian Manuscripts,ark:/21198/zz0026hwhm,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hwhm_1767837_master.tif,182,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 90v,Armenian Manuscripts,ark:/21198/zz0026hwj4,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hwj4_1767840_master.tif,183,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 91r,Armenian Manuscripts,ark:/21198/zz0026hwnp,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hwnp_1767859_master.tif,184,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 91v,Armenian Manuscripts,ark:/21198/zz0026hwp6,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hwp6_1767862_master.tif,185,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 92r,Armenian Manuscripts,ark:/21198/zz0026hwqq,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hwqq_1767865_master.tif,186,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 92v,Armenian Manuscripts,ark:/21198/zz0026hwr7,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hwr7_1767868_master.tif,187,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 93r,Armenian Manuscripts,ark:/21198/zz0026hwsr,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hwsr_1767871_master.tif,188,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 93v,Armenian Manuscripts,ark:/21198/zz0026hwt8,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hwt8_1767874_master.tif,189,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 94r,Armenian Manuscripts,ark:/21198/zz0026hwvs,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hwvs_1767877_master.tif,190,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 94v,Armenian Manuscripts,ark:/21198/zz0026hww9,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hww9_1767880_master.tif,191,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 95r,Armenian Manuscripts,ark:/21198/zz0026hwxt,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hwxt_1767883_master.tif,192,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 95v,Armenian Manuscripts,ark:/21198/zz0026hwzb,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hwzb_1767886_master.tif,193,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 96r,Armenian Manuscripts,ark:/21198/zz0026hx0b,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hx0b_1767889_master.tif,194,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 96v,Armenian Manuscripts,ark:/21198/zz0026hx1v,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hx1v_1767892_master.tif,195,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 97r,Armenian Manuscripts,ark:/21198/zz0026hx2c,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hx2c_1767895_master.tif,196,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 97v,Armenian Manuscripts,ark:/21198/zz0026hx3w,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hx3w_1767898_master.tif,197,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 98r,Armenian Manuscripts,ark:/21198/zz0026hx4d,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hx4d_1767901_master.tif,198,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 98v,Armenian Manuscripts,ark:/21198/zz0026hx5x,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hx5x_1767904_master.tif,199,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 99r,Armenian Manuscripts,ark:/21198/zz0026hx6f,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hx6f_1767907_master.tif,200,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 99v,Armenian Manuscripts,ark:/21198/zz0026hx7z,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hx7z_1767910_master.tif,201,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 100r,Armenian Manuscripts,ark:/21198/zz0026hx8g,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hx8g_1767913_master.tif,202,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 100v,Armenian Manuscripts,ark:/21198/zz0026hx90,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hx90_1767916_master.tif,203,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 101r,Armenian Manuscripts,ark:/21198/zz0026hxbh,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hxbh_1767919_master.tif,204,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 101v,Armenian Manuscripts,ark:/21198/zz0026hxc1,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hxc1_1767922_master.tif,205,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 102r,Armenian Manuscripts,ark:/21198/zz0026hxdj,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hxdj_1767928_master.tif,206,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 102v,Armenian Manuscripts,ark:/21198/zz0026hxf2,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hxf2_1767931_master.tif,207,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 103r,Armenian Manuscripts,ark:/21198/zz0026hxgk,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hxgk_1767934_master.tif,208,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 103v,Armenian Manuscripts,ark:/21198/zz0026hxh3,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hxh3_1767937_master.tif,209,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 104r,Armenian Manuscripts,ark:/21198/zz0026hxjm,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hxjm_1767940_master.tif,210,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 104v,Armenian Manuscripts,ark:/21198/zz0026hxk4,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hxk4_1767943_master.tif,211,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 105r,Armenian Manuscripts,ark:/21198/zz0026hxmn,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hxmn_1767946_master.tif,212,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 105v,Armenian Manuscripts,ark:/21198/zz0026hxn5,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hxn5_1767949_master.tif,213,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 106r,Armenian Manuscripts,ark:/21198/zz0026hxpp,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hxpp_1767952_master.tif,214,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 106v,Armenian Manuscripts,ark:/21198/zz0026hxq6,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hxq6_1767955_master.tif,215,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 107r,Armenian Manuscripts,ark:/21198/zz0026hxrq,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hxrq_1767966_master.tif,216,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 107v,Armenian Manuscripts,ark:/21198/zz0026hxs7,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hxs7_1767969_master.tif,217,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 108r,Armenian Manuscripts,ark:/21198/zz0026hxtr,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hxtr_1767972_master.tif,218,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 108v,Armenian Manuscripts,ark:/21198/zz0026hxv8,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hxv8_1767975_master.tif,219,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 109r,Armenian Manuscripts,ark:/21198/zz0026hxws,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hxws_1767978_master.tif,220,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 109v,Armenian Manuscripts,ark:/21198/zz0026hxx9,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hxx9_1767981_master.tif,221,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 110r,Armenian Manuscripts,ark:/21198/zz0026hxzt,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hxzt_1767984_master.tif,222,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 110v,Armenian Manuscripts,ark:/21198/zz0026hz0t,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hz0t_1767987_master.tif,223,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 111r,Armenian Manuscripts,ark:/21198/zz0026hz1b,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hz1b_1767990_master.tif,224,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 111v,Armenian Manuscripts,ark:/21198/zz0026hz2v,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hz2v_1767993_master.tif,225,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 112r,Armenian Manuscripts,ark:/21198/zz0026hz3c,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hz3c_1767996_master.tif,226,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 112v,Armenian Manuscripts,ark:/21198/zz0026hz4w,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hz4w_1767999_master.tif,227,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 113r,Armenian Manuscripts,ark:/21198/zz0026hz5d,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hz5d_1768002_master.tif,228,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 113v,Armenian Manuscripts,ark:/21198/zz0026hz6x,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hz6x_1768005_master.tif,229,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 114r,Armenian Manuscripts,ark:/21198/zz0026hz7f,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hz7f_1768008_master.tif,230,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 114v,Armenian Manuscripts,ark:/21198/zz0026hz8z,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hz8z_1768011_master.tif,231,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 115r,Armenian Manuscripts,ark:/21198/zz0026hz9g,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hz9g_1768014_master.tif,232,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 115v,Armenian Manuscripts,ark:/21198/zz0026hzb0,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hzb0_1768017_master.tif,233,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 116r,Armenian Manuscripts,ark:/21198/zz0026hzp5,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hzp5_1769331_master.tif,234,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 116v,Armenian Manuscripts,ark:/21198/zz0026hzqp,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hzqp_1769334_master.tif,235,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 117r,Armenian Manuscripts,ark:/21198/zz0026hzr6,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hzr6_1769337_master.tif,236,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 117v,Armenian Manuscripts,ark:/21198/zz0026hzsq,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hzsq_1769340_master.tif,237,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 118r,Armenian Manuscripts,ark:/21198/zz0026hzt7,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hzt7_1769343_master.tif,238,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 118v,Armenian Manuscripts,ark:/21198/zz0026hzvr,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hzvr_1769346_master.tif,239,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 119r,Armenian Manuscripts,ark:/21198/zz0026hzw8,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hzw8_1769349_master.tif,240,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 119v,Armenian Manuscripts,ark:/21198/zz0026hzxs,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hzxs_1769352_master.tif,241,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 120r,Armenian Manuscripts,ark:/21198/zz0026hzz9,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026hzz9_1769355_master.tif,242,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 120v,Armenian Manuscripts,ark:/21198/zz0026j00r,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026j00r_1769358_master.tif,243,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 121r,Armenian Manuscripts,ark:/21198/zz0026j018,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026j018_1769361_master.tif,244,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
Manuscript No. 6: page 121v,Armenian Manuscripts,ark:/21198/zz0026j02s,ark:/21198/zz0025nrv7,Page,,armenian/masters/21198-zz0026j02s_1769364_master.tif,245,text,,,,,,arm,,,,,,,,,,,,,,,,,,,
